year, MPI-ESM1-2-LR, EC-Earth3-Veg, INM-CM5-0, IPSL-CM6A-LR, CMCC-CM2-SR5, CanESM5, UKESM1-0-LL, NorESM2-MM, CNRM-ESM2-1, TaiESM1, MIROC-ES2L, ACCESS-ESM1-5, GFDL-ESM4, NorESM2-LM, INM-CM4-8, CESM2-WACCM
1.974000000000000000e+03, 1.859791229128084566e+01, 1.853893551835582443e+01, 1.719867171138003314e+01, 1.390668810424671342e+01, 1.492402708131139377e+01, 1.532267691651675001e+01, 1.498491037573080220e+01, 1.252889206333763461e+01, 1.361734333067436076e+01, 1.392687345362781848e+01, 1.675390932618290663e+01, 1.333753348523291571e+01, 1.434190516075268995e+01, 1.160014606818824134e+01, 1.655297113750783922e+01, 1.229930357883875303e+01
1.975000000000000000e+03, 1.841009685977936883e+01, 1.808126436114567070e+01, 1.746437963054930620e+01, 1.394478492849829898e+01, 1.498555648636300219e+01, 1.538089681062210268e+01, 1.555829104887974168e+01, 1.264169753521413497e+01, 1.364352850371521697e+01, 1.378704294302338518e+01, 1.719858918719864249e+01, 1.352946118945082432e+01, 1.426407788420253375e+01, 1.141315189663307450e+01, 1.682994710579255937e+01, 1.181675915195203608e+01
1.976000000000000000e+03, 1.890948093460567847e+01, 1.857017504204413072e+01, 1.899450050983423566e+01, 1.389152783573804406e+01, 1.549147445266456025e+01, 1.542987865517763701e+01, 1.670052368242491880e+01, 1.258532319936377952e+01, 1.452634951571241118e+01, 1.406861775625630173e+01, 1.715387386501006617e+01, 1.350221560160921008e+01, 1.443770078003205271e+01, 1.118181424047279471e+01, 1.630796089539810723e+01, 1.283625422468121080e+01
1.977000000000000000e+03, 1.765117226165782327e+01, 1.863522250100712085e+01, 1.815800981688520821e+01, 1.356250915978547056e+01, 1.532118021044897738e+01, 1.578065111752679783e+01, 1.649265261164115870e+01, 1.267366659472329360e+01, 1.497192175929816038e+01, 1.407415093684225127e+01, 1.671841640523817674e+01, 1.334545403031412292e+01, 1.465432665870373974e+01, 1.188520757735604150e+01, 1.682224293479470134e+01, 1.314214009017833718e+01
1.978000000000000000e+03, 1.834670766184308377e+01, 1.910541687150046641e+01, 1.830892547733245834e+01, 1.436642893720726022e+01, 1.558733117708948690e+01, 1.545676281874880331e+01, 1.496983109894543595e+01, 1.260002006904731964e+01, 1.499626040867937959e+01, 1.379511014855213524e+01, 1.721554836844995506e+01, 1.319412515054935042e+01, 1.483932839417803073e+01, 1.098486819103790069e+01, 1.655365755325187749e+01, 1.303594902690066881e+01
1.979000000000000000e+03, 1.775161342135015019e+01, 1.930299376748888918e+01, 1.861823374222867500e+01, 1.424897916968498635e+01, 1.601442892107326443e+01, 1.571299342650565478e+01, 1.607638594683152178e+01, 1.284414790202277779e+01, 1.472148273511999861e+01, 1.392763316254876926e+01, 1.637813938777820510e+01, 1.293804603372088557e+01, 1.512865135165898423e+01, 1.113312136088767978e+01, 1.635484600616395667e+01, 1.302025163714908729e+01
1.980000000000000000e+03, 1.962552373284200868e+01, 1.863645211917806677e+01, 1.871231266258479309e+01, 1.548306434706127277e+01, 1.577416397031691275e+01, 1.499756154271608999e+01, 1.572386839730224928e+01, 1.284934732044501970e+01, 1.469997264725326325e+01, 1.421483371593424749e+01, 1.772640578268253719e+01, 1.333526524413303349e+01, 1.376137170627200490e+01, 1.202034449326122356e+01, 1.732867954685915990e+01, 1.286676183548906316e+01
1.981000000000000000e+03, 1.900691799865654730e+01, 1.954837004140705403e+01, 1.836922049971011361e+01, 1.516623289699696109e+01, 1.670521361185361542e+01, 1.611361274050677395e+01, 1.691168060702124265e+01, 1.289792955488693593e+01, 1.422875310501910029e+01, 1.382950850311434365e+01, 1.648294366923310150e+01, 1.356863878411353852e+01, 1.377222207015601541e+01, 1.177240025658286449e+01, 1.614116662352538611e+01, 1.275082313815456381e+01
1.982000000000000000e+03, 1.922820608835425915e+01, 1.823502161848739433e+01, 1.891256353734672757e+01, 1.509761400564828371e+01, 1.569335100587601772e+01, 1.585280821943926277e+01, 1.666128023271987502e+01, 1.341504342402683747e+01, 1.360416367855162179e+01, 1.437982292230770121e+01, 1.637034220535015550e+01, 1.365185992088678724e+01, 1.425956414563215446e+01, 1.203459814180194520e+01, 1.675616187809799840e+01, 1.336816994244393797e+01
1.983000000000000000e+03, 1.920400639378459573e+01, 1.906186838638630121e+01, 2.074515456652148160e+01, 1.482006782032070902e+01, 1.594816298671106658e+01, 1.612028841703167359e+01, 1.601445227833117357e+01, 1.253582716967828325e+01, 1.547204131172807884e+01, 1.468330632604184594e+01, 1.675644638742443249e+01, 1.346000614193219214e+01, 1.374864079120076177e+01, 1.205316192269861020e+01, 1.644445744173817303e+01, 1.356148058148539093e+01
1.984000000000000000e+03, 2.014135809851611114e+01, 1.871583296205359304e+01, 1.722499786650860187e+01, 1.455384642301172349e+01, 1.688689554796901149e+01, 1.645626672943196311e+01, 1.638895740686869118e+01, 1.267157959987328830e+01, 1.483191544370967385e+01, 1.492398253056306423e+01, 1.623847744332126908e+01, 1.346557793066246411e+01, 1.461184801821068646e+01, 1.177478536367623363e+01, 1.695531081666944573e+01, 1.405580611607993369e+01
1.985000000000000000e+03, 1.917264618021399869e+01, 1.960217676187134828e+01, 1.852781748023646458e+01, 1.404589040372835207e+01, 1.597599950275749769e+01, 1.595564952417863047e+01, 1.449548093930348003e+01, 1.254318134078600266e+01, 1.505187671742275590e+01, 1.378338196585613851e+01, 1.743555574178262901e+01, 1.308852912550025316e+01, 1.439657557879174554e+01, 1.190310068814561539e+01, 1.667088239916285630e+01, 1.385488154571941344e+01
1.986000000000000000e+03, 1.960302890934745434e+01, 1.912795613009071616e+01, 1.828686957831225612e+01, 1.455276264355635263e+01, 1.556197111802511657e+01, 1.579499904682588074e+01, 1.541856014601624736e+01, 1.303381481758794536e+01, 1.581948242632630652e+01, 1.434092298292426371e+01, 1.673759670373855002e+01, 1.358743342735529147e+01, 1.462813389483438442e+01, 1.172807420532898171e+01, 1.665694936690221439e+01, 1.402453217363871296e+01
1.987000000000000000e+03, 1.858458312041068439e+01, 2.019532359752685835e+01, 1.793489802236552677e+01, 1.486457338573776354e+01, 1.568298151449230637e+01, 1.631358108782595195e+01, 1.554166248618107460e+01, 1.234607247136361075e+01, 1.446232657177516323e+01, 1.495566590482750868e+01, 1.776268388074280580e+01, 1.363343346807637069e+01, 1.494723708621820002e+01, 1.150245886640322901e+01, 1.675146096072211321e+01, 1.363277088012074856e+01
1.988000000000000000e+03, 1.949827405704075289e+01, 1.896393778985532563e+01, 1.844690284665655611e+01, 1.569017434623377660e+01, 1.646414304493172409e+01, 1.581993483954380864e+01, 1.605404560909725831e+01, 1.215744933762714375e+01, 1.563383120581634778e+01, 1.465763625376943402e+01, 1.709612141278994812e+01, 1.378055089880631634e+01, 1.462390600374459027e+01, 1.189375127203458860e+01, 1.725490231549908060e+01, 1.375384458236277752e+01
1.989000000000000000e+03, 1.924443996595632100e+01, 1.922243588142815085e+01, 1.783416500243203728e+01, 1.572877068516007881e+01, 1.672685984626324895e+01, 1.664954266694667240e+01, 1.635804834250881257e+01, 1.227473749218248500e+01, 1.427170619155988085e+01, 1.519513187592048453e+01, 1.695158351950669839e+01, 1.401970591916993847e+01, 1.501243902663100194e+01, 1.243710640895761976e+01, 1.650182312770674997e+01, 1.350261091114591316e+01
1.990000000000000000e+03, 1.899847353544369710e+01, 1.928442677602016886e+01, 1.818136852246657398e+01, 1.485677481102733921e+01, 1.556351978032723693e+01, 1.643413771859665573e+01, 1.724306431691092456e+01, 1.358334220831342165e+01, 1.453861948903858980e+01, 1.442665398615701200e+01, 1.866323077061632318e+01, 1.362386076860256168e+01, 1.487805955091730148e+01, 1.255313161921572451e+01, 1.769648357454595455e+01, 1.266007430055189076e+01
1.991000000000000000e+03, 1.969224072583425666e+01, 2.031219228405984367e+01, 2.020026861856261391e+01, 1.499487838796399686e+01, 1.678787061401819258e+01, 1.570807803063726205e+01, 1.576177576167920691e+01, 1.335923122383739781e+01, 1.488269326110080115e+01, 1.503363304778767073e+01, 1.781358644728425844e+01, 1.349470165809482936e+01, 1.536034682450416256e+01, 1.292995983305067220e+01, 1.852922479221351182e+01, 1.240775104145594554e+01
1.992000000000000000e+03, 2.012130795936153405e+01, 2.070873310456653371e+01, 1.929890019942864399e+01, 1.527331887137308009e+01, 1.603203151529217507e+01, 1.602181463971937703e+01, 1.513419185068326733e+01, 1.312714852329780690e+01, 1.524579368930132972e+01, 1.517829133271440512e+01, 1.768564249535359068e+01, 1.399815014526160972e+01, 1.481755876383543225e+01, 1.224290850109343154e+01, 1.796767253347819349e+01, 1.331877692259621782e+01
1.993000000000000000e+03, 1.967663819648527479e+01, 1.926034917277915426e+01, 1.897194442693736249e+01, 1.528358744794841684e+01, 1.613953986824830267e+01, 1.605763093346007153e+01, 1.670621654224401809e+01, 1.320356854883844910e+01, 1.469915854874844818e+01, 1.485450468328190432e+01, 1.712977290078129045e+01, 1.369359602969221967e+01, 1.505210006944522583e+01, 1.241287813298519360e+01, 1.752659390930616823e+01, 1.366575040730779911e+01
1.994000000000000000e+03, 2.010930302769586220e+01, 2.020148697976316043e+01, 1.854769182990582266e+01, 1.589973529925704909e+01, 1.606038571219627897e+01, 1.642108683892085352e+01, 1.730860733173442156e+01, 1.337147728475651398e+01, 1.361456022287785927e+01, 1.520124094435743878e+01, 1.681377887260103421e+01, 1.379232940322143364e+01, 1.502151301889789892e+01, 1.230206698603612381e+01, 1.733856533728094362e+01, 1.360048380543863544e+01
1.995000000000000000e+03, 1.955707285440075083e+01, 2.036049110669067375e+01, 1.842094408486199697e+01, 1.564324563639881127e+01, 1.545430783611772263e+01, 1.667993696692210648e+01, 1.643090478318342562e+01, 1.367391823805307105e+01, 1.396503652964799613e+01, 1.440793847966565266e+01, 1.822370521433679258e+01, 1.400720249086752922e+01, 1.485462430846015813e+01, 1.213242140728723761e+01, 1.787932354495321974e+01, 1.327712593146979358e+01
1.996000000000000000e+03, 2.047779759026029112e+01, 2.059880486124493615e+01, 1.843948908709173651e+01, 1.637842352884496577e+01, 1.556111359174428621e+01, 1.632928355065230974e+01, 1.664535480341153217e+01, 1.339373163238753150e+01, 1.523206795774139621e+01, 1.457047558657212605e+01, 1.884664253663552458e+01, 1.473616980957580047e+01, 1.533811950587535833e+01, 1.279695258816231096e+01, 1.808042946618611779e+01, 1.341882109138658841e+01
1.997000000000000000e+03, 2.100378157335970997e+01, 2.052547538562285112e+01, 1.877437819066015834e+01, 1.547616854565336553e+01, 1.629255027974225101e+01, 1.660622082178834447e+01, 1.624033796456108192e+01, 1.347363324251345240e+01, 1.607938997754649790e+01, 1.579209579064352553e+01, 1.773758290620398270e+01, 1.438625409171534386e+01, 1.547114544252310075e+01, 1.319794966655462787e+01, 1.822857881504796751e+01, 1.411644595736751739e+01
1.998000000000000000e+03, 2.164204938008182921e+01, 2.127123474046297602e+01, 1.931637725774636749e+01, 1.550473466949583212e+01, 1.614041580800267894e+01, 1.725325230597350057e+01, 1.762881169704764162e+01, 1.334837662359988109e+01, 1.586486866372306004e+01, 1.535564363958354761e+01, 1.792624887146495993e+01, 1.392636080575415036e+01, 1.576129915741501897e+01, 1.273100848208942359e+01, 1.799728273073369778e+01, 1.339603576341254154e+01
1.999000000000000000e+03, 2.172369602178958559e+01, 2.048075288625326706e+01, 1.860678960609564214e+01, 1.603565428856991204e+01, 1.592491234316802817e+01, 1.675115258061825330e+01, 1.700241506686122150e+01, 1.363773616607971739e+01, 1.642126269830824370e+01, 1.529571866244668676e+01, 1.771871715598165409e+01, 1.433230310531397045e+01, 1.564937226981314211e+01, 1.327368769481580202e+01, 1.834347511386391361e+01, 1.378831591830108394e+01
2.000000000000000000e+03, 2.030565469694452929e+01, 2.031619583333392498e+01, 1.863194296282868478e+01, 1.668480239901511553e+01, 1.566351704193689365e+01, 1.696053187965244646e+01, 1.781592030994398357e+01, 1.333183179036130106e+01, 1.651268963909572207e+01, 1.480658666903024034e+01, 1.765969908515588571e+01, 1.405586465558950771e+01, 1.519705428225535648e+01, 1.371411533011353967e+01, 1.797549914148916628e+01, 1.399803794754868491e+01
2.001000000000000000e+03, 2.005104994048178568e+01, 2.042726686806724246e+01, 1.876550109499274654e+01, 1.518650531319627284e+01, 1.755459557764769940e+01, 1.657298128090817002e+01, 1.760624550562534552e+01, 1.368538687068564386e+01, 1.612820508367569872e+01, 1.444012828554218686e+01, 1.800610561971263124e+01, 1.409527283957488208e+01, 1.594232340394631464e+01, 1.354598951177905164e+01, 1.791644849954734653e+01, 1.439410081990798851e+01
2.002000000000000000e+03, 1.926893751686643697e+01, 2.031972673489799774e+01, 1.893402742721474397e+01, 1.592196301776526290e+01, 1.668985055273775941e+01, 1.671975053724750282e+01, 1.834789322799229083e+01, 1.326702020516346714e+01, 1.419136599463369564e+01, 1.506088316825898055e+01, 1.815102244667568243e+01, 1.454793006579281034e+01, 1.559873097988053026e+01, 1.281279960723667344e+01, 1.819788219717839084e+01, 1.379191645791460985e+01
2.003000000000000000e+03, 2.070722048132033422e+01, 2.035507360548306366e+01, 1.967288199178067032e+01, 1.639818241519100184e+01, 1.675681037361081138e+01, 1.736609503760655926e+01, 1.716719486053278843e+01, 1.381876632146349060e+01, 1.666348985223634926e+01, 1.559507451075451101e+01, 1.808854170883359203e+01, 1.466913005440892093e+01, 1.567060078067048501e+01, 1.333971944575089985e+01, 1.871604907170255672e+01, 1.350503314670481281e+01
2.004000000000000000e+03, 2.136520728981689743e+01, 2.057050428241963402e+01, 1.926507231230823436e+01, 1.651196028763228085e+01, 1.602251755473233885e+01, 1.697547047507612916e+01, 1.781519696990887169e+01, 1.379162768401643113e+01, 1.631115028771931819e+01, 1.538003525727643606e+01, 1.859530821498923459e+01, 1.456464461715093606e+01, 1.545780318890033200e+01, 1.247154749566103682e+01, 1.800751392558733244e+01, 1.340251163965550241e+01
2.005000000000000000e+03, 2.154534686830248091e+01, 2.053183962799369056e+01, 1.983077091072490816e+01, 1.625640460409240262e+01, 1.675125042581067092e+01, 1.694520308441740397e+01, 1.786228657311991341e+01, 1.399857472073833442e+01, 1.585199896321674906e+01, 1.462221367831425312e+01, 1.917092387517439889e+01, 1.491638373154057007e+01, 1.561832402835059952e+01, 1.288103235604863528e+01, 1.780877559020720469e+01, 1.362332455256779618e+01
2.006000000000000000e+03, 2.010700410340637845e+01, 2.105829761919279974e+01, 1.983944481142527394e+01, 1.639899685705346144e+01, 1.729327838469213674e+01, 1.738633033176472509e+01, 1.688007787986720132e+01, 1.362746059006216015e+01, 1.583852970382376313e+01, 1.415670905428756043e+01, 1.854847612530194567e+01, 1.467235438450934915e+01, 1.640960154595076759e+01, 1.293205734318801881e+01, 1.957050695521075312e+01, 1.337809150590578788e+01
2.007000000000000000e+03, 2.090882093765777583e+01, 2.083363993663967406e+01, 1.958114106719259340e+01, 1.589598133581074535e+01, 1.802873872211573669e+01, 1.693557355096109518e+01, 1.640116482483522375e+01, 1.390628549990788621e+01, 1.669863811789123886e+01, 1.486360502691249152e+01, 1.771676965058114916e+01, 1.516218794955695692e+01, 1.539000849653353598e+01, 1.360502115762592013e+01, 1.798910192534427921e+01, 1.451362585935174287e+01
2.008000000000000000e+03, 2.210119396589544749e+01, 2.138195282876012016e+01, 1.958259585380636736e+01, 1.641059288441014274e+01, 1.825986498477087849e+01, 1.701334600274807585e+01, 1.752318975973038206e+01, 1.356983789556474385e+01, 1.710521123761369822e+01, 1.616591706986146804e+01, 1.850829209657070251e+01, 1.495891838430588905e+01, 1.563046051047472673e+01, 1.360426596969289648e+01, 1.907664963727394891e+01, 1.487749895387256238e+01
2.009000000000000000e+03, 2.159153571482002221e+01, 2.179098074767419746e+01, 1.923483447714202654e+01, 1.734062908451486251e+01, 1.665236248032690369e+01, 1.721083149126022960e+01, 1.772186825342864580e+01, 1.367520044146253255e+01, 1.753022361766555548e+01, 1.596659310341980209e+01, 1.913247593556814152e+01, 1.447467206223470804e+01, 1.585632980283423343e+01, 1.315701516917657266e+01, 2.004747553705952967e+01, 1.434518723704920085e+01
2.010000000000000000e+03, 2.072445136444706648e+01, 2.178843260856260500e+01, 1.857067428713153134e+01, 1.717587015584688004e+01, 1.653248675420960367e+01, 1.770441704827958063e+01, 1.852143007972419042e+01, 1.408632293305908512e+01, 1.606173036552122824e+01, 1.570275068800593488e+01, 1.929981023764631232e+01, 1.447042369073757406e+01, 1.585804410594735359e+01, 1.359087017603859593e+01, 1.992856172387124403e+01, 1.388524670616724599e+01
2.011000000000000000e+03, 2.170829845686303017e+01, 2.257985237604797391e+01, 1.836098357234517309e+01, 1.638813032886279331e+01, 1.706841355189002840e+01, 1.760005223425250875e+01, 1.823785503106622130e+01, 1.424564050755242839e+01, 1.600139807891669008e+01, 1.604864492448501068e+01, 1.900042230800240617e+01, 1.516312350849010038e+01, 1.626735315535691484e+01, 1.379744656894817290e+01, 1.925041595840434994e+01, 1.434845314250625670e+01
2.012000000000000000e+03, 2.345811413747170349e+01, 2.275288101692219911e+01, 1.942062156409918217e+01, 1.693471881659236189e+01, 1.770249044774813285e+01, 1.757393190722998355e+01, 1.836182320228647669e+01, 1.361036149033398779e+01, 1.665855345861667303e+01, 1.575496518315812011e+01, 1.900276643874961735e+01, 1.546555026292854862e+01, 1.625930559007444032e+01, 1.345081633539156662e+01, 1.828557082195131045e+01, 1.523681558611306741e+01
2.013000000000000000e+03, 2.240095496030318145e+01, 2.221225321760688587e+01, 1.943980922637534547e+01, 1.680738879761079829e+01, 1.770251762867308187e+01, 1.818422145354940511e+01, 1.819723514874626247e+01, 1.417495960580478886e+01, 1.539746882874722012e+01, 1.591420523631786033e+01, 1.901971111347232934e+01, 1.532136631712653951e+01, 1.707845537405266256e+01, 1.382736416147648484e+01, 1.856697781249140533e+01, 1.449152694823779441e+01
2.014000000000000000e+03, 2.172356274930893605e+01, 2.119265857298871580e+01, 1.952408806813389575e+01, 1.743259592270183234e+01, 1.663828517401359974e+01, 1.854515976883810779e+01, 1.873842105063660313e+01, 1.472334380090199346e+01, 1.578248480573629209e+01, 1.510413615072294924e+01, 1.943599819763503689e+01, 1.512887644549879163e+01, 1.573651936058875833e+01, 1.442635875158475933e+01, 1.871213248142941410e+01, 1.422303084860117472e+01
