year, IPSL-CM6A-LR, MIROC-ES2L, GFDL-ESM4, CESM2-WACCM, CanESM5, EC-Earth3-Veg, MPI-ESM1-2-LR, TaiESM1, CMCC-CM2-SR5, UKESM1-0-LL, NorESM2-MM, NorESM2-LM, CNRM-ESM2-1, ACCESS-ESM1-5
1.991000000000000000e+03, 9.002984518588498020e+01, 2.748103222486920458e+02, 8.670557393158273385e+01, 5.285200336114100992e+02, 2.108668144078820887e+02, 2.644661713995757850e+02, 1.596768159927031547e+02, 8.088882748830417313e+01, 7.689222792923618499e+02, 3.797666938804216556e+02, 3.207288085886892191e+02, 6.679736070847017118e+02, 3.562687262944976965e+02, 1.749518608922960254e+02
1.992000000000000000e+03, 9.010828432802405530e+01, 2.748957393494143844e+02, 8.672045371052094254e+01, 5.286723516471093944e+02, 2.107531518513613946e+02, 2.643961226144244847e+02, 1.596892622811142246e+02, 8.074194957522190919e+01, 7.689021884520996082e+02, 3.798040283782058850e+02, 3.208146575446119755e+02, 6.680456274216554675e+02, 3.564798259135784519e+02, 1.750541087734606833e+02
1.993000000000000000e+03, 9.021140911041842969e+01, 2.749731431129671932e+02, 8.675104852213337381e+01, 5.287320042859585101e+02, 2.106557377016633268e+02, 2.643841760789962905e+02, 1.598174284782093082e+02, 8.078609686064353923e+01, 7.688921542429784495e+02, 3.798501643931733156e+02, 3.209490392727918220e+02, 6.681836655544652785e+02, 3.566842609999027331e+02, 1.751800723244338940e+02
1.994000000000000000e+03, 9.030526884962696954e+01, 2.751229941328233508e+02, 8.678547877987556092e+01, 5.288096643238878869e+02, 2.105529993179980011e+02, 2.644284937715416959e+02, 1.599357436951536613e+02, 8.096814995083630606e+01, 7.688913384204543036e+02, 3.796800371082716197e+02, 3.210817312796647798e+02, 6.683373928697485553e+02, 3.570138340365859335e+02, 1.752733055060634229e+02
1.995000000000000000e+03, 9.040479115477597816e+01, 2.754097694613111571e+02, 8.669800700270884874e+01, 5.289438155077338024e+02, 2.104428221403000805e+02, 2.644008407446762590e+02, 1.600394848714198019e+02, 8.101161952955507672e+01, 7.689843397180211468e+02, 3.796809449522318687e+02, 3.211491997603853292e+02, 6.684689694172062673e+02, 3.572913676602187252e+02, 1.753344835783807696e+02
1.996000000000000000e+03, 9.050112097566413638e+01, 2.756781665122962863e+02, 8.667621780107486984e+01, 5.290605815428544929e+02, 2.103408620598062555e+02, 2.643156227416232582e+02, 1.599632345686106589e+02, 8.120582167855067723e+01, 7.690591463222516495e+02, 3.796998781973745736e+02, 3.212488729099890747e+02, 6.685667382683088817e+02, 3.575372904339659499e+02, 1.753925115203927874e+02
1.997000000000000000e+03, 9.058408114477224160e+01, 2.758801822179367491e+02, 8.664750073214960935e+01, 5.291436835588326630e+02, 2.102373695218512069e+02, 2.642794414155091545e+02, 1.598747007053623577e+02, 8.106554266374415363e+01, 7.690975643372136119e+02, 3.797938006580123442e+02, 3.213612069425204254e+02, 6.686472403474067505e+02, 3.577634117810088696e+02, 1.754782204178602285e+02
1.998000000000000000e+03, 9.066423428421737185e+01, 2.758525567059505761e+02, 8.654014862348617498e+01, 5.292407423377054556e+02, 2.101399308954871969e+02, 2.642590249494553518e+02, 1.599407976354812888e+02, 8.100683881774011752e+01, 7.690786018699242277e+02, 3.798630885663019399e+02, 3.214977845440522515e+02, 6.687032517869433832e+02, 3.580454109003364920e+02, 1.755527038776588142e+02
1.999000000000000000e+03, 9.074548411471933207e+01, 2.757590338899636890e+02, 8.642043661891284501e+01, 5.293735971979156147e+02, 2.100235943692194098e+02, 2.642327090561972796e+02, 1.601185747176893130e+02, 8.111990356968723859e+01, 7.690959335783965116e+02, 3.798895169053597556e+02, 3.216118992335534585e+02, 6.687782150302131186e+02, 3.583484917351860304e+02, 1.756066715433926788e+02
2.000000000000000000e+03, 9.084646306426520823e+01, 2.757609077854083921e+02, 8.640191141213355763e+01, 5.294624019411621703e+02, 2.098943828407199419e+02, 2.642389687856590399e+02, 1.602298911138624931e+02, 8.122992939298244153e+01, 7.690743524234192137e+02, 3.800089319245149113e+02, 3.217179187166956353e+02, 6.688632483736250833e+02, 3.586323036505011714e+02, 1.756719014136493513e+02
2.001000000000000000e+03, 9.095766551456365789e+01, 2.757709795991304418e+02, 8.638895288096382785e+01, 5.295696727938475306e+02, 2.097567883341909578e+02, 2.642795447167015368e+02, 1.604497456784133362e+02, 8.141829182107262852e+01, 7.690470766661080688e+02, 3.801166289981030673e+02, 3.218769175377029796e+02, 6.688832692090410319e+02, 3.589856300132186675e+02, 1.757380502772602711e+02
2.002000000000000000e+03, 9.100984551074942885e+01, 2.758110709525440711e+02, 8.627279584515180488e+01, 5.296709455251390182e+02, 2.096293703085458731e+02, 2.642603225283819484e+02, 1.604573419110428460e+02, 8.146197851947448498e+01, 7.689344033404993297e+02, 3.801513037472923884e+02, 3.220369278800006327e+02, 6.689641643749426976e+02, 3.593731773104123590e+02, 1.757972837135358191e+02
2.003000000000000000e+03, 9.112700913563784866e+01, 2.758105088550472601e+02, 8.621067842195637354e+01, 5.298162918884922874e+02, 2.095409631548354241e+02, 2.642729050242423909e+02, 1.602900757277962214e+02, 8.134766224020252423e+01, 7.688739570513218951e+02, 3.803416651615537489e+02, 3.221575000432163165e+02, 6.691198780249529818e+02, 3.596561210456844151e+02, 1.758649413921687881e+02
2.004000000000000000e+03, 9.121363184809025881e+01, 2.759030333411286620e+02, 8.615626927467573637e+01, 5.299575535253957241e+02, 2.094484242374703911e+02, 2.643096327723529839e+02, 1.603212839529000462e+02, 8.136983279666669944e+01, 7.689008223833476450e+02, 3.806045356743637171e+02, 3.222715465864296220e+02, 6.692509434268462201e+02, 3.598490629449142375e+02, 1.758917360540755794e+02
2.005000000000000000e+03, 9.128664569412900676e+01, 2.760569846672239578e+02, 8.608547396705316146e+01, 5.300772658514093791e+02, 2.093337613687611167e+02, 2.643172015240418204e+02, 1.605200908574418293e+02, 8.144036923911566817e+01, 7.688582325140209832e+02, 3.808933799845187878e+02, 3.223608910931586138e+02, 6.693911137911402420e+02, 3.601479191151281043e+02, 1.759184096187333637e+02
2.006000000000000000e+03, 9.138770146234605818e+01, 2.760822015555074245e+02, 8.600473167134323660e+01, 5.301587176698858457e+02, 2.092371999819303312e+02, 2.642692027882636125e+02, 1.606632633819419880e+02, 8.167437527493233063e+01, 7.686905964826900117e+02, 3.810541584025107227e+02, 3.224712491577202513e+02, 6.694964991305713511e+02, 3.604760022750411963e+02, 1.759639479129631354e+02
2.007000000000000000e+03, 9.151758697411560206e+01, 2.760759130322533110e+02, 8.593293712224057401e+01, 5.302377093839389772e+02, 2.091531011969492795e+02, 2.642483265597600735e+02, 1.606461249045879356e+02, 8.172702481748152081e+01, 7.686093838599593937e+02, 3.809623458196804222e+02, 3.225395830991549246e+02, 6.695633798583012322e+02, 3.607934449703173527e+02, 1.760162457536240197e+02
2.008000000000000000e+03, 9.156855658544665744e+01, 2.762529579357380385e+02, 8.590857429193209782e+01, 5.302887169455933645e+02, 2.090679894604981541e+02, 2.642396684966433895e+02, 1.606571327241435370e+02, 8.149531962642041094e+01, 7.684997826067561846e+02, 3.809187171363680591e+02, 3.226381677271445483e+02, 6.696166893428583080e+02, 3.609803667384181267e+02, 1.761193153208053275e+02
2.009000000000000000e+03, 9.165780119596789177e+01, 2.764841763668802059e+02, 8.588895867918911620e+01, 5.303593514067330261e+02, 2.090008672327824399e+02, 2.641897915780926382e+02, 1.606721459047543021e+02, 8.128189086659111240e+01, 7.684834558055578100e+02, 3.811787110713556217e+02, 3.227487689010402505e+02, 6.697286942432515389e+02, 3.611710550976807781e+02, 1.761908522408591296e+02
2.010000000000000000e+03, 9.178412455362128242e+01, 2.766350449561807068e+02, 8.582111419378891526e+01, 5.304893621374087616e+02, 2.089811381252158355e+02, 2.641274499853585098e+02, 1.607441987500986613e+02, 8.150830323624066409e+01, 7.685999886675429025e+02, 3.812300456444185670e+02, 3.228655292347634145e+02, 6.698175174535555243e+02, 3.614294483633087225e+02, 1.762369498717010572e+02
2.011000000000000000e+03, 9.186774560801404732e+01, 2.767575334042110740e+02, 8.578729624266624398e+01, 5.305951263223840897e+02, 2.089209293815408159e+02, 2.640341220613052542e+02, 1.607178994765653783e+02, 8.143561667750041977e+01, 7.685759970411946824e+02, 3.814014540590078468e+02, 3.229975320615837973e+02, 6.698784336512012487e+02, 3.617789017595433165e+02, 1.762426357628618803e+02
2.012000000000000000e+03, 9.194457537701450178e+01, 2.768911082497515395e+02, 8.574468659375322943e+01, 5.306617653180198886e+02, 2.088268801547314411e+02, 2.639333677629581985e+02, 1.607735902704961291e+02, 8.146748761644785475e+01, 7.685235300517809947e+02, 3.814552352109562321e+02, 3.231212745462076441e+02, 6.699489279110332518e+02, 3.620360724328237438e+02, 1.763137305278104066e+02
2.013000000000000000e+03, 9.203480330712127966e+01, 2.770248942329746455e+02, 8.569967207364014428e+01, 5.306865152819165132e+02, 2.087854641116626908e+02, 2.638663835733981955e+02, 1.609925523643931342e+02, 8.149135182625326479e+01, 7.683571954391272811e+02, 3.814552558461287504e+02, 3.232483845738720447e+02, 6.700443766924597639e+02, 3.622504868290693594e+02, 1.763921494585414678e+02
2.014000000000000000e+03, 9.214839536603852821e+01, 2.772201449407975815e+02, 8.559714171557087070e+01, 5.307834914986666490e+02, 2.087528452566123462e+02, 2.638224643508701774e+02, 1.612183757989710386e+02, 8.168694957340534302e+01, 7.682865833238556661e+02, 3.818196693730248512e+02, 3.233195709157204760e+02, 6.700808286510361995e+02, 3.625207977039524962e+02, 1.765259912416974259e+02
