year, IPSL-CM6A-LR, CNRM-ESM2-1, CESM2-WACCM, UKESM1-0-LL
2.069000000000000000e+03, -6.714390291338406006e-10, 4.846725070472465159e-12, 1.299308976765841925e-10, 2.586315034615669479e-10
2.070000000000000000e+03, -7.080560264119439605e-10, 4.968979101839645222e-12, 1.261316588264536717e-10, 2.217466494955634214e-10
2.071000000000000000e+03, -6.907230270442609771e-10, 3.636920187688753411e-12, 1.308467890316366279e-10, 2.414372208953715403e-10
2.072000000000000000e+03, -7.404807871766081082e-10, 3.561596647157488918e-12, 1.296385537322227494e-10, 2.731541727600474994e-10
2.073000000000000000e+03, -7.039542599213035744e-10, 3.494988173717793705e-12, 1.283479358428721819e-10, 2.698214708473154171e-10
2.074000000000000000e+03, -6.724740177468066173e-10, 3.432184266732773727e-12, 1.273498098119688819e-10, 2.695260816163274195e-10
2.075000000000000000e+03, -6.850278573118645739e-10, 3.357102811122010310e-12, 1.258597449712163574e-10, 2.631766602806932205e-10
2.076000000000000000e+03, -7.268429099862453116e-10, 2.895045639459152011e-12, 1.482356454322423081e-10, 2.383280490059087554e-10
2.077000000000000000e+03, -7.495847035535096569e-10, 2.808037840049713336e-12, 1.493082513284631633e-10, 2.917956551027731544e-10
2.078000000000000000e+03, -6.198996437136283410e-10, 2.717476000718929370e-12, 1.503808145740840440e-10, 2.920612664945599320e-10
2.079000000000000000e+03, -6.668790579253947591e-10, 2.645639822329885947e-12, 1.519049496142683755e-10, 1.943722041052565123e-10
2.080000000000000000e+03, -6.678573740718644734e-10, 2.644483135861403927e-12, 1.508389898855934941e-10, 2.096271593226082961e-10
2.081000000000000000e+03, -7.231998512997950102e-10, 3.122033114900359347e-12, 1.388734769884444855e-10, 2.481474526155930528e-10
2.082000000000000000e+03, -7.473780628207813246e-10, 3.176335991308325687e-12, 1.394922199853769363e-10, 2.936307815647641839e-10
2.083000000000000000e+03, -6.667049783436207010e-10, 3.980285490507345996e-12, 1.383206007551232592e-10, 2.327236314391921741e-10
2.084000000000000000e+03, -7.935747151970756716e-10, 5.195702179661114494e-12, 1.375068856687796647e-10, 2.727181711132819458e-10
2.085000000000000000e+03, -7.158308989475488201e-10, 5.344697608723931682e-12, 1.376342783816474554e-10, 2.839350038896383790e-10
2.086000000000000000e+03, -7.582987009866855985e-10, 7.392135428493906529e-12, 1.113859368444371858e-10, 2.640935858970607896e-10
2.087000000000000000e+03, -7.643609314504089283e-10, 7.804397823063009277e-12, 1.089608452642758766e-10, 2.788551163907191811e-10
2.088000000000000000e+03, -7.377654034193232281e-10, 8.046480457234018905e-12, 1.067210352444952963e-10, 2.604105371459588386e-10
2.089000000000000000e+03, -8.095239580952322541e-10, 8.387672408549818092e-12, 1.049012759486932509e-10, 2.923816820334585294e-10
2.090000000000000000e+03, -6.150428942275607016e-10, 8.764621507305409891e-12, 1.035226247465662114e-10, 2.615256042110987632e-10
2.091000000000000000e+03, -6.677162147413155372e-10, 7.639683302715608408e-12, 9.816455256557451165e-11, 2.715267322742512592e-10
2.092000000000000000e+03, -7.058743803195855040e-10, 8.249080860040720467e-12, 9.656317875226541041e-11, 2.832353530668889732e-10
2.093000000000000000e+03, -6.653202459272564277e-10, 9.131677501932509483e-12, 9.518026997582621721e-11, 3.146072010508862316e-10
2.094000000000000000e+03, -8.207006130319158644e-10, 9.308877165319175912e-12, 9.415225800518778335e-11, 2.798220058401083181e-10
2.095000000000000000e+03, -7.782914421237178890e-10, 9.495128523000306327e-12, 9.381203631978080910e-11, 2.883855683016573626e-10
2.096000000000000000e+03, -7.278965711634765377e-10, 8.093622532258724186e-12, 8.214347637743256491e-11, 2.586623673655515253e-10
2.097000000000000000e+03, -7.116631463394191871e-10, 8.062835967105952581e-12, 8.009251519020694022e-11, 3.177963403265833758e-10
2.098000000000000000e+03, -7.614847995557632938e-10, 8.064347482184057784e-12, 7.834143382098014852e-11, 2.835404823664499466e-10
2.099000000000000000e+03, -6.977607935002568254e-10, 8.041393154800959638e-12, 7.710199395882781991e-11, 2.635350022804052310e-10
2.100000000000000000e+03, -7.508264624501932745e-10, 7.995613658920507357e-12, 7.518726363370382112e-11, 3.175441787491101602e-10
