year, MIROC-ES2L, INM-CM4-8, INM-CM5-0, MPI-ESM1-2-LR, CanESM5, TaiESM1, IPSL-CM6A-LR, NorESM2-MM, CMCC-CM2-SR5, CNRM-ESM2-1, NorESM2-LM, UKESM1-0-LL, ACCESS-ESM1-5, EC-Earth3-Veg, GFDL-ESM4, CESM2-WACCM
2.025000000000000000e+03, 1.802774865236765001e+00, 1.707188842178207766e+00, 1.677932796634777457e+00, 1.831036742148167251e+00, 1.640607686821136113e+00, 1.438494401335809414e+00, 1.655489707483086992e+00, 1.410375052637542259e+00, 1.599614820998320974e+00, 1.681892974712285715e+00, 1.615652484026857572e+00, 1.712133882391638107e+00, 1.961927320053607371e+00, 1.543211027176260464e+00, 1.709104425657509196e+00, 1.594768241532851460e+00
2.026000000000000000e+03, 1.821267254136897051e+00, 1.738551676562351433e+00, 1.748884422969001484e+00, 1.952995693110717523e+00, 1.605743155851937054e+00, 1.490616895190856939e+00, 1.867370522193090743e+00, 1.409293397995493136e+00, 1.666674830667471463e+00, 1.788160654257790139e+00, 1.541552077176735036e+00, 1.709941801337995226e+00, 1.909660289839663960e+00, 1.598272854726225489e+00, 1.746588928969867727e+00, 1.669847218560703395e+00
2.027000000000000000e+03, 1.930542477576761007e+00, 1.750431645404437297e+00, 1.745019688084864518e+00, 1.935025620212773578e+00, 1.560663376955306436e+00, 1.482460442926816002e+00, 1.731509822073657556e+00, 1.429648514997989617e+00, 1.520426581212143580e+00, 1.775237250541039646e+00, 1.622525816721789971e+00, 1.710653061328532010e+00, 1.797286325299795262e+00, 1.566556700958049220e+00, 1.707632767448270750e+00, 1.615441310479706960e+00
2.028000000000000000e+03, 1.915166319060508826e+00, 1.662476370059061681e+00, 1.700005312551031711e+00, 1.871001448100422904e+00, 1.792172625868385882e+00, 1.428323260542465167e+00, 1.803037234843011483e+00, 1.478444226548797369e+00, 1.651131261392372762e+00, 1.711209317177452061e+00, 1.576962764924057181e+00, 1.744532951391203790e+00, 2.030599967545168472e+00, 1.550476665484810779e+00, 1.649963383990937338e+00, 1.571000294778561068e+00
2.029000000000000000e+03, 1.783108112651810018e+00, 1.651249409625074049e+00, 1.863436293523899057e+00, 1.938789944427782741e+00, 1.669009023321792684e+00, 1.478838636921653737e+00, 1.846018877939399339e+00, 1.440270878667714749e+00, 1.562919429692079198e+00, 1.830411256154926392e+00, 1.606103411179818918e+00, 1.616909451656890484e+00, 1.947164995490193951e+00, 1.559158220884398149e+00, 1.730880490745783096e+00, 1.543239228721598133e+00
2.030000000000000000e+03, 1.831378214778572211e+00, 1.662414055890747422e+00, 1.700320731223707194e+00, 2.007069452143844579e+00, 1.708344466883479518e+00, 1.462887358396574244e+00, 1.764899251700959404e+00, 1.455446954203213572e+00, 1.568562860645506651e+00, 1.732522900638195029e+00, 1.582655250067656949e+00, 1.748976400763633698e+00, 1.951613176276882466e+00, 1.627919973833585443e+00, 1.697768846306176416e+00, 1.629329953397362862e+00
2.031000000000000000e+03, 1.841642851427498062e+00, 1.683133014682004269e+00, 1.775577410949063406e+00, 1.854605383857656831e+00, 1.727702757894895358e+00, 1.511078508971780199e+00, 1.697172518375017702e+00, 1.372826769076216813e+00, 1.588296017999274001e+00, 1.687793548685681433e+00, 1.618864429687076667e+00, 1.724310077560401666e+00, 1.966596519340685356e+00, 1.546749826916841819e+00, 1.746236109541113413e+00, 1.493599054339486365e+00
2.032000000000000000e+03, 1.817509496787981682e+00, 1.702813467726313590e+00, 1.695308332211004743e+00, 1.877384895914274932e+00, 1.753897202507477715e+00, 1.448634682445725241e+00, 1.816514764664399761e+00, 1.491719576983957962e+00, 1.678710623339860986e+00, 1.786744951782510249e+00, 1.554671983207552399e+00, 1.750866479081087279e+00, 1.963077093624584935e+00, 1.490179423356100541e+00, 1.721736567714871935e+00, 1.530384576123233753e+00
2.033000000000000000e+03, 1.838619883488748830e+00, 1.706470414632835331e+00, 1.666913415448102675e+00, 1.792075258889502809e+00, 1.644789356539176239e+00, 1.423661712026992321e+00, 1.758428025285474705e+00, 1.438244848042078416e+00, 1.612096499627457824e+00, 1.726352731904161164e+00, 1.560945376692710607e+00, 1.687816189460027871e+00, 2.123098621521788409e+00, 1.534718168525845750e+00, 1.723088110539643170e+00, 1.604408716129526402e+00
2.034000000000000000e+03, 1.869574961896424359e+00, 1.669956432851085193e+00, 1.807602462571256563e+00, 1.924984496182271299e+00, 1.640486506705559622e+00, 1.428866635092996384e+00, 1.723474889722001580e+00, 1.466318258213822334e+00, 1.596801018431410535e+00, 1.748359317872747676e+00, 1.538779918818656611e+00, 1.715418546252587717e+00, 2.006821536850318388e+00, 1.592861517217710743e+00, 1.689809240616143571e+00, 1.544717544895893635e+00
2.035000000000000000e+03, 1.864220410523443228e+00, 1.681846106652027162e+00, 1.822647531152908895e+00, 1.936330455225130809e+00, 1.587239724147938125e+00, 1.415265897773161585e+00, 1.799908846404696616e+00, 1.474703369358043359e+00, 1.718848837869829671e+00, 1.706687114624426682e+00, 1.626104424248153935e+00, 1.704969136202340252e+00, 2.062681715786192083e+00, 1.571930388314488169e+00, 1.691882214093737957e+00, 1.542888082296346441e+00
2.036000000000000000e+03, 1.829200840940371720e+00, 1.776730695700551310e+00, 1.750997120339491619e+00, 1.851201142556304413e+00, 1.686602208079143628e+00, 1.499688863722088872e+00, 1.766384696390344233e+00, 1.460084679695074605e+00, 1.620449643587156929e+00, 1.645886055802142867e+00, 1.527930029691856317e+00, 1.712883094100661641e+00, 1.999942163462719247e+00, 1.561738276898877009e+00, 1.732943627955928267e+00, 1.574921609891365204e+00
2.037000000000000000e+03, 1.805485842511270755e+00, 1.747076844460242029e+00, 1.840152486141319210e+00, 1.862347669062737854e+00, 1.724528518508766428e+00, 1.364712978127743837e+00, 1.738532797457152945e+00, 1.490509544681220211e+00, 1.708755714955180194e+00, 1.701960700693043060e+00, 1.530690123022869109e+00, 1.713837189546490114e+00, 2.000074827146312462e+00, 1.637200568136483847e+00, 1.802361473291436811e+00, 1.566232175017365780e+00
2.038000000000000000e+03, 1.794979138241122429e+00, 1.752183975938196303e+00, 1.799291459210438981e+00, 1.847884737635045571e+00, 1.691222669815204416e+00, 1.405714129482479757e+00, 1.875801543153749806e+00, 1.408290730099049703e+00, 1.652960736426200894e+00, 1.676765045316898073e+00, 1.661500673248139881e+00, 1.699301277821527290e+00, 1.905727836815412690e+00, 1.680312581983619546e+00, 1.769816715565817766e+00, 1.519040208577300044e+00
2.039000000000000000e+03, 1.942406215526541580e+00, 1.650621525200296480e+00, 1.780905611338973404e+00, 1.905217821176428128e+00, 1.716876287122903744e+00, 1.502791385098096510e+00, 1.762512151309244324e+00, 1.416564799393706497e+00, 1.620375074243132429e+00, 1.672487604898491353e+00, 1.654286432781243654e+00, 1.766091404103556695e+00, 1.856484252390430356e+00, 1.653702654052578547e+00, 1.772615312392391562e+00, 1.551756602523741702e+00
2.040000000000000000e+03, 1.799191153816990463e+00, 1.696316818242036950e+00, 1.779109200299829885e+00, 1.944535913223420343e+00, 1.658379152259319422e+00, 1.418979156020654386e+00, 1.804454913128022753e+00, 1.588468277104477799e+00, 1.588205614082258466e+00, 1.729672144258429300e+00, 1.546905157853252444e+00, 1.777369745714360461e+00, 1.928677202835590743e+00, 1.616164693574147604e+00, 1.730768133284431576e+00, 1.567759478835289100e+00
2.041000000000000000e+03, 1.802097196568091864e+00, 1.764911831673452891e+00, 1.795086528607443555e+00, 1.907658715824430473e+00, 1.658807008384503900e+00, 1.471662743490509184e+00, 1.793306346037696564e+00, 1.501799384621684830e+00, 1.723109586353110956e+00, 1.677872112397807980e+00, 1.637343276063794484e+00, 1.657134020640751437e+00, 1.951781138239330193e+00, 1.593672729305758207e+00, 1.788588503944453567e+00, 1.625134002242590414e+00
2.042000000000000000e+03, 1.820926952136933341e+00, 1.739663673916737041e+00, 1.766104417067848154e+00, 1.844168230089181071e+00, 1.704481418354008238e+00, 1.596465653391364148e+00, 1.788010648599025920e+00, 1.448704374691872632e+00, 1.787119475911738364e+00, 1.689486958933293037e+00, 1.618025698532092216e+00, 1.673095789151414881e+00, 1.988605776386492385e+00, 1.583914793864092507e+00, 1.778057664477622257e+00, 1.547712648274002234e+00
2.043000000000000000e+03, 1.895844243534968276e+00, 1.780394329041242507e+00, 1.830623936255057371e+00, 1.959941131893599753e+00, 1.763188252651067822e+00, 1.553886082357332832e+00, 1.786548346261093378e+00, 1.446745581609354625e+00, 1.792430693175630863e+00, 1.753849968072173304e+00, 1.662480169304934252e+00, 1.760991053734019429e+00, 1.954812609403984380e+00, 1.574430209541248349e+00, 1.749920866840417588e+00, 1.451627436740948740e+00
2.044000000000000000e+03, 1.864606258894343283e+00, 1.704955923370845339e+00, 1.786051031175906800e+00, 1.771780768604396039e+00, 1.729649808616357642e+00, 1.465958464906083503e+00, 1.786991861371002299e+00, 1.418377755442107757e+00, 1.748523273141119327e+00, 1.877335595672716018e+00, 1.696066347741256308e+00, 1.843731601042952528e+00, 1.960409515315403972e+00, 1.650518028134248860e+00, 1.758704172256214671e+00, 1.488753355641063925e+00
2.045000000000000000e+03, 1.851440432058260921e+00, 1.701169889645127720e+00, 1.798924061533036856e+00, 1.987191092122641001e+00, 1.826651151496314629e+00, 1.424671465464098619e+00, 1.723860770264166176e+00, 1.432792153910999566e+00, 1.747744860971943703e+00, 1.747426240617475202e+00, 1.610943806590672933e+00, 1.867433862894853469e+00, 1.889701409099112661e+00, 1.579759274873420161e+00, 1.759464440371932614e+00, 1.537855989602031626e+00
2.046000000000000000e+03, 1.858656216809305484e+00, 1.734574034163891998e+00, 1.716194433683728704e+00, 1.885083642144264937e+00, 1.815845106089755134e+00, 1.564911282001855586e+00, 1.842809580859628982e+00, 1.513331534451162419e+00, 1.741205373351400354e+00, 1.749225672111417662e+00, 1.588993182107778290e+00, 1.752130847986592466e+00, 1.990276063458935818e+00, 1.729046611460201666e+00, 1.761288894707938146e+00, 1.516855010695319805e+00
2.047000000000000000e+03, 1.881660247475232861e+00, 1.727805711927645094e+00, 1.751723377378022306e+00, 1.956344588886980373e+00, 1.818627342556333515e+00, 1.623785570768487174e+00, 1.789431341189201774e+00, 1.457428657661997695e+00, 1.720501263890072075e+00, 1.792668006782291990e+00, 1.673135227129086022e+00, 1.767928882187558282e+00, 1.973346797147429665e+00, 1.724602650317442754e+00, 1.845493511840334833e+00, 1.617961817844870698e+00
2.048000000000000000e+03, 1.894274438469498723e+00, 1.712084701237267748e+00, 1.748518582290699230e+00, 1.910256343371771637e+00, 1.793908492843604874e+00, 1.457804906704678771e+00, 1.823348701694077478e+00, 1.419630532969622383e+00, 1.754826287448757460e+00, 1.839677241468314906e+00, 1.633676518278421197e+00, 1.732128739735567580e+00, 2.069308599214175093e+00, 1.606131985392702299e+00, 1.851760138732495786e+00, 1.713803738517254871e+00
2.049000000000000000e+03, 1.798451051437358394e+00, 1.732411024244235653e+00, 1.692521983663507701e+00, 1.969696542168547726e+00, 1.773141048794842911e+00, 1.477161066155654012e+00, 1.879886381593720124e+00, 1.482711264694265063e+00, 1.636233369919511293e+00, 1.832563063121941394e+00, 1.565733536562620598e+00, 1.775910557256058508e+00, 2.075715677722775432e+00, 1.637639213585595943e+00, 1.869761056638081120e+00, 1.657078453481452440e+00
2.050000000000000000e+03, 1.818274186374801982e+00, 1.655497391693074860e+00, 1.819399115675532697e+00, 2.082408185227238473e+00, 1.845364679650309592e+00, 1.544237811679387562e+00, 1.873684409105808690e+00, 1.494745711669978272e+00, 1.804848181532137552e+00, 1.774762335007051828e+00, 1.639594765997197667e+00, 1.710760012941276109e+00, 1.868397192742063950e+00, 1.607354187803898826e+00, 1.846681062266491313e+00, 1.611539558960566776e+00
2.051000000000000000e+03, 1.880774631260713425e+00, 1.819847454814328636e+00, 1.776908531492324750e+00, 1.899970786523335509e+00, 1.882079179238216771e+00, 1.584590078574571903e+00, 1.844310552549359050e+00, 1.535195269262889184e+00, 1.669607579988412027e+00, 1.668034392518899400e+00, 1.688092859904046339e+00, 1.764732033999157679e+00, 2.091416231912336610e+00, 1.631961218327696805e+00, 1.865921786660011739e+00, 1.649161457892046823e+00
2.052000000000000000e+03, 1.807295164237914920e+00, 1.758986356245696214e+00, 1.895420821741316431e+00, 2.043917776729346159e+00, 1.872303797657820734e+00, 1.469999178801000284e+00, 1.847394177802445636e+00, 1.557539016289095413e+00, 1.678003497770828911e+00, 1.713491030784022096e+00, 1.571834044543549913e+00, 1.668161354480294678e+00, 2.115832844324251560e+00, 1.628428156113864267e+00, 1.923615482588337366e+00, 1.586443802488036514e+00
2.053000000000000000e+03, 1.915532764236813179e+00, 1.750476001272563753e+00, 1.869316500909476986e+00, 1.888458677542313335e+00, 1.728526462099378325e+00, 1.483405065246016896e+00, 1.858984542306973520e+00, 1.570291727431142093e+00, 1.752902939823744788e+00, 1.912867560785542764e+00, 1.664329871402322025e+00, 1.720233245623610463e+00, 1.964266712293287531e+00, 1.579656537994985177e+00, 1.770192226126033663e+00, 1.586932889341067021e+00
2.054000000000000000e+03, 1.858880150808252862e+00, 1.753628058919301402e+00, 1.756013640360548189e+00, 1.981668779676922565e+00, 1.613355798190087675e+00, 1.501506913250782338e+00, 1.866096491548747904e+00, 1.585284443307586555e+00, 1.655713702240354523e+00, 1.775651611010914843e+00, 1.583992138794748206e+00, 1.664874185854723354e+00, 1.943231613277720982e+00, 1.725103707107340512e+00, 1.787565487892861293e+00, 1.600583944732394404e+00
2.055000000000000000e+03, 1.967966578814745127e+00, 1.741090518188065372e+00, 1.703153909755618978e+00, 1.956298356121715543e+00, 1.875902426941150170e+00, 1.528740981513944996e+00, 1.903165314533331820e+00, 1.559892478059934584e+00, 1.723287299393105654e+00, 1.767399790563075390e+00, 1.554187483427579286e+00, 1.857548519605708881e+00, 2.141729462621077218e+00, 1.671669699462835057e+00, 1.830873663727758283e+00, 1.637508825604875762e+00
2.056000000000000000e+03, 1.914400419493643035e+00, 1.810232893813385591e+00, 1.743293026075175112e+00, 1.860043096136676510e+00, 1.894500395409696170e+00, 1.580403494195952607e+00, 1.833350064040073724e+00, 1.500911647042598052e+00, 1.692658823591968620e+00, 1.802649175635841372e+00, 1.585751778351800922e+00, 1.852807960373451968e+00, 2.170340873521730884e+00, 1.730131049986568748e+00, 1.670677619142218573e+00, 1.539977992309882637e+00
2.057000000000000000e+03, 1.962131081409729472e+00, 1.858826149766753311e+00, 1.863783864773178589e+00, 1.945855363917902370e+00, 1.780401385058985486e+00, 1.562775651680195832e+00, 1.730833566401128509e+00, 1.341669341824527129e+00, 1.805646535633060434e+00, 1.754536507656402566e+00, 1.499924704766019357e+00, 1.804685571462125493e+00, 2.087654646641932121e+00, 1.731997718975621714e+00, 1.875401182771983866e+00, 1.700427268183333451e+00
2.058000000000000000e+03, 1.848116339686826981e+00, 1.759229735544517670e+00, 1.774128367024464747e+00, 1.938590454172229860e+00, 1.858631775343466686e+00, 1.493902113141848398e+00, 1.928701938911351110e+00, 1.507661454466602047e+00, 1.648134214496087102e+00, 1.684567807718577948e+00, 1.541936947259856083e+00, 1.770913018436065522e+00, 2.026031023335570058e+00, 1.700573001916792171e+00, 1.856249209410210099e+00, 1.568278865339709061e+00
2.059000000000000000e+03, 1.903717983252511514e+00, 1.754238140572548454e+00, 1.795072932090471696e+00, 1.949904038620929203e+00, 1.931506093087388853e+00, 1.575821055242664359e+00, 1.867318185088838289e+00, 1.486240272637679993e+00, 1.710214295547849428e+00, 1.815618189277197869e+00, 1.606165484748319106e+00, 1.733194579555384029e+00, 1.886146856769062463e+00, 1.571708542970842837e+00, 1.859395810521770054e+00, 1.618462036739824805e+00
2.060000000000000000e+03, 1.973018145540013979e+00, 1.815379863061775234e+00, 1.827690621956079120e+00, 1.954529773916370283e+00, 1.866610221998796337e+00, 1.621288895281770559e+00, 1.803058571246918929e+00, 1.457905222737669648e+00, 1.678255890038553133e+00, 1.759202706427054119e+00, 1.571304936779782890e+00, 1.837382296557608097e+00, 1.948519399188397561e+00, 1.753809837398162985e+00, 1.744075850817715212e+00, 1.689055660398741887e+00
2.061000000000000000e+03, 2.041783034868787094e+00, 1.727181592804410526e+00, 1.834130675028446733e+00, 1.925210898255841796e+00, 1.955281899481219776e+00, 1.690025251258518324e+00, 1.795554848645025015e+00, 1.523040154926715850e+00, 1.795442688361917671e+00, 1.907872804491781205e+00, 1.668795464578817667e+00, 1.781438265273998178e+00, 2.054622572317183593e+00, 1.803172184093171593e+00, 1.797674016289781740e+00, 1.658362944078249912e+00
2.062000000000000000e+03, 1.987844114826035291e+00, 1.840524871828159492e+00, 1.840536221608161105e+00, 1.992114939175500643e+00, 1.967230653236168525e+00, 1.655596652375335376e+00, 2.008117235043568982e+00, 1.460027788212264532e+00, 1.889004014275797783e+00, 1.900788230059076156e+00, 1.740520881917472895e+00, 1.742512753778407752e+00, 2.118228953121267022e+00, 1.747417581239099960e+00, 1.772593846549500141e+00, 1.654176756935105130e+00
2.063000000000000000e+03, 1.944153215528558132e+00, 1.644233391030751390e+00, 1.834545476860743207e+00, 1.948332810017116667e+00, 1.945657070938909161e+00, 1.555521083974485075e+00, 1.913079678598684108e+00, 1.502119142436636912e+00, 1.686205045315250395e+00, 1.709391135630038638e+00, 1.652865685151106767e+00, 1.805992302711452835e+00, 2.037594658381919999e+00, 1.688037614996611424e+00, 1.836713978683232718e+00, 1.588541071521402781e+00
2.064000000000000000e+03, 1.892812569509808585e+00, 1.780093333058226479e+00, 1.783352718867046383e+00, 1.975083430859482903e+00, 1.906826126015446654e+00, 1.543079476907851300e+00, 1.877968789197668409e+00, 1.514425854978063812e+00, 1.603388889626222058e+00, 1.854744404841029537e+00, 1.718911408349483194e+00, 1.813154803027359430e+00, 2.175274866202431934e+00, 1.796075085940383342e+00, 1.786989678184826902e+00, 1.663294342117185076e+00
2.065000000000000000e+03, 1.957382252989542826e+00, 1.727339438810282291e+00, 1.806001198908993244e+00, 1.961122424023973077e+00, 1.965873796327651801e+00, 1.580737724461829030e+00, 1.958504544761066057e+00, 1.636577153074072921e+00, 1.703907892882710717e+00, 1.799427563547287612e+00, 1.622871913167708957e+00, 1.875489761821948154e+00, 2.093650874109308724e+00, 1.792624137499559955e+00, 1.894615862899372116e+00, 1.586493111079191554e+00
2.066000000000000000e+03, 1.973154723448985903e+00, 1.832729292386465980e+00, 1.838222249945596465e+00, 1.922549635888290975e+00, 2.048025350768107877e+00, 1.639299066261307614e+00, 2.031186895207486298e+00, 1.488874212355678850e+00, 1.675195044621890395e+00, 1.890308152775800110e+00, 1.676698056139314996e+00, 1.791169643871564299e+00, 2.155434440337862245e+00, 1.734276201304088882e+00, 1.932058736161511137e+00, 1.708535198679490774e+00
2.067000000000000000e+03, 2.064684631757540245e+00, 1.753736564302733614e+00, 1.833700375884512734e+00, 2.026334203894433639e+00, 1.910895527321551324e+00, 1.655880796870406124e+00, 1.841034024836539773e+00, 1.558424864712509850e+00, 1.789631481372952582e+00, 1.798956616941533415e+00, 1.705105604456475854e+00, 1.739375348225421281e+00, 2.123026196750421590e+00, 1.804688360695973826e+00, 1.851736467345278303e+00, 1.776201369648872763e+00
2.068000000000000000e+03, 2.029013080586861140e+00, 1.872114596538125175e+00, 1.822433236811340729e+00, 2.045388518268951739e+00, 1.951506117353693393e+00, 1.649383717543040362e+00, 1.885288091284380796e+00, 1.499057726654183353e+00, 1.844275553888478525e+00, 1.849453313398591314e+00, 1.671526996654131958e+00, 1.835917472171334941e+00, 2.222648322362231532e+00, 1.802545469257456290e+00, 1.899246774336122767e+00, 1.683897979638737219e+00
2.069000000000000000e+03, 1.927569992907902208e+00, 1.839023342519418680e+00, 1.814297700516977141e+00, 2.091698266744790313e+00, 2.018555747049123994e+00, 1.728842885272378060e+00, 1.925808590132176201e+00, 1.533844905301758876e+00, 1.765183407930412951e+00, 1.938060481106564925e+00, 1.727836099480017928e+00, 1.702728667812280827e+00, 2.172081578571735783e+00, 1.765660376828695366e+00, 1.819168101368308532e+00, 1.670330364559952319e+00
2.070000000000000000e+03, 1.989122226102562951e+00, 1.878046016897725767e+00, 1.817462207641018068e+00, 1.958974866426383965e+00, 1.906972309909860552e+00, 1.512523127079054230e+00, 1.931947213684332976e+00, 1.575662158062327567e+00, 1.697312474223557022e+00, 1.737187731322341611e+00, 1.685498081994262431e+00, 1.774135331028238172e+00, 2.135750762275820946e+00, 1.740773114316326087e+00, 1.828412320065867069e+00, 1.695271678503733170e+00
2.071000000000000000e+03, 2.011963166827527516e+00, 1.784100673708955975e+00, 1.819525233500033146e+00, 2.186615286183978490e+00, 1.895098148693860951e+00, 1.574251118807814764e+00, 1.825669982941525049e+00, 1.561522461866925449e+00, 1.783124861902587233e+00, 1.876925784137871256e+00, 1.675803314986143766e+00, 1.861213767677662778e+00, 2.057678080669915310e+00, 1.780943115907264840e+00, 1.878102982498587759e+00, 1.582114761015674054e+00
2.072000000000000000e+03, 1.899612947756204706e+00, 1.891183200087650729e+00, 1.802697836426909506e+00, 1.988091354293296975e+00, 1.898423713318355022e+00, 1.626454755871715729e+00, 1.899718103580744000e+00, 1.597139538071454146e+00, 1.716268788858317018e+00, 1.914779288807634705e+00, 1.691295634332312670e+00, 1.910667164046173871e+00, 2.234378333089212187e+00, 1.745376009832397379e+00, 1.872873162451608398e+00, 1.667087448102238412e+00
2.073000000000000000e+03, 2.135944969679774985e+00, 1.853783891522852612e+00, 1.827952164950963354e+00, 2.010091932580590157e+00, 1.929812837959200778e+00, 1.594837526712306719e+00, 2.007722715521832679e+00, 1.579563879642580604e+00, 1.797635168905023173e+00, 1.867317958963880420e+00, 1.679880595166945545e+00, 1.762628245335978949e+00, 2.109909370988697130e+00, 1.776751230230445788e+00, 1.961013168249418515e+00, 1.732769664599633330e+00
2.074000000000000000e+03, 2.024281331822740615e+00, 1.847727810016564609e+00, 1.833023838753962576e+00, 2.047115880363674201e+00, 2.027516922705515867e+00, 1.705333409367310038e+00, 1.943259650535535732e+00, 1.609565110187971992e+00, 1.749034585056365110e+00, 1.826340507420492365e+00, 1.666913546007367186e+00, 1.869572175230425293e+00, 2.095040459232795804e+00, 1.732793664651504528e+00, 1.930570280119439097e+00, 1.706567610659986300e+00
2.075000000000000000e+03, 1.857965576602433666e+00, 1.713501106664466089e+00, 1.867016630155063694e+00, 2.098721177299743168e+00, 2.099012114099032544e+00, 1.569794843118072158e+00, 1.837475273211031102e+00, 1.520229660150772766e+00, 1.750734803341030599e+00, 1.938088946131744539e+00, 1.621551394507024568e+00, 1.885938482685644235e+00, 2.113760317561952817e+00, 1.757044244999332649e+00, 1.872301902207801572e+00, 1.711980600209672021e+00
2.076000000000000000e+03, 2.005695731812378035e+00, 1.866941517931403283e+00, 1.902229511981460508e+00, 2.103429316416792538e+00, 2.047450247141867408e+00, 1.503928924283457924e+00, 1.973074563153866201e+00, 1.563093473197710193e+00, 1.829768778718321220e+00, 1.893103746869507109e+00, 1.654774428201737591e+00, 1.807354064512652458e+00, 2.209574034551216482e+00, 1.845534011649093253e+00, 1.912422044602820836e+00, 1.731099820119867960e+00
