year, NorESM2-LM, TaiESM1, GFDL-ESM4, CNRM-ESM2-1, MPI-ESM1-2-LR, NorESM2-MM, TaiESM1, NorESM2-MM, EC-Earth3-Veg, CNRM-ESM2-1, CESM2-WACCM, GFDL-ESM4
2.025000000000000000e+03, 1.733528773453034717e-10, 1.715554842352113702e-10, 1.736070491823448362e-10, 4.731352832930138216e-10, 3.134788655466206947e-10, 1.962993742148764983e-10, 1.715554842352113702e-10, 1.962993742148764983e-10, 2.771748090601889328e-10, 4.731352832930138216e-10, 2.077316409725330802e-10, 1.658591226019279646e-10
2.026000000000000000e+03, 5.365559036993184843e-11, 1.585124535093180490e-10, 2.210550695040472114e-10, 5.474201623532196001e-10, 3.811342335678699473e-10, 1.834768582362289841e-10, 1.585124535093180490e-10, 1.834768582362289841e-10, 1.482586330281038939e-10, 5.474201623532196001e-10, 1.376154240550190206e-10, 2.136221211231534521e-10
2.027000000000000000e+03, 1.664241044704189549e-10, 1.622266108415332168e-10, 1.948032693565557721e-10, 4.571206353477664320e-10, 2.291194660106109903e-10, 2.292704720073219844e-10, 1.622266108415332168e-10, 2.292704720073219844e-10, 2.311638941203360564e-10, 4.571206353477664320e-10, 1.034378155613099576e-10, 1.869272109431594765e-10
2.028000000000000000e+03, 7.162345359040874768e-11, 1.730639469815447784e-10, 2.066658234221648295e-10, 6.927061872862202414e-10, 3.757984807220857506e-10, 1.881461762912057104e-10, 1.730639469815447784e-10, 1.881461762912057104e-10, 2.168475726927630653e-10, 6.927061872862202414e-10, 1.865382160947769463e-10, 1.992665069101455482e-10
2.029000000000000000e+03, 1.729891617017477867e-10, 2.071028927259843734e-10, 3.858649976224906422e-10, 4.867633876881681073e-10, 2.874864550769182678e-10, 1.648007080195934632e-10, 2.071028927259843734e-10, 1.648007080195934632e-10, 2.623519573884716643e-10, 4.867633876881681073e-10, 1.295001359921775529e-10, 3.785251106728423248e-10
2.030000000000000000e+03, 1.067075567568746390e-10, 1.881505968922126728e-10, 3.581428183555717306e-10, 4.498827991019693153e-10, 3.168298789710628126e-10, 1.977593086294000853e-10, 1.881505968922126728e-10, 1.977593086294000853e-10, 1.810067836722729107e-10, 4.498827991019693153e-10, 1.660993057821085812e-10, 3.501113729869140327e-10
2.031000000000000000e+03, 2.997349508499017482e-10, 1.733082465072755183e-10, 2.771816105952219579e-10, 6.455073506982184610e-10, 3.182542475038033368e-10, 1.683514021957083356e-10, 1.733082465072755183e-10, 1.683514021957083356e-10, 2.619194442158293880e-10, 6.455073506982184610e-10, 1.016339977454566697e-10, 2.694935591320070245e-10
2.032000000000000000e+03, 2.329389023458414984e-10, 1.540330764183993037e-10, 2.383295442611371851e-10, 6.350316596076021437e-10, 3.992000315116041265e-10, 1.166813358065872077e-10, 1.540330764183993037e-10, 1.166813358065872077e-10, 1.583675444855011193e-10, 6.350316596076021437e-10, 1.305217846203491938e-10, 2.306030034412627731e-10
2.033000000000000000e+03, 9.145285338507231493e-11, 2.135622427275084496e-10, 2.583203552059629295e-10, 7.006897374025349689e-10, 2.942036858525838498e-10, 2.337550074119855200e-10, 2.135622427275084496e-10, 2.337550074119855200e-10, 2.114365571172374894e-10, 7.006897374025349689e-10, 1.299372026307726181e-10, 2.505075167043154794e-10
2.034000000000000000e+03, 7.159009288004922475e-11, 1.956341723179810538e-10, 2.532177986133679832e-10, 7.090462880350391376e-10, 2.346185135878435806e-10, 2.014472208970303906e-10, 1.956341723179810538e-10, 2.014472208970303906e-10, 2.248338285446578501e-10, 7.090462880350391376e-10, 1.023465866715505814e-10, 2.455690412811345150e-10
2.035000000000000000e+03, 7.360578529731657282e-11, 1.664021493476579966e-10, 3.186468519986051132e-10, 7.298449010002229143e-10, 3.273001297961906659e-10, 2.490861662814284928e-10, 1.664021493476579966e-10, 2.490861662814284928e-10, 1.781100630474215506e-10, 7.298449010002229143e-10, 1.103659259673981009e-10, 3.107489931113430276e-10
2.036000000000000000e+03, 5.841557556533890491e-11, 2.020320363192423037e-10, 2.320068890370052844e-10, 7.198494479282334923e-10, 3.573923008067485819e-10, 1.435293188277696958e-10, 2.020320363192423037e-10, 1.435293188277696958e-10, 1.988192733702197325e-10, 7.198494479282334923e-10, 2.630461414893437144e-10, 2.241468245532635507e-10
2.037000000000000000e+03, 4.372831664120841718e-11, 1.948312177109948615e-10, 2.498190918792708076e-10, 7.360658612388069711e-10, 3.532590559329779506e-10, 3.968067938832580308e-10, 1.948312177109948615e-10, 3.968067938832580308e-10, 2.059974488993926913e-10, 7.360658612388069711e-10, 1.633157031119595347e-10, 2.415777362359971033e-10
2.038000000000000000e+03, 6.804785429040963480e-11, 1.861744661733728120e-10, 2.626971560013336942e-10, 5.453965753811709707e-10, 3.909882074038594739e-10, 2.139080740776446015e-10, 1.861744661733728120e-10, 2.139080740776446015e-10, 1.610639146048050036e-10, 5.453965753811709707e-10, 1.411794352188965091e-10, 2.546956200692554269e-10
2.039000000000000000e+03, 1.173404582084880282e-10, 1.930107021866887373e-10, 2.832369609654229127e-10, 8.071463227933583175e-10, 2.602169390585382580e-10, 3.979433630557927965e-10, 1.930107021866887373e-10, 3.979433630557927965e-10, 1.936565776874040348e-10, 8.071463227933583175e-10, 2.097255023139433060e-10, 2.752854198238149814e-10
2.040000000000000000e+03, 9.093446041065574638e-11, 1.823795306059288704e-10, 3.427577729477474543e-10, 6.329147756544725502e-10, 3.449394590926875307e-10, 2.465566159659996563e-10, 1.823795306059288704e-10, 2.465566159659996563e-10, 2.087673119224153369e-10, 6.329147756544725502e-10, 2.916613365332172697e-10, 3.353308247893224989e-10
2.041000000000000000e+03, 1.719207178925962070e-10, 1.814237572260649938e-10, 2.811609153077630222e-10, 9.058585024899471820e-10, 3.250993109346662931e-10, 2.687063546621838238e-10, 1.814237572260649938e-10, 2.687063546621838238e-10, 2.012187639915855972e-10, 9.058585024899471820e-10, 1.386835730872019948e-10, 2.730699655408472544e-10
2.042000000000000000e+03, 6.995474308971638988e-11, 1.918495741137579506e-10, 3.009499053683130975e-10, 8.014794618145482464e-10, 2.773215716343818084e-10, 1.160617857025374972e-10, 1.918495741137579506e-10, 1.160617857025374972e-10, 2.118570022220833318e-10, 8.014794618145482464e-10, 2.693255378015610625e-10, 2.926300063223980046e-10
2.043000000000000000e+03, 4.937250790377901665e-11, 1.757123341728960992e-10, 2.691032750153573225e-10, 1.064989268171934688e-09, 2.392714735307496950e-10, 3.206404305260287019e-10, 1.757123341728960992e-10, 3.206404305260287019e-10, 2.056713087406224215e-10, 1.064989268171934688e-09, 2.357010209296054426e-10, 2.611088597791179398e-10
2.044000000000000000e+03, 8.572344434815401256e-11, 1.934351844422007178e-10, 2.795155368811681478e-10, 6.328377399717555268e-10, 3.255573322662710896e-10, 2.358452548444312886e-10, 1.934351844422007178e-10, 2.358452548444312886e-10, 1.804891885644837777e-10, 6.328377399717555268e-10, 2.089666776015853932e-10, 2.713324824020454044e-10
2.045000000000000000e+03, 2.019149928288607101e-10, 2.037683629122341236e-10, 3.335709764543926049e-10, 7.552117050101643606e-10, 3.664259807109025164e-10, 2.765985320612192873e-10, 2.037683629122341236e-10, 2.765985320612192873e-10, 2.150690778632737247e-10, 7.552117050101643606e-10, 1.822099291274235685e-10, 3.245440954148088887e-10
2.046000000000000000e+03, 1.487208368301936655e-10, 1.929900580860425181e-10, 3.123704064276402450e-10, 5.773933975205582259e-10, 2.897128069268887615e-10, 2.980561327677375713e-10, 1.929900580860425181e-10, 2.980561327677375713e-10, 1.525750098553109435e-10, 5.773933975205582259e-10, 1.422042870587256201e-10, 3.047164901354502423e-10
2.047000000000000000e+03, 2.018906842328204727e-10, 1.983654198191737701e-10, 2.652379441068225265e-10, 9.709976662210905314e-10, 3.024962096133903207e-10, 3.056877747497635132e-10, 1.983654198191737701e-10, 3.056877747497635132e-10, 1.433471353166214047e-10, 9.709976662210905314e-10, 1.153898895706153677e-10, 2.570666252950824994e-10
2.048000000000000000e+03, 3.014303286539298516e-10, 1.713317607266505087e-10, 2.393223925846916256e-10, 7.057266896772951725e-10, 3.542234253967616258e-10, 2.816545559161223587e-10, 1.713317607266505087e-10, 2.816545559161223587e-10, 2.895463515293347601e-10, 7.057266896772951725e-10, 1.283514375198968675e-10, 2.315079483922611328e-10
2.049000000000000000e+03, 5.787962523830800874e-11, 2.026778269694965105e-10, 2.636115381284473236e-10, 7.222760943823462920e-10, 2.213821205132669641e-10, 3.242210151404898195e-10, 2.026778269694965105e-10, 3.242210151404898195e-10, 2.084200033968944130e-10, 7.222760943823462920e-10, 1.048146179870108875e-10, 2.557158110074699212e-10
2.050000000000000000e+03, 4.944052964421570669e-11, 2.180081085730309964e-10, 2.953041737580270749e-10, 8.777630570463682575e-10, 2.512573764641034903e-10, 4.595289110502051199e-10, 2.180081085730309964e-10, 4.595289110502051199e-10, 2.113988837700963838e-10, 8.777630570463682575e-10, 1.445058626349282279e-10, 2.872944530347595277e-10
2.051000000000000000e+03, 1.436380445965042022e-10, 2.216177381575665386e-10, 2.193760473834899747e-10, 9.198397454336983446e-10, 3.759074482864406239e-10, 3.187510479168014456e-10, 2.216177381575665386e-10, 3.187510479168014456e-10, 3.034746208035688886e-10, 9.198397454336983446e-10, 1.496892383433041380e-10, 2.115323620038070458e-10
2.052000000000000000e+03, 1.208438192063769428e-10, 1.851798012852068947e-10, 3.083413930472951513e-10, 1.323260639017410965e-09, 4.592301575139832854e-10, 3.371222265097391444e-10, 1.851798012852068947e-10, 3.371222265097391444e-10, 2.831219403420736235e-10, 1.323260639017410965e-09, 1.960444305270021584e-10, 2.990738549225316825e-10
2.053000000000000000e+03, 9.337679777538536483e-11, 2.080752887906996866e-10, 3.505968602793831791e-10, 8.440587430911464977e-10, 4.979718053150192917e-10, 3.125883421604105245e-10, 2.080752887906996866e-10, 3.125883421604105245e-10, 3.684573997827178364e-10, 8.440587430911464977e-10, 2.520072348151492029e-10, 3.425673700762448623e-10
2.054000000000000000e+03, 9.187572193568078398e-11, 1.924855128497846861e-10, 3.484388713355989248e-10, 6.457214581649425241e-10, 3.474295168595426204e-10, 3.747026180618992257e-10, 1.924855128497846861e-10, 3.747026180618992257e-10, 2.028173600348611699e-10, 6.457214581649425241e-10, 3.672684737064627587e-10, 3.397354054334589372e-10
2.055000000000000000e+03, 2.000505765054919784e-10, 2.014177509229801161e-10, 3.713097757044397416e-10, 7.244952449931724971e-10, 4.917326238205311531e-10, 5.068032260061551398e-10, 2.014177509229801161e-10, 5.068032260061551398e-10, 3.647028614057352524e-10, 7.244952449931724971e-10, 3.880891543939238970e-10, 3.633353475308611410e-10
2.056000000000000000e+03, 1.707984889218433691e-10, 1.960650040275229221e-10, 4.052255228915704639e-10, 6.884202530389502774e-10, 4.612121544962329832e-10, 5.809806494333172712e-10, 1.960650040275229221e-10, 5.809806494333172712e-10, 1.671710825167800219e-10, 6.884202530389502774e-10, 2.569693907929142056e-10, 3.976595361747362598e-10
2.057000000000000000e+03, 1.833357806045177351e-10, 2.252810466997384136e-10, 3.143464213377389047e-10, 9.774962226582862429e-10, 5.283594137185535117e-10, 4.838794671177295887e-10, 2.252810466997384136e-10, 4.838794671177295887e-10, 1.500760368878698198e-10, 9.774962226582862429e-10, 1.726598980439666213e-10, 3.065522319701890180e-10
2.058000000000000000e+03, 1.888169556462028072e-10, 2.073046472214610895e-10, 2.810879863547175060e-10, 8.089869377398093490e-10, 3.986294600824803204e-10, 3.812892686381394953e-10, 2.073046472214610895e-10, 3.812892686381394953e-10, 2.373032549331555047e-10, 8.089869377398093490e-10, 1.384787037989435395e-10, 2.734131868796663144e-10
2.059000000000000000e+03, 1.336440221472093514e-10, 1.836177403086623122e-10, 3.106626857082062513e-10, 7.206399528279560721e-10, 5.128113001083850736e-10, 4.095722171981306892e-10, 1.836177403086623122e-10, 4.095722171981306892e-10, 3.280474814719722039e-10, 7.206399528279560721e-10, 1.591825542549108026e-10, 3.024557006922781896e-10
2.060000000000000000e+03, 1.330567180065693483e-10, 2.416452445668017413e-10, 3.741683957365541324e-10, 9.878226051594536732e-10, 3.440199391400605625e-10, 2.832003882665051400e-10, 2.416452445668017413e-10, 2.832003882665051400e-10, 2.574156673509935049e-10, 9.878226051594536732e-10, 3.156162541834744119e-10, 3.655174833628864315e-10
2.061000000000000000e+03, 1.262753970112516479e-10, 2.012069347475044271e-10, 4.509274610970106713e-10, 9.164143766019624261e-10, 3.833125043974979115e-10, 3.073450199131470937e-10, 2.012069347475044271e-10, 3.073450199131470937e-10, 2.031021354979237219e-10, 9.164143766019624261e-10, 2.080264545869661860e-10, 4.429016208490690216e-10
2.062000000000000000e+03, 2.598124007116899607e-10, 2.127771916664613596e-10, 3.899841170218323454e-10, 7.011858415826737338e-10, 4.331982559201516243e-10, 1.942368607608050969e-10, 2.127771916664613596e-10, 1.942368607608050969e-10, 2.410811412045932135e-10, 7.011858415826737338e-10, 1.817778697375529265e-10, 3.817674139263169583e-10
2.063000000000000000e+03, 1.070574566906878836e-10, 2.021070632396632053e-10, 3.603246821964833170e-10, 1.104429798537336247e-09, 5.479294659869098962e-10, 2.708689884619432279e-10, 2.021070632396632053e-10, 2.708689884619432279e-10, 2.663419771728303210e-10, 1.104429798537336247e-09, 2.598838765563994977e-10, 3.522508787551301323e-10
2.064000000000000000e+03, 2.526070649101482551e-10, 2.369801019612428267e-10, 4.369424052276538091e-10, 7.873924868141428582e-10, 3.840446313854165771e-10, 4.199077265623958525e-10, 2.369801019612428267e-10, 4.199077265623958525e-10, 2.306422251591603318e-10, 7.873924868141428582e-10, 2.286362395514201598e-10, 4.285743750090796498e-10
2.065000000000000000e+03, 6.875635061545759872e-11, 2.328935226046295951e-10, 3.384045823048190134e-10, 9.185070804169725291e-10, 4.189500480089510378e-10, 4.729691287178085529e-10, 2.328935226046295951e-10, 4.729691287178085529e-10, 3.030735018507437231e-10, 9.185070804169725291e-10, 2.412406965903519013e-10, 3.301645444459563970e-10
2.066000000000000000e+03, 3.177704055086687977e-10, 2.401999204457578229e-10, 4.254557623356108717e-10, 9.321644719645463788e-10, 5.709242648887262207e-10, 3.271137295076267793e-10, 2.401999204457578229e-10, 3.271137295076267793e-10, 2.237978100211646644e-10, 9.321644719645463788e-10, 2.437667209328897925e-10, 4.167659908024736301e-10
2.067000000000000000e+03, 2.274675954998077601e-10, 2.073111172845763399e-10, 3.947265988017386606e-10, 9.953248367531064923e-10, 4.377455373324371312e-10, 4.971962618900567107e-10, 2.073111172845763399e-10, 4.971962618900567107e-10, 3.810453630089512676e-10, 9.953248367531064923e-10, 1.672316055732717491e-10, 3.854851385331143403e-10
2.068000000000000000e+03, 2.890330614372727058e-10, 2.122012875447973601e-10, 4.729131747741411797e-10, 9.348422060272237485e-10, 4.711543584726303918e-10, 2.890586837494665583e-10, 2.122012875447973601e-10, 2.890586837494665583e-10, 1.593493469820540473e-10, 9.348422060272237485e-10, 1.800881451926546853e-10, 4.633082776542095286e-10
2.069000000000000000e+03, 7.456050666992526131e-11, 2.251171209629680603e-10, 5.191884268329243498e-10, 1.021224004003227168e-09, 4.422242592422148803e-10, 2.155958075793002258e-10, 2.251171209629680603e-10, 2.155958075793002258e-10, 3.322235063109768053e-10, 1.021224004003227168e-09, 2.924453822538824535e-10, 5.101032921635679240e-10
2.070000000000000000e+03, 1.709954862892403702e-10, 2.508741317789251401e-10, 5.252446840551578279e-10, 1.097879702980506329e-09, 3.383472167203654573e-10, 4.244854112073577585e-10, 2.508741317789251401e-10, 4.244854112073577585e-10, 3.257340051191840868e-10, 1.097879702980506329e-09, 4.591913195446305901e-10, 5.168907561990347078e-10
2.071000000000000000e+03, 4.211723653699376522e-10, 2.172489414541899871e-10, 5.291729196978897802e-10, 9.344003862064668682e-10, 4.121857084504058708e-10, 3.095043677253470388e-10, 2.172489414541899871e-10, 3.095043677253470388e-10, 3.538645157654751186e-10, 9.344003862064668682e-10, 2.040479925424732529e-10, 5.206587606805136285e-10
2.072000000000000000e+03, 1.525926714941446025e-10, 2.169634339514259879e-10, 5.048983964118815716e-10, 8.565699820652376387e-10, 5.019770410228708711e-10, 3.389743894682369988e-10, 2.169634339514259879e-10, 3.389743894682369988e-10, 2.572109837954607580e-10, 8.565699820652376387e-10, 3.310587735590427544e-10, 4.958557990932950572e-10
2.073000000000000000e+03, 8.626811173181372362e-11, 2.126256525375133786e-10, 5.378948622896269698e-10, 9.966599162548374180e-10, 6.248447250780954057e-10, 2.682895082524877947e-10, 2.126256525375133786e-10, 2.682895082524877947e-10, 3.050903996304167894e-10, 9.966599162548374180e-10, 2.619569424156558780e-10, 5.283280507703968073e-10
2.074000000000000000e+03, 2.823735645402050257e-10, 2.450459514561750555e-10, 6.506560495594908452e-10, 1.258871425471223760e-09, 5.035779591490543264e-10, 3.087932147318284351e-10, 2.450459514561750555e-10, 3.087932147318284351e-10, 4.310569787350079893e-10, 1.258871425471223760e-09, 4.049846768179249961e-10, 6.421297630767865904e-10
2.075000000000000000e+03, 2.412969349586170630e-10, 2.349004541270139982e-10, 5.629338845252439026e-10, 1.052944622200000566e-09, 5.482302251463748283e-10, 4.135410654910060769e-10, 2.349004541270139982e-10, 4.135410654910060769e-10, 2.558789573620034830e-10, 1.052944622200000566e-09, 1.771738648426784633e-10, 5.524572209515713050e-10
2.076000000000000000e+03, 1.474675438778526040e-10, 2.350342947923142506e-10, 5.514839216778139986e-10, 1.108633300107229433e-09, 4.180706530127243829e-10, 2.346002447452518964e-10, 2.350342947923142506e-10, 2.346002447452518964e-10, 2.632408877368816626e-10, 1.108633300107229433e-09, 3.328461953245835013e-10, 5.413021752374841254e-10
2.077000000000000000e+03, 2.422580423317924248e-10, 2.165833067970362112e-10, 6.688171614341099493e-10, 1.604329344043908520e-09, 3.824045918821138448e-10, 3.014433789400598696e-10, 2.165833067970362112e-10, 3.014433789400598696e-10, 3.437426734775394120e-10, 1.604329344043908520e-09, 1.947319954799649368e-10, 6.597688943150686312e-10
2.078000000000000000e+03, 4.459111990103506035e-10, 2.076345811662468752e-10, 6.712194969116472849e-10, 1.164669680974540866e-09, 4.322917974610338038e-10, 4.778224773516191361e-10, 2.076345811662468752e-10, 4.778224773516191361e-10, 3.308614511490647958e-10, 1.164669680974540866e-09, 9.920394493297531265e-11, 6.613839129556568362e-10
2.079000000000000000e+03, 2.613326731472819403e-10, 2.378240280324642392e-10, 6.185732349324768356e-10, 1.032626794473819940e-09, 5.009184439309653872e-10, 4.364023168428878217e-10, 2.378240280324642392e-10, 4.364023168428878217e-10, 3.669356294501060961e-10, 1.032626794473819940e-09, 4.838611499944582793e-10, 6.097591880767372282e-10
2.080000000000000000e+03, 2.273308390770073918e-10, 2.420374281623977462e-10, 7.899096892302441053e-10, 1.262241492075298545e-09, 5.543529824805936739e-10, 3.265852683306821376e-10, 2.420374281623977462e-10, 3.265852683306821376e-10, 1.972443464939940683e-10, 1.262241492075298545e-09, 2.910749116598440498e-10, 7.794314703668257528e-10
2.081000000000000000e+03, 1.688931525915779203e-10, 2.367337724565939780e-10, 6.783863544336083080e-10, 1.121895041510001100e-09, 5.133844965753037537e-10, 1.924700814296071049e-10, 2.367337724565939780e-10, 1.924700814296071049e-10, 3.147775013625232733e-10, 1.121895041510001100e-09, 3.575348691114523946e-10, 6.690447872059882399e-10
2.082000000000000000e+03, 3.983842040063282373e-10, 2.539894102384524169e-10, 7.914278086926664680e-10, 1.175107388596294605e-09, 6.666746003869951598e-10, 2.797119559804061343e-10, 2.539894102384524169e-10, 2.797119559804061343e-10, 3.299688272377913430e-10, 1.175107388596294605e-09, 4.214727164960374501e-10, 7.816875186213980765e-10
2.083000000000000000e+03, 1.195429665748101870e-10, 2.068831204943240439e-10, 6.254850216482852968e-10, 1.148760142183427263e-09, 6.164018667723992743e-10, 3.168416727755276266e-10, 2.068831204943240439e-10, 3.168416727755276266e-10, 4.253123018702505690e-10, 1.148760142183427263e-09, 2.602278064713697277e-10, 6.153420836847366587e-10
2.084000000000000000e+03, 2.234048846193450736e-10, 2.557357295414557273e-10, 8.044354828418197247e-10, 1.702611695848968115e-09, 5.077164847384498709e-10, 4.157771916754496562e-10, 2.557357295414557273e-10, 4.157771916754496562e-10, 3.302133689934635307e-10, 1.702611695848968115e-09, 2.055793581755344535e-10, 7.948957956330424590e-10
2.085000000000000000e+03, 3.471804649100353070e-10, 2.655892874564279410e-10, 9.673449767610189532e-10, 1.410456022731701480e-09, 5.229741540167997912e-10, 6.001327786155736083e-10, 2.655892874564279410e-10, 6.001327786155736083e-10, 4.101131066854960145e-10, 1.410456022731701480e-09, 1.808998944658958513e-10, 9.562922871487560733e-10
2.086000000000000000e+03, 4.852214490971221793e-10, 2.219975076280705339e-10, 8.052005005701616634e-10, 1.461390815858140398e-09, 4.699100754952448270e-10, 3.194425719458733809e-10, 2.219975076280705339e-10, 3.194425719458733809e-10, 4.273640895755592365e-10, 1.461390815858140398e-09, 2.581780877891687889e-10, 7.954621944247061390e-10
2.087000000000000000e+03, 3.581239515753271344e-10, 2.228732866868412261e-10, 6.426758370160066088e-10, 1.132635921763078557e-09, 4.634583645131164002e-10, 4.067372282626950480e-10, 2.228732866868412261e-10, 4.067372282626950480e-10, 2.750567264431168946e-10, 1.132635921763078557e-09, 2.037805453108258242e-10, 6.319805028444857129e-10
2.088000000000000000e+03, 2.276233401701152253e-10, 2.647713373101525566e-10, 1.213155558146420645e-09, 1.062959902590733388e-09, 4.388514488190773939e-10, 4.864251502238332635e-10, 2.647713373101525566e-10, 4.864251502238332635e-10, 3.062790189478423174e-10, 1.062959902590733388e-09, 3.404566687693920645e-10, 1.202960486239341489e-09
2.089000000000000000e+03, 1.808374768068092829e-10, 2.339418781351428367e-10, 7.811135443157823333e-10, 9.572201304383847238e-10, 5.264116815190525537e-10, 2.358316619595417606e-10, 2.339418781351428367e-10, 2.358316619595417606e-10, 3.225111289023842918e-10, 9.572201304383847238e-10, 2.294971106954207008e-10, 7.691127704295645891e-10
2.090000000000000000e+03, 5.036778823311926915e-10, 2.773214207046148806e-10, 7.401953294681516811e-10, 1.181046973201704011e-09, 3.573408155412778242e-10, 3.174392684469841130e-10, 2.773214207046148806e-10, 3.174392684469841130e-10, 2.893317555083114135e-10, 1.181046973201704011e-09, 2.423335313457544984e-10, 7.282303200438745443e-10
2.091000000000000000e+03, 1.581570789779272543e-10, 2.291441793650726852e-10, 7.275671972585316866e-10, 1.207308475274518468e-09, 4.849531545304398184e-10, 7.034678435519353110e-10, 2.291441793650726852e-10, 7.034678435519353110e-10, 2.744374357962648247e-10, 1.207308475274518468e-09, 3.567876582279445540e-10, 7.156441858950795803e-10
2.092000000000000000e+03, 3.202492462124108792e-10, 2.433466459406908732e-10, 8.049052350663779724e-10, 1.615487363310510192e-09, 6.452069471125458994e-10, 3.330177859776450358e-10, 2.433466459406908732e-10, 3.330177859776450358e-10, 3.725659271162421602e-10, 1.615487363310510192e-09, 3.282820165308150372e-10, 7.926061493674943066e-10
2.093000000000000000e+03, 1.162869233882201671e-10, 2.748980985024114379e-10, 7.010638560385046469e-10, 1.284757355514860500e-09, 4.986170483260501777e-10, 4.258735868492080582e-10, 2.748980985024114379e-10, 4.258735868492080582e-10, 3.922500656269907499e-10, 1.284757355514860500e-09, 2.709282514454205977e-10, 6.888317312067260692e-10
2.094000000000000000e+03, 2.258701234174017649e-10, 2.846920896540743919e-10, 7.095261270306009505e-10, 1.067177322726824550e-09, 6.813405284977418108e-10, 4.260688057902856271e-10, 2.846920896540743919e-10, 4.260688057902856271e-10, 3.198980636395364240e-10, 1.067177322726824550e-09, 2.701134928954181901e-10, 6.975653161154058208e-10
2.095000000000000000e+03, 2.418822025130434856e-10, 2.192008902009916150e-10, 8.566692059083029130e-10, 1.176502828963018480e-09, 4.530315822191361520e-10, 4.242093812762670536e-10, 2.192008902009916150e-10, 4.242093812762670536e-10, 3.743318322200469605e-10, 1.176502828963018480e-09, 5.750710655296635455e-10, 8.453906488280846438e-10
