year, CESM2-WACCM, INM-CM5-0, ACCESS-ESM1-5, NorESM2-LM, GFDL-ESM4, MPI-ESM1-2-LR, CanESM5, TaiESM1, NorESM2-MM, EC-Earth3-Veg, CMCC-CM2-SR5, UKESM1-0-LL, IPSL-CM6A-LR, CNRM-ESM2-1, MIROC-ES2L, INM-CM4-8
2.025000000000000000e+03, 2.796523795823477321e-01, 4.433900124077992388e-01, 3.828365546912007034e-01, 8.933422341585898208e-01, 5.259527014768562436e-01, 1.758678700627800129e-01, 9.426821534946719927e-01, 7.148819315172426359e-02, 3.724201438692173460e-01, 1.603879267330363678e-01, -9.833193284620268815e-02, 8.038455329929496962e-01, 4.615881239626100641e-01, 1.044259094413538813e+00, 8.543491648614454093e-01, 5.997438918320151524e-01
2.026000000000000000e+03, 3.762661040382742073e-01, 2.450291664900051125e-01, 3.384606569607979676e-01, 3.726249388142146568e-01, 5.940743158686272452e-01, 3.020999563020339007e-01, 6.582472086938103706e-01, 6.499406483571600057e-02, 4.137636203374535637e-01, 4.884311645205538510e-01, 5.364907111646995963e-01, 8.658677970421884140e-01, 4.205871279289317144e-01, 8.020109452294394980e-01, 8.705947342929928334e-01, 3.997047205311043405e-01
2.027000000000000000e+03, 2.389902881831358628e-01, 4.756370048707765918e-01, 3.733986495123292060e-01, 3.226559643495893748e-01, 6.302679595846903959e-01, 2.885498409555990462e-01, 3.021911296788576395e-01, 5.582986709173534678e-02, 5.465281278804361431e-01, 1.722545203075975806e-01, 3.484525859261691783e-01, 8.000574182229406306e-01, 4.501474332752987695e-01, 7.168288837969934990e-01, 1.099096906408246976e+00, 4.740282565458026620e-01
2.028000000000000000e+03, 4.647254160346883656e-01, 6.086591482459492441e-01, 2.250213882412267219e-01, 4.439869044803952947e-01, 2.923121336625832956e-01, 4.181225853455020625e-01, 3.442241134097160510e-02, 7.057855955892554378e-02, 4.131367295865508438e-01, 2.600203382299930976e-01, -1.256985265666654139e-01, 4.907649646659013598e-01, 5.171505914528822245e-01, 7.586151176390939499e-01, 4.710617940131095471e-01, 2.851383257704965257e-01
2.029000000000000000e+03, 3.933093238606640840e-01, 8.953637655434490972e-01, 2.688669980020506611e-01, 5.448420064745987945e-01, 3.302501566078920869e-01, 3.652810553762263490e-01, 7.466921442658542851e-01, 1.214202845319739960e-01, 1.713019922047351040e-01, 3.990702600248665632e-01, -4.580343535874489835e-01, 8.193125790354809368e-01, 6.151903239646463462e-01, 9.524242348982823181e-01, 6.783383325596457070e-01, 4.294898898206901405e-01
2.030000000000000000e+03, 4.066547342258072240e-01, 5.003304389190039725e-01, 2.817790128847643683e-01, 2.604488544969225106e-01, 1.983234416282144141e-01, 2.640168319462302127e-01, 7.775897377045459802e-01, 1.402387219339745195e-01, 3.143172552088447924e-01, 7.883567937286030114e-01, 4.451550901169457064e-03, 8.496858316722075699e-01, 6.702511762230541903e-01, 1.092366785605195734e+00, 1.028448308983638482e+00, 3.440891243557495649e-01
2.031000000000000000e+03, 4.416987381113489097e-01, 3.508226275535177296e-01, 4.071675374087728172e-01, 2.705107941778900349e-01, 2.076119970889806210e-01, 3.349531143153119395e-01, 5.891506361744416331e-01, 1.792256167664100786e-01, 3.062948696927177417e-01, 9.000419037272643086e-02, 2.678502616476807763e-01, 8.351836233099022566e-01, 6.942607371338214151e-01, 9.174464377168458640e-01, 1.072466144223801932e+00, 4.218582357942404215e-01
2.032000000000000000e+03, 3.998865831545636573e-01, 3.222027419496178990e-01, 5.245589214161756608e-01, 5.474817593863001187e-03, 5.140033584785955734e-01, 5.180824498489146057e-01, 7.543849923532492951e-01, 9.728578947604210603e-02, 2.707663164109334608e-01, 4.004609559396319352e-01, 4.811446650785471957e-01, 8.333256334565676271e-01, 4.083200882859817638e-01, 9.357097431631532514e-01, 7.028581021880783153e-01, 4.166308893306289729e-01
2.033000000000000000e+03, 2.280289549758813816e-01, 2.573800301360772425e-01, 4.041092033714385190e-01, 3.146405988151140809e-02, 4.774949520338938602e-01, 4.107837258128860802e-01, 7.846572621735801167e-01, 8.817088372609251101e-02, 5.322724826387089658e-01, 7.059317661982564829e-01, 4.199190464191375483e-02, 8.783763782821113475e-01, 6.649521994444337336e-01, 8.783463349837604683e-01, 6.732751586470460126e-01, 8.738885978519456144e-02
2.034000000000000000e+03, -6.071303781840833164e-02, 5.211094504158713114e-01, 1.530637206764584868e-01, 4.630229026566936579e-01, 3.605311212446408731e-01, 5.397388893585781666e-01, 3.106730758884350130e-01, 1.828456825062034219e-01, 4.035252883732891038e-01, 8.269812871093279449e-01, -5.051806737944417036e-02, 8.048091841875740782e-01, 5.988457698651716843e-01, 9.501439756755589716e-01, 1.217383689240464806e+00, 4.585910891377683596e-01
2.035000000000000000e+03, 3.529848175899356622e-01, 3.683041769834310974e-01, 5.374311959043296394e-01, 3.255002903942388892e-01, 5.383569818553961550e-01, 3.713400230823919457e-01, 4.190822843510205176e-01, 2.028221956107758295e-01, 5.623437205063707145e-01, 5.223907945067673975e-01, 1.647303881631178579e-01, 7.694596871067836963e-01, 6.963495628816329663e-01, 9.983411044549560520e-01, 6.630165188537053833e-01, 2.409254128739032608e-01
2.036000000000000000e+03, 6.113607769065253494e-01, 3.745271186236924232e-01, 2.101092328630575767e-01, 3.669766475302926878e-01, 3.440808247622694216e-01, 4.772091213224897710e-01, 5.549413835042965593e-01, 2.331658110353685420e-01, 2.695958743829544590e-01, 5.073876811317511448e-01, 7.925402605545077417e-02, 6.356096002655536870e-01, 5.556278502082873105e-01, 7.089656738436711514e-01, 8.376025217794450528e-01, 5.027752983003510590e-01
2.037000000000000000e+03, 3.041567086657178121e-01, 6.196517208919622988e-01, 3.589788768359873372e-01, 6.421761057162860276e-01, 4.947326630768321687e-01, 5.749623519359733370e-01, 4.368845530575613534e-01, -4.139023363132254656e-03, 5.236630909645326737e-01, 9.285877415554222303e-02, 1.460494853334514363e-02, 8.204735904335089813e-01, 6.340823815537495189e-01, 8.891925703673432269e-01, 8.641059692521376734e-01, 2.660079564953226616e-01
2.038000000000000000e+03, 3.859060470092954276e-01, 4.820666674888232639e-01, 5.323553821294277899e-01, 5.314400004481792950e-01, 6.328978713987236659e-01, 5.465307783831688804e-01, 4.889762679920431898e-01, 3.536627426312049377e-02, 2.405456658073135690e-01, 3.396354881197710118e-01, 3.566556163109635413e-02, 4.282626366256847006e-01, 5.916382109738671513e-01, 9.867008274235619103e-01, 1.215695907116969288e+00, 6.068852790712970791e-01
2.039000000000000000e+03, 5.329187190544336650e-01, 7.896134915204793270e-01, 2.614650182581242377e-01, 1.715104631466678464e-01, 5.844703233614686466e-01, 3.849010346916555969e-01, 6.382494936049648571e-01, 1.030558640585839958e-01, 3.368270406055229316e-01, 4.740001448876930978e-01, 2.888543635256878850e-01, 7.145641050809856676e-01, 5.418648406396602280e-01, 9.253250378998114645e-01, 7.104155329745104330e-01, 6.134098634729645561e-02
2.040000000000000000e+03, 8.465564693131454321e-01, 5.164681739918710601e-01, 1.580513656602714478e-01, 4.357149652809694795e-01, 4.365762432465960519e-01, 3.481799034721334007e-01, 5.945580232793835629e-01, 9.616435686674609795e-02, 2.757596301401868955e-01, 4.934776894692935456e-01, 2.172778564947493440e-01, 8.657154300876893638e-01, 6.632389307022596991e-01, 8.735357294939255501e-01, 1.052977771649384442e+00, 2.404802271721240281e-01
2.041000000000000000e+03, 5.480792787294703761e-01, 4.470021362936943410e-01, 3.878002115730890265e-01, 6.591526072221119970e-01, 5.625920939354149830e-01, 2.147205947297598783e-01, 5.684446888951333321e-01, 1.692922740639589418e-01, 1.078546404394352398e-01, 5.924164712189728954e-01, 2.971559975988890406e-02, 6.048498368997096142e-01, 6.120156726012212500e-01, 1.138145580997932615e+00, 7.554043351491764868e-01, 4.682985962039059036e-01
2.042000000000000000e+03, 5.210430005116746255e-01, 5.146470106680363088e-01, 2.983571186372750983e-01, 2.434807945497268478e-01, 3.202423945527564930e-01, 4.021529044901047678e-01, 7.479533233994365427e-01, 2.301374079218340141e-01, 3.790711363919599397e-02, 7.099619985931142629e-01, -9.030237183129101453e-02, 6.610036817875092341e-01, 4.977580422391695292e-01, 7.923944988563411673e-01, 1.273463001504344216e+00, 4.594858761287249349e-01
2.043000000000000000e+03, 3.114067234528706818e-01, 3.941683008356779427e-01, 3.646792048565827282e-01, 1.308668755976684084e-01, 6.661750871758638226e-01, 3.402299324341909736e-01, 7.677982038000648046e-01, 7.469320402180704144e-02, 6.151393679028196448e-01, 6.865911299708663540e-01, 3.231886360469580360e-02, 5.622799690466394607e-01, 7.266758295387105715e-01, 8.191909033883422175e-01, 1.145983238574800778e+00, 3.534659948340937441e-01
2.044000000000000000e+03, 3.849387239580962516e-01, 3.364253305038324426e-01, 3.277165353618756716e-01, 6.075667827853989955e-01, 4.516159659309460506e-01, 6.367615141837219550e-01, 5.932215650490710868e-01, 5.079553470625317035e-02, 6.726617898463314038e-01, 3.031751149982508942e-01, 1.054075660411713522e-01, 5.297669330510906827e-01, 6.777119972249817659e-01, 1.377048417585637452e+00, 8.863986895403109800e-01, 7.421097544863579643e-01
2.045000000000000000e+03, 2.130216538161316397e-01, 8.096922334909364416e-01, 3.908302514497338231e-01, 9.805925143128756405e-01, 6.979011503813017381e-01, 1.234895358116398362e-01, 7.164088465349786050e-01, 7.273795694402115930e-02, 5.805254387472742472e-01, 2.001327671377501893e-01, 2.538406275643875221e-01, 8.510972194019444936e-01, 6.735028936769370533e-01, 1.275782290732324409e+00, 1.024290951282028628e+00, 4.316906661081907903e-01
2.046000000000000000e+03, 5.072123981133671577e-01, 2.575818071736568626e-01, 4.512391290058869187e-01, 4.796874709087652344e-01, 8.853653467637387919e-01, 6.104129262701611935e-01, 7.141150546921456455e-01, 2.727191524803360134e-01, 6.442549609457854931e-01, 6.861126847704837051e-01, -3.612833187827182435e-01, 7.037700775548278997e-01, 1.019429776277476440e+00, 1.377968809871594313e+00, 1.147701776090786163e+00, 4.229929114117939593e-01
2.047000000000000000e+03, 3.862457960855132377e-01, -2.238862366909942503e-02, 1.854668614489962952e-01, 1.169501124558868094e-01, 7.232152886066787190e-01, 2.883297629320407118e-01, 1.041985461525831047e+00, 1.968412445510482889e-01, 3.598113266217732864e-01, 9.589690520693753273e-01, 1.708127256115223314e-01, 6.885515996846764963e-01, 7.917497811547491438e-01, 9.219387136008021510e-01, 7.109023224889761128e-01, 6.740050072480776588e-01
2.048000000000000000e+03, 4.953872392302802186e-01, 3.860157107243559205e-01, 3.104887925249628644e-01, 2.688393598868055179e-01, 6.177643418380356355e-01, 5.727527751692624847e-01, 7.471075691806667862e-01, 5.206802893962896028e-02, 6.585106736857780918e-01, 6.726187806562092808e-01, 1.637064557151743371e-01, 8.153696860999312124e-01, 6.624212239544960967e-01, 1.236542281299805923e+00, 1.169206472195650992e+00, 7.466726911088618079e-01
2.049000000000000000e+03, 1.588636348156806655e-01, 2.280892300453274124e-01, 5.196278802728437896e-01, -2.084688558080148579e-01, 7.068729112784229995e-01, 5.325298495167849477e-01, 6.798442839767191437e-01, 1.042734403818851158e-01, 7.486574433479766810e-01, 9.528684293040063924e-01, -3.918700263175876053e-01, 7.210156433292386202e-01, 5.549690948618186681e-01, 1.148149436060855288e+00, 1.163827239295150751e+00, 2.707374428598784410e-01
2.050000000000000000e+03, 4.747052204590859747e-01, 8.068975306365049338e-01, 4.543082717893371369e-01, 1.387847499239469873e-01, 6.305895728848900372e-01, 3.528233077502525572e-01, 7.188464702353475344e-01, 2.932343491988609330e-01, 8.125235824212398983e-01, 7.492080650108450257e-01, 3.093032751479093401e-01, 7.718422942475582360e-01, 7.651732083581951338e-01, 1.253469611151957652e+00, 5.965067155877622485e-01, 4.119881307845161822e-01
2.051000000000000000e+03, 5.620197999156348878e-01, 4.592932247872987817e-01, 3.172398377744070075e-01, 7.303415251291240917e-01, 5.757880701197388706e-01, 3.569480191988767537e-01, 8.473168604009103655e-01, 1.275494263284362439e-01, 4.586753753271015643e-01, 3.134075291482813497e-01, -1.957099145099594206e-01, 5.182533370372059967e-01, 6.000484114412477643e-01, 1.239707179742514320e+00, 1.137634074553164787e+00, 3.564539107536892626e-01
2.052000000000000000e+03, 2.807136366277847017e-01, 4.573220996842666253e-01, 5.594751901909231773e-01, 6.091597592965861674e-01, 8.577229486415474113e-01, 2.425050351251896441e-01, 8.728027124505420842e-01, -7.242180331596501097e-03, 4.779410221048432383e-01, 4.014643231702500481e-01, -2.003308892245153072e-01, 5.283329185947691631e-01, 8.253384823245840662e-01, 3.920057048742192074e-01, 1.380592100184045989e+00, 4.807714734234220244e-01
2.053000000000000000e+03, 6.412707103637045325e-01, 5.992295097279830562e-01, 2.415762012492879141e-01, 2.381341170021161746e-01, 6.482958462742123285e-01, 7.752544387461380859e-01, 1.088087644356443340e+00, 1.243144870514903549e-01, 3.243244342710939199e-01, 2.916871851975437191e-01, 3.234643698149415880e-01, 5.878492405159985168e-01, 5.457749094856501060e-01, 8.375262757204047226e-01, 1.133010663716417010e+00, 6.440701667553875298e-01
2.054000000000000000e+03, 8.711611290306662259e-01, 1.781407659235617336e-01, 4.092214012614870389e-01, 2.278644092025458243e-02, 7.916988453097252298e-01, 2.688507391965092586e-01, 7.040865286475139762e-01, 1.467335627664053121e-01, 3.924371351547630282e-01, 1.421438581521496047e+00, -1.496745105450017765e-01, 5.763481470185286559e-01, 8.093304329429151789e-01, 1.536074266076390860e+00, 9.554137508627308373e-01, 5.455951641144738407e-01
2.055000000000000000e+03, 3.658199403002463379e-01, 3.234288347318212131e-01, 3.426354473558537173e-01, 1.221784251163289259e+00, 5.203676855701554471e-01, 4.664273517027727745e-01, 1.131550411432417746e+00, 2.656926543913811223e-01, 4.728038307952312502e-01, 4.502682034847108050e-01, 4.819739014960529033e-01, 6.860272143064468642e-01, 8.199779721023011669e-01, 1.295538051290725079e+00, 3.109207889857317220e-01, 5.043575930045226530e-01
2.056000000000000000e+03, 3.566400144023374463e-01, 2.646239712437301606e-01, 4.874102785696913243e-01, 7.232284476121081385e-01, 6.706926260156985675e-01, 5.886478843586212539e-01, 5.670434593813558077e-01, 1.416058000995290833e-01, 5.752874476848605090e-01, 9.587946886665054125e-01, -6.582548109952904847e-01, 6.892847890889111095e-01, 6.797164656356908807e-01, 1.447967056151078014e+00, 1.102713765586985639e+00, 4.166156246563616494e-01
2.057000000000000000e+03, 6.873479620737600326e-01, 3.650664608289682089e-01, 5.953883472069466665e-01, 4.096664814187755410e-01, 6.257565251077641388e-01, 3.723677801897610218e-01, 1.041835245732372961e+00, 1.070700859574846009e-01, 2.441004107846551641e-01, 6.946777611008225772e-01, 2.549933035591405717e-01, 4.630106378277881185e-01, 7.260353342900974782e-01, 1.015230057289181032e+00, 1.334527593473689322e+00, 1.031850532651265251e+00
2.058000000000000000e+03, 2.204637500658476745e-01, 2.982655402217904705e-01, 5.578110177810813308e-01, 2.216283320347213759e-01, 9.745186732632658000e-01, 1.779606579576062109e-01, 1.063820260378823379e+00, 1.170799151680856735e-02, 2.947722433229923444e-01, 3.981209163806452844e-01, -8.928166756222463696e-02, 6.827280841879372897e-01, 7.334903576544902215e-01, 1.327348351472535271e+00, 1.470508657072853831e+00, 2.009454168999530166e-01
2.059000000000000000e+03, 3.764999129267321831e-01, 3.595037476072777127e-01, 1.397870242195592416e-02, 3.422205419723431952e-01, 6.786669440788926089e-01, 4.529602367915921413e-01, 8.592172903852314247e-01, 2.250262457842846509e-01, 4.902499793933093875e-01, 2.621250589276132303e-01, -2.593085626241065436e-02, 3.056932488571396656e-01, 7.286612907456028188e-01, 1.260582635904470283e+00, 1.050149637309049089e+00, 3.719281017721692839e-01
2.060000000000000000e+03, 7.497142869267955367e-01, 8.284625322020192639e-01, -8.299413001885241892e-02, 7.288627377827664455e-01, 8.658784352009873952e-01, 3.609843267940893163e-01, 1.169252715720944913e+00, 1.553868810896722741e-01, 2.122267377201968730e-01, 7.299554619329317040e-01, 2.374847091530483956e-01, 7.807185210592458846e-01, 7.990923504701487046e-01, 1.204237701456648324e+00, 8.858438474561708409e-01, 6.050823541543776107e-01
2.061000000000000000e+03, 2.353358239995635426e-01, 3.359249199805594555e-01, 2.210307647480286020e-01, 1.759090204700527460e-01, 7.706048579746873628e-01, 5.179089349036722911e-01, 1.307412881987159325e+00, 1.998646427339611786e-01, 7.221375749396421462e-01, 9.339274456402961722e-01, -9.380547505660152136e-03, 6.564581635544985971e-01, 5.587715326849330699e-01, 1.521457712666796747e+00, 1.060494131545272944e+00, 2.154349964827537434e-01
2.062000000000000000e+03, 6.281757128002652957e-01, 7.144176680842463378e-01, 2.798532852418665895e-01, 6.211570145891780470e-01, 7.071669948010714801e-01, 4.565188422505617183e-01, 1.323028235936319463e+00, 1.530418415875764715e-01, 6.055451863384668787e-01, 4.229684914905219584e-01, 2.794115830611814677e-01, 6.816946929013225631e-01, 7.463320020031453117e-01, 1.519276565508072663e+00, 8.855985586574093293e-01, 7.283237719441960634e-01
2.063000000000000000e+03, 6.178662232669481780e-01, 5.438544273203465007e-01, 4.699479427597600401e-01, 4.769045689044958958e-01, 7.154710756205262534e-01, 2.178379982188083930e-01, 1.512361865701559616e+00, -4.516597404507236534e-03, 8.858679294060581855e-01, 7.306799561267502963e-01, 2.072482943070499684e-01, 5.586347953059361826e-01, 9.127075035228823241e-01, 8.937431272539707594e-01, 8.075778279636960377e-01, 1.082505974484236078e-01
2.064000000000000000e+03, 8.501677986910189944e-01, 4.062639172880086469e-01, 6.189219147014490829e-01, 2.724153595494527291e-01, 7.049950242331791683e-01, 3.141682803786461919e-01, 1.134921247433521074e+00, 3.788492056117672702e-01, 6.520380824705670486e-01, 5.326569046484919134e-01, -4.966251137009385919e-01, 4.230090745521670748e-01, 5.908259311866741470e-01, 1.529186423568398512e+00, 1.355579609988818657e+00, 4.984031843300907316e-01
2.065000000000000000e+03, 7.101488692531560121e-01, 5.568342216842834258e-01, 2.653100807346197021e-01, -4.713641855289493060e-02, 8.144182468710672307e-01, 3.476167433134037532e-01, 1.310350952985241957e+00, 1.609962491082621017e-01, 3.510179279824301446e-01, 6.015004766995130092e-01, 3.107526495916963505e-01, 7.504983741412697418e-01, 6.802367372690135694e-01, 1.142932544913723092e+00, 1.302375195457711632e+00, 4.621012800231801831e-01
2.066000000000000000e+03, 7.817906604601007614e-02, 4.856346021526652956e-01, 4.834430666256847031e-01, 1.061233343759456993e+00, 8.136863723598489750e-01, 6.155027321730137668e-01, 1.329238076975101546e+00, 6.806125823748067349e-02, 5.528518941812062826e-01, 1.195812863013965277e+00, 1.477482849862603309e-01, 6.566869451086242426e-01, 5.565843984692689927e-01, 1.589938396649877461e+00, 1.122911602328079184e+00, 7.814130576133496708e-01
2.067000000000000000e+03, 5.970979363458037703e-01, 4.009991183470013043e-01, 4.286109654547615722e-01, 5.302034909354084169e-01, 5.163194820916400252e-01, 2.778427622886724957e-01, 1.382793196707328365e+00, 8.177631465559226376e-02, 3.952391228583111982e-01, 3.298542385709810620e-01, 2.214864114208043022e-01, 7.954850301619067476e-01, 7.277050889689251623e-01, 1.575434256055755711e+00, 6.957553764695530996e-01, 3.538360061013389735e-01
2.068000000000000000e+03, 4.256051045713904468e-01, 4.429085082565798470e-01, 4.046972572161752213e-01, 3.705495985935973180e-01, 1.074534190236179354e+00, 3.463494683464297119e-01, 1.243692192573233823e+00, 2.585729397314668887e-01, 5.405278172781877721e-01, 9.545914635671346460e-01, 3.494040507568194737e-04, 6.639290322791546739e-01, 7.205519455012986407e-01, 1.132345406223851381e+00, 1.286296709494153756e+00, 4.252978331115475630e-01
2.069000000000000000e+03, 6.428811941936809493e-01, 7.258497210777452302e-02, 5.204994013354297122e-01, 3.203502193351200900e-01, 5.495883220709186778e-01, 5.027274256457803236e-01, 1.068139503575311622e+00, 2.082695506163896038e-01, 4.210554549739026209e-01, 5.836309561426865633e-01, -5.440399480795353737e-01, 5.956518212489817499e-01, 7.850943537607069089e-01, 1.474559291584396137e+00, 1.335635512137541392e+00, 7.117902598517996671e-01
2.070000000000000000e+03, 6.612855120561147437e-01, 7.686903717378944512e-01, 4.460960613009036235e-01, 3.625260684309823955e-01, 9.343608816251468552e-01, 4.768596839813866728e-01, 7.621656000066142633e-01, 9.612992503032445624e-02, 7.331415346254631649e-01, 3.927497583611038179e-01, -1.128811720935370078e+00, 4.282937085031873758e-01, 7.499571101147570751e-01, 1.394936582386705703e+00, 8.929498517522563850e-01, 9.598783049380712473e-01
2.071000000000000000e+03, 5.407072143178101031e-01, 6.447293850238048352e-01, 2.517503498440523679e-01, 1.808755207486665850e-01, 7.250327731936123676e-01, 7.421593387407103559e-02, 7.188803314399856426e-01, 1.056639879526564824e-01, 4.886722116712720609e-01, 6.797062202883576987e-01, 1.127655814405731927e-01, 4.313054227338429247e-01, 7.346714695492045921e-01, 1.438660515077036406e+00, 9.956332921369842603e-01, 6.848894978946647172e-02
2.072000000000000000e+03, 4.746081480487751580e-01, 3.210372376144243201e-01, 5.507624643129396258e-01, 6.493396555339100429e-01, 9.586117828457693113e-01, 5.530719545035713836e-01, 1.151638736678449737e+00, 1.966990866651500691e-01, 7.451936141680012282e-01, 4.539288612966349556e-01, 3.336807228223382382e-01, 6.442013372436772300e-01, 7.950784174255274284e-01, 1.090897559875437350e+00, 6.224173415018624533e-01, 5.102425097325082870e-01
2.073000000000000000e+03, 3.462964415250395223e-01, 3.027816984687202173e-01, 7.281869336915656188e-01, 5.040766308314253985e-01, 9.724162491749621662e-01, 4.262590887613384449e-01, 1.458637345897890070e+00, 1.369140815631101904e-01, 5.473975115364200228e-01, 5.567587543282885854e-01, 2.860958641495888188e-01, 2.802372331693259166e-01, 5.806755693336662638e-01, 1.403176823028732922e+00, 1.183212235012525149e+00, 5.519332463040877990e-01
2.074000000000000000e+03, 2.074435834041033766e-01, 4.489033003999466920e-01, 4.022117507492525834e-01, 6.982974989515952080e-01, 6.195439411631400439e-01, 2.592083274100898671e-01, 6.027751503277960499e-01, 3.460330572666917570e-01, 5.832721625800463272e-01, 7.411991326620278597e-01, -1.429745928045637604e-01, 4.387804428877854490e-01, 7.566955531247895328e-01, 1.060731418995717101e+00, 1.097392492109926287e+00, 8.405595480836058897e-01
2.075000000000000000e+03, 4.320037792442091296e-01, 5.530486868050696891e-01, 2.026531561379686375e-01, 3.499324444475546136e-01, 8.907961934510435498e-01, 2.308960488076552409e-01, 7.840536298007633187e-01, 9.147882441249752250e-02, 6.324967058369438400e-01, 1.112564102244375963e+00, 7.111218038620593929e-02, 7.121264776543178021e-01, 6.237241951019825148e-01, 1.381018308116797044e+00, 8.398403708069854812e-01, 4.497404646922864013e-01
2.076000000000000000e+03, 6.101001766074455324e-01, 3.255594482698297987e-01, 1.905692551811390134e-01, -1.670195935242556884e-01, 7.861860691807442958e-01, 3.927485392079053117e-01, 1.445242966273734497e+00, 1.086560165806720740e-01, 6.252758322419620374e-01, 1.099823255202203143e+00, -4.713264183654178319e-01, 6.723603988921190711e-01, 8.040375438094076177e-01, 1.573831542650113713e+00, 4.944561984309500668e-01, 4.670205353068096477e-01
