year, CMCC-CM2-SR5, MPI-ESM1-2-LR, CNRM-ESM2-1, EC-Earth3-Veg, ACCESS-ESM1-5, TaiESM1, IPSL-CM6A-LR, NorESM2-MM, NorESM2-LM, MIROC-ES2L, CESM2-WACCM, GFDL-ESM4, CanESM5
2.028000000000000000e+03, 9.787556255095402946e+00, 5.264538279236813167e+01, 6.695540215243821081e+01, 1.602159179918456999e+01, 1.199198731378423588e+01, 1.508525219938237738e+00, 1.495107024667404083e+01, 8.533222878439694625e+00, 7.416299632954622467e+00, 6.328413189619960377e+01, 8.442745149755912948e+00, 5.150150957130902896e+01, 1.529972133809828527e+01
2.029000000000000000e+03, 1.000873309486505924e+01, 5.267731155810663779e+01, 6.728841133345817127e+01, 1.585613537198152478e+01, 1.194516989644854732e+01, 1.492376420552609773e+00, 1.503390613451433566e+01, 8.634493956472423903e+00, 7.455871170529485781e+00, 6.342112069993380175e+01, 8.447770308152820817e+00, 5.164709440355362347e+01, 1.521024565620440683e+01
2.030000000000000000e+03, 9.847507189850110976e+00, 5.270263404251048200e+01, 6.748784926760458802e+01, 1.592043780604196002e+01, 1.195565360977248837e+01, 1.475305332966678762e+00, 1.515915765128713311e+01, 8.603047252208567031e+00, 7.625311349571726183e+00, 6.346686454510213338e+01, 8.430307993718081150e+00, 5.183218431707030049e+01, 1.548284406096239785e+01
2.031000000000000000e+03, 9.653608933877583453e+00, 5.278001863688841411e+01, 6.767917967784738664e+01, 1.624250226277502662e+01, 1.196459596666209002e+01, 1.456951598819182569e+00, 1.530592316926722951e+01, 8.587029167946381492e+00, 7.693158951887668628e+00, 6.364998710718005270e+01, 8.567694374943904734e+00, 5.189683290716519082e+01, 1.538900279624866485e+01
2.032000000000000000e+03, 9.492317379624841678e+00, 5.287194324594010908e+01, 6.797235110073295061e+01, 1.620735251686448919e+01, 1.195242875188982090e+01, 1.533147771285786387e+00, 1.538519360739406139e+01, 8.511285814760828572e+00, 7.668581538401228137e+00, 6.389722629226938722e+01, 8.671196928306663665e+00, 5.189398573529775405e+01, 1.531431451801735477e+01
2.033000000000000000e+03, 9.586532839088411251e+00, 5.302791540354763100e+01, 6.815940169834308904e+01, 1.613081092541300876e+01, 1.198757828192901798e+01, 1.608776178715542127e+00, 1.539449954277562149e+01, 8.493274247947516287e+00, 7.494171831022219621e+00, 6.415842165032324829e+01, 8.741513897155551049e+00, 5.206608562703820553e+01, 1.544767575960876904e+01
2.034000000000000000e+03, 9.770208722395029355e+00, 5.312554671477617774e+01, 6.834719907669878580e+01, 1.650597963809031654e+01, 1.190685736655106730e+01, 1.513763342118040089e+00, 1.553913507939858007e+01, 8.659632882984487523e+00, 7.328983856113411299e+00, 6.436375962513191951e+01, 8.750643632437453689e+00, 5.224464357572608009e+01, 1.574656892445684697e+01
2.035000000000000000e+03, 9.469279741723548582e+00, 5.319923107316947863e+01, 6.860298924219198113e+01, 1.678099386256374714e+01, 1.188054650349958585e+01, 1.542649554804503165e+00, 1.558327141894746859e+01, 8.679299539498916971e+00, 7.281383570749888179e+00, 6.461353894782718044e+01, 8.592791364109940488e+00, 5.232915831546630869e+01, 1.580230409267737102e+01
2.036000000000000000e+03, 9.449083224256325408e+00, 5.330482645710753076e+01, 6.890294109805070377e+01, 1.710759367003022291e+01, 1.185197318781006004e+01, 1.535002782573789748e+00, 1.573436100022150441e+01, 8.756037681129383188e+00, 7.296131136177859133e+00, 6.487568565470769499e+01, 8.567355032505309609e+00, 5.249222963697695832e+01, 1.584795475435654666e+01
2.037000000000000000e+03, 9.640536710612847671e+00, 5.341619715705737548e+01, 6.894836258595680079e+01, 1.699051991301777420e+01, 1.183608167085448137e+01, 1.701918663180209679e+00, 1.576115652751815865e+01, 8.754052814429050144e+00, 7.347657642891511465e+00, 6.517954506433000006e+01, 8.591349861532609822e+00, 5.255085590343026780e+01, 1.559969834771364816e+01
2.038000000000000000e+03, 9.593920343101091319e+00, 5.360928112444091198e+01, 6.923737210801111530e+01, 1.672473594016080867e+01, 1.191660801729271846e+01, 1.669878847529883803e+00, 1.578569211845244880e+01, 8.899074418509799855e+00, 7.504926107034805227e+00, 6.552416926491883942e+01, 8.656043671984923193e+00, 5.271359828210904652e+01, 1.553483343616616530e+01
2.039000000000000000e+03, 9.567020622356981363e+00, 5.380878181249036629e+01, 6.939276763643771062e+01, 1.669247766161366542e+01, 1.201387591959817591e+01, 1.562103641476046745e+00, 1.585320951253682509e+01, 9.006115429815004347e+00, 7.639905125443082312e+00, 6.587912940982549515e+01, 8.700066285441703684e+00, 5.293867402127732191e+01, 1.535765869775060821e+01
2.040000000000000000e+03, 9.720121557997302375e+00, 5.395408197088725188e+01, 6.976754724491901527e+01, 1.673459822196584312e+01, 1.205870286069171726e+01, 1.501704363195345726e+00, 1.587021554145915836e+01, 8.995056631502455602e+00, 7.689536091297829223e+00, 6.618156524496599502e+01, 8.839774778577989878e+00, 5.316034749055923214e+01, 1.538134513164293082e+01
2.041000000000000000e+03, 9.680480684322144924e+00, 5.398957011166358200e+01, 7.000691027362653074e+01, 1.669673445596239958e+01, 1.202711616632065272e+01, 1.509748519859537952e+00, 1.593272149083307632e+01, 8.875755463246211008e+00, 7.725051611402861340e+00, 6.652021209486022713e+01, 9.038752008286381923e+00, 5.337815492743546031e+01, 1.538157406553274598e+01
2.042000000000000000e+03, 9.515450572600691714e+00, 5.403810280907884334e+01, 7.035183443505660250e+01, 1.682005323756641602e+01, 1.206270750578523199e+01, 1.435568881449079459e+00, 1.602188661686123083e+01, 8.819904543264978969e+00, 7.822410844115315065e+00, 6.689549340960022050e+01, 9.220040096500790483e+00, 5.358462370781426642e+01, 1.546055068484694495e+01
2.043000000000000000e+03, 9.825069961551614384e+00, 5.408796309790936618e+01, 7.024550689146856541e+01, 1.729761258528193579e+01, 1.207411522221279299e+01, 1.488901681055956550e+00, 1.607782435317925263e+01, 8.645657513173693687e+00, 7.797240364229644172e+00, 6.732256792953673141e+01, 9.370275893100695086e+00, 5.363751758146823789e+01, 1.563802663627009260e+01
2.044000000000000000e+03, 9.786682480764083536e+00, 5.422940026134416769e+01, 7.036293902715799220e+01, 1.736662235733392379e+01, 1.203729594553186111e+01, 1.509086152481895482e+00, 1.620267407687221706e+01, 8.640411883125377557e+00, 7.703361997556656071e+00, 6.764267015915672232e+01, 9.516558983854753961e+00, 5.393167697716577891e+01, 1.580771264744929994e+01
2.045000000000000000e+03, 9.653606836809069947e+00, 5.435144702383851723e+01, 7.083115284174138537e+01, 1.700407446796797473e+01, 1.204084099577077716e+01, 1.507793508095041535e+00, 1.632364310065462121e+01, 8.777854132209583327e+00, 7.817319223805252015e+00, 6.787752451115368046e+01, 9.517524311281396976e+00, 5.406581594049560380e+01, 1.577442651890856240e+01
2.046000000000000000e+03, 9.431931830803186756e+00, 5.440128166092607387e+01, 7.135457719170146618e+01, 1.674344104245304976e+01, 1.210494352991005762e+01, 1.466876015457710958e+00, 1.637608930904469773e+01, 8.936205090250327387e+00, 8.164532257922441971e+00, 6.796949293155287819e+01, 9.308655153832926743e+00, 5.425387462674736838e+01, 1.560417713799777673e+01
2.047000000000000000e+03, 9.601016129190966808e+00, 5.449126587106076158e+01, 7.161856005228901267e+01, 1.683037483911953558e+01, 1.211693221443668556e+01, 1.443748059130271155e+00, 1.650551687836377468e+01, 9.075069790360210220e+00, 8.309592891359669053e+00, 6.815708412365525248e+01, 9.299361013951811472e+00, 5.441366527538592379e+01, 1.557265765000286173e+01
2.048000000000000000e+03, 9.549251024908430807e+00, 5.459838919428022308e+01, 7.160391026635785749e+01, 1.682944515016026088e+01, 1.200499098639998863e+01, 1.520877751406880529e+00, 1.661214803632326209e+01, 9.152243811830125253e+00, 8.239726596786439927e+00, 6.844458317758929411e+01, 9.246645224527993534e+00, 5.455914634137539565e+01, 1.560316465925885510e+01
2.049000000000000000e+03, 9.841390101036477489e+00, 5.473976784670093565e+01, 7.188405698738401384e+01, 1.707063561682301867e+01, 1.194894710461109888e+01, 1.527835512061961332e+00, 1.664334215072984691e+01, 9.320212942701452619e+00, 8.191706201035469093e+00, 6.886452138823837288e+01, 9.255406544216150166e+00, 5.471202171520861413e+01, 1.534681878972790869e+01
2.050000000000000000e+03, 9.558137237564780619e+00, 5.485542582788508525e+01, 7.219889144611134668e+01, 1.768996788479348936e+01, 1.195738766649996343e+01, 1.461953451292693273e+00, 1.669330742313945848e+01, 9.475157823951072089e+00, 7.900907236905074349e+00, 6.938384348542373914e+01, 9.165999175779997898e+00, 5.494142267641311150e+01, 1.549613858519676413e+01
2.051000000000000000e+03, 9.534105333128847448e+00, 5.497553970478588781e+01, 7.247804728330338264e+01, 1.749273976997043789e+01, 1.195051346417853644e+01, 1.498809052284042709e+00, 1.675619906468361719e+01, 9.743448679204758989e+00, 7.690299051977912193e+00, 6.966984321999329666e+01, 9.153079849668282364e+00, 5.519150066765438822e+01, 1.538206764303480867e+01
2.052000000000000000e+03, 9.654440194711975565e+00, 5.497913755036587702e+01, 7.271789554886710505e+01, 1.690805096090156923e+01, 1.190974922895962074e+01, 1.540716848826670038e+00, 1.674574508128872097e+01, 9.818019184762896145e+00, 7.740161741435236387e+00, 7.001341757480905414e+01, 9.307153382266037056e+00, 5.534372317537867758e+01, 1.542859642565694855e+01
2.053000000000000000e+03, 9.572846544139046898e+00, 5.498745938390615606e+01, 7.264009060192752543e+01, 1.679763631602074625e+01, 1.193311553874699271e+01, 1.518626872170443898e+00, 1.683096982882555182e+01, 9.851263723339638290e+00, 7.894987907869787769e+00, 7.038616069444400125e+01, 9.287032939105200668e+00, 5.568460645753273752e+01, 1.547147230426549314e+01
2.054000000000000000e+03, 9.618899172522707985e+00, 5.516645587212472890e+01, 7.288636641844999531e+01, 1.694986900779250050e+01, 1.193846546419405641e+01, 1.470199365893104737e+00, 1.685974288685950739e+01, 9.811435540599687144e+00, 7.921693034818803270e+00, 7.078802850591740992e+01, 9.327581835367597662e+00, 5.598518616155133998e+01, 1.575035307059216372e+01
2.055000000000000000e+03, 9.667856047203798653e+00, 5.526426226216184290e+01, 7.332463632317552538e+01, 1.756220337487167171e+01, 1.190831893186857826e+01, 1.452174697645213008e+00, 1.694785269059323340e+01, 9.841200626377847982e+00, 7.782261158623849262e+00, 7.096444795812809048e+01, 9.528667274638221940e+00, 5.630890548722639721e+01, 1.597213877186846531e+01
2.056000000000000000e+03, 9.695665457417089073e+00, 5.536570896347408421e+01, 7.367325180523259576e+01, 1.797155868312696470e+01, 1.185969028850201923e+01, 1.483898118540320388e+00, 1.704914830358261568e+01, 1.003990571051445535e+01, 8.019043251318979770e+00, 7.099804540530620045e+01, 9.712344486769318053e+00, 5.654080649090098376e+01, 1.587580059754298212e+01
2.057000000000000000e+03, 9.727062405281087010e+00, 5.556177443205074695e+01, 7.386373531247244273e+01, 1.814044229155449983e+01, 1.179962634147611666e+01, 1.484847989455784889e+00, 1.712573693307921729e+01, 1.026226734004174901e+01, 8.362230472636701606e+00, 7.112602981067945507e+01, 9.701357420811616450e+00, 5.676031660986869554e+01, 1.559605630150085886e+01
2.058000000000000000e+03, 9.764731196925175993e+00, 5.566604960996895102e+01, 7.429807884316207378e+01, 1.789755704644218426e+01, 1.185846541800427190e+01, 1.520847149703318468e+00, 1.723682067536167040e+01, 1.026869726433746877e+01, 8.609697850994276536e+00, 7.128918922385199153e+01, 9.832675013143278520e+00, 5.695823839603769301e+01, 1.575287808807024170e+01
2.059000000000000000e+03, 9.958333186995911745e+00, 5.566641175117348439e+01, 7.454141940014356749e+01, 1.771626885181552069e+01, 1.188363607457953819e+01, 1.404241214169913210e+00, 1.725064687089030002e+01, 1.009483414618267894e+01, 8.504296041493628167e+00, 7.154472707917958019e+01, 9.867869829445938379e+00, 5.728448779365489685e+01, 1.580265773799855822e+01
2.060000000000000000e+03, 9.721512429162263658e+00, 5.580341031604560698e+01, 7.485260038120144088e+01, 1.783996739360598127e+01, 1.190931783651625686e+01, 1.417934025795340780e+00, 1.732529542271660361e+01, 1.009236300152478805e+01, 8.416642349581273663e+00, 7.187599266169320344e+01, 9.800285315686418031e+00, 5.750728724490858212e+01, 1.572028822610680443e+01
2.061000000000000000e+03, 9.854568043333827632e+00, 5.584088533836516177e+01, 7.491783805917670236e+01, 1.790839873336324928e+01, 1.185622819848131826e+01, 1.380605132779887834e+00, 1.739485586732029532e+01, 1.001682272759797598e+01, 8.568172745785073374e+00, 7.211518161293223272e+01, 9.839047532089995940e+00, 5.786902234043730431e+01, 1.569935244082875592e+01
2.062000000000000000e+03, 9.477535951175914519e+00, 5.595061091920652530e+01, 7.527860921620589352e+01, 1.764257527281947446e+01, 1.181469547739659554e+01, 1.427697979818857599e+00, 1.743469464830761950e+01, 9.960723732156676391e+00, 8.582488786558293725e+00, 7.222276351629675162e+01, 9.659515989661272783e+00, 5.816723549713527319e+01, 1.559079919077094445e+01
2.063000000000000000e+03, 9.842638393535132479e+00, 5.607154491807950336e+01, 7.565326766494519006e+01, 1.771646621273452737e+01, 1.173982680383864441e+01, 1.485988244537316705e+00, 1.744199496784460024e+01, 9.948901923221374233e+00, 8.652944768077343696e+00, 7.244166384241766821e+01, 9.764462103470865628e+00, 5.844531985676102437e+01, 1.562633820597350542e+01
2.064000000000000000e+03, 1.021573270636237929e+01, 5.614521087650825848e+01, 7.568994253990281607e+01, 1.784041482078974639e+01, 1.180498655888890980e+01, 1.386399082070540967e+00, 1.755807561172940723e+01, 1.020748633131763583e+01, 8.686320040628890737e+00, 7.275149358452407000e+01, 9.836355749480878430e+00, 5.874930160076438312e+01, 1.593937463863654713e+01
2.065000000000000000e+03, 1.000033666116832443e+01, 5.610722947170542341e+01, 7.607547822354105449e+01, 1.740962346913300252e+01, 1.178049724282362476e+01, 1.427770275030108449e+00, 1.753875417690964511e+01, 1.043163253710177685e+01, 8.825653797609437134e+00, 7.302071153167410955e+01, 9.996509291042837475e+00, 5.903217693961313728e+01, 1.596432275017963853e+01
2.066000000000000000e+03, 9.863917362187189397e+00, 5.622185470410224895e+01, 7.614373924886496070e+01, 1.757235520367817116e+01, 1.172426353097662499e+01, 1.495735959616366850e+00, 1.751747714419866853e+01, 1.053879106962823364e+01, 8.554233743611405316e+00, 7.322140508497186318e+01, 1.027146238294767500e+01, 5.924621750922469943e+01, 1.595842287859606934e+01
2.067000000000000000e+03, 9.967725636080317031e+00, 5.632215294450447374e+01, 7.659998485767339105e+01, 1.741830210187257677e+01, 1.173974070992698415e+01, 1.470045671614623295e+00, 1.755537809478492406e+01, 1.066500450739338213e+01, 8.759021992150126223e+00, 7.341980858702562784e+01, 1.014545609472013865e+01, 5.956509390915091018e+01, 1.603343331375494429e+01
2.068000000000000000e+03, 9.744600887812726597e+00, 5.635108970191293309e+01, 7.679695328931111931e+01, 1.756149446928196056e+01, 1.174532056323737628e+01, 1.377209932441708862e+00, 1.763167800238663219e+01, 1.072218271107279719e+01, 8.868558710629457664e+00, 7.362783522287134019e+01, 1.021935321598283686e+01, 5.989829158595060932e+01, 1.646102937390590171e+01
2.069000000000000000e+03, 9.960215625452505606e+00, 5.639907803700938160e+01, 7.696061018633621131e+01, 1.778377931796775968e+01, 1.175607140595609934e+01, 1.361351758893710739e+00, 1.766151698305388607e+01, 1.063004276031153239e+01, 9.042414822739191393e+00, 7.382316175983609696e+01, 1.022749996795103655e+01, 6.037145954726764785e+01, 1.656011208195549500e+01
2.070000000000000000e+03, 9.908894961836818283e+00, 5.652541820103179049e+01, 7.732533632022757786e+01, 1.762974271766307055e+01, 1.182701061687404831e+01, 1.440917557515440262e+00, 1.772696727601609012e+01, 1.046030761637067563e+01, 8.952283157457639362e+00, 7.407338339741461652e+01, 1.036248026272152778e+01, 6.060464244147892998e+01, 1.667675726434366013e+01
2.071000000000000000e+03, 9.578673915801463323e+00, 5.663468944008877060e+01, 7.746136802673106558e+01, 1.760736528239738163e+01, 1.183416916685286857e+01, 1.473700076897376920e+00, 1.775656881576414747e+01, 1.055478636489962341e+01, 8.961080532833996415e+00, 7.428372468266631756e+01, 1.057148651811364459e+01, 6.099415287378759132e+01, 1.676525227226479231e+01
2.072000000000000000e+03, 9.340641340816526750e+00, 5.670882855895162322e+01, 7.765201016797050215e+01, 1.769711863386003614e+01, 1.180308819675469856e+01, 1.412788017754097458e+00, 1.775898769904787500e+01, 1.057288246361161477e+01, 8.933773436325711970e+00, 7.462285273115838891e+01, 1.066709530137465300e+01, 6.136984130797753778e+01, 1.672764635191018101e+01
2.073000000000000000e+03, 9.609411847105233662e+00, 5.680204622874220632e+01, 7.783645922202713052e+01, 1.747124060088023967e+01, 1.181819856306849736e+01, 1.345531099960464827e+00, 1.776417548005927571e+01, 1.067870810142166427e+01, 8.863570342959697257e+00, 7.496832467417381451e+01, 1.067719491848551350e+01, 6.167051018438132814e+01, 1.672374930018138883e+01
2.074000000000000000e+03, 9.946556925430018126e+00, 5.687110532918192263e+01, 7.787032803417793048e+01, 1.709055009314547391e+01, 1.186481939616532877e+01, 1.320495804935370998e+00, 1.778828018638461828e+01, 1.077378479886824891e+01, 8.871006936472543458e+00, 7.523211683858492904e+01, 1.061976044959342502e+01, 6.202484320911845117e+01, 1.715239864550201077e+01
2.075000000000000000e+03, 9.946487126347840046e+00, 5.685496342850598950e+01, 7.814480230088123847e+01, 1.735333001429875210e+01, 1.187489496422785606e+01, 1.418833765648945366e+00, 1.783057047630422787e+01, 1.087511011547084294e+01, 9.156967363506455015e+00, 7.534256939390384389e+01, 1.056950385517999713e+01, 6.244302336564638267e+01, 1.670978296266339314e+01
2.076000000000000000e+03, 9.736275758513524892e+00, 5.686822523859220269e+01, 7.830096562564281726e+01, 1.738013888210570101e+01, 1.189768220211457184e+01, 1.443114320370176396e+00, 1.782664028911240806e+01, 1.096769732297220123e+01, 9.316850346913714276e+00, 7.530028943746178527e+01, 1.052222224161841702e+01, 6.279227368140292498e+01, 1.639622283873845632e+01
2.077000000000000000e+03, 9.500620707660990760e+00, 5.698671257471981733e+01, 7.838949138430056962e+01, 1.728756394985758860e+01, 1.186854101612061640e+01, 1.341342485333313350e+00, 1.786699410693834977e+01, 1.098628450773346543e+01, 9.183974292422787400e+00, 7.528764124704423466e+01, 1.074549109408931002e+01, 6.321499458964557050e+01, 1.622522811976666191e+01
2.078000000000000000e+03, 9.729588528504704570e+00, 5.699703396074924200e+01, 7.864639522020182483e+01, 1.718933145272123397e+01, 1.188566031427730607e+01, 1.341447246487178724e+00, 1.794141308951414970e+01, 1.092459340892394337e+01, 9.311013037600814002e+00, 7.551253904891787272e+01, 1.064499765646197105e+01, 6.363297437570858506e+01, 1.641410179018041049e+01
2.079000000000000000e+03, 9.979422042932871051e+00, 5.717534510186301588e+01, 7.860394579214955968e+01, 1.737302475584295536e+01, 1.187781879557591402e+01, 1.485616406540629653e+00, 1.793036939622441395e+01, 1.100865392422043065e+01, 9.431077358621310580e+00, 7.583556275366586874e+01, 1.071043130851837688e+01, 6.386989379567982184e+01, 1.650180654315379769e+01
2.080000000000000000e+03, 9.603565274489060499e+00, 5.739059308516874580e+01, 7.876343434552632061e+01, 1.754709907947361458e+01, 1.181230496508104011e+01, 1.419350793870636895e+00, 1.794086279284422147e+01, 1.110237229881120058e+01, 9.315579714551248003e+00, 7.606363136481358822e+01, 1.082283004542602534e+01, 6.423425446710312769e+01, 1.665474957759058583e+01
2.081000000000000000e+03, 9.491353298934981808e+00, 5.753648946977855161e+01, 7.861592856911306626e+01, 1.786585215211431432e+01, 1.187869510328316913e+01, 1.377638414990201010e+00, 1.800199066240513091e+01, 1.119780032683439508e+01, 9.292340470682939113e+00, 7.616877505259674308e+01, 1.074592189956289978e+01, 6.465009980593052319e+01, 1.663441352688734653e+01
2.082000000000000000e+03, 9.791321872044470354e+00, 5.764398553183495011e+01, 7.883617376539335453e+01, 1.726977504730021096e+01, 1.188773451363185352e+01, 1.350208184341478379e+00, 1.799479149214674933e+01, 1.110170817798945819e+01, 9.343887050028421015e+00, 7.631215571971198131e+01, 1.087711943003962745e+01, 6.495494789021439885e+01, 1.700114794441496358e+01
2.083000000000000000e+03, 9.558909688166639995e+00, 5.777020139903354590e+01, 7.907931093667620814e+01, 1.701075753201980589e+01, 1.181444470328405316e+01, 1.499089172911661327e+00, 1.798728726838320213e+01, 1.112698609748069245e+01, 9.260544049408466094e+00, 7.644556669078733080e+01, 1.116537465850801958e+01, 6.522366755785257908e+01, 1.692638007403541422e+01
2.084000000000000000e+03, 9.307483224965363178e+00, 5.778877908464314572e+01, 7.911065798968083129e+01, 1.678894252755662109e+01, 1.170795497558903620e+01, 1.367700513772481585e+00, 1.805604676808042086e+01, 1.118803384380295896e+01, 9.284096670579899069e+00, 7.672041201843967428e+01, 1.112941799531561671e+01, 6.561811009373028014e+01, 1.697984666649452734e+01
2.085000000000000000e+03, 9.448231974986619264e+00, 5.770737311697986627e+01, 7.888543931662879061e+01, 1.688099187647770805e+01, 1.169578607668892012e+01, 1.382067376391022284e+00, 1.812227425431353467e+01, 1.133116496228962156e+01, 9.427686207399807117e+00, 7.705987887542295312e+01, 1.111222141049512935e+01, 6.601842360701826351e+01, 1.714706866055604806e+01
2.086000000000000000e+03, 9.313513251694192974e+00, 5.773804274324107411e+01, 7.905678339659155540e+01, 1.699155416914431171e+01, 1.170730026237731103e+01, 1.311366651664144012e+00, 1.812892931723244061e+01, 1.124319899984550375e+01, 9.643111337490644530e+00, 7.723597358826994252e+01, 1.107137825950269061e+01, 6.638010383137216763e+01, 1.721253922280124726e+01
2.087000000000000000e+03, 8.916880551460753423e+00, 5.776752320178550093e+01, 7.916250592531565644e+01, 1.683982619687688143e+01, 1.172359335462041940e+01, 1.390801301712783600e+00, 1.816247810862602563e+01, 1.116332590037893269e+01, 9.959819237762314259e+00, 7.730475792580250527e+01, 1.128961064895151623e+01, 6.679350561070843639e+01, 1.689755361504365894e+01
2.088000000000000000e+03, 9.204714538108682120e+00, 5.794314411016282662e+01, 7.936457329241791570e+01, 1.671105327857404532e+01, 1.173304351794298306e+01, 1.386309594564943515e+00, 1.822298367397337415e+01, 1.133025682803924994e+01, 1.006682241646195486e+01, 7.737936804708461125e+01, 1.137104874404537647e+01, 6.722957254376279934e+01, 1.688678124726146024e+01
2.089000000000000000e+03, 9.179349004763569297e+00, 5.811945634164237617e+01, 7.955374026572580703e+01, 1.663010807908547761e+01, 1.176015914412466579e+01, 1.375866930046386383e+00, 1.824124834303972875e+01, 1.132372504300532867e+01, 9.927266137128894385e+00, 7.723967381055526005e+01, 1.146227206716655367e+01, 6.751717434619546054e+01, 1.719342657579401390e+01
