year, TaiESM1, NorESM2-MM, CMCC-CM2-SR5, NorESM2-LM, IPSL-CM6A-LR, CESM2-WACCM, UKESM1-0-LL, MPI-ESM1-2-LR, MIROC-ES2L, EC-Earth3-Veg, CanESM5, ACCESS-ESM1-5, CNRM-ESM2-1
2.090000000000000000e+03, 6.445201960060724389e+01, 5.981585769477625263e+02, 8.488272075677450630e+02, 9.917564331415185279e+02, 7.802637553575756613e+01, 6.067749830271584415e+02, 2.653896094557755987e+02, 1.358076835148428927e+02, 3.751544992181168254e+02, 3.230146480174082626e+02, 2.459560881061078703e+02, 2.012306486321365071e+02, 4.209576434233477471e+02
2.091000000000000000e+03, 6.439587793324410825e+01, 5.981684660113132850e+02, 8.485834019303496234e+02, 9.915981579167092832e+02, 7.810784054201924675e+01, 6.066625626629459020e+02, 2.654956064275458516e+02, 1.359920268896036646e+02, 3.754364907418895996e+02, 3.230892528413182845e+02, 2.463775387676024025e+02, 2.012693801213719951e+02, 4.214367865690765598e+02
2.092000000000000000e+03, 6.434393351337405420e+01, 5.982226038825209571e+02, 8.483808845941023264e+02, 9.914558415256861963e+02, 7.821275903441207333e+01, 6.065521949928834147e+02, 2.657676506267079048e+02, 1.361105161459123849e+02, 3.757782016877006868e+02, 3.231302701687502577e+02, 2.468094020734613423e+02, 2.012642540617766826e+02, 4.219057185601729998e+02
2.093000000000000000e+03, 6.432330399306452762e+01, 5.982310952771882739e+02, 8.481511705066504874e+02, 9.913154372488004356e+02, 7.829004379779394185e+01, 6.064476709555056004e+02, 2.656895452522971368e+02, 1.363604178038621342e+02, 3.761913201371750120e+02, 3.230753511532188895e+02, 2.472469825233219751e+02, 2.012708395467863340e+02, 4.222997096917157478e+02
2.094000000000000000e+03, 6.431222209766660569e+01, 5.981661478683934092e+02, 8.479479729514464452e+02, 9.912059573902007514e+02, 7.835792327762003140e+01, 6.063279739263650754e+02, 2.656868370684724141e+02, 1.364382355600718313e+02, 3.766267014748866586e+02, 3.229780429209372414e+02, 2.477077977565695903e+02, 2.012907648015844586e+02, 4.225898260698698436e+02
2.095000000000000000e+03, 6.432444249294964322e+01, 5.981192838192233694e+02, 8.477358989072383793e+02, 9.911097601587049439e+02, 7.841675035458229104e+01, 6.061941034897723739e+02, 2.657946425666378332e+02, 1.365530299053775423e+02, 3.770484382217696862e+02, 3.228662437094478719e+02, 2.481240674125438659e+02, 2.013197676397161615e+02, 4.228392804921783750e+02
2.096000000000000000e+03, 6.426808111130351620e+01, 5.980948263380648768e+02, 8.475984754982251843e+02, 9.910679381824445500e+02, 7.846627341119506127e+01, 6.060288996853371373e+02, 2.659382872251894696e+02, 1.366185156130571272e+02, 3.773673871702451379e+02, 3.228014698560793931e+02, 2.485498587367833068e+02, 2.013545375855899522e+02, 4.231273407832942439e+02
2.097000000000000000e+03, 6.424102215568322549e+01, 5.980864327262640927e+02, 8.474452224277342793e+02, 9.910316035107540529e+02, 7.849761408224946990e+01, 6.058938322720268843e+02, 2.660118307844159062e+02, 1.365069452484473231e+02, 3.776814467102938693e+02, 3.227589765685854672e+02, 2.490106076830749373e+02, 2.013595217708013934e+02, 4.234462890623893827e+02
2.098000000000000000e+03, 6.420959851064381496e+01, 5.980989677602740358e+02, 8.472082616799391417e+02, 9.909361574105042791e+02, 7.854404424615805169e+01, 6.057828958765179550e+02, 2.661832664000847899e+02, 1.366335022114736830e+02, 3.779755435172386910e+02, 3.227766108571373707e+02, 2.495738353614328560e+02, 2.013860650377488923e+02, 4.237703151351718702e+02
2.099000000000000000e+03, 6.418554641752430712e+01, 5.981285618594340576e+02, 8.469359806441584624e+02, 9.907502709676665518e+02, 7.859482820892465327e+01, 6.056812595103797321e+02, 2.661447984419901900e+02, 1.365572735877105401e+02, 3.783401534999379692e+02, 3.227899931444114827e+02, 2.500667716269181255e+02, 2.014014303527995935e+02, 4.240107970632126353e+02
2.100000000000000000e+03, 6.408016191949703000e+01, 5.981561799380020830e+02, 8.467122559627191549e+02, 9.905617210606078515e+02, 7.863466911158033668e+01, 6.055256323808268917e+02, 2.661006609174333448e+02, 1.366828057444949991e+02, 3.786712719301135621e+02, 3.227740353607447901e+02, 2.505188538306672115e+02, 2.013885489796921036e+02, 4.243301675234998811e+02
