year, TaiESM1, INM-CM5-0, CanESM5, MPI-ESM1-2-LR, NorESM2-MM, CNRM-ESM2-1, CESM2-WACCM, IPSL-CM6A-LR, EC-Earth3-Veg, UKESM1-0-LL, GFDL-ESM4, ACCESS-ESM1-5, INM-CM4-8, CMCC-CM2-SR5, MIROC-ES2L, NorESM2-LM
2.025000000000000000e+03, 3.824546441845586031e+01, 4.448655572195540486e+01, 3.397487464704435212e+01, 4.254062054968930084e+01, 3.075563605646084397e+01, 3.094277565710546440e+01, 2.978744430414822020e+01, 3.496951894710051079e+01, 3.625299842056010391e+01, 4.381710032879995964e+01, 2.947571460769713880e+01, 3.329338448670218753e+01, 4.243145120358840927e+01, 2.503756996966136228e+01, 2.613455650432326394e+01, 3.174509601559529060e+01
2.026000000000000000e+03, 3.796310296813150131e+01, 4.399365418369345093e+01, 3.472618321262778096e+01, 4.172231180429601949e+01, 3.081216090831041043e+01, 3.309030881694876314e+01, 3.082731445891894140e+01, 3.451329949148026799e+01, 3.565167849347991336e+01, 4.271503106605996436e+01, 2.921669110682266535e+01, 3.341591497787533172e+01, 4.362844315270638873e+01, 2.574557179002779250e+01, 2.661758297797698347e+01, 3.238385883314438018e+01
2.027000000000000000e+03, 3.759031346335532930e+01, 4.306888913112748440e+01, 3.417892835513676175e+01, 4.304688841598467519e+01, 3.191355587583425191e+01, 2.835180886177274573e+01, 3.125366075877290939e+01, 3.525450602696791691e+01, 3.660342094096741050e+01, 3.915645474418224126e+01, 2.983232252611324498e+01, 3.545253024368143002e+01, 4.469264697998477942e+01, 2.525860075756135004e+01, 2.689536118375357532e+01, 3.191542914713273049e+01
2.028000000000000000e+03, 3.831171704059830319e+01, 4.461263188129725421e+01, 3.463357879332348688e+01, 4.346323898635192506e+01, 3.037388521268836072e+01, 2.886718340961384044e+01, 3.132095328761279873e+01, 3.447416814650530625e+01, 3.688350064855748656e+01, 3.958999567232665839e+01, 2.954876811075859422e+01, 3.565250834417620496e+01, 4.400310089984527906e+01, 2.470888624140719614e+01, 2.770643764571974188e+01, 3.226135568930592257e+01
2.029000000000000000e+03, 3.830198242029668876e+01, 4.445872826731327621e+01, 3.533241387071890927e+01, 4.408167525357155370e+01, 3.115500676722123075e+01, 3.062350429066103530e+01, 3.127590614561270144e+01, 3.409253978614454184e+01, 3.687794249902526644e+01, 4.467469500155053197e+01, 2.816399045237354670e+01, 3.569133819959652953e+01, 4.368729356106502593e+01, 2.641964816030078467e+01, 2.642928632695048918e+01, 3.297899976768211872e+01
2.030000000000000000e+03, 3.795097161749570347e+01, 4.523385047225445277e+01, 3.438316578339468066e+01, 4.257500967539341730e+01, 3.182444556973980454e+01, 2.984908769847150722e+01, 3.037254546466881422e+01, 3.464007730511986694e+01, 3.530848276693508581e+01, 4.534703023597771931e+01, 2.963385233098685845e+01, 3.606301775462776504e+01, 4.426145451508701711e+01, 2.623928497776069690e+01, 2.719343009922469534e+01, 3.291427396278277229e+01
2.031000000000000000e+03, 3.775599149601239191e+01, 4.301787962313657943e+01, 3.381691921981707338e+01, 4.031841592792109452e+01, 3.078217043548855614e+01, 3.048710196204188350e+01, 3.047354935213617111e+01, 3.530092496503365140e+01, 3.615885194852657492e+01, 4.278406433003898712e+01, 2.894448076420558635e+01, 3.533777835829263836e+01, 4.246614429612068875e+01, 2.675737083495017288e+01, 2.754734684647769427e+01, 3.211220057426997698e+01
2.032000000000000000e+03, 3.803720969898842696e+01, 4.361857395741576227e+01, 3.414004121904770273e+01, 4.203606989858145937e+01, 3.123858462366598943e+01, 2.867840300504536444e+01, 3.159162668216344017e+01, 3.491896853903317322e+01, 3.672651215969878535e+01, 4.338465921835545203e+01, 2.989913827656547696e+01, 3.414286934932760431e+01, 4.488078609497343052e+01, 2.562237741860743867e+01, 2.742463932941278770e+01, 3.158783467491932484e+01
2.033000000000000000e+03, 3.744878123488715005e+01, 4.426158729922818225e+01, 3.491528073958277645e+01, 4.536643368273913524e+01, 3.185304130491274321e+01, 2.715307163338252039e+01, 3.170935290863971545e+01, 3.473860899842345873e+01, 3.642380225524098591e+01, 4.303470626100358487e+01, 2.953130593080507538e+01, 3.436649427332837092e+01, 4.513250667278835948e+01, 2.615692665196286626e+01, 2.834068218659066218e+01, 3.217299756808135669e+01
2.034000000000000000e+03, 3.755938839496616310e+01, 4.470965965446110602e+01, 3.443536180725315887e+01, 4.463884106733775070e+01, 3.210010203092272008e+01, 2.745779299565998954e+01, 3.133905391711527955e+01, 3.566223361177968343e+01, 3.636566614410426723e+01, 4.205660939702855927e+01, 2.874684232750163915e+01, 3.658730424840281614e+01, 4.511968813507954934e+01, 2.580676603894464094e+01, 2.744930263847631835e+01, 3.297236485201064937e+01
2.035000000000000000e+03, 3.894378278652318670e+01, 4.518677934063301649e+01, 3.504411078539572344e+01, 4.259114728827304930e+01, 3.120308905858011883e+01, 3.004566821937869037e+01, 3.201213997963097313e+01, 3.470045369303766591e+01, 3.728595632327423459e+01, 4.313237121802650620e+01, 3.065114678583430319e+01, 3.635680009514535271e+01, 4.344927762386614489e+01, 2.526417700442741321e+01, 2.728765462675390907e+01, 3.260029358953406842e+01
2.036000000000000000e+03, 3.818283400749826484e+01, 4.325755417514013601e+01, 3.769321254752405537e+01, 4.282642875410135019e+01, 3.221508493576086352e+01, 2.943462545173980160e+01, 3.024314316362540467e+01, 3.616631346613019815e+01, 3.691883104425394890e+01, 4.408781000111380877e+01, 2.913706432273098201e+01, 3.656148709549987785e+01, 4.472397586158207616e+01, 2.626755078898179363e+01, 2.748232536796935221e+01, 3.230588668775943262e+01
2.037000000000000000e+03, 3.703350027758023799e+01, 4.494350857167643909e+01, 3.738128668660807108e+01, 4.626518200529255154e+01, 3.143328930144910771e+01, 3.141170955368274775e+01, 3.173407128932115384e+01, 3.529619219774913574e+01, 3.627351673139794030e+01, 4.027885009030082131e+01, 2.956444742414594984e+01, 3.667499108958593723e+01, 4.409272632526465685e+01, 2.552744107852688416e+01, 2.797314906134353052e+01, 3.191836363435758273e+01
2.038000000000000000e+03, 3.706583732196928338e+01, 4.356662284327873635e+01, 3.518355337110308056e+01, 4.618939832154556768e+01, 3.165061679275078532e+01, 3.100068219567752692e+01, 3.042235192132676502e+01, 3.578381878727832088e+01, 3.726616641692137222e+01, 4.428121986747775907e+01, 3.011744230808529821e+01, 3.533563727236960261e+01, 4.479806783167220630e+01, 2.624984963649649572e+01, 2.775557433093317883e+01, 3.198773939290168755e+01
2.039000000000000000e+03, 3.823498612665208896e+01, 4.373301566545030994e+01, 3.439665322297891237e+01, 4.477903070911309413e+01, 3.198723756745929947e+01, 3.105489426121095065e+01, 3.044234799667015778e+01, 3.682673864394114815e+01, 3.591618211949600692e+01, 4.181166412127242182e+01, 3.198550683090167013e+01, 3.305273987917255596e+01, 4.496214199793244859e+01, 2.596105036219706363e+01, 2.720293352207639970e+01, 3.185106884109785241e+01
2.040000000000000000e+03, 3.835452208446857014e+01, 4.399786988516463992e+01, 3.515866899084223007e+01, 4.495712561404307195e+01, 3.164874259476894025e+01, 3.175088304821723284e+01, 3.084258541523520236e+01, 3.626750971213753871e+01, 3.734112943461121148e+01, 4.338184347386331297e+01, 3.229778966059451051e+01, 3.549011663419799589e+01, 4.473933191026804224e+01, 2.612508315462962472e+01, 2.721810070438998963e+01, 3.308348706505173453e+01
2.041000000000000000e+03, 3.977738274793637174e+01, 4.468618328367056591e+01, 3.526590698889960152e+01, 4.486241732191299292e+01, 3.117650711587147683e+01, 3.138002540720992783e+01, 3.114016152913283975e+01, 3.593624221110326999e+01, 3.636366188467906113e+01, 4.541919267035374475e+01, 3.016360617011906342e+01, 3.515045990251631736e+01, 4.438701325431356537e+01, 2.635768137871621875e+01, 2.763299158545368783e+01, 3.267701766745152980e+01
2.042000000000000000e+03, 3.904301691110703842e+01, 4.367324208279353570e+01, 3.592400784707299266e+01, 4.318236825595364792e+01, 3.235839406550869057e+01, 3.248780172728957183e+01, 3.232525579812224947e+01, 3.445746248089076857e+01, 3.626955342159219242e+01, 4.197288241332564951e+01, 2.906086445883209990e+01, 3.391201300719501432e+01, 4.500134789474837049e+01, 2.620538596059832770e+01, 2.831478609520453205e+01, 3.207848292094494269e+01
2.043000000000000000e+03, 3.915859407860676100e+01, 4.411430248587979719e+01, 3.694992939794066444e+01, 4.194879214860399230e+01, 3.170614554754013170e+01, 2.930260557169912516e+01, 3.154717569383972275e+01, 3.578930905022255615e+01, 3.703473462209225175e+01, 4.020955175194585962e+01, 3.076447877122206620e+01, 3.181518193322259336e+01, 4.473666579612210370e+01, 2.612003085469183716e+01, 2.778127765025055496e+01, 3.275314089199356005e+01
2.044000000000000000e+03, 3.935490297926952508e+01, 4.544236449992787641e+01, 3.602372945782290259e+01, 4.388674599513384322e+01, 3.235963207325066548e+01, 3.045019889492215270e+01, 3.136630468460086618e+01, 3.641638139213970504e+01, 3.704685254315589304e+01, 4.021442632074015933e+01, 3.195312755458074605e+01, 3.461691705210364489e+01, 4.470909430332900314e+01, 2.575058055623479447e+01, 2.741356206559295572e+01, 3.318862478162758833e+01
2.045000000000000000e+03, 3.871067814852001732e+01, 4.661033207453174043e+01, 3.430950463353491386e+01, 4.404691773165837532e+01, 3.247638520716134281e+01, 3.060292600637169258e+01, 3.159314764267115194e+01, 3.545091587034922753e+01, 3.622947975442702528e+01, 3.819590401298983551e+01, 2.983450750038305799e+01, 3.615867446114270933e+01, 4.380084703310649985e+01, 2.649476948298464407e+01, 2.795212241942824249e+01, 3.378173520164828147e+01
2.046000000000000000e+03, 3.934392185528197672e+01, 4.621813023756627814e+01, 3.236241228560312777e+01, 4.469769793910715805e+01, 3.185982664989467139e+01, 3.122447444574541819e+01, 3.077162984081742536e+01, 3.581424412623662334e+01, 3.673747784366991453e+01, 4.030843483273037720e+01, 2.828088910086379570e+01, 3.611429955155149685e+01, 4.456025036524430050e+01, 2.560934505569330710e+01, 2.832321428092816618e+01, 3.370854918754413632e+01
2.047000000000000000e+03, 3.990994767629329232e+01, 4.661989410228677855e+01, 3.467738377121442994e+01, 4.423760971226253957e+01, 3.141742704122729180e+01, 3.220496461070751337e+01, 3.132260064585092252e+01, 3.484490076674025971e+01, 3.665156360131724966e+01, 4.224691422042453581e+01, 3.035611923759105579e+01, 3.666928660387779360e+01, 4.543357715435944755e+01, 2.592144349617694132e+01, 2.789534241527585223e+01, 3.320773541491343650e+01
2.048000000000000000e+03, 3.867708951369719017e+01, 4.623821399584710434e+01, 3.578027619137411364e+01, 4.409195383048906791e+01, 3.236891265683802033e+01, 3.169454287928710556e+01, 3.092565982572777372e+01, 3.660796618564757665e+01, 3.659964597337422276e+01, 4.480371800728779874e+01, 3.006509322902139303e+01, 3.677443712683268018e+01, 4.330469556688845501e+01, 2.584198233081113472e+01, 2.756120762963848492e+01, 3.338670661021727426e+01
2.049000000000000000e+03, 3.842867040695482217e+01, 4.502245394228300768e+01, 3.520694131201432242e+01, 4.509180459887500803e+01, 3.146353199470030404e+01, 3.055935017957666489e+01, 2.990900631097953166e+01, 3.463790610509815338e+01, 3.601256713623048000e+01, 4.374125020994630830e+01, 3.004384978554075758e+01, 3.347306528567601447e+01, 4.545199093773890553e+01, 2.461652646021983415e+01, 2.758206017074880023e+01, 3.164736837139047054e+01
2.050000000000000000e+03, 3.957954922371401807e+01, 4.598534281127987811e+01, 3.516832374840382158e+01, 4.679173506373444980e+01, 3.134910111434084001e+01, 3.033289696900975230e+01, 3.039713121060905721e+01, 3.516739684988383630e+01, 3.718544921814419979e+01, 4.247384606696773801e+01, 3.014670747553732966e+01, 3.052939872982780756e+01, 4.483488501831698869e+01, 2.562418342904375734e+01, 2.821038361344452738e+01, 3.234045045179319544e+01
2.051000000000000000e+03, 3.865895275192337266e+01, 4.309911730450097167e+01, 3.657532492669314195e+01, 4.589539662140339971e+01, 3.132329935693110556e+01, 2.843852401602712376e+01, 3.221756150910542260e+01, 3.406878740911415093e+01, 3.668904287380937035e+01, 4.340175439880419361e+01, 2.992306403149456528e+01, 3.414274825275622050e+01, 4.376741313121088695e+01, 2.592073361816114740e+01, 2.759582143475994087e+01, 3.190326312222725136e+01
2.052000000000000000e+03, 3.806269749941757397e+01, 4.410087121507714158e+01, 3.669316198361857317e+01, 4.576799340113864645e+01, 3.183339375891915779e+01, 2.887883350948953520e+01, 3.047200461195836851e+01, 3.612332337077972255e+01, 3.746649567884816889e+01, 4.257120773672446745e+01, 2.980425436530929062e+01, 3.249644233716355046e+01, 4.413475986073469670e+01, 2.546602427006832414e+01, 2.750299651631233289e+01, 3.235089758638300594e+01
2.053000000000000000e+03, 3.681619906189758495e+01, 4.561212057851921031e+01, 3.551233499399589988e+01, 4.670625063947686328e+01, 3.249068905180114086e+01, 2.738684850237377333e+01, 3.129728159632088591e+01, 3.620372946414064330e+01, 3.620608515344409284e+01, 4.364589840992232439e+01, 3.134745254014625715e+01, 3.327012803038750377e+01, 4.491273199447161346e+01, 2.613835374731496231e+01, 2.749285715879532788e+01, 3.254754453215321064e+01
2.054000000000000000e+03, 3.769635332618013024e+01, 4.662045287738518340e+01, 3.520018159246734513e+01, 4.630547151608817558e+01, 3.232040165668514220e+01, 2.902357400334989990e+01, 3.160365192621903319e+01, 3.553620076480400058e+01, 3.712406619920790263e+01, 4.205882202123883928e+01, 2.864800454376417704e+01, 3.485223235361342375e+01, 4.390530459382888750e+01, 2.552782232467216161e+01, 2.808008443599737802e+01, 3.255224885056270523e+01
2.055000000000000000e+03, 3.839002289798702350e+01, 4.618149154892405051e+01, 3.413561102661882529e+01, 4.485566990528334941e+01, 3.196697417972738720e+01, 3.165291648095571375e+01, 3.128431288914482877e+01, 3.716224624301528934e+01, 3.626656324250929231e+01, 4.341349843043024492e+01, 2.851259835543407561e+01, 3.856596121477342365e+01, 4.483232564238447537e+01, 2.570689157045605455e+01, 2.805926412554854821e+01, 3.381321153908852040e+01
2.056000000000000000e+03, 3.802723015328759715e+01, 4.753257485128659710e+01, 3.442265985003762552e+01, 4.440235523261104333e+01, 3.250428941440033981e+01, 3.307766599351881354e+01, 3.188327426387210650e+01, 3.627844048524507770e+01, 3.687653704147689382e+01, 4.218710983201184206e+01, 2.927949568728751828e+01, 3.861598337181503382e+01, 4.453697084354935498e+01, 2.609483115626944283e+01, 2.728190939581793018e+01, 3.426084894790811575e+01
2.057000000000000000e+03, 3.714473153436244957e+01, 4.507904877385823994e+01, 3.402554627692833122e+01, 4.293029441644391397e+01, 3.226093257469544540e+01, 3.262481608687205892e+01, 3.226923232538716491e+01, 3.640206222111164180e+01, 3.692954861284948009e+01, 4.249529289442894964e+01, 3.139849490135305388e+01, 3.589002267058364737e+01, 4.408236647106591022e+01, 2.680063549949876744e+01, 2.787220672343411465e+01, 3.389823606311986737e+01
2.058000000000000000e+03, 3.819550767081594245e+01, 4.447132876258407208e+01, 3.561343732351451763e+01, 4.505744753143641645e+01, 3.163850155642492723e+01, 3.041092457068003085e+01, 3.164646454264607556e+01, 3.759646074556738427e+01, 3.678836328193230543e+01, 4.483954322623352340e+01, 3.138352775799818417e+01, 3.207294826983351044e+01, 4.467865681301506697e+01, 2.616754319222348002e+01, 2.791700209854441894e+01, 3.386021012284489018e+01
2.059000000000000000e+03, 3.846922579529489639e+01, 4.475681163284166786e+01, 3.579110607258360943e+01, 4.451298633771778412e+01, 3.247883954651787519e+01, 2.893963949462054686e+01, 3.226472511262948473e+01, 3.575554501943408781e+01, 3.454413561296001234e+01, 4.077978348976250800e+01, 3.095015902633037186e+01, 3.268886439154339030e+01, 4.517440516530815131e+01, 2.666802151291790324e+01, 2.764305542736517651e+01, 3.311055617127453132e+01
2.060000000000000000e+03, 3.871998349300395148e+01, 4.443362533590639174e+01, 3.529011695853670005e+01, 4.468696628687732897e+01, 3.208239920426783698e+01, 2.949284387833902699e+01, 3.153566432485117232e+01, 3.599631456055905687e+01, 3.778352148010647937e+01, 4.473927675069474219e+01, 2.983297842411043987e+01, 3.472761071459250104e+01, 4.488309165146563373e+01, 2.614410022039434622e+01, 2.785494535848004460e+01, 3.391085971435628466e+01
2.061000000000000000e+03, 3.716759606638473912e+01, 4.620864111821649800e+01, 3.536838452788617815e+01, 4.305768138467252726e+01, 3.248201334915248850e+01, 3.026598074513848502e+01, 3.063669641527901177e+01, 3.604351188791710570e+01, 3.643064099840877645e+01, 4.702813023530442393e+01, 2.872053044305167546e+01, 3.410941469338983012e+01, 4.476533989218285825e+01, 2.711150869681113917e+01, 2.785736077036136393e+01, 3.345191988519620452e+01
2.062000000000000000e+03, 3.756514883323893628e+01, 4.536635753851371078e+01, 3.497074310332190805e+01, 4.562700241506889398e+01, 3.101529671627911711e+01, 2.954862718284095990e+01, 3.178413567061313927e+01, 3.693597246205597884e+01, 3.701804390076747353e+01, 4.710296746871686224e+01, 3.055125563955384038e+01, 3.391374184599091279e+01, 4.346804162060708165e+01, 2.626109328314734270e+01, 2.811343176777899089e+01, 3.280089011869847582e+01
2.063000000000000000e+03, 3.927230869133888547e+01, 4.449532545517013205e+01, 3.490487972861974697e+01, 4.659894865225030003e+01, 3.150169334347594585e+01, 2.811767751191006681e+01, 3.198470409927914559e+01, 3.581253535044216818e+01, 3.651218230369592277e+01, 4.213738488535145166e+01, 3.157668941957475539e+01, 3.626492827672063868e+01, 4.422487864621370335e+01, 2.540775272080896485e+01, 2.791669313461251889e+01, 3.397517667523177209e+01
2.064000000000000000e+03, 3.824130826329001565e+01, 4.347360522780056868e+01, 3.552923549814875770e+01, 4.529099071343028271e+01, 3.080652232373616073e+01, 2.873526390446311751e+01, 3.135067560193358815e+01, 3.697524737384085824e+01, 3.651913579531724707e+01, 4.262038501090378162e+01, 3.233630937441682107e+01, 3.566148113698485389e+01, 4.431209181913158801e+01, 2.626157855484600034e+01, 2.776859381418818273e+01, 3.380159680898829322e+01
2.065000000000000000e+03, 3.753047307203880933e+01, 4.352600347997888264e+01, 3.587024197365321498e+01, 4.561731668834835318e+01, 3.190074966675709689e+01, 2.984267160894119542e+01, 3.157674485671599030e+01, 3.740696565130755147e+01, 3.611421946681608830e+01, 4.615608455624677475e+01, 3.252779986402627088e+01, 3.781338350559612849e+01, 4.401785246270166851e+01, 2.684990960908806557e+01, 2.760610312503882469e+01, 3.306527833390181570e+01
2.066000000000000000e+03, 3.886704273583382729e+01, 4.497249779461034080e+01, 3.507620883757756758e+01, 4.426631124529197336e+01, 3.265262637882284480e+01, 3.078453889690877077e+01, 3.205660677773649780e+01, 3.621535481382768751e+01, 3.660338822675165460e+01, 4.309605220881705634e+01, 3.023335275698668667e+01, 3.580944706389490761e+01, 4.416685418381897676e+01, 2.546200290541717592e+01, 2.790036056173919121e+01, 3.329254231367031025e+01
2.067000000000000000e+03, 3.895574030852268521e+01, 4.434913851366305693e+01, 3.681308705170289386e+01, 4.608438913412894777e+01, 3.214034630710643370e+01, 3.194951189176726913e+01, 3.114011514877107345e+01, 3.687789157353488179e+01, 3.731304154784645277e+01, 4.108856286481778852e+01, 3.176105943713280411e+01, 3.448066036212302521e+01, 4.562522947074933910e+01, 2.653098136467909285e+01, 2.818171256408986736e+01, 3.328572440581152847e+01
2.068000000000000000e+03, 3.801234737442982947e+01, 4.656439559632099900e+01, 3.666969639497109767e+01, 4.412692081784253872e+01, 3.113098535826079782e+01, 3.179963436112492658e+01, 2.994336974560247810e+01, 3.548417486793279352e+01, 3.724034913843714634e+01, 4.234695470753278101e+01, 3.087826218303083436e+01, 3.657574966665415417e+01, 4.410212957742186290e+01, 2.678687042461495338e+01, 2.788688528636363628e+01, 3.247991450991241180e+01
2.069000000000000000e+03, 3.868001647786478259e+01, 4.652875279576674927e+01, 3.654603708944824803e+01, 4.499785071786413937e+01, 3.090708926582511751e+01, 3.183385811376424002e+01, 3.058223144774387592e+01, 3.705135198530242491e+01, 3.714317033676901758e+01, 4.386023697120366904e+01, 3.046199009829405568e+01, 3.590747730832283935e+01, 4.478445732375370625e+01, 2.667421491604873296e+01, 2.761065461451691760e+01, 3.305035258163992040e+01
2.070000000000000000e+03, 3.937944701146041382e+01, 4.558582703289310700e+01, 3.548931965339337324e+01, 4.625586792377574596e+01, 3.057116068206004655e+01, 3.087975902199267253e+01, 3.157146495547892329e+01, 3.506173812889826280e+01, 3.631100204834359602e+01, 4.333663201069325055e+01, 3.281525924463262101e+01, 3.208583699466919370e+01, 4.521223964007716489e+01, 2.546276695657675404e+01, 2.739199595003021059e+01, 3.310385573215896216e+01
2.071000000000000000e+03, 3.857384288318697685e+01, 4.695716808818812638e+01, 3.642533558842562513e+01, 4.571141810929796634e+01, 3.040058444559686990e+01, 2.966888903833181246e+01, 3.142907733241860768e+01, 3.466587487093109132e+01, 3.588970403684887600e+01, 4.312122496520340320e+01, 3.242635404338228966e+01, 3.530984316924910615e+01, 4.547260932777228248e+01, 2.596565407105945766e+01, 2.812268909028867370e+01, 3.296950016880711587e+01
2.072000000000000000e+03, 3.808853440447116867e+01, 4.468342053123675583e+01, 3.803371362188806870e+01, 4.467952066657144883e+01, 3.118929437486434253e+01, 2.903693261451731544e+01, 3.154386460540045789e+01, 3.607424020322330449e+01, 3.697067250667711846e+01, 4.190195271170848912e+01, 3.323625960444248051e+01, 3.660173347766685481e+01, 4.554913069396450709e+01, 2.616707814854310854e+01, 2.844581751730350661e+01, 3.328641162715086921e+01
2.073000000000000000e+03, 3.937264568160441769e+01, 4.474700093293839842e+01, 3.566479110635972916e+01, 4.652712878980191391e+01, 3.131003906041448914e+01, 3.041109862054232593e+01, 3.202488770640177762e+01, 3.656959275156074085e+01, 3.665727663954938720e+01, 4.234824007547025815e+01, 3.225772133044471701e+01, 3.608791641368674874e+01, 4.528942061179716916e+01, 2.596806934390548705e+01, 2.837209933156946562e+01, 3.151766883013768350e+01
2.074000000000000000e+03, 4.003290779710995650e+01, 4.416965107935247659e+01, 3.550256231462579848e+01, 4.654246596533405977e+01, 3.105039767772356996e+01, 3.026001841676909621e+01, 2.996388752759732910e+01, 3.635409084875434615e+01, 3.687194313727100337e+01, 4.157359508447697749e+01, 3.212961580101168835e+01, 3.430039594271338643e+01, 4.495264320295877525e+01, 2.657460553538989245e+01, 2.727236339724647607e+01, 3.242871600123002906e+01
2.075000000000000000e+03, 3.763230390689444249e+01, 4.423673706199679145e+01, 3.596060716291898274e+01, 4.671156280723730703e+01, 3.151165896943746958e+01, 2.891205525060014381e+01, 3.080834970896497538e+01, 3.673858316141235747e+01, 3.521733165625744988e+01, 4.206012412518708743e+01, 3.212476800605292482e+01, 3.525331576173311987e+01, 4.434925930948391226e+01, 2.684503701291895794e+01, 2.720368880816696944e+01, 3.223784867546859090e+01
2.076000000000000000e+03, 3.868150631669308126e+01, 4.213896903381097303e+01, 3.669676986428019205e+01, 4.265668204471344183e+01, 3.112014351887393104e+01, 3.161146585340026860e+01, 3.086788520063139174e+01, 3.517529439465712215e+01, 3.692740137084136620e+01, 4.315744395424763979e+01, 3.196868694095969587e+01, 3.648156342350632997e+01, 4.293809932288822040e+01, 2.644862617951737604e+01, 2.766887723932693888e+01, 3.182504765314353179e+01
