year, CanESM5, MPI-ESM1-2-LR, GFDL-ESM4, UKESM1-0-LL, CMCC-ESM2, CNRM-ESM2-1, CESM2-WACCM, MIROC-ES2L
2.046000000000000000e+03, -4.724115744301957570e-09, 1.196696436211025663e-09, -3.151182038712625166e-09, -1.710914846092909709e-09, -7.316917824305317311e-10, 7.429142786621410433e-10, 7.831405237513400615e-10, 9.076800136890772140e-10
2.047000000000000000e+03, -5.517249222578053330e-10, -5.012886811099420772e-11, 9.510258226990177165e-10, -8.620997145918709706e-10, -9.592069307574683255e-10, 1.174085007996026058e-09, 1.626179821400558315e-09, -8.151662430623292195e-10
2.048000000000000000e+03, 1.294683095364784742e-09, -2.084023078098745396e-11, -9.961817636219858743e-12, 2.699157833765732361e-09, -1.920266642582267157e-09, 1.436641104446977053e-10, 1.131812525311603095e-09, -1.207294960581757153e-10
2.049000000000000000e+03, -1.188003030327883989e-10, 5.496608719514567807e-10, 1.575467880769467400e-10, 1.182597547654382626e-09, -6.266433047482496052e-10, -2.822738313697720091e-10, 6.460844863365105906e-10, 3.150206146975171246e-10
2.050000000000000000e+03, 8.243610467604529413e-11, 1.718357586327853541e-09, 6.618936591643640970e-10, -4.686574674008102416e-10, 1.253081695150928906e-10, 3.111602566427371014e-10, 1.256767300362751953e-09, 2.160384859552340220e-10
2.051000000000000000e+03, 1.910829259484870088e-09, 1.409967955759382958e-09, -4.049963477020497331e-10, -5.160570338538459291e-10, -6.350425925239736901e-10, -1.773053103229257534e-10, 2.108879847666804955e-09, -9.739088494505571128e-10
2.052000000000000000e+03, 1.326366927992270748e-09, 1.549006574176948418e-09, -7.754215558575593331e-10, -2.446731712214776043e-10, -1.844350987161053076e-09, -6.200866567672848874e-10, 4.543977373245487416e-10, 8.955828941093284111e-10
2.053000000000000000e+03, -2.385729757389290247e-10, 1.970915740531555878e-09, 2.052403236654133030e-09, -6.517871508917242766e-10, -5.426633614015381667e-10, -4.411872217224602923e-10, 1.346750923320957579e-09, 1.459881545815626435e-09
2.054000000000000000e+03, -8.574767976219696145e-10, 1.779727197982899967e-09, -2.123757182067249220e-09, 7.281556763826782639e-10, -1.057202248292308086e-09, 2.159698689773780581e-10, 1.155097891400258560e-09, 1.713489630286967411e-09
2.055000000000000000e+03, -2.059890256839159584e-09, -4.598989667504096896e-10, -3.264149059683356599e-09, -3.693501617428694067e-10, -1.403611803141247979e-09, 2.413261278227878358e-09, 1.014881279746381078e-09, 1.918778724851031723e-10
2.056000000000000000e+03, -2.266541581817029104e-09, -7.992850444042457975e-10, -7.098561587294414785e-11, -1.037744977123969143e-09, -5.575303139522824835e-10, 2.012191240304851210e-09, 1.269262294558651794e-09, -6.600997636710762499e-10
2.057000000000000000e+03, -1.991067066568396363e-09, -1.247427645056256819e-09, 2.804698153948678871e-09, 1.254984194456174776e-09, -1.443883622212768707e-09, 8.376081028567641775e-10, 1.573314538402263608e-09, 7.689301721834844507e-10
2.058000000000000000e+03, 1.529463286138434680e-10, 1.664936058811426728e-09, 1.491507693375541479e-09, 5.513962663497522612e-10, -9.128094191989927010e-10, -1.031815898075891451e-09, 9.230913759067274577e-10, 2.562384633453467005e-10
2.059000000000000000e+03, 8.252270361434832900e-10, -3.007203992614907141e-10, 4.242053878425594326e-10, -3.715303038189448959e-09, -1.211502533053574355e-09, -9.794043898819508446e-10, 1.689575283585774329e-09, 4.261903104358898695e-11
2.060000000000000000e+03, -1.157609031763588272e-09, -8.155494084090976927e-11, -3.129591482149727146e-09, 1.497284931215783306e-09, -2.249613521470446627e-10, 5.489743513230867208e-10, 8.301995690337295204e-10, 1.696997349475955765e-10
2.061000000000000000e+03, -8.305181195895059783e-10, -1.932698219401316541e-09, -1.785023078026728982e-09, 2.735102612582916585e-09, -7.926802116449899940e-10, 4.021790431752358840e-10, 1.474306877921159716e-11, 5.338929170629690737e-10
2.062000000000000000e+03, -8.083709426983983205e-10, 1.737506507088340885e-09, 7.568194394157331398e-10, 1.324479300103066027e-09, -1.857164011765381169e-09, -1.531163054088179813e-10, 7.947091046737838336e-10, 8.316812016261523358e-10
2.063000000000000000e+03, -1.414058785401067248e-09, 1.815060519132279862e-09, 2.060385879793174661e-09, -1.304449933221423335e-09, 2.454629322286511883e-10, -1.157953362239392151e-09, 8.672128204348595974e-10, -9.614014562301904286e-10
2.064000000000000000e+03, -1.182306071062912966e-10, 5.891891842445162472e-11, 2.608293354191048019e-09, -2.452656644979815999e-10, -2.482739784300966646e-10, 8.734299355722209780e-10, 4.369533192446825428e-10, -1.061168316037743581e-09
2.065000000000000000e+03, 2.434439656995953147e-10, 3.361594154894662241e-10, 1.855653691494865495e-09, 2.503230656431086950e-09, -3.442215879371723113e-10, -4.649141519681127751e-10, 6.546332534423230221e-10, 9.452841840071708834e-10
2.066000000000000000e+03, -1.523603199344188854e-09, -1.249236953484687113e-09, -1.392158328901869640e-09, -2.858242591029959395e-10, -5.883171319607151402e-10, 4.653031955072242058e-10, 1.154682936404483334e-09, 1.063448118433340789e-09
2.067000000000000000e+03, 1.597937477053783155e-09, 9.741365632675545894e-10, 1.601409098548851695e-09, -2.423417912888048881e-09, -1.863469929650826876e-10, 2.239379352641748498e-09, -2.403320024414304343e-12, 2.431658214311569698e-10
2.068000000000000000e+03, 1.068391274328272331e-09, -1.181140366830775471e-09, -4.651024124626900913e-10, -7.760909201124426091e-10, 1.040879789137330132e-10, 7.881096594053018240e-10, -4.119771547070659295e-10, -1.369136183212359664e-09
2.069000000000000000e+03, 7.251585329656251715e-10, 1.058841978162535694e-09, -4.159537138639891288e-10, 4.625284714032001494e-11, -6.631082922759884183e-10, 1.368631290878599675e-10, 6.387066140429603819e-10, 1.859549655999991845e-10
2.070000000000000000e+03, -1.041260389827270896e-09, 5.203780191029384307e-10, 3.169291852729457889e-09, -1.975717249014504700e-09, -8.552467334497960673e-10, -2.559892786240711916e-10, 1.096676411331859753e-09, 1.002160361548036600e-09
2.071000000000000000e+03, -3.135546915442010063e-10, 2.365893539353740679e-10, 1.037823924727396477e-09, 4.003883807447719896e-10, -2.594191779576709431e-10, -6.274814805599518141e-10, 4.960607927864299045e-10, 1.608996659689878549e-09
2.072000000000000000e+03, 3.315045337058055603e-09, -5.783430222473412618e-10, 2.046746608397639675e-09, 1.003928892824875852e-09, -3.525511744867109068e-10, -5.657243688661989550e-10, 4.427498897032556993e-10, 1.388501624922223737e-09
2.073000000000000000e+03, -1.217528458062540758e-09, 6.054888435190354445e-10, 1.031018305409556788e-09, 3.394022376989988480e-10, -4.105594669690028650e-10, 6.917236134202036687e-10, 1.065676546680517710e-09, -7.002656289182539336e-11
2.074000000000000000e+03, -1.706560766880166999e-09, 1.025920301178922006e-09, 5.304993743258598834e-10, -1.297555682545962460e-09, -5.590639084268572366e-10, 6.689794271642832510e-10, -6.796481758602953020e-10, -1.874409240992356037e-09
2.075000000000000000e+03, -7.698042932773165237e-10, 1.295774462633866505e-09, 4.473644074389973765e-10, -3.454789383565457338e-10, -1.920566301440098829e-10, -1.022575398010626057e-09, 5.954193148598156815e-10, -2.460644532029993051e-10
2.076000000000000000e+03, 8.912004668847176739e-10, -2.012483730216165799e-09, 9.896545490208481032e-10, -1.701916220102787031e-10, -1.588977525108777419e-10, 1.078658151858818875e-09, 4.058360285712169898e-10, 5.092937686916559198e-10
2.077000000000000000e+03, 7.005800892605237575e-10, -1.210616447923307039e-09, -1.908878367038757623e-09, 1.437127481946753155e-09, -2.286552827783086807e-10, -1.069894880794174155e-10, 5.842698461875811601e-10, 5.329996331555266629e-10
2.078000000000000000e+03, 2.383254132043778221e-10, -2.075159588610160103e-09, -1.543394872396389967e-09, -7.015878955394368253e-10, -1.158966000167006470e-09, -8.889941089119601800e-10, 1.116631304620685393e-09, -2.111872932445297669e-10
2.079000000000000000e+03, -5.825981150678670809e-10, -9.088006791797549189e-10, 9.447236266921281603e-10, -2.162225653596864351e-09, 3.257657621674661524e-10, -1.825404393634984442e-10, -4.345396713251355441e-10, -5.775210162364152547e-10
2.080000000000000000e+03, 9.012644371886708441e-10, 7.427080691782596484e-10, 2.602919985712645440e-10, -1.614336226116438297e-09, -4.619502361492843860e-10, -2.083864657197264246e-10, -5.314235523407262349e-10, -1.681981138692288795e-09
2.081000000000000000e+03, 5.506344274121827994e-10, -1.947909868075133021e-10, -1.009366625409977967e-09, -9.795307309164257210e-10, -1.994011172030033018e-09, -2.005321228080113134e-09, 1.147894534495586805e-09, -1.008248801241674291e-10
2.082000000000000000e+03, -1.898161732919119133e-10, 1.237713861727031202e-09, -7.651211354031916436e-10, -1.501082881670231056e-09, -3.690813209770837626e-11, 9.459811446889389454e-11, 7.922223810761248923e-10, 2.759442118863536112e-10
2.083000000000000000e+03, -5.925807507053822649e-10, -5.718512522630415934e-10, -7.323723662925086251e-11, -3.468066829768010545e-11, 6.373420972062058986e-10, -9.352204302394472730e-12, -5.552960028249182641e-10, 1.757768570361847649e-11
2.084000000000000000e+03, -2.607951846773769011e-09, -2.151768651055652358e-11, 4.283100894191797580e-09, -9.272222693750763270e-10, -4.674014543035529336e-10, 2.018736269604066825e-09, 8.432842023595002589e-11, -1.755551458629496030e-09
2.085000000000000000e+03, -4.126339517785246629e-09, 8.419493931937552484e-10, 2.419466701065022235e-10, -1.580504520473774050e-09, -1.118273103385522512e-09, 6.280061923420383143e-10, 1.411094100932998983e-10, -1.366919924711227575e-09
2.086000000000000000e+03, -6.714729273946703167e-09, -8.093451783691867830e-10, -1.882230019826079599e-09, -2.063859610058592165e-09, -2.703088882037603303e-10, -1.372699263319676015e-09, -3.437787137439260741e-10, -7.985885592358448125e-11
2.087000000000000000e+03, 1.890482360392094816e-09, -1.488019462590815571e-09, 1.639857062443841939e-09, 1.502055642494926134e-09, -1.197911009401475564e-11, 1.384672616048950529e-09, -3.570225763479461698e-11, 6.989243885324940313e-10
2.088000000000000000e+03, 3.254625115427933011e-09, -5.758760229741415757e-10, 1.365079110132288690e-09, 6.704339695337304212e-10, -2.555710940026140466e-10, -6.222405855156637055e-10, 1.419585528410758909e-11, -1.386021079782821031e-09
2.089000000000000000e+03, 2.717395861512192047e-10, -5.569137925443942482e-10, -7.065063508449535684e-11, -4.107839389621497997e-10, 5.594577051645208079e-10, 1.074448605740279123e-09, -4.251436730429015534e-10, -8.037401017375544381e-11
2.090000000000000000e+03, -2.159158472595322005e-09, 2.555208083721407653e-10, -8.414740599636359847e-10, -6.200964648131561632e-10, -7.446138482555714860e-10, -1.189488721294557180e-09, -1.114982574744043439e-09, 8.608870406668288170e-10
2.091000000000000000e+03, -1.222250619158902347e-09, 1.390899882004161697e-10, 2.813343412316272617e-10, -2.988834211005393413e-10, 7.238941142428944563e-11, 1.553873461070183775e-10, -3.932777731149200200e-11, -1.493604972537633062e-09
2.092000000000000000e+03, 1.710427645175669598e-09, 2.502722982370138452e-10, 4.793205515637630533e-10, -2.180903359805748071e-09, -1.347992478443843867e-11, 1.200276873262738891e-09, 1.994263136914554355e-10, -2.507878624592093049e-09
2.093000000000000000e+03, -1.666082717195950180e-09, 3.843020647247686825e-10, -2.806307836738932143e-09, -2.180971347141393033e-09, -4.079312901320130258e-10, -1.078256004901633383e-09, 1.700856371175268935e-10, 1.468685481227945947e-10
2.094000000000000000e+03, -8.134494290540108286e-11, 5.817504682568363809e-11, 1.758014511037338092e-09, 5.317544628011317156e-10, -6.066189246458591526e-10, 5.536320164677399330e-10, -6.591476953784037108e-10, 8.178582610259095244e-10
2.095000000000000000e+03, -9.049610333219497746e-10, 4.382647458776590377e-10, 1.441425564439913782e-09, -6.663825648886677753e-10, -5.249809378662558984e-10, -4.877538476260415008e-11, 4.530024756119311050e-10, 2.263148182129480788e-10
2.096000000000000000e+03, -3.352870728451536472e-09, 6.949321387894972926e-10, 4.027523444493113137e-10, 9.737718316455702836e-10, 2.792555290112566594e-10, 7.201523920760491505e-10, 5.772171697753064480e-11, -4.458407512845140021e-10
2.097000000000000000e+03, -3.361627380800326932e-10, -6.697824332314527239e-10, -2.983995494163418609e-10, 1.612267539212227159e-09, 3.413743600548921346e-10, -7.367016232890576053e-10, -3.605374154018970650e-10, -1.848214333536524708e-09
2.098000000000000000e+03, 1.021587931468766367e-09, -1.160031712473768141e-09, -2.583321821540156916e-09, 1.464063075387978475e-09, -7.117940548963832722e-10, 8.919073194422615068e-10, 6.081942438680822598e-10, 6.286408662083296595e-10
2.099000000000000000e+03, -1.425846595789977982e-09, -4.699456706671711677e-10, -1.697035868746868078e-09, -2.305069454471180058e-09, -7.108525104693311072e-10, -1.554538460825552623e-10, -1.949536023666784198e-10, 7.233188255517301696e-10
2.100000000000000000e+03, -3.741163546632301462e-09, -5.696271147209281801e-10, 2.230183001710951464e-10, -2.671160748784859622e-09, -9.965241627905094202e-10, -8.845049301354399023e-10, 5.863740110082950016e-10, 4.887487180730963889e-10
