year, CMCC-CM2-SR5, EC-Earth3-Veg, IPSL-CM6A-LR, INM-CM4-8, MPI-ESM1-2-LR, CNRM-ESM2-1, UKESM1-0-LL, MIROC-ES2L, GFDL-ESM4, NorESM2-MM, CESM2-WACCM, CanESM5, TaiESM1, INM-CM5-0, ACCESS-ESM1-5, NorESM2-LM
2.025000000000000000e+03, 4.513868407379423076e+00, 4.700524354220775969e+00, 4.946955392048624667e+00, 4.697993406736419963e+00, 3.816139694375151326e+00, 4.145879432184296220e+00, 5.337925393945798902e+00, 4.757448323262262413e+00, 3.926049007070658181e+00, 3.942223681348910436e+00, 4.216524620991648931e+00, 4.160617113059742245e+00, 4.475689836950882849e+00, 5.125661570953766955e+00, 4.762523535687642529e+00, 4.086952661700276046e+00
2.026000000000000000e+03, 4.314689777410424476e+00, 4.348648500882618784e+00, 4.922442383049866699e+00, 4.954768576944386993e+00, 3.588403881388557704e+00, 4.284909510882727979e+00, 5.139046395521394750e+00, 4.892666547316650849e+00, 4.218949630396122252e+00, 3.909726176197495295e+00, 4.493114430624618016e+00, 4.364470647467888043e+00, 4.228200092887445471e+00, 4.995872375011075839e+00, 4.969863534384034942e+00, 4.182978516615627917e+00
2.027000000000000000e+03, 4.227199570289769781e+00, 4.353009842505596083e+00, 4.934465366826743526e+00, 5.191131502387285046e+00, 3.989168108450575456e+00, 3.852339000580054851e+00, 4.499826434551486898e+00, 4.827120287603155369e+00, 4.047293853815391529e+00, 4.132542390350102401e+00, 4.155490086502027225e+00, 4.275966501553038590e+00, 4.347995652559371038e+00, 5.038600407973258477e+00, 5.277889335538748838e+00, 4.000449123721415035e+00
2.028000000000000000e+03, 4.182052620630978268e+00, 4.851831354867074175e+00, 4.941467241251636722e+00, 4.856322969645829879e+00, 3.892330568192197138e+00, 3.983502115881235373e+00, 4.912343563217011599e+00, 4.347336962277375427e+00, 4.066361731660139256e+00, 3.679550965608199498e+00, 4.245016289137449661e+00, 4.269045789745691266e+00, 4.486600543468600044e+00, 5.097248612470476559e+00, 5.176656309174618720e+00, 4.170460029879256680e+00
2.029000000000000000e+03, 4.405190142222700445e+00, 4.805297983698196163e+00, 4.699554981951130195e+00, 4.917250624134904768e+00, 3.927066894285592635e+00, 4.157854541159587747e+00, 5.299394059331953066e+00, 5.239691411436906421e+00, 3.833499559377170129e+00, 4.191997536078893027e+00, 4.255317309083552324e+00, 4.139819892419140501e+00, 4.528925430815281317e+00, 5.137239170258522059e+00, 5.008377986599915843e+00, 4.272862001247100139e+00
2.030000000000000000e+03, 4.676903804369718642e+00, 4.581490707719958699e+00, 4.787731200132149922e+00, 4.981376607127808498e+00, 3.573734684388898408e+00, 4.076384918226700016e+00, 5.424867061563502624e+00, 4.969657055808966106e+00, 4.022634022839030266e+00, 4.031350362719504865e+00, 4.088520433371256146e+00, 3.753672990178806845e+00, 4.244940678179478510e+00, 5.252032341344043509e+00, 5.082521584117900559e+00, 4.169135454269671470e+00
2.031000000000000000e+03, 4.644734560490333841e+00, 4.667486454253859662e+00, 4.861155591128545339e+00, 4.749390468768562634e+00, 3.701414985743134434e+00, 3.944336631265006776e+00, 5.077507535008187745e+00, 5.074338871581209887e+00, 4.055816543245982508e+00, 3.828114562241200058e+00, 4.462327088934133990e+00, 3.939367939986318401e+00, 4.394029933256611287e+00, 4.849767167837490511e+00, 4.872345442639802293e+00, 4.026769302141738116e+00
2.032000000000000000e+03, 4.322925054553850011e+00, 4.582801158749708392e+00, 4.779879974921627195e+00, 5.084409645324668325e+00, 3.951027677829245466e+00, 3.776742648311070649e+00, 5.052736397297494797e+00, 5.174803097370613614e+00, 4.360226029684539206e+00, 4.065842888435637903e+00, 4.450933227746651788e+00, 3.945653502846130145e+00, 4.375418629676510740e+00, 5.069141828591131826e+00, 4.915688901169061431e+00, 3.743471836629633120e+00
2.033000000000000000e+03, 4.362877751236075241e+00, 4.623167313236784537e+00, 4.876666785334144549e+00, 5.231902418264191112e+00, 4.179538989828701645e+00, 3.827678035648408361e+00, 4.962393791168678625e+00, 4.391684483456817389e+00, 3.886439242469153399e+00, 4.125148321604187984e+00, 4.153600367255019243e+00, 4.152504180113630206e+00, 4.230056376441787336e+00, 5.067673268271783549e+00, 4.997440724531114320e+00, 4.310257713785285993e+00
2.034000000000000000e+03, 4.261222680048260436e+00, 4.495752857171711803e+00, 4.875249081684621011e+00, 5.080840875896911690e+00, 3.911307903313187673e+00, 3.967070358830032895e+00, 5.000391032318204587e+00, 4.704952091878479514e+00, 4.039051633800785801e+00, 4.147148830058634772e+00, 4.016222626497327752e+00, 4.008141453308359026e+00, 4.307690412626485887e+00, 5.033276151080880112e+00, 5.337257160827133973e+00, 4.338770244024915179e+00
2.035000000000000000e+03, 4.177315914671347663e+00, 4.484632803199027684e+00, 4.794980040732536253e+00, 4.828178833082935384e+00, 3.667009299026300351e+00, 4.179881347154787541e+00, 4.927554390193050082e+00, 4.879444079432749604e+00, 4.204640908907946617e+00, 3.854303361550496021e+00, 4.278482528268114038e+00, 4.201738774971357948e+00, 4.531443747505620401e+00, 5.239578970493775856e+00, 5.097366436649893195e+00, 4.054627323836905717e+00
2.036000000000000000e+03, 4.512466467494644640e+00, 4.672529245172952983e+00, 5.003006440022806700e+00, 5.047743361502386783e+00, 3.954801860720798867e+00, 4.048319753291592882e+00, 5.161101769499460090e+00, 4.994870499094051119e+00, 3.875227729478650129e+00, 4.104275654839853793e+00, 4.023730260730276953e+00, 4.954155209754107503e+00, 4.334013129457857438e+00, 4.931183778716505373e+00, 5.057235445869138424e+00, 3.862565320722412210e+00
2.037000000000000000e+03, 4.212534454535417971e+00, 4.706463383261036526e+00, 4.893706529915984760e+00, 4.820425590499279878e+00, 4.112644073615125073e+00, 4.173270280752138461e+00, 4.740194415435348141e+00, 4.656903749755632482e+00, 4.114189586570096147e+00, 3.781789333946851794e+00, 4.213416687958226881e+00, 4.459003638351662246e+00, 4.076578106720693206e+00, 5.213308540907165778e+00, 5.059204695572494970e+00, 3.874393542133158785e+00
2.038000000000000000e+03, 4.470408949297339340e+00, 4.617551153627380778e+00, 4.902966129834382514e+00, 4.928114533443761047e+00, 4.184772660281193879e+00, 4.195468756119179687e+00, 5.169230468856956584e+00, 4.296356808404944161e+00, 4.201441635896771665e+00, 4.062731137743404553e+00, 3.894292722745575031e+00, 3.933590763581289895e+00, 4.275972925416117398e+00, 4.892414457862282795e+00, 4.715703718787847443e+00, 4.195534910609020507e+00
2.039000000000000000e+03, 4.313729743229590241e+00, 4.474746859230615215e+00, 5.008842501526123314e+00, 4.946047976434035043e+00, 3.922825564882669980e+00, 4.105362484236355414e+00, 4.801969493654781651e+00, 4.900393757109485549e+00, 4.301820262874532119e+00, 4.098011900072886959e+00, 4.006000994944348470e+00, 3.868708965506687303e+00, 4.387447785967864000e+00, 4.934462812584377467e+00, 4.885418174219500642e+00, 3.923910136466768339e+00
2.040000000000000000e+03, 4.421185254482197458e+00, 4.733092194743374392e+00, 4.915436010444088843e+00, 5.008201687824811010e+00, 3.939196870246056914e+00, 4.021053832097091885e+00, 4.941591875154013103e+00, 5.003387875857852940e+00, 4.370728628686445738e+00, 3.998999948897393963e+00, 3.871249250087903881e+00, 3.887685432720166645e+00, 4.471863626822691451e+00, 4.981216985859924229e+00, 5.297715147778342626e+00, 4.156192900135823542e+00
2.041000000000000000e+03, 4.505468039728581786e+00, 4.631802286796638413e+00, 4.662819773731946782e+00, 4.975672860513864926e+00, 3.774170659009446371e+00, 4.061204640336128158e+00, 5.220196493353065570e+00, 4.811885966233711898e+00, 3.900112268157815532e+00, 3.826789752056736660e+00, 4.288109328892630856e+00, 4.261887828242074683e+00, 4.713344558381281857e+00, 5.134348345384701418e+00, 4.805000498111323459e+00, 3.913291655477769471e+00
2.042000000000000000e+03, 4.446109840533837954e+00, 4.553519779329664452e+00, 4.829591749125716760e+00, 4.915554518126958428e+00, 3.605683929080700345e+00, 4.314503988846571936e+00, 4.789107546770832613e+00, 4.560964178743441622e+00, 3.991381986691721728e+00, 3.930260770470476839e+00, 4.557503357930897003e+00, 4.162768200868121049e+00, 4.566204067918574694e+00, 4.997497610012247016e+00, 4.789173811053679231e+00, 3.905459038853146936e+00
2.043000000000000000e+03, 4.512761492726453660e+00, 4.743964445586118295e+00, 4.860669650844791967e+00, 5.048017024315021750e+00, 3.620310086169943098e+00, 3.951607655033698485e+00, 4.717217496999063009e+00, 4.984973829314556681e+00, 4.274488156480638068e+00, 3.887295423670203753e+00, 3.911643561973242367e+00, 4.355194122835597703e+00, 4.421807786095902415e+00, 5.001632924761918453e+00, 4.410009467764782976e+00, 4.224226636416470448e+00
2.044000000000000000e+03, 4.300264534699119068e+00, 4.676055287922333825e+00, 4.744179093874644870e+00, 4.975341701164573749e+00, 3.835846928319327276e+00, 4.091816267977193000e+00, 4.497781896487149211e+00, 4.906940991176266031e+00, 4.239449755007977494e+00, 4.255452287805579381e+00, 4.175788142451502871e+00, 4.056847803782434703e+00, 4.553640779836253927e+00, 5.205656167392088030e+00, 5.119211305250757071e+00, 4.150671618942343599e+00
2.045000000000000000e+03, 4.396231648255228386e+00, 4.666985797242126921e+00, 4.775520155069569839e+00, 4.807515435209561261e+00, 3.990990378035378150e+00, 4.119263173938551681e+00, 4.506290844048132627e+00, 4.980512332075766935e+00, 3.905185338475700263e+00, 4.016219723887028081e+00, 4.114534547561022215e+00, 3.663221255243779506e+00, 4.288848689569881856e+00, 5.218551108064744426e+00, 5.036098051126347563e+00, 4.277670831035262466e+00
2.046000000000000000e+03, 4.155598555430098706e+00, 4.717344034916433948e+00, 4.951936857967629280e+00, 4.977281894255120243e+00, 3.941275957254557483e+00, 4.313348575742372404e+00, 4.781770685047086467e+00, 4.330929468777537039e+00, 3.709373201054225078e+00, 3.898936019069628944e+00, 3.890471461509998896e+00, 3.105491229241073903e+00, 4.442716504533755995e+00, 5.249339899327229553e+00, 5.028635634429229562e+00, 4.239527892356282024e+00
2.047000000000000000e+03, 4.282605142704513312e+00, 4.605838955732994400e+00, 4.576203841913419446e+00, 4.999642237835033143e+00, 3.738288272361307563e+00, 4.270400002514258553e+00, 4.842563532952770977e+00, 4.710012641548515511e+00, 4.145455528869400830e+00, 3.840457000145994559e+00, 4.193544827673087561e+00, 3.961065434561959808e+00, 4.480193331326501216e+00, 5.183720719663567067e+00, 5.295220229052041816e+00, 3.711429082543374669e+00
2.048000000000000000e+03, 4.313731597961583120e+00, 4.680799324367807657e+00, 4.991909112912636282e+00, 4.731189488693117617e+00, 3.754859382045493632e+00, 4.187177639538150586e+00, 5.036380370254251559e+00, 4.716248886847609789e+00, 4.087412011380213706e+00, 3.985692446101282371e+00, 3.964838544154287714e+00, 4.135709656215175833e+00, 4.314906128490529902e+00, 5.081235149428900755e+00, 4.887087359265682274e+00, 3.979357862560922499e+00
2.049000000000000000e+03, 4.104302492973577188e+00, 4.468435555146656135e+00, 4.564993376632240363e+00, 5.114268664385592800e+00, 4.031184809214408027e+00, 3.870315937003759643e+00, 5.043720644835232747e+00, 4.744401548555051917e+00, 3.968783684421458791e+00, 3.892944583437226935e+00, 3.742787021039142292e+00, 4.056014060534863575e+00, 4.192656081409478652e+00, 5.087638038019503206e+00, 4.489579306007545512e+00, 3.726705553823419503e+00
2.050000000000000000e+03, 4.182389502080441801e+00, 4.582290087665052525e+00, 4.769863788586563125e+00, 5.006726852355912527e+00, 4.216255247050827215e+00, 4.085903631863223140e+00, 4.768186639430656015e+00, 4.690228468909319659e+00, 3.965214688232931994e+00, 3.710781402984558941e+00, 4.111246482874089558e+00, 3.838646688394767637e+00, 4.555563765820681787e+00, 5.161238071235741742e+00, 4.567345505011411788e+00, 3.950800390313907506e+00
2.051000000000000000e+03, 4.275594210771385129e+00, 4.703757877532379617e+00, 4.609678176426706742e+00, 4.856819675257376900e+00, 3.851084479604710786e+00, 3.916809046387384807e+00, 5.030248013731072554e+00, 4.948363829927416191e+00, 4.012406137085070768e+00, 3.871953081007355024e+00, 4.204286983876120765e+00, 4.443759314431121155e+00, 4.329278769679294925e+00, 4.799583889374821055e+00, 5.177524006417077551e+00, 3.936251588699023252e+00
2.052000000000000000e+03, 4.280077804769403471e+00, 4.912135772561923908e+00, 5.164158285635066292e+00, 4.968612721545443200e+00, 4.000467135317758327e+00, 3.919366903466003915e+00, 4.716016985003249395e+00, 5.020233136014610409e+00, 4.082096979958832250e+00, 4.042365692813350897e+00, 3.774712672679046310e+00, 3.944551295159800297e+00, 4.166054514666837072e+00, 5.010512076794195302e+00, 4.624082994323865492e+00, 3.972046833805903621e+00
2.053000000000000000e+03, 4.414345047345759276e+00, 4.662687816746061031e+00, 4.863361313943467046e+00, 5.002355374298271151e+00, 3.990118342068761592e+00, 3.837560863394748889e+00, 5.169309428150544505e+00, 5.209017346132387871e+00, 4.206817975691640399e+00, 4.177684489896288156e+00, 4.071006536380689766e+00, 3.631235181828027514e+00, 4.235526725022936922e+00, 5.187275002678400249e+00, 4.952889006081712786e+00, 3.715008364789504469e+00
2.054000000000000000e+03, 4.191330061541521879e+00, 4.879042587640686435e+00, 4.909504389013744863e+00, 4.915369881270120089e+00, 4.083126995750792965e+00, 3.930014108419106922e+00, 4.770759291762355581e+00, 4.955653637220925667e+00, 3.686184161012459715e+00, 4.025444700274419141e+00, 4.138372237911499774e+00, 4.114827190039199500e+00, 4.401963287674489855e+00, 5.421613525647900111e+00, 5.143643537707025537e+00, 4.071809709719859782e+00
2.055000000000000000e+03, 4.290003806797145103e+00, 4.582286332563207942e+00, 5.006131410627558509e+00, 5.167018423190070209e+00, 3.748508940557767843e+00, 4.159177747601332520e+00, 4.920563229801265592e+00, 4.822910553517892218e+00, 3.795398821512346643e+00, 4.052648391820953044e+00, 4.183131772461607945e+00, 3.460639327017068112e+00, 4.383643258302241996e+00, 5.117147267511147568e+00, 5.567362639635625499e+00, 4.264181039635508874e+00
2.056000000000000000e+03, 4.521982362457128701e+00, 4.660299646553936803e+00, 4.977368214499398924e+00, 4.899841893961203176e+00, 3.711728860597717006e+00, 4.308237082506463977e+00, 4.930997434182379457e+00, 4.976908462769099373e+00, 4.023526814141032304e+00, 3.996217663422303890e+00, 4.211352359058814443e+00, 3.681520697940289466e+00, 4.184621383135797679e+00, 5.397049672546248900e+00, 5.226878016326500287e+00, 4.261158106686811387e+00
2.057000000000000000e+03, 4.465433607771827518e+00, 4.829786005427260775e+00, 4.973292272187546104e+00, 4.800931983050605645e+00, 3.658238957685470805e+00, 4.027255703781246865e+00, 4.917308313261137265e+00, 4.766624872925344647e+00, 4.304697557891067561e+00, 3.832819838052933914e+00, 4.282313312283257289e+00, 3.516155577034920210e+00, 4.210718313508145627e+00, 5.127190165989134130e+00, 4.823523700415395687e+00, 3.959128144825476259e+00
2.058000000000000000e+03, 4.237881152386002270e+00, 4.952809450243519152e+00, 4.951807543189246097e+00, 4.979959573773809822e+00, 3.771520064177015019e+00, 3.793409308564605897e+00, 5.000390909899892655e+00, 4.907118159957478021e+00, 4.295472765566755058e+00, 3.900740046834527242e+00, 4.142283866503443157e+00, 4.260523293829174385e+00, 4.320868447416300384e+00, 5.077734141884021390e+00, 4.315140494148640649e+00, 4.221779522340560753e+00
2.059000000000000000e+03, 4.315723645420415089e+00, 4.271373327392000263e+00, 4.877114260478696117e+00, 4.905329258059445863e+00, 3.924972261137493312e+00, 3.793350402670727650e+00, 4.922286209733599982e+00, 5.028166648119205995e+00, 4.125557565460145959e+00, 4.105169329121621580e+00, 4.316387413130478912e+00, 3.788977540375649600e+00, 4.510086414818641920e+00, 4.939677568787396389e+00, 4.825415734715807758e+00, 4.020891063929413534e+00
2.060000000000000000e+03, 4.199838698816929394e+00, 4.611873574040678214e+00, 5.040201623782390783e+00, 5.112620651008257688e+00, 3.763921534840696914e+00, 4.064522959191305240e+00, 5.186127060690060020e+00, 4.628741433122172566e+00, 3.853369217649073697e+00, 4.021513730518714524e+00, 4.056605277598181125e+00, 3.897300644295694561e+00, 4.389357030612052846e+00, 4.914680767731321787e+00, 4.789356829662495763e+00, 4.186682421728176173e+00
2.061000000000000000e+03, 4.651182749196734356e+00, 4.778386099251664909e+00, 4.826362351487084368e+00, 4.987079135010556108e+00, 3.873356330925822988e+00, 3.992718968820497594e+00, 5.334435597788588446e+00, 4.872265268700708418e+00, 3.767452726796515883e+00, 4.023672535465810718e+00, 3.959530349894720747e+00, 3.790940020019773815e+00, 4.159760816583672138e+00, 5.274970817193383787e+00, 4.864150321600817506e+00, 3.959392806358210670e+00
2.062000000000000000e+03, 4.494370102764009722e+00, 4.524584140674721588e+00, 4.772664532787074698e+00, 4.841970039379581259e+00, 4.207676811293094232e+00, 3.837681956834041230e+00, 5.285046102220976039e+00, 4.514814070654665557e+00, 4.220397937584069226e+00, 3.619915176611690377e+00, 4.121894140388057792e+00, 3.693423022415466495e+00, 4.397516913985887399e+00, 4.990165625259249005e+00, 5.130224589857887985e+00, 3.977946470514894806e+00
2.063000000000000000e+03, 4.148276314886930827e+00, 4.694026495027026513e+00, 4.785590327709210001e+00, 4.970729051515100139e+00, 4.054944437615385588e+00, 3.841841156898472942e+00, 4.793360083600717303e+00, 4.756629947242196899e+00, 4.163701256941338968e+00, 3.837291998577755603e+00, 4.205012547274520784e+00, 3.832091138109709139e+00, 4.677725808270436936e+00, 4.903361741113110739e+00, 5.274688765415007197e+00, 4.208786446412468685e+00
2.064000000000000000e+03, 4.319944665384491955e+00, 4.323469095062369760e+00, 4.942214912262457460e+00, 4.889553019999536509e+00, 3.920874844805161352e+00, 3.906198295754371053e+00, 4.965914179364772529e+00, 5.266427591319079227e+00, 4.326235817223164304e+00, 3.863565382904032841e+00, 3.914738562972857494e+00, 3.927577147545800340e+00, 4.351350241791274165e+00, 4.946740198342807204e+00, 4.904489961411069743e+00, 4.253943762573556775e+00
2.065000000000000000e+03, 4.326597551849920897e+00, 4.226061490350780048e+00, 4.948701956140610037e+00, 4.832263964979777171e+00, 3.808471603972078068e+00, 3.834494618314131298e+00, 5.280129940830927460e+00, 4.813689085413424884e+00, 4.332868290503844477e+00, 4.239217272522654234e+00, 4.465380705052170107e+00, 4.084729216743264502e+00, 4.261340909395814336e+00, 4.872983094163770623e+00, 5.269479306626423387e+00, 4.081128620169474530e+00
2.066000000000000000e+03, 4.189819216907535449e+00, 4.341281679125009951e+00, 4.994735879643286580e+00, 4.834304284398023732e+00, 3.872027881180526432e+00, 4.246840986069050139e+00, 4.722615041166647210e+00, 4.875942692356313835e+00, 3.908322854286486514e+00, 4.194465529826185701e+00, 4.137937426543834007e+00, 3.872604370868837798e+00, 4.499882917132821625e+00, 5.079617751622938826e+00, 4.787357892780143231e+00, 4.108679356577377817e+00
2.067000000000000000e+03, 4.351627157507562238e+00, 4.629875624928640576e+00, 4.896664057350920807e+00, 5.102920878861018750e+00, 3.926698042727339466e+00, 4.376090053020432968e+00, 4.731857152547725320e+00, 4.682332127070144345e+00, 4.196054255196334459e+00, 3.927681815329229220e+00, 3.797060772006462415e+00, 4.253885470929811952e+00, 4.425815586580082339e+00, 4.798245861822422853e+00, 4.807358572898498217e+00, 4.116233267713190536e+00
2.068000000000000000e+03, 4.596014187584201771e+00, 4.572794386518881815e+00, 4.766330015622057381e+00, 4.953092880109339902e+00, 3.814191342709739363e+00, 3.968805759760784202e+00, 4.901186269987197086e+00, 4.768703511743539458e+00, 3.983470911527729807e+00, 3.793758143120780080e+00, 3.802301292031019297e+00, 4.120458772940533088e+00, 4.234056027957512569e+00, 5.150665272781960624e+00, 5.276324630381455272e+00, 3.862204518289171329e+00
2.069000000000000000e+03, 4.413957977940624389e+00, 4.747262900688939524e+00, 4.792364242229290028e+00, 4.952855375245335701e+00, 3.976559945508674421e+00, 4.090023493573291979e+00, 5.049425197354810990e+00, 5.218186363052740084e+00, 3.962924602985435918e+00, 3.770902195083828179e+00, 4.221510452969739369e+00, 4.029183448000920542e+00, 4.378066157896729926e+00, 5.225399080569732568e+00, 5.033007843734146114e+00, 4.017575532202640964e+00
2.070000000000000000e+03, 4.257235028189505499e+00, 4.403233575499858610e+00, 4.670757011047983021e+00, 5.051010534467502033e+00, 4.083198803394594734e+00, 4.004734178713495574e+00, 5.040825001970728358e+00, 5.021935509878293402e+00, 4.345812099114314542e+00, 3.832575147487621514e+00, 4.160726632058278973e+00, 3.961310355643423264e+00, 4.499552675714056704e+00, 5.108006599320028762e+00, 4.642380893236220274e+00, 4.041750494114808134e+00
2.071000000000000000e+03, 4.205585810549340664e+00, 4.612238827705794186e+00, 4.585265802673170299e+00, 5.047106152830887815e+00, 3.803507921695099103e+00, 4.083036440499323128e+00, 4.998446219101378318e+00, 4.954932687289927529e+00, 4.218168083687928949e+00, 3.797011444426572346e+00, 4.081493622714157610e+00, 4.319540808208114591e+00, 4.569673440648511331e+00, 5.187992212389834101e+00, 5.098733055899191235e+00, 4.327976095353408326e+00
2.072000000000000000e+03, 4.203150574307945142e+00, 4.675866518860407162e+00, 4.924072886725674891e+00, 5.153774289372837103e+00, 3.828125417225392901e+00, 3.759359397170090933e+00, 4.781207302147187477e+00, 4.633702985858193735e+00, 4.286006448915029132e+00, 4.048405248033168036e+00, 4.429750998010981711e+00, 4.458115891901882399e+00, 4.289182304759361131e+00, 4.933024600505785173e+00, 5.409119757451248844e+00, 4.335401077995532759e+00
2.073000000000000000e+03, 4.229862637973513806e+00, 4.423218308464606174e+00, 4.897983494865544074e+00, 4.949628815167363527e+00, 4.124203935077891181e+00, 4.170346255504659538e+00, 4.815774915917784504e+00, 4.400383904191847328e+00, 4.144663962504173682e+00, 3.873270595235560609e+00, 4.184970674160959803e+00, 3.740203618137833086e+00, 4.505733492887181058e+00, 4.824505329930636854e+00, 4.986174892549596116e+00, 3.539280856050428525e+00
2.074000000000000000e+03, 4.402618276536355069e+00, 4.743250416917460299e+00, 4.886849214695369703e+00, 4.912998710567339167e+00, 4.080900442983475429e+00, 3.970348600716468113e+00, 4.795091710432083154e+00, 5.117870435836813670e+00, 4.285552714524459184e+00, 4.006772142230169642e+00, 3.630841196674418292e+00, 3.724465279883909297e+00, 4.533718766044154691e+00, 5.000037505199254717e+00, 4.890850727826083322e+00, 3.880258831445807299e+00
2.075000000000000000e+03, 4.614608075268042953e+00, 4.585946980032338693e+00, 4.904705382325171392e+00, 4.808772943336949268e+00, 3.836012635713235586e+00, 3.882735043221418714e+00, 4.916079763302924732e+00, 5.177193188424289438e+00, 4.166598289607062355e+00, 3.967229489102821027e+00, 4.235412754571476590e+00, 4.034847812967782943e+00, 4.137634081417009391e+00, 4.949768899650403675e+00, 5.207388947969787019e+00, 4.041056821862583526e+00
2.076000000000000000e+03, 4.561984823452709392e+00, 4.691559594183416948e+00, 4.560137581745466129e+00, 4.822087771852573646e+00, 3.594472966162543859e+00, 4.039924302285573532e+00, 4.989843205022153505e+00, 4.962053380338677933e+00, 4.081241988127736420e+00, 4.073378652177864545e+00, 4.083335820585825893e+00, 4.012068903936731878e+00, 4.518347285674834346e+00, 4.641370259027597811e+00, 5.324734863034574772e+00, 3.807469562051112089e+00
