year, NorESM2-MM, CMCC-ESM2, INM-CM5-0, MPI-ESM1-2-LR, GFDL-ESM4, UKESM1-0-LL, CESM2-WACCM, TaiESM1, EC-Earth3-Veg, MIROC-ES2L, NorESM2-LM, CNRM-ESM2-1, IPSL-CM6A-LR, CanESM5, INM-CM4-8, ACCESS-ESM1-5
2.077000000000000000e+03, 3.250695133350637533e+00, 2.927296302468502365e+00, 2.493295953089583072e+00, 2.912056260670434771e+00, 3.290933912889189017e+00, 4.491079689710669065e+00, 3.133681424854569464e+00, 3.875317070529001651e+00, 4.235290806857340051e+00, 2.895910739084480490e+00, 3.237032413606943493e+00, 2.582302386422147045e+00, 3.287767227438266548e+00, 2.390626356566677213e+00, 2.485465861840219670e+00, 2.498597045148570395e+00
2.078000000000000000e+03, 3.274957015536904326e+00, 3.104503587876738635e+00, 2.435853186006409210e+00, 2.789564621441665171e+00, 3.211743219320035259e+00, 4.485396052305526737e+00, 3.192565984336249940e+00, 3.925353164061544664e+00, 4.172080366949071362e+00, 2.875911233319373039e+00, 3.216550152420848629e+00, 2.540038233292298386e+00, 3.381770850524028482e+00, 2.432091566999933452e+00, 2.510820206304172686e+00, 2.396852168273543970e+00
2.079000000000000000e+03, 3.251085217928709969e+00, 3.115794526988058699e+00, 2.489613695697782347e+00, 2.857983072287336057e+00, 3.338711536920358380e+00, 4.460510783940629054e+00, 3.176358243851209906e+00, 3.852762608081613305e+00, 4.182076548895293122e+00, 2.838490942249021209e+00, 3.258628976021394230e+00, 2.536121052489687333e+00, 3.488120512841337728e+00, 2.305469071204893972e+00, 2.444645705850518436e+00, 2.397875884007551583e+00
2.080000000000000000e+03, 3.248699588358965329e+00, 2.968980506965326782e+00, 2.500591389188376645e+00, 3.088572171718758419e+00, 3.308941971570267704e+00, 4.452291282046434873e+00, 3.055292839604376809e+00, 3.862172386694675552e+00, 4.120567522724167375e+00, 2.862638857420579885e+00, 3.297680660516244089e+00, 2.606855919582240499e+00, 3.405282422067993142e+00, 2.405200776454220701e+00, 2.492488110166021009e+00, 2.450840051812019027e+00
2.081000000000000000e+03, 3.216866171530347263e+00, 3.109924387089007425e+00, 2.468934302081831511e+00, 3.094253290279853186e+00, 3.234641255131781801e+00, 4.454757791177748061e+00, 3.074905353231784044e+00, 3.852127811319741468e+00, 4.096329218644418901e+00, 2.846083675080140818e+00, 3.299505800043531778e+00, 2.409884452757762308e+00, 3.386218675322080873e+00, 2.413104627450008977e+00, 2.458567495975684469e+00, 2.319368849785029330e+00
2.082000000000000000e+03, 3.243212986189055957e+00, 3.177474842068091831e+00, 2.488435674378506768e+00, 3.200856153039933982e+00, 3.219776777800743339e+00, 4.452588347549282233e+00, 3.192926915795030407e+00, 3.906283273382971544e+00, 4.068618519541747247e+00, 2.853101504721158310e+00, 3.300342780495304051e+00, 2.458808573676241505e+00, 3.483856415361499259e+00, 2.450409730363861893e+00, 2.505757895552258585e+00, 2.254458219903572314e+00
2.083000000000000000e+03, 3.159420227502348855e+00, 3.030794744175478339e+00, 2.471748394225399270e+00, 3.048574540208065287e+00, 3.228871159890448705e+00, 4.448291101736692177e+00, 3.193634808508640788e+00, 3.901144593465578403e+00, 4.063807320602672135e+00, 2.867581570113850287e+00, 3.308967123725376158e+00, 2.552553919249771486e+00, 3.399954089223702347e+00, 2.249542855701146760e+00, 2.482630080130458161e+00, 2.386059504378581941e+00
2.084000000000000000e+03, 3.204694498449157880e+00, 2.910435988534950003e+00, 2.494145552573488356e+00, 3.129050403035225525e+00, 3.686089919876661458e+00, 4.416770440963976085e+00, 3.081058218429721052e+00, 3.871344302342353494e+00, 4.114615016928612867e+00, 2.854847922691946760e+00, 3.280178421474209571e+00, 2.636013114657499212e+00, 3.433515023293174817e+00, 2.333732089414239486e+00, 2.506425563200992190e+00, 2.272974923339665221e+00
2.085000000000000000e+03, 3.252920281278310011e+00, 3.004034816589652657e+00, 2.501109268626136473e+00, 3.170884859066732897e+00, 3.518123880956330662e+00, 4.426751052176541634e+00, 3.112439551575580943e+00, 3.903536688214722439e+00, 4.095252911403142626e+00, 2.828501665032327139e+00, 3.317989732982052686e+00, 2.728371894073351456e+00, 3.453003901053627533e+00, 2.231623154304255063e+00, 2.488169269316157894e+00, 2.097644442890922001e+00
2.086000000000000000e+03, 3.139878144086679423e+00, 3.088061385867593600e+00, 2.447265429737368603e+00, 3.117605432653125952e+00, 3.212660081029992121e+00, 4.424575956114070507e+00, 3.065273653063427695e+00, 3.850985020286290972e+00, 4.022950822762402012e+00, 2.836707326752776037e+00, 3.351731255843155566e+00, 2.634889971656124708e+00, 3.347341902920929257e+00, 2.023551945570016830e+00, 2.481179930697873015e+00, 2.016203287338536931e+00
2.087000000000000000e+03, 3.101499894643606758e+00, 3.046616706430497423e+00, 2.507680842317665526e+00, 2.981939854413238944e+00, 3.446943295411419417e+00, 4.440128260882579170e+00, 3.065631046735787013e+00, 3.876924987981119397e+00, 4.139330588125720745e+00, 2.851234102775654922e+00, 3.333567878240473625e+00, 2.646267634412136971e+00, 3.407678601403734575e+00, 2.372355837108743426e+00, 2.509995012763441391e+00, 2.118320519887692654e+00
2.088000000000000000e+03, 3.147606106530052461e+00, 3.161559907491502841e+00, 2.509087068295974721e+00, 3.048318454075625628e+00, 3.429783047795883721e+00, 4.440622958244375695e+00, 3.107412195469420713e+00, 3.883065052217530955e+00, 4.055003600795415331e+00, 2.870777513630529576e+00, 3.383425135589614552e+00, 2.602546638195254225e+00, 3.388580953293128140e+00, 2.454184588950306001e+00, 2.532922809073456349e+00, 2.325483220908766580e+00
2.089000000000000000e+03, 3.171249303743487680e+00, 3.036030169573023407e+00, 2.501775401262509746e+00, 3.083069848070098207e+00, 3.323264401605994678e+00, 4.431860731680995258e+00, 3.043591319418764929e+00, 3.733740696120815272e+00, 4.100916212736992250e+00, 2.836564617218634066e+00, 3.370028563489905427e+00, 2.604692577900637573e+00, 3.468160502543011336e+00, 2.383565423006424489e+00, 2.455503600308552858e+00, 2.379308500736378562e+00
2.090000000000000000e+03, 3.162034355759923088e+00, 2.944697072722552544e+00, 2.526492529755075545e+00, 3.150344075941449162e+00, 3.304683262337109628e+00, 4.400940717111273770e+00, 3.025935106014452369e+00, 3.644084467859553644e+00, 4.148053973549501450e+00, 2.841275224902078289e+00, 3.279327450747552053e+00, 2.584533220085514227e+00, 3.442468130180921015e+00, 2.208255942748860168e+00, 2.440370354215182225e+00, 2.371549753339201150e+00
2.091000000000000000e+03, 3.136891898232204934e+00, 3.041745805669953562e+00, 2.486254495192137703e+00, 3.084822965535474637e+00, 3.372385676407056110e+00, 4.396667183118478484e+00, 3.019109837983879441e+00, 3.652862140481076381e+00, 4.185317805416763903e+00, 2.831029004225998236e+00, 3.282544631791828760e+00, 2.552656870026409397e+00, 3.468733432073769052e+00, 2.234391240940869050e+00, 2.465136541427697114e+00, 2.380101131111266977e+00
2.092000000000000000e+03, 3.117555979905214603e+00, 3.059600154696390462e+00, 2.489562536066844078e+00, 3.126867378160810507e+00, 3.427741558616105966e+00, 4.420475434524233194e+00, 2.973301228337782209e+00, 3.666866934964868818e+00, 4.146969894798063550e+00, 2.799840633251927002e+00, 3.155230039001926556e+00, 2.637002185602999926e+00, 3.476879360948415876e+00, 2.396347469494407800e+00, 2.447600472836317653e+00, 2.351970250132995321e+00
2.093000000000000000e+03, 3.180547518958829922e+00, 3.061916330783175155e+00, 2.478673094662234178e+00, 3.148482604467089274e+00, 3.316636280336612064e+00, 4.398094009216582556e+00, 3.055495879239038093e+00, 3.631576933225808101e+00, 4.126107504470339471e+00, 2.799835598909070633e+00, 3.168432895548916051e+00, 2.603027371713285465e+00, 3.444661678000725313e+00, 2.299113956171365825e+00, 2.419776056780849505e+00, 2.362517648014096139e+00
2.094000000000000000e+03, 3.167664367678792559e+00, 3.052370434871030991e+00, 2.497660631841551737e+00, 3.159600537212119420e+00, 3.439618243416239451e+00, 4.380357297616918721e+00, 2.984111567472311766e+00, 3.784659510615695499e+00, 4.169873662378768664e+00, 2.837243021123654785e+00, 3.184434496660933700e+00, 2.582914208548431123e+00, 3.383646102273595524e+00, 2.270387355526813256e+00, 2.509766017260868232e+00, 2.494411092838118016e+00
2.095000000000000000e+03, 3.151825105205621202e+00, 3.062749826836943523e+00, 2.461512924504413391e+00, 3.157697954429582232e+00, 3.476355059369784950e+00, 4.376021276731685283e+00, 2.952932799837314271e+00, 3.924786640388469028e+00, 4.073143745898465617e+00, 2.852678645067598051e+00, 3.162355267346709020e+00, 2.605966929122786269e+00, 3.382787274845104886e+00, 2.299056824336409122e+00, 2.504640285542908185e+00, 2.257055154175793721e+00
2.096000000000000000e+03, 3.192110576812220657e+00, 3.043528530065118254e+00, 2.534216646168083731e+00, 3.219176902191070777e+00, 3.357900224299524616e+00, 4.397193424399151951e+00, 2.982421617835858463e+00, 3.747463026700144972e+00, 3.878720974704904290e+00, 2.845963786925659544e+00, 3.209630513339194025e+00, 2.673208414625171336e+00, 3.399319305766257404e+00, 2.195452061629077800e+00, 2.507041024210224123e+00, 2.099259273019744132e+00
2.097000000000000000e+03, 3.195432429590163714e+00, 3.018532216499949961e+00, 2.495197797435191323e+00, 3.042289191504519152e+00, 3.337077068277590541e+00, 4.389708406617373271e+00, 2.984059882974803291e+00, 3.693493783909973072e+00, 3.871873807616859064e+00, 2.821075572738344306e+00, 3.349294712230745041e+00, 2.581242372130803986e+00, 3.430175007450309899e+00, 2.229858200180835137e+00, 2.503263626423729349e+00, 2.225103650188591242e+00
2.098000000000000000e+03, 3.101063574333932760e+00, 3.037930422417932874e+00, 2.413188998535357843e+00, 2.962654761705325157e+00, 3.316056921983374650e+00, 4.404574000130045519e+00, 3.039407789968216811e+00, 3.808546688637143962e+00, 3.942144038992859922e+00, 2.824390392823612927e+00, 3.330366143416405134e+00, 2.661286426010240902e+00, 3.471674036607975466e+00, 2.392887092900128909e+00, 2.449810140471925024e+00, 2.363609191883603966e+00
2.099000000000000000e+03, 3.165332638972949475e+00, 3.103012150168469763e+00, 2.502265010968016234e+00, 3.026123098949742740e+00, 3.257642459886112452e+00, 4.386350738570881092e+00, 3.031359828809837786e+00, 3.899627601153181189e+00, 3.979497999407709319e+00, 2.828230310806475689e+00, 3.332210520417763888e+00, 2.675128322643886225e+00, 3.399378032571231500e+00, 2.264150053457339773e+00, 2.506687487877735432e+00, 2.291564613800843642e+00
2.100000000000000000e+03, 3.206216460104922561e+00, 3.121185114474175570e+00, 2.511218198983628191e+00, 3.048896690491372574e+00, 3.243868250465592684e+00, 4.378166117089771880e+00, 3.054703055809519618e+00, 3.871527969436216576e+00, 3.959304860774733203e+00, 2.841121899768073167e+00, 3.285996876778208620e+00, 2.599297429090513312e+00, 3.409553228809562686e+00, 2.119542424952327586e+00, 2.450793964523297230e+00, 2.316502504519760475e+00
