year, GFDL-ESM4, CanESM5, ACCESS-ESM1-5, CMCC-CM2-SR5, CESM2-WACCM, NorESM2-MM, MIROC-ES2L, CNRM-ESM2-1, MPI-ESM1-2-LR, NorESM2-LM, EC-Earth3-Veg, IPSL-CM6A-LR, TaiESM1
2.028000000000000000e+03, 3.006280421223619825e+01, 1.458709988582346639e+01, 6.824077915908461023e+00, 8.036335526399250639e+00, 5.261647992177576505e+00, 5.338762795161927421e+00, 3.583610876120162203e+01, 3.486591002639192993e+01, 5.634369500986551316e+01, 5.536543561932719903e+00, 6.481454740158345551e+00, 2.082595000690555764e+01, 2.210773238560776122e+00
2.029000000000000000e+03, 2.988896460706687463e+01, 1.463590166702235962e+01, 6.874685603262796540e+00, 7.836387095039365924e+00, 5.330587853355665651e+00, 5.403049416684272188e+00, 3.562036447414442364e+01, 3.492035422433929881e+01, 5.624845716435613241e+01, 5.458502394810789582e+00, 6.780792925009119898e+00, 2.084250862875230581e+01, 2.216108823468917244e+00
2.030000000000000000e+03, 2.937483978750910651e+01, 1.469871349321993392e+01, 6.873020901732847854e+00, 8.192353547849318574e+00, 5.449001183740113774e+00, 5.366458756128212215e+00, 3.548585058260455583e+01, 3.510780520717991493e+01, 5.657195255194748285e+01, 5.510187732881991707e+00, 6.766056728038036816e+00, 2.079071991192052948e+01, 2.306701102456191865e+00
2.031000000000000000e+03, 2.929576166747828836e+01, 1.478651225862569163e+01, 6.864640720898767867e+00, 7.920655419619905935e+00, 5.579250724695155483e+00, 5.359031161022542733e+00, 3.574481661736771798e+01, 3.502905901790055054e+01, 5.680935492587583013e+01, 5.679317816873118652e+00, 6.700823319700552894e+00, 2.073781834471675367e+01, 2.324979858224733853e+00
2.032000000000000000e+03, 2.911724298879438066e+01, 1.481812531019685863e+01, 6.803115586565482431e+00, 8.365795483301827318e+00, 5.335211839446701632e+00, 5.392776591764269156e+00, 3.586081074512793521e+01, 3.522731691709631008e+01, 5.664124162207614432e+01, 5.582749938201110318e+00, 6.557663402772927697e+00, 2.079307196366460531e+01, 2.211990303253097423e+00
2.033000000000000000e+03, 2.946424697402901671e+01, 1.459534778459165771e+01, 6.701375511157866782e+00, 8.291355397904045077e+00, 5.270163051321404168e+00, 5.419150208211007680e+00, 3.581951954587240294e+01, 3.533707110781934801e+01, 5.636142234441714294e+01, 5.554212291938535273e+00, 6.536553086379849553e+00, 2.072289552493494469e+01, 2.388618733430005303e+00
2.034000000000000000e+03, 2.942595421044938320e+01, 1.464725176141175034e+01, 6.766468251852577609e+00, 8.323447204120427045e+00, 5.354391790403183471e+00, 5.453930512270170006e+00, 3.615795139840486883e+01, 3.504921609715301400e+01, 5.661085509717953812e+01, 5.429075104295186804e+00, 6.357855567683097675e+00, 2.074056875483822537e+01, 2.345298541363339595e+00
2.035000000000000000e+03, 2.917831176375218405e+01, 1.457973618839170626e+01, 6.833797813709802327e+00, 8.474395961687068990e+00, 5.360932025024715664e+00, 5.534410265406063623e+00, 3.615792954246671087e+01, 3.494881105750479122e+01, 5.709733059942796984e+01, 5.446530845883225780e+00, 6.416681275371781012e+00, 2.090242933575147788e+01, 1.977156192083816544e+00
2.036000000000000000e+03, 2.928152846304809032e+01, 1.433856745477386951e+01, 6.862394607395680524e+00, 8.188443018332872470e+00, 5.425738196526483925e+00, 5.497907521095211969e+00, 3.646134608809565236e+01, 3.493758201771783689e+01, 5.718727953837730382e+01, 5.504068989804705048e+00, 6.432200047764042417e+00, 2.083740316930214931e+01, 2.278552542773225831e+00
2.037000000000000000e+03, 2.913822861284761601e+01, 1.439697965937977386e+01, 6.906924484681762344e+00, 8.296131300429911093e+00, 5.413541073675051329e+00, 5.575847824556513288e+00, 3.671172037028700430e+01, 3.479365483670751047e+01, 5.676486348270386628e+01, 5.567587870438296171e+00, 6.591375041771486032e+00, 2.087788609960242781e+01, 2.489249266355785917e+00
2.038000000000000000e+03, 2.917097959621176173e+01, 1.519075308061902696e+01, 6.923233385053578992e+00, 8.406647278047593375e+00, 5.473062748225268059e+00, 5.535755864750281141e+00, 3.660174690291570698e+01, 3.496239219350332661e+01, 5.708525001834050983e+01, 5.710886043923252942e+00, 6.701146017239417496e+00, 2.091279387745094809e+01, 2.260872063942384269e+00
2.039000000000000000e+03, 2.904928210606293604e+01, 1.551368720070227347e+01, 6.737728833744699664e+00, 8.397139570637401462e+00, 5.445523449238100611e+00, 5.587569511062431715e+00, 3.659689004975537330e+01, 3.511262882275962482e+01, 5.731797561256723128e+01, 5.802234611495006966e+00, 6.656022996161542693e+00, 2.090208949298637719e+01, 2.128044568269888082e+00
2.040000000000000000e+03, 2.935766900403687529e+01, 1.526051382165091930e+01, 6.720378828731686127e+00, 8.448444360883017978e+00, 5.348679893798063745e+00, 5.456811152983058300e+00, 3.660857108981338115e+01, 3.500135491604735449e+01, 5.769683752588929337e+01, 5.733574204022502840e+00, 6.589619899843714990e+00, 2.100054779291767204e+01, 2.182558718814672893e+00
2.041000000000000000e+03, 2.984904845091057624e+01, 1.531555731105506801e+01, 6.696452570027153328e+00, 8.337560743328165103e+00, 5.331333683149753533e+00, 5.484244640009876548e+00, 3.690564413572968050e+01, 3.523242761822653080e+01, 5.784415078224899531e+01, 5.704313655385906401e+00, 6.697651895079189011e+00, 2.114189085450933092e+01, 2.062044326647557213e+00
2.042000000000000000e+03, 2.939818704505147196e+01, 1.504527059566998659e+01, 6.621165194940938470e+00, 8.479523221818217493e+00, 5.303580573432146394e+00, 5.484248857185684223e+00, 3.697287348775445537e+01, 3.517199701290082459e+01, 5.816901426143856213e+01, 5.708796918855765234e+00, 6.648585018798572221e+00, 2.120367511444929320e+01, 2.352450833816451148e+00
2.043000000000000000e+03, 2.892306769003102929e+01, 1.505198737062897685e+01, 6.494028243938106293e+00, 8.560582272626460210e+00, 5.459005654222385928e+00, 5.539251695418154320e+00, 3.674063038645720525e+01, 3.544223279323895781e+01, 5.843826827141288049e+01, 5.626240283469622128e+00, 6.690939195385210425e+00, 2.119429315062443564e+01, 2.423879216999705211e+00
2.044000000000000000e+03, 2.920269785719919398e+01, 1.503795007268217354e+01, 6.511960084082300426e+00, 8.472622699838124660e+00, 5.449865158427507517e+00, 5.447015272640509664e+00, 3.666084307162385159e+01, 3.534972624696475663e+01, 5.804507301176621326e+01, 5.659365135356421384e+00, 6.847590360337253657e+00, 2.115565900337858452e+01, 2.198102862539383029e+00
2.045000000000000000e+03, 2.933551922729514772e+01, 1.569881950278131555e+01, 6.641714971825031455e+00, 8.388789822498539550e+00, 5.441385463527270261e+00, 5.468714103232955814e+00, 3.668093773467743546e+01, 3.539942999247617905e+01, 5.810757440576653465e+01, 5.711252644906857689e+00, 6.855046506750243296e+00, 2.122524326768971292e+01, 2.462340318459831590e+00
2.046000000000000000e+03, 2.918375755739745969e+01, 1.593492480961979574e+01, 6.659375775034678036e+00, 8.354016538981991147e+00, 5.558404528861016658e+00, 5.656530843418193122e+00, 3.688018679564982705e+01, 3.505644627486165632e+01, 5.808784681097744595e+01, 5.705135716361975362e+00, 6.905140683356447262e+00, 2.121213793623230259e+01, 2.198277843579016899e+00
2.047000000000000000e+03, 2.867048810576649132e+01, 1.543948279324824924e+01, 6.735045049866871025e+00, 8.479326383240644915e+00, 5.489919784693329419e+00, 5.589807368582168756e+00, 3.698745817938486624e+01, 3.523422670166334569e+01, 5.803574985237136019e+01, 5.860464379189624928e+00, 6.758774656012373150e+00, 2.126516889834641688e+01, 2.037910743316193152e+00
2.048000000000000000e+03, 2.867553236664110372e+01, 1.514920008340253510e+01, 6.830381409285206651e+00, 8.577631574373491219e+00, 5.461126874616144100e+00, 5.610599741870854196e+00, 3.688512529628654590e+01, 3.519637529484503347e+01, 5.816295471403765305e+01, 5.770778518653814082e+00, 6.775672951488741269e+00, 2.119374384057221405e+01, 2.351746259566776409e+00
2.049000000000000000e+03, 2.880595072256715738e+01, 1.534525779425182357e+01, 6.713375275306868950e+00, 8.805027839922923150e+00, 5.659288890300244290e+00, 5.726014193180960277e+00, 3.698548143347717598e+01, 3.535831742715343751e+01, 5.796737320800514937e+01, 5.835593531063660855e+00, 6.652355228943639176e+00, 2.125418926865416580e+01, 2.337985489137823780e+00
2.050000000000000000e+03, 2.891406675975249385e+01, 1.543339801940656209e+01, 6.423108883713763539e+00, 8.341360999102498397e+00, 5.543183520968343991e+00, 5.680282259423191427e+00, 3.686964351426664166e+01, 3.529658361501674335e+01, 5.767621659858778571e+01, 5.850967372548540268e+00, 6.398718314919307204e+00, 2.117546227413041748e+01, 2.129610380559228133e+00
2.051000000000000000e+03, 2.898017276922676899e+01, 1.552592640574050442e+01, 6.386303847385388366e+00, 8.200891468339397861e+00, 5.353707045120866148e+00, 5.642951663344973667e+00, 3.671426239163248084e+01, 3.547274256057692554e+01, 5.774210996536837115e+01, 5.908603001622691586e+00, 6.547518289362860067e+00, 2.113531087201032221e+01, 2.289785827643065819e+00
2.052000000000000000e+03, 2.883117500916010201e+01, 1.513934011386419343e+01, 6.378641989798694567e+00, 8.430796153219928257e+00, 5.562516876750217776e+00, 5.661615785537899015e+00, 3.670203890849914785e+01, 3.527094322923085201e+01, 5.821936440352494913e+01, 5.851411397984645824e+00, 6.553760529058672013e+00, 2.107484346476549320e+01, 2.324157216387215286e+00
2.053000000000000000e+03, 2.867091728653484495e+01, 1.539212289802464895e+01, 6.357195502137681586e+00, 8.554870595706107750e+00, 5.574592999182321762e+00, 5.570020652717257548e+00, 3.694880365808608502e+01, 3.558828173167385245e+01, 5.817811924920420097e+01, 5.699026285417287951e+00, 6.725798382167327283e+00, 2.114813765792809619e+01, 2.408856545075259259e+00
2.054000000000000000e+03, 2.900535266018555802e+01, 1.563681618721465938e+01, 6.428068736307132269e+00, 8.500657300206038158e+00, 5.659951936996370669e+00, 5.665153896965305691e+00, 3.718085988579539958e+01, 3.532972752354090318e+01, 5.840706465580472440e+01, 5.775059345731017757e+00, 6.725980251093881535e+00, 2.127787095749615887e+01, 2.050502314697167261e+00
2.055000000000000000e+03, 2.864413173035167048e+01, 1.565183237909134384e+01, 6.622237345590267665e+00, 8.570922613748885865e+00, 5.582857663052598340e+00, 5.610484737025148050e+00, 3.712926374962157894e+01, 3.527122994248815502e+01, 5.865519824895072531e+01, 5.743298158294891209e+00, 6.660352255342334438e+00, 2.128336581895779034e+01, 2.157747322088912512e+00
2.056000000000000000e+03, 2.795938667496795205e+01, 1.575783992383291654e+01, 6.852198378264248824e+00, 8.554095399958040247e+00, 5.706855855411240519e+00, 5.590489171723667994e+00, 3.692935381788948490e+01, 3.542190145454124206e+01, 5.878128345634139862e+01, 5.753153397222852128e+00, 6.630845766627730065e+00, 2.128013407474607277e+01, 2.317160968042605074e+00
2.057000000000000000e+03, 2.791140142150919701e+01, 1.560759179486134229e+01, 6.812963677866650691e+00, 8.400074385497761753e+00, 5.640430026477951664e+00, 5.649280076123750050e+00, 3.695671631341441099e+01, 3.560010508964528952e+01, 5.889067260056971520e+01, 5.767620329981281380e+00, 6.734250505698980760e+00, 2.129886605530528598e+01, 2.316623151693642413e+00
2.058000000000000000e+03, 2.833759280491344867e+01, 1.555403842001142678e+01, 6.625455731926904512e+00, 8.602122126378370481e+00, 5.584684397182285487e+00, 5.741362327006982902e+00, 3.690560882820113875e+01, 3.573695704750667090e+01, 5.884837095468062529e+01, 5.799508333316345521e+00, 6.886288387503138431e+00, 2.126808992326546388e+01, 1.994828628708262608e+00
2.059000000000000000e+03, 2.871841489551925974e+01, 1.531415452373627772e+01, 6.467039926768461733e+00, 8.488817868825073276e+00, 5.679135029475534502e+00, 5.661681145699402506e+00, 3.687730523505510405e+01, 3.600710152439439327e+01, 5.921453091342873876e+01, 5.815285759634595486e+00, 6.739023824565373744e+00, 2.138925545334351241e+01, 2.092078064240659785e+00
2.060000000000000000e+03, 2.871813517712599051e+01, 1.559589522138942108e+01, 6.523043124328468778e+00, 8.534259820693538501e+00, 5.799827324615259627e+00, 5.695488053178580756e+00, 3.702425690378637313e+01, 3.578907518099508422e+01, 5.907170192096982220e+01, 5.738479948341220549e+00, 6.373110762046392708e+00, 2.144077610706192871e+01, 2.266405213143919184e+00
2.061000000000000000e+03, 2.819169462571421647e+01, 1.556839193539191335e+01, 6.537968243689595838e+00, 8.386871081647088388e+00, 5.666817045084923343e+00, 5.566383498300665700e+00, 3.713510997255836799e+01, 3.570611844010954172e+01, 5.934708384766901901e+01, 5.846539413114712147e+00, 6.522758261351087938e+00, 2.150550864392207728e+01, 2.572234620234909563e+00
2.062000000000000000e+03, 2.780182775233570780e+01, 1.566054439412660315e+01, 6.480006684715154286e+00, 8.578145056295243265e+00, 5.597120879132075011e+00, 5.737632087244334045e+00, 3.734120229724496198e+01, 3.578027903074725913e+01, 5.882777681670948056e+01, 6.045461345427487920e+00, 6.498837770111090428e+00, 2.149226481493176877e+01, 2.186469932067294675e+00
2.063000000000000000e+03, 2.794292242637944312e+01, 1.603342008668954577e+01, 6.532623302457453818e+00, 8.863775888585349705e+00, 5.684895554103515103e+00, 5.605541682453683450e+00, 3.739429919603423258e+01, 3.570274581283385373e+01, 5.879743532518238425e+01, 5.833238909360880520e+00, 6.539259628346466791e+00, 2.158500769257917540e+01, 1.985432930568924670e+00
2.064000000000000000e+03, 2.821309311278244891e+01, 1.569041760701105304e+01, 6.597273053816043564e+00, 8.362647910844891896e+00, 5.735696739966700264e+00, 5.716026138730925688e+00, 3.709360561681922519e+01, 3.595289788134141418e+01, 5.917307373544885252e+01, 5.820422203817652296e+00, 6.487489396384408025e+00, 2.151346969370207063e+01, 2.244400192470595634e+00
2.065000000000000000e+03, 2.865479847994621565e+01, 1.572840847756289051e+01, 6.715336978670817025e+00, 8.200699555461122614e+00, 5.667801079970923972e+00, 5.805727271085728169e+00, 3.712548010986207458e+01, 3.577472949873185826e+01, 5.903115051260148505e+01, 5.947108762008347149e+00, 6.293957003920376714e+00, 2.153641889553651012e+01, 2.408494904021059035e+00
2.066000000000000000e+03, 2.897488837254153893e+01, 1.565415664805018281e+01, 6.748950194962739957e+00, 8.561671639507427045e+00, 5.635684467234189476e+00, 5.680819188011347443e+00, 3.735303036470667593e+01, 3.555460581408055987e+01, 5.910674365058432755e+01, 5.841777515925167918e+00, 6.251830036593716500e+00, 2.151311339612052365e+01, 2.229137042369713217e+00
2.067000000000000000e+03, 2.902275452297362790e+01, 1.539056361673666729e+01, 6.679519636717681230e+00, 8.729983005835054044e+00, 5.793218665126484090e+00, 5.664741320328879226e+00, 3.736948116791241858e+01, 3.567094111959224279e+01, 5.889822642261788843e+01, 5.870233606604607246e+00, 6.268717682867441354e+00, 2.155634818222190674e+01, 2.128270848138628768e+00
2.068000000000000000e+03, 2.931738143471993041e+01, 1.522686587558123072e+01, 6.722862532895997667e+00, 8.594024194641102454e+00, 5.733126786512980466e+00, 5.835249897433476995e+00, 3.723788700672597685e+01, 3.585513781606204020e+01, 5.919305832549414248e+01, 5.927312752522404082e+00, 6.299330861849144370e+00, 2.170267855799125911e+01, 2.196638054194990808e+00
2.069000000000000000e+03, 2.946219012268806736e+01, 1.522224265844857705e+01, 6.738694189807407753e+00, 8.354259150404610423e+00, 5.619071495914784720e+00, 5.829776627984029069e+00, 3.710442095080441760e+01, 3.580819240463807773e+01, 5.905974370881104107e+01, 5.828890745233718640e+00, 6.528740522168358318e+00, 2.164774745814840529e+01, 2.138382635143308619e+00
2.070000000000000000e+03, 2.949091834720471184e+01, 1.554977132964604714e+01, 6.517677503901897929e+00, 8.824041437515381503e+00, 5.563093863372179371e+00, 5.692178892263852319e+00, 3.734585837726596935e+01, 3.595796304018310963e+01, 5.899947410269238901e+01, 5.797437418568494039e+00, 6.534046970984069169e+00, 2.171079068490337605e+01, 2.230218401361380831e+00
2.071000000000000000e+03, 3.020234368197596098e+01, 1.566538657994501982e+01, 6.532884612976189054e+00, 8.636598421704066553e+00, 5.602880575406003594e+00, 5.690187040779104422e+00, 3.762592054963904786e+01, 3.582315628425306642e+01, 5.878840110984376111e+01, 5.858041357400177063e+00, 6.464171131518695823e+00, 2.170099065860021526e+01, 2.262507390787655392e+00
2.072000000000000000e+03, 3.039272511348412564e+01, 1.526765037126672553e+01, 6.584129689346007730e+00, 8.413097993319363255e+00, 5.513190259986089359e+00, 5.620565487362629398e+00, 3.773032389328219693e+01, 3.595724629484333690e+01, 5.894683591098652897e+01, 5.814372285216284908e+00, 6.300139109389342629e+00, 2.162159579004342191e+01, 2.145434597626034723e+00
2.073000000000000000e+03, 3.067348102405945909e+01, 1.566285453376709746e+01, 6.589463813133950687e+00, 8.473665660348556727e+00, 5.586856669790631003e+00, 5.690770968500302729e+00, 3.785330170014890427e+01, 3.577685643043337649e+01, 5.914224200917038843e+01, 5.893398884807896643e+00, 6.331819390833421934e+00, 2.160494928585019991e+01, 2.018971816486285764e+00
2.074000000000000000e+03, 3.062846998450770286e+01, 1.616687540112858912e+01, 6.562772002467722743e+00, 8.479905631741521788e+00, 5.740930065217360934e+00, 5.698235603634417501e+00, 3.766218341677761572e+01, 3.594511532512731833e+01, 5.895012951531815304e+01, 5.768374426642407293e+00, 6.465878229823802670e+00, 2.168083512818250469e+01, 2.150724341659359329e+00
2.075000000000000000e+03, 3.077219358467813137e+01, 1.620713719362257876e+01, 6.563164270545859047e+00, 8.456564485087820771e+00, 5.687310146852198933e+00, 5.603155510797921401e+00, 3.741299575423571611e+01, 3.605670500712923854e+01, 5.903223857883148895e+01, 5.910137969271460179e+00, 6.600029212486629326e+00, 2.167096144549994463e+01, 2.491809778392465091e+00
2.076000000000000000e+03, 3.093861821524827249e+01, 1.618169962833226450e+01, 6.593759569534393350e+00, 8.409873170150998334e+00, 5.630531736764969430e+00, 5.700710908646699160e+00, 3.740874463276583839e+01, 3.586398569453817942e+01, 6.005920733913529830e+01, 5.914376595600878694e+00, 6.501452606147538837e+00, 2.173925799925241975e+01, 2.107841947350755252e+00
2.077000000000000000e+03, 3.114059273962947216e+01, 1.615538880148896794e+01, 6.658687976934853481e+00, 8.317712318364412383e+00, 5.555900806026857097e+00, 5.541525370442363041e+00, 3.756317088378833802e+01, 3.610668652366224052e+01, 6.004011736897010820e+01, 5.878740965087134285e+00, 6.505821989552662110e+00, 2.167505718073543974e+01, 2.082918447839418707e+00
2.078000000000000000e+03, 3.092184104223325747e+01, 1.614061612205452789e+01, 6.645025046615296027e+00, 8.853149811844254202e+00, 5.647175391892421459e+00, 5.645119556885529022e+00, 3.762017663825605496e+01, 3.624300952495041628e+01, 5.998796204363387119e+01, 5.797495263856347947e+00, 6.484347691922775603e+00, 2.164370393067144249e+01, 2.326579975678099377e+00
2.079000000000000000e+03, 3.054118148173107983e+01, 1.632887018053039085e+01, 6.685713626035743928e+00, 8.457225448761771958e+00, 5.743604550417543919e+00, 5.622375064974572290e+00, 3.736837759791333013e+01, 3.595430229477810968e+01, 5.982897315500660085e+01, 5.888417186303169792e+00, 6.469340232721020989e+00, 2.162227509296470629e+01, 2.035686909293648039e+00
2.080000000000000000e+03, 3.055304679075289798e+01, 1.614552689680056474e+01, 6.705125732228483848e+00, 8.234508189877606910e+00, 5.806888211941315880e+00, 5.703705495098029488e+00, 3.730063040488541048e+01, 3.611185229931837171e+01, 5.950945831817568887e+01, 5.851927651259686058e+00, 6.397276100778777064e+00, 2.160817948247329667e+01, 2.241593207009073385e+00
2.081000000000000000e+03, 3.056871598363650833e+01, 1.632363438819546886e+01, 6.615620493316137996e+00, 8.422153723601519815e+00, 5.590502764206030761e+00, 5.737315945568735032e+00, 3.720441143218052105e+01, 3.612516058310324496e+01, 5.929275049694983579e+01, 5.763029526855800277e+00, 6.286134225242021145e+00, 2.165990678222211230e+01, 2.173618760749274958e+00
2.082000000000000000e+03, 3.052863279603235824e+01, 1.613822320054013559e+01, 6.546164058043634881e+00, 8.577802699978517964e+00, 5.649584154252745627e+00, 5.633325389246910397e+00, 3.753213926324254146e+01, 3.610934871373762434e+01, 5.908302972695986455e+01, 5.821720572827066675e+00, 6.190269392552444572e+00, 2.167853327238025685e+01, 2.187280163921438980e+00
2.083000000000000000e+03, 3.024733079835579019e+01, 1.688417871446667462e+01, 6.619419276676360653e+00, 8.647099212241647237e+00, 5.663892199589992238e+00, 5.737183974422664257e+00, 3.754859204351578228e+01, 3.599347405911382225e+01, 5.937629312473827525e+01, 5.900074926070738357e+00, 6.127848874333099438e+00, 2.163263666429331167e+01, 2.176787542448957780e+00
2.084000000000000000e+03, 3.015941078049679902e+01, 1.661407803253978699e+01, 6.516205555814038597e+00, 8.418028692555768799e+00, 5.541126397133865567e+00, 5.636486460997693015e+00, 3.730347703210951238e+01, 3.601610053234700359e+01, 5.932563891473574813e+01, 5.888179702822140094e+00, 6.225103205267129347e+00, 2.158319250191345873e+01, 2.221698055966875973e+00
2.085000000000000000e+03, 3.092070755434032492e+01, 1.678829717890538831e+01, 6.248806642563687674e+00, 8.508427287240094117e+00, 5.546031378382476618e+00, 5.555770578890468769e+00, 3.717270441420115645e+01, 3.607285805835854831e+01, 5.926875005871678326e+01, 5.859044551478244323e+00, 6.124621177537980188e+00, 2.167833397322378985e+01, 2.010159431649865880e+00
2.086000000000000000e+03, 3.087191340908210790e+01, 1.755894363253229074e+01, 6.082151228722967318e+00, 8.366840820731633599e+00, 5.509294284926490093e+00, 5.769635768812480414e+00, 3.717341060275323628e+01, 3.608846902247051958e+01, 5.932762586032576735e+01, 5.924225946621363370e+00, 6.080319393209613565e+00, 2.187525632466593706e+01, 2.302719036600174629e+00
2.087000000000000000e+03, 3.066563558585949778e+01, 1.639474040235304386e+01, 6.083135193288679687e+00, 8.168941029943944443e+00, 5.616213420916462695e+00, 5.699636590625194010e+00, 3.714006897963211173e+01, 3.624318701883233018e+01, 5.921803028868615826e+01, 5.961787326074883708e+00, 6.143305789468394451e+00, 2.177869745454520611e+01, 2.160944808066404210e+00
2.088000000000000000e+03, 3.096677852057602820e+01, 1.617027002911758515e+01, 6.241756039020533109e+00, 8.421048495574147807e+00, 5.580058423719025384e+00, 5.712261198242158500e+00, 3.700513519246899818e+01, 3.657304168289451241e+01, 5.909644085338492658e+01, 5.775578981512816235e+00, 6.088860298074769695e+00, 2.171911753742832829e+01, 2.232599827526062786e+00
2.089000000000000000e+03, 3.118174588615370268e+01, 1.646655364247459374e+01, 6.349222581035267154e+00, 8.549655105603385152e+00, 5.583440199887076183e+00, 5.671528850488282814e+00, 3.678421651844814022e+01, 3.643749350073606053e+01, 5.887755267088972744e+01, 5.688246194435052416e+00, 6.245943010242656079e+00, 2.164810607950595411e+01, 2.277669104025795921e+00
