year, EC-Earth3-Veg, CESM2-WACCM, GFDL-ESM4, MPI-ESM1-2-LR, TaiESM1, CMCC-CM2-SR5, NorESM2-LM, UKESM1-0-LL, NorESM2-MM, CanESM5, CNRM-ESM2-1, ACCESS-ESM1-5, IPSL-CM6A-LR, MIROC-ES2L
2.025000000000000000e+03, 1.147686761925771037e+01, 1.013818843924459046e+01, 1.186544738383314446e+01, 2.000250140191768367e+01, 1.085596524290368414e+01, 8.860199171798878837e+00, 1.054252291018311638e+01, 1.903002255013559463e+01, 1.036615535624912887e+01, 1.490232822129901891e+01, 9.879391055860331505e+00, 1.206261238320700002e+01, 1.203744305741469667e+01, 1.248248125902813932e+01
2.026000000000000000e+03, 1.218306257570151985e+01, 1.021311535680469795e+01, 1.190137666200497968e+01, 2.016468428203504004e+01, 1.137343848673631364e+01, 8.879319658413502125e+00, 1.106571595663977625e+01, 1.875250485268564304e+01, 1.015627807452156262e+01, 1.482061249249702506e+01, 1.011885502463986164e+01, 1.182069306832655187e+01, 1.188462365548783595e+01, 1.219409582918206603e+01
2.027000000000000000e+03, 1.184816632989874741e+01, 1.009927709440788135e+01, 1.154000206314875854e+01, 1.988225634081619830e+01, 1.208231588020076153e+01, 8.683108788681428436e+00, 1.043708970606580699e+01, 1.824810116269408766e+01, 1.055951182751854311e+01, 1.462551355831191735e+01, 9.351441527513346230e+00, 1.169214096794121893e+01, 1.200923638523936710e+01, 1.225560429791085149e+01
2.028000000000000000e+03, 1.096248109679710758e+01, 1.035928301836805154e+01, 1.179078023874327563e+01, 2.027786512835051624e+01, 1.158263584298918936e+01, 8.697270264357763736e+00, 1.077013576878456291e+01, 1.897644680980038956e+01, 1.013010969500311376e+01, 1.466158295639159626e+01, 9.520032591060118676e+00, 1.189064722970259780e+01, 1.200352002257403328e+01, 1.275351543896139184e+01
2.029000000000000000e+03, 1.101488484146590530e+01, 1.017732903105398812e+01, 1.176191611885288957e+01, 2.049157410881534247e+01, 1.140924767552205665e+01, 8.846664661688976139e+00, 1.115238223771967974e+01, 1.904049230111020563e+01, 1.049453291953004452e+01, 1.479836182987676452e+01, 9.376571006754534920e+00, 1.200363552451364413e+01, 1.180744513807117535e+01, 1.303083052799762065e+01
2.030000000000000000e+03, 1.192972840113870525e+01, 1.006536144904623598e+01, 1.167338166459025750e+01, 1.959530181515934544e+01, 1.157803834202525195e+01, 9.046881909710730696e+00, 1.078681822158415571e+01, 1.964599416820865585e+01, 1.042825298727840000e+01, 1.473475341381902304e+01, 9.251890939132012548e+00, 1.197610215390768218e+01, 1.207678944203473570e+01, 1.226319795507496835e+01
2.031000000000000000e+03, 1.137539060943035452e+01, 1.023198198450113416e+01, 1.158782430338821712e+01, 2.057709426846360046e+01, 1.153291353036210509e+01, 8.917968923077038923e+00, 1.067228034026766714e+01, 1.907378923089176226e+01, 1.033079703074356637e+01, 1.500775868318056894e+01, 9.940352494990680299e+00, 1.210375974005151001e+01, 1.221345737735186709e+01, 1.215310401875335167e+01
2.032000000000000000e+03, 1.139666543047612635e+01, 1.055218934730290314e+01, 1.132566381420386747e+01, 1.983313653071896709e+01, 1.125359589747035294e+01, 8.753604931808457223e+00, 1.050895223377421139e+01, 1.880922263449003751e+01, 1.055742555007195627e+01, 1.524787566387799487e+01, 9.509078800459008107e+00, 1.202977487869190121e+01, 1.205485937496341897e+01, 1.231106638406766152e+01
2.033000000000000000e+03, 1.165850637678364166e+01, 1.043235268252978010e+01, 1.165274364185223810e+01, 2.025925126549846311e+01, 1.162761922454123109e+01, 9.043019220483941467e+00, 1.091548797435705964e+01, 1.845233545111378248e+01, 1.054114398745946346e+01, 1.511544753901805471e+01, 9.203312753134637703e+00, 1.208403785261601193e+01, 1.233192066738270043e+01, 1.264046436880862068e+01
2.034000000000000000e+03, 1.181507593723708993e+01, 1.040420247600557424e+01, 1.181115527448833014e+01, 2.016451747449938026e+01, 1.167459126879083620e+01, 8.854044716608473919e+00, 1.116668554211466180e+01, 1.890282795562319507e+01, 1.060135319119580721e+01, 1.470019564227380648e+01, 9.690856994733742624e+00, 1.183651324860575471e+01, 1.216193820632205558e+01, 1.318866710549949595e+01
2.035000000000000000e+03, 1.137653095390633595e+01, 1.059307775174392852e+01, 1.163590707021911008e+01, 2.007597895638440022e+01, 1.121724248771436727e+01, 8.797373168891834183e+00, 1.086271102912441755e+01, 1.920517621546603237e+01, 1.031092805651509003e+01, 1.540233651957016470e+01, 9.314453651378965304e+00, 1.206627491067678903e+01, 1.207796630059742427e+01, 1.257243880503974687e+01
2.036000000000000000e+03, 1.157645495318885587e+01, 1.028367855160495203e+01, 1.182924111852994109e+01, 2.094117590500301063e+01, 1.142551765469515423e+01, 9.007368304526668368e+00, 1.068314234478115310e+01, 2.020604006742099301e+01, 1.056082076501498079e+01, 1.521687024691835255e+01, 9.709191361010395482e+00, 1.214167562670590073e+01, 1.220394003223921331e+01, 1.228053067595779346e+01
2.037000000000000000e+03, 1.147765165984824876e+01, 1.031010185337422769e+01, 1.177534034012978914e+01, 2.066334512437457960e+01, 1.172767513719006516e+01, 8.674333634034210760e+00, 1.072037998783580548e+01, 1.873893703464336014e+01, 1.023247733735204790e+01, 1.506125880506178305e+01, 1.000380810965712364e+01, 1.208022952724417287e+01, 1.229786215662462290e+01, 1.259214691944952769e+01
2.038000000000000000e+03, 1.121600385251212728e+01, 1.008744007236378515e+01, 1.156823415757688878e+01, 2.115418151265600599e+01, 1.125879379598050001e+01, 9.111019355633800387e+00, 1.079953467677206724e+01, 1.927440428899908298e+01, 1.066408020356620057e+01, 1.474548098584041256e+01, 9.476271831401158252e+00, 1.241965243574132316e+01, 1.247281970239859206e+01, 1.314784773728969292e+01
2.039000000000000000e+03, 1.176271365980730543e+01, 1.021108218765011522e+01, 1.177193846675869260e+01, 2.061444908424250144e+01, 1.146372428443527980e+01, 8.893630195644375291e+00, 1.042980532970926610e+01, 1.847365024753653273e+01, 1.055948248656840072e+01, 1.540790443674790033e+01, 9.727647573870672915e+00, 1.209228179903167977e+01, 1.249835689840429076e+01, 1.326558625278812187e+01
2.040000000000000000e+03, 1.122469893722015399e+01, 1.021673745727579607e+01, 1.202646715127327326e+01, 2.103827270841150821e+01, 1.144013588650327407e+01, 9.173750652109900372e+00, 1.113201147291518289e+01, 1.891026652051498758e+01, 1.076931991049869985e+01, 1.536768518963861396e+01, 9.886888630347048235e+00, 1.179055576165252894e+01, 1.239710706697557008e+01, 1.257903618544808566e+01
2.041000000000000000e+03, 1.160212471394349620e+01, 1.056953332370859400e+01, 1.227910636025514357e+01, 2.068766215045237544e+01, 1.148404118629883719e+01, 9.019729836179200433e+00, 1.100796236308661591e+01, 1.976600093490943166e+01, 1.035317670998349548e+01, 1.569852465817909426e+01, 9.607043822091606344e+00, 1.189355193172383451e+01, 1.239392051328239752e+01, 1.246421435754638196e+01
2.042000000000000000e+03, 1.189404265926318516e+01, 1.077429655689948795e+01, 1.210627091505925002e+01, 2.039751995854832956e+01, 1.170482119841072333e+01, 8.953593352050527088e+00, 1.078447793769763585e+01, 1.882194477361945317e+01, 1.058353312612039154e+01, 1.527321663456574896e+01, 1.032363572576342747e+01, 1.173695260249312078e+01, 1.225699543027814897e+01, 1.296215135072657887e+01
2.043000000000000000e+03, 1.118881084192655528e+01, 1.040585941929802871e+01, 1.175495246356997470e+01, 2.023960238034781156e+01, 1.161749980268533733e+01, 9.155562484703166248e+00, 1.124544424632382800e+01, 1.833128386601310567e+01, 1.077827648622583467e+01, 1.564439938156052357e+01, 9.222148300634001927e+00, 1.194196608511922797e+01, 1.217785748175135119e+01, 1.336079349195489741e+01
2.044000000000000000e+03, 1.141111043172356787e+01, 1.066832232001915415e+01, 1.175049754070343866e+01, 2.083535705390425008e+01, 1.151146444440342087e+01, 8.880656740298810803e+00, 1.116948746829290684e+01, 1.820222971604106377e+01, 1.093091641082067866e+01, 1.498752992566146780e+01, 1.003782933933377031e+01, 1.142269549272264051e+01, 1.252471019511645700e+01, 1.290156474331621439e+01
2.045000000000000000e+03, 1.154721743424432034e+01, 1.034817607377071980e+01, 1.204406589288060481e+01, 2.047875029849058848e+01, 1.170136566787144794e+01, 9.079498963252653709e+00, 1.142331332931565768e+01, 1.851031529598401804e+01, 1.093147545096654838e+01, 1.521856723580570758e+01, 9.641545554269105978e+00, 1.174662240255801215e+01, 1.249039856225290812e+01, 1.271951266706427930e+01
2.046000000000000000e+03, 1.175631811915091696e+01, 1.034850994460583529e+01, 1.186750158121695975e+01, 2.088835180624029420e+01, 1.180861967323782302e+01, 8.803796177084905139e+00, 1.144185161609456181e+01, 1.870438701736179965e+01, 1.047644792750064369e+01, 1.522682900614279689e+01, 1.013162393351035817e+01, 1.181079825351051937e+01, 1.239671252735427309e+01, 1.291434749289212469e+01
2.047000000000000000e+03, 1.178306978855938425e+01, 1.051598781716109343e+01, 1.167530320307437641e+01, 2.050389456033937208e+01, 1.149061938288713591e+01, 8.917210009720866637e+00, 1.085047617813731868e+01, 1.920136400836824109e+01, 1.053503931296989116e+01, 1.571457533108754667e+01, 9.639893775301402457e+00, 1.168054486552258986e+01, 1.229397386108044365e+01, 1.350862515301274769e+01
2.048000000000000000e+03, 1.144616054496258251e+01, 1.032944200455345118e+01, 1.169990578167291240e+01, 2.074899114517513254e+01, 1.154580640315246676e+01, 8.998087493872692022e+00, 1.142164047409246486e+01, 1.899161522428418536e+01, 1.078575693260180479e+01, 1.539386532182916589e+01, 9.992997464802616747e+00, 1.195578964614474771e+01, 1.256816504747919616e+01, 1.306491024588547312e+01
2.049000000000000000e+03, 1.219842772657995233e+01, 9.918915532398514756e+00, 1.180933236235060946e+01, 2.104966085196166148e+01, 1.156893438693441922e+01, 8.879102295702132608e+00, 1.061823097043053643e+01, 1.909717516065515497e+01, 1.064367545689768413e+01, 1.532572001875965917e+01, 9.849094597215875879e+00, 1.217746567515279388e+01, 1.218504405718585382e+01, 1.291383674189769515e+01
2.050000000000000000e+03, 1.176230056172967586e+01, 1.034450622827242050e+01, 1.179144868799015278e+01, 2.147474035892849287e+01, 1.147184806060739781e+01, 8.988886207485812463e+00, 1.082496383495738179e+01, 1.905237863687618827e+01, 1.052862212155281618e+01, 1.531884339518628835e+01, 9.813640196652265502e+00, 1.190645514446540787e+01, 1.250957749424165932e+01, 1.323203650736417814e+01
2.051000000000000000e+03, 1.133834846471007474e+01, 1.082196828920301712e+01, 1.182637984352119709e+01, 2.020743192769826280e+01, 1.145209988713872562e+01, 8.799384847703770163e+00, 1.079388224846815625e+01, 1.973740357813196766e+01, 1.056184601169182002e+01, 1.584451427213435082e+01, 9.160712691137950614e+00, 1.124390154257210206e+01, 1.222457836302296919e+01, 1.344027546425543385e+01
2.052000000000000000e+03, 1.121702077994368452e+01, 1.035479180281539513e+01, 1.183446809014926870e+01, 2.118809516877454513e+01, 1.166599021377008860e+01, 8.998556304330978861e+00, 1.091870587848778840e+01, 1.903480221853032006e+01, 1.066606158376815650e+01, 1.553427246898513303e+01, 9.707397417604029854e+00, 1.155914125591655583e+01, 1.225312438567705264e+01, 1.270328811695496718e+01
2.053000000000000000e+03, 1.151003818235847298e+01, 1.049675917676881198e+01, 1.162595082735651175e+01, 2.103593337751846448e+01, 1.167562121245658879e+01, 9.126491739802901293e+00, 1.105701244862679644e+01, 1.973707222900173619e+01, 1.100304248176384014e+01, 1.529412981784785153e+01, 9.037806559761293101e+00, 1.132860479253471908e+01, 1.239021867150116840e+01, 1.249677925987865379e+01
2.054000000000000000e+03, 1.139538967005033854e+01, 1.049098398041708613e+01, 1.178040017227555403e+01, 2.114561752802060468e+01, 1.097141539568963964e+01, 8.799172563616526332e+00, 1.101492869112601625e+01, 1.847435138676995336e+01, 1.069426242266309934e+01, 1.590258530937268766e+01, 9.671081094653169785e+00, 1.135801172896338151e+01, 1.232745603621745545e+01, 1.264609142197779512e+01
2.055000000000000000e+03, 1.175494147924750798e+01, 1.079903259601353582e+01, 1.180648595940811596e+01, 2.112609154844063397e+01, 1.134264381241038855e+01, 9.056728061564401244e+00, 1.163585716507426504e+01, 1.948673901544471576e+01, 1.099245226909579820e+01, 1.518456123785958134e+01, 9.858673695120371505e+00, 1.123463944827535421e+01, 1.269663349984170608e+01, 1.319430236882235086e+01
2.056000000000000000e+03, 1.162096168773960692e+01, 1.067246566049457179e+01, 1.154357469984202211e+01, 2.098754954521901439e+01, 1.173801043594197679e+01, 9.223487966788148640e+00, 1.182202856958519277e+01, 1.920558482565281011e+01, 1.092154810387598829e+01, 1.592967245419250943e+01, 1.000397042445111850e+01, 1.174091099722813603e+01, 1.274412445808757255e+01, 1.321444691040236386e+01
2.057000000000000000e+03, 1.143439149193985038e+01, 1.096971570525487572e+01, 1.146852630903004844e+01, 2.054275506586449396e+01, 1.152267457124376193e+01, 9.156578605996521958e+00, 1.153402081951632852e+01, 1.857066861416706516e+01, 1.078534887027068478e+01, 1.555456131673910924e+01, 1.005158559326283552e+01, 1.207359749613598332e+01, 1.265524772508653939e+01, 1.290683701838033848e+01
2.058000000000000000e+03, 1.121755795832535263e+01, 1.100323376294443989e+01, 1.155515576184629900e+01, 2.049640916936814961e+01, 1.101632663960290515e+01, 9.158278474706412098e+00, 1.179043806927566784e+01, 1.958698262207390783e+01, 1.082911295867345025e+01, 1.604361333011627622e+01, 9.933114538744659328e+00, 1.206576010829242662e+01, 1.288168475073662300e+01, 1.314398914922691120e+01
2.059000000000000000e+03, 1.253962293160045327e+01, 1.070521532894347594e+01, 1.178690902882204661e+01, 2.130119916145348569e+01, 1.140303745110020373e+01, 9.285716315526133968e+00, 1.150121216757775855e+01, 1.969434250632508565e+01, 1.100722995023307860e+01, 1.518243663109563357e+01, 9.548711436478216186e+00, 1.151343769265915995e+01, 1.266775705998094992e+01, 1.306252606136371419e+01
2.060000000000000000e+03, 1.167390232333768729e+01, 1.067210687768110589e+01, 1.206922666777886732e+01, 2.026705233146876495e+01, 1.159844080289932222e+01, 9.135068670403704516e+00, 1.166635513318869855e+01, 1.947867265585826502e+01, 1.082019295223318878e+01, 1.588615603363466988e+01, 1.002054984916715696e+01, 1.147295886165995071e+01, 1.245276818168197508e+01, 1.307282850866507395e+01
2.061000000000000000e+03, 1.127157945121125238e+01, 1.070176323638184357e+01, 1.194008548191365904e+01, 2.114351025802664097e+01, 1.187167708934136279e+01, 9.453685678327682140e+00, 1.132794336331561347e+01, 1.996798480253091057e+01, 1.112924228435873353e+01, 1.585809476152000030e+01, 9.753403075912270737e+00, 1.160075541317980807e+01, 1.236472146815685846e+01, 1.297495544918027299e+01
2.062000000000000000e+03, 1.132774207760227902e+01, 1.073248761390909856e+01, 1.156801809783722312e+01, 2.122520343420848832e+01, 1.157808374175499999e+01, 9.049444149136730786e+00, 1.136276763320585381e+01, 2.045686389027639507e+01, 1.060084389172615182e+01, 1.541677173306253579e+01, 9.368935626761279778e+00, 1.150928497822749996e+01, 1.272491526570241938e+01, 1.291591213891018519e+01
2.063000000000000000e+03, 1.139305478266626359e+01, 1.093839832084243113e+01, 1.170045417707324198e+01, 2.086945602343896056e+01, 1.117641519129183791e+01, 9.150606192420147167e+00, 1.191629877724017028e+01, 1.917377480641864906e+01, 1.096777315622287396e+01, 1.606023658494299511e+01, 9.848410773685436936e+00, 1.151724498954808951e+01, 1.269648182034321238e+01, 1.353893738544257985e+01
2.064000000000000000e+03, 1.191568675610293226e+01, 1.067885508658121019e+01, 1.190235645691264921e+01, 2.104300851034159692e+01, 1.136435247279301564e+01, 9.004124180880129558e+00, 1.171029932042160659e+01, 1.911497402651380995e+01, 1.062992386008552614e+01, 1.593619500001309852e+01, 9.081673203488115576e+00, 1.167305660303752823e+01, 1.278374019992723376e+01, 1.362122429398359458e+01
2.065000000000000000e+03, 1.203042324306365884e+01, 1.103670070547986093e+01, 1.218291745825776218e+01, 2.104911311046969402e+01, 1.171470456663251625e+01, 8.972926240004618137e+00, 1.135585529409310723e+01, 1.967268190877700107e+01, 1.106966009550044028e+01, 1.584400355517021985e+01, 9.821018067353261216e+00, 1.159496331881136477e+01, 1.295950314674001191e+01, 1.270626051518395982e+01
2.066000000000000000e+03, 1.163896609768449686e+01, 1.089396160852310125e+01, 1.228108736468045059e+01, 2.106301224575966913e+01, 1.173830270543140308e+01, 9.137141125787739071e+00, 1.166943079012723494e+01, 1.919410279674301734e+01, 1.132154145643318977e+01, 1.602121079120352221e+01, 1.033498105536671829e+01, 1.192501753997355252e+01, 1.269012337637976451e+01, 1.284228149416465214e+01
2.067000000000000000e+03, 1.125056853880495034e+01, 1.053611664605396214e+01, 1.198283189726374154e+01, 2.102588913340916932e+01, 1.125869978850808195e+01, 9.356985192889681002e+00, 1.141976647803690703e+01, 1.919905270120136009e+01, 1.110688811131476506e+01, 1.626433576899031408e+01, 9.606501371492045749e+00, 1.190683539056220930e+01, 1.276908104893355578e+01, 1.323784870332180397e+01
2.068000000000000000e+03, 1.143956536327562645e+01, 1.064298267387566632e+01, 1.205339980231789632e+01, 2.091286414043950259e+01, 1.119991654291374417e+01, 9.414717585773962227e+00, 1.142434275447932102e+01, 1.920459661408133201e+01, 1.062335969099670940e+01, 1.597641630981481242e+01, 9.679733941893090332e+00, 1.170564537973719865e+01, 1.247908837059263654e+01, 1.371568068452348577e+01
2.069000000000000000e+03, 1.127519243603594568e+01, 1.072935251054730443e+01, 1.219903830004070677e+01, 2.065722841499905371e+01, 1.147739165409783269e+01, 8.986278098550478433e+00, 1.156020443786432139e+01, 1.944546882867562942e+01, 1.068017313918238997e+01, 1.600297060664743753e+01, 1.020884794295750631e+01, 1.205648966906620068e+01, 1.270976718970631936e+01, 1.306712653726135187e+01
2.070000000000000000e+03, 1.140558812638885122e+01, 1.088490730259778516e+01, 1.214808346703622455e+01, 2.163789848333741972e+01, 1.157635675139718678e+01, 9.116488625467777496e+00, 1.170197876175826046e+01, 2.004022772108556083e+01, 1.075785727177384921e+01, 1.586342934440711439e+01, 9.915516548385760132e+00, 1.188918354083779505e+01, 1.274402230782067313e+01, 1.258827925234939293e+01
2.071000000000000000e+03, 1.170956882861811721e+01, 1.076553064358559908e+01, 1.222030330548126287e+01, 2.069484411197034390e+01, 1.137423146339669522e+01, 9.170454782902401902e+00, 1.166815911546875384e+01, 1.906277303107864185e+01, 1.055062214025792500e+01, 1.677026471197472901e+01, 1.001084533959652312e+01, 1.148079512268513724e+01, 1.236760119710352868e+01, 1.272320224668735378e+01
2.072000000000000000e+03, 1.150659530795450536e+01, 1.126536749426100492e+01, 1.244416183121695063e+01, 2.060328934204867224e+01, 1.122729334964902037e+01, 8.967945364143746545e+00, 1.183953482145964742e+01, 1.837792390078216087e+01, 1.097520538263318457e+01, 1.603797200994397087e+01, 9.245384234123857681e+00, 1.173034199128982280e+01, 1.229993362544067992e+01, 1.289764923076721814e+01
2.073000000000000000e+03, 1.135257635858341629e+01, 1.082151030796378244e+01, 1.239456315072249204e+01, 2.176256587058629322e+01, 1.136807895378141708e+01, 9.159177887258755035e+00, 1.105319913561400469e+01, 1.871314237599299446e+01, 1.083368924512804554e+01, 1.589522117360029441e+01, 1.007495393965354324e+01, 1.185663352557568118e+01, 1.267728744804905006e+01, 1.334646085864893017e+01
2.074000000000000000e+03, 1.115841618683349523e+01, 1.037331027841253750e+01, 1.240496515533691380e+01, 2.130826573571248161e+01, 1.146100858329915795e+01, 9.365692141204783994e+00, 1.121792457811136501e+01, 1.901162065618448693e+01, 1.092579684489826519e+01, 1.636966437585721224e+01, 9.339889739883069808e+00, 1.185271500898299024e+01, 1.261835154721125996e+01, 1.368770494833026774e+01
2.075000000000000000e+03, 1.159830776533116392e+01, 1.088553428545774082e+01, 1.230327006034874415e+01, 2.032223495493895271e+01, 1.159464501582098883e+01, 9.448106747669735128e+00, 1.137700299719149299e+01, 1.887157763745415195e+01, 1.103133312600883897e+01, 1.657855834387985894e+01, 9.764185329535051139e+00, 1.148927528275012833e+01, 1.273614947949873688e+01, 1.305097473314714129e+01
2.076000000000000000e+03, 1.143059869640685200e+01, 1.070978138774992239e+01, 1.227884302994724663e+01, 2.100682502141700425e+01, 1.155462314185007777e+01, 9.185084620473809025e+00, 1.107878394302409220e+01, 1.931020500121596228e+01, 1.087355691631072219e+01, 1.639211875485367642e+01, 1.022311353668300704e+01, 1.165622621392111924e+01, 1.274998690122694889e+01, 1.293913087804922668e+01
2.077000000000000000e+03, 1.169382464760544238e+01, 1.095761317028736670e+01, 1.249320204784400978e+01, 2.031432404298528382e+01, 1.136794269974755878e+01, 9.046874308345151050e+00, 1.107426710274183534e+01, 2.014305679283159733e+01, 1.109427246069119377e+01, 1.654691119213656236e+01, 9.934794218257161802e+00, 1.179017633078004046e+01, 1.250110430372643933e+01, 1.296443782479811269e+01
2.078000000000000000e+03, 1.110669873708913435e+01, 1.094166158190347637e+01, 1.244379560473386270e+01, 2.034641585413109510e+01, 1.197451541765659044e+01, 9.061285851288216620e+00, 1.126583910544653122e+01, 1.907290305785111428e+01, 1.123310549572657102e+01, 1.644120204297314558e+01, 9.497036118513236147e+00, 1.192140537409941992e+01, 1.220499742538930654e+01, 1.315251909370251227e+01
2.079000000000000000e+03, 1.144160446212383953e+01, 1.060644556715410758e+01, 1.197063500401158720e+01, 2.060912977473847008e+01, 1.132100068820410144e+01, 9.253312448386790123e+00, 1.120395654973589927e+01, 1.941288551328711875e+01, 1.100776582172654905e+01, 1.671495609561858231e+01, 1.007676551948817689e+01, 1.169704023588343667e+01, 1.289023468350584700e+01, 1.349989387720379774e+01
2.080000000000000000e+03, 1.145961242745406139e+01, 1.043305008106387533e+01, 1.205733688654028235e+01, 2.099539842011295931e+01, 1.140732693411735710e+01, 9.189494074956247260e+00, 1.135538315918894270e+01, 1.880745777426619014e+01, 1.127459876666339156e+01, 1.640590088491637033e+01, 9.188022391938654110e+00, 1.188195987250903052e+01, 1.294198947776930808e+01, 1.368204943456764155e+01
2.081000000000000000e+03, 1.165345169445826201e+01, 1.116663819916218969e+01, 1.191425446453109593e+01, 2.084283064382594475e+01, 1.156736440848454883e+01, 9.413688921133061882e+00, 1.155216326464661591e+01, 1.910373765444426297e+01, 1.079946859273390736e+01, 1.698636888610456808e+01, 1.003224631866794780e+01, 1.200014005828039387e+01, 1.275630745160131063e+01, 1.289926587519808976e+01
2.082000000000000000e+03, 1.184583985558732344e+01, 1.081965090281977737e+01, 1.211281816631572639e+01, 2.098879861337055530e+01, 1.139130683970589253e+01, 9.275475566561308227e+00, 1.147218321727167734e+01, 1.884488834721826933e+01, 1.107252000704458261e+01, 1.645400268866315585e+01, 9.600442942420004400e+00, 1.154830216234642926e+01, 1.293925307932470403e+01, 1.277017808109033936e+01
2.083000000000000000e+03, 1.115712655739547898e+01, 1.096347297880939031e+01, 1.186017411076457684e+01, 2.054596832724497091e+01, 1.093280746735510078e+01, 9.194984858165559771e+00, 1.147335670638844007e+01, 1.890996762717570689e+01, 1.087175198745044469e+01, 1.680412158077760765e+01, 9.831734940918186894e+00, 1.163909482806771223e+01, 1.285050771118511115e+01, 1.307885864022527578e+01
2.084000000000000000e+03, 1.112553769726383734e+01, 1.075696070512890579e+01, 1.170903826342531495e+01, 2.134105628153991319e+01, 1.128917477304048056e+01, 9.179718653369722148e+00, 1.156966105130275935e+01, 1.838433296131127292e+01, 1.113565291499430643e+01, 1.700056184207469911e+01, 9.877188751730555438e+00, 1.191166892228136831e+01, 1.287591171714098692e+01, 1.367053524694677513e+01
