year, CNRM-ESM2-1, INM-CM5-0, CanESM5, NorESM2-MM, CESM2-WACCM, IPSL-CM6A-LR, MIROC-ES2L, GFDL-ESM4, ACCESS-ESM1-5, TaiESM1, CMCC-CM2-SR5, MPI-ESM1-2-LR, INM-CM4-8, NorESM2-LM, EC-Earth3-Veg, UKESM1-0-LL
2.075000000000000000e+03, 3.548379277059598991e+01, 2.500823126249355255e+01, 3.526364438429813219e+01, 1.661458508727455197e+01, 1.797765694803223724e+01, 1.413869030295712648e+01, 2.998873122869307650e+01, 9.110948886312513650e+00, 4.306568323177956614e+01, 4.187883501616491699e+00, 8.413743814551921218e+00, 7.168494687548962574e+00, 2.335941669515360886e+01, 1.633248361540846716e+01, 2.004996519698134705e+01, 1.738766616178698143e+01
2.076000000000000000e+03, 3.550759592914568685e+01, 2.512998182727362106e+01, 3.524855243241204050e+01, 1.663277020721588073e+01, 1.811106435286790273e+01, 1.412293522199855289e+01, 2.992010992554896731e+01, 9.106871661539239327e+00, 4.323990360423393042e+01, 4.482885733148297192e+00, 8.754652210582863248e+00, 7.142862612445043169e+00, 2.334813012545140154e+01, 1.638663020399869907e+01, 2.005509410098308720e+01, 1.739002129859404633e+01
2.077000000000000000e+03, 3.539088950348070739e+01, 2.512677877424878048e+01, 3.515875436120609976e+01, 1.658812904516143405e+01, 1.819672979989512385e+01, 1.415063789648843340e+01, 2.966348878070149198e+01, 9.135472895838224971e+00, 4.337681953483245678e+01, 4.152894040432926204e+00, 9.003523907997923459e+00, 7.043418825490369350e+00, 2.339061283432451077e+01, 1.643926986321009309e+01, 2.033185824767820193e+01, 1.739767545849511876e+01
2.078000000000000000e+03, 3.546392092862816980e+01, 2.530249181667404201e+01, 3.518746131176705916e+01, 1.653089485031405204e+01, 1.818243745819013313e+01, 1.408973751167205180e+01, 2.950677150140590044e+01, 9.197727474375655632e+00, 4.341889285550864486e+01, 4.085601081459675932e+00, 9.078064782157198920e+00, 7.021126028990037682e+00, 2.339809170160501139e+01, 1.641934154297436521e+01, 2.033718078964997389e+01, 1.742857474455365363e+01
2.079000000000000000e+03, 3.535113056424983569e+01, 2.521570347421318914e+01, 3.530465118179306927e+01, 1.649837479290906828e+01, 1.820245560287266073e+01, 1.416524431614787716e+01, 2.943803295172082457e+01, 9.159383665669277974e+00, 4.319953493205895967e+01, 4.423634374232087829e+00, 8.648257984365789852e+00, 7.119274929641512983e+00, 2.350185978123050035e+01, 1.644403671695157243e+01, 2.010479185280367886e+01, 1.748436241184916540e+01
2.080000000000000000e+03, 3.535142510823067852e+01, 2.518324050038435402e+01, 3.518922936053414219e+01, 1.657372025316143649e+01, 1.821052467097474548e+01, 1.420537689204219056e+01, 2.930048677778377453e+01, 9.132567805685068763e+00, 4.306331057323290423e+01, 4.599623844323281752e+00, 8.885084901118403877e+00, 7.096693008016939253e+00, 2.350037011460518599e+01, 1.645129836787620548e+01, 2.015223807619137375e+01, 1.754683099998148776e+01
2.081000000000000000e+03, 3.526608439149550378e+01, 2.521466730243153975e+01, 3.514533172324969712e+01, 1.659432703900891326e+01, 1.812841998773007290e+01, 1.414563922037984689e+01, 2.925357841543263859e+01, 9.203922959075995891e+00, 4.296264812056801929e+01, 4.412123930253094350e+00, 9.138571074686106854e+00, 7.061830843438338334e+00, 2.341423044712647439e+01, 1.643708530548111213e+01, 2.040902517183137022e+01, 1.761663894364791716e+01
2.082000000000000000e+03, 3.521057780217073940e+01, 2.523528503048032690e+01, 3.512032924571487769e+01, 1.662524114206144432e+01, 1.802139321468424527e+01, 1.419542938842787727e+01, 2.932453424913511597e+01, 9.231112544714070722e+00, 4.295274777506838149e+01, 4.332228453944089175e+00, 8.652350418014320255e+00, 7.077759041276767249e+00, 2.337183154772223759e+01, 1.653924855349266920e+01, 2.056211599196521789e+01, 1.765481128542018396e+01
2.083000000000000000e+03, 3.527398907714136556e+01, 2.532556011868607726e+01, 3.515273286202408798e+01, 1.669027683905591530e+01, 1.810305584303526771e+01, 1.423200214137573916e+01, 2.920875038942181234e+01, 9.186495405721544216e+00, 4.295061024775732506e+01, 4.384151835713815615e+00, 8.693063102980584489e+00, 7.060878755813945418e+00, 2.329295952084936161e+01, 1.658304125776308879e+01, 2.067641953913862807e+01, 1.768338112074861002e+01
2.084000000000000000e+03, 3.534560903179935565e+01, 2.531452978790159491e+01, 3.491762013085246963e+01, 1.662065554740383533e+01, 1.826696342835974107e+01, 1.424571772108434864e+01, 2.907259069160543419e+01, 9.255446467560705770e+00, 4.277541995237401551e+01, 4.281748698218176941e+00, 8.991894757456048382e+00, 7.025552877248517625e+00, 2.341031104510667760e+01, 1.655023195998903063e+01, 2.066963861955979809e+01, 1.768339563240568069e+01
2.085000000000000000e+03, 3.531143690961013704e+01, 2.527172817228667867e+01, 3.486823488732817111e+01, 1.661146289931413378e+01, 1.829849445802648233e+01, 1.434349254002462892e+01, 2.895467815909166731e+01, 9.176984517730938151e+00, 4.278134850963299840e+01, 4.264244815496223140e+00, 8.698880489398847615e+00, 7.007571666710242120e+00, 2.348540711512105972e+01, 1.655100903382815858e+01, 2.067882983687075082e+01, 1.764954755317027590e+01
2.086000000000000000e+03, 3.525418185490038780e+01, 2.535957675364413788e+01, 3.487296870277609884e+01, 1.655954445580792012e+01, 1.838407815353608399e+01, 1.440072217706718405e+01, 2.891067429109300235e+01, 9.244050457010979827e+00, 4.274130192202206757e+01, 4.399899200791203668e+00, 8.725988704881585178e+00, 6.992414472522646918e+00, 2.347227435492526126e+01, 1.652814438067027325e+01, 2.072996478307371149e+01, 1.764904964234506934e+01
2.087000000000000000e+03, 3.533752115026583596e+01, 2.537861333559565580e+01, 3.493308042134936642e+01, 1.660186105185840333e+01, 1.844351453180724576e+01, 1.446071388255544043e+01, 2.899179075098286518e+01, 9.260113667229427747e+00, 4.263892505957311840e+01, 4.380282352690577419e+00, 9.533281822090561519e+00, 6.989538480296873857e+00, 2.354240521380500795e+01, 1.656347025909228421e+01, 2.068691228232903612e+01, 1.767943499766596815e+01
2.088000000000000000e+03, 3.546799483378445927e+01, 2.528160494771888978e+01, 3.500845117304180576e+01, 1.665141463457426241e+01, 1.842507882064504798e+01, 1.453196063973463303e+01, 2.905535272755430398e+01, 9.248820337702877481e+00, 4.265683625300905391e+01, 4.380331517574412636e+00, 9.130554809794340088e+00, 7.127134258843467407e+00, 2.356839969340430585e+01, 1.655993356701435815e+01, 2.063282748995650095e+01, 1.773477769913608881e+01
2.089000000000000000e+03, 3.535142813065559864e+01, 2.510642583252003135e+01, 3.493992042220254035e+01, 1.660334489154387327e+01, 1.831423769453499872e+01, 1.453950228888022345e+01, 2.918985555110769781e+01, 9.352281033939414456e+00, 4.251935799885713152e+01, 4.495274786344091389e+00, 8.605775516265490310e+00, 7.030587436830963988e+00, 2.364108549097353773e+01, 1.664341725792419879e+01, 2.066769729299153724e+01, 1.780135051744644770e+01
2.090000000000000000e+03, 3.527789284366684086e+01, 2.506400606626235117e+01, 3.496071946908163142e+01, 1.655337020554004113e+01, 1.833558409942164502e+01, 1.459271943743134514e+01, 2.920113368428955170e+01, 9.333166272090252846e+00, 4.240179944270614243e+01, 4.589950676124301410e+00, 8.446556196397207117e+00, 7.030319389185224033e+00, 2.369791650549899487e+01, 1.663293442627933416e+01, 2.050639684643714489e+01, 1.784419817612573667e+01
2.091000000000000000e+03, 3.543944821261349176e+01, 2.511503027568666013e+01, 3.503243537607230706e+01, 1.656309623374312423e+01, 1.840718806466984603e+01, 1.463675925200461059e+01, 2.904893005823870311e+01, 9.394161341088153705e+00, 4.234376425648191855e+01, 4.614805536898707317e+00, 8.849730778174162538e+00, 7.067564394255209770e+00, 2.362671135296202962e+01, 1.657605010371003829e+01, 2.058085188234285923e+01, 1.784948354081952360e+01
2.092000000000000000e+03, 3.552001558582008300e+01, 2.509655114211319926e+01, 3.501890447195447109e+01, 1.674101058047066459e+01, 1.846575731732553649e+01, 1.463260907475943640e+01, 2.906659942671424091e+01, 9.434075923819223775e+00, 4.238926655614354644e+01, 4.179340381714440333e+00, 8.677006499986431365e+00, 7.066715066461606298e+00, 2.358383231998880092e+01, 1.665691401651826098e+01, 2.068150481220953196e+01, 1.787438034823447097e+01
2.093000000000000000e+03, 3.565297000742612710e+01, 2.506915479247737011e+01, 3.491112128108493096e+01, 1.672030322616502218e+01, 1.844033275931792204e+01, 1.471036176509210947e+01, 2.900547144658440502e+01, 9.328984485185157993e+00, 4.242701205941479259e+01, 4.147630062890716118e+00, 8.044370691695039710e+00, 7.089673204600950740e+00, 2.356070435548094366e+01, 1.671234105574853146e+01, 2.081532136843055980e+01, 1.790554646060378730e+01
2.094000000000000000e+03, 3.558144578461543972e+01, 2.504200736607705480e+01, 3.482862013924867739e+01, 1.658102367964140811e+01, 1.850862808023148531e+01, 1.471178964777296727e+01, 2.892603830537388987e+01, 9.450557965987702147e+00, 4.246246136007823679e+01, 4.533146184212591301e+00, 8.793213207535670151e+00, 7.040282162510255404e+00, 2.359044215676268763e+01, 1.663535336402704345e+01, 2.091439088732213847e+01, 1.790729513353725721e+01
2.095000000000000000e+03, 3.557749544000688502e+01, 2.500836748404893228e+01, 3.471877071034028717e+01, 1.657362353500895225e+01, 1.853666861094434637e+01, 1.472795001001074411e+01, 2.878944235405627339e+01, 9.523713236028594764e+00, 4.239202524997499211e+01, 4.590767623738244652e+00, 8.841233290076090157e+00, 6.936346444706042114e+00, 2.364549810168394117e+01, 1.662845772883492401e+01, 2.112452289126805383e+01, 1.786743900497717163e+01
2.096000000000000000e+03, 3.577609971459316540e+01, 2.494037740184388952e+01, 3.469318069243293934e+01, 1.657655372210655997e+01, 1.854846460623909010e+01, 1.471290668796111767e+01, 2.874893600197711052e+01, 9.558781595292005662e+00, 4.222318379716978853e+01, 4.415979839038199017e+00, 9.003591189148908214e+00, 7.070399044402406297e+00, 2.374261499845253454e+01, 1.665849498616007551e+01, 2.125293575970299642e+01, 1.785881094067637775e+01
2.097000000000000000e+03, 3.613141210425281713e+01, 2.494100452186576433e+01, 3.469982488006768051e+01, 1.677422786683145617e+01, 1.858921980763544468e+01, 1.473144028707430842e+01, 2.887153857391253098e+01, 9.466014034437039371e+00, 4.217786557043074680e+01, 4.484528651057997806e+00, 9.039666782493082309e+00, 7.118376169239403417e+00, 2.371651343829049807e+01, 1.655562947644628835e+01, 2.137879485068484087e+01, 1.787393373793348417e+01
2.098000000000000000e+03, 3.646318611962113465e+01, 2.496667311185743543e+01, 3.470481177945054441e+01, 1.683458245607141635e+01, 1.862707514482751137e+01, 1.487020786760954927e+01, 2.897288968781112217e+01, 9.528034862262265037e+00, 4.214980209056283655e+01, 4.394149383573592971e+00, 9.138860528859179766e+00, 7.065378316247644008e+00, 2.370291834697233924e+01, 1.667084687913364860e+01, 2.141409406941489380e+01, 1.789854242556214103e+01
2.099000000000000000e+03, 3.661911587962167403e+01, 2.495219442627234585e+01, 3.476908168443540603e+01, 1.675213049744325389e+01, 1.865320527168098508e+01, 1.490173437484815366e+01, 2.925075765236087477e+01, 9.597389299357754311e+00, 4.215162557466974391e+01, 4.163914798769811298e+00, 9.378669965612019155e+00, 7.001597326942444965e+00, 2.371619956858312861e+01, 1.679441259670772979e+01, 2.137014118715415023e+01, 1.793041211647108568e+01
2.100000000000000000e+03, 3.682469256837897831e+01, 2.501906014073873052e+01, 3.488604963604026921e+01, 1.694750733560864120e+01, 1.861937353487744318e+01, 1.495051864455301249e+01, 2.933268875685805810e+01, 9.786467314473284773e+00, 4.222008834217146500e+01, 4.262126806342274143e+00, 8.843599296064704518e+00, 7.018034506813458862e+00, 2.361641490473036242e+01, 1.690837368207093405e+01, 2.121556949399080594e+01, 1.793222101362474419e+01
