year, CanESM5, IPSL-CM6A-LR, GFDL-ESM4, INM-CM5-0, CESM2-WACCM, UKESM1-0-LL, NorESM2-MM, MIROC-ES2L, ACCESS-ESM1-5, NorESM2-LM, INM-CM4-8, TaiESM1, CMCC-CM2-SR5, MPI-ESM1-2-LR, EC-Earth3-Veg, CNRM-ESM2-1
2.031000000000000000e+03, 3.961493746856070253e+00, 2.690956397626827368e+00, 2.604581937720152229e+00, 2.549039904759304864e+00, 2.425762090790200887e+00, 3.016825263801331758e+00, 2.396327047598722171e+00, 3.916583269598079564e+00, 3.043465394921515355e+00, 2.049510865101360935e+00, 2.427404674531805195e+00, 1.278988070624298867e+00, 2.168630718099166632e+00, 3.311497814692197394e+00, 2.651596339125775526e+00, 2.458043174022706001e+00
2.032000000000000000e+03, 3.930382063369937118e+00, 2.223046318924998488e+00, 2.679052585523792995e+00, 2.533777208593002150e+00, 2.313732870324540780e+00, 3.201375759089192030e+00, 2.285267165831057046e+00, 3.795680195796611311e+00, 3.190493368469731195e+00, 2.070545195469612132e+00, 2.554911707792772102e+00, 1.350256128275782119e+00, 2.415297142346423342e+00, 3.394458671880240530e+00, 2.593483687823142425e+00, 3.175274227149052386e+00
2.033000000000000000e+03, 4.410465665729005558e+00, 2.731973023345120044e+00, 2.478287771793045824e+00, 2.599273095246473986e+00, 2.434183679130347500e+00, 2.910815553131420153e+00, 2.213884558106973266e+00, 3.713229620393585950e+00, 3.239196064217664262e+00, 2.063196809648261354e+00, 2.523776436865131423e+00, 1.227438520092666074e+00, 2.027816356118453900e+00, 3.508391495594551213e+00, 2.670286791892661160e+00, 2.858115477907837931e+00
2.034000000000000000e+03, 4.206061236838469775e+00, 2.254035006695382926e+00, 2.684655971056454149e+00, 2.738013048920235004e+00, 2.388566717648413995e+00, 3.009293556325542074e+00, 2.182313319195156254e+00, 3.916935543612863668e+00, 3.046447221055379462e+00, 2.069837961045978059e+00, 2.438822707508018439e+00, 1.510751027999202911e+00, 2.349926016707114762e+00, 3.684621081709651857e+00, 2.720496859222888641e+00, 2.736118262811821911e+00
2.035000000000000000e+03, 4.123264996922487491e+00, 2.596848573682452699e+00, 2.442472765502665233e+00, 2.649109070533486765e+00, 2.403053645680326866e+00, 2.749113928851650179e+00, 2.347208733542117898e+00, 3.900944288947792327e+00, 3.045163096358768140e+00, 2.212183203849655833e+00, 2.247298067594397430e+00, 1.289898555010764225e+00, 2.214916740615569424e+00, 3.478116049385604480e+00, 2.295762554582374104e+00, 2.465687913437997203e+00
2.036000000000000000e+03, 4.576648154794538570e+00, 2.812356384967393375e+00, 2.287495005929724101e+00, 2.298130768105002719e+00, 2.562916287976800600e+00, 3.035212808290173037e+00, 2.363550008223903820e+00, 3.797344481397851190e+00, 2.932667298364979747e+00, 2.194350524630502175e+00, 2.557288677123184417e+00, 1.247130529157233658e+00, 2.293645277509746006e+00, 3.395105659235922335e+00, 2.840669642773592685e+00, 2.814294561090010305e+00
2.037000000000000000e+03, 4.277377093484810544e+00, 2.594021137580075465e+00, 2.491140706220626999e+00, 2.473013290219264082e+00, 2.411402535400163583e+00, 2.990702960869603189e+00, 2.272432403597872241e+00, 4.022497047693732952e+00, 3.077162102937894606e+00, 2.356050347092337738e+00, 2.426702003887860393e+00, 1.361220867294781423e+00, 2.328754955139231697e+00, 3.323957681283418619e+00, 2.548741849457637265e+00, 2.919230858464345602e+00
2.038000000000000000e+03, 4.348505923287886432e+00, 2.843255938362389212e+00, 2.632175530406654751e+00, 2.358060554046430113e+00, 2.468116843446205078e+00, 2.696187502144700154e+00, 2.273243078218554203e+00, 3.955069417662822495e+00, 3.152123978975703178e+00, 2.278652443988851584e+00, 2.475847027140798851e+00, 1.388502870803823397e+00, 2.285971967900255919e+00, 3.272353627580509183e+00, 2.476285956390393395e+00, 2.727001810487602373e+00
2.039000000000000000e+03, 4.383083234863438982e+00, 2.785745407817680874e+00, 2.438338883205333207e+00, 2.712058374267416472e+00, 2.565584104695611600e+00, 2.755532798697901686e+00, 2.129819731933442650e+00, 3.843121085102139123e+00, 3.035399753137051349e+00, 2.100030909215001795e+00, 2.113973952771121656e+00, 1.186278588302950743e+00, 2.007570972327016090e+00, 3.268538302680404239e+00, 2.578738631520720137e+00, 2.816490609817221102e+00
2.040000000000000000e+03, 4.410637870191620458e+00, 2.282387778467341199e+00, 2.557988479216898980e+00, 2.558751855611256509e+00, 2.580945615771916390e+00, 2.880874584143172878e+00, 2.248946741837779761e+00, 3.871164490445308193e+00, 2.935836496836665699e+00, 2.182327075693349272e+00, 2.595464577364200220e+00, 1.361939775427324362e+00, 2.260171648151032997e+00, 3.022208258828674499e+00, 2.467387665759177118e+00, 3.312738670976921984e+00
2.041000000000000000e+03, 4.516492551409084122e+00, 2.728285872249536226e+00, 2.375241014523780336e+00, 2.518468869495624318e+00, 2.454189512668999207e+00, 2.609653000386045640e+00, 2.357832422222939428e+00, 3.756011191967750573e+00, 2.829966962853300849e+00, 2.152075729895071010e+00, 2.292537799478876259e+00, 1.312836572927188250e+00, 2.492852241258591839e+00, 3.016206467120358781e+00, 2.395121172536207155e+00, 3.060336206814767035e+00
2.042000000000000000e+03, 4.415057418235707409e+00, 2.474249542933130819e+00, 2.362617953225961465e+00, 2.775388886923679799e+00, 2.492058581284970042e+00, 2.949276967995120291e+00, 2.412803323380178888e+00, 3.993573683841565192e+00, 2.792930003367072089e+00, 2.210015237017651124e+00, 2.302011154600850151e+00, 1.374707159333148354e+00, 1.936598613199619789e+00, 3.346528285015377691e+00, 2.705304284570559048e+00, 2.781187726604112509e+00
2.043000000000000000e+03, 4.375611877527098237e+00, 2.338670461559593239e+00, 2.463519461171740588e+00, 2.759239433403730235e+00, 2.412321863962187507e+00, 3.116903378025954297e+00, 2.508313377450758441e+00, 4.005819315709951312e+00, 2.941695366092308639e+00, 2.368611742561547828e+00, 2.349023714777087157e+00, 1.302645788530352178e+00, 1.976422849186100228e+00, 3.284566292634239826e+00, 2.460743470957611478e+00, 2.475929750941251228e+00
2.044000000000000000e+03, 4.328116571859943029e+00, 2.622788426307546494e+00, 2.463010382785224994e+00, 2.709894009667411563e+00, 2.426282816425909150e+00, 2.903159697067604128e+00, 2.234724791121771137e+00, 3.797410515375844398e+00, 3.027229593808103747e+00, 2.105335216971079060e+00, 2.342033292550791401e+00, 1.351225700494931958e+00, 2.422601695023852475e+00, 3.295947647517888601e+00, 2.664796837041203403e+00, 2.919162964674106853e+00
2.045000000000000000e+03, 4.375922528775102016e+00, 2.377151437287393865e+00, 2.620984294950576388e+00, 2.514273186908673186e+00, 2.331510934590103723e+00, 3.134292645905363273e+00, 2.444436118406490444e+00, 3.967251297863477966e+00, 2.787520294599407755e+00, 1.918232976553995162e+00, 2.274696275984463334e+00, 1.437203485620895949e+00, 2.415762154607338896e+00, 3.278437140009633044e+00, 2.846199678398192656e+00, 2.893462719702295960e+00
2.046000000000000000e+03, 4.543311708762258760e+00, 2.200851855388207490e+00, 2.691283013872238783e+00, 2.598612782259835274e+00, 2.414181889263992797e+00, 3.181854645109093660e+00, 2.316650844150063726e+00, 3.772296100168966326e+00, 3.125025303563509826e+00, 2.004829697667544597e+00, 2.190807665782300351e+00, 1.261316733506429255e+00, 1.988470933028743337e+00, 3.066012293864075033e+00, 2.419841667206700020e+00, 2.864005973825348494e+00
2.047000000000000000e+03, 4.345495710337889506e+00, 2.797468739169237217e+00, 2.565198258896417283e+00, 2.552798351144699218e+00, 2.417948981402344266e+00, 3.131314525770129809e+00, 2.179412593546797616e+00, 4.230607615807984168e+00, 3.100260562160073619e+00, 2.261085308078544021e+00, 2.449089220217120388e+00, 1.343773292392735685e+00, 2.325150778508978888e+00, 3.471930361134153209e+00, 2.614864661602972706e+00, 3.134334497781129159e+00
2.048000000000000000e+03, 4.431198800955178818e+00, 2.570688931400511468e+00, 2.535559982969918025e+00, 2.573481302698754192e+00, 2.650292304688596001e+00, 2.877290919135315317e+00, 2.346138725772420663e+00, 4.022746411662541099e+00, 3.166961987794327804e+00, 2.274133928227735524e+00, 2.343558930767068116e+00, 1.412644381619046374e+00, 2.083758357239239967e+00, 3.405741307695060449e+00, 2.517777875877380112e+00, 3.141689915712447601e+00
2.049000000000000000e+03, 4.360933367911263403e+00, 2.573713617354947747e+00, 2.509864077932804971e+00, 2.684347181884034317e+00, 2.620365888981897484e+00, 3.069620939334754883e+00, 2.401368728232760930e+00, 3.828474905702572872e+00, 3.109858721928837610e+00, 2.115684639832506431e+00, 2.349381638873302869e+00, 1.335341141982734570e+00, 2.382498936038911275e+00, 3.527133971995019213e+00, 2.651925468361736371e+00, 3.130197963776685466e+00
2.050000000000000000e+03, 4.207452014400889340e+00, 2.675450139382922643e+00, 2.837972629772251842e+00, 2.548547353159717144e+00, 2.356576419926116994e+00, 3.145416206658332658e+00, 2.444848258029531429e+00, 3.875576114266741978e+00, 3.290238804432993103e+00, 2.064807875105812318e+00, 2.240696861432947884e+00, 1.255167132433476329e+00, 2.261716690203304569e+00, 3.258937253058534989e+00, 2.903252501297171051e+00, 3.055927524451069743e+00
2.051000000000000000e+03, 4.529544421809649890e+00, 2.853229429235399017e+00, 2.765791133029723348e+00, 2.336737751240985705e+00, 2.496803745111001671e+00, 2.918709160168468486e+00, 2.213120451522951448e+00, 3.920369324735451855e+00, 3.078888777444422242e+00, 2.181986009139255334e+00, 2.435408948854857147e+00, 1.278077827890817586e+00, 1.971369640844373272e+00, 2.956127849079621228e+00, 2.295635487583419732e+00, 2.650730740319010348e+00
2.052000000000000000e+03, 4.348831080048034536e+00, 2.528735641950039081e+00, 2.861428365544761654e+00, 2.564808596544827068e+00, 2.430311349714099123e+00, 3.224000435101333384e+00, 2.202900146478449006e+00, 3.911057054258870735e+00, 3.042889692856732609e+00, 2.140895285262167658e+00, 2.372626369610320474e+00, 1.455044392769393680e+00, 2.451338517212463319e+00, 3.529114676395903594e+00, 2.521610673996398599e+00, 3.136279441863080830e+00
2.053000000000000000e+03, 4.504787020551782817e+00, 2.518609585711491405e+00, 2.726360330847438007e+00, 2.413364793472366543e+00, 2.515785431091734914e+00, 3.018184401505865200e+00, 2.068165945283514162e+00, 4.118321559188840908e+00, 2.941462626516847312e+00, 2.383311503069389214e+00, 2.520956615650983057e+00, 1.415295864861655595e+00, 2.540959572757346852e+00, 3.208573680129719552e+00, 2.757126143295332010e+00, 3.146530612938323923e+00
2.054000000000000000e+03, 4.625902875356530330e+00, 2.596274470760948194e+00, 2.898528084605558774e+00, 2.683350786827440881e+00, 2.472073925866437261e+00, 3.230744772329102066e+00, 2.221766030945183878e+00, 3.948697664462860413e+00, 3.127854683579422534e+00, 2.362571493881775009e+00, 2.580388803018227151e+00, 1.320790720525182094e+00, 2.292210724028402424e+00, 3.536986530761009107e+00, 2.672461361941556479e+00, 3.109354085227344022e+00
2.055000000000000000e+03, 4.591948641117039820e+00, 2.396340067431374621e+00, 2.743244570333771559e+00, 2.519572068257164066e+00, 2.346028082840007301e+00, 2.987624522474989774e+00, 2.272329191286191374e+00, 4.017479029514946731e+00, 3.295480215275844671e+00, 2.160675988138039738e+00, 2.368413533889697220e+00, 1.252159058145310144e+00, 2.105833052000647854e+00, 3.688471248812389636e+00, 2.376468146359959288e+00, 3.260597905560815413e+00
2.056000000000000000e+03, 4.447842847614828621e+00, 2.791804079152913953e+00, 2.778442987402949260e+00, 2.380359682095898322e+00, 2.401602034420257770e+00, 3.059802394714142615e+00, 2.361135883386984435e+00, 4.093809357877112198e+00, 2.930778989640601573e+00, 2.358078405266840427e+00, 2.488188179112143406e+00, 1.310659543058733556e+00, 1.972837698363238523e+00, 3.409838176950758193e+00, 2.827672470262870164e+00, 2.915675408417429448e+00
2.057000000000000000e+03, 4.313373495203466135e+00, 2.830612655068434069e+00, 2.654513059981307155e+00, 2.823193800739312032e+00, 2.221164349787438486e+00, 3.007499505825039332e+00, 2.340657607990461297e+00, 4.074236842855238017e+00, 2.836846642747809177e+00, 2.202581820705305393e+00, 2.343820192392972679e+00, 1.303484789073334760e+00, 2.610185394069909570e+00, 3.769525320893117648e+00, 2.754642399339002345e+00, 3.018525136273271237e+00
2.058000000000000000e+03, 4.508108774250819017e+00, 2.998750164953110531e+00, 2.744149094661271437e+00, 2.500805965079794912e+00, 2.425420603503250838e+00, 3.182026815148753851e+00, 2.381101703122462165e+00, 3.928133083923258884e+00, 3.023021819633695095e+00, 2.271284905732379844e+00, 2.498293554715754983e+00, 1.473155702597890526e+00, 2.368815143810021340e+00, 3.356968409251715357e+00, 2.588578715087215709e+00, 2.733802966113911825e+00
2.059000000000000000e+03, 4.353987325149144993e+00, 2.655346010775479382e+00, 2.844905097109398540e+00, 2.820835717753371608e+00, 2.444608043671577580e+00, 3.001293816871153375e+00, 2.347819079323158142e+00, 3.710077183031713410e+00, 3.047649614383789007e+00, 2.254930083992317424e+00, 2.314893268934693271e+00, 1.495170696193478532e+00, 2.384321896608884828e+00, 3.441755938471609877e+00, 2.693049716024280116e+00, 2.974965656778195022e+00
2.060000000000000000e+03, 4.815635674790318177e+00, 2.595954403620182482e+00, 2.824103955288400858e+00, 2.806059378807087779e+00, 2.405652193076777579e+00, 2.962182107825612309e+00, 2.203010752129336947e+00, 3.919558253594067843e+00, 2.778758931071446003e+00, 2.203521352005004985e+00, 2.552259347013787760e+00, 1.115243014050695036e+00, 2.262038778765689262e+00, 3.039312331266226241e+00, 2.620348843509948900e+00, 3.021882859289893641e+00
2.061000000000000000e+03, 4.712898739290618977e+00, 2.476553771639221413e+00, 2.806229734218060212e+00, 2.317461246630058813e+00, 2.462526082567717545e+00, 2.943873346162552807e+00, 2.324818485680993252e+00, 3.870462832230309402e+00, 2.901772498432269476e+00, 2.057711224744621870e+00, 2.465907357324009563e+00, 1.391808184047614860e+00, 2.194897550785269491e+00, 3.413084578499506527e+00, 2.561426621961022221e+00, 2.835195612141665489e+00
2.062000000000000000e+03, 4.852713063109699299e+00, 2.671309653939648587e+00, 2.549500259651709122e+00, 2.774537516845867469e+00, 2.388168894070799908e+00, 2.793177912146229680e+00, 2.317748884510887564e+00, 3.973211642323236870e+00, 3.136015874103185830e+00, 2.104995561421422856e+00, 2.278842304055194390e+00, 1.467771108951082315e+00, 2.039951282024396573e+00, 3.083466473556008225e+00, 2.533705406507702484e+00, 3.462618962747040730e+00
2.063000000000000000e+03, 4.537999115105269432e+00, 2.618903420747067390e+00, 2.592463283599264923e+00, 2.498938523405785705e+00, 2.461819379797999918e+00, 3.106233445209246824e+00, 2.334093490491634615e+00, 4.044980394297163606e+00, 2.960847954288263750e+00, 2.169421327989017545e+00, 2.419682789526669708e+00, 1.197085790196255051e+00, 2.624105648956071679e+00, 3.766430688213835420e+00, 2.641004822195260004e+00, 3.248250045452866885e+00
2.064000000000000000e+03, 4.805532339831273703e+00, 2.528179408509665382e+00, 2.629112114151015867e+00, 2.575981780533667553e+00, 2.525236454004478048e+00, 3.671573023586356399e+00, 2.397477060983285835e+00, 3.994562166241192092e+00, 3.006883552403183391e+00, 2.296516553993907639e+00, 2.647178540032864458e+00, 1.394745121993529180e+00, 2.091490021264778232e+00, 3.564108059912532767e+00, 2.619824838215323748e+00, 2.881974833699298966e+00
2.065000000000000000e+03, 4.416806372076144349e+00, 2.791518620547194462e+00, 2.784726416053846521e+00, 2.530681153656173965e+00, 2.532155753043772606e+00, 3.193907465045684901e+00, 2.239308700258614504e+00, 3.860638311732690564e+00, 2.878193639126216397e+00, 2.186386198621425692e+00, 2.584407772409188286e+00, 1.269065653323676379e+00, 2.374583413304895974e+00, 3.495859008550017855e+00, 2.865493095286438141e+00, 3.142076347344729736e+00
2.066000000000000000e+03, 4.536203182828555391e+00, 2.652236195267713370e+00, 2.890565637770782459e+00, 2.939413389819190758e+00, 2.515789841269059135e+00, 3.269764686773078743e+00, 2.188728455341117041e+00, 3.813564035520419004e+00, 3.094061159976162934e+00, 2.194492781425217753e+00, 2.543509910031124477e+00, 1.279441763553109235e+00, 2.386045016079159087e+00, 3.366489708322674357e+00, 2.345741237703344861e+00, 3.303853242712268656e+00
2.067000000000000000e+03, 4.462072416338527248e+00, 2.632436675642560786e+00, 2.690183660650436348e+00, 2.995669411169660901e+00, 2.433349394033634372e+00, 3.215345874356498879e+00, 2.423845222137071431e+00, 3.953545087967363258e+00, 3.218691108608482843e+00, 2.263687982938789034e+00, 2.233201177899834633e+00, 1.322624267052577851e+00, 2.396626677589479559e+00, 3.516692494026659066e+00, 2.519728838904983448e+00, 2.769470183924577888e+00
2.068000000000000000e+03, 4.585904734102371094e+00, 2.653043563408649774e+00, 2.795117357214562670e+00, 2.629770875917751383e+00, 2.401685767663181093e+00, 3.211760523621533636e+00, 2.332352551092187642e+00, 3.998391998831448912e+00, 3.171981010615944285e+00, 2.245768721481737895e+00, 2.675235894661168512e+00, 1.246070026611202142e+00, 2.094105934693915483e+00, 3.598614516724941037e+00, 2.641744521897784193e+00, 3.112313798198790060e+00
2.069000000000000000e+03, 4.656970341738343677e+00, 2.798511962704298472e+00, 2.393079272369605714e+00, 2.662819722818676293e+00, 2.412520597712020098e+00, 3.061056612723567660e+00, 2.378382970962701126e+00, 3.770143719353967082e+00, 3.008031856394850045e+00, 2.240230287654420227e+00, 2.392262894934263251e+00, 1.506952758455974095e+00, 2.287901718684659969e+00, 3.526077496138058098e+00, 2.429506341118027546e+00, 3.144849519276408323e+00
2.070000000000000000e+03, 4.620303524507666459e+00, 2.838940821869630593e+00, 2.396149700693538165e+00, 2.514866947127306407e+00, 2.380963832790612855e+00, 3.491450627048640953e+00, 2.338709868896091226e+00, 4.102269780294339085e+00, 3.174916150269620374e+00, 2.192035890497493700e+00, 2.368054642160675183e+00, 1.214432087563122931e+00, 2.357786950998298714e+00, 3.115177747484688897e+00, 2.901985071611647093e+00, 2.693851696895676717e+00
2.071000000000000000e+03, 4.338291635493630949e+00, 2.652738273382885037e+00, 2.517832462554591366e+00, 2.793407892558670724e+00, 2.398620122680149791e+00, 3.437494432362398822e+00, 2.184465205311055591e+00, 4.036656251642344984e+00, 3.143181785682255480e+00, 2.083937377458669804e+00, 2.388260822321691013e+00, 1.347258900646799429e+00, 1.918292863873442888e+00, 3.563394074352643326e+00, 2.732475745960596836e+00, 3.085510239072112082e+00
2.072000000000000000e+03, 4.417568557065468582e+00, 2.379388827982849008e+00, 2.680413877137577394e+00, 2.698692450423855416e+00, 2.254811751918627927e+00, 2.993455064908973284e+00, 2.418386375374793840e+00, 3.935916723953623464e+00, 3.226743151531623166e+00, 1.940991799274808915e+00, 2.335266689845203469e+00, 1.426144696620147645e+00, 2.451270705294955832e+00, 3.610424019895090098e+00, 2.797663328540551220e+00, 3.260466955959460122e+00
2.073000000000000000e+03, 4.540135278544974895e+00, 2.576035930940351104e+00, 2.508833133106382007e+00, 2.633307606878071194e+00, 2.394804637174374751e+00, 2.925031416812104545e+00, 2.347485303917673960e+00, 3.782627661800552321e+00, 3.123512704777579252e+00, 2.281194567802665940e+00, 2.589230059400427386e+00, 1.189749034110448189e+00, 2.491802505159931069e+00, 3.496300356678545995e+00, 2.451057552826756414e+00, 3.468663837381569248e+00
2.074000000000000000e+03, 4.653200045772315718e+00, 2.369792229102433812e+00, 2.483226205235613548e+00, 2.445726754936901504e+00, 2.426217388270063058e+00, 3.151835634983659595e+00, 2.215838724626269851e+00, 4.010439316237198959e+00, 2.820086846045142259e+00, 2.196561112996848308e+00, 2.443796967808893772e+00, 1.235896499938071491e+00, 2.080165649568959996e+00, 3.574612023130935956e+00, 2.370767497944640922e+00, 3.112325849113087184e+00
2.075000000000000000e+03, 4.515231051030641041e+00, 2.638217247008548316e+00, 2.601983329176813076e+00, 2.821202824697921052e+00, 2.393863691878268085e+00, 2.960584824657432446e+00, 2.456606955688796390e+00, 4.232483308675141664e+00, 3.139056825445763366e+00, 2.229634859184915996e+00, 2.282244123281314430e+00, 1.477299695854967565e+00, 2.238982032283738821e+00, 3.571938644011867225e+00, 2.574967621780652749e+00, 3.152820346457365641e+00
2.076000000000000000e+03, 4.534430143468282104e+00, 2.382225523119974042e+00, 2.555249595399071261e+00, 2.752027265137979573e+00, 2.640976373365790053e+00, 3.006011200585287479e+00, 2.268264513514313574e+00, 3.863766412280105200e+00, 3.238548177669998029e+00, 2.328791802218113993e+00, 2.504860771375422512e+00, 1.337613013035657383e+00, 2.330991783551773278e+00, 3.552425420865983785e+00, 2.893840329402972866e+00, 3.076804523607659991e+00
