year, NorESM2-MM, INM-CM5-0, IPSL-CM6A-LR, GFDL-ESM4, MPI-ESM1-2-LR, CNRM-ESM2-1, EC-Earth3-Veg, CMCC-CM2-SR5, NorESM2-LM, UKESM1-0-LL, ACCESS-ESM1-5, CanESM5, CESM2-WACCM, MIROC-ES2L, TaiESM1, INM-CM4-8
2.036000000000000000e+03, 1.542851040100398363e-01, -3.981123448814354315e-01, 3.144773712143711375e-01, -1.256189526169404214e-01, -9.786909994109660449e-02, 1.617679251600676604e-01, 5.447810471240905894e-01, -5.612760368559532170e-02, 1.249661648083017079e-01, 1.532585455126823371e-01, -6.722059133848366785e-02, 5.661894661662053574e-01, 1.625333134325180895e-01, 4.083632651259907348e-02, -1.869054540476082493e-01, 2.639518749739598880e-01
2.037000000000000000e+03, 1.166384951603743614e-01, -2.469584127091342951e-01, 6.674645530942145688e-02, 1.050854689438632805e-01, 1.152725158651568410e-01, 1.781688964404777586e-01, 2.172095407732056449e-01, 1.594115049776619053e-01, 1.400918851689074152e-01, 1.218338869654177481e-01, 1.616174763512206458e-01, 2.575938792075353478e-01, 8.085631539502961818e-02, 3.251384859580945808e-01, 4.373088905060331516e-02, 7.153205771550544267e-02
2.038000000000000000e+03, 1.017125825855866167e-01, -3.338603714460621763e-01, 2.922904754599712218e-01, 2.140698721975230479e-01, 5.061128313004752133e-02, 9.169249580466540261e-02, 1.221616663322689644e-01, 9.928001939546862720e-02, 1.462967508827081597e-01, 1.907649557816961106e-01, 1.445588981696314668e-01, 1.853723026974667121e-01, 1.036671718120560498e-01, 3.143674610164332028e-01, 1.419872654765229614e-01, 1.013885992468628455e-01
2.039000000000000000e+03, 1.493956602776927087e-02, 1.789283569822008868e-01, 1.989145397337418741e-01, 3.261433977886608881e-02, 3.479946630990451290e-02, 2.435253889902702085e-01, 2.493534068955618743e-01, -4.595032945730267993e-01, 2.101973137686856397e-01, 1.459550532027428793e-01, -7.386618220227923748e-02, 2.410257945081915321e-01, 1.870517907661819190e-01, 1.809802362466956249e-01, -3.016079857183232571e-01, -4.683638388549712372e-01
2.040000000000000000e+03, -3.905731556303772972e-02, -1.324352176007198012e-01, -6.363178680263138765e-02, 3.559676810938944280e-02, 1.060590336577252844e-02, 5.311584696220824631e-01, 2.524726011574109918e-01, 2.458051308309410973e-02, 9.209170821689870168e-02, 2.237094631040799364e-01, -1.269515075486276345e-01, 1.031646195186982501e-01, 5.404916648463924805e-02, 1.936168453486046201e-02, 1.309876120316164350e-01, 2.660813231130761958e-01
2.041000000000000000e+03, 1.675051339456957444e-01, -1.256434835140947670e-01, 2.674120613041304773e-01, -1.522415016409191246e-01, -1.676727728688365837e-01, 2.933575308689385097e-01, -2.014585354112765625e-01, 4.464444296760223807e-01, 6.253322120782664473e-02, 8.629939637799374785e-02, -1.248596935706565436e-01, 3.630306867025647755e-01, 3.550712867636135472e-02, 1.173975158292377974e-01, 1.832617961096824274e-02, -1.639659115822246493e-01
2.042000000000000000e+03, 1.571257462081064593e-01, 1.666255162938189427e-01, 5.189033875547995056e-02, 1.637371384181365158e-02, 2.117147513910732151e-02, 1.556202138920036726e-01, 3.306063346584126039e-01, -4.507337599022295804e-01, 1.630280945687710148e-01, 9.103403017995602420e-02, -2.606820140787321494e-01, 2.389416384571845797e-01, 1.909336799189956524e-01, 2.612004357728325843e-01, 1.333308582368172290e-01, -8.970699755458329261e-02
2.043000000000000000e+03, 1.674778250220380349e-01, 2.102124795143315017e-01, -7.282950172690168256e-02, 5.087642181535034086e-02, 1.930420567988421765e-01, -2.034275359240688141e-01, -4.152689873874227527e-02, -4.491515572924813515e-01, 2.304815539121627954e-01, 2.824927869223798904e-01, -1.160767292187082911e-02, 1.922056626152071901e-01, -3.925430596738551520e-03, 2.063113289653648041e-01, -4.133998489775379120e-02, -1.368915533756424330e-01
2.044000000000000000e+03, 7.625212171520906468e-02, 2.936585685427354209e-01, 2.215146407535726891e-01, 7.171777424997805017e-02, 1.378414585722424757e-01, 3.142152232256036348e-01, 2.796587018756069298e-01, 1.782420068212455522e-01, 1.878942702924924282e-02, 1.144649168809576678e-01, 3.592503252193671864e-02, 3.388128907997634554e-01, 1.455513169745076274e-01, -2.245272496534342355e-02, 7.186318082550191555e-02, -1.910801130919687063e-02
2.045000000000000000e+03, 7.942543427719155058e-02, 3.999331612366273381e-02, 1.139320032764062039e-02, 1.635035580626928442e-01, 7.660370878645085535e-02, 2.066711930530125974e-01, 4.368503538009443909e-01, 2.403667166305573089e-01, -6.738939337997794377e-02, 1.632054897910291402e-01, -2.451543177976220345e-01, 3.184296906066338417e-01, 1.569336550887465154e-02, 2.195223569379011475e-01, 4.720905479984711939e-02, -1.021295336387739311e-01
2.046000000000000000e+03, 8.098112799654622052e-02, 3.044075239104769570e-02, -8.048499411438532480e-02, 1.863800133283268212e-01, -2.877246228241721673e-02, 1.629507113699461829e-01, -1.221374478551194714e-01, -2.859497531852656649e-01, 9.247835846471356980e-02, 2.092549959078307542e-01, 1.723331523541532240e-01, 3.907445726638083539e-01, 1.334623230388660986e-01, -6.340336104781860160e-02, -1.010456460683848978e-01, -3.356650090598159442e-01
2.047000000000000000e+03, 1.620833434893692582e-02, 1.673302468391951042e-02, 3.907927106909449000e-01, 8.313703948495367729e-03, 2.533702086100133588e-01, 3.495003359153011635e-01, 1.437645437139014604e-01, 3.796591845074413774e-02, 2.279793755391724963e-01, 2.781596371454473915e-01, 1.175282033722428454e-01, 1.997003762447574216e-01, 3.288216673543180313e-02, 1.969209628407374013e-01, -4.637383678211456917e-02, 6.876133634415301787e-02
2.048000000000000000e+03, 1.302165323166958599e-01, 3.284346130876495545e-02, 1.216080265634752050e-01, 3.307374336756793709e-02, 3.963899258447050461e-02, 2.422969469416735300e-01, -2.643847102337506735e-02, -1.861646315698322895e-01, 1.693965699285024107e-01, 5.829854387149965150e-02, 2.524436095347381559e-01, 2.411989836655590858e-01, 2.336795332475404829e-01, 1.518920223912624268e-01, 1.427055430750003018e-01, -8.960267700456399365e-02
2.049000000000000000e+03, 1.545682004566211465e-01, 2.409815644277527868e-01, 7.938217144561580951e-02, -8.139351698985891614e-02, 1.794971235216044070e-01, 3.186753084953652948e-01, 3.692543660358420521e-01, 2.162645784437311758e-01, 8.378131015042787622e-02, 1.118508003679976603e-01, 1.297750977354300284e-01, 2.136854806457788580e-01, 2.060796065399586596e-01, -1.430176759670241937e-01, -4.933775373072791376e-02, -1.783361459441339392e-01
2.050000000000000000e+03, 1.709062538295714750e-01, -1.659474264610048475e-02, 6.343675448500089853e-02, 3.276825109762383503e-01, -8.113332094094316549e-03, 4.200842971447600327e-01, 4.605406321277254467e-01, -2.694293804068586401e-03, 4.028492985319437857e-03, 2.970834695766478850e-01, 2.933035094181716818e-01, 2.179494153515536270e-01, 5.343507972669329226e-02, 9.801073939800386547e-02, -5.800602403175059846e-02, -4.809658812360037561e-02
2.051000000000000000e+03, 6.958731846265996113e-02, -2.020221867187113884e-01, 3.318350127944698635e-01, 1.924625183087279034e-01, -1.303862851527932132e-01, -1.528650956890718060e-01, -2.567578422457812426e-01, -3.331494085429407281e-01, 1.559517215239421828e-01, 8.736805458256108325e-02, 4.263920504884944479e-02, 3.366429736063664135e-01, 2.255049091038302256e-01, 7.858883213987835625e-02, -1.118166222005344129e-01, 1.179459115627882887e-01
2.052000000000000000e+03, -1.376107873347113056e-02, 1.106567768852108752e-01, 7.155001844025039859e-02, 1.292489281446901617e-01, 2.037497476584596012e-01, 2.919199562572151185e-01, 1.055437616021880493e-01, 1.583893414753318463e-01, 8.982285919576399325e-02, 2.081912869985169945e-01, -1.832012046836179950e-02, 3.383776159999100225e-02, 3.113498485511440733e-02, 1.794874851587676401e-01, 1.409396552944065795e-01, 1.174966326150573559e-01
2.053000000000000000e+03, -3.203008646312254654e-02, -1.129384022238495572e-01, 2.395281552120954310e-02, -8.924518002921395755e-04, -2.705968719709596695e-02, 3.380017593390142183e-01, 1.556941470902963864e-01, 3.950327381334092780e-01, 2.237612930839057712e-01, 2.104418889317432595e-01, -4.307769896953792671e-02, 3.115491420554335478e-01, 9.278178342069227924e-02, 2.977964017166352950e-01, 1.054885848756300648e-01, 2.928620825318541954e-01
2.054000000000000000e+03, 1.504456464333170373e-01, 2.327405431907175193e-01, 8.676364152751248060e-02, 2.161846086861436700e-01, 1.969235681738615573e-01, 2.524824606713211850e-01, 3.894743091088994635e-01, 8.481270261960281720e-02, 2.186479415418805528e-01, 2.059163632907134722e-01, 1.554528805675022829e-01, 1.789813028538384254e-01, 9.137190992967508807e-02, 1.156626719996389496e-01, 2.750103078369059775e-02, 2.477866735964070755e-01
2.055000000000000000e+03, 9.978567766350909807e-02, -9.457355362483375535e-03, 2.998127228056363114e-02, -5.450854066437014339e-02, 2.223933716818125850e-01, 3.996799489379656012e-01, -3.059359867986566339e-01, -1.283885733781162386e-01, 7.064921252320612022e-02, 4.501315536577363968e-02, 2.827729000337759202e-01, 1.136503278852202536e-01, 8.838071898916308178e-02, 1.042383196867188583e-01, -1.312205132548432407e-01, -9.456310822522258352e-02
2.056000000000000000e+03, 2.270033229260434160e-01, -2.686990236643958530e-01, 3.494317149522176424e-01, 1.278296793340382709e-01, 1.691155086113325934e-01, 1.825822872197257751e-01, 4.168817406151785754e-01, -4.339536435896813593e-01, 8.035326588679363169e-02, -1.220402420080859193e-03, -1.457175100216606400e-01, 2.217103270155488803e-01, 3.530185382223410828e-02, 2.184223561342974740e-01, -2.552995244477198125e-02, 2.088054002850803503e-01
2.057000000000000000e+03, 1.582588078428883160e-01, 3.690585872485213637e-01, 1.430019316837034815e-01, -4.980673501243315648e-03, 1.355874982126684114e-01, 1.292781890843045234e-01, 4.149581733784711290e-01, 3.089697467899270578e-01, 9.628509807957059963e-02, 8.502142070239879224e-02, -1.904491915251876610e-01, 9.940303177977927174e-02, 7.994109408859317867e-02, 2.083735176052622651e-01, -2.367475201641684387e-02, -1.155586796996534021e-01
2.058000000000000000e+03, 1.452204318782999437e-01, -2.637448669249897390e-02, 3.146698431192261891e-01, 8.505809579002880649e-02, 3.350673891202482491e-02, 9.303182316259467344e-02, 5.419295982452281002e-02, 1.750829957488422295e-01, 1.399623595643479101e-01, 1.256055375182067169e-01, 7.723098830195566922e-02, 2.839054883319278577e-01, 9.895920977692905518e-02, 3.064670798009570818e-02, 1.550700488803837263e-01, 8.088475250596782740e-02
2.059000000000000000e+03, 1.169264811972070273e-01, 1.519415962377944351e-01, 9.872108541169143103e-02, 1.109926881842763641e-01, 1.703188305140442699e-02, 5.813494577545941927e-02, 3.341388873353104971e-01, -4.336615731032431031e-02, 8.921155243882750163e-02, -1.630887619515476381e-02, 5.994390786863273285e-02, 1.121298996371505735e-01, 7.074092877523066591e-02, -1.548098715306882589e-01, 2.524612081937601116e-01, -1.149027569065806248e-01
2.060000000000000000e+03, -2.391566827804643067e-02, 4.395343855163552638e-01, -3.701898886120188852e-03, 1.166418840397382556e-01, -3.339843555257722418e-02, 2.129084224708762407e-01, 1.860011355136843014e-01, -2.345492041417178083e-02, 1.094569753487172198e-01, 1.605128184780376943e-01, -2.652528852512061053e-01, 2.517366306584760682e-01, 1.577085798298273334e-01, 7.981846831384668828e-02, -3.899548619253850879e-01, 1.817650695941181449e-01
2.061000000000000000e+03, 9.793144047077839698e-02, -6.322323885885922090e-01, 2.113240977503313620e-02, 5.869893083036391984e-02, -1.128798505119788520e-01, 1.500225237357863395e-01, 1.293502332570497793e-01, -1.653630654325596305e-01, 1.561280897959410954e-02, 1.329124707399006455e-01, -7.172869714526426688e-02, 1.511658815088045560e-01, 1.712143626652036510e-01, 6.076931173021143245e-02, -3.819966708382294823e-02, -2.803028909858774204e-02
2.062000000000000000e+03, 9.228958748218654695e-02, 2.757049675219585549e-01, 1.916213069497630095e-01, -1.601891564556489900e-01, -2.332159098207980952e-01, 5.257111081527262586e-01, 3.690164572646358748e-02, -5.474044676539732146e-01, 4.411120002802491891e-02, -4.591816945485210216e-02, 2.183707596536307027e-01, 3.509282652141137993e-01, 4.324182558700000872e-02, 1.394517587087588384e-01, 2.529620699920698823e-01, -3.125447613267066105e-01
2.063000000000000000e+03, 4.150780107506183564e-02, -1.264628551542025248e-01, 4.115940663548639869e-03, -5.056087473145652600e-02, 3.335808823778761978e-01, 1.678297452494862674e-01, 2.054439013444931961e-01, 2.602041174975914806e-01, -3.979006878862596103e-02, 3.446646105107339236e-02, -1.148252914776794892e-02, 1.040380461711466892e-01, 1.762565672999319155e-01, 1.688873128810533253e-01, -1.863670990077928302e-01, -2.730898863469389051e-02
2.064000000000000000e+03, 1.382222272294352239e-01, -5.114026661022614412e-02, 5.243275448627845309e-02, 1.566026899892611346e-02, 1.082063364026383812e-01, 1.865792618651515578e-01, -4.471342462824758057e-02, -1.750737696331240989e-01, 1.435907408933594642e-01, 3.639822068537676425e-01, 1.341619681702783118e-01, 3.062423245674054106e-01, 9.459268803599206465e-02, 1.163443811631033331e-02, 1.478402242924879706e-01, 2.994891106359848232e-01
2.065000000000000000e+03, 5.929613304315681233e-02, -1.762204287612681095e-02, 2.740974510717598123e-01, 2.016039745338938927e-01, -1.109848484096813970e-01, 1.749883083643967996e-01, 4.475316187573263327e-01, 1.585497129313178377e-01, 3.678973175842241428e-02, 2.097300700318396327e-01, -8.191775526015689091e-02, 1.547371854467848862e-01, 9.179864060415704463e-02, -5.348220863104891261e-03, -9.818814607089974833e-02, 1.801150549655204380e-01
2.066000000000000000e+03, 7.676324273027025635e-02, 5.109225527637355491e-01, 6.737053899546319169e-02, 2.032003827537785523e-01, 1.601006430415559678e-01, 2.873653696109209066e-01, -2.114765153256655816e-01, 1.107097717148292221e-01, 1.674797127929487095e-01, 2.559954588655262708e-01, 1.593228968527743428e-01, 2.076258427761349667e-01, 4.596721795397176041e-02, -5.375603483290149892e-02, -5.502471011043796184e-02, 1.036918239824915905e-01
2.067000000000000000e+03, 1.180103314322111518e-01, 4.179331454125974066e-01, 3.633794981554454295e-02, -4.320483045316365206e-02, 2.237701374659095341e-02, -1.071342777235058802e-01, 3.928903756727806368e-02, 1.454563756480722336e-01, 7.183829698707246136e-02, 2.313077242167106695e-01, 2.231321563575467404e-01, -2.822444897145043666e-02, 1.086276757745105181e-01, 1.702065019451214356e-01, 2.029026279696057034e-02, -2.809396092840905079e-01
2.068000000000000000e+03, 6.506077814139797633e-02, 9.691934431606476219e-02, 8.857403619560431929e-02, 6.506884743338012256e-02, 1.242845911372638112e-01, 9.368567693734865254e-02, 1.944349278577948148e-01, -2.501224693635009655e-01, 9.126419096128710051e-02, 1.685091836227569084e-01, 4.268677482465982331e-02, 3.056373826078188083e-01, 1.276556831506593138e-02, 5.333062922527215949e-02, -8.377520164929032342e-02, 3.684460251172730350e-01
2.069000000000000000e+03, 1.426779886473038966e-02, 1.048594584489729448e-01, 1.318562752549584105e-01, -3.159985780632167396e-01, 1.590700129031165921e-01, 1.747169483004018253e-01, -3.652174902825861547e-01, -8.230826937816720923e-02, 1.470042807153586761e-01, 1.494153925762603530e-02, -8.772501131543322672e-02, 2.576640023372639976e-01, 1.236136719998241762e-01, -2.711339004560878729e-01, 1.992356785496707250e-01, -9.779137534185532166e-02
2.070000000000000000e+03, 1.181303453398129810e-01, -1.081636079759749902e-01, 1.790288411812781810e-01, -9.355480325608819814e-02, -1.200455685750840412e-01, -6.647021660064583726e-02, 3.630579643831486347e-01, 1.216672946992648080e-01, 1.095913952105163069e-01, 2.259650801525580899e-01, 1.753902822894329028e-01, 1.427666388680339793e-01, 1.074876070631305136e-01, 1.195778558761197014e-01, -1.115512960390255826e-01, -9.052716804931408567e-02
2.071000000000000000e+03, -2.762406112307411177e-02, 2.879452578999404100e-01, 8.817166678427927617e-02, -3.065709456594035986e-02, 5.403075032832558439e-02, 2.080692613890340881e-01, 4.633054674277622964e-01, -4.863585016074025158e-01, 7.456446246548750767e-02, 1.633892452645791526e-01, 8.925691154088657986e-02, 1.946701284895161269e-02, 4.114685213169733125e-02, 2.021300592478930958e-01, -8.958930968332261963e-03, -3.586136342465445770e-02
2.072000000000000000e+03, 9.336451159263564614e-02, 9.250719302208636197e-02, -1.054918142188055880e-01, 2.528019503545917979e-01, 1.620038950772142716e-01, 2.243300199042484455e-01, 5.149431034561977594e-01, 2.276860884907821181e-01, -9.402908994558903388e-02, 2.275421361337027215e-01, 1.892901025627961031e-01, 1.665925367911735011e-01, -1.275560676083612073e-03, 1.143748143898796338e-01, 1.662469669873961886e-01, -8.239236794408158482e-02
2.073000000000000000e+03, 1.071712488645582689e-01, 1.223231420166471795e-01, 3.307975077409494591e-02, -5.254853967505226930e-02, 8.894190319818154333e-02, 3.414357080035838043e-01, -1.089532888756876844e-01, 4.122497233784387927e-01, 1.159799275757401327e-01, -2.649568619921281037e-02, -1.372491841713698382e-02, -4.172203010703140480e-02, 1.641037862337473702e-02, 7.927348535894647441e-02, -1.938776650896947840e-01, 2.769479812348847325e-01
2.074000000000000000e+03, 1.395014353262531981e-01, -2.149091430023221394e-01, -9.730979278978951763e-02, -7.843347826977552228e-02, 2.894485319985451097e-02, 1.283888560487106145e-01, -2.068884419877004277e-01, -2.788139071880595399e-01, 1.111706839774317807e-01, 2.808723840313839121e-02, -3.267473733540378622e-01, 6.655997841104417667e-02, 2.946047753249567136e-02, 1.553137197665378499e-01, -1.475687756967722086e-01, -3.919875654604770138e-02
2.075000000000000000e+03, 8.975948127631888651e-02, 3.511873587721681123e-01, 1.645791561323056429e-01, 6.628030963052934307e-03, 1.033046265920914558e-01, 1.692458896364126830e-01, -2.149240528839017617e-01, -2.121574850199540452e-01, 7.805496748119618300e-02, 1.436645031315823273e-01, 1.552007674356046529e-01, 1.536374212152646079e-01, 1.462548409447825826e-01, 1.213051951899152270e-01, 2.555420847300862164e-01, -2.713962450664838544e-01
2.076000000000000000e+03, 1.235404569773445593e-01, 2.869171876761279494e-01, -6.030889361350744160e-02, -5.625176354766389664e-02, 3.018844646233228776e-02, 1.068294181345829652e-01, 4.208733637694982432e-01, 1.282664665702565876e-01, 1.425528418269542408e-01, 1.227199636101705404e-01, 2.042851747785198180e-01, 1.542616139820171817e-01, 1.200809863006855605e-01, -1.354870629134739546e-01, 1.215627167035977368e-01, 1.563060855438777874e-01
