year, ACCESS-ESM1-5, UKESM1-0-LL, EC-Earth3-Veg, GFDL-ESM4, CNRM-ESM2-1, NorESM2-MM, MPI-ESM1-2-LR, INM-CM5-0, IPSL-CM6A-LR, CMCC-CM2-SR5, INM-CM4-8, CanESM5, NorESM2-LM, CESM2-WACCM, MIROC-ES2L, TaiESM1
2.029000000000000000e+03, 2.833872598013737729e+02, 2.820231873944263725e+02, 2.833364099503108378e+02, 2.820228067627830910e+02, 2.824268207370062100e+02, 2.824552688478753453e+02, 2.831711186176062824e+02, 2.839091081245384771e+02, 2.824374339849908893e+02, 2.840655682000865454e+02, 2.830316873547444629e+02, 2.839274208797222627e+02, 2.835986379758076055e+02, 2.832840052083967635e+02, 2.842939947246816814e+02, 2.849355868184661063e+02
2.030000000000000000e+03, 2.836615692877010702e+02, 2.815994761659384267e+02, 2.833220622121015708e+02, 2.822647580669156469e+02, 2.833260894612145080e+02, 2.828672587906545459e+02, 2.833127814858610236e+02, 2.836401766368668973e+02, 2.829817840160783362e+02, 2.840069763469858231e+02, 2.828874482888612647e+02, 2.841739357578396152e+02, 2.840007508384218795e+02, 2.844391408816605349e+02, 2.846333648720402607e+02, 2.846584177528973214e+02
2.031000000000000000e+03, 2.836215611638589849e+02, 2.820255446764163594e+02, 2.831986423546532592e+02, 2.821084930155062693e+02, 2.828261100651132551e+02, 2.831121953715897916e+02, 2.826010935067686773e+02, 2.831729694082911806e+02, 2.816261400666735994e+02, 2.838919734082571722e+02, 2.826741684833029922e+02, 2.829012159182254891e+02, 2.835108446294656801e+02, 2.836258044279782098e+02, 2.842007991124188493e+02, 2.845914149875301291e+02
2.032000000000000000e+03, 2.835922213203558613e+02, 2.824992085167114624e+02, 2.827517538771912200e+02, 2.813070262034559619e+02, 2.819765044751594587e+02, 2.825947980191273814e+02, 2.821301010358433814e+02, 2.837384837614083040e+02, 2.813757708517281912e+02, 2.843005933486682011e+02, 2.836273854117002315e+02, 2.833486223272712436e+02, 2.837443621319782778e+02, 2.841457917862084628e+02, 2.835277190083358505e+02, 2.850964313667387273e+02
2.033000000000000000e+03, 2.836829574796275892e+02, 2.827290966934323251e+02, 2.821381896816612311e+02, 2.807624255328108802e+02, 2.830418165635524588e+02, 2.830961376041898347e+02, 2.829154765559658244e+02, 2.841097794611443419e+02, 2.822565674553019903e+02, 2.843309829279621113e+02, 2.833126867790194297e+02, 2.842082508613534060e+02, 2.840805460928527282e+02, 2.838594524890357320e+02, 2.839674429568952974e+02, 2.853219614304055085e+02
2.034000000000000000e+03, 2.842219999296191872e+02, 2.825686244367439599e+02, 2.828825928432260071e+02, 2.814929235102442249e+02, 2.836041731127546086e+02, 2.833191783873368195e+02, 2.818614070850791222e+02, 2.839490452828281377e+02, 2.830082529604187584e+02, 2.845777489331588868e+02, 2.834035599316393927e+02, 2.838101621347584000e+02, 2.844652918525824816e+02, 2.849180851627892821e+02, 2.844545702389909252e+02, 2.849722231646543946e+02
2.035000000000000000e+03, 2.837971888519221579e+02, 2.827320073929170121e+02, 2.834023389117252236e+02, 2.811324137462118529e+02, 2.834686471687794551e+02, 2.830659841858270056e+02, 2.828992361446163386e+02, 2.834805799148287520e+02, 2.829613317472300764e+02, 2.843880650256553508e+02, 2.834486040703932872e+02, 2.832520355053890739e+02, 2.838432804784509358e+02, 2.844108081940422608e+02, 2.837138626644291435e+02, 2.843875739630827866e+02
2.036000000000000000e+03, 2.838604715855934160e+02, 2.828282803318588208e+02, 2.823618513335199509e+02, 2.807958225854756051e+02, 2.829402883743803727e+02, 2.837871270873950493e+02, 2.832183964033960706e+02, 2.836101694571726739e+02, 2.827306777367883228e+02, 2.846990034626118700e+02, 2.832166053641013264e+02, 2.851606565731657952e+02, 2.838395182998243058e+02, 2.844295531051798775e+02, 2.844469530143900329e+02, 2.853463091096253379e+02
2.037000000000000000e+03, 2.835254959296887023e+02, 2.823931010763819245e+02, 2.825481769572313056e+02, 2.810259376959349993e+02, 2.843938428344471845e+02, 2.825278570761043966e+02, 2.826590958023343774e+02, 2.840858743439527530e+02, 2.829684939641709889e+02, 2.839385454394300154e+02, 2.832063014265852416e+02, 2.852424590526103998e+02, 2.842992531184044651e+02, 2.841301594750058825e+02, 2.843424862005089153e+02, 2.848880274220882143e+02
2.038000000000000000e+03, 2.839900694301505268e+02, 2.837261547762505529e+02, 2.827020984494943718e+02, 2.813163819705525270e+02, 2.839044737311491531e+02, 2.829149139708330267e+02, 2.836158367297225027e+02, 2.836322956073167347e+02, 2.829615299684948013e+02, 2.840450012272049776e+02, 2.833554528141933133e+02, 2.849839626497740142e+02, 2.842778723414256206e+02, 2.849184560887288171e+02, 2.838091398070635023e+02, 2.847548672342443297e+02
2.039000000000000000e+03, 2.848002133263098017e+02, 2.828420671155190007e+02, 2.821130547914278850e+02, 2.802201013723874325e+02, 2.831531839681609881e+02, 2.833815770798235576e+02, 2.829664180116867556e+02, 2.839960023532337345e+02, 2.829935367363929117e+02, 2.852607514490919698e+02, 2.838742680606895306e+02, 2.848543605532471474e+02, 2.840741014262189310e+02, 2.849448943067598066e+02, 2.839839546915355299e+02, 2.858036586451998460e+02
2.040000000000000000e+03, 2.846242811107075568e+02, 2.834811184440011971e+02, 2.807396971220088631e+02, 2.816238523651534251e+02, 2.824452682040326863e+02, 2.831517022494816160e+02, 2.829122890442380367e+02, 2.841510917887210326e+02, 2.822749899139581089e+02, 2.833013343609014214e+02, 2.836388355340537260e+02, 2.847627938941498655e+02, 2.842339203957713494e+02, 2.857926370881025377e+02, 2.844613631187386318e+02, 2.850912746763099221e+02
2.041000000000000000e+03, 2.842338613633310729e+02, 2.831030597341568864e+02, 2.828454143060856154e+02, 2.816160181735411925e+02, 2.830638889973091636e+02, 2.825474683170791650e+02, 2.837745337498601543e+02, 2.838075141084673305e+02, 2.825859840642406198e+02, 2.843085622010897850e+02, 2.833076073934799410e+02, 2.846472359290390841e+02, 2.838148440743919991e+02, 2.842301376805860968e+02, 2.837889970975814435e+02, 2.853811905770258477e+02
2.042000000000000000e+03, 2.850941563950255500e+02, 2.825287462319092811e+02, 2.823333606743787527e+02, 2.807948267444451744e+02, 2.835734517948210396e+02, 2.839277632786996719e+02, 2.833845660301941507e+02, 2.843285115147694455e+02, 2.821512889776823840e+02, 2.850099320740346798e+02, 2.830324186346782653e+02, 2.837218988241347688e+02, 2.844201215780037160e+02, 2.852721874426989643e+02, 2.839191837071518307e+02, 2.853429803889692948e+02
2.043000000000000000e+03, 2.843260791548742645e+02, 2.830493603787901407e+02, 2.824586580504831659e+02, 2.805941854427099997e+02, 2.840279712025042045e+02, 2.836385463358872698e+02, 2.822437281857842208e+02, 2.841870850355648486e+02, 2.834903933404680174e+02, 2.849404050480341084e+02, 2.841829864168596487e+02, 2.846773836780983515e+02, 2.843496660998897028e+02, 2.847419070453742052e+02, 2.837707197272178519e+02, 2.853379768921561777e+02
2.044000000000000000e+03, 2.848861379663991329e+02, 2.830387852419512456e+02, 2.817726371885624985e+02, 2.806859544247457734e+02, 2.832823463755114517e+02, 2.835138179835077494e+02, 2.827407532931055698e+02, 2.829802164607421560e+02, 2.831359248591169262e+02, 2.850575966925635498e+02, 2.829337775581757342e+02, 2.847309470462122363e+02, 2.843457611173895430e+02, 2.852337570132888231e+02, 2.841814953091164853e+02, 2.846253447050447107e+02
2.045000000000000000e+03, 2.851325246645907328e+02, 2.820703511546227560e+02, 2.822577941361378748e+02, 2.811520984117348689e+02, 2.834393695140538512e+02, 2.837277662630056625e+02, 2.830048430249415787e+02, 2.829867142700807676e+02, 2.832274838002901447e+02, 2.849232968921728570e+02, 2.833506555438062264e+02, 2.837367714736088828e+02, 2.838559452180600715e+02, 2.843636146229897008e+02, 2.841630983957835497e+02, 2.857201340355681509e+02
2.046000000000000000e+03, 2.846937311515519582e+02, 2.826886672015248223e+02, 2.826971919095137196e+02, 2.812292197654945767e+02, 2.834897072527537034e+02, 2.839125363105973179e+02, 2.834693244583942260e+02, 2.840248029786134794e+02, 2.833148059254820623e+02, 2.848336055098235988e+02, 2.840020906187988317e+02, 2.853649388314150315e+02, 2.841026994742513807e+02, 2.842718088367753353e+02, 2.843110450976120092e+02, 2.853677469116591396e+02
2.047000000000000000e+03, 2.846279036882104947e+02, 2.819032248633193944e+02, 2.827270165809682112e+02, 2.814805850709670949e+02, 2.836463395005183656e+02, 2.837251946581808397e+02, 2.836068143292435479e+02, 2.833567455022893569e+02, 2.825311511545203871e+02, 2.855513385934666530e+02, 2.835728147914441024e+02, 2.839069175997003072e+02, 2.837255527112843083e+02, 2.845834298835891332e+02, 2.856546104303076845e+02, 2.852982348728958755e+02
2.048000000000000000e+03, 2.839703608038668676e+02, 2.833399067844538877e+02, 2.822808615029097723e+02, 2.809562461218753242e+02, 2.832833447530464355e+02, 2.834455462782527775e+02, 2.824827189917650117e+02, 2.836321761357231708e+02, 2.832117881678786944e+02, 2.854838538983224794e+02, 2.839311202660903177e+02, 2.845498178137113996e+02, 2.840033234385747960e+02, 2.851706019772454965e+02, 2.849277960100230871e+02, 2.843822637636300215e+02
2.049000000000000000e+03, 2.840878546532943574e+02, 2.835011167341411351e+02, 2.809711932407963673e+02, 2.821300931537243741e+02, 2.826090630434757145e+02, 2.831129891512603081e+02, 2.830855618816878518e+02, 2.832226786032728683e+02, 2.837192400636616298e+02, 2.848127571539121163e+02, 2.837099270998142515e+02, 2.844483373884131083e+02, 2.846186979523704963e+02, 2.844694929565876009e+02, 2.851824315223853432e+02, 2.859403534510035456e+02
2.050000000000000000e+03, 2.842791035365629000e+02, 2.839778212687438099e+02, 2.827002503665200379e+02, 2.811078379177592410e+02, 2.826367808876451591e+02, 2.833473046988329429e+02, 2.824400291417158542e+02, 2.835935458598667083e+02, 2.845567679364750120e+02, 2.853773550530464718e+02, 2.827367617968050126e+02, 2.845122675730459605e+02, 2.835057245541973998e+02, 2.843049569492682735e+02, 2.840354519823621331e+02, 2.850084745365157346e+02
2.051000000000000000e+03, 2.845233757297583566e+02, 2.833712689209037876e+02, 2.826571471540198104e+02, 2.808843723878877654e+02, 2.832263034964010444e+02, 2.834540770253825031e+02, 2.840636916674494046e+02, 2.830423642001941289e+02, 2.833218448707785342e+02, 2.850097455936769393e+02, 2.833570643380299430e+02, 2.851785215850984514e+02, 2.842685640127733109e+02, 2.840980587331887932e+02, 2.845718923698631215e+02, 2.858654748257424103e+02
2.052000000000000000e+03, 2.847542522877446345e+02, 2.831568592668778024e+02, 2.823625506325230390e+02, 2.821946618341602857e+02, 2.826759809295142531e+02, 2.839836239770290263e+02, 2.831400801958321836e+02, 2.830241712050428760e+02, 2.825137762964147328e+02, 2.854927319309168183e+02, 2.833519430731229818e+02, 2.848676771878577938e+02, 2.840661821885835252e+02, 2.847027534591803146e+02, 2.840626105092169382e+02, 2.856344093663735748e+02
2.053000000000000000e+03, 2.841621800155704705e+02, 2.826822707873699301e+02, 2.831362407262398051e+02, 2.814817226192155317e+02, 2.834912959835435800e+02, 2.832534801347680400e+02, 2.838114196288046287e+02, 2.835852563668067887e+02, 2.839766742747037824e+02, 2.853524049605866253e+02, 2.831805686875985089e+02, 2.849758782411826132e+02, 2.840337015861601913e+02, 2.846772216720499955e+02, 2.850263466027263917e+02, 2.849347705303355269e+02
2.054000000000000000e+03, 2.845928791938080167e+02, 2.821414188402276864e+02, 2.814190637936230814e+02, 2.816752484252141358e+02, 2.831244039028337625e+02, 2.830084771246755508e+02, 2.828424877257754702e+02, 2.832076982347324474e+02, 2.841441073993003670e+02, 2.855502380655203183e+02, 2.839188632129760776e+02, 2.856278660140591228e+02, 2.839899235789069962e+02, 2.838128404152516850e+02, 2.846625071418687867e+02, 2.854826577440290976e+02
2.055000000000000000e+03, 2.844718544361224986e+02, 2.837273625115650475e+02, 2.828414804779396832e+02, 2.820599936448161884e+02, 2.830812930859361813e+02, 2.840484865067665510e+02, 2.820970512406177590e+02, 2.835972208626407678e+02, 2.831122974569439066e+02, 2.847009786156033329e+02, 2.838876965003137798e+02, 2.850637091050052163e+02, 2.839986910269609552e+02, 2.841811039377440693e+02, 2.849032800104554326e+02, 2.857105248917329732e+02
2.056000000000000000e+03, 2.847340824394382253e+02, 2.836245770120550560e+02, 2.821028438834006238e+02, 2.816554610191626011e+02, 2.827724286562877296e+02, 2.830118895665021341e+02, 2.819306341060491263e+02, 2.842351357468181163e+02, 2.824478137844660637e+02, 2.849233339774874025e+02, 2.833433766142088075e+02, 2.844326859690476681e+02, 2.844690486217504031e+02, 2.841314435866161148e+02, 2.844148413038697072e+02, 2.856261886439268096e+02
2.057000000000000000e+03, 2.848078260431253170e+02, 2.832601085183169403e+02, 2.822585969456635553e+02, 2.813630999709807270e+02, 2.829226177278907812e+02, 2.831162699450680975e+02, 2.831213124507277143e+02, 2.835796110815264228e+02, 2.837121937655239776e+02, 2.851030680679773468e+02, 2.836544159862675087e+02, 2.849461814139885973e+02, 2.828767130965017031e+02, 2.846323742995000430e+02, 2.844111322110111928e+02, 2.857083422888472342e+02
2.058000000000000000e+03, 2.840852108786065173e+02, 2.836974272702889834e+02, 2.831191786473744969e+02, 2.818921497356855639e+02, 2.825956896521589101e+02, 2.831319498072620604e+02, 2.824860549688213496e+02, 2.832924715079296902e+02, 2.831783809831006806e+02, 2.855502062354665327e+02, 2.841493400536495528e+02, 2.848646232821826061e+02, 2.844798436208474186e+02, 2.839584793436587802e+02, 2.848422248857640398e+02, 2.864106291200268402e+02
2.059000000000000000e+03, 2.843916285763995688e+02, 2.842000028823651405e+02, 2.807901939505752580e+02, 2.824811278230562266e+02, 2.829861656619681298e+02, 2.836165070197568525e+02, 2.827134374823865528e+02, 2.843668906222546298e+02, 2.827360684997607336e+02, 2.860945506250964172e+02, 2.842296048212098185e+02, 2.848566115653670181e+02, 2.843258880920985234e+02, 2.852027837838471100e+02, 2.845465539991524224e+02, 2.858152199049922615e+02
2.060000000000000000e+03, 2.847260984586942527e+02, 2.832549898309193850e+02, 2.822412706441556907e+02, 2.822521091633020660e+02, 2.835464022008456482e+02, 2.835001088657501214e+02, 2.828888086953069205e+02, 2.829339529351159968e+02, 2.831918876783708470e+02, 2.852097925120066861e+02, 2.838868829141219408e+02, 2.857573940456005630e+02, 2.835087657901615330e+02, 2.837308866451400036e+02, 2.842154743225778475e+02, 2.861845826003320781e+02
2.061000000000000000e+03, 2.845691263003399172e+02, 2.837898845093878890e+02, 2.828715268828854619e+02, 2.818602070410942133e+02, 2.836836323518512586e+02, 2.838467626819349334e+02, 2.836677606818004733e+02, 2.852688529128132586e+02, 2.830602332256214027e+02, 2.859775435155913783e+02, 2.840378118086548511e+02, 2.851222049141397861e+02, 2.837034549725291868e+02, 2.842973400317895312e+02, 2.841702585248622768e+02, 2.860829064361777228e+02
2.062000000000000000e+03, 2.841300019741364054e+02, 2.839655938935590029e+02, 2.829359039047630517e+02, 2.814747824953658437e+02, 2.828045064687285048e+02, 2.832939210298861781e+02, 2.837203610983093540e+02, 2.837139685568901655e+02, 2.827374055037706739e+02, 2.866803114006542046e+02, 2.845477974473684526e+02, 2.856168606897465452e+02, 2.836542864207461889e+02, 2.843759202486801314e+02, 2.847082853792536525e+02, 2.849108321885412920e+02
2.063000000000000000e+03, 2.842008292875462416e+02, 2.828065062507893686e+02, 2.821380130259009889e+02, 2.817040436740657015e+02, 2.838932776629563932e+02, 2.844303882620637296e+02, 2.821931164008884707e+02, 2.838609472695563909e+02, 2.836664144009671418e+02, 2.858565403196809598e+02, 2.842184261306858843e+02, 2.846279474384334662e+02, 2.846239695639447973e+02, 2.844410499742502907e+02, 2.844272369531730078e+02, 2.855611129422496219e+02
2.064000000000000000e+03, 2.834949564541580003e+02, 2.834756233005572881e+02, 2.834999271270177132e+02, 2.821672420200869738e+02, 2.834595162354861486e+02, 2.835157490961971689e+02, 2.823466194784622303e+02, 2.842484495866920042e+02, 2.834733041841803356e+02, 2.860537958592177574e+02, 2.838552002688992388e+02, 2.856675398601108213e+02, 2.841317533903479102e+02, 2.846338462315998754e+02, 2.851157927557174503e+02, 2.857857127973689444e+02
2.065000000000000000e+03, 2.843034949063845147e+02, 2.830274916555068785e+02, 2.823178548540749944e+02, 2.813287716553065252e+02, 2.837217205969483302e+02, 2.839941108338534264e+02, 2.831070630410377476e+02, 2.835919766446669996e+02, 2.826663572742976953e+02, 2.848651781834565782e+02, 2.842005484764914058e+02, 2.848973534305779367e+02, 2.842470746753668891e+02, 2.846986207426336932e+02, 2.843696118435431686e+02, 2.854166343660671714e+02
2.066000000000000000e+03, 2.841143426062926665e+02, 2.834897885674504892e+02, 2.834385381139245510e+02, 2.820929068149876571e+02, 2.836747453278781563e+02, 2.831816429332696430e+02, 2.822772883096928922e+02, 2.836026078703912390e+02, 2.831786444213872187e+02, 2.850270660531474505e+02, 2.842770747782228682e+02, 2.846444118042189757e+02, 2.838794041784333899e+02, 2.846770156963337399e+02, 2.840761044368375678e+02, 2.850616722110867727e+02
2.067000000000000000e+03, 2.844067035352213679e+02, 2.839661530587823677e+02, 2.822901993661268989e+02, 2.818228641046903249e+02, 2.834544659068940859e+02, 2.834528700429301580e+02, 2.823687965768054937e+02, 2.844747695967903383e+02, 2.839727932465396520e+02, 2.861799025761876010e+02, 2.844328342846758346e+02, 2.847149142394102341e+02, 2.834801353284876768e+02, 2.837349876134269380e+02, 2.843556809727620021e+02, 2.854651931720472362e+02
2.068000000000000000e+03, 2.854470135825794728e+02, 2.821950581132214779e+02, 2.827206369022743502e+02, 2.823252918452971585e+02, 2.838873269083494506e+02, 2.840887962244685241e+02, 2.828052362774912467e+02, 2.829760984282092409e+02, 2.835128047039926287e+02, 2.862123463671494505e+02, 2.835446833744555875e+02, 2.851263183907173016e+02, 2.833461487604259332e+02, 2.840278833325522783e+02, 2.847079286026806244e+02, 2.860039424179977914e+02
2.069000000000000000e+03, 2.851908740552766517e+02, 2.835993694087567860e+02, 2.842409257584000670e+02, 2.820016610356034334e+02, 2.834911321090963838e+02, 2.841216074250651218e+02, 2.828629526533549665e+02, 2.836730880389944787e+02, 2.840741038269375167e+02, 2.859688265006231518e+02, 2.844872824359338210e+02, 2.857309498513814106e+02, 2.851019915714306876e+02, 2.843851762735963575e+02, 2.848769914929313813e+02, 2.858947663045634044e+02
2.070000000000000000e+03, 2.846483061648609123e+02, 2.827496908383222944e+02, 2.827910147706485873e+02, 2.817573630750512166e+02, 2.839379809619078401e+02, 2.835326247887015256e+02, 2.831235630654239799e+02, 2.839804921624879626e+02, 2.833878670532047863e+02, 2.850588632972211940e+02, 2.841263225558930117e+02, 2.853387852161935143e+02, 2.842263286775858546e+02, 2.850992292768399352e+02, 2.852708867418528484e+02, 2.852938580236017856e+02
2.071000000000000000e+03, 2.848613728614465117e+02, 2.843221245241151678e+02, 2.820618889762492358e+02, 2.820647683854942898e+02, 2.837360775199991281e+02, 2.837591358448497090e+02, 2.829311704940710115e+02, 2.832874772422651972e+02, 2.828320783226640742e+02, 2.857581717451038799e+02, 2.840889408124670013e+02, 2.839495760911725029e+02, 2.836837747954348288e+02, 2.849429606367134511e+02, 2.844275900101815751e+02, 2.859460889376597947e+02
2.072000000000000000e+03, 2.847420075873765200e+02, 2.844671041118069752e+02, 2.818794942025046453e+02, 2.808890587136471026e+02, 2.836017528763464384e+02, 2.835641333714543748e+02, 2.821639308074613837e+02, 2.842658901958055253e+02, 2.834322916923156299e+02, 2.849659758383646704e+02, 2.839401052159697088e+02, 2.846013966445655115e+02, 2.835064547171157301e+02, 2.843898807936809021e+02, 2.840500562816473575e+02, 2.849275373820366895e+02
2.073000000000000000e+03, 2.853259511619048112e+02, 2.846141577492219312e+02, 2.832618280023302759e+02, 2.813997575159158941e+02, 2.837092159210295677e+02, 2.834415950304653506e+02, 2.822403395799398709e+02, 2.832683930140130997e+02, 2.837808812738614961e+02, 2.850885620429620531e+02, 2.838449255819325003e+02, 2.845664664050716510e+02, 2.842483679738389810e+02, 2.844787016849470547e+02, 2.834884838183191391e+02, 2.862303681675988400e+02
2.074000000000000000e+03, 2.854744300932315468e+02, 2.846257055954905013e+02, 2.830426590144853662e+02, 2.816245960186442971e+02, 2.836160305904266465e+02, 2.821369078098695127e+02, 2.830923445538665533e+02, 2.838367322042776095e+02, 2.838171646241076473e+02, 2.853301297306629181e+02, 2.843459658102016192e+02, 2.852890906561007682e+02, 2.853739996983644573e+02, 2.850947894925328114e+02, 2.842979894069376883e+02, 2.859696305043605093e+02
2.075000000000000000e+03, 2.845891488187181722e+02, 2.845078828522190406e+02, 2.838331349364830771e+02, 2.821640157697604536e+02, 2.842313343839149411e+02, 2.838619116486358394e+02, 2.822392394332746335e+02, 2.834881468129930226e+02, 2.831191412004142194e+02, 2.860401269207055179e+02, 2.846890283033046671e+02, 2.847709521793732392e+02, 2.845690347218776424e+02, 2.843278934899721548e+02, 2.853853749744696415e+02, 2.862826860487664931e+02
2.076000000000000000e+03, 2.849697203407619668e+02, 2.835251690364707997e+02, 2.824716364201326542e+02, 2.821435467083397270e+02, 2.840052991166845686e+02, 2.833854932543733298e+02, 2.834705805798390088e+02, 2.834657817606401409e+02, 2.831314787758672651e+02, 2.858174124575841688e+02, 2.841212385623283012e+02, 2.854666965167855324e+02, 2.845931909642084179e+02, 2.843182383190318205e+02, 2.845213661040223201e+02, 2.857922176601780393e+02
