year, MIROC-ES2L, MPI-ESM1-2-LR, NorESM2-MM, NorESM2-LM, ACCESS-ESM1-5, GFDL-ESM4, EC-Earth3-Veg, INM-CM5-0, UKESM1-0-LL, CMCC-ESM2, INM-CM4-8, IPSL-CM6A-LR, CNRM-ESM2-1, CanESM5, CESM2-WACCM, TaiESM1
2.075000000000000000e+03, 1.458262049969347940e+00, 1.447178908525088348e+00, 1.702896254898743189e+00, 1.721066945096074718e+00, 1.842564731026847591e+00, 1.711722807632198418e+00, 1.775334299355985523e+00, 1.598311464636537726e+00, 2.404702378759199899e+00, 2.342595011491562129e+00, 1.532150900266972426e+00, 1.502952332317911477e+00, 1.595377939225017361e+00, 1.823234758920215803e+00, 1.794584573404983008e+00, 1.443050937571342507e+00
2.076000000000000000e+03, 1.330357330225343748e+00, 1.465344103221438488e+00, 1.716204334907793783e+00, 1.736018928548588525e+00, 1.931458198791081493e+00, 1.686680224520711091e+00, 1.840606676010817511e+00, 1.595587202848463448e+00, 2.387875364855175597e+00, 2.291504906541938613e+00, 1.555597865974849059e+00, 1.479166631508485485e+00, 1.571464370215875039e+00, 1.825754642863053112e+00, 1.916567718086866323e+00, 1.641964990544451997e+00
2.077000000000000000e+03, 1.310628990005925809e+00, 1.406042727233226097e+00, 1.711881917417477972e+00, 1.799772823564756541e+00, 1.976653499955380644e+00, 1.714505366802585362e+00, 1.922181959179775745e+00, 1.578160790125114676e+00, 2.404383835318386176e+00, 2.536075646664684324e+00, 1.571924609149542240e+00, 1.512533156486957298e+00, 1.471638716852616602e+00, 1.828483085790692186e+00, 1.841179147441524666e+00, 1.558735734586394805e+00
2.078000000000000000e+03, 1.314354299399775661e+00, 1.435867603587963393e+00, 1.654703059841130974e+00, 1.704406961077054028e+00, 1.843431750014952408e+00, 1.732079824892259090e+00, 1.827765348203578277e+00, 1.612964321695302239e+00, 2.407654599956880581e+00, 2.557284434923421390e+00, 1.534596052274240119e+00, 1.455810847236968186e+00, 1.594807397098410462e+00, 1.873357321163613864e+00, 1.836039958976738662e+00, 1.437795753140058030e+00
2.079000000000000000e+03, 1.347872294202597576e+00, 1.435288071871258175e+00, 1.638613076093013765e+00, 1.699191021225016973e+00, 1.741552641125376999e+00, 1.600955948504370729e+00, 1.734033478520314198e+00, 1.544407688975357962e+00, 2.407757240739189619e+00, 2.302645661666264498e+00, 1.563554216674797992e+00, 1.541888443644612972e+00, 1.403987646543194190e+00, 1.888497961304130834e+00, 1.840218323167587489e+00, 1.606603363717203914e+00
2.080000000000000000e+03, 1.347195095275833587e+00, 1.426050530452622755e+00, 1.661830423601243556e+00, 1.638633151430552992e+00, 1.723730622437559035e+00, 1.588418368749126230e+00, 1.798667685786945025e+00, 1.584952528426612162e+00, 2.414086004031045452e+00, 2.359040363064706991e+00, 1.531443661402265954e+00, 1.546990116966674877e+00, 1.547220216122289882e+00, 1.807803088686641413e+00, 1.814185131082312497e+00, 1.745475615244304501e+00
2.081000000000000000e+03, 1.443361496296201807e+00, 1.407694901065960513e+00, 1.678754605348904194e+00, 1.672225518732457505e+00, 1.803269473673369871e+00, 1.710464660134363601e+00, 1.862396974742908995e+00, 1.626094091532818364e+00, 2.429283993697554322e+00, 2.371595125745648680e+00, 1.497248076886532830e+00, 1.468934037110663837e+00, 1.405376917062013176e+00, 1.834876847493627228e+00, 1.742498495939717396e+00, 1.722840683400108652e+00
2.082000000000000000e+03, 1.391239653915251395e+00, 1.420039208809886322e+00, 1.672034573195720686e+00, 1.666285488717227370e+00, 1.793569191181175970e+00, 1.738689827674664290e+00, 1.828386309142923105e+00, 1.587833358550609475e+00, 2.418938885887633727e+00, 2.094854903787932265e+00, 1.474749595995215934e+00, 1.515940018488521002e+00, 1.466169166916940547e+00, 1.852096291274414552e+00, 1.739996042333511017e+00, 1.644919495086749839e+00
2.083000000000000000e+03, 1.296373773364894566e+00, 1.401732931463617993e+00, 1.731731035332683355e+00, 1.680230437341849070e+00, 1.774593010727648190e+00, 1.667109690475471639e+00, 1.847593216793799398e+00, 1.595587187412427221e+00, 2.436888998658673700e+00, 2.497558513350733644e+00, 1.513572960665539480e+00, 1.513919130867831031e+00, 1.561944102080332408e+00, 1.836655440257625838e+00, 1.744361923056817254e+00, 1.650473333333939863e+00
2.084000000000000000e+03, 1.329793896775836259e+00, 1.407037175577477539e+00, 1.608870493715455874e+00, 1.664363419291419399e+00, 1.736402993330503408e+00, 1.762999559361078772e+00, 1.818605353015154913e+00, 1.609388127569838955e+00, 2.397957729803149807e+00, 2.750848467115162954e+00, 1.576856135154001581e+00, 1.511659543649689352e+00, 1.572278241438173518e+00, 1.757708851821205398e+00, 1.817114573614815987e+00, 1.605710507341142845e+00
2.085000000000000000e+03, 1.293209791988904955e+00, 1.428907178543888712e+00, 1.697282280373262342e+00, 1.609628526618062994e+00, 1.796678961716663858e+00, 1.644928730185516885e+00, 1.836269568409919728e+00, 1.556421367717504500e+00, 2.391904267686980834e+00, 2.420879480618323143e+00, 1.531423322836400924e+00, 1.571878033020598586e+00, 1.534892647956859424e+00, 1.847922290538516643e+00, 1.861076741405605306e+00, 1.532751172244075422e+00
2.086000000000000000e+03, 1.286713350741462980e+00, 1.437109003249930073e+00, 1.603335316873470751e+00, 1.633601086625918741e+00, 1.721446833433682766e+00, 1.697683065694732152e+00, 1.834848534579327062e+00, 1.652762533043412807e+00, 2.401584226300956804e+00, 2.511346857374370245e+00, 1.528656079805633450e+00, 1.599323189115296140e+00, 1.474657307443022924e+00, 1.823919943821896705e+00, 1.859541049869815499e+00, 1.616578798033229125e+00
2.087000000000000000e+03, 1.318083074402217614e+00, 1.421211099583475912e+00, 1.637874176561181949e+00, 1.588696993364179688e+00, 1.738391800570193269e+00, 1.640922874468443649e+00, 1.811779085768347786e+00, 1.533528759530925489e+00, 2.376977842881293768e+00, 2.903106902694316815e+00, 1.515500313032302815e+00, 1.598985899991489879e+00, 1.626490651284625777e+00, 1.848475216099174423e+00, 1.894961920904295161e+00, 1.635984105094743235e+00
2.088000000000000000e+03, 1.385568998089097947e+00, 1.425395389882494701e+00, 1.681206275716942367e+00, 1.612205319792185731e+00, 1.759583514232834656e+00, 1.576235514114757263e+00, 1.832339560280213719e+00, 1.535926511887708124e+00, 2.435927883557006624e+00, 3.052126517521084104e+00, 1.544012294745417790e+00, 1.605149143638520126e+00, 1.633341433549564625e+00, 1.847357996393010238e+00, 1.835616528712731288e+00, 1.637313186378790641e+00
2.089000000000000000e+03, 1.315023244119331691e+00, 1.434050572208927399e+00, 1.647408457936061943e+00, 1.585301444149251449e+00, 1.670516205619732020e+00, 1.759378071460472537e+00, 1.749562495958617792e+00, 1.505834711872028997e+00, 2.423715563396815931e+00, 2.794156049833115940e+00, 1.574261100027567473e+00, 1.574456284212187418e+00, 1.457725045407174402e+00, 1.806497418039386682e+00, 1.805961565830204396e+00, 1.698798240034174123e+00
2.090000000000000000e+03, 1.356380862496380235e+00, 1.384643902786972802e+00, 1.595235023151520659e+00, 1.678333088392248484e+00, 1.650937697860042741e+00, 1.653455620808940818e+00, 1.763466265507016573e+00, 1.576589035365575597e+00, 2.411857825483446849e+00, 2.474592633321381463e+00, 1.600610902620404952e+00, 1.596648789533106294e+00, 1.438333954028424788e+00, 1.839482799010950131e+00, 1.729208161353707141e+00, 1.784176795799942816e+00
2.091000000000000000e+03, 1.247310814442814664e+00, 1.424070590015183102e+00, 1.576108521811288909e+00, 1.597250949975146606e+00, 1.691537026847872216e+00, 1.777972694573217272e+00, 1.831910729064114118e+00, 1.582034121898348022e+00, 2.399969584732352335e+00, 2.415991755305160638e+00, 1.544554917879615630e+00, 1.564564906980091319e+00, 1.650989354552619748e+00, 1.821709621119273370e+00, 1.796968207546219443e+00, 1.809881599918343520e+00
2.092000000000000000e+03, 1.315945050156114959e+00, 1.376082035731043041e+00, 1.635114789729855911e+00, 1.615654984353529056e+00, 1.734218087865913249e+00, 1.721096001097831341e+00, 1.805973234598936328e+00, 1.523926774635611103e+00, 2.426129724456105308e+00, 2.373318957602862156e+00, 1.533284195734816446e+00, 1.515239679091389347e+00, 1.508381929207546435e+00, 1.818575981512238871e+00, 1.819325662348651340e+00, 1.539317118930634720e+00
2.093000000000000000e+03, 1.335498310267055899e+00, 1.407797254709395096e+00, 1.661232958313203056e+00, 1.657235158505422579e+00, 1.758284080816983730e+00, 1.549677644634466667e+00, 1.859653532148525690e+00, 1.513625729107349382e+00, 2.398033378146118277e+00, 2.512044442827106039e+00, 1.530189733069465818e+00, 1.560048223651974597e+00, 1.622569676126732308e+00, 1.804682549740863839e+00, 1.823340320537520709e+00, 1.438857979868253922e+00
2.094000000000000000e+03, 1.346816976645079711e+00, 1.395282844289043478e+00, 1.563992050790229182e+00, 1.596917159182820622e+00, 1.734672717423393129e+00, 1.747998415157067553e+00, 1.845878800173847090e+00, 1.544533151895779222e+00, 2.399340209565853588e+00, 2.620260961662371546e+00, 1.553590391961535699e+00, 1.540584451260847532e+00, 1.451276539139818134e+00, 1.793076175432673391e+00, 1.769495319528492150e+00, 1.598178505628612411e+00
2.095000000000000000e+03, 1.254577156708411412e+00, 1.358576122319679724e+00, 1.576417761355117131e+00, 1.657521538167467723e+00, 1.645425907461993686e+00, 1.687465244303184120e+00, 1.800273981244040922e+00, 1.542123377689874397e+00, 2.384724858182333040e+00, 2.894906006857973502e+00, 1.565499720240447923e+00, 1.534613674504756498e+00, 1.516852101089310789e+00, 1.791318375348235126e+00, 1.755161396581304434e+00, 1.656746244967921333e+00
2.096000000000000000e+03, 1.300897255183052437e+00, 1.461605300918697559e+00, 1.549278942324018526e+00, 1.559268006871597390e+00, 1.600459148788784702e+00, 1.695701906023720618e+00, 1.876124263246231383e+00, 1.494013333832675761e+00, 2.405166897935452575e+00, 3.078714186228362237e+00, 1.565834164465805811e+00, 1.526066528767402675e+00, 1.452649036618610667e+00, 1.771402607806466412e+00, 1.761087857677719137e+00, 1.709610432850206418e+00
2.097000000000000000e+03, 1.285772365174529641e+00, 1.407455674061000694e+00, 1.646859495622637892e+00, 1.526739572327620698e+00, 1.697850096258120667e+00, 1.535513275764456731e+00, 1.924802660140144672e+00, 1.613278938737367607e+00, 2.400974117327003832e+00, 3.087586180173187866e+00, 1.518544747092827718e+00, 1.527506227132697791e+00, 1.663817784343092354e+00, 1.794194283325150518e+00, 1.771306236110580690e+00, 1.698391441858798867e+00
2.098000000000000000e+03, 1.316255610622252048e+00, 1.397255027975125463e+00, 1.657539226001464749e+00, 1.599828943999420217e+00, 1.678566678143730506e+00, 1.636097890008093358e+00, 1.858376979551026542e+00, 1.549000874083916957e+00, 2.406581990417017369e+00, 3.075503359732446373e+00, 1.548736017924125630e+00, 1.601690032393219942e+00, 1.628502761743098493e+00, 1.799881986130820177e+00, 1.747689707772406731e+00, 1.584737433624975989e+00
2.099000000000000000e+03, 1.433289095228843291e+00, 1.429331860221702888e+00, 1.580731889142919400e+00, 1.610172939292598526e+00, 1.699134951675279392e+00, 1.662813678446568799e+00, 1.827584808095910063e+00, 1.610551485111766157e+00, 2.410645044745230781e+00, 2.422846711986379908e+00, 1.543361156861448924e+00, 1.542792162839375925e+00, 1.490067211957406768e+00, 1.804334601289007134e+00, 1.764358374147648512e+00, 1.438038701595554025e+00
2.100000000000000000e+03, 1.330124081099806510e+00, 1.450530661016353307e+00, 1.673834731913312446e+00, 1.644502244732092500e+00, 1.710121470014204226e+00, 1.778936808239240497e+00, 1.807336753591341383e+00, 1.581465106434109646e+00, 2.390929619812310225e+00, 2.375483637835164252e+00, 1.538627397417166698e+00, 1.542210653838529621e+00, 1.531647830572230085e+00, 1.836077427161249220e+00, 1.722067435253527456e+00, 1.468948163087427261e+00
