year, IPSL-CM6A-LR, MPI-ESM1-2-LR, CanESM5, CMCC-CM2-SR5, NorESM2-MM, ACCESS-ESM1-5, NorESM2-LM, EC-Earth3-Veg, GFDL-ESM4, CESM2-WACCM, TaiESM1, MIROC-ES2L, CNRM-ESM2-1
2.025000000000000000e+03, 5.906146751962600305e+00, 1.251164696262198817e+01, 7.437606611284311775e+00, 2.474669549403070601e+00, 1.859476850127289804e+00, 3.996810468254157200e+00, 1.709043391274214896e+00, 2.448661359825201167e+00, 5.922117751431724919e+00, 1.749635721470897520e+00, 3.862417266224434931e-01, 2.200655531212145988e+01, 1.893589423161639118e+01
2.026000000000000000e+03, 5.912214715392529740e+00, 1.246090155500519003e+01, 7.551154779135376138e+00, 2.592958682513067714e+00, 1.822133574534122502e+00, 4.026846849044906307e+00, 1.741152813673255473e+00, 2.431775813525397734e+00, 5.929746036965554801e+00, 1.784042565015775406e+00, 3.933799905137782549e-01, 2.206354973283954735e+01, 1.902120161415660959e+01
2.027000000000000000e+03, 5.932199533515747802e+00, 1.252335747076792138e+01, 7.527047873544567835e+00, 2.319176835116838920e+00, 1.830300414234828921e+00, 4.027817760225572918e+00, 1.625505352271717552e+00, 2.450068822907221833e+00, 5.995697372250812229e+00, 1.824772755761940202e+00, 3.865986326190382072e-01, 2.207347484928027015e+01, 1.898337496929712387e+01
2.028000000000000000e+03, 5.906543581499896334e+00, 1.256527650686671649e+01, 7.475570675979234636e+00, 2.236006960622902717e+00, 1.811168410992415101e+00, 4.083730529308361668e+00, 1.713366593573345087e+00, 2.387928220994934847e+00, 5.954187830535406789e+00, 1.816250356625717322e+00, 4.631252473035141759e-01, 2.202702780123751580e+01, 1.896434981313049306e+01
2.029000000000000000e+03, 5.926022209407876495e+00, 1.252075199657089044e+01, 7.513691675543875625e+00, 2.409120953322169800e+00, 1.861150827651872230e+00, 4.113738220442544780e+00, 1.816864893524583247e+00, 2.420008255727998936e+00, 6.062699285739895139e+00, 1.793717341407271126e+00, 4.041567310301300009e-01, 2.205436786123089377e+01, 1.896542828061835095e+01
2.030000000000000000e+03, 5.952525499687692623e+00, 1.251088626438159324e+01, 7.535793443690150362e+00, 2.519815743033396505e+00, 1.869599727322712068e+00, 4.112233226943986075e+00, 1.716918678598814862e+00, 2.462308640506070567e+00, 6.207578512667466519e+00, 1.852004915802190732e+00, 4.131567233989649757e-01, 2.206287366184776388e+01, 1.906911879215163808e+01
2.031000000000000000e+03, 5.994005496654539300e+00, 1.247797072016771658e+01, 7.466052180926663340e+00, 2.696280810063300226e+00, 1.893522688792979691e+00, 4.106200273476358298e+00, 1.799937416602091611e+00, 2.427293838088893541e+00, 6.109879833035560814e+00, 1.865971014455780175e+00, 4.789199576544084236e-01, 2.213378573201856625e+01, 1.917944028646542520e+01
2.032000000000000000e+03, 6.027849112527090547e+00, 1.252240590081403226e+01, 7.438784350348907282e+00, 2.506800799880887443e+00, 1.931901800782931389e+00, 4.116577546304127644e+00, 1.853437991361829074e+00, 2.478862415415743481e+00, 6.222931922094247170e+00, 1.943946577437734247e+00, 4.021400142740084171e-01, 2.220734216361784874e+01, 1.900783752563769013e+01
2.033000000000000000e+03, 5.985085899899508455e+00, 1.257004151628172650e+01, 7.570003146392633830e+00, 2.701481689442741363e+00, 1.990989458144019508e+00, 4.135644046598888401e+00, 1.790121096122991196e+00, 2.550272037015527182e+00, 6.300233627015614957e+00, 1.874061426989306112e+00, 4.661812677943616978e-01, 2.232294109347924049e+01, 1.923972398147937213e+01
2.034000000000000000e+03, 6.026312310129683603e+00, 1.260839333628664249e+01, 7.540387307396152039e+00, 2.588823642562643190e+00, 1.955328928264275401e+00, 4.133317832780624812e+00, 1.763640376348255989e+00, 2.579010778135653936e+00, 6.341463513152598708e+00, 1.845295046858736798e+00, 3.361609207715632319e-01, 2.230586293375974805e+01, 1.924582955415307950e+01
2.035000000000000000e+03, 5.934984678208243380e+00, 1.267706396863438734e+01, 7.434251755144777540e+00, 2.653781065179366294e+00, 1.923908195297000745e+00, 4.089582466554463558e+00, 1.690422827447710885e+00, 2.536909674498029954e+00, 6.444627517644584636e+00, 1.867350511239048938e+00, 4.153529879740716080e-01, 2.232937096416654299e+01, 1.925913920355744580e+01
2.036000000000000000e+03, 5.975132267264008590e+00, 1.273186054810939005e+01, 7.447314572677062650e+00, 2.424696904371649531e+00, 1.890065960335713502e+00, 4.073141318868752414e+00, 1.741701481820026043e+00, 2.549090666615346112e+00, 6.394826140918760338e+00, 1.801769675026799744e+00, 5.129578796538050156e-01, 2.242916687584692070e+01, 1.912736985920743038e+01
2.037000000000000000e+03, 6.029194940101381128e+00, 1.277207136055190162e+01, 7.731370804197713831e+00, 2.444045228470023812e+00, 1.942305507889880323e+00, 4.080212903321513984e+00, 1.690466850982510705e+00, 2.571707957265158218e+00, 6.334118031154681638e+00, 1.835654071883710658e+00, 4.312314300797103761e-01, 2.247067707083117227e+01, 1.911666302907265091e+01
2.038000000000000000e+03, 6.011551676264645039e+00, 1.281801904567685568e+01, 7.771743572976961723e+00, 2.511218179708734510e+00, 1.916401925642531978e+00, 4.086874869524002030e+00, 1.685095136952251771e+00, 2.606035022800025303e+00, 6.383144009587370604e+00, 1.866880385990197677e+00, 4.100193347630644580e-01, 2.261302373557070666e+01, 1.913682002121203141e+01
2.039000000000000000e+03, 6.066121173545110601e+00, 1.279426265014384079e+01, 7.807779113817757022e+00, 2.531638197055910755e+00, 1.921192227593405466e+00, 4.044717489297620538e+00, 1.848996965154479311e+00, 2.641132823039176181e+00, 6.511576778098465468e+00, 1.842638831585251991e+00, 5.316911000082712446e-01, 2.280785504347187853e+01, 1.914410146021839765e+01
2.040000000000000000e+03, 6.091588755392636223e+00, 1.282913710447401279e+01, 7.602392790047606042e+00, 2.626860849875570558e+00, 1.877060180419222624e+00, 3.972233144279438299e+00, 1.872680406667997177e+00, 2.713708732620428332e+00, 6.575011956635724353e+00, 1.866761961564865402e+00, 4.102240785973848003e-01, 2.280260076488671572e+01, 1.919378729366408010e+01
2.041000000000000000e+03, 6.054529718213017553e+00, 1.283256308138310864e+01, 7.503585697370278140e+00, 2.209842324737210095e+00, 1.794194522986402474e+00, 3.935896957304618304e+00, 1.823811361421184829e+00, 2.675321608219304093e+00, 6.544460430394277495e+00, 1.874397009235775124e+00, 4.246493998784367507e-01, 2.291827923939291267e+01, 1.937633837318675845e+01
2.042000000000000000e+03, 6.118371760549533356e+00, 1.274399112812296586e+01, 7.495208905599909599e+00, 2.724603944832185487e+00, 1.833283242594853757e+00, 3.879319713252661117e+00, 1.806198735190392313e+00, 2.561761172951047882e+00, 6.511984155987641465e+00, 1.886950305904384617e+00, 4.082375551510954992e-01, 2.300238517498784674e+01, 1.946099439192990843e+01
2.043000000000000000e+03, 6.107778884747738779e+00, 1.278139835251985446e+01, 7.424946211248217409e+00, 2.626573708004316554e+00, 1.840878866982216699e+00, 3.817737413410128511e+00, 1.791056346080200923e+00, 2.514718747600019899e+00, 6.550496552156357843e+00, 1.936913965449689190e+00, 4.564119400495225687e-01, 2.301064096405367820e+01, 1.941982313250694503e+01
2.044000000000000000e+03, 6.044850382717499748e+00, 1.284084514871048555e+01, 7.445757012632642002e+00, 2.282684873566554806e+00, 1.910602962052868392e+00, 3.814677533519769792e+00, 1.872507496032359997e+00, 2.511713063860835593e+00, 6.571450350348854386e+00, 1.896419053270404609e+00, 4.519631229629861857e-01, 2.298221555966551222e+01, 1.926049958157936004e+01
2.045000000000000000e+03, 6.071736265677867728e+00, 1.289027252000082591e+01, 7.570443943076453408e+00, 2.270738038395176517e+00, 1.931748101801082029e+00, 3.782551734954591183e+00, 1.956448402815941678e+00, 2.563556784794296384e+00, 6.561604069476865142e+00, 1.924209799458241665e+00, 4.114511862168949707e-01, 2.302630986376487954e+01, 1.938645430957888394e+01
2.046000000000000000e+03, 6.041999194329306100e+00, 1.293436929322113471e+01, 7.726372315134132585e+00, 2.604275825614625006e+00, 1.951964305892637253e+00, 3.743213368304665778e+00, 1.851457579055822755e+00, 2.573615242422405025e+00, 6.700576912959077092e+00, 1.914803235975068851e+00, 4.813225659993969896e-01, 2.296716296487225506e+01, 1.942577545012205675e+01
2.047000000000000000e+03, 6.010405332614500828e+00, 1.290785928345518130e+01, 7.767889222870591581e+00, 2.372114233265230077e+00, 1.988303577241985698e+00, 3.784681889558369594e+00, 1.777563339079435423e+00, 2.546918108948101889e+00, 6.775374540553698921e+00, 1.891631426242928349e+00, 4.612498581144132137e-01, 2.277511966908046759e+01, 1.941095186745838674e+01
2.048000000000000000e+03, 6.078696260140819874e+00, 1.293565041534382765e+01, 7.767945317391079740e+00, 2.431435875412534475e+00, 1.942736366717136898e+00, 3.821384260785215758e+00, 1.781687611132495519e+00, 2.514692523704989746e+00, 6.820160196691903209e+00, 1.831281884455016051e+00, 3.942781292668215976e-01, 2.276173638852516135e+01, 1.949012067657196923e+01
2.049000000000000000e+03, 6.053600727037073526e+00, 1.293034117205641209e+01, 7.729483245762099664e+00, 2.259887946309270923e+00, 1.909112731365368631e+00, 3.890658398568676901e+00, 1.896890776440860904e+00, 2.559434257286178127e+00, 6.810218561184152364e+00, 1.855915829229502156e+00, 4.462153529034029176e-01, 2.278585425295079858e+01, 1.953284028551425067e+01
2.050000000000000000e+03, 6.026939205883004469e+00, 1.294195223492955726e+01, 7.850320700262303220e+00, 2.424320351386011207e+00, 1.892247599475403774e+00, 3.910047916032131976e+00, 1.856692785425365866e+00, 2.609433673841684787e+00, 6.816600701541711160e+00, 1.973042993740324880e+00, 4.892827531877191327e-01, 2.274673141833509504e+01, 1.965258235023457445e+01
2.051000000000000000e+03, 6.007131183403264352e+00, 1.302291207067789536e+01, 7.947110042693545040e+00, 2.858776295632633691e+00, 1.974160919943540149e+00, 3.926842188225224906e+00, 1.805790231598848772e+00, 2.550163727535384783e+00, 6.904833478600391317e+00, 1.952025980450341480e+00, 4.786509263106829004e-01, 2.275590842911931944e+01, 1.974864583265418361e+01
2.052000000000000000e+03, 6.121239013198814582e+00, 1.294693885755414797e+01, 7.857327329153760864e+00, 2.510540081931016854e+00, 2.028625413175652703e+00, 3.899264922694857027e+00, 1.851500053878542662e+00, 2.576442753477583114e+00, 6.993955067150735339e+00, 1.994990328266805557e+00, 4.071931433246268606e-01, 2.281212420201359237e+01, 1.960293535544663257e+01
2.053000000000000000e+03, 6.084279765214129831e+00, 1.302941583422012783e+01, 7.836994522795809992e+00, 2.163175027027182118e+00, 2.050901828881653177e+00, 3.891576623079464614e+00, 1.758588359423748804e+00, 2.516833388324933196e+00, 7.070109481751806868e+00, 1.928344700251863442e+00, 3.982987082554099167e-01, 2.293407042146867170e+01, 1.969969789608656541e+01
2.054000000000000000e+03, 6.051351289364990116e+00, 1.296499106844938609e+01, 7.828851663893538593e+00, 2.235015591363904708e+00, 1.992760462989758175e+00, 3.889097061320231585e+00, 1.767638416392609768e+00, 2.510661424042807788e+00, 7.038271028014171371e+00, 1.913548989677695600e+00, 4.582826032214570855e-01, 2.311663187070493208e+01, 1.976794622029505177e+01
2.055000000000000000e+03, 6.049486241045769042e+00, 1.296649881974121143e+01, 7.694598744201823770e+00, 2.491324039188563155e+00, 1.960447568207919655e+00, 3.909718812999988025e+00, 1.872421391219556641e+00, 2.536020527793987345e+00, 7.110062276253178659e+00, 1.982691293873097393e+00, 4.894626777715009314e-01, 2.314095858361887181e+01, 1.977771394844666375e+01
2.056000000000000000e+03, 6.045544315243961186e+00, 1.304663999518594331e+01, 7.612105603395025177e+00, 3.021251983545422348e+00, 1.953615542604923094e+00, 3.911941145835938105e+00, 1.853515332113033320e+00, 2.492288392109826223e+00, 7.130519794397199185e+00, 1.992594838224449161e+00, 4.633660415416818723e-01, 2.307295106444166422e+01, 1.995645638191179572e+01
2.057000000000000000e+03, 6.120780338189733882e+00, 1.308513114103477015e+01, 7.714330565729895284e+00, 2.438026118968637856e+00, 1.985484856010812926e+00, 3.865124647050216744e+00, 1.864414395045696837e+00, 2.544855133329221530e+00, 7.144991952926513790e+00, 2.023184903166346693e+00, 4.474582724160480196e-01, 2.313859143160191678e+01, 1.988912355215903816e+01
2.058000000000000000e+03, 6.139603179263228405e+00, 1.315777149696929449e+01, 7.695445392757782166e+00, 2.458472637928515780e+00, 2.002669573181943274e+00, 3.852868439176241999e+00, 1.877054013246422626e+00, 2.554263495421009722e+00, 7.146329936057094656e+00, 1.961795508877945959e+00, 3.885898513727472636e-01, 2.319137352862706436e+01, 2.004332826694156111e+01
2.059000000000000000e+03, 6.201932775878248982e+00, 1.318913204667465777e+01, 7.800443457647188161e+00, 2.452225140989788166e+00, 2.041063663130834094e+00, 3.855133588372417819e+00, 1.874491981600772128e+00, 2.634470634691300273e+00, 7.203486266429378837e+00, 1.931675366097665769e+00, 3.546775859799833341e-01, 2.316947645056736604e+01, 1.995323173825848784e+01
2.060000000000000000e+03, 6.241202059893334209e+00, 1.323304564142073225e+01, 7.741378072504864427e+00, 2.566384004559102205e+00, 2.106395516664765211e+00, 3.839575942883913129e+00, 1.869211910111675978e+00, 2.641051212131816150e+00, 7.270211864900191223e+00, 1.948196890476352694e+00, 6.448207469886866328e-01, 2.318549319627736693e+01, 1.992411106762479989e+01
2.061000000000000000e+03, 6.201043232711051623e+00, 1.320862052250194196e+01, 7.654556512335496166e+00, 2.655234479311099349e+00, 2.046599142169986951e+00, 3.781661235939546728e+00, 1.919969216803450340e+00, 2.609539351876766666e+00, 7.329184148277898103e+00, 1.950871703796086765e+00, 4.828126211318967687e-01, 2.326542997427107551e+01, 1.994661532998488696e+01
2.062000000000000000e+03, 6.192463414610997141e+00, 1.316872545083726109e+01, 7.595233834319452981e+00, 2.733673262554079830e+00, 2.041846618956627779e+00, 3.807277801404026718e+00, 1.899435536229668875e+00, 2.616532206425781659e+00, 7.378206543499334913e+00, 1.999569376816892285e+00, 3.506536605220079150e-01, 2.336741463893793735e+01, 1.990943125604489339e+01
2.063000000000000000e+03, 6.210561866004342235e+00, 1.307344843080609387e+01, 7.681351129952923351e+00, 2.274073752775774171e+00, 2.023874804561169860e+00, 3.821699969338355096e+00, 1.869338253540637984e+00, 2.587008836930852151e+00, 7.298178985209659686e+00, 1.994336056804207669e+00, 5.028527552046644367e-01, 2.334512882021067526e+01, 2.004650576012754115e+01
2.064000000000000000e+03, 6.178865497086191816e+00, 1.310439144216611851e+01, 7.517204917223299532e+00, 2.362511149120339216e+00, 1.996357849670251872e+00, 3.860943401223420501e+00, 1.777186682019741948e+00, 2.501929300229369435e+00, 7.240164265762636830e+00, 1.987570241361789725e+00, 4.100316646229104078e-01, 2.329832014681426600e+01, 2.011644137722809234e+01
2.065000000000000000e+03, 6.188970847642228712e+00, 1.311367891626702153e+01, 7.733359062317440191e+00, 2.329965076003862823e+00, 2.050286418105789821e+00, 3.856940120113158343e+00, 1.832054116207431527e+00, 2.529368111841431954e+00, 7.227414718965899709e+00, 1.990655474529598123e+00, 4.540681528938496636e-01, 2.327487755975568717e+01, 2.011712635732333254e+01
2.066000000000000000e+03, 6.242277252085452588e+00, 1.312533171387130437e+01, 7.810732997326160110e+00, 2.378753748812907798e+00, 2.129180254848957343e+00, 3.852508116932396032e+00, 1.829068267983904539e+00, 2.541104816313377590e+00, 7.291860508504341531e+00, 2.001262202642315469e+00, 4.595013762165522375e-01, 2.321732364839966323e+01, 2.005245680968335265e+01
2.067000000000000000e+03, 6.232580100557388647e+00, 1.319100520660715858e+01, 7.770276623373948865e+00, 2.245749451895203030e+00, 2.022928602800025732e+00, 3.896425853831302799e+00, 1.857656772490548169e+00, 2.537215356546673295e+00, 7.434438295337982616e+00, 2.007088990824641428e+00, 4.293356214163144835e-01, 2.326823955337755123e+01, 2.018641552413294349e+01
2.068000000000000000e+03, 6.229169709831440471e+00, 1.315830736762429787e+01, 7.742065635825656322e+00, 2.536449697314442364e+00, 2.055434836076543981e+00, 3.876693423758966528e+00, 1.826376550015262445e+00, 2.539798620722605982e+00, 7.404177275333507779e+00, 2.079685272408359875e+00, 4.743276866196889929e-01, 2.330112095260846772e+01, 2.003683825395173557e+01
2.069000000000000000e+03, 6.240650168061348424e+00, 1.323378730417540972e+01, 7.894544105166954928e+00, 2.561014908461521244e+00, 2.045202279232900988e+00, 3.839097168584680642e+00, 1.860269922921712338e+00, 2.460032748863819840e+00, 7.387841680791963128e+00, 2.019019105788041113e+00, 3.741192933280892419e-01, 2.317647546096552702e+01, 1.999782701210719082e+01
2.070000000000000000e+03, 6.262684140963864721e+00, 1.329612375825192316e+01, 7.909807031772647434e+00, 2.453023627212547186e+00, 2.029338733470470224e+00, 3.848804393893899167e+00, 1.900547524902266083e+00, 2.371364792238239261e+00, 7.293018519219776508e+00, 2.095284110127085153e+00, 4.844165424473301784e-01, 2.299394396966313892e+01, 2.011229172827110645e+01
2.071000000000000000e+03, 6.288043632862251542e+00, 1.326421537129540518e+01, 7.998560586851404253e+00, 2.813950874931308022e+00, 2.073650555179190391e+00, 3.869330577172815033e+00, 1.958281738841540998e+00, 2.437274604538384182e+00, 7.250511419976109373e+00, 2.095803641681880158e+00, 4.539826701956187205e-01, 2.306774808955069744e+01, 2.003165859700748541e+01
2.072000000000000000e+03, 6.296793513336515602e+00, 1.325508836534217494e+01, 8.119495528315615829e+00, 2.410554854126130131e+00, 1.975166725806585255e+00, 3.886045164304694932e+00, 2.016758418513859397e+00, 2.586269705591593748e+00, 7.233582519345997497e+00, 2.111882275237715323e+00, 3.658825042899935265e-01, 2.320946714592149007e+01, 2.004468297908972829e+01
2.073000000000000000e+03, 6.248037061824841309e+00, 1.331423721220057743e+01, 8.023599983732076169e+00, 2.172619640318817158e+00, 2.025853227299790227e+00, 3.891710675161867528e+00, 1.866306319335237607e+00, 2.574161139442483925e+00, 7.339385011851484286e+00, 2.063642360433200817e+00, 5.225295892170090939e-01, 2.343196317919564464e+01, 2.003986208199407315e+01
2.074000000000000000e+03, 6.238045827840530855e+00, 1.332547438224098002e+01, 7.782799502335594255e+00, 2.484564092592588036e+00, 2.116547158689212171e+00, 3.832927270200479075e+00, 1.901036236240148725e+00, 2.519222884559121578e+00, 7.395243613718917253e+00, 2.012206095377980564e+00, 4.829482654622830329e-01, 2.352226835145768646e+01, 2.022324587792178718e+01
2.075000000000000000e+03, 6.200198202291177907e+00, 1.336877704430509617e+01, 7.750553641314406939e+00, 2.687483431350246921e+00, 2.093875594346962021e+00, 3.809539066171955035e+00, 1.914971068328821024e+00, 2.450369454803388969e+00, 7.267883178247271481e+00, 2.053229204761581883e+00, 3.473290968126660494e-01, 2.347690472168115861e+01, 2.021856140390169188e+01
2.076000000000000000e+03, 6.223787349817119008e+00, 1.343142908559007331e+01, 7.879693373526036382e+00, 2.354274853803705714e+00, 2.140472158380865242e+00, 3.852615579707888038e+00, 1.953374327660216903e+00, 2.400006041889837238e+00, 7.251597806291676385e+00, 2.010142375697150374e+00, 4.312999178043864790e-01, 2.346827919226261017e+01, 2.022445547579857816e+01
2.077000000000000000e+03, 6.194487688539228820e+00, 1.342933704179827359e+01, 8.076175108493192312e+00, 2.342691001983078891e+00, 2.179342319611030643e+00, 3.876054905567487108e+00, 1.916661966171623765e+00, 2.354880621011382846e+00, 7.258646161099918892e+00, 2.017289059588792011e+00, 5.245155893658428603e-01, 2.351727845486466606e+01, 2.025852092575195940e+01
2.078000000000000000e+03, 6.181693097134163040e+00, 1.342096466537303634e+01, 7.961982654540312510e+00, 2.469518666864501277e+00, 2.200700985809214139e+00, 3.832757399938195864e+00, 1.951100734328720998e+00, 2.321829937109344488e+00, 7.323113718565902097e+00, 2.127886213042288865e+00, 4.296797733145685250e-01, 2.350334156123891205e+01, 2.017125891585334685e+01
2.079000000000000000e+03, 6.178663235859795932e+00, 1.347765475238007760e+01, 7.929350732752273423e+00, 2.779007208575697163e+00, 2.144882175048430373e+00, 3.793666676268611315e+00, 1.923616850630785802e+00, 2.368169695000977182e+00, 7.354483268722575851e+00, 2.075300826761966366e+00, 3.455309045651324129e-01, 2.356632423928872200e+01, 2.035496600612835394e+01
2.080000000000000000e+03, 6.201664749436003099e+00, 1.349453451321868336e+01, 8.173600589573521091e+00, 2.456726178547153250e+00, 2.074426789418644113e+00, 3.741143787606202142e+00, 1.912327779307292364e+00, 2.389722497826267222e+00, 7.313859855881902128e+00, 2.072104371147108104e+00, 4.286315145012850047e-01, 2.360936766808653431e+01, 2.032594327480631335e+01
2.081000000000000000e+03, 6.225176348365356382e+00, 1.350432097855351543e+01, 8.234046290191940898e+00, 2.460623991352611561e+00, 2.093648647798512563e+00, 3.730683246643536677e+00, 1.920317190512785821e+00, 2.442814499015128149e+00, 7.229198529041585886e+00, 2.160027864402163100e+00, 4.914163160175323286e-01, 2.359339363265171130e+01, 2.042515132566245128e+01
2.082000000000000000e+03, 6.206282537305872538e+00, 1.354729988470714552e+01, 8.144091211598450286e+00, 2.718477473426239577e+00, 2.119279544353763978e+00, 3.734986124851700673e+00, 1.883380012977647899e+00, 2.441904363806352674e+00, 7.286272815792432134e+00, 2.162583508688363132e+00, 4.233053555443274107e-01, 2.361929456658124948e+01, 2.034809145485930415e+01
2.083000000000000000e+03, 6.236584192046162656e+00, 1.357979918331152902e+01, 8.153811176658923188e+00, 2.575260725376369741e+00, 2.071730671130576518e+00, 3.688078270549015603e+00, 1.939871265255064925e+00, 2.437718771533872619e+00, 7.309715026109937952e+00, 2.086942040452256286e+00, 4.221139661400973853e-01, 2.377954149278432894e+01, 2.037622132799835128e+01
2.084000000000000000e+03, 6.251266202847447495e+00, 1.352137687325425297e+01, 8.289511053893075854e+00, 2.392801784139731325e+00, 2.183201291421536183e+00, 3.670776925510554456e+00, 1.971301675897007000e+00, 2.383892187206602564e+00, 7.288833110587841446e+00, 2.054627372486598880e+00, 4.926459386892942938e-01, 2.378482675978185412e+01, 2.036617433288904522e+01
2.085000000000000000e+03, 6.266012829018245966e+00, 1.350836329321529838e+01, 8.163010983924337438e+00, 2.526648513359319281e+00, 2.136019152053838965e+00, 3.665537630271785918e+00, 1.991435229449421973e+00, 2.372047957939071416e+00, 7.346815380812627083e+00, 2.074173815975939306e+00, 3.983624533600086393e-01, 2.361487264059121571e+01, 2.046035576006083545e+01
2.086000000000000000e+03, 6.260252985115652535e+00, 1.356336922238931209e+01, 8.045236834970634021e+00, 2.317721418757721086e+00, 2.160452776676737408e+00, 3.675542170291086652e+00, 1.997216426659663924e+00, 2.378043134085995991e+00, 7.310564533329896086e+00, 2.057595048742654420e+00, 4.430781774647197246e-01, 2.346801357812423916e+01, 2.047478585857768252e+01
2.087000000000000000e+03, 6.266887928682325359e+00, 1.350329131599784738e+01, 7.994440819737785198e+00, 2.124241245721354421e+00, 2.169685462146150101e+00, 3.627770119299615015e+00, 1.952745913005669465e+00, 2.363138076577912638e+00, 7.302618915870713323e+00, 2.055661905254113186e+00, 4.495922900100154385e-01, 2.336216061539455424e+01, 2.039266340796478261e+01
2.088000000000000000e+03, 6.295680746352760870e+00, 1.348136789801254487e+01, 7.990920694908687949e+00, 2.628506003645713740e+00, 2.202876930633578922e+00, 3.621932561367683157e+00, 1.950664052011222394e+00, 2.391694729019202104e+00, 7.275138132856294071e+00, 2.152882589198036545e+00, 4.281353011612860082e-01, 2.327975442400946093e+01, 2.044993502919217931e+01
2.089000000000000000e+03, 6.316855401707005768e+00, 1.354750211784730318e+01, 8.267208707449867688e+00, 2.656449706886109485e+00, 2.180189525039367915e+00, 3.591431770194550843e+00, 1.944559372887460391e+00, 2.424552669188745568e+00, 7.245747951906206907e+00, 2.155213941258460775e+00, 4.152283808473110627e-01, 2.313369073889186822e+01, 2.054303336944652614e+01
