year, UKESM1-0-LL, MPI-ESM1-2-LR, ACCESS-ESM1-5, NorESM2-MM, CNRM-ESM2-1, IPSL-CM6A-LR, NorESM2-LM, INM-CM5-0, TaiESM1, EC-Earth3-Veg, GFDL-ESM4, CanESM5, CMCC-CM2-SR5, CESM2-WACCM, MIROC-ES2L, INM-CM4-8
2.025000000000000000e+03, 1.041527019316839642e+02, 6.687054761944916947e+01, 1.130339038571524952e+02, 6.467400912820109227e+01, 5.351333651823548365e+01, 7.754177579179052771e+01, 6.373790428471645697e+01, 1.302597114722834988e+02, 9.082487806134872699e+01, 6.820623343077610912e+01, 4.576869381117511182e+01, 1.356048099708200994e+02, 6.839088204601370080e+01, 7.642759515128562953e+01, 1.071091586911555567e+02, 1.273142453401080445e+02
2.026000000000000000e+03, 1.042388877945367938e+02, 6.712349267411059373e+01, 1.130064338184504891e+02, 6.509781681475368487e+01, 5.396560464884214525e+01, 7.770159066133798831e+01, 6.409251929825990146e+01, 1.305140980948480944e+02, 9.062263416334367605e+01, 6.852282271935423807e+01, 4.593729335262972313e+01, 1.361738222430442988e+02, 6.860930751918564852e+01, 7.656251967204551079e+01, 1.073843204419669775e+02, 1.279091520508684852e+02
2.027000000000000000e+03, 1.042814087431683419e+02, 6.751957878965620807e+01, 1.130301234652975353e+02, 6.556317031898895209e+01, 5.379817211136673905e+01, 7.782080675822184901e+01, 6.409480575518023215e+01, 1.309784799492427112e+02, 9.188666419897896276e+01, 6.937855203913562718e+01, 4.601211597473850645e+01, 1.362252727132465395e+02, 6.883395394215142460e+01, 7.634694855870614560e+01, 1.077954003323963406e+02, 1.281987765173378193e+02
2.028000000000000000e+03, 1.041116204752095484e+02, 6.841670283746873338e+01, 1.130867188125288578e+02, 6.590370532566596751e+01, 5.422530276225116097e+01, 7.819665058245897171e+01, 6.403589523168530206e+01, 1.320177097087595257e+02, 9.212137829518130161e+01, 6.888864985885041392e+01, 4.626140077780124926e+01, 1.365729861132502663e+02, 6.932604080440005134e+01, 7.649836125223225736e+01, 1.082977312356455002e+02, 1.277939191051303141e+02
2.029000000000000000e+03, 1.041589450102099192e+02, 6.867693786244178966e+01, 1.132158286666326177e+02, 6.607695328422906300e+01, 5.422606268845648003e+01, 7.872872675148856558e+01, 6.393043367578210479e+01, 1.322867677270188835e+02, 9.165795493433529373e+01, 6.905416146484240869e+01, 4.642168142253702001e+01, 1.375905711375044120e+02, 6.905674078441114716e+01, 7.687177888243624579e+01, 1.084446811516544074e+02, 1.276331225211345952e+02
2.030000000000000000e+03, 1.039557956939082146e+02, 6.836838605664166835e+01, 1.134218127681819936e+02, 6.648574586131726960e+01, 5.410093706924410384e+01, 7.877274242791706627e+01, 6.456003102621004075e+01, 1.329269319133303782e+02, 9.207162544077381483e+01, 6.870342299646542017e+01, 4.672815130876026757e+01, 1.382910484881832645e+02, 6.930872883267689133e+01, 7.754313080524953250e+01, 1.084943916150435825e+02, 1.281913715792205721e+02
2.031000000000000000e+03, 1.039237907469370015e+02, 6.823332624263380808e+01, 1.135600189895280465e+02, 6.651597488495293931e+01, 5.420928839174460023e+01, 7.906042896378806972e+01, 6.505265047417665869e+01, 1.333698413780290934e+02, 9.240655872260877857e+01, 6.897696037689118498e+01, 4.683643771754427121e+01, 1.388458037004027119e+02, 6.966228835722677104e+01, 7.767208798635731171e+01, 1.089314285978264252e+02, 1.290274592071532709e+02
2.032000000000000000e+03, 1.038346150079770496e+02, 6.886613509751603601e+01, 1.138466653159570541e+02, 6.642685507178087789e+01, 5.465883202547740183e+01, 7.926721975225365213e+01, 6.567708297013174956e+01, 1.334645779814793229e+02, 9.179715803402531549e+01, 6.934096961986915630e+01, 4.724116902173685872e+01, 1.395000918284924296e+02, 7.014363706948695665e+01, 7.772285469303126604e+01, 1.094936904029594729e+02, 1.295895423545838696e+02
2.033000000000000000e+03, 1.038847859533313311e+02, 6.921212698861084789e+01, 1.139693395978510040e+02, 6.675417810057028589e+01, 5.442880478591568760e+01, 7.932086301392541827e+01, 6.604599336878544591e+01, 1.338322803198044539e+02, 9.201763663377535352e+01, 6.993360123438439757e+01, 4.741173397483504459e+01, 1.400265392808164222e+02, 7.000169709535236962e+01, 7.757502832940045323e+01, 1.099315641150843419e+02, 1.304504904773434077e+02
2.034000000000000000e+03, 1.039247409257713741e+02, 6.944589599751876108e+01, 1.142502226126017604e+02, 6.738028540779032483e+01, 5.513115535537490786e+01, 7.974756294594533301e+01, 6.624630710747204887e+01, 1.346622456610749055e+02, 9.266706488030972366e+01, 7.038044495944046730e+01, 4.763676229130695106e+01, 1.406348845294880903e+02, 7.006254968229868041e+01, 7.846829817876879076e+01, 1.100280223553536842e+02, 1.315163510148945818e+02
2.035000000000000000e+03, 1.034644449308675860e+02, 6.972989344808819112e+01, 1.140356717763419709e+02, 6.815665149362429531e+01, 5.516673908131174642e+01, 7.991969915382169631e+01, 6.677157351064690261e+01, 1.352735129699228196e+02, 9.239616627983237152e+01, 7.081984917063523710e+01, 4.772362039294202418e+01, 1.411372269178962426e+02, 7.044273647093027080e+01, 7.889157491786887988e+01, 1.099745835730928150e+02, 1.313964566986785201e+02
2.036000000000000000e+03, 1.031352661759919869e+02, 6.977125075201145421e+01, 1.145375117868639308e+02, 6.858217544587448344e+01, 5.456554471221395630e+01, 8.041707034136327081e+01, 6.717504633264393021e+01, 1.355966843419585359e+02, 9.191792874206974773e+01, 7.064027434120066573e+01, 4.816726017697141771e+01, 1.414217777713688520e+02, 7.058483842240104877e+01, 7.930840780185765482e+01, 1.102150266565727321e+02, 1.318869438702506898e+02
2.037000000000000000e+03, 1.033172316110212847e+02, 7.036406098946852694e+01, 1.146357109523339375e+02, 6.898040378320517618e+01, 5.552481428091532223e+01, 8.004335640616099568e+01, 6.753400969343753957e+01, 1.363050812027492498e+02, 9.337821720461599284e+01, 7.013053291331328865e+01, 4.819988750443903314e+01, 1.420600411012283644e+02, 7.099534538695741048e+01, 7.938381239073115125e+01, 1.104982702421120280e+02, 1.319623307218718367e+02
2.038000000000000000e+03, 1.034250374776096919e+02, 7.112652550194403034e+01, 1.147909437488949607e+02, 6.932059515599185318e+01, 5.565199284921796163e+01, 8.046401636244762301e+01, 6.776674059251830329e+01, 1.369863207959426745e+02, 9.320447648973359378e+01, 7.050974668931837641e+01, 4.876813362145998809e+01, 1.427629435712381394e+02, 7.147197074992234889e+01, 7.941865162289674629e+01, 1.106369425554772192e+02, 1.324291747842800930e+02
2.039000000000000000e+03, 1.036924046480850592e+02, 7.096523561192417162e+01, 1.147332740329242000e+02, 6.933414325788334054e+01, 5.499433640113355892e+01, 8.071870136000879370e+01, 6.791900556201984784e+01, 1.378440084766984057e+02, 9.238793663313600746e+01, 7.087005406930025231e+01, 4.866918250577377592e+01, 1.430257084541100596e+02, 7.120819132049999212e+01, 7.987987920587330848e+01, 1.103643268161703617e+02, 1.326868046725643353e+02
2.040000000000000000e+03, 1.037298462372605883e+02, 7.121393938350043129e+01, 1.148830170812912996e+02, 6.958765459447626256e+01, 5.536903645253913453e+01, 8.108854286327570549e+01, 6.802833447477546258e+01, 1.383049048746549090e+02, 9.309982794146360163e+01, 7.135734092609911272e+01, 4.890349848559041135e+01, 1.433610267134232288e+02, 7.158115357781885280e+01, 8.047712299361030830e+01, 1.103570849671417733e+02, 1.326813369464825882e+02
2.041000000000000000e+03, 1.036889600042827766e+02, 7.168465631135073579e+01, 1.148818397281899450e+02, 7.025977497076223699e+01, 5.508004342071885873e+01, 8.138608086459312574e+01, 6.818013446053718951e+01, 1.388193488938967448e+02, 9.316688848320750083e+01, 7.181474007064917942e+01, 4.923724066774147445e+01, 1.435912608164284165e+02, 7.190413340892862948e+01, 8.108920183429385986e+01, 1.108439064545005976e+02, 1.331460699087117803e+02
2.042000000000000000e+03, 1.036117115448113424e+02, 7.167056171564576061e+01, 1.145628401122539373e+02, 7.034694731773845433e+01, 5.500748426243360001e+01, 8.160203037163446993e+01, 6.872445371236652534e+01, 1.399699446953856921e+02, 9.396147762927789415e+01, 7.209634673407840921e+01, 4.915307221502714441e+01, 1.439904125393453000e+02, 7.167118264745516854e+01, 8.122316109285453933e+01, 1.112115197784833924e+02, 1.334846465646346871e+02
2.043000000000000000e+03, 1.039132486382599154e+02, 7.217232536897502371e+01, 1.147749703991370041e+02, 7.066625657142563455e+01, 5.491456691805444734e+01, 8.192749904069965794e+01, 6.941997943607798049e+01, 1.400853394659607432e+02, 9.452116128629403136e+01, 7.179811230390360777e+01, 4.950144814655294567e+01, 1.439559546986079397e+02, 7.158732592764627611e+01, 8.152736490592373286e+01, 1.110662229379218928e+02, 1.337435189898887984e+02
2.044000000000000000e+03, 1.038876548654979359e+02, 7.300820648249410283e+01, 1.151614508325855866e+02, 7.156937767259658756e+01, 5.576426670539041197e+01, 8.214181690265084512e+01, 6.969603580441285828e+01, 1.405696130891153359e+02, 9.398548700055644645e+01, 7.202781860553501758e+01, 4.957649492032346217e+01, 1.441274934576309761e+02, 7.211588071922106735e+01, 8.169402969084423205e+01, 1.109115733335005984e+02, 1.342215640079956245e+02
2.045000000000000000e+03, 1.036739403269350674e+02, 7.376719771382535384e+01, 1.156176767627193414e+02, 7.211180911575132768e+01, 5.573230619811317155e+01, 8.193077269204816560e+01, 7.014488959645179023e+01, 1.410592731925885630e+02, 9.536265625184294947e+01, 7.186760787776385939e+01, 4.977486821370556669e+01, 1.447779249541678723e+02, 7.270375123095303138e+01, 8.162745450214835330e+01, 1.111488309524024913e+02, 1.344157693120183126e+02
2.046000000000000000e+03, 1.034792126621612454e+02, 7.414098679662994584e+01, 1.155675661467420383e+02, 7.255741221029180110e+01, 5.571579598028995406e+01, 8.254866436331982982e+01, 7.017480036889165262e+01, 1.412743129158803583e+02, 9.421390042942606158e+01, 7.288203536170209418e+01, 5.010226119022821223e+01, 1.452270377301960025e+02, 7.254412468726499696e+01, 8.241872369157822220e+01, 1.115024039306395025e+02, 1.337483460165587417e+02
2.047000000000000000e+03, 1.036886935828707124e+02, 7.453849367283868332e+01, 1.158095115995192970e+02, 7.306080701814022405e+01, 5.568314174933470184e+01, 8.300111272593298395e+01, 7.049787553489269953e+01, 1.410974504054848921e+02, 9.321033437835737345e+01, 7.307745853929333180e+01, 5.024488758492960017e+01, 1.456670726673611114e+02, 7.262289657561402123e+01, 8.291488196771301489e+01, 1.114600566723040203e+02, 1.335263145046207569e+02
2.048000000000000000e+03, 1.040984159385587162e+02, 7.488088951189384090e+01, 1.160354876244142730e+02, 7.330142468993236093e+01, 5.514695464222046439e+01, 8.294056227487304511e+01, 7.082114797659058070e+01, 1.410859851909416420e+02, 9.528351036778342120e+01, 7.386198579586717017e+01, 5.010737748814495518e+01, 1.458030227730821764e+02, 7.333614155714752769e+01, 8.274968884786751744e+01, 1.112114753600549051e+02, 1.330449187205740316e+02
2.049000000000000000e+03, 1.040253138311123564e+02, 7.536835661647377549e+01, 1.159868620566168431e+02, 7.382383277440639802e+01, 5.603252863204053114e+01, 8.309070943327434122e+01, 7.147209871522873925e+01, 1.412047253302579009e+02, 9.579709635062047823e+01, 7.331239570912669024e+01, 5.005507287974963049e+01, 1.462059085918012045e+02, 7.380759425266113283e+01, 8.333503328529303644e+01, 1.112962081289376357e+02, 1.334030200652560154e+02
2.050000000000000000e+03, 1.040828140280351732e+02, 7.504860140862024309e+01, 1.154336251509927536e+02, 7.394095629515427959e+01, 5.601008086195026436e+01, 8.370945571535465035e+01, 7.170734182171077009e+01, 1.419338246578021483e+02, 9.503661013851311168e+01, 7.412714081024687118e+01, 5.030599226094523857e+01, 1.466785560662983414e+02, 7.309854524910606699e+01, 8.418285652548478026e+01, 1.116382970049346994e+02, 1.343469657046685484e+02
2.051000000000000000e+03, 1.039769006371805347e+02, 7.518325647160126834e+01, 1.148488078188517676e+02, 7.395973570054924551e+01, 5.617297129057718763e+01, 8.396525892914745270e+01, 7.208834542138150425e+01, 1.426616825723241107e+02, 9.415558968416979724e+01, 7.381946026588772725e+01, 5.066521451784328889e+01, 1.471984249926453856e+02, 7.398725109559164537e+01, 8.400844198012767094e+01, 1.116414301685748995e+02, 1.345890984533021424e+02
2.052000000000000000e+03, 1.040625703275379692e+02, 7.546555206786123904e+01, 1.146732755593386486e+02, 7.458123779846567913e+01, 5.683566667818841012e+01, 8.412261249513561268e+01, 7.217166409236996572e+01, 1.434333413856743391e+02, 9.537469171404421786e+01, 7.427164918430696616e+01, 5.084632619413639532e+01, 1.475795532958291005e+02, 7.459189347431326667e+01, 8.431699789136291656e+01, 1.115706065080090070e+02, 1.350696754260355874e+02
2.053000000000000000e+03, 1.037139520740213641e+02, 7.620307186807472988e+01, 1.147303257851193905e+02, 7.472729619574866433e+01, 5.655515044451745155e+01, 8.460850992211280186e+01, 7.276137207766026904e+01, 1.435698307622688787e+02, 9.665162280570501707e+01, 7.464115784725274239e+01, 5.084375895009289792e+01, 1.475887547018252803e+02, 7.387427825282389904e+01, 8.436054232639827433e+01, 1.119151559845632704e+02, 1.353673776370825124e+02
2.054000000000000000e+03, 1.034752012919090873e+02, 7.677491783129930525e+01, 1.146092558338972509e+02, 7.520032701933239139e+01, 5.687245456483835682e+01, 8.469711313029745270e+01, 7.317837882547323147e+01, 1.435249322392718341e+02, 9.649147175333213511e+01, 7.533128749439156024e+01, 5.094141464312387058e+01, 1.477720939911914968e+02, 7.392782863250508285e+01, 8.508490564549370561e+01, 1.122470958028766006e+02, 1.359635306677405424e+02
2.055000000000000000e+03, 1.033203233844236593e+02, 7.698488946445868919e+01, 1.148893223664533707e+02, 7.600126876102953588e+01, 5.712908986526012711e+01, 8.521375341386396940e+01, 7.340452120790145329e+01, 1.435727396605624335e+02, 9.561447543345045119e+01, 7.604571499773679477e+01, 5.105054180341462455e+01, 1.482476037297483344e+02, 7.430608716862870722e+01, 8.522860718165175342e+01, 1.125507018206061218e+02, 1.365948284568098643e+02
2.056000000000000000e+03, 1.034536202866639059e+02, 7.710588587625575485e+01, 1.154040790325862815e+02, 7.634558740368269980e+01, 5.772532973454030270e+01, 8.508170988161243997e+01, 7.383368834919519941e+01, 1.436695295165337996e+02, 9.538541450061093485e+01, 7.624907740602083095e+01, 5.161517569593258514e+01, 1.487340597566906126e+02, 7.515872726183837926e+01, 8.514785636946609770e+01, 1.126321746214230899e+02, 1.369747436578165036e+02
2.057000000000000000e+03, 1.035120193951570400e+02, 7.730708521305187730e+01, 1.161607286377309407e+02, 7.625761051911818811e+01, 5.720474729747894571e+01, 8.507717042200785329e+01, 7.431383946987185141e+01, 1.437095116207800629e+02, 9.528851124458637400e+01, 7.645435261378410985e+01, 5.180406804942661125e+01, 1.490977792733510796e+02, 7.518836680823504537e+01, 8.539243129492213313e+01, 1.126182140114551800e+02, 1.375027809433775303e+02
2.058000000000000000e+03, 1.034034108910251604e+02, 7.775112320871477323e+01, 1.160545322477931336e+02, 7.648169268132360799e+01, 5.746039285670231322e+01, 8.559694566463421950e+01, 7.433193215901947326e+01, 1.441008967467954562e+02, 9.621922963058726452e+01, 7.693579519538121758e+01, 5.203189265471559111e+01, 1.492501708534331328e+02, 7.480055612065359583e+01, 8.640814045497079121e+01, 1.127405013855391189e+02, 1.377167962262304286e+02
2.059000000000000000e+03, 1.036550344670701520e+02, 7.846421656375019893e+01, 1.162415681100446960e+02, 7.668843600281459771e+01, 5.756936222581081353e+01, 8.569697904400011623e+01, 7.488544662843601429e+01, 1.445973836190520103e+02, 9.690992157938256923e+01, 7.682195880286822387e+01, 5.223101778982748300e+01, 1.494347129238357468e+02, 7.497027250563021994e+01, 8.662510677605557419e+01, 1.126774122065284160e+02, 1.376400945080214058e+02
2.060000000000000000e+03, 1.038087902773860094e+02, 7.760549519688400721e+01, 1.166128213698199261e+02, 7.730454335926455656e+01, 5.801311244715536475e+01, 8.592053565737235488e+01, 7.547778426900592308e+01, 1.443886461930757434e+02, 9.552745646200646945e+01, 7.631729828239880931e+01, 5.213186477548540410e+01, 1.496983816132527352e+02, 7.585623389572164399e+01, 8.698828896639230379e+01, 1.129275637826749090e+02, 1.377026772962615269e+02
2.061000000000000000e+03, 1.038863477237715500e+02, 7.712549176318445632e+01, 1.164647859102721412e+02, 7.761474275658690658e+01, 5.794490040116261298e+01, 8.630353320192419631e+01, 7.564165633960089963e+01, 1.445430478255362914e+02, 9.491172788129696869e+01, 7.642060408936008287e+01, 5.188598079379739403e+01, 1.497555468224416870e+02, 7.629083809059278565e+01, 8.744761476070331696e+01, 1.129602842235173199e+02, 1.381028953932748777e+02
2.062000000000000000e+03, 1.037094118871296473e+02, 7.782077590827225322e+01, 1.158167876153257367e+02, 7.795588234195948019e+01, 5.755846895071366021e+01, 8.648536897577498905e+01, 7.579264272940982039e+01, 1.454341340673883280e+02, 9.580323698696957990e+01, 7.699969693863195630e+01, 5.216096464920889986e+01, 1.499624571598629927e+02, 7.653921428153748252e+01, 8.784309119271468091e+01, 1.132244213603534035e+02, 1.383896914603569996e+02
2.063000000000000000e+03, 1.035726271834695638e+02, 7.853957894325498046e+01, 1.157966569807023518e+02, 7.825191464041964196e+01, 5.801452860295513148e+01, 8.649971334619075947e+01, 7.615555540210002050e+01, 1.454322796735274039e+02, 9.553293373680612888e+01, 7.780623503691221288e+01, 5.231969839198866623e+01, 1.496462000301656587e+02, 7.642164466219283270e+01, 8.768554581892374244e+01, 1.133784458220326030e+02, 1.386857325495871578e+02
2.064000000000000000e+03, 1.036021331266790071e+02, 7.913620129664724345e+01, 1.148508948273220795e+02, 7.841483625731305551e+01, 5.808053554122243156e+01, 8.674368626703018492e+01, 7.675012735693051980e+01, 1.451788086273516853e+02, 9.432606106694750281e+01, 7.795824815031434696e+01, 5.258137675933942745e+01, 1.499026339077006185e+02, 7.593390798298219124e+01, 8.782394909657759285e+01, 1.130138493986695067e+02, 1.395563124812507567e+02
2.065000000000000000e+03, 1.038171651407455585e+02, 7.961035072910165411e+01, 1.148860793768842825e+02, 7.897169254402179206e+01, 5.865263261628967939e+01, 8.726395348458738965e+01, 7.700209894430882684e+01, 1.455244611069375082e+02, 9.554690110812128978e+01, 7.827953598413526493e+01, 5.262607492711067181e+01, 1.500726477226886004e+02, 7.667531674119021545e+01, 8.887989842201263002e+01, 1.125903206055004233e+02, 1.395479568478654926e+02
2.066000000000000000e+03, 1.038355563684296925e+02, 7.991772568939954624e+01, 1.150749615583145982e+02, 7.905216525179876896e+01, 5.814195181869455098e+01, 8.720599966614175003e+01, 7.740272290063376204e+01, 1.457566591626963941e+02, 9.627971224973542519e+01, 7.853368211465902959e+01, 5.292706412061118471e+01, 1.500985262181799271e+02, 7.758012491261543175e+01, 8.931067413347651041e+01, 1.126976707944800182e+02, 1.399864796641710711e+02
2.067000000000000000e+03, 1.038472501883768331e+02, 8.025479380715110267e+01, 1.146211069122857253e+02, 7.935718314447858290e+01, 5.836453960255411744e+01, 8.739134801510982697e+01, 7.799700602063504107e+01, 1.453993279314618690e+02, 9.408432751451569231e+01, 7.867564389218229337e+01, 5.339085205948508417e+01, 1.500022395794967736e+02, 7.731838990741985640e+01, 8.969616981410702294e+01, 1.130356294114937583e+02, 1.394136024234101967e+02
2.068000000000000000e+03, 1.038734485882559397e+02, 8.026623981260061669e+01, 1.148702411356964603e+02, 7.985049498675569168e+01, 5.820183896370277665e+01, 8.752060123498698374e+01, 7.838871235493684253e+01, 1.461834840166938818e+02, 9.370322964277551137e+01, 7.934796222750804873e+01, 5.288832213341938626e+01, 1.500773539451901968e+02, 7.711783325720132609e+01, 8.997039865148620663e+01, 1.128036696953471676e+02, 1.395154434789497202e+02
2.069000000000000000e+03, 1.036349623008791951e+02, 8.039634246002859186e+01, 1.144514526038782947e+02, 8.030679902118974667e+01, 5.811911312346297365e+01, 8.796140271463539761e+01, 7.851247648256685352e+01, 1.469792125416854560e+02, 9.649632878932507651e+01, 7.888199149245382102e+01, 5.291733519158201204e+01, 1.498602854498533361e+02, 7.702184307550965059e+01, 9.002783769695490435e+01, 1.128382542314845409e+02, 1.394604365434953195e+02
2.070000000000000000e+03, 1.036314079108744295e+02, 8.087255711633935107e+01, 1.146645764957178670e+02, 8.050034745716871498e+01, 5.929971130849691008e+01, 8.826954118659605797e+01, 7.804179074907005997e+01, 1.472143107730124143e+02, 9.661475280766315166e+01, 7.931417833053554034e+01, 5.301691256688523879e+01, 1.497442049380329365e+02, 7.748310335168338270e+01, 9.013099718568479091e+01, 1.128939172931451083e+02, 1.395804169258124148e+02
2.071000000000000000e+03, 1.036408013580350485e+02, 8.101879405947694579e+01, 1.154273252773699880e+02, 8.062160089429124810e+01, 5.804885270513074147e+01, 8.865904911173861080e+01, 7.806053139453983647e+01, 1.467565746598131966e+02, 9.418452256911125176e+01, 7.910624347427756220e+01, 5.301873788554782863e+01, 1.500688853382191326e+02, 7.762058788563565770e+01, 9.003063173048197143e+01, 1.131566772898179067e+02, 1.390682046474072990e+02
2.072000000000000000e+03, 1.035241520069355801e+02, 8.154500283070294131e+01, 1.162376313917548316e+02, 8.074462352006086974e+01, 5.811812537921476007e+01, 8.853088362601181416e+01, 7.869715501467108254e+01, 1.463803637863726408e+02, 9.418297280880605626e+01, 7.981327437417391479e+01, 5.341241987022599602e+01, 1.497080208343233494e+02, 7.798273036198683883e+01, 9.051518246333844786e+01, 1.135951839053919770e+02, 1.390858004905981034e+02
2.073000000000000000e+03, 1.034674195156290608e+02, 8.137190314188248408e+01, 1.167808266517140225e+02, 8.121993257535928024e+01, 5.839999489963475554e+01, 8.875434839519081720e+01, 7.892479547856584077e+01, 1.459706177256289550e+02, 9.566509382165801867e+01, 7.978969226571072682e+01, 5.346878419014253581e+01, 1.502163903376976180e+02, 7.826744397378294593e+01, 9.072293703269558307e+01, 1.139092112865459967e+02, 1.390073625173726555e+02
2.074000000000000000e+03, 1.035033521723430852e+02, 8.195364209114292464e+01, 1.163568420429670169e+02, 8.174216439325401495e+01, 5.829324292278656827e+01, 8.876482939462580646e+01, 7.904734873367291925e+01, 1.457590158822919477e+02, 9.482264335992117310e+01, 8.069048978171515785e+01, 5.370000774004281396e+01, 1.505270148692281396e+02, 7.852283158662758922e+01, 9.098708966019550815e+01, 1.135322880259584082e+02, 1.385563601622273779e+02
2.075000000000000000e+03, 1.036019628184145631e+02, 8.217780077301978281e+01, 1.157438845509224734e+02, 8.220417631624718524e+01, 5.877427626943461547e+01, 8.893541267520704707e+01, 7.904002687974610808e+01, 1.455674191277074669e+02, 9.458985860676060042e+01, 8.079972064322075198e+01, 5.347331979119948642e+01, 1.506110636049237996e+02, 7.827938380058810708e+01, 9.137298593611731690e+01, 1.131249574359351442e+02, 1.387916349009729231e+02
2.076000000000000000e+03, 1.033405593759948999e+02, 8.218820934938808875e+01, 1.154655070783834390e+02, 8.234964509907261743e+01, 5.865071611880067337e+01, 8.878069462090623176e+01, 7.935213013487540934e+01, 1.453057652292030184e+02, 9.522261181238189920e+01, 8.089058657030122390e+01, 5.385509500345025913e+01, 1.506334070954012532e+02, 7.876975728330543802e+01, 9.081295499240778213e+01, 1.130606162366648277e+02, 1.389168835995829454e+02
