year, INM-CM5-0, CanESM5, GFDL-ESM4, NorESM2-LM, NorESM2-MM, EC-Earth3-Veg, TaiESM1, CNRM-ESM2-1, IPSL-CM6A-LR, CMCC-CM2-SR5, CESM2-WACCM, INM-CM4-8, MIROC-ES2L, ACCESS-ESM1-5, MPI-ESM1-2-LR, UKESM1-0-LL
2.031000000000000000e+03, 1.897130088005708970e+01, 2.371743719902273995e+01, 1.201872725924537555e+01, 7.294726584082151355e+00, 7.251796823538288805e+00, 1.386484839283940396e+01, 1.032311221186059846e+01, 6.369560849048180984e+00, 1.466849029340098376e+01, 7.930503179263623359e+00, 8.550872583240533231e+00, 1.852406204810833046e+01, 1.361445736484648350e+01, 1.175137160876267828e+01, 1.423001735377959953e+01, 1.283176547877682872e+01
2.032000000000000000e+03, 1.773762352038631818e+01, 2.380858795829084329e+01, 1.232689442115062839e+01, 7.198095870337085422e+00, 7.306803119961897686e+00, 1.402403512467541269e+01, 1.015756140259594886e+01, 7.361275382457410643e+00, 1.419729169178061845e+01, 7.523965475445913320e+00, 8.606732371436974560e+00, 1.909519010670872774e+01, 1.358055311198396531e+01, 1.184366129972651116e+01, 1.490084612876337999e+01, 1.230792290168541037e+01
2.033000000000000000e+03, 1.932824642893178080e+01, 2.399157346398947865e+01, 1.206620482946030926e+01, 7.188051948020384607e+00, 7.904932600095500916e+00, 1.459936876778474613e+01, 1.054131650513932072e+01, 6.739987243891611968e+00, 1.436719015774612451e+01, 7.674717720173720004e+00, 8.752228975767046393e+00, 1.905448584570097736e+01, 1.351218057767872516e+01, 1.187957429996133385e+01, 1.465927817858623428e+01, 1.291175405728648862e+01
2.034000000000000000e+03, 1.953478654024780781e+01, 2.428194374409006073e+01, 1.298275067692413209e+01, 7.016978532098995025e+00, 7.710941681105190959e+00, 1.388020034323247032e+01, 1.052013502734395445e+01, 7.393838748835984909e+00, 1.443424543658014336e+01, 7.728190361390491425e+00, 9.430293061359710904e+00, 1.947064298929953807e+01, 1.301126859997043184e+01, 1.173356240483717094e+01, 1.557082485455534737e+01, 1.177292168169051934e+01
2.035000000000000000e+03, 1.891389447589897088e+01, 2.402169782451323954e+01, 1.239910574597579362e+01, 7.400724312492926060e+00, 8.367038520135519519e+00, 1.339604327215897506e+01, 1.012001279904225370e+01, 7.051215881078999992e+00, 1.488430756970101854e+01, 7.790466908288175674e+00, 9.044370457613840841e+00, 1.774366057707270627e+01, 1.330697293048064900e+01, 1.162340819340830755e+01, 1.471153759547012108e+01, 1.106429287499508263e+01
2.036000000000000000e+03, 1.919501676804618739e+01, 2.425231858411510544e+01, 1.323046374787249668e+01, 7.227122642232584937e+00, 7.545117517670654195e+00, 1.332850381240442061e+01, 1.027373247164158521e+01, 6.287128124126751594e+00, 1.478754912492424545e+01, 7.783208072311073700e+00, 9.241138569562922456e+00, 1.911692580780168527e+01, 1.366520693746716830e+01, 1.225285244095572068e+01, 1.453732942670994177e+01, 1.148784952769209866e+01
2.037000000000000000e+03, 1.939534523051444026e+01, 2.448994965866700113e+01, 1.257382493044584670e+01, 7.265888723579856823e+00, 8.065153015619776156e+00, 1.402407761174369760e+01, 1.112210666271250936e+01, 7.552595127306603651e+00, 1.305717001592723214e+01, 7.898602303813990311e+00, 8.658337821399980427e+00, 1.799280001116190064e+01, 1.345392726397623306e+01, 1.176611385530286391e+01, 1.614771220086193537e+01, 1.362256037413010290e+01
2.038000000000000000e+03, 2.007510582308212221e+01, 2.457908820682935769e+01, 1.312904414341418757e+01, 7.441748741150410851e+00, 7.675736748212325544e+00, 1.361413593717016468e+01, 9.945666946782363738e+00, 7.283137899520902181e+00, 1.498696208244396999e+01, 7.700715946004573986e+00, 8.927674432355185985e+00, 1.915453578417628933e+01, 1.324781357348352628e+01, 1.203276998679510257e+01, 1.588293924668605861e+01, 1.284307215332031404e+01
2.039000000000000000e+03, 1.962262348197936035e+01, 2.399710822196859894e+01, 1.255246049217559623e+01, 7.308339104314142354e+00, 7.509279447352414039e+00, 1.458637861478414344e+01, 1.040357207495519098e+01, 6.466864831959354021e+00, 1.447130507678064681e+01, 7.765229902592762912e+00, 9.149651961716635640e+00, 1.811817920571836638e+01, 1.285165422785564360e+01, 1.168144431907053615e+01, 1.443782661674839929e+01, 1.377428609314137908e+01
2.040000000000000000e+03, 1.956187370071504716e+01, 2.435682107678874431e+01, 1.331752178048328439e+01, 6.824202337421002795e+00, 7.879375382098465330e+00, 1.386989221855794874e+01, 1.062226598290386015e+01, 6.788651002934393830e+00, 1.499640253659368128e+01, 8.112910534933014617e+00, 9.456477438072436570e+00, 1.863127735655767836e+01, 1.361282903251851906e+01, 1.194895444655838546e+01, 1.558868768567530871e+01, 1.271133529889793223e+01
2.041000000000000000e+03, 2.026241936739340943e+01, 2.433102651553930329e+01, 1.327850553501734510e+01, 7.151174188251131270e+00, 8.180670047330037775e+00, 1.395164379775762598e+01, 1.013013498462000861e+01, 6.088651050824134714e+00, 1.485987472219692940e+01, 7.809073654294020450e+00, 9.354141590636610104e+00, 1.863746437740894990e+01, 1.390953740363116076e+01, 1.146930352529238206e+01, 1.511228859721522788e+01, 1.228389804658403683e+01
2.042000000000000000e+03, 2.036612143779368722e+01, 2.432667475394422141e+01, 1.232401728870591917e+01, 7.438540486591262990e+00, 7.595738283123416146e+00, 1.413508859284915076e+01, 1.110933052046997460e+01, 5.479175720084345613e+00, 1.466700415994135653e+01, 7.721019947125716598e+00, 8.944290987177998531e+00, 1.850397963084340347e+01, 1.358218898252230922e+01, 1.130956354271389408e+01, 1.521756413200822600e+01, 1.304584700137838027e+01
2.043000000000000000e+03, 1.902158651981233461e+01, 2.400691535236340357e+01, 1.272219238637377714e+01, 7.599066761760930433e+00, 7.946065310614483401e+00, 1.378364775936287323e+01, 1.035686902903329809e+01, 6.501746005156537223e+00, 1.496769687147572725e+01, 7.743117289611981313e+00, 9.392297912408007932e+00, 1.902467432346509923e+01, 1.303844288145581132e+01, 1.221227195554493505e+01, 1.570845988082681188e+01, 1.345353885411133099e+01
2.044000000000000000e+03, 2.026924663072770372e+01, 2.419981034377650175e+01, 1.246871352983386672e+01, 7.655522664928351873e+00, 8.451564206957911551e+00, 1.339395562920654292e+01, 1.062074092679193882e+01, 6.204095249028136472e+00, 1.417294890273339902e+01, 8.106612565280883587e+00, 8.919660269675256714e+00, 1.881633631546131724e+01, 1.331939754323354919e+01, 1.200958247315042371e+01, 1.621520338996946364e+01, 1.283709063105368742e+01
2.045000000000000000e+03, 1.954523437880295944e+01, 2.476446363751804824e+01, 1.292916062975202962e+01, 7.361870764728705829e+00, 8.202138658234217061e+00, 1.426585027612171785e+01, 1.127200544269108740e+01, 7.115940885984542774e+00, 1.418737770439903301e+01, 7.858952804403432246e+00, 8.986521578259475618e+00, 1.778848250392904262e+01, 1.376833329333299538e+01, 1.214632871785220658e+01, 1.619747536485852635e+01, 1.199956910420690726e+01
2.046000000000000000e+03, 1.927790293770063101e+01, 2.478198415904703111e+01, 1.308829643164290957e+01, 6.929467302112241711e+00, 8.200752100748953666e+00, 1.388412663411091685e+01, 9.738724245818556113e+00, 5.748716893349257617e+00, 1.510615459046431042e+01, 7.814317992827002790e+00, 9.705483537688182949e+00, 1.754099426595189470e+01, 1.376307405415113294e+01, 1.171594594118372967e+01, 1.590769288877844367e+01, 1.289468530906973420e+01
2.047000000000000000e+03, 1.908978785239405340e+01, 2.473797781099703386e+01, 1.302227845217260693e+01, 7.496248326593585531e+00, 8.354309291139387028e+00, 1.452986883233318771e+01, 1.063726885736213390e+01, 6.281462046842084312e+00, 1.521566958771154532e+01, 7.793294844798023924e+00, 9.233409304983439370e+00, 1.787278638967330480e+01, 1.313673481981258284e+01, 1.219816585553463284e+01, 1.552521383928750254e+01, 1.339853102155826292e+01
2.048000000000000000e+03, 1.908005317552721891e+01, 2.431392192799705754e+01, 1.189602118500849492e+01, 7.328581085965028663e+00, 7.948226041720798385e+00, 1.325414247588530614e+01, 1.126159489883560383e+01, 5.434369626647197471e+00, 1.412425217591281701e+01, 8.304603766058690439e+00, 8.867145484589983084e+00, 1.737720399497344914e+01, 1.339291885890463440e+01, 1.202415169659494865e+01, 1.578312984233808081e+01, 1.397732501181138431e+01
2.049000000000000000e+03, 1.944095503306743566e+01, 2.489103622521791692e+01, 1.210020749646235672e+01, 7.680645671056690382e+00, 8.464650119821387264e+00, 1.414799419655413182e+01, 1.055948712475379203e+01, 7.129797502447734914e+00, 1.460096973633061346e+01, 7.878216053761179616e+00, 9.743046883599024710e+00, 1.902054907540266271e+01, 1.377110653744655266e+01, 1.160719880583664576e+01, 1.554238363170040849e+01, 1.230408196778306440e+01
2.050000000000000000e+03, 2.033220485446072345e+01, 2.473928572095682910e+01, 1.318395537575147358e+01, 7.537229999841237316e+00, 7.907520660748314612e+00, 1.418128548608580530e+01, 1.015874076272630155e+01, 5.993766046259197289e+00, 1.516260296698968268e+01, 7.655432702369285636e+00, 9.517511085270534466e+00, 1.918073387722938605e+01, 1.360874217127632058e+01, 1.071756400812859056e+01, 1.433269254953348870e+01, 1.312303314128644871e+01
2.051000000000000000e+03, 2.035195650923963129e+01, 2.502892228287458209e+01, 1.303098403104831604e+01, 7.436234768014985619e+00, 7.996443004724463677e+00, 1.437108404550239804e+01, 1.052871212102709997e+01, 6.613808120733541074e+00, 1.507048828010679919e+01, 8.442265820530893805e+00, 9.005531239463792303e+00, 1.850034683064904328e+01, 1.323610800514374652e+01, 1.085069769405585483e+01, 1.550333891474483394e+01, 1.247685465190832232e+01
2.052000000000000000e+03, 2.107519367661485887e+01, 2.504304684945174131e+01, 1.380029500251784569e+01, 7.137278530141438537e+00, 8.500778122671368564e+00, 1.383041978851482057e+01, 1.130216347526672038e+01, 7.059828099223469877e+00, 1.496622155464620896e+01, 8.058863152253342932e+00, 9.174892808752787232e+00, 1.905115504935226767e+01, 1.357960694196755469e+01, 1.141887436633242281e+01, 1.550305804668147580e+01, 1.288396420289753763e+01
2.053000000000000000e+03, 1.900797991394753339e+01, 2.419391216527651878e+01, 1.255677115745807271e+01, 7.738371450850733524e+00, 7.782710421870007167e+00, 1.413349765774490585e+01, 1.103411624503070776e+01, 6.205402027755983596e+00, 1.482808798489217672e+01, 7.842854371128776592e+00, 9.510464681794148945e+00, 1.879089262938353855e+01, 1.380136105601797070e+01, 1.121709682127995045e+01, 1.625955309763395107e+01, 1.171702480471114427e+01
2.054000000000000000e+03, 1.973640915709932386e+01, 2.502316048582294528e+01, 1.246643149217655377e+01, 7.459327591924122203e+00, 8.400984774435075408e+00, 1.435234029915387843e+01, 1.007038177858373729e+01, 6.822438947822247357e+00, 1.484311935658144677e+01, 7.891053984249011499e+00, 9.382709662146975660e+00, 1.961483647116681439e+01, 1.395667783488783797e+01, 1.128694234399194585e+01, 1.628913000682418044e+01, 1.177620702074977110e+01
2.055000000000000000e+03, 1.941187615902137864e+01, 2.528995985949416792e+01, 1.294219212518732220e+01, 7.561213831284987030e+00, 8.654877222342243215e+00, 1.428274841647955817e+01, 1.073093945875179855e+01, 6.676462982825282388e+00, 1.533693718896151736e+01, 8.164299462437405452e+00, 9.230217460706281685e+00, 1.956829468117691206e+01, 1.383058498974334505e+01, 1.178759108257477095e+01, 1.553136298380336022e+01, 1.221766514187464914e+01
2.056000000000000000e+03, 1.978779808649270677e+01, 2.507985875166691159e+01, 1.391920956607271975e+01, 7.634361243301985844e+00, 8.311619721564557750e+00, 1.404797460054293978e+01, 1.013956072539360243e+01, 7.567839605481369247e+00, 1.413366820250310774e+01, 8.273514266140697515e+00, 9.172964256462940114e+00, 1.905753067170584458e+01, 1.371578444894053384e+01, 1.241017040128943449e+01, 1.512979699251403964e+01, 1.301003634359890171e+01
2.057000000000000000e+03, 1.927489025297043312e+01, 2.530120419864478620e+01, 1.342645780051941173e+01, 7.747415608972421097e+00, 8.214396873943599076e+00, 1.428736346729452933e+01, 1.097333377284351741e+01, 5.895691722316507288e+00, 1.418492204463434625e+01, 7.990771986079541200e+00, 9.162326717329525749e+00, 1.955199352846693372e+01, 1.361632677692901261e+01, 1.222074690405734998e+01, 1.538781212224251504e+01, 1.290462363681828251e+01
2.058000000000000000e+03, 2.043948408203963041e+01, 2.470599158854112432e+01, 1.358570188854175065e+01, 7.452425576851127609e+00, 8.035839814267458081e+00, 1.379884900449129681e+01, 1.055245627297643018e+01, 6.396763754963115112e+00, 1.502612727359697153e+01, 7.736667013105230417e+00, 9.963699493217010428e+00, 1.923181577948678367e+01, 1.372254352748769968e+01, 1.159058153646112999e+01, 1.639532487594338406e+01, 1.230857883246401485e+01
2.059000000000000000e+03, 1.944225192540649161e+01, 2.543551089545351473e+01, 1.381759170629846345e+01, 7.914813058132040169e+00, 8.361766689169819244e+00, 1.360085520157146810e+01, 1.106857598188690694e+01, 7.164564545190577505e+00, 1.430789030383384031e+01, 8.234256680965131636e+00, 9.177714864918588233e+00, 1.821848022682256030e+01, 1.370945287175012517e+01, 1.197175577681375458e+01, 1.565044594115415855e+01, 1.418035134955310461e+01
2.060000000000000000e+03, 1.919193514489302288e+01, 2.514916116444253547e+01, 1.339096240027685703e+01, 7.757217361127890065e+00, 8.427692409819485420e+00, 1.352014086253029035e+01, 9.810233817372527199e+00, 6.802839755459674898e+00, 1.512953666007729758e+01, 8.483656910877238388e+00, 9.459876551778096498e+00, 1.912084006013354909e+01, 1.380478138010039935e+01, 1.248743730953528619e+01, 1.393154935800527916e+01, 1.349252531493881868e+01
2.061000000000000000e+03, 2.031193654310598617e+01, 2.526687635576806201e+01, 1.260599749352255472e+01, 7.556935634351173547e+00, 8.233233224205891432e+00, 1.403878191344942650e+01, 1.030466525536833267e+01, 5.955656757986210081e+00, 1.507146276663965168e+01, 8.306332384357411058e+00, 9.714524106492014255e+00, 1.915810695567087407e+01, 1.375827443890833734e+01, 1.106146894915646506e+01, 1.410028526820634021e+01, 1.241213036015712845e+01
2.062000000000000000e+03, 2.078513932937108422e+01, 2.512176179227461148e+01, 1.331516903649442618e+01, 7.674853661872692356e+00, 8.527036297511738638e+00, 1.427814907663762334e+01, 1.111357971069144668e+01, 6.726343895900080305e+00, 1.460475411039847238e+01, 8.484387510345429817e+00, 9.471618084788852698e+00, 1.936865123882403239e+01, 1.405150325631677077e+01, 1.110069140904983165e+01, 1.628981254647358412e+01, 1.152200559406236380e+01
2.063000000000000000e+03, 1.949128745603685431e+01, 2.458626207196734015e+01, 1.303861135490310730e+01, 7.670369364113504673e+00, 7.753062859864876977e+00, 1.377146689612720110e+01, 9.690837571771503178e+00, 6.339725470175634925e+00, 1.465429886345251198e+01, 7.950039406729905167e+00, 8.835457033612495792e+00, 1.985747641373526662e+01, 1.362201793138968142e+01, 1.133747976077707875e+01, 1.600845073094115278e+01, 1.279440675018095774e+01
2.064000000000000000e+03, 1.924451948661323542e+01, 2.549893017476963308e+01, 1.324610089177732952e+01, 7.966862735389409700e+00, 8.462086006206060773e+00, 1.343229310758326278e+01, 1.012904350147437604e+01, 7.210777166702019514e+00, 1.468155395629051441e+01, 8.095056009450876999e+00, 9.567758511157355983e+00, 1.972646243169643299e+01, 1.317671390244297669e+01, 1.029303029187600416e+01, 1.641328311887931335e+01, 1.289809061930514922e+01
2.065000000000000000e+03, 2.028689325739888361e+01, 2.524483566231727849e+01, 1.317713021976653209e+01, 7.614139411483806796e+00, 8.609974493957285091e+00, 1.436380241772894806e+01, 1.123614108609660711e+01, 7.255479660053888225e+00, 1.553683198963854828e+01, 8.620915321238578954e+00, 1.012782899878544107e+01, 1.923132306688840032e+01, 1.343652938983757217e+01, 1.167979723051068319e+01, 1.605910748412351907e+01, 1.348232328091434873e+01
2.066000000000000000e+03, 1.912334959032640924e+01, 2.493300452898447617e+01, 1.387802538850548473e+01, 8.060353266774727743e+00, 8.108490342491567304e+00, 1.347010281590728553e+01, 1.051499430405215918e+01, 6.106587865856522690e+00, 1.431159341034243049e+01, 8.523404483808141308e+00, 9.640318350773592115e+00, 1.948389372875325165e+01, 1.386042233328908857e+01, 1.091483688425074838e+01, 1.580026359169766792e+01, 1.291547109046243591e+01
2.067000000000000000e+03, 1.976665953698628897e+01, 2.520117573766650665e+01, 1.420735443525263975e+01, 8.180509723286116142e+00, 8.405070424320904010e+00, 1.466608450061543678e+01, 9.175630201305216005e+00, 6.332860242649768878e+00, 1.482937337933588395e+01, 8.334267515076927424e+00, 9.644474024082633434e+00, 1.827486584658157653e+01, 1.387099453510566782e+01, 1.089783334491662536e+01, 1.597311688552352749e+01, 1.309091418796935002e+01
2.068000000000000000e+03, 2.114958274246227532e+01, 2.503138491571167634e+01, 1.231398128303705164e+01, 7.969254480901317272e+00, 8.507348626947438319e+00, 1.395705573211055928e+01, 1.068243791155108191e+01, 7.068311786216013637e+00, 1.481194950234072572e+01, 8.009539920262925605e+00, 9.573164105793413370e+00, 1.856572291673903408e+01, 1.354527990171995988e+01, 1.133196054086076110e+01, 1.531140568494505771e+01, 1.313711680210843724e+01
2.069000000000000000e+03, 2.076859838218948440e+01, 2.477654266327167321e+01, 1.251808922068878616e+01, 7.536983568556307134e+00, 8.365378858346353752e+00, 1.433341413592390978e+01, 1.165812593650571749e+01, 6.711401982100212216e+00, 1.498056865665293280e+01, 8.015328219900492712e+00, 9.602509779618143781e+00, 1.927421300261882564e+01, 1.358095413427258258e+01, 1.064150260980645690e+01, 1.555251231088010933e+01, 1.215159649378570705e+01
2.070000000000000000e+03, 2.012662282052382778e+01, 2.506645647830297463e+01, 1.294528714438099470e+01, 7.313713551166269866e+00, 8.371806193254871076e+00, 1.345758963155549459e+01, 9.860686931033708191e+00, 8.009147428513372802e+00, 1.547453138585068899e+01, 8.529362073850389692e+00, 9.179065686103761834e+00, 1.859893221165370392e+01, 1.399694024831002181e+01, 1.157670940662214498e+01, 1.597543058763370638e+01, 1.292859059781980768e+01
2.071000000000000000e+03, 1.903319611323644622e+01, 2.512810635788499880e+01, 1.278047749292601942e+01, 7.796500753231068614e+00, 8.171910341436685599e+00, 1.412994078989296298e+01, 9.743239866270778649e+00, 4.878163278181522955e+00, 1.553897725090670257e+01, 8.142036524822417576e+00, 8.938434583235586928e+00, 1.809374986285379450e+01, 1.417260241629319140e+01, 1.233302119652783979e+01, 1.602545675668319092e+01, 1.286070617141048267e+01
2.072000000000000000e+03, 1.940688211866379476e+01, 2.466538374776344966e+01, 1.369816785673029536e+01, 7.725150079960379834e+00, 8.230440694370384946e+00, 1.364105865336632561e+01, 1.068944322742282438e+01, 6.922599786880787143e+00, 1.444594948224550457e+01, 8.473423767804037610e+00, 9.831179747334127583e+00, 1.889379513132983845e+01, 1.426823370325550400e+01, 1.277355763053791904e+01, 1.586404402536580172e+01, 1.252067907771571775e+01
2.073000000000000000e+03, 1.930682860749621099e+01, 2.617621293781434488e+01, 1.306163114745827158e+01, 7.803514329998209043e+00, 8.790631627214434474e+00, 1.470897289166647504e+01, 1.106936530976070721e+01, 6.662993238194107271e+00, 1.502896583029869149e+01, 8.353729631981119397e+00, 9.486811619592772971e+00, 1.811105894270566452e+01, 1.395454791042016218e+01, 1.210729043943454464e+01, 1.524173866263383559e+01, 1.286626562272107677e+01
2.074000000000000000e+03, 1.887306996237997225e+01, 2.527572933117242115e+01, 1.314635336250903386e+01, 7.453787554346045674e+00, 8.632507813293720744e+00, 1.386995215835827366e+01, 9.931410248894096071e+00, 6.760951724321820677e+00, 1.459788322260632043e+01, 8.461036249907161633e+00, 9.848390273051904842e+00, 1.855857623618100760e+01, 1.310989480448460576e+01, 1.088167246348680806e+01, 1.689475599833037123e+01, 1.293272087469520315e+01
2.075000000000000000e+03, 1.937411648226752803e+01, 2.565927378022998795e+01, 1.298536154227513073e+01, 7.638631967910242793e+00, 8.746209808634468175e+00, 1.412684254050882515e+01, 1.056751328104537535e+01, 7.532884193422773045e+00, 1.499658144590283371e+01, 8.424324332868975418e+00, 9.383852779104486785e+00, 1.918581057347303087e+01, 1.364301408412715411e+01, 1.059559500095210893e+01, 1.575672755330187869e+01, 1.311785803387095228e+01
2.076000000000000000e+03, 1.878111161756038427e+01, 2.537537759355842581e+01, 1.339708309683667764e+01, 7.772133519753488429e+00, 8.346174321316663480e+00, 1.365216379445107897e+01, 1.041303461920383100e+01, 7.048934789407726775e+00, 1.455598372575112265e+01, 8.514832521615270267e+00, 8.965431177686083331e+00, 1.880079216759352079e+01, 1.382541350891894716e+01, 1.140923843636589119e+01, 1.643989307019047175e+01, 1.273169621768259141e+01
