year, INM-CM5-0, CESM2-WACCM, UKESM1-0-LL, CMCC-CM2-SR5, CNRM-ESM2-1, NorESM2-MM, GFDL-ESM4, MIROC-ES2L, EC-Earth3-Veg, CanESM5, TaiESM1, INM-CM4-8, ACCESS-ESM1-5, IPSL-CM6A-LR, NorESM2-LM, MPI-ESM1-2-LR
2.075000000000000000e+03, 4.081375613295082161e+01, 2.519974943987495308e+01, 2.587217890977163748e+01, 2.030631906264937925e+01, 1.980233985838810895e+01, 2.329978720125421532e+01, 2.541128653969358098e+01, 2.632508482346363010e+01, 3.013263338495923804e+01, 4.243175901373203374e+01, 3.045058371835108346e+01, 3.961485172045974679e+01, 2.878981520925530901e+01, 3.222422466644668049e+01, 1.992702507000862866e+01, 3.543722568869526413e+01
2.076000000000000000e+03, 3.975065230391611948e+01, 2.346967958354484907e+01, 2.490830114425939001e+01, 2.043320651323177373e+01, 1.898568822422681990e+01, 2.230884909490334422e+01, 2.622750612016622185e+01, 2.654489850412636898e+01, 2.956501808620992122e+01, 4.206111838359940691e+01, 3.133048710324612074e+01, 3.898383817837451204e+01, 2.983542646368399787e+01, 3.147944290211006191e+01, 2.050186236980294652e+01, 3.612043325817199957e+01
2.077000000000000000e+03, 4.004844637033625787e+01, 2.398698082758250294e+01, 2.454015818801716975e+01, 2.039505001066789092e+01, 1.763420151975861572e+01, 2.257035929130540808e+01, 2.501238122341004910e+01, 2.635944780419095324e+01, 3.007327442935827477e+01, 4.214089853297178934e+01, 3.255928825200896171e+01, 4.053966538533545361e+01, 2.926351045574099885e+01, 3.110710655304183447e+01, 1.983156831165072731e+01, 3.516351806293547355e+01
2.078000000000000000e+03, 4.047181927061005524e+01, 2.450360374000830532e+01, 2.400911244466932004e+01, 2.075522288090284206e+01, 1.658631730473793553e+01, 2.081364913537840877e+01, 2.438892261027863029e+01, 2.646032081726589880e+01, 2.949420878591907780e+01, 4.272465849859615616e+01, 3.286516348012510491e+01, 4.052098645517824593e+01, 2.861941484362495913e+01, 3.172247819096557464e+01, 2.150452967538808480e+01, 3.435032042859588586e+01
2.079000000000000000e+03, 3.837858935216748080e+01, 2.394756936033276773e+01, 2.492747114141873865e+01, 2.098801192401124283e+01, 1.642119367926832751e+01, 2.094395106851971633e+01, 2.506174075288215164e+01, 2.610941455106584641e+01, 2.931994833507873111e+01, 4.252901062301924640e+01, 3.059613901511358947e+01, 4.023114494913696859e+01, 2.912891248397979993e+01, 3.152194767578065893e+01, 2.209141424657353525e+01, 3.325599841364947906e+01
2.080000000000000000e+03, 3.941739011098739809e+01, 2.496252728332466475e+01, 2.579235339578341524e+01, 2.134387500035038343e+01, 1.895526260040684008e+01, 2.070181993210892557e+01, 2.515144884837261330e+01, 2.615893696408089397e+01, 3.037270691160978942e+01, 4.161176771627430782e+01, 3.155396031862417772e+01, 3.963140003532277689e+01, 2.945963278480337877e+01, 3.269641583288389342e+01, 2.123890362896345252e+01, 3.380893653609624039e+01
2.081000000000000000e+03, 4.027209225982112883e+01, 2.326823992572276723e+01, 2.692739692372690286e+01, 1.990990710309741374e+01, 1.751027617942131087e+01, 2.314369170324071590e+01, 2.530310304943002109e+01, 2.636597150179030180e+01, 2.919148020820518141e+01, 4.177668392770799244e+01, 3.370087396187891216e+01, 3.830403286412921915e+01, 3.009308958594148109e+01, 3.153948722156425788e+01, 2.032299651933153228e+01, 3.526575594565738925e+01
2.082000000000000000e+03, 4.194731831669898270e+01, 2.440789589611319599e+01, 2.565110411126219958e+01, 1.996097711118533624e+01, 1.806881824964278849e+01, 2.257339334586903590e+01, 2.453117998649192444e+01, 2.685168848967024857e+01, 3.103701774665634261e+01, 4.190675406560480099e+01, 3.051556640741510051e+01, 4.004607660402807312e+01, 2.930177275627298883e+01, 3.127934405087062331e+01, 1.939939123563984680e+01, 3.617933805992217344e+01
2.083000000000000000e+03, 4.087776876735384946e+01, 2.454770543692778872e+01, 2.467700009371807823e+01, 2.063399257055650438e+01, 1.844185375589940534e+01, 2.167930474545408259e+01, 2.420176979723181176e+01, 2.702011660014600380e+01, 3.047356077327245316e+01, 4.130485897090636627e+01, 2.871300671421601081e+01, 3.800705487580560771e+01, 2.962051194562957335e+01, 3.112963071386072755e+01, 2.057439862200415348e+01, 3.546916315285015742e+01
2.084000000000000000e+03, 4.158468588613207118e+01, 2.467427143701069525e+01, 2.674965139618964116e+01, 2.041796105806938755e+01, 1.841560102119938236e+01, 2.225484018214715221e+01, 2.420382552695612688e+01, 2.607303941527144175e+01, 2.961590591485293089e+01, 4.189488647230925267e+01, 3.021015929022071589e+01, 4.004367456162194117e+01, 3.061801312022169341e+01, 3.103301105638862722e+01, 2.076940722490781610e+01, 3.458041566425850277e+01
2.085000000000000000e+03, 3.871345849604747968e+01, 2.534120065833411672e+01, 2.577006417630768809e+01, 2.076677398580078560e+01, 1.744407515028607136e+01, 2.175332766377794513e+01, 2.660611725618541357e+01, 2.615827403925732497e+01, 2.937171494810108641e+01, 4.110390609646808002e+01, 3.284713166862078282e+01, 4.042369064945943080e+01, 3.007577420773852594e+01, 3.215453891283488019e+01, 1.947606007675069506e+01, 3.354906304234368974e+01
2.086000000000000000e+03, 4.135044229063323229e+01, 2.356075049037493940e+01, 2.804534439783619604e+01, 2.083232465322035409e+01, 1.763351061442655165e+01, 2.245123026035972913e+01, 2.448514315968367683e+01, 2.621701031763094036e+01, 2.938066566489944620e+01, 4.143345643072772333e+01, 3.275921105029054559e+01, 3.987309958585099423e+01, 2.951810246356158629e+01, 3.197122995141588930e+01, 2.052064511266811664e+01, 3.516666769960725958e+01
2.087000000000000000e+03, 4.032380391485618532e+01, 2.469274798628742928e+01, 2.677394946240181639e+01, 2.188395921362588581e+01, 2.036844994811815113e+01, 2.266359673162007482e+01, 2.471627995732956151e+01, 2.641370249260664238e+01, 2.962911392932971921e+01, 4.196476445259343535e+01, 3.155693613657729202e+01, 4.046344846122914873e+01, 3.083969388716096205e+01, 3.417310153225965763e+01, 2.066549335369312601e+01, 3.542791239627474909e+01
2.088000000000000000e+03, 4.040923417011361352e+01, 2.433391738770063029e+01, 2.354227406710656112e+01, 2.120320896548629008e+01, 1.870506436977455422e+01, 2.197566628668238664e+01, 2.522587302837487044e+01, 2.541716026572838061e+01, 3.006551731468412214e+01, 4.187565627393460232e+01, 3.245167533484413980e+01, 3.963479032733111040e+01, 3.089187315965393665e+01, 3.255946391625758451e+01, 2.003892444486537983e+01, 3.466646157640940373e+01
2.089000000000000000e+03, 4.003732415679495915e+01, 2.496584388393372933e+01, 2.509736035413366650e+01, 1.979458349483168789e+01, 1.962009116651016782e+01, 2.230843259360611697e+01, 2.435705592621822291e+01, 2.581077286923051872e+01, 2.921922230734791981e+01, 4.191752461495268989e+01, 3.102461977668102122e+01, 3.867339947697563929e+01, 2.954372237692631131e+01, 3.149545943505993151e+01, 1.963524644951020903e+01, 3.345823068530366839e+01
2.090000000000000000e+03, 3.962228149298295676e+01, 2.462074972864846600e+01, 2.737914529559553500e+01, 2.074918860416860511e+01, 1.792979932480590932e+01, 2.173167058450754752e+01, 2.427921601011040664e+01, 2.618755943317696833e+01, 2.894793751729782016e+01, 4.181211246719138330e+01, 3.296574215759664384e+01, 3.834150624287444487e+01, 3.064981710656650193e+01, 3.283308911527890217e+01, 2.042692256581378629e+01, 3.352963437498475940e+01
2.091000000000000000e+03, 4.035729388571666476e+01, 2.430414746009293836e+01, 2.320088662138439162e+01, 2.094926843725390952e+01, 1.676353790796865084e+01, 2.118387913858092020e+01, 2.543390431830581377e+01, 2.645182982393897930e+01, 3.032633351551635315e+01, 4.192416026940615836e+01, 3.338124722768657193e+01, 3.527303347534640920e+01, 3.019803451759644375e+01, 3.181283522523903784e+01, 2.092416561644800410e+01, 3.315572856015658232e+01
2.092000000000000000e+03, 3.766103796046521524e+01, 2.307452220144303467e+01, 2.365706645929316210e+01, 2.051664808264354534e+01, 1.659200514774602553e+01, 2.261487646673890595e+01, 2.552082138552816915e+01, 2.502319452009602330e+01, 3.079931037926011328e+01, 4.052900253138907516e+01, 2.877976733224766903e+01, 3.789532747114566291e+01, 3.005312909638446683e+01, 3.052734726482075445e+01, 2.020871443503347464e+01, 3.406146279755549955e+01
2.093000000000000000e+03, 4.136490121047874169e+01, 2.404450198564899210e+01, 2.354338094999140196e+01, 2.149969390919649115e+01, 1.627761274809478564e+01, 2.275324368328279334e+01, 2.455038873129372590e+01, 2.574754842075899575e+01, 2.933654824447311782e+01, 4.155771561050290330e+01, 2.968456899523490122e+01, 3.767201610654800703e+01, 3.171839409353367500e+01, 3.303276293425775378e+01, 1.998771209559553697e+01, 3.452304852368440180e+01
2.094000000000000000e+03, 3.865135999161680758e+01, 2.561953254030331806e+01, 2.512022987063184942e+01, 2.028220111585940799e+01, 1.737669731368326609e+01, 2.176782607086991916e+01, 2.545860929858291755e+01, 2.583467991177023748e+01, 2.892513812228602887e+01, 4.184666790288591187e+01, 3.287674455771453097e+01, 3.967397240692181271e+01, 3.150618443943277924e+01, 3.213492687871244158e+01, 2.066264237919200397e+01, 3.302382763703402446e+01
2.095000000000000000e+03, 3.888931319953884724e+01, 2.399233620753171081e+01, 2.628211741764742726e+01, 2.039704871091101523e+01, 1.524419069782027059e+01, 2.120224260089460344e+01, 2.440360634404240869e+01, 2.611685151273163186e+01, 2.946805509688741154e+01, 4.169408165214910156e+01, 3.185824998584818957e+01, 3.901415004390240426e+01, 2.907849816566543311e+01, 3.140128473208586257e+01, 2.089792335997632833e+01, 3.311388498082988718e+01
2.096000000000000000e+03, 3.974110426750735314e+01, 2.322015513175430357e+01, 2.674871313624544200e+01, 2.068470175348728546e+01, 1.812881886156145228e+01, 2.227207281784821546e+01, 2.587488465841791196e+01, 2.614268638786845145e+01, 3.091837210315717499e+01, 4.178105025112368054e+01, 2.934558703542646541e+01, 3.910890327520020548e+01, 2.916564065730500488e+01, 3.177535817321192724e+01, 2.062947697821463322e+01, 3.490426593771292829e+01
2.097000000000000000e+03, 3.790775931298976076e+01, 2.414767188951321941e+01, 2.281348434711595630e+01, 2.064937439448972256e+01, 1.723323332229313465e+01, 2.237248887242256501e+01, 2.487955654575203823e+01, 2.554971252200427401e+01, 3.066963627148720661e+01, 4.159659103838640704e+01, 3.184299826972765501e+01, 3.887250812161683911e+01, 3.063122338109673137e+01, 3.219291996519496735e+01, 1.984658039566477683e+01, 3.491309092484098642e+01
2.098000000000000000e+03, 3.803128955368117659e+01, 2.431018950109637089e+01, 2.450911665967172581e+01, 2.068072239834589610e+01, 1.697215379948293545e+01, 2.130581497334478769e+01, 2.537151304206598113e+01, 2.583798819277240355e+01, 3.046920794781466668e+01, 4.132053760674950382e+01, 3.199472310350785875e+01, 3.877815444032726333e+01, 3.065538388290824656e+01, 3.158612919027750721e+01, 2.032299879760414285e+01, 3.434401642606471228e+01
2.099000000000000000e+03, 3.930587755668572925e+01, 2.427995975515632310e+01, 2.623973699766012757e+01, 2.100112615496541579e+01, 1.991474077756014793e+01, 2.165113357152376494e+01, 2.574675746214953165e+01, 2.610596960341795025e+01, 2.908325645092699929e+01, 4.109742594085271605e+01, 3.033471036774011509e+01, 3.647108492280896286e+01, 2.973316802590266406e+01, 3.188317929114782956e+01, 2.026098801338083888e+01, 3.451196645902806637e+01
2.100000000000000000e+03, 4.103322206633845326e+01, 2.399388519324239866e+01, 2.461607374000259085e+01, 2.039693236196755777e+01, 1.743711178093725422e+01, 2.243256188886694957e+01, 2.570396435990552320e+01, 2.603306830793049187e+01, 2.982431959447173497e+01, 4.092261283968990426e+01, 2.975276269859703859e+01, 3.599504880482649583e+01, 2.985845774205809633e+01, 2.954825882107645896e+01, 2.084025944283177623e+01, 3.318025297459508494e+01
