year, MPI-ESM1-2-LR, MIROC-ES2L, UKESM1-0-LL, NorESM2-MM, GFDL-ESM4, TaiESM1, CanESM5, IPSL-CM6A-LR, EC-Earth3-Veg, ACCESS-ESM1-5, CNRM-ESM2-1, CMCC-CM2-SR5, NorESM2-LM, CESM2-WACCM
2.055000000000000000e+03, 9.230401242769725911e+01, 1.093315659649321248e+02, 2.348327468547470573e+02, 9.435516295716978163e+01, 1.537109884700099549e+01, 8.648699980604786219e+01, 2.414957490673443772e+02, 1.198083160010521482e+02, 1.561580910940730575e+02, 1.182463867985932495e+02, 1.343026419867050265e+02, 1.906969004418313318e+02, 9.656924939459841539e+01, 1.066541503598222818e+02
2.056000000000000000e+03, 9.236439992216737949e+01, 1.093963466999430807e+02, 2.346584633189431770e+02, 9.443610964806812547e+01, 1.562088617352260655e+01, 8.654713592961984148e+01, 2.417074095829729856e+02, 1.198282941337932357e+02, 1.562115029049864461e+02, 1.182595220518477817e+02, 1.342887040361778475e+02, 1.907023241309948389e+02, 9.665090845628290595e+01, 1.067510603082332210e+02
2.057000000000000000e+03, 9.248039433770084372e+01, 1.095054215332920649e+02, 2.347612624100447078e+02, 9.457841225181530831e+01, 1.572948262277124165e+01, 8.658365724226429450e+01, 2.419247721007255620e+02, 1.197999559214977978e+02, 1.562857247953184014e+02, 1.183447886284115782e+02, 1.344188469841725464e+02, 1.907705895013125144e+02, 9.670267244855554623e+01, 1.068422235204978392e+02
2.058000000000000000e+03, 9.245515735445783889e+01, 1.096677610817727100e+02, 2.347164338575791476e+02, 9.467963175323427549e+01, 1.580402080108782137e+01, 8.635013675102618436e+01, 2.421686187007745161e+02, 1.197734674791078930e+02, 1.563251187545992025e+02, 1.183504620586557650e+02, 1.343776214790452741e+02, 1.909317428038030471e+02, 9.681530846041393090e+01, 1.068528066469388733e+02
2.059000000000000000e+03, 9.269334188377085582e+01, 1.097030080301117465e+02, 2.344518860754569971e+02, 9.477596327716533153e+01, 1.585296263123971627e+01, 8.623285414689888739e+01, 2.424023988699113943e+02, 1.197484882322162605e+02, 1.563245327532933970e+02, 1.183592740397132985e+02, 1.343436293981767449e+02, 1.910802403472141862e+02, 9.690268096212255955e+01, 1.068990356518812490e+02
2.060000000000000000e+03, 9.301214135973981456e+01, 1.097728781573174786e+02, 2.347953358460719642e+02, 9.483481857845750085e+01, 1.584912684537752092e+01, 8.632742112108793719e+01, 2.426567752918921599e+02, 1.197339346573846370e+02, 1.562423274532202129e+02, 1.184340713359718507e+02, 1.342024859103310064e+02, 1.911077300224465887e+02, 9.693459430509459196e+01, 1.070101449955179049e+02
2.061000000000000000e+03, 9.279173623074547095e+01, 1.099303323228670592e+02, 2.351998852893453318e+02, 9.491177145761092504e+01, 1.577939146532153636e+01, 8.645469949488897043e+01, 2.428914509907249339e+02, 1.197622654098893520e+02, 1.562118121101957797e+02, 1.185151311190741552e+02, 1.342045616391245346e+02, 1.911372084890910514e+02, 9.702263522306240873e+01, 1.070857027585725660e+02
2.062000000000000000e+03, 9.255799545604058665e+01, 1.101999068310619663e+02, 2.351423548768902947e+02, 9.500620178688654960e+01, 1.578371352385995507e+01, 8.631984444435786941e+01, 2.430429719264648440e+02, 1.197943957368057966e+02, 1.561580820149601436e+02, 1.184142655002123234e+02, 1.343249295406432964e+02, 1.912135401746548098e+02, 9.715130112817284669e+01, 1.071603289494067610e+02
2.063000000000000000e+03, 9.277735714550976809e+01, 1.103762601163070940e+02, 2.347342659593251426e+02, 9.510608952447154252e+01, 1.572704033200407814e+01, 8.629334061126512267e+01, 2.431750909081349334e+02, 1.197993463499865783e+02, 1.561011514336829293e+02, 1.183170955318458937e+02, 1.341429651316357763e+02, 1.913422544393936846e+02, 9.724387834014429188e+01, 1.073115763012493602e+02
2.064000000000000000e+03, 9.290237831187886286e+01, 1.101600406298444881e+02, 2.345794424985582225e+02, 9.522257777698000325e+01, 1.573691968522803286e+01, 8.659038413952899305e+01, 2.433306000657155153e+02, 1.197692207240642688e+02, 1.560864005232685088e+02, 1.180943226593751518e+02, 1.341919437970254592e+02, 1.915631667979862982e+02, 9.729399938052883101e+01, 1.074297051903744062e+02
2.065000000000000000e+03, 9.298561590861883985e+01, 1.100665413758793818e+02, 2.347943876426932093e+02, 9.525644892152608634e+01, 1.572402760077422990e+01, 8.636255484631942636e+01, 2.435275331794198337e+02, 1.197598884118449263e+02, 1.560486999340912178e+02, 1.179259957712064448e+02, 1.341057377766374543e+02, 1.917023253084801411e+02, 9.737358852399536602e+01, 1.073869077569242023e+02
2.066000000000000000e+03, 9.312619222189096035e+01, 1.102639386763312501e+02, 2.349917971971918291e+02, 9.535574067588287051e+01, 1.580877242475160394e+01, 8.611925569588757412e+01, 2.437228423938513799e+02, 1.197720711918818211e+02, 1.560044365225666638e+02, 1.178649423431284191e+02, 1.341506386522135301e+02, 1.917194725291118971e+02, 9.744525878531791818e+01, 1.074141722164913944e+02
2.067000000000000000e+03, 9.311642488798301542e+01, 1.104366758613968642e+02, 2.348990115053081240e+02, 9.547650732468190427e+01, 1.595650617699612361e+01, 8.645676645094862067e+01, 2.438883013779047246e+02, 1.197803244554319946e+02, 1.560387038727772051e+02, 1.176655461468014181e+02, 1.340882704814709996e+02, 1.918378249451275224e+02, 9.749251151333952237e+01, 1.075100989017222162e+02
2.068000000000000000e+03, 9.320160025097654000e+01, 1.105499406672771130e+02, 2.347893018927541107e+02, 9.556568541509948034e+01, 1.589225819158410680e+01, 8.666833856983937778e+01, 2.440338128603761447e+02, 1.197999058669291230e+02, 1.560860492798553594e+02, 1.175481400679763055e+02, 1.342693771721403380e+02, 1.919982032096441174e+02, 9.759417785667932321e+01, 1.076174347541068954e+02
2.069000000000000000e+03, 9.318044109940619535e+01, 1.105737697003331874e+02, 2.347186649413970940e+02, 9.564886925009723484e+01, 1.577268354874224698e+01, 8.611199272186534870e+01, 2.441811185168990903e+02, 1.198079741255276076e+02, 1.560799007874710185e+02, 1.173896206627535435e+02, 1.342861478154400459e+02, 1.921853952660484879e+02, 9.770654928586105825e+01, 1.077095569120015455e+02
2.070000000000000000e+03, 9.323703917630716376e+01, 1.106739616214919977e+02, 2.343275488101784561e+02, 9.575346043494748471e+01, 1.574701082818289777e+01, 8.596970248020153349e+01, 2.443373994917440371e+02, 1.198310781581731987e+02, 1.562330819518389262e+02, 1.172258026829549493e+02, 1.341546843511679583e+02, 1.923021528265619509e+02, 9.782054747473480916e+01, 1.077868918788460491e+02
2.071000000000000000e+03, 9.332006691108334451e+01, 1.109600903860244046e+02, 2.343107809902972747e+02, 9.585294600124704800e+01, 1.572958370063964040e+01, 8.648727272496530816e+01, 2.444103759897988937e+02, 1.198427452092655585e+02, 1.562886435121081661e+02, 1.171624457334156801e+02, 1.343147675447929714e+02, 1.924128210207448717e+02, 9.790826694283506981e+01, 1.079120959781041762e+02
2.072000000000000000e+03, 9.344126996342762936e+01, 1.113073982131713819e+02, 2.344842944229712884e+02, 9.593849838030871524e+01, 1.576724774012316743e+01, 8.656134143522677959e+01, 2.444604016784056455e+02, 1.199031888462104547e+02, 1.562381520854334553e+02, 1.172235545590449703e+02, 1.343370559892489382e+02, 1.925317565867742076e+02, 9.793670364987178800e+01, 1.079747029706624346e+02
2.073000000000000000e+03, 9.361412844556159030e+01, 1.115653836433371566e+02, 2.344825911525332458e+02, 9.598430934562647110e+01, 1.588089069311644330e+01, 8.627772119772350834e+01, 2.445843972770613561e+02, 1.199340763284277358e+02, 1.562004381582122505e+02, 1.173791120154063634e+02, 1.342472995636261999e+02, 1.926161696083200070e+02, 9.803012242725954195e+01, 1.079996173767340508e+02
2.074000000000000000e+03, 9.354761882935358130e+01, 1.114957589790729457e+02, 2.343947584068096432e+02, 9.603180898856683712e+01, 1.586551948194707329e+01, 8.637704759575591140e+01, 2.447204741689324408e+02, 1.199387116485662119e+02, 1.562596263511401276e+02, 1.174166381565043622e+02, 1.342625943632603480e+02, 1.927152040293476887e+02, 9.813872135400234242e+01, 1.080614645106364549e+02
2.075000000000000000e+03, 9.376867290315369985e+01, 1.113507583735106579e+02, 2.345306087494152223e+02, 9.610871674870374193e+01, 1.577121687336300582e+01, 8.651618975838061942e+01, 2.448729066471302644e+02, 1.199628471391423403e+02, 1.562939648452874906e+02, 1.173253447968288157e+02, 1.342558823758564870e+02, 1.928583331666227423e+02, 9.824458060644097657e+01, 1.081088483779759457e+02
2.076000000000000000e+03, 9.391033080539678224e+01, 1.114889571942557609e+02, 2.344964194227047187e+02, 9.619673519077714730e+01, 1.586183309955887744e+01, 8.637863757502006479e+01, 2.450247724075068732e+02, 1.199902373941986582e+02, 1.563098767336677497e+02, 1.172250072557583849e+02, 1.342659249088538047e+02, 1.929721681088661569e+02, 9.830670352565778103e+01, 1.082549488112580320e+02
2.077000000000000000e+03, 9.400619770979652401e+01, 1.116475080544330325e+02, 2.346084906235538767e+02, 9.631268415312307241e+01, 1.576480607532855238e+01, 8.635620794507880760e+01, 2.452061187421128068e+02, 1.199292973049439155e+02, 1.562787237326646164e+02, 1.171646021027740403e+02, 1.341780664801413536e+02, 1.930848748733767195e+02, 9.837357674181643574e+01, 1.082974964744485078e+02
2.078000000000000000e+03, 9.392245951436801477e+01, 1.117011555186883243e+02, 2.343349168431083172e+02, 9.644502567431271700e+01, 1.573079356219101754e+01, 8.609617317616901744e+01, 2.454380422661412524e+02, 1.199125884604009400e+02, 1.562751991285794873e+02, 1.170708348119590454e+02, 1.342794236407384290e+02, 1.931919926771152234e+02, 9.839244615240031067e+01, 1.083258206874587586e+02
2.079000000000000000e+03, 9.390631196051829477e+01, 1.116027344535906138e+02, 2.341896278750719205e+02, 9.653928870317709254e+01, 1.569814129247505363e+01, 8.640705460631511414e+01, 2.455920226016270647e+02, 1.199318516349128032e+02, 1.562984454935176188e+02, 1.169064558340084830e+02, 1.341996287959540837e+02, 1.932979765024119558e+02, 9.841865791578780431e+01, 1.083744698829194419e+02
2.080000000000000000e+03, 9.392554396072540612e+01, 1.114516891341351794e+02, 2.339847015848817477e+02, 9.662171676099427486e+01, 1.571579295169703272e+01, 8.646412917058876246e+01, 2.456759474757960220e+02, 1.198831933585888834e+02, 1.563060402753411324e+02, 1.167890487823024444e+02, 1.342574927092211396e+02, 1.932871030249831108e+02, 9.849784636869360099e+01, 1.083640655020114423e+02
2.081000000000000000e+03, 9.391376332438686347e+01, 1.113267691006226272e+02, 2.342518620841332506e+02, 9.662079431927656969e+01, 1.568706659183013485e+01, 8.616624017759967558e+01, 2.457948835843969846e+02, 1.198963838101909829e+02, 1.562588466485558740e+02, 1.167536815304189872e+02, 1.341929350712304370e+02, 1.934329906401434300e+02, 9.859805783531383838e+01, 1.084138628414272887e+02
2.082000000000000000e+03, 9.388570496336627969e+01, 1.113888928694501743e+02, 2.340628301111778740e+02, 9.665242884649137523e+01, 1.558698139368927826e+01, 8.620410679660908215e+01, 2.459416201041265140e+02, 1.198890520465551361e+02, 1.562446575995440412e+02, 1.166866644925780037e+02, 1.342344430173696708e+02, 1.936678056574990023e+02, 9.869352640036711932e+01, 1.084791610366811199e+02
2.083000000000000000e+03, 9.405955958302024555e+01, 1.115297169004855817e+02, 2.340048413815895572e+02, 9.677618282441272868e+01, 1.550238061678551915e+01, 8.657482888667462362e+01, 2.459882232604507522e+02, 1.198442509655394019e+02, 1.562872677187826866e+02, 1.166258507091031049e+02, 1.342023729688044114e+02, 1.937655315599253356e+02, 9.874626615820754694e+01, 1.085124907960595806e+02
2.084000000000000000e+03, 9.430031897607682367e+01, 1.115635519003618299e+02, 2.342329975513940212e+02, 9.686708463642335687e+01, 1.542542717211716052e+01, 8.661069985468439825e+01, 2.460714488660404129e+02, 1.198111638838800559e+02, 1.562758815858379933e+02, 1.166232003741277907e+02, 1.341910578408793810e+02, 1.938486928450981566e+02, 9.874770495812711602e+01, 1.085227714785344517e+02
