year, TaiESM1, CanESM5, CESM2-WACCM, ACCESS-ESM1-5, INM-CM5-0, GFDL-ESM4, MPI-ESM1-2-LR, NorESM2-MM, UKESM1-0-LL, CMCC-CM2-SR5, INM-CM4-8, EC-Earth3-Veg, NorESM2-LM, MIROC-ES2L, IPSL-CM6A-LR, CNRM-ESM2-1
2.077000000000000000e+03, 2.648937745947992362e+00, 2.668335739120254679e+00, 2.172116222215793702e+00, 2.271887154045522550e+00, 2.260122203202334035e+00, 2.280000753986823003e+00, 1.787880180737897895e+00, 1.791719118356524199e+00, 1.877337668440111962e+00, 2.390869167419093166e+00, 2.229192989534191316e+00, 1.922336967448837530e+00, 1.850130731341955714e+00, 2.780160204199103369e+00, 2.369694391791521859e+00, 1.481138063852074582e+00
2.078000000000000000e+03, 2.364042355114588823e+00, 2.727152087047987727e+00, 2.107190348487977705e+00, 2.362480426516340604e+00, 2.268815196364584175e+00, 2.283494926918392398e+00, 1.791803203140661438e+00, 1.626599891563313527e+00, 1.896287411124272237e+00, 2.461361526688953472e+00, 2.236170670238331937e+00, 1.979595322843012095e+00, 1.912888372464041309e+00, 2.526046089946023088e+00, 2.368313131027508511e+00, 1.559094614432221304e+00
2.079000000000000000e+03, 2.262938233433997137e+00, 2.652712492260147936e+00, 2.264817250603995191e+00, 2.449485794982841913e+00, 2.122381619727752522e+00, 2.223638976910400800e+00, 1.681579379561904952e+00, 1.648924290390070047e+00, 1.944544931308844093e+00, 2.589864222664568949e+00, 2.279713565700163702e+00, 2.081414474032905915e+00, 1.992718124990642492e+00, 2.763230274644868700e+00, 2.286757399964245874e+00, 1.404356658341309627e+00
2.080000000000000000e+03, 2.445116649672022024e+00, 2.658714413843470847e+00, 2.306039006765142396e+00, 2.252391903239457260e+00, 2.214031379374214570e+00, 2.262230696237639282e+00, 1.800484567348423548e+00, 1.753995447857123802e+00, 2.010734357343312517e+00, 2.552582830228981692e+00, 2.256089685560154212e+00, 2.010362169712802238e+00, 1.730350473317406879e+00, 2.635604073374525846e+00, 2.398480758656089229e+00, 1.669542170857616137e+00
2.081000000000000000e+03, 2.663999189251666788e+00, 2.543746848302821384e+00, 1.791793498114503391e+00, 2.444586791448918106e+00, 2.256174059421880873e+00, 2.306840476730249723e+00, 1.834421698243394294e+00, 1.947792898333938316e+00, 1.998678169927775361e+00, 2.439773497827490090e+00, 2.131446062489661397e+00, 1.973418872647801248e+00, 1.741900941925574209e+00, 2.611613282433139727e+00, 2.244980766038053410e+00, 1.514359161984276669e+00
2.082000000000000000e+03, 2.210374641067621049e+00, 2.565848658481288957e+00, 2.124149586845140991e+00, 2.310333001222576232e+00, 2.398413558792936495e+00, 2.194807594195837819e+00, 1.854891789915627642e+00, 1.774011425982311652e+00, 2.018549075180322117e+00, 2.372176752080447315e+00, 2.233468004264156370e+00, 2.086957052052965000e+00, 1.631556395690699768e+00, 2.704789175562521297e+00, 2.293276895714507990e+00, 1.631866990686685170e+00
2.083000000000000000e+03, 2.081613312511659597e+00, 2.516349859530858435e+00, 2.279098412811472851e+00, 2.448039431473702177e+00, 2.350018628987732505e+00, 2.181298318295883387e+00, 1.779672560186291497e+00, 1.737624679495772817e+00, 1.925501319443750026e+00, 2.367785408396895441e+00, 2.165821426790504489e+00, 2.050930320290428543e+00, 1.878707837493695632e+00, 2.671269618080307051e+00, 2.316484757518897819e+00, 1.612456365688902604e+00
2.084000000000000000e+03, 2.351109975666782148e+00, 2.672031826586938497e+00, 2.110851782161653034e+00, 2.644531819655591143e+00, 2.405045609071912338e+00, 2.215799997109549224e+00, 1.739292904959843122e+00, 1.835891188965862675e+00, 2.014347951981987350e+00, 2.475259716934946841e+00, 2.264432589150015662e+00, 2.039311312347658944e+00, 1.775431912746292529e+00, 2.648006050567454306e+00, 2.306591787029599772e+00, 1.436272011625840728e+00
2.085000000000000000e+03, 2.516059226290338291e+00, 2.405698878255100315e+00, 2.376923111847120573e+00, 2.327335355047075893e+00, 2.163788789016120706e+00, 2.461258306444713106e+00, 1.677359059778901651e+00, 1.835966982866078956e+00, 2.025777602594799554e+00, 2.448563681232225786e+00, 2.292312480373960515e+00, 1.926731325984251342e+00, 1.656882896540103900e+00, 2.617117791000194149e+00, 2.384513621212204448e+00, 1.590665590105398097e+00
2.086000000000000000e+03, 2.438434898187128663e+00, 2.628298907060641287e+00, 2.076086243801778863e+00, 2.527417727745787435e+00, 2.368426475565785783e+00, 2.196268208946267286e+00, 1.857401451193411823e+00, 1.864715647248156083e+00, 2.093512958553047643e+00, 2.582112140107445164e+00, 2.217350576796530692e+00, 1.998193885496580835e+00, 1.906417922859171998e+00, 2.722321711274924727e+00, 2.485340410112293785e+00, 1.721593146274112307e+00
2.087000000000000000e+03, 2.440019552516390799e+00, 2.791173168111840575e+00, 2.296408740381569391e+00, 2.592229292210458169e+00, 2.252242907244349279e+00, 2.331752892612026784e+00, 1.846343072117194062e+00, 1.832208110730795037e+00, 1.956980703275973621e+00, 2.635861426602099211e+00, 2.291057964300817762e+00, 2.127347607897290604e+00, 1.711134886768976404e+00, 2.708679755189204563e+00, 2.557632890901500033e+00, 1.575834168565227733e+00
2.088000000000000000e+03, 2.475534462308433881e+00, 2.594139157480181090e+00, 2.214447072978952935e+00, 2.351868057391886868e+00, 2.269914271204560130e+00, 2.273982010156036626e+00, 1.759522344669067317e+00, 1.695036619865907257e+00, 1.734944776521219811e+00, 2.638400725614241438e+00, 2.265367297181791084e+00, 1.907390158541905523e+00, 1.608606056109363802e+00, 2.614293066064914406e+00, 2.438024711071518968e+00, 1.662945783367150598e+00
2.089000000000000000e+03, 2.338019776492247903e+00, 2.742635691772017381e+00, 2.296191509396709574e+00, 2.317719176767057743e+00, 2.220082279150775495e+00, 2.299080394779542402e+00, 1.638181067305187533e+00, 1.840707856120856301e+00, 2.084876693196636044e+00, 2.431614117587266755e+00, 2.163222681528216729e+00, 1.828985307157718898e+00, 1.770821438589732288e+00, 2.758215412303111957e+00, 2.369086160638964156e+00, 1.564474218026519203e+00
2.090000000000000000e+03, 2.561355592218625521e+00, 2.577230072461190957e+00, 2.072182773092392960e+00, 2.440034275558617960e+00, 2.258204242849643162e+00, 2.252646288109418471e+00, 1.768793186699441744e+00, 1.755823475529200595e+00, 1.975533776608922709e+00, 2.393265634811045484e+00, 2.158282529319074161e+00, 1.821658056896979794e+00, 1.848300840830814584e+00, 2.791631569743927788e+00, 2.567682991381087021e+00, 1.569796687882738961e+00
2.091000000000000000e+03, 2.636688545311789866e+00, 2.493962668326453969e+00, 2.116511841919799242e+00, 2.405622985570709638e+00, 2.347628703980331188e+00, 2.287190090076965276e+00, 1.743400186541541164e+00, 1.758511098642401072e+00, 1.787415202912372436e+00, 2.405827109042546930e+00, 1.930403659902996338e+00, 1.979425829189526587e+00, 1.801551735936422149e+00, 2.661655401121899800e+00, 2.369101807936610182e+00, 1.467642730371560233e+00
2.092000000000000000e+03, 2.045553193477497089e+00, 2.424263813226451791e+00, 1.984526977906755363e+00, 2.520664844651959502e+00, 2.143929856790224076e+00, 2.356133995625193212e+00, 1.773467821889512797e+00, 1.966043383216196538e+00, 1.882681913139992780e+00, 2.461219942100730584e+00, 2.174571884981740144e+00, 1.973684376254874584e+00, 1.736763231925399831e+00, 2.739265393443726992e+00, 2.382347860483539748e+00, 1.444833265631225716e+00
2.093000000000000000e+03, 2.246291080136041174e+00, 2.766034622573108948e+00, 2.337101791285980834e+00, 2.609949681841031932e+00, 2.423040005778966499e+00, 2.261316029143437323e+00, 1.723499679785408745e+00, 1.923560860538441997e+00, 1.909059571691443358e+00, 2.609746921355044602e+00, 2.130531603335303448e+00, 1.951745984294093628e+00, 1.649785215660336313e+00, 2.771850265228525512e+00, 2.408414058150891268e+00, 1.511738597803732986e+00
2.094000000000000000e+03, 2.603910204610270451e+00, 2.689762421263070635e+00, 2.452785904786041193e+00, 2.436706461691806602e+00, 2.191029906585219234e+00, 2.328627319976511512e+00, 1.725389355762697141e+00, 1.732301269638082841e+00, 1.942574625308554070e+00, 2.370074126253339575e+00, 2.309697708821328188e+00, 1.889199253741109530e+00, 1.940831407501479200e+00, 2.783916113714826945e+00, 2.410638260569086810e+00, 1.598256251477748302e+00
2.095000000000000000e+03, 2.262958259088344803e+00, 2.622179251873475447e+00, 2.075496500981621750e+00, 2.420596834789048746e+00, 2.218842492865746419e+00, 2.228768900455256219e+00, 1.728844241192936115e+00, 1.671121781930053674e+00, 2.038083052544399365e+00, 2.566930643515660915e+00, 2.186968453670317558e+00, 1.945491552023410398e+00, 1.867230710353937173e+00, 2.685691242692350045e+00, 2.257152267779896526e+00, 1.307515780276230277e+00
2.096000000000000000e+03, 2.257694223941365319e+00, 2.671337096970249014e+00, 1.966094288193509731e+00, 2.698754511387776667e+00, 2.275243523449502536e+00, 2.387629585078100636e+00, 1.853490783518777274e+00, 1.925474626066788764e+00, 1.910293390132416169e+00, 2.366796502218402765e+00, 2.291392464373797733e+00, 1.953368035083952403e+00, 1.812448816903738047e+00, 2.853448486058315581e+00, 2.539784450718893805e+00, 1.535736637884101974e+00
2.097000000000000000e+03, 2.358353467103142975e+00, 2.693850289671003040e+00, 2.160365029981247798e+00, 2.402763010172446645e+00, 2.171923736709198138e+00, 2.206011671402805518e+00, 1.745526748411313278e+00, 1.872358144800718938e+00, 1.760028084711198870e+00, 2.429126358796808827e+00, 2.244274120072769385e+00, 1.906376448550711533e+00, 1.620311412187698474e+00, 2.611860343927908445e+00, 2.404626760322861045e+00, 1.576121973277922583e+00
2.098000000000000000e+03, 2.440886860071943332e+00, 2.715706972256071161e+00, 2.181602802092649451e+00, 2.411175226577882746e+00, 2.174858850506502961e+00, 2.310364654235652182e+00, 1.832859506501946401e+00, 1.802035923543294338e+00, 1.995940530460892148e+00, 2.513214304732986015e+00, 2.261023932460840768e+00, 2.022468082506471809e+00, 1.869510103500404918e+00, 2.834434917678437138e+00, 2.401314438623263658e+00, 1.518139651016851221e+00
2.099000000000000000e+03, 2.180997642906135958e+00, 2.485307062820849122e+00, 2.298250223162868089e+00, 2.385387806016264101e+00, 2.284315733590184916e+00, 2.344405844695433228e+00, 1.728144054684877418e+00, 1.847585211167939390e+00, 1.979197121637831458e+00, 2.456793665501928903e+00, 2.003229157833858132e+00, 2.042033454018988170e+00, 1.802852917014802880e+00, 2.880853769475087311e+00, 2.311573900882533561e+00, 1.694721431295953318e+00
2.100000000000000000e+03, 2.286690341787482872e+00, 2.580120740619343156e+00, 1.986382862383986314e+00, 2.507363084320077373e+00, 2.332201360878851215e+00, 2.299560854110046737e+00, 1.695302325790476461e+00, 1.903005814191448541e+00, 1.852205815589381688e+00, 2.301446613610843350e+00, 2.081104718961085176e+00, 2.052177791259746975e+00, 1.910506665560306683e+00, 2.658643946894793331e+00, 2.275085882161684836e+00, 1.592683977686377039e+00
