year, EC-Earth3-Veg, IPSL-CM6A-LR, UKESM1-0-LL, CESM2-WACCM, TaiESM1, NorESM2-LM, CMCC-CM2-SR5, GFDL-ESM4, ACCESS-ESM1-5, MIROC-ES2L, MPI-ESM1-2-LR, CNRM-ESM2-1, NorESM2-MM, CanESM5
2.030000000000000000e+03, 1.059284396615169577e+01, 1.271375549416733541e+01, 1.138647905206621225e+01, 7.742135533885337040e+00, 9.801787725638039461e+00, 5.723625493076275106e+00, 6.732156076881969931e+00, 8.680148140533116674e+00, 1.161738373931256518e+01, 1.178869597446480277e+01, 1.295127294648099969e+01, 6.076750938418927106e+00, 6.407460342712013812e+00, 2.254833831166252622e+01
2.031000000000000000e+03, 1.041673646769712214e+01, 1.290398875201495699e+01, 1.235669209006198344e+01, 7.249831111616820145e+00, 9.743293359710509804e+00, 5.938545265076808022e+00, 6.806310370560018086e+00, 8.709769504792337358e+00, 1.156102493490556071e+01, 1.165108798890460484e+01, 1.306276006198670991e+01, 6.007773034260047496e+00, 6.083831961000098154e+00, 2.341272451170189228e+01
2.032000000000000000e+03, 1.064434545155571321e+01, 1.278622093077290423e+01, 1.181396781173728527e+01, 7.230521044017427457e+00, 9.798609538916569051e+00, 5.951319766087921792e+00, 6.635776286376495747e+00, 8.640911417143072981e+00, 1.155003998194301573e+01, 1.184071006575405427e+01, 1.301389640611493270e+01, 6.294000200117873867e+00, 6.064297482816845886e+00, 2.313260909488624861e+01
2.033000000000000000e+03, 1.077405132138813038e+01, 1.291245388690209239e+01, 1.229818515667648349e+01, 7.458985460753339680e+00, 9.506535015175504810e+00, 5.773358719541914041e+00, 7.079052168563337410e+00, 8.854070833361948445e+00, 1.166042865923128602e+01, 1.212528701941321430e+01, 1.268142464883558773e+01, 6.206383160119380626e+00, 6.274675606391589611e+00, 2.317676931141399166e+01
2.034000000000000000e+03, 1.061359946743812088e+01, 1.279921033771376138e+01, 1.176956040910902956e+01, 7.729755430794986282e+00, 9.633578606107363385e+00, 5.789492115129613481e+00, 6.908708880133634267e+00, 8.876002631077888338e+00, 1.155846316509965455e+01, 1.256805330643192242e+01, 1.319782818375203881e+01, 6.306855683633182608e+00, 6.178797925653257472e+00, 2.347936315747895364e+01
2.035000000000000000e+03, 1.083973615829037662e+01, 1.310236545122461216e+01, 1.143142392181773026e+01, 7.589073034856977706e+00, 9.629820338741398089e+00, 6.051191291227234537e+00, 6.814042507513105029e+00, 9.084197500359493915e+00, 1.164349233004591078e+01, 1.207394040889900211e+01, 1.281666588908505311e+01, 6.302289709225501468e+00, 6.650049665552951517e+00, 2.340361716504133227e+01
2.036000000000000000e+03, 1.139040548392105912e+01, 1.299668013211579520e+01, 1.185793161561660014e+01, 7.763135217799204568e+00, 9.818183256883308729e+00, 6.072938354811748596e+00, 6.896724534255846528e+00, 9.093581575996140032e+00, 1.170092061796657212e+01, 1.188808501802380135e+01, 1.312631422659487512e+01, 6.110400302054381783e+00, 6.189366444344209128e+00, 2.356219563844220488e+01
2.037000000000000000e+03, 1.062714446626561404e+01, 1.246001120287020925e+01, 1.267218403688523587e+01, 7.346944126241569784e+00, 9.492430807132832271e+00, 6.229626223167739063e+00, 6.992828892634177507e+00, 9.165602585033264305e+00, 1.175892477743999009e+01, 1.197568217186927164e+01, 1.321105610029304067e+01, 6.278136656102822677e+00, 6.654045420849026726e+00, 2.351350336755105275e+01
2.038000000000000000e+03, 1.063594829753386328e+01, 1.309103429402272134e+01, 1.228076463268690333e+01, 7.567473736817522223e+00, 9.876488213449787779e+00, 6.207618226463582189e+00, 6.830144041832035384e+00, 9.151217757296313593e+00, 1.172122832027669226e+01, 1.250031957898143276e+01, 1.360989446051822149e+01, 6.111472017401430534e+00, 6.366980123586005291e+00, 2.350777005847418266e+01
2.039000000000000000e+03, 1.060120024101786740e+01, 1.294203050801179700e+01, 1.273524222317525201e+01, 7.580890483271011782e+00, 9.819385572148373598e+00, 5.971558692166158977e+00, 7.098068603796795273e+00, 9.293934310431623658e+00, 1.186355200515516906e+01, 1.233810472264256752e+01, 1.324671466779568618e+01, 6.200038946884668611e+00, 6.182558929194978070e+00, 2.368928918518430748e+01
2.040000000000000000e+03, 1.070841645668054554e+01, 1.288694357193576323e+01, 1.231325390902186356e+01, 7.857245110910532127e+00, 9.522299219107448920e+00, 5.654777036677898217e+00, 7.207890113748661953e+00, 9.130442337243112050e+00, 1.173554195837110470e+01, 1.195807019684900929e+01, 1.340320407899420907e+01, 6.083513871329682132e+00, 6.421683129212350849e+00, 2.358170208331572937e+01
2.041000000000000000e+03, 1.103172815681321950e+01, 1.307268547756379817e+01, 1.198327168537317355e+01, 7.860035765364667526e+00, 9.842688221655354397e+00, 5.827065389766090675e+00, 6.919002410738383624e+00, 9.253678708683544585e+00, 1.174519047547604522e+01, 1.200710822332020378e+01, 1.336215377220969280e+01, 5.857951872541919514e+00, 6.594643359247565506e+00, 2.392318030247805183e+01
2.042000000000000000e+03, 1.081160704041958631e+01, 1.318411341049713670e+01, 1.255995630325591428e+01, 7.571008066661485181e+00, 9.805497537949484865e+00, 6.197486526945976237e+00, 7.073497490266229093e+00, 9.268757020478503250e+00, 1.169772628529555725e+01, 1.230147298791215782e+01, 1.356313883388506092e+01, 5.359066634467758661e+00, 6.212997899076240671e+00, 2.372608953637622164e+01
2.043000000000000000e+03, 1.078832469626348178e+01, 1.292794707929510700e+01, 1.253969081340122393e+01, 7.883547748603328742e+00, 1.004415797032318025e+01, 6.253180506458799748e+00, 6.975745628036370327e+00, 9.228873521461034457e+00, 1.173010345669382559e+01, 1.274995286796903038e+01, 1.366744143344734574e+01, 6.003240195288699788e+00, 6.564975306481235506e+00, 2.385084522917478722e+01
2.044000000000000000e+03, 1.099424973987388832e+01, 1.295203036934553609e+01, 1.245222392329984729e+01, 7.687631346778659669e+00, 1.022362326960116086e+01, 6.289113796455533922e+00, 6.909690324177936382e+00, 9.087007890429436685e+00, 1.179837059186382930e+01, 1.228127482280271643e+01, 1.380336811576647271e+01, 5.754322729927730862e+00, 6.744675720930225715e+00, 2.372088674594456137e+01
2.045000000000000000e+03, 1.072562983653294921e+01, 1.280225527541531605e+01, 1.204712185743443698e+01, 7.505394147300117780e+00, 9.762142964154257641e+00, 5.964363312139300710e+00, 6.960505943981266874e+00, 9.096168624733357078e+00, 1.172852273564342518e+01, 1.201180334441992947e+01, 1.370701646033992027e+01, 6.238393874420729901e+00, 6.612418674341281388e+00, 2.415445265719644041e+01
2.046000000000000000e+03, 1.076791558748465327e+01, 1.297976045119118815e+01, 1.276448332616436687e+01, 7.919499738847444625e+00, 9.994442458554637199e+00, 5.807055247279614640e+00, 7.195862735623985706e+00, 9.264397152951874048e+00, 1.178914650052325896e+01, 1.233459144206493718e+01, 1.376787074163313740e+01, 5.706711570894955621e+00, 6.794904709935650544e+00, 2.430307549664866329e+01
2.047000000000000000e+03, 1.067782191190376118e+01, 1.318080479629656487e+01, 1.266451180013110722e+01, 7.781365083242746117e+00, 1.006788513613882685e+01, 6.128907038794723761e+00, 6.968877120299642236e+00, 9.269105216660371127e+00, 1.169953313318435129e+01, 1.278289325112506880e+01, 1.388246930594978856e+01, 5.835007521509768758e+00, 6.886776476167579375e+00, 2.380230662189068624e+01
2.048000000000000000e+03, 1.088099821686577862e+01, 1.309880263326424732e+01, 1.256840997605538668e+01, 7.668958512706470110e+00, 9.524856744381768436e+00, 6.137620454172860285e+00, 7.138158609256130660e+00, 9.289499872130219771e+00, 1.173443289460873906e+01, 1.230631678324196798e+01, 1.382082434499428913e+01, 5.475323380277214547e+00, 6.483910160263508971e+00, 2.397874519326601828e+01
2.049000000000000000e+03, 1.121229675711419205e+01, 1.277903244132409988e+01, 1.186229000353176311e+01, 8.130142890914255460e+00, 1.009760317444995970e+01, 6.296007608901233787e+00, 7.088406134712086804e+00, 9.188667967452868623e+00, 1.202524558196912174e+01, 1.229513092048080480e+01, 1.342201881357633475e+01, 6.252012547664206998e+00, 6.842310090140393264e+00, 2.399452324554392035e+01
2.050000000000000000e+03, 1.103929265446874020e+01, 1.328004314480390846e+01, 1.259633389996749742e+01, 7.880212507540802491e+00, 1.001895863899886940e+01, 6.269482471666443679e+00, 7.233168471496815854e+00, 9.242320561518846844e+00, 1.192585437276991023e+01, 1.247247958341458229e+01, 1.374163194152373890e+01, 5.989282044701585761e+00, 6.602462865466412367e+00, 2.399207641332848340e+01
2.051000000000000000e+03, 1.058779534976869030e+01, 1.331167934468211023e+01, 1.252210387839871331e+01, 7.716871392045530520e+00, 1.019547982245878792e+01, 5.972802259558654292e+00, 7.256910842544940010e+00, 9.435754219407993304e+00, 1.160840164784695183e+01, 1.266634215579437495e+01, 1.360725505307619798e+01, 5.792960465332090081e+00, 6.628217094214695848e+00, 2.391501830344162371e+01
2.052000000000000000e+03, 1.086670949830035227e+01, 1.302506746664970905e+01, 1.248440305679411111e+01, 7.722032835217941482e+00, 9.707425027515402149e+00, 5.868589571555028250e+00, 7.097771581129233454e+00, 9.574217269606595693e+00, 1.138684221543094921e+01, 1.207220889639365424e+01, 1.362997134303608604e+01, 6.063463670468697053e+00, 6.758676517720890509e+00, 2.425105822380477960e+01
2.053000000000000000e+03, 1.096021910860708992e+01, 1.310329524084720987e+01, 1.203077512296009388e+01, 7.894742009556640738e+00, 9.900326093069756084e+00, 6.402021781558642211e+00, 7.261164203538267969e+00, 9.419675730767840705e+00, 1.144427323650276840e+01, 1.184349590609455305e+01, 1.384497085807070427e+01, 5.840239007522540327e+00, 6.420177497911816467e+00, 2.450203311050633559e+01
2.054000000000000000e+03, 1.072504263202457153e+01, 1.304557952092038953e+01, 1.168539534318668416e+01, 7.773894298405897629e+00, 9.895393860361071603e+00, 6.267285231118076894e+00, 7.225554422892296103e+00, 9.378349102806392779e+00, 1.141304766644601543e+01, 1.193812774531860832e+01, 1.374729010460566592e+01, 6.270315668475369364e+00, 6.770490084624102067e+00, 2.429746675921360222e+01
2.055000000000000000e+03, 1.068718663224978549e+01, 1.334744243602425051e+01, 1.210658503640857653e+01, 7.771125409652522187e+00, 1.026874046690097053e+01, 6.114083604729691146e+00, 7.083535732963332165e+00, 9.361131993370587878e+00, 1.133107580285681060e+01, 1.255862247617092287e+01, 1.392952258209359861e+01, 6.005296072458368606e+00, 6.878979378151609758e+00, 2.461388041329247756e+01
2.056000000000000000e+03, 1.106568469248919406e+01, 1.298543356523909154e+01, 1.236283871089848319e+01, 7.598734920209789578e+00, 9.824644329280744159e+00, 6.283873407419811485e+00, 7.024017917721050885e+00, 9.459462802949190063e+00, 1.143069034235404224e+01, 1.261456983295031087e+01, 1.348015908468924628e+01, 6.250874989610315957e+00, 6.738880593350503823e+00, 2.443483889581708368e+01
2.057000000000000000e+03, 1.099822264064963839e+01, 1.277944601604257535e+01, 1.205699215533198476e+01, 7.742977030323347165e+00, 9.743837612559651973e+00, 6.427956161100173205e+00, 7.360171555968202384e+00, 9.652381985662728425e+00, 1.177608578384941396e+01, 1.246442603233979263e+01, 1.359828423673686260e+01, 5.657377051581122807e+00, 6.785538624200985858e+00, 2.465758737035200454e+01
2.058000000000000000e+03, 1.107293309122496261e+01, 1.327180184668787888e+01, 1.223577523511003129e+01, 8.144777800597179152e+00, 9.619611313929620877e+00, 6.196773071708755687e+00, 7.214243285826624330e+00, 9.683478566942023136e+00, 1.173987515823252359e+01, 1.241918379817797558e+01, 1.425405436532718717e+01, 5.960059200403446944e+00, 6.689665652996543699e+00, 2.419724446138797092e+01
2.059000000000000000e+03, 1.107379916974582379e+01, 1.296889178289599975e+01, 1.310003757611529451e+01, 7.661841452637728089e+00, 1.002471543289921918e+01, 6.567268339806057398e+00, 7.357126201367862883e+00, 9.791198786439693436e+00, 1.172896145139315927e+01, 1.244604322114506623e+01, 1.356254260018779867e+01, 6.255960827182085460e+00, 6.772387242253465445e+00, 2.469188435021467143e+01
2.060000000000000000e+03, 1.079161881857930361e+01, 1.297554301036126567e+01, 1.231965034216313271e+01, 7.882261685736327905e+00, 9.943209439806270922e+00, 6.440488499945726808e+00, 7.407876098959441435e+00, 9.878500266359667492e+00, 1.165524471719818500e+01, 1.239073761433723320e+01, 1.339611537243557926e+01, 6.293445261537099711e+00, 6.717368487600524851e+00, 2.493361739910343644e+01
2.061000000000000000e+03, 1.065593689553084467e+01, 1.313426877396753767e+01, 1.178467403503143807e+01, 8.118362054617380252e+00, 9.642051506177553577e+00, 6.267598447472967571e+00, 7.275017546914719802e+00, 9.649876601086210925e+00, 1.196094437562756774e+01, 1.227222119231925035e+01, 1.330947548703725758e+01, 5.657814895363165952e+00, 6.796388258075795719e+00, 2.519590312161869505e+01
2.062000000000000000e+03, 1.049531472646244445e+01, 1.308628565106937103e+01, 1.168458009250884011e+01, 7.895382726171088272e+00, 9.767759876238292449e+00, 6.392009964835312807e+00, 7.466735597623479492e+00, 9.633072228892356037e+00, 1.171685273561581475e+01, 1.249674598557744964e+01, 1.362584037558162287e+01, 6.238811737605341357e+00, 6.952195565142605282e+00, 2.455020416526065574e+01
2.063000000000000000e+03, 1.050875492087077667e+01, 1.307240386217496919e+01, 1.242078958013656909e+01, 7.627570430713614513e+00, 9.888778451540478187e+00, 6.330856461092456478e+00, 7.313290748392640594e+00, 9.595436659294128035e+00, 1.177046392313317114e+01, 1.277269115111345066e+01, 1.390120261549631664e+01, 5.920932872480854314e+00, 6.538564661264757660e+00, 2.489219814778743611e+01
2.064000000000000000e+03, 1.096161561502808190e+01, 1.317362054827259144e+01, 1.235083847713080374e+01, 8.081826932169825284e+00, 1.004042491306435281e+01, 6.436891169550897018e+00, 7.548989943470138186e+00, 9.536181438576569747e+00, 1.145772324191512048e+01, 1.275812602459292577e+01, 1.421847951891426831e+01, 6.270916262211311931e+00, 6.953201704219265089e+00, 2.470531006311390598e+01
2.065000000000000000e+03, 1.072576434674983048e+01, 1.340782395798886384e+01, 1.208541358351370398e+01, 8.201174396655899201e+00, 9.695456706612802122e+00, 6.381135546948788928e+00, 7.573929165892653081e+00, 9.634362956899042985e+00, 1.117673315503664888e+01, 1.220561816715988002e+01, 1.416557017965853760e+01, 6.224229422215509899e+00, 6.853142298163575674e+00, 2.480830948506488198e+01
2.066000000000000000e+03, 1.062155968292950980e+01, 1.297689946087206003e+01, 1.238743702188515705e+01, 7.979792438684529365e+00, 9.762572972601029520e+00, 6.752207451506583524e+00, 7.431329497297319620e+00, 9.853692208739490255e+00, 1.143565796408904056e+01, 1.221091966936737805e+01, 1.398064488348782142e+01, 6.219915421740173755e+00, 6.653770238420744221e+00, 2.480699935712328852e+01
2.067000000000000000e+03, 1.061144963785026896e+01, 1.292477309852848499e+01, 1.271444958815154180e+01, 8.164028784957752194e+00, 9.616370887524686495e+00, 6.555311467005055626e+00, 7.545950836108757720e+00, 9.962528459513460888e+00, 1.129126722141661965e+01, 1.248551229159078879e+01, 1.414763699865269864e+01, 5.611822633418145578e+00, 6.936669197454638613e+00, 2.494651926279349752e+01
2.068000000000000000e+03, 1.090941574452667240e+01, 1.308588969065736052e+01, 1.245323041574932255e+01, 8.062723745009215293e+00, 9.872908658368119816e+00, 6.530563344424370698e+00, 7.395455772593017230e+00, 9.729705985325942663e+00, 1.129927799235153429e+01, 1.289792982662018161e+01, 1.403307308166458434e+01, 6.135064793630476743e+00, 6.896407547237412672e+00, 2.465854540874574852e+01
2.069000000000000000e+03, 1.063379673180365970e+01, 1.313099812258850640e+01, 1.212277786220704101e+01, 8.165130150729815739e+00, 9.555153001453449590e+00, 6.430778473576004295e+00, 7.311134306753018564e+00, 9.623523712281725651e+00, 1.126594948449555744e+01, 1.252753328229427865e+01, 1.376553459796515355e+01, 6.250882411898201596e+00, 6.893667988279859493e+00, 2.485641980113024374e+01
2.070000000000000000e+03, 1.112961501331101033e+01, 1.346880557753028640e+01, 1.252260401633878395e+01, 7.780240719591358101e+00, 1.012922464471420980e+01, 6.396122247275604522e+00, 7.530888061978838977e+00, 9.555294483889211321e+00, 1.134251095070598581e+01, 1.224406772152787681e+01, 1.409803905305909488e+01, 6.444845828114780240e+00, 6.954273955174001820e+00, 2.542180722657269953e+01
2.071000000000000000e+03, 1.104637719362018444e+01, 1.344559578482306250e+01, 1.212279145981506545e+01, 7.653802338211326273e+00, 1.017386237504533142e+01, 6.344757390579843559e+00, 7.384428989837360291e+00, 9.564005814686545648e+00, 1.134583030450824559e+01, 1.216876097078452368e+01, 1.417920718250954160e+01, 5.553357134136353679e+00, 6.791766031271931681e+00, 2.470074719521377560e+01
2.072000000000000000e+03, 1.079806816850915752e+01, 1.293833551238427226e+01, 1.187125155614398153e+01, 8.123103268628995011e+00, 9.800355697589459680e+00, 6.243227945997032791e+00, 7.521935903380621902e+00, 9.665270897759935309e+00, 1.143792555959802648e+01, 1.237602576891792872e+01, 1.383351759310704843e+01, 6.107581695008602374e+00, 6.773099079369890418e+00, 2.470413125401486454e+01
2.073000000000000000e+03, 1.034026687568935365e+01, 1.315302317276185029e+01, 1.225345431175907684e+01, 8.031352336671183423e+00, 9.692886813841459670e+00, 6.432939020740126246e+00, 7.675319220912347973e+00, 9.626818523119670346e+00, 1.163415290811368052e+01, 1.272801489830046151e+01, 1.383115147232843789e+01, 6.120869555998527112e+00, 7.211278563480814086e+00, 2.533244591628240627e+01
2.074000000000000000e+03, 1.085924187955821374e+01, 1.301954601594808558e+01, 1.241698599068646303e+01, 8.264258089620600600e+00, 1.020111070229038752e+01, 6.327018918757491228e+00, 7.534510936168189232e+00, 9.743382020627748830e+00, 1.177654489912438862e+01, 1.289719069944771590e+01, 1.441647172209421157e+01, 6.002800190187993934e+00, 7.062949409995462169e+00, 2.519760400868176831e+01
2.075000000000000000e+03, 1.081260400850805148e+01, 1.306205703659844097e+01, 1.225128460962312182e+01, 7.906529850318213093e+00, 9.737410317137692672e+00, 6.376602101454890814e+00, 7.730168578390626877e+00, 9.629005008867050464e+00, 1.152228135796269193e+01, 1.255044664471094684e+01, 1.444916187715279143e+01, 6.459905695849419871e+00, 7.222676648657698983e+00, 2.524039645612880634e+01
2.076000000000000000e+03, 1.111465323038858877e+01, 1.331882389246821319e+01, 1.228615936028448097e+01, 7.809612498968442118e+00, 9.729805882193343081e+00, 6.437567696481139023e+00, 7.444646589680570692e+00, 9.551164814376368994e+00, 1.135672776793006200e+01, 1.244979311015447720e+01, 1.418785529153790215e+01, 6.628155641592039515e+00, 6.991072877848653278e+00, 2.502334782726380169e+01
2.077000000000000000e+03, 1.098270388469755865e+01, 1.298754461355239975e+01, 1.201000409655169499e+01, 7.996575847622572120e+00, 1.014122246702664043e+01, 6.548133147337729554e+00, 7.571492655489432622e+00, 9.736118991775441600e+00, 1.133846262102054681e+01, 1.254046396917012629e+01, 1.440663563396945079e+01, 5.775722101527937191e+00, 6.987007612766480413e+00, 2.511294837464497576e+01
2.078000000000000000e+03, 1.074630901543067907e+01, 1.287233516066293859e+01, 1.222777801019768162e+01, 7.808954368051545636e+00, 9.887846970825192372e+00, 6.689557314552422085e+00, 7.715455277383767907e+00, 9.375762022219950254e+00, 1.141488071761794032e+01, 1.267905484617003431e+01, 1.420331965248536576e+01, 6.077883761011039887e+00, 6.648321587801947707e+00, 2.584312333724919952e+01
2.079000000000000000e+03, 1.066314330319510084e+01, 1.315777105523254420e+01, 1.234121774139438621e+01, 7.916949293594661263e+00, 1.043494907438468111e+01, 6.858057804716611194e+00, 7.694514401810393700e+00, 9.439456143089152818e+00, 1.121736839377261319e+01, 1.294761551457003357e+01, 1.349495021009522766e+01, 5.603944931323992407e+00, 6.568743464356188611e+00, 2.521679626647237882e+01
2.080000000000000000e+03, 1.052166381156957442e+01, 1.332277698926586673e+01, 1.249095266710595986e+01, 8.188736851267446326e+00, 9.924566622775243374e+00, 6.520483077420914597e+00, 7.452577165125308767e+00, 9.411696295567535842e+00, 1.119745834736881207e+01, 1.286379327604628031e+01, 1.389754145158690690e+01, 6.388115033015288269e+00, 6.481499383011227522e+00, 2.550134375701500389e+01
2.081000000000000000e+03, 1.084607936911593740e+01, 1.304401812210113576e+01, 1.245850189007080644e+01, 7.449775109984662080e+00, 9.867524806186818154e+00, 6.657128313151529753e+00, 7.717635882155511773e+00, 9.481201863539789443e+00, 1.135040174499708598e+01, 1.239507407051154075e+01, 1.391972169350211175e+01, 5.914913448737212143e+00, 7.199185183758954665e+00, 2.502559228097214827e+01
2.082000000000000000e+03, 1.108009029251131849e+01, 1.308073071480280802e+01, 1.259515100716369140e+01, 7.988770047436388744e+00, 9.962573889901161550e+00, 6.450892273191443316e+00, 7.604782236275515750e+00, 9.663372708049354998e+00, 1.133209320240250584e+01, 1.221637765572208423e+01, 1.434082546553235993e+01, 6.164867549055799145e+00, 6.793719868724226174e+00, 2.581065297646422252e+01
2.083000000000000000e+03, 1.088769239378847153e+01, 1.298204978383441954e+01, 1.208103716485127066e+01, 8.216975949744401930e+00, 9.747154624293390413e+00, 6.722680327168474079e+00, 7.507612331246474646e+00, 9.297202419116764815e+00, 1.119840662922658758e+01, 1.260567394233130045e+01, 1.376531670913826133e+01, 6.120508719248722862e+00, 6.761717637108701773e+00, 2.538149859800236996e+01
2.084000000000000000e+03, 1.087217580424196051e+01, 1.288880358665530501e+01, 1.238319099815579349e+01, 8.066202765137076014e+00, 9.776569331905616167e+00, 6.709086042765770586e+00, 7.599229171299321628e+00, 9.229187962790364352e+00, 1.134033652064798581e+01, 1.312290367659213430e+01, 1.399642874846093221e+01, 5.809940256933423086e+00, 6.879059327692174541e+00, 2.581237014283102482e+01
