year, GFDL-ESM4, MPI-ESM1-2-LR, EC-Earth3-Veg
2.045000000000000000e+03, 1.247145037542107681e-09, 1.200340332039364205e-09, 5.668258546775442536e-10
2.046000000000000000e+03, 1.296483250480500590e-09, 1.170843833578253631e-09, 5.956105287735065879e-10
2.047000000000000000e+03, 1.313271277589487820e-09, 1.175267012534819439e-09, 5.792363380810583239e-10
2.048000000000000000e+03, 1.279585043913296925e-09, 1.176608193056011468e-09, 6.029825057496781448e-10
2.049000000000000000e+03, 1.167740226236981616e-09, 1.187071998646630085e-09, 5.407825577309450389e-10
2.050000000000000000e+03, 1.148027354448128587e-09, 1.066123980284563141e-09, 5.790577167373858805e-10
2.051000000000000000e+03, 1.247762433412131101e-09, 1.082326034760397976e-09, 5.893292451815852916e-10
2.052000000000000000e+03, 1.281924023896790557e-09, 1.084452301505512992e-09, 5.696452345075654883e-10
2.053000000000000000e+03, 1.335340924767384350e-09, 1.163597449640397919e-09, 5.398692285507566131e-10
2.054000000000000000e+03, 1.130602702705341794e-09, 1.181462154615214766e-09, 5.595381985771719619e-10
2.055000000000000000e+03, 1.086418178012217176e-09, 1.149610564396130916e-09, 5.637041143146535201e-10
2.056000000000000000e+03, 1.112271230868044188e-09, 1.116254160654071841e-09, 5.555058505948854439e-10
2.057000000000000000e+03, 1.257561790921839915e-09, 1.127852671683843484e-09, 5.388776046859310874e-10
2.058000000000000000e+03, 1.205278194425956634e-09, 1.159381682070834070e-09, 5.451854078337242814e-10
2.059000000000000000e+03, 1.169219370172260266e-09, 1.205128679155767956e-09, 5.351320032587437927e-10
2.060000000000000000e+03, 1.246603949796383117e-09, 1.004228916652445868e-09, 5.153370808819367851e-10
2.061000000000000000e+03, 1.197861984102393116e-09, 9.738819178069769230e-10, 4.977646272322369128e-10
2.062000000000000000e+03, 1.106411923486395655e-09, 1.102767436058218110e-09, 5.260191885436179606e-10
2.063000000000000000e+03, 1.107221527432374117e-09, 1.152349552610025649e-09, 5.323765839846667793e-10
2.064000000000000000e+03, 1.087728312840155286e-09, 1.186124613492537591e-09, 4.771148925092537190e-10
2.065000000000000000e+03, 1.133904257386903085e-09, 1.193793640025770556e-09, 5.095152068684283877e-10
2.066000000000000000e+03, 1.083248791791726502e-09, 1.185421833163133607e-09, 5.107974941751139263e-10
2.067000000000000000e+03, 1.149286937629674545e-09, 1.200225914062717100e-09, 4.730462838707574604e-10
2.068000000000000000e+03, 1.214663628737248266e-09, 1.142974301151006478e-09, 5.529210848836108942e-10
2.069000000000000000e+03, 1.002829196459078122e-09, 1.144705916957099373e-09, 5.013252015025777029e-10
2.070000000000000000e+03, 9.467665928665695330e-10, 1.187854547264460145e-09, 5.073913031685534314e-10
2.071000000000000000e+03, 9.935188326024959683e-10, 1.163659259941701038e-09, 4.702957758090950496e-10
2.072000000000000000e+03, 1.018805728692406044e-09, 1.204477893375277269e-09, 5.117655788134119333e-10
2.073000000000000000e+03, 1.106132230924734150e-09, 1.119882657466115542e-09, 4.824249330091345014e-10
2.074000000000000000e+03, 1.014820891832784756e-09, 1.208783657646421975e-09, 5.309372374934291637e-10
2.075000000000000000e+03, 1.010059229025148630e-09, 1.175307684141458359e-09, 4.900210064314757126e-10
2.076000000000000000e+03, 1.012137929097222176e-09, 1.158807218695644199e-09, 5.136423530671053932e-10
2.077000000000000000e+03, 1.055182465231435199e-09, 1.174287582468583494e-09, 4.776716801898547047e-10
2.078000000000000000e+03, 9.652954190288775884e-10, 1.126446509560705611e-09, 4.945468818291141635e-10
2.079000000000000000e+03, 9.434000106966665173e-10, 1.090606234172493375e-09, 4.914521520733571117e-10
2.080000000000000000e+03, 9.740030441061463200e-10, 1.057594444748599872e-09, 5.034060807420573512e-10
2.081000000000000000e+03, 9.878023188556682451e-10, 1.137450371163662621e-09, 5.131228554383083060e-10
2.082000000000000000e+03, 9.540744504698420689e-10, 1.182006266202866757e-09, 4.738772918388986497e-10
2.083000000000000000e+03, 9.525347114870928043e-10, 1.167934360401220753e-09, 5.268498091780394936e-10
2.084000000000000000e+03, 8.555026432794417731e-10, 1.126404206234463020e-09, 5.062656680423320087e-10
2.085000000000000000e+03, 9.433241597761948371e-10, 1.095735799719943205e-09, 4.823309624352267173e-10
2.086000000000000000e+03, 1.053179016495601622e-09, 1.132594026104861376e-09, 4.665212779834346576e-10
2.087000000000000000e+03, 8.919998253244886513e-10, 1.151866109515879223e-09, 4.715774181017402530e-10
2.088000000000000000e+03, 9.330321877637784957e-10, 1.141115066743939430e-09, 4.819873239144996529e-10
2.089000000000000000e+03, 1.016009164707277730e-09, 1.130668280411779788e-09, 4.751448447333406991e-10
2.090000000000000000e+03, 9.409357492149695638e-10, 1.094786311121186662e-09, 4.647098890355156952e-10
2.091000000000000000e+03, 9.473327123360663595e-10, 1.058232202114015413e-09, 4.544794270338583404e-10
2.092000000000000000e+03, 9.822886687505676692e-10, 1.095789626528072750e-09, 5.104206408483325913e-10
2.093000000000000000e+03, 1.000393754399659788e-09, 1.112340239292428816e-09, 4.925095731966882142e-10
2.094000000000000000e+03, 8.839949851831185986e-10, 1.049372159611646946e-09, 4.545711058571987628e-10
2.095000000000000000e+03, 9.823699727190653659e-10, 1.000884243021425696e-09, 4.676896697046761968e-10
2.096000000000000000e+03, 9.071576540304023524e-10, 1.069822426120596342e-09, 4.620223869832198522e-10
2.097000000000000000e+03, 9.218479368395853479e-10, 1.123133084108919291e-09, 4.981110290659798989e-10
2.098000000000000000e+03, 9.536399478148669732e-10, 1.089434426745413332e-09, 4.849869996201973048e-10
2.099000000000000000e+03, 9.161869487948337025e-10, 1.152318648692858995e-09, 5.013403639896739693e-10
2.100000000000000000e+03, 9.604501574791526248e-10, 1.102477755576572939e-09, 4.637111356975052494e-10
