year, TaiESM1, EC-Earth3-Veg, NorESM2-MM, INM-CM5-0, CNRM-ESM2-1, NorESM2-LM, CESM2-WACCM, CanESM5, IPSL-CM6A-LR, CMCC-CM2-SR5, MPI-ESM1-2-LR, ACCESS-ESM1-5, INM-CM4-8, MIROC-ES2L, UKESM1-0-LL, GFDL-ESM4
2.077000000000000000e+03, 2.819597638401139079e+02, 2.805484939625507081e+02, 2.819457099245850031e+02, 2.804119765670580477e+02, 2.795301847950560159e+02, 2.823735828815695186e+02, 2.828654294785831098e+02, 2.793603293841918571e+02, 2.786811049502425135e+02, 2.822766438365813997e+02, 2.811317175890610542e+02, 2.818330134793625348e+02, 2.813623717669075859e+02, 2.820934787089569227e+02, 2.815388496497955657e+02, 2.793492936550672425e+02
2.078000000000000000e+03, 2.820818663362893517e+02, 2.804105272539898124e+02, 2.811904209410358817e+02, 2.810150991309321853e+02, 2.793780131971125797e+02, 2.826281529154119312e+02, 2.825437497671106257e+02, 2.798082643416351516e+02, 2.776034539475016345e+02, 2.824716622977931593e+02, 2.808069031725575542e+02, 2.818741765218886712e+02, 2.815607050751073643e+02, 2.822667196957372653e+02, 2.813031725813670505e+02, 2.799379400110226470e+02
2.079000000000000000e+03, 2.819818240299641730e+02, 2.801891359057912609e+02, 2.820427877937098629e+02, 2.813711446631930357e+02, 2.793680923521914679e+02, 2.823530879868492320e+02, 2.823574568598149881e+02, 2.800061894448539874e+02, 2.783767838178383727e+02, 2.819254059299848905e+02, 2.809251903425696923e+02, 2.822212048757231742e+02, 2.814009397527385659e+02, 2.826781599747235418e+02, 2.822235070291317243e+02, 2.789381556454371207e+02
2.080000000000000000e+03, 2.810814305892274092e+02, 2.801998899071661526e+02, 2.820246916702377575e+02, 2.807518573951089138e+02, 2.786252096556408446e+02, 2.822897784578734104e+02, 2.830316692849666538e+02, 2.799261720827688578e+02, 2.772666238573528403e+02, 2.810945768937193066e+02, 2.808820186029423667e+02, 2.820236443816886549e+02, 2.813341889132169058e+02, 2.824568594567862760e+02, 2.818928072577231205e+02, 2.794347817595937613e+02
2.081000000000000000e+03, 2.819895403450293543e+02, 2.800189623272543145e+02, 2.817911716607823109e+02, 2.809422284345997127e+02, 2.797571492147901608e+02, 2.825178417077368067e+02, 2.825737827935714108e+02, 2.802601439914255934e+02, 2.773900079422371618e+02, 2.822027076474529395e+02, 2.806416740285534388e+02, 2.817382891350447949e+02, 2.812180337532363410e+02, 2.823187942364834271e+02, 2.817182936848879535e+02, 2.791954110878990036e+02
2.082000000000000000e+03, 2.818112962608969383e+02, 2.797071707121148165e+02, 2.816077304575021572e+02, 2.812346770792345296e+02, 2.792664055011464939e+02, 2.827906763197309488e+02, 2.821200124596941805e+02, 2.797005561307977359e+02, 2.776313005208126583e+02, 2.822452924887923018e+02, 2.814611163915275824e+02, 2.818683146710041569e+02, 2.809928820698335130e+02, 2.823803158703554459e+02, 2.824589139702143257e+02, 2.795214551534182874e+02
2.083000000000000000e+03, 2.815661242578974566e+02, 2.805686960656508404e+02, 2.818499774179265387e+02, 2.814563619627670050e+02, 2.791162952741913159e+02, 2.827097929858226166e+02, 2.831158651148390391e+02, 2.798219477622741920e+02, 2.780706499325905270e+02, 2.816078571404538593e+02, 2.807394322681484482e+02, 2.816819108801506673e+02, 2.809231498084708392e+02, 2.818716934243120136e+02, 2.815261813390204679e+02, 2.794546826104941033e+02
2.084000000000000000e+03, 2.820966188699946429e+02, 2.807907681642775515e+02, 2.817588167009077438e+02, 2.803872734029012008e+02, 2.789942252740067943e+02, 2.825049905310215763e+02, 2.829637703274888736e+02, 2.796571878223864474e+02, 2.773850614669851780e+02, 2.816354102283729048e+02, 2.806017278874568319e+02, 2.820232435443056715e+02, 2.806261884258678379e+02, 2.828641826855014187e+02, 2.818395577810534292e+02, 2.790681001899168336e+02
2.085000000000000000e+03, 2.825833116781856234e+02, 2.801610840300714926e+02, 2.815513354219838789e+02, 2.811922991281607551e+02, 2.795187153307030030e+02, 2.821271490892999054e+02, 2.832314437066723940e+02, 2.801591269177861250e+02, 2.778433267418552646e+02, 2.819785015422564811e+02, 2.811846929992510127e+02, 2.821449245241368544e+02, 2.815422548106481031e+02, 2.826333538056837824e+02, 2.815416111638381835e+02, 2.794601164089550593e+02
2.086000000000000000e+03, 2.819892527257550796e+02, 2.804611172055994643e+02, 2.823030174452142091e+02, 2.808753983548612041e+02, 2.789113499056028900e+02, 2.819462943208024512e+02, 2.823477075917505204e+02, 2.801613002533513850e+02, 2.781338071281694511e+02, 2.826550121637742450e+02, 2.804399160055209563e+02, 2.823528414003843068e+02, 2.807785714467026992e+02, 2.821473735778890841e+02, 2.816575030729029550e+02, 2.793738524955938374e+02
2.087000000000000000e+03, 2.821884229762978862e+02, 2.813456560530071329e+02, 2.818913510402337010e+02, 2.809195763181156735e+02, 2.792410347152757026e+02, 2.820529863486643194e+02, 2.820985020829729706e+02, 2.794153692910261952e+02, 2.777724070072886207e+02, 2.822961359147117264e+02, 2.806849742395353360e+02, 2.819110443682856726e+02, 2.808494445509909383e+02, 2.824231104452089198e+02, 2.823384431126006575e+02, 2.791530397400963466e+02
2.088000000000000000e+03, 2.814913549598558120e+02, 2.808512468577122831e+02, 2.813276546956411153e+02, 2.812834843378752225e+02, 2.789015775325424329e+02, 2.815346118127948785e+02, 2.826848897493548520e+02, 2.794528393342266668e+02, 2.781880152330991791e+02, 2.826179436480858840e+02, 2.807133208160437334e+02, 2.820506259346632305e+02, 2.810651583051123339e+02, 2.831196749621813069e+02, 2.815906397368636931e+02, 2.791041384344559333e+02
2.089000000000000000e+03, 2.822477783790125159e+02, 2.809009727413362612e+02, 2.820168397916170875e+02, 2.807564130707171444e+02, 2.791042228702647776e+02, 2.827914561462201277e+02, 2.832809940206109900e+02, 2.798507786232283934e+02, 2.777281539827114898e+02, 2.825081988099095156e+02, 2.809460307855740098e+02, 2.820609508434757231e+02, 2.812880677151799773e+02, 2.825698688116797825e+02, 2.814500202717454727e+02, 2.796384233123795866e+02
2.090000000000000000e+03, 2.817225126023091661e+02, 2.803131906561610549e+02, 2.820088803042760901e+02, 2.811767481275736031e+02, 2.791680124734185142e+02, 2.826886442933014223e+02, 2.821682742412149878e+02, 2.795786472653486499e+02, 2.782336911621731588e+02, 2.820003377516803766e+02, 2.813371701069700634e+02, 2.819237067771591683e+02, 2.814707061866241702e+02, 2.823150036586264378e+02, 2.816165752869129619e+02, 2.785922873896682859e+02
2.091000000000000000e+03, 2.811837262525505139e+02, 2.806729536456153369e+02, 2.819719261387597271e+02, 2.804977738279398523e+02, 2.791651027489803027e+02, 2.831242519707324732e+02, 2.824476936871891439e+02, 2.795009495142883793e+02, 2.769825592148502551e+02, 2.815885687287352539e+02, 2.807365802447105239e+02, 2.820205365599326228e+02, 2.809296025087913904e+02, 2.818519592189814489e+02, 2.813710321812342841e+02, 2.795876433183275935e+02
2.092000000000000000e+03, 2.816872598027904360e+02, 2.805822958440781463e+02, 2.819727697257917498e+02, 2.810677936139900339e+02, 2.789742581132297232e+02, 2.830853428108347885e+02, 2.828205422432764635e+02, 2.796265390073794492e+02, 2.770132308204730407e+02, 2.819854396672221242e+02, 2.805780541846950200e+02, 2.821588725034395111e+02, 2.815245532603643142e+02, 2.822262378596903432e+02, 2.817666638243304646e+02, 2.788319109502883180e+02
2.093000000000000000e+03, 2.817575660110872491e+02, 2.803071467639699677e+02, 2.817007433270067054e+02, 2.809301916561881285e+02, 2.800532920614421641e+02, 2.822767141515051321e+02, 2.826856922854892673e+02, 2.802792657714302322e+02, 2.772535636934875924e+02, 2.827751980599485364e+02, 2.813658382008559329e+02, 2.822190558656926100e+02, 2.811811460691558295e+02, 2.820271603015794426e+02, 2.821438140878666445e+02, 2.791967595080868705e+02
2.094000000000000000e+03, 2.813735048698431456e+02, 2.805898486359558319e+02, 2.818738442599304221e+02, 2.809708827417409225e+02, 2.800255586961736753e+02, 2.830760649933432092e+02, 2.826179020257218326e+02, 2.802400137173750636e+02, 2.782147902677959337e+02, 2.830079426876551452e+02, 2.811956619506053130e+02, 2.821096780923189158e+02, 2.814997310911625732e+02, 2.815696263939883579e+02, 2.824140397430669509e+02, 2.788463281497007529e+02
2.095000000000000000e+03, 2.817463519491666943e+02, 2.811219039736719196e+02, 2.821353327206406902e+02, 2.807426705849653104e+02, 2.792179305033111518e+02, 2.826302305192639324e+02, 2.826534336521827981e+02, 2.787040457172988113e+02, 2.773733206198913877e+02, 2.825350277149489102e+02, 2.813876670658384569e+02, 2.820417713558311448e+02, 2.811838318434418511e+02, 2.819615855118962600e+02, 2.819892533170392426e+02, 2.795222805029094957e+02
2.096000000000000000e+03, 2.817173711972687897e+02, 2.808179882455812049e+02, 2.812145564161916127e+02, 2.814082392997743227e+02, 2.792986467885403385e+02, 2.824253789821265741e+02, 2.828891733852725565e+02, 2.796808345669205664e+02, 2.777217340938917118e+02, 2.828335932958162857e+02, 2.807720650189712046e+02, 2.824928907597315515e+02, 2.811198332756057425e+02, 2.823299354389068299e+02, 2.817207695370182137e+02, 2.794677212219459079e+02
2.097000000000000000e+03, 2.817894198924623765e+02, 2.807543197845029113e+02, 2.819563978396052448e+02, 2.812362316391163972e+02, 2.795612759568866750e+02, 2.819203931834697414e+02, 2.821275517292319250e+02, 2.798274075601232198e+02, 2.778056376488931392e+02, 2.823184081939514840e+02, 2.805189597884619843e+02, 2.820834030921382691e+02, 2.812434979210577808e+02, 2.825433677105360744e+02, 2.811189970785984542e+02, 2.789376691564116868e+02
2.098000000000000000e+03, 2.822435825723156313e+02, 2.808478684038227016e+02, 2.812679805024512234e+02, 2.807441078938550163e+02, 2.793081862805373135e+02, 2.823266477390214959e+02, 2.832741238365477443e+02, 2.789952314735466530e+02, 2.776203741085734009e+02, 2.828060087931297630e+02, 2.808535237762859538e+02, 2.821446123251893709e+02, 2.807030024064838472e+02, 2.822007287624506375e+02, 2.816847328996960300e+02, 2.792173447902659973e+02
2.099000000000000000e+03, 2.820583088850077615e+02, 2.809030416185122476e+02, 2.810030972540635048e+02, 2.808253049727402981e+02, 2.792956259856829320e+02, 2.831807054429778532e+02, 2.829536725301457523e+02, 2.795123004995260203e+02, 2.774931702998275682e+02, 2.826937809790432539e+02, 2.807379311263997010e+02, 2.818799142000159463e+02, 2.811203010249363956e+02, 2.823372461801859004e+02, 2.814567240184115349e+02, 2.791080595579780947e+02
2.100000000000000000e+03, 2.817995242522636659e+02, 2.809869289789518234e+02, 2.815256321011995055e+02, 2.806012180462325887e+02, 2.791054508611845790e+02, 2.830472852178465928e+02, 2.823399129215551397e+02, 2.792880836615992735e+02, 2.773139632164456998e+02, 2.824867517574092517e+02, 2.811666482450967237e+02, 2.817364963892738956e+02, 2.811702521161330424e+02, 2.815544708141528076e+02, 2.819063697465249447e+02, 2.786925578301554083e+02
