year, CMCC-CM2-SR5, ACCESS-ESM1-5, NorESM2-MM, CanESM5, EC-Earth3-Veg, NorESM2-LM, CESM2-WACCM, MIROC-ES2L, UKESM1-0-LL, TaiESM1, CNRM-ESM2-1, MPI-ESM1-2-LR, IPSL-CM6A-LR, GFDL-ESM4
2.042000000000000000e+03, 2.766469886166968308e+02, 9.441209249211969734e+01, 1.026256001390797508e+02, 1.223402620041376849e+02, 1.347995400550345835e+02, 1.027697645436282414e+02, 1.113306178266168445e+02, 1.027345777512749834e+02, 2.068478705029063178e+02, 6.871801743820459762e+01, 1.469167021694632069e+02, 5.982449778770542537e+01, 3.878387168757029713e+01, 3.684460934627046669e+01
2.043000000000000000e+03, 2.767944836572185636e+02, 9.442385367147130637e+01, 1.026747893776557277e+02, 1.224258932968794653e+02, 1.348614750289964377e+02, 1.028098480507239998e+02, 1.113368086073972023e+02, 1.028150480722399180e+02, 2.068784048148504269e+02, 6.874917721773122992e+01, 1.470448126155996533e+02, 5.996730647295748895e+01, 3.883549349321670263e+01, 3.683989308637306692e+01
2.044000000000000000e+03, 2.768535159338054541e+02, 9.443694540435933504e+01, 1.027431530780227860e+02, 1.225121203411547413e+02, 1.349184550020432596e+02, 1.027748984389359066e+02, 1.113743562199500587e+02, 1.029041095437044646e+02, 2.071124101505744193e+02, 6.876481945062838008e+01, 1.471858622533703169e+02, 6.009097563621664762e+01, 3.888625618588721977e+01, 3.681780595956348634e+01
2.045000000000000000e+03, 2.768931352447684162e+02, 9.445006263480343023e+01, 1.028180147423569366e+02, 1.225893594525025918e+02, 1.349527385324002466e+02, 1.027534629112897449e+02, 1.113990734120329051e+02, 1.029627371847313668e+02, 2.071732322207890604e+02, 6.883562204041413679e+01, 1.473364023391894477e+02, 6.009813163807811520e+01, 3.891921417096430957e+01, 3.679941070272393944e+01
2.046000000000000000e+03, 2.770233760975687574e+02, 9.449362240627333165e+01, 1.029110657688284221e+02, 1.226903580344253726e+02, 1.350080585999664038e+02, 1.027217308574397663e+02, 1.114522452020995189e+02, 1.030385859261960917e+02, 2.072146159048868697e+02, 6.878512882301528464e+01, 1.474712332086832589e+02, 6.020466219287995102e+01, 3.896264701303101674e+01, 3.678601111888897890e+01
2.047000000000000000e+03, 2.771079440468988651e+02, 9.453424395898953492e+01, 1.029859901843714596e+02, 1.227995151938304730e+02, 1.350685319634673647e+02, 1.027436877170898128e+02, 1.115245280254284097e+02, 1.031398266505814263e+02, 2.073601902609472631e+02, 6.876048289046495654e+01, 1.475903108982572860e+02, 6.031658999346228711e+01, 3.901526632038557807e+01, 3.673580972253658672e+01
2.048000000000000000e+03, 2.771153270917627651e+02, 9.455489031565068103e+01, 1.030362984895238441e+02, 1.229084736384828602e+02, 1.350960933735630078e+02, 1.027995987420628410e+02, 1.116306228997400609e+02, 1.032348527125679709e+02, 2.075727879937250577e+02, 6.892236863336005115e+01, 1.477450741881521878e+02, 6.033204095566282632e+01, 3.905586270327916054e+01, 3.671711079340619222e+01
2.049000000000000000e+03, 2.771957848127204329e+02, 9.454771712213924673e+01, 1.030936591440432579e+02, 1.230056976879996995e+02, 1.351015992747329335e+02, 1.028462789716053720e+02, 1.117000590515480241e+02, 1.033359831418915320e+02, 2.075951789983303684e+02, 6.896167923195854144e+01, 1.478872429499055272e+02, 6.052314470878606301e+01, 3.909437971731544792e+01, 3.671540112812351708e+01
2.050000000000000000e+03, 2.773569210330225019e+02, 9.453954108134870182e+01, 1.031751740102681367e+02, 1.231319643590483821e+02, 1.351368496867016233e+02, 1.029427209788291009e+02, 1.117060509242437547e+02, 1.034430838361017209e+02, 2.077302749479180193e+02, 6.886487001633932437e+01, 1.480072755277859642e+02, 6.063463882645246628e+01, 3.913072805558873313e+01, 3.673729265774431951e+01
2.051000000000000000e+03, 2.773688371060172244e+02, 9.456724984761790154e+01, 1.032519148109802813e+02, 1.232659404518438748e+02, 1.351710609246478043e+02, 1.029884257253089856e+02, 1.117430684622294166e+02, 1.035419476570070429e+02, 2.078093858062253219e+02, 6.882011527515062710e+01, 1.481257076219279725e+02, 6.062199339950949195e+01, 3.917861926742902057e+01, 3.672570728457552036e+01
2.052000000000000000e+03, 2.774336738994310849e+02, 9.459860037856311976e+01, 1.032844215453802121e+02, 1.233696820289482901e+02, 1.352083737372542771e+02, 1.030371775036693833e+02, 1.117826928894065048e+02, 1.035975288264045986e+02, 2.080677012278937639e+02, 6.886899502127347716e+01, 1.482840697296338135e+02, 6.068936907284552973e+01, 3.922829580215666567e+01, 3.675973522540974159e+01
2.053000000000000000e+03, 2.774023027496059512e+02, 9.461552780543703989e+01, 1.033424252698524697e+02, 1.234905669639593242e+02, 1.352481331303804666e+02, 1.030386152051889042e+02, 1.117798854522088732e+02, 1.036746394092463817e+02, 2.082966360311511380e+02, 6.889875105489906559e+01, 1.484400277329014841e+02, 6.076916728550202862e+01, 3.927847020567903513e+01, 3.669720125171903646e+01
2.054000000000000000e+03, 2.774265990869568554e+02, 9.461264291664402037e+01, 1.033506085333341531e+02, 1.236288638139830596e+02, 1.352816513214262670e+02, 1.030349090520193016e+02, 1.118121510199962785e+02, 1.037641594958071920e+02, 2.085634632736341132e+02, 6.893357444537218726e+01, 1.485800111919217557e+02, 6.092312909711380087e+01, 3.931482091534340384e+01, 3.669908152041881522e+01
2.055000000000000000e+03, 2.776332871091431116e+02, 9.462570078966443532e+01, 1.033953139011871798e+02, 1.237654790691571236e+02, 1.352934394227305859e+02, 1.030969043503677796e+02, 1.118401381697988910e+02, 1.038731282302655785e+02, 2.087004424674937582e+02, 6.898331264556081521e+01, 1.486988026537141252e+02, 6.106835316170120365e+01, 3.936947263921153706e+01, 3.671177661552378879e+01
2.056000000000000000e+03, 2.777167814559068688e+02, 9.465518225509114814e+01, 1.034566717497491055e+02, 1.239203496245070966e+02, 1.352980896367780304e+02, 1.031342641610471276e+02, 1.117886774470672151e+02, 1.040047870781782393e+02, 2.089312670867520580e+02, 6.905713542435583463e+01, 1.488255973929075253e+02, 6.117835023137828188e+01, 3.943243984727745044e+01, 3.670020721671643571e+01
2.057000000000000000e+03, 2.776869324085957373e+02, 9.469267952833730817e+01, 1.034618340537907102e+02, 1.240724758596161479e+02, 1.353199701115723315e+02, 1.031532999250115950e+02, 1.117508450557701565e+02, 1.041095635946433049e+02, 2.090345166345505277e+02, 6.906812735860287944e+01, 1.490041021315138039e+02, 6.129070344340652099e+01, 3.946956202818713422e+01, 3.678619279793871044e+01
2.058000000000000000e+03, 2.778008616246605698e+02, 9.471492714953531333e+01, 1.034741627817054308e+02, 1.242119228236216344e+02, 1.353629446438430932e+02, 1.032228608521418352e+02, 1.117970082863031678e+02, 1.042092320357709383e+02, 2.092762443796561627e+02, 6.904994247897909077e+01, 1.491594135402899894e+02, 6.140116177407573161e+01, 3.951529082591318343e+01, 3.682839993052603944e+01
2.059000000000000000e+03, 2.779091156518884986e+02, 9.473701001886411177e+01, 1.035070990152164399e+02, 1.243717062976857477e+02, 1.354320907394415769e+02, 1.032878618470218441e+02, 1.118624648528541599e+02, 1.043693015031831379e+02, 2.092844692160821580e+02, 6.907443182722437314e+01, 1.493379245887293223e+02, 6.143998772602370195e+01, 3.956102874660575708e+01, 3.685984017971088633e+01
2.060000000000000000e+03, 2.779852428636860964e+02, 9.475858731943557700e+01, 1.035540175214366485e+02, 1.245184076641637461e+02, 1.354928090114918007e+02, 1.033421799289344705e+02, 1.119024345079619138e+02, 1.045026978091229211e+02, 2.092633530963636304e+02, 6.908676282575373762e+01, 1.494665211589731086e+02, 6.144050729426029278e+01, 3.960607826880682580e+01, 3.691063837757752708e+01
2.061000000000000000e+03, 2.779683825977008951e+02, 9.478252108893723005e+01, 1.036040966709362010e+02, 1.246889569683340966e+02, 1.355634278511599859e+02, 1.033629930950449562e+02, 1.119260056980645572e+02, 1.045999735935500610e+02, 2.092396387493356826e+02, 6.912462096091579156e+01, 1.495874432849067261e+02, 6.139374433245465212e+01, 3.965322090099724761e+01, 3.692809630982179669e+01
2.062000000000000000e+03, 2.778969972702143423e+02, 9.482080303389324172e+01, 1.036370336605254323e+02, 1.248400957283847248e+02, 1.356277397902175039e+02, 1.034399349854756451e+02, 1.119549634664891755e+02, 1.046679909884889952e+02, 2.093675702735476136e+02, 6.914833341226733410e+01, 1.497306472567865967e+02, 6.151609718904154533e+01, 3.968817969023989178e+01, 3.694210813648005853e+01
2.063000000000000000e+03, 2.778566983731914775e+02, 9.486129137439452563e+01, 1.036495430701854161e+02, 1.249774055522623115e+02, 1.356559645978555011e+02, 1.034793172422173058e+02, 1.119619454405175958e+02, 1.047391873248610494e+02, 2.095990188438480004e+02, 6.917057843891456059e+01, 1.499070473011576894e+02, 6.163181124032362135e+01, 3.971282346386391282e+01, 3.696366783174201487e+01
2.064000000000000000e+03, 2.779413450182915426e+02, 9.489023224955417390e+01, 1.036914487548372819e+02, 1.251263622530882458e+02, 1.356288674179930354e+02, 1.034363339432419338e+02, 1.120055778040493379e+02, 1.048258865714876720e+02, 2.095576183173864422e+02, 6.923009074718939360e+01, 1.500289696881974635e+02, 6.167856394564736888e+01, 3.975393758749952156e+01, 3.700707534375737140e+01
2.065000000000000000e+03, 2.781065372792477319e+02, 9.491591397204857117e+01, 1.036819539740761087e+02, 1.252935516461926113e+02, 1.355999110442862445e+02, 1.034300356173232416e+02, 1.120937768584872458e+02, 1.049393901537478371e+02, 2.096690333474732881e+02, 6.924982398494884706e+01, 1.501583012704672342e+02, 6.174712169862080913e+01, 3.979842881466996118e+01, 3.702626860858706692e+01
2.066000000000000000e+03, 2.782419868610956541e+02, 9.494209331704732335e+01, 1.037045145111011522e+02, 1.254504934544698216e+02, 1.356261268655274534e+02, 1.035062628720016562e+02, 1.120842904788671319e+02, 1.050970704185264424e+02, 2.097752073531327426e+02, 6.930220943385772614e+01, 1.502690525232530945e+02, 6.185590007812535163e+01, 3.984416236361806796e+01, 3.706245960811649809e+01
2.067000000000000000e+03, 2.781800989643534194e+02, 9.496304643773406440e+01, 1.037333483291182574e+02, 1.256145397583556900e+02, 1.356614012656905288e+02, 1.035531373607811787e+02, 1.120251734190189694e+02, 1.052078962122314323e+02, 2.098318764989396072e+02, 6.926825492556666575e+01, 1.504240503763001300e+02, 6.197864468465427024e+01, 3.989707157189984343e+01, 3.709776862542132392e+01
2.068000000000000000e+03, 2.781754555523467047e+02, 9.499741344402787036e+01, 1.037303982661463522e+02, 1.257794416731842517e+02, 1.356853710379303948e+02, 1.036064514728867607e+02, 1.120268287207252769e+02, 1.053106814810083733e+02, 2.102328437081331458e+02, 6.933148033681193567e+01, 1.506134310842608102e+02, 6.196021717537798423e+01, 3.994517531638813068e+01, 3.714645124457212688e+01
2.069000000000000000e+03, 2.782124523394246012e+02, 9.502989779624981281e+01, 1.037826849529690634e+02, 1.259177508491250563e+02, 1.357163281482641537e+02, 1.036631612424059199e+02, 1.120844683775713975e+02, 1.054258375823978895e+02, 2.105433938948503680e+02, 6.940333433170087574e+01, 1.507474019148200455e+02, 6.202655876637998489e+01, 3.998766426299928867e+01, 3.712851835624425689e+01
2.070000000000000000e+03, 2.783009811590831646e+02, 9.504927807985488641e+01, 1.038886588719964408e+02, 1.260577456202245230e+02, 1.357213089485938156e+02, 1.036381802358315127e+02, 1.120667891668259983e+02, 1.055245006390443052e+02, 2.105582713963844412e+02, 6.938847377406248995e+01, 1.508759391466610964e+02, 6.216205382139703062e+01, 4.001681330083425792e+01, 3.712915182017733429e+01
2.071000000000000000e+03, 2.784237357790804595e+02, 9.505672203066816905e+01, 1.039441764472094718e+02, 1.262135501454931443e+02, 1.357246780895075915e+02, 1.036277154547723711e+02, 1.120501625938798753e+02, 1.056432698023948973e+02, 2.105143172481601539e+02, 6.938335802684662212e+01, 1.509488366431249347e+02, 6.228462321440007798e+01, 4.005922907851971360e+01, 3.717258182495260854e+01
2.072000000000000000e+03, 2.784463725512424048e+02, 9.507806446721053817e+01, 1.039636810951833752e+02, 1.263934999013562361e+02, 1.357557991264865223e+02, 1.036576962986945887e+02, 1.120664568707466060e+02, 1.057632300447498039e+02, 2.105406157075723002e+02, 6.945301661760119316e+01, 1.510702337010318956e+02, 6.232187199132248878e+01, 4.010656213362591416e+01, 3.719886275659375485e+01
2.073000000000000000e+03, 2.784764576997988001e+02, 9.511125847617681472e+01, 1.039584479388329470e+02, 1.265615399745770446e+02, 1.358354202392669094e+02, 1.036639340762111061e+02, 1.120735391278493722e+02, 1.058435783248836231e+02, 2.105232098742115454e+02, 6.950807750572708699e+01, 1.512132273204017565e+02, 6.234325927193945205e+01, 4.015640491169006054e+01, 3.722056975158208303e+01
2.074000000000000000e+03, 2.784838395267518649e+02, 9.514584856794006384e+01, 1.039592902832808363e+02, 1.267277287222551507e+02, 1.358923749803392980e+02, 1.036587073113520034e+02, 1.120873623763697537e+02, 1.059044662062713371e+02, 2.105711184181381839e+02, 6.939966517544925750e+01, 1.513534853697436802e+02, 6.244581393256803636e+01, 4.020514436996720065e+01, 3.731077576303643895e+01
2.075000000000000000e+03, 2.785154360814732399e+02, 9.518363659848787961e+01, 1.040348162884226042e+02, 1.269147444390314092e+02, 1.358747475926628283e+02, 1.036837836977275202e+02, 1.120948622271375257e+02, 1.060198427152574681e+02, 2.107336389188272960e+02, 6.940482420140621400e+01, 1.515091258269561081e+02, 6.260849178709002416e+01, 4.023810080353752738e+01, 3.730513894130641006e+01
2.076000000000000000e+03, 2.784811788274996047e+02, 9.520268453422968946e+01, 1.041019122256879967e+02, 1.270729125532665478e+02, 1.358607984016825867e+02, 1.037093378667050700e+02, 1.121128758439327413e+02, 1.060722960645635169e+02, 2.107988106820933751e+02, 6.953566484940068904e+01, 1.516656889844794023e+02, 6.256691780013835569e+01, 4.030272003258040314e+01, 3.734140965310332660e+01
2.077000000000000000e+03, 2.786070848032027243e+02, 9.522005515872112369e+01, 1.041315311765709026e+02, 1.272157439064586129e+02, 1.358765694741465779e+02, 1.037553582565821415e+02, 1.121809011820670037e+02, 1.061155457053606881e+02, 2.109959793077244967e+02, 6.942989820984475102e+01, 1.517981873065708953e+02, 6.259579546631001534e+01, 4.035686182042761061e+01, 3.741838762880676228e+01
2.078000000000000000e+03, 2.787635854672888058e+02, 9.525176107910067458e+01, 1.041589292083459384e+02, 1.273562194245284189e+02, 1.358742014865783005e+02, 1.037712236727858510e+02, 1.121737444231646208e+02, 1.061922653997979893e+02, 2.112132150740179384e+02, 6.946254950582060417e+01, 1.519449064710970845e+02, 6.265628349987535728e+01, 4.040403718906021169e+01, 3.744494871881496323e+01
2.079000000000000000e+03, 2.788114235307568833e+02, 9.528308059744097136e+01, 1.041844057809178565e+02, 1.274841836451339958e+02, 1.358960472524798604e+02, 1.037762291886343462e+02, 1.121598888482498353e+02, 1.062475356180246138e+02, 2.111177869276583294e+02, 6.963488096365325930e+01, 1.520838589194789279e+02, 6.274059092691901185e+01, 4.047262360354375943e+01, 3.745605683747681525e+01
2.080000000000000000e+03, 2.788283000261184839e+02, 9.530046496931083766e+01, 1.042245389310652115e+02, 1.276545384911901380e+02, 1.359084558334704695e+02, 1.037892946696102854e+02, 1.122140240943243441e+02, 1.062894836348791330e+02, 2.112152434269805497e+02, 6.960801802413213579e+01, 1.522180588221204971e+02, 6.269783974202292853e+01, 4.052935614329107494e+01, 3.746441915674257928e+01
2.081000000000000000e+03, 2.788273425857660754e+02, 9.532468781882461428e+01, 1.042678455839700291e+02, 1.277965636094391897e+02, 1.359177508189710579e+02, 1.038048536477381703e+02, 1.122520392577560102e+02, 1.063507675265433789e+02, 2.113366914980637148e+02, 6.968744752675006282e+01, 1.523706037142396781e+02, 6.276344113989874529e+01, 4.058486378933262273e+01, 3.749407747626725040e+01
2.082000000000000000e+03, 2.788338333792125923e+02, 9.536052282833493621e+01, 1.042594955778176598e+02, 1.279146154568401528e+02, 1.359030627641349156e+02, 1.038780177815675927e+02, 1.122425513866768370e+02, 1.063847626048345347e+02, 2.111972572113214710e+02, 6.973375399320298129e+01, 1.524982326961173840e+02, 6.295788018127260699e+01, 4.064106568598134572e+01, 3.746851225463320390e+01
2.083000000000000000e+03, 2.788798794818239912e+02, 9.539665976512596046e+01, 1.042690402028183883e+02, 1.280034458732866653e+02, 1.359076330745003816e+02, 1.039049417637414479e+02, 1.122698613971177650e+02, 1.063845311095044366e+02, 2.112620836426559663e+02, 6.970056611228459076e+01, 1.526492219662826528e+02, 6.295475404146537102e+01, 4.068951324177410100e+01, 3.749853356209757749e+01
2.084000000000000000e+03, 2.789378310731768238e+02, 9.541552924874868324e+01, 1.043090774302129091e+02, 1.280884247149358544e+02, 1.359128260582745611e+02, 1.039206553469848586e+02, 1.123013519740521815e+02, 1.064314795157381610e+02, 2.115460132200584553e+02, 6.969187897064009007e+01, 1.528011063791700224e+02, 6.299145614298544871e+01, 4.073896431590853950e+01, 3.760585403146171046e+01
