year, INM-CM4-8, MIROC-ES2L, MPI-ESM1-2-LR, EC-Earth3-Veg, NorESM2-MM, NorESM2-LM, IPSL-CM6A-LR, GFDL-ESM4, CanESM5, ACCESS-ESM1-5, TaiESM1, CESM2-WACCM, CNRM-ESM2-1, UKESM1-0-LL, CMCC-ESM2, INM-CM5-0
2.025000000000000000e+03, 1.130821550725783498e+00, 9.615994467554335179e-01, 1.291872092911468206e+00, 1.612655839023782178e+00, 2.072942932414321593e+00, 2.442929777043224782e+00, 8.754008406275568532e-01, 1.720812097369086136e+00, 9.626113880050509719e-01, 1.263947707332132575e+00, 2.976267509639252573e+00, 2.305392582214540909e+00, 1.143719260540567495e+00, 2.265163980059090587e+00, 2.681884521567174939e+00, 1.116002962303311641e+00
2.026000000000000000e+03, 1.168053699131162748e+00, 9.960898299240354969e-01, 1.269056241963183007e+00, 1.555636658130904459e+00, 1.957465259240316557e+00, 2.466755796254835431e+00, 9.135669718175364329e-01, 1.791304381881593910e+00, 9.921710392597558048e-01, 1.285187357394928176e+00, 2.875067040374174265e+00, 2.370283673600928953e+00, 1.171415793320525811e+00, 2.297764277974947866e+00, 2.969784335524227714e+00, 1.150390610577959993e+00
2.027000000000000000e+03, 1.168219694244984286e+00, 1.008138747547331349e+00, 1.302981511018695526e+00, 1.570615044961043871e+00, 2.086288448285703812e+00, 2.449272210279402895e+00, 9.383500478252302379e-01, 1.761240020824180297e+00, 9.583211694117159674e-01, 1.314359927813046669e+00, 2.831162869996742160e+00, 2.415857549961073936e+00, 1.179893924425556850e+00, 2.334716255316988676e+00, 2.964304014339987692e+00, 1.119630626251811201e+00
2.028000000000000000e+03, 1.162609931449521072e+00, 9.931947867357870940e-01, 1.292273038470485247e+00, 1.559873271245258097e+00, 2.127072018147828203e+00, 2.457510935756178849e+00, 9.304541533001731146e-01, 1.778113555479087893e+00, 9.825918727561805399e-01, 1.331494413027825896e+00, 2.884791407657327778e+00, 2.357362433287925718e+00, 1.134778411724876701e+00, 2.308471572850406606e+00, 2.496065595665771575e+00, 1.153206370978829609e+00
2.029000000000000000e+03, 1.134902737846988696e+00, 1.026059156909781889e+00, 1.306679679058983190e+00, 1.596229845842061623e+00, 2.154711933881639840e+00, 2.489850641539764098e+00, 9.224111551632088180e-01, 1.781455653036271292e+00, 9.726910922783658098e-01, 1.297101066200816666e+00, 2.970652778649230719e+00, 2.268507970260963180e+00, 1.092676530601628393e+00, 2.299655815112720880e+00, 2.578424691966250126e+00, 1.156575006772286640e+00
2.030000000000000000e+03, 1.155303436788170268e+00, 9.901842018365745179e-01, 1.302652080149525382e+00, 1.636293884480632066e+00, 2.191265514271278469e+00, 2.458100484897774329e+00, 9.198156864702047297e-01, 1.778647629927562424e+00, 9.879265081423451722e-01, 1.298279849774084171e+00, 3.049396710461052873e+00, 2.280274953161352425e+00, 1.102961196806846456e+00, 2.316470833619973302e+00, 2.892175423126709610e+00, 1.118170686249925661e+00
2.031000000000000000e+03, 1.140086237366327859e+00, 1.003424203071333176e+00, 1.295887999749208097e+00, 1.710347542382972597e+00, 2.172841799978160182e+00, 2.489455125243638545e+00, 9.039858661716710930e-01, 1.783894888762225239e+00, 1.000217586371390688e+00, 1.293320277350309855e+00, 3.039422607058463566e+00, 2.185505855127713115e+00, 1.208307798307699521e+00, 2.299545979727680489e+00, 3.024783352181538820e+00, 1.158465239921915746e+00
2.032000000000000000e+03, 1.139643050743653463e+00, 9.850160402742351717e-01, 1.302911048457388921e+00, 1.671152958793810983e+00, 2.190029485095916773e+00, 2.550419918242779360e+00, 9.077697681733700730e-01, 1.817774807854853236e+00, 9.641981994240486076e-01, 1.310973155582686678e+00, 2.888972005121602571e+00, 2.358083012453489058e+00, 1.177648669378153157e+00, 2.292396608869597951e+00, 3.013815912996134827e+00, 1.169947390407549470e+00
2.033000000000000000e+03, 1.171843426817532174e+00, 1.002368746156758084e+00, 1.316586792619521384e+00, 1.673376571054256079e+00, 2.194634540718355176e+00, 2.480891906357613585e+00, 9.212915545540889539e-01, 1.770433221358357345e+00, 1.021734662354888190e+00, 1.313573876876605651e+00, 2.748413541309899788e+00, 2.346031486046021186e+00, 1.153990345744665857e+00, 2.315453636421796357e+00, 2.807878634694728870e+00, 1.168687153987764127e+00
2.034000000000000000e+03, 1.139403973445171747e+00, 1.022964485881085350e+00, 1.310245214331661634e+00, 1.709486507437480096e+00, 2.244818080222297230e+00, 2.485219286080964540e+00, 9.378010029747571030e-01, 1.802132286910125059e+00, 1.040478113575452834e+00, 1.330274814778695136e+00, 2.684530622222567775e+00, 2.465119717001891697e+00, 1.206134790229057119e+00, 2.328757030681497309e+00, 2.671250490369701858e+00, 1.144449280319920881e+00
2.035000000000000000e+03, 1.182812907056224550e+00, 9.970123173747303946e-01, 1.308699802407905954e+00, 1.779011603202164782e+00, 2.287248734671460060e+00, 2.508525817786605216e+00, 9.600422233634191560e-01, 1.803911402478481918e+00, 9.818023483068647472e-01, 1.316301688456046115e+00, 2.764575799171626436e+00, 2.362539345603755780e+00, 1.097991081829807536e+00, 2.333855067915752812e+00, 2.869568787548446132e+00, 1.164665229842281935e+00
2.036000000000000000e+03, 1.172153380747669393e+00, 9.875567498207582506e-01, 1.322399878814178642e+00, 1.710459464150748898e+00, 2.330645984870282739e+00, 2.447311072668170162e+00, 9.683032640131286062e-01, 1.760415032822742809e+00, 1.057704849566586613e+00, 1.333723554801781175e+00, 3.033722093449545909e+00, 2.318141399648941725e+00, 1.132471009975015486e+00, 2.325365743352891368e+00, 2.967146322050933094e+00, 1.167171294079222044e+00
2.037000000000000000e+03, 1.173171479686925700e+00, 9.934683884412953692e-01, 1.300362983987814580e+00, 1.773281316963517318e+00, 2.299486809692846467e+00, 2.495662167777446427e+00, 9.504845628114023670e-01, 1.807752916647218155e+00, 1.062610263432814728e+00, 1.364462506218220961e+00, 3.108739096102536958e+00, 2.346183018535707543e+00, 1.155197941514288562e+00, 2.332920265741013299e+00, 2.921558025240231782e+00, 1.169897112360656743e+00
2.038000000000000000e+03, 1.161802615524379245e+00, 1.006643081026267872e+00, 1.340133549086925058e+00, 1.736626410637628348e+00, 2.267070753740445976e+00, 2.456352490335162120e+00, 9.499156620057508382e-01, 1.795805165861760200e+00, 1.052691000163336499e+00, 1.352974083087672419e+00, 3.070437237696568289e+00, 2.462185046759044926e+00, 1.197875478868328347e+00, 2.349490669284889588e+00, 2.758369352178462464e+00, 1.149138403295906885e+00
2.039000000000000000e+03, 1.164293878040480568e+00, 9.928145335139700878e-01, 1.327264210382233189e+00, 1.653591360571845525e+00, 2.287443421858478043e+00, 2.515890250718819665e+00, 9.584745120822774078e-01, 1.832615295497095564e+00, 1.042030998646579221e+00, 1.290840280785103600e+00, 3.101485764037623660e+00, 2.400288927416856843e+00, 1.192598119810577062e+00, 2.336895072129486994e+00, 2.931475586906765685e+00, 1.150751405682002515e+00
2.040000000000000000e+03, 1.153180405310313628e+00, 9.828873971004958854e-01, 1.345305910277095007e+00, 1.683958107310918217e+00, 2.259499838268539840e+00, 2.528138658337711231e+00, 9.452788290941013249e-01, 1.831985010485784215e+00, 1.063874522416391688e+00, 1.292151326489685337e+00, 3.214941355428817982e+00, 2.484385871610498064e+00, 1.214370622541576905e+00, 2.349517322424957921e+00, 3.164670002625185496e+00, 1.149305164744072183e+00
2.041000000000000000e+03, 1.181462046459192727e+00, 9.910178532663248552e-01, 1.351009942894844773e+00, 1.677503040641576515e+00, 2.340600385106822667e+00, 2.475246056750017853e+00, 9.646084009390606395e-01, 1.880347475874670993e+00, 1.037246812223689751e+00, 1.339099806318070573e+00, 3.174765557026276053e+00, 2.493913812811070496e+00, 1.168216082997975747e+00, 2.374573748845477006e+00, 3.000990412727702505e+00, 1.181828303821108817e+00
2.042000000000000000e+03, 1.161004101194531568e+00, 1.007126665586532077e+00, 1.326923080823144696e+00, 1.666826308960943859e+00, 2.350197079138459433e+00, 2.462477452964048297e+00, 9.563459509016294380e-01, 1.855121273645514934e+00, 1.014859439836568233e+00, 1.346840229294972602e+00, 2.914772596393264692e+00, 2.576191165780607584e+00, 1.172539729635305727e+00, 2.357557891526581351e+00, 2.730084309937776510e+00, 1.198469624304701941e+00
2.043000000000000000e+03, 1.195771300825733796e+00, 1.032232868850893048e+00, 1.342386662640094874e+00, 1.725233325119126082e+00, 2.345672825675900963e+00, 2.495429319776559129e+00, 9.722165176826721433e-01, 1.890084979170468138e+00, 1.074762490036257345e+00, 1.358488437686299566e+00, 2.823751515299560921e+00, 2.592081387156156325e+00, 1.194914434963317174e+00, 2.361604509582270861e+00, 2.876773783710917964e+00, 1.168835212393021905e+00
2.044000000000000000e+03, 1.173646682719849732e+00, 1.026368449982166364e+00, 1.357829132931630101e+00, 1.699596651917077317e+00, 2.335169789775449090e+00, 2.562265013974838634e+00, 9.508710448866393161e-01, 1.908141645149119769e+00, 1.089282808892772181e+00, 1.339166541050675008e+00, 2.894859532550499992e+00, 2.553427437692868285e+00, 1.174180261595711539e+00, 2.333215736221628145e+00, 3.034643148568697324e+00, 1.174425947891950983e+00
2.045000000000000000e+03, 1.168629632821641451e+00, 1.015553081233316002e+00, 1.362413146858691970e+00, 1.685989102880985691e+00, 2.373150304109723052e+00, 2.560497826120539333e+00, 9.682092287993838697e-01, 1.883779049329338928e+00, 1.045311416979179286e+00, 1.370348051371965248e+00, 3.019201436180543929e+00, 2.562960815642139956e+00, 1.202027306906012338e+00, 2.362916150420939054e+00, 2.667138525763569135e+00, 1.164307956437907077e+00
2.046000000000000000e+03, 1.168826975549142499e+00, 1.052739014886339808e+00, 1.350325988194481575e+00, 1.725238614893737754e+00, 2.325874262480229770e+00, 2.650944876670509487e+00, 9.950418920625915264e-01, 1.988418925735169651e+00, 1.095779474700164347e+00, 1.387564262675187177e+00, 3.053959348715476363e+00, 2.595479451377495916e+00, 1.220322805657442444e+00, 2.354050345058729565e+00, 2.564444127964296438e+00, 1.173451589107142867e+00
2.047000000000000000e+03, 1.179953148028644483e+00, 1.043639326661273348e+00, 1.355445071147548086e+00, 1.691031518596240346e+00, 2.344659743543081820e+00, 2.737857892333843246e+00, 9.731453830517942105e-01, 1.883861719122419620e+00, 1.111511658210509346e+00, 1.361662784592101660e+00, 3.112709708389720387e+00, 2.609746051622959140e+00, 1.272614715751761771e+00, 2.388751605428520275e+00, 2.739453162016908916e+00, 1.142628523297594345e+00
2.048000000000000000e+03, 1.158725777725459594e+00, 9.899965505769260377e-01, 1.366421848969050723e+00, 1.722085970862413440e+00, 2.289950606028734459e+00, 2.656000616729191410e+00, 1.002838382710275811e+00, 1.930366004275008596e+00, 1.125668088129074151e+00, 1.344050838832483441e+00, 2.941158210966686060e+00, 2.548137238463696885e+00, 1.227839005953304641e+00, 2.397515207882059851e+00, 3.144217174688728189e+00, 1.166660694223859984e+00
2.049000000000000000e+03, 1.183795015348571678e+00, 1.011495723574215466e+00, 1.359489817880808582e+00, 1.686159634492367720e+00, 2.313757402409950981e+00, 2.680616327097908425e+00, 9.717463325585560252e-01, 1.874073139650096032e+00, 1.099012486079370410e+00, 1.331990155141201670e+00, 2.833293289934177395e+00, 2.504772916249872861e+00, 1.218932409708039843e+00, 2.385557317742624583e+00, 3.074754249371899562e+00, 1.173923328133880117e+00
2.050000000000000000e+03, 1.177436685605402600e+00, 1.016225896989095601e+00, 1.351898071700557091e+00, 1.748763981267678513e+00, 2.251767242510523737e+00, 2.573772726904768771e+00, 9.952819507811500044e-01, 1.959951244828382455e+00, 1.131658092181993869e+00, 1.371167306871749592e+00, 2.961469391859125277e+00, 2.510441180642520198e+00, 1.295402923449990862e+00, 2.386807726738890967e+00, 2.638193668928566993e+00, 1.124569534247725322e+00
2.051000000000000000e+03, 1.182780802796970399e+00, 1.025542261720260973e+00, 1.358805226526342391e+00, 1.712862783032647940e+00, 2.271655700031770309e+00, 2.590867211320687868e+00, 9.827346945481948426e-01, 1.956268690100568142e+00, 1.161306085421929701e+00, 1.379914286611764851e+00, 3.154305690174998400e+00, 2.475878393437120462e+00, 1.228267393840144717e+00, 2.413115158853294417e+00, 2.930049582639482786e+00, 1.166999559793191032e+00
2.052000000000000000e+03, 1.165012082783317915e+00, 1.016599921404898632e+00, 1.358512862870253635e+00, 1.805245891954813997e+00, 2.347969366782030498e+00, 2.619454488901775235e+00, 1.003694462950344590e+00, 1.946447559726535603e+00, 1.124214855894591913e+00, 1.380606044100508134e+00, 3.212345928453498090e+00, 2.504979739348411005e+00, 1.210691762962384121e+00, 2.358101226368153558e+00, 3.236619067261024885e+00, 1.160636421384107830e+00
2.053000000000000000e+03, 1.176749373164009072e+00, 9.880487142784405430e-01, 1.369769570490038335e+00, 1.734285585374301775e+00, 2.360851341360176825e+00, 2.616555025019615233e+00, 9.985562162921546303e-01, 1.956633275847722064e+00, 1.138597342307174243e+00, 1.353414448375525936e+00, 3.234377653853979240e+00, 2.553658102999702972e+00, 1.165548552366512780e+00, 2.349795921810008625e+00, 3.191440013057870395e+00, 1.181810833147538986e+00
2.054000000000000000e+03, 1.162745575268922638e+00, 1.015271813793383382e+00, 1.346072547497459082e+00, 1.675919679188297762e+00, 2.456522387595595269e+00, 2.735000902949675350e+00, 1.017382609600735011e+00, 2.028120712917221180e+00, 1.169770093918030884e+00, 1.375513428646658598e+00, 3.130829272650191175e+00, 2.510322471902929564e+00, 1.220560172288301271e+00, 2.396298128270186290e+00, 3.032000405333370008e+00, 1.170925658590256546e+00
2.055000000000000000e+03, 1.158854067976936575e+00, 1.012696967345677157e+00, 1.353547506850508952e+00, 1.684006890083763475e+00, 2.426932011775142506e+00, 2.649849320264602071e+00, 1.024394993535946874e+00, 2.071330425045642798e+00, 1.095132397547239345e+00, 1.386424111700425676e+00, 3.118892854997587172e+00, 2.552221440201067004e+00, 1.258721194359195161e+00, 2.415748860251096364e+00, 3.128727359580524059e+00, 1.150980384650897248e+00
2.056000000000000000e+03, 1.180207798065594504e+00, 1.029374042440083237e+00, 1.358125049538241980e+00, 1.722098191464881856e+00, 2.332754336630183278e+00, 2.738333645870566713e+00, 1.008831660592982127e+00, 2.018952994353061303e+00, 1.137934791026621983e+00, 1.388893426612334059e+00, 3.047396752961237798e+00, 2.627937402009676404e+00, 1.195922049400902187e+00, 2.435337940908448129e+00, 3.330164723495764534e+00, 1.169656835784477655e+00
2.057000000000000000e+03, 1.199286338759311565e+00, 1.056093512304224546e+00, 1.360818418388275663e+00, 1.691289460556050672e+00, 2.438522267064757720e+00, 2.737006670862347057e+00, 1.021288482436637057e+00, 2.094331605365451043e+00, 1.164999286627275588e+00, 1.389673007732109111e+00, 3.028983194191865902e+00, 2.699945130379324709e+00, 1.183301123612467975e+00, 2.469696347259932256e+00, 3.254843800301077117e+00, 1.172590905341681866e+00
2.058000000000000000e+03, 1.189008616858626022e+00, 1.003077732008793577e+00, 1.357195804251713156e+00, 1.680619653152144899e+00, 2.442147014917407599e+00, 2.727675631036395210e+00, 1.025924912972866254e+00, 2.146606229711617075e+00, 1.120902114334390465e+00, 1.395248761122667158e+00, 3.104287127850473560e+00, 2.679781906592327179e+00, 1.191016764969243802e+00, 2.426114475774345802e+00, 2.979181258872332982e+00, 1.171127041675974256e+00
2.059000000000000000e+03, 1.182614236046458212e+00, 1.031505575475304859e+00, 1.373050478388458506e+00, 1.693252083943312059e+00, 2.492778182898398587e+00, 2.699961182343918686e+00, 1.015401216654228556e+00, 2.176449878301346175e+00, 1.131082496648820657e+00, 1.405505636293980398e+00, 3.149354918805615355e+00, 2.590910456092089031e+00, 1.195932312816905707e+00, 2.419387836338406483e+00, 3.003225381397030880e+00, 1.203359630281289228e+00
2.060000000000000000e+03, 1.185385485283418028e+00, 1.009816198666646958e+00, 1.362268688876514089e+00, 1.687862947456125084e+00, 2.398210507796262547e+00, 2.618992016264595435e+00, 1.037147147936875013e+00, 2.123778804403870346e+00, 1.175963166669907745e+00, 1.422910775389051752e+00, 3.121741768326848021e+00, 2.650412710933216065e+00, 1.190731205251162050e+00, 2.459012760308284307e+00, 3.058411058900099011e+00, 1.167990578407678282e+00
2.061000000000000000e+03, 1.189157278576417953e+00, 1.034017209705936358e+00, 1.381668841735486986e+00, 1.673352764912015678e+00, 2.392825427309595021e+00, 2.605551009547912855e+00, 1.017812004397169234e+00, 2.156639596702186079e+00, 1.148675425400796035e+00, 1.423531617424261819e+00, 3.035025574692264527e+00, 2.717761475987469755e+00, 1.230530669166256530e+00, 2.480921411169773716e+00, 3.153356372547141184e+00, 1.201855231736317142e+00
2.062000000000000000e+03, 1.210509763101872416e+00, 9.875585773187035565e-01, 1.360030397194688323e+00, 1.684695256211117487e+00, 2.432469640172067127e+00, 2.603112174531749812e+00, 9.954041782994729193e-01, 2.170302919886621495e+00, 1.119645322267708742e+00, 1.412225154059846277e+00, 3.033474099657529344e+00, 2.654143939028108079e+00, 1.211754924443036341e+00, 2.464875508442253782e+00, 3.394136674428349654e+00, 1.151791188347164541e+00
2.063000000000000000e+03, 1.219883281645672168e+00, 1.029913942307395525e+00, 1.372736013420243095e+00, 1.663329698905718246e+00, 2.464017769045016237e+00, 2.613425847166219729e+00, 1.002205624821807861e+00, 2.104977430596371324e+00, 1.118551964899461737e+00, 1.406768381474320151e+00, 3.121610755865665610e+00, 2.642895144400222218e+00, 1.278268071058215494e+00, 2.443164704753735705e+00, 3.366254935452759778e+00, 1.165458081707086979e+00
2.064000000000000000e+03, 1.172187791859443884e+00, 1.004779746168436239e+00, 1.377699735592730068e+00, 1.655281848857391491e+00, 2.411672506613791622e+00, 2.632724605960010678e+00, 1.026583164355573619e+00, 2.096327615898418539e+00, 1.122885922945496162e+00, 1.393022889163809008e+00, 3.064750619275197430e+00, 2.494543798477451890e+00, 1.244158741975920357e+00, 2.508981447589135882e+00, 3.241439753652151534e+00, 1.175307732415981299e+00
2.065000000000000000e+03, 1.172021097290880887e+00, 1.007880687190753299e+00, 1.351435715575497687e+00, 1.656407254928284667e+00, 2.488632426638189621e+00, 2.627460717666988188e+00, 1.025430293310449104e+00, 2.176202192481498265e+00, 1.147034421571827334e+00, 1.387675124210941080e+00, 3.026063053150810589e+00, 2.478698350405023731e+00, 1.242206290185390971e+00, 2.507818583816782798e+00, 3.111241115518651235e+00, 1.166218092134456485e+00
2.066000000000000000e+03, 1.191949984392045803e+00, 1.009068689308227684e+00, 1.363438110006786941e+00, 1.658929147801645687e+00, 2.480630227260418597e+00, 2.648411560341184412e+00, 1.034172014897012604e+00, 2.191259003214341750e+00, 1.121502267738791137e+00, 1.378238654809746722e+00, 3.067988887855330304e+00, 2.477584078949417012e+00, 1.246881948635827575e+00, 2.486667349386743275e+00, 2.818316527465377419e+00, 1.146980431358996633e+00
2.067000000000000000e+03, 1.176098069810922242e+00, 9.940750118335447416e-01, 1.346064485462876492e+00, 1.710174998035418836e+00, 2.497866274100336792e+00, 2.639057026898260272e+00, 1.066259816402779448e+00, 2.237033408648762212e+00, 1.130596362581181458e+00, 1.399586409591293545e+00, 3.050296844230393489e+00, 2.589549484068359941e+00, 1.168088833349063771e+00, 2.506526050983386877e+00, 2.874392059565465285e+00, 1.185645461241845000e+00
2.068000000000000000e+03, 1.178358879103825085e+00, 1.025435580611520514e+00, 1.358359021981375925e+00, 1.718395561414581829e+00, 2.535043228630506906e+00, 2.643134355115204670e+00, 1.056990411661064888e+00, 2.183456453778224837e+00, 1.129814568617822479e+00, 1.405977669376665684e+00, 3.075135438673836763e+00, 2.587914056345677505e+00, 1.204269866640277575e+00, 2.481501932288996404e+00, 2.961788839877790291e+00, 1.162752862424997868e+00
2.069000000000000000e+03, 1.183630294239069070e+00, 1.030022995280836628e+00, 1.368183532074767506e+00, 1.654423005920792944e+00, 2.494201793159616543e+00, 2.629171409444913010e+00, 1.035166394749948537e+00, 2.117505801900080975e+00, 1.096682750049249089e+00, 1.387187381210295944e+00, 3.016672276292549970e+00, 2.571488991467156371e+00, 1.202079514467218946e+00, 2.462085068355857054e+00, 3.033669304046034298e+00, 1.188770688648850271e+00
2.070000000000000000e+03, 1.166331620664519120e+00, 9.925888867581817987e-01, 1.380547431674252534e+00, 1.740586895633992048e+00, 2.452783619205509247e+00, 2.661356427763706733e+00, 1.015688302946057053e+00, 2.096596728478584026e+00, 1.141724590745866852e+00, 1.354277299943673629e+00, 3.029755820096013075e+00, 2.589316715145015380e+00, 1.268282006506110005e+00, 2.462674882917705421e+00, 3.011828071586577504e+00, 1.153494156739685472e+00
2.071000000000000000e+03, 1.176478700472866290e+00, 9.830668748706897775e-01, 1.361397021151416808e+00, 1.710161467694149007e+00, 2.405185202335242245e+00, 2.576376111521654355e+00, 1.023448837536539147e+00, 2.111733016213995562e+00, 1.089728126952136833e+00, 1.363053179551616978e+00, 3.095807271915539172e+00, 2.627298350752900191e+00, 1.256748273757466450e+00, 2.462549854346666844e+00, 3.202130766013515650e+00, 1.154381930929436528e+00
2.072000000000000000e+03, 1.169752354835453367e+00, 9.988511250759116722e-01, 1.350776987195382528e+00, 1.700922708342084810e+00, 2.394528534367800887e+00, 2.519379369864800822e+00, 1.010991089129007037e+00, 2.097428634265797953e+00, 1.146776194680634964e+00, 1.392707493727235013e+00, 3.026746369532791192e+00, 2.577606339713653494e+00, 1.202672496738918628e+00, 2.481253617250577914e+00, 3.316127137327073093e+00, 1.132324962443089778e+00
2.073000000000000000e+03, 1.183440243093112132e+00, 9.968411633018458007e-01, 1.374255345438353260e+00, 1.739178942873185418e+00, 2.423868908650538501e+00, 2.584172079532629507e+00, 1.031571812775620822e+00, 2.190248715650361611e+00, 1.130713878792473315e+00, 1.391498071837534933e+00, 2.962298604742723107e+00, 2.601830326875935295e+00, 1.260882870672622280e+00, 2.520666285392818118e+00, 3.043991559580448758e+00, 1.161993666591087715e+00
2.074000000000000000e+03, 1.157163671207947164e+00, 9.970961769249410134e-01, 1.358569131286136100e+00, 1.657637993162914603e+00, 2.435720245633530734e+00, 2.620940894227550721e+00, 1.041041589497662567e+00, 2.148963754071010257e+00, 1.104440934428010390e+00, 1.376893430421396891e+00, 3.054404497823156817e+00, 2.637451578501771365e+00, 1.255173380177715181e+00, 2.503608066071117744e+00, 3.037322579063778782e+00, 1.174624160315610233e+00
2.075000000000000000e+03, 1.196532916607164543e+00, 1.016929990956069618e+00, 1.355020924478370636e+00, 1.686659647535683204e+00, 2.394437653954185841e+00, 2.553680954626617261e+00, 1.034173803982445738e+00, 2.101176699673489079e+00, 1.152120359173507635e+00, 1.385804704889118444e+00, 3.139517137691392179e+00, 2.645507229310247066e+00, 1.199558485298907629e+00, 2.494374084692980720e+00, 3.295338892219375371e+00, 1.150294536981230076e+00
2.076000000000000000e+03, 1.195407329142672559e+00, 1.015435234782345431e+00, 1.370447400936477100e+00, 1.700509561818049908e+00, 2.298861546933587352e+00, 2.576408564598546835e+00, 1.039145582153550462e+00, 2.172556106794349962e+00, 1.125830397483386980e+00, 1.384863831529056899e+00, 2.973123310969658650e+00, 2.715303159622875828e+00, 1.241935393722991110e+00, 2.515845654869170556e+00, 3.047463752068819254e+00, 1.170872138143676189e+00
