year, MIROC-ES2L, MPI-ESM1-2-LR, CNRM-ESM2-1, EC-Earth3-Veg, NorESM2-LM, GFDL-ESM4, IPSL-CM6A-LR, TaiESM1, INM-CM4-8, UKESM1-0-LL, ACCESS-ESM1-5, CMCC-CM2-SR5, NorESM2-MM, CESM2-WACCM, INM-CM5-0, CanESM5
2.077000000000000000e+03, 9.111111201532732906e+00, 1.251346137796962132e+01, 8.932939788439808737e+00, 1.430865351576072086e+01, 1.132640311683146273e+01, 9.803757735998075873e+00, 8.149320241744584692e+00, 1.371526495426189562e+01, 1.184740216171052829e+01, 1.289180374642597293e+01, 9.289346408894445517e+00, 1.180009374981097459e+01, 1.083056204193301397e+01, 1.170471881766880351e+01, 1.123415751248148631e+01, 9.921073784444473631e+00
2.078000000000000000e+03, 9.085224059165369681e+00, 1.248817686250897196e+01, 8.662448437404915325e+00, 1.436601278335178833e+01, 1.171038851840581430e+01, 9.529914351228560676e+00, 8.260125330703184332e+00, 1.365895647676703994e+01, 1.173603546151253063e+01, 1.294690143602673871e+01, 9.307080448056318289e+00, 1.193171127398695219e+01, 1.040879694502041453e+01, 1.198666711633360293e+01, 1.171927254408359786e+01, 9.608057783468145985e+00
2.079000000000000000e+03, 8.973933439396516221e+00, 1.243199889785701728e+01, 9.497124738042311165e+00, 1.433253745169983517e+01, 1.173512646628499745e+01, 9.513293049634354404e+00, 8.279417330969941702e+00, 1.338570288662019614e+01, 1.143449745457895084e+01, 1.351007801149342846e+01, 9.335435150531733228e+00, 1.237051993196064892e+01, 1.072846108531465603e+01, 1.186129475271372868e+01, 1.163868016078757783e+01, 9.729734860549019260e+00
2.080000000000000000e+03, 9.304925400952054559e+00, 1.274376195750808272e+01, 8.748008099056265863e+00, 1.386700055839342660e+01, 1.160811293766580121e+01, 9.227303452436673936e+00, 7.965528926256889797e+00, 1.336311780669044147e+01, 1.186430968642168793e+01, 1.348898473848897872e+01, 9.350995133010071569e+00, 1.198119557354193887e+01, 1.066345357896995694e+01, 1.136695241584160421e+01, 1.153607456017512689e+01, 9.879395031603891653e+00
2.081000000000000000e+03, 9.373815827240211007e+00, 1.311942661657438514e+01, 9.117026560690806747e+00, 1.408295426211265422e+01, 1.126657694885880545e+01, 9.373864451258938857e+00, 7.991957036213241494e+00, 1.297158278845983226e+01, 1.156667705493659426e+01, 1.308477983453147431e+01, 9.122074759337984062e+00, 1.260199189352152516e+01, 1.098476868283033170e+01, 1.145958652166178204e+01, 1.140452453491516138e+01, 1.013382189331362859e+01
2.082000000000000000e+03, 9.179266659823982266e+00, 1.288843344361370846e+01, 9.204749982137258257e+00, 1.359426957030850680e+01, 1.131210607343853880e+01, 9.021237554262182101e+00, 8.022331792347403123e+00, 1.315709434902920094e+01, 1.195252363442449983e+01, 1.414666534600656966e+01, 9.209783659081544727e+00, 1.261339295415915096e+01, 1.086792244692256482e+01, 1.191777708171755989e+01, 1.128940411829875146e+01, 9.912845941334637700e+00
2.083000000000000000e+03, 9.090453219609667457e+00, 1.284453656409153766e+01, 9.210488995584237060e+00, 1.405548826817879693e+01, 1.144480374440953696e+01, 9.438382264841543190e+00, 7.975186740221052339e+00, 1.294771659850199974e+01, 1.153364684695500308e+01, 1.429641442056049172e+01, 9.081903971396679154e+00, 1.257237245343938348e+01, 1.104899000217700866e+01, 1.124611736042870547e+01, 1.175433182015173372e+01, 9.846249497148027885e+00
2.084000000000000000e+03, 9.174984698554743190e+00, 1.262484970707041043e+01, 9.062812450623317417e+00, 1.435968610578236948e+01, 1.115673866034060246e+01, 9.437148879776703581e+00, 7.966505977254997539e+00, 1.317606048543696318e+01, 1.145777681408659099e+01, 1.386127520787754008e+01, 9.065106855335244518e+00, 1.175293992627562467e+01, 1.070170091353867825e+01, 1.139645337667214342e+01, 1.130682279952975655e+01, 9.399092779567460809e+00
2.085000000000000000e+03, 9.191197033511953052e+00, 1.259346991967259832e+01, 8.870449516543972734e+00, 1.411027710204088592e+01, 1.121198245470073473e+01, 9.191948885609948050e+00, 7.764527491972205375e+00, 1.345033232193148898e+01, 1.158559988929309981e+01, 1.315849991278309972e+01, 9.259175343979221040e+00, 1.153855844606215797e+01, 1.082777409481456310e+01, 1.141382989572528572e+01, 1.178545584860591866e+01, 9.859939745640296849e+00
2.086000000000000000e+03, 9.189435530362887405e+00, 1.205822733119912193e+01, 8.899768921737253535e+00, 1.452592050501571563e+01, 1.145113654624972099e+01, 9.355525414789044092e+00, 8.203622133165177743e+00, 1.372131830748684145e+01, 1.158132746154845449e+01, 1.367546337834572689e+01, 9.085595678382290430e+00, 1.178233965444152886e+01, 1.117845086067334570e+01, 1.107642438964018616e+01, 1.125808512154007346e+01, 1.014784945147244244e+01
2.087000000000000000e+03, 9.202100182235239956e+00, 1.242654779609459403e+01, 8.935652424208699429e+00, 1.445103969441712621e+01, 1.144450684795848971e+01, 9.317805949748604988e+00, 7.916088190350180298e+00, 1.390930998266602359e+01, 1.140916160729722328e+01, 1.336031402690938563e+01, 8.699998353078987279e+00, 1.173710757227005885e+01, 1.122332145184680741e+01, 1.141813091478042885e+01, 1.149233004915823741e+01, 9.803945561934147790e+00
2.088000000000000000e+03, 9.668650230603278217e+00, 1.197143632679105885e+01, 8.527113950096536499e+00, 1.449768856645441595e+01, 1.110239406727752964e+01, 9.122536826574700441e+00, 7.979201055180879187e+00, 1.338511145225703380e+01, 1.143611296608653127e+01, 1.277074524643419196e+01, 9.005653238845683362e+00, 1.207319212787724361e+01, 1.079608518764821845e+01, 1.170953009765871933e+01, 1.142305512617441110e+01, 1.018109005716404702e+01
2.089000000000000000e+03, 9.742094828699620734e+00, 1.255152642476897817e+01, 8.661896643490329950e+00, 1.426410105436882070e+01, 1.153976093496810762e+01, 9.525457124519984831e+00, 8.102845370124523328e+00, 1.307926122044374573e+01, 1.112926683921873305e+01, 1.303602301981598188e+01, 9.195979405025509479e+00, 1.277539822962653737e+01, 1.110577420747030963e+01, 1.126938690463431492e+01, 1.168549607620651365e+01, 1.013966847179704800e+01
2.090000000000000000e+03, 9.360609794444531673e+00, 1.279617482736172462e+01, 8.994794482981648187e+00, 1.449109636028560999e+01, 1.017764662449277502e+01, 8.933872292599424725e+00, 8.020984920423035902e+00, 1.264910593892836843e+01, 1.131273216374611224e+01, 1.392846494262411738e+01, 9.025793344366690008e+00, 1.259334411409879095e+01, 1.152898965484455474e+01, 1.128815107326504652e+01, 1.122910709341639546e+01, 9.804154565869106719e+00
2.091000000000000000e+03, 8.457759997056649937e+00, 1.242305478186896295e+01, 8.668559678465799223e+00, 1.421976751093212243e+01, 1.041158390139898771e+01, 9.512294720665829928e+00, 7.885990971248382664e+00, 1.308633923100189556e+01, 1.170619565490631153e+01, 1.349227077108159278e+01, 9.340964636554092593e+00, 1.150582925268954426e+01, 1.120130558896683937e+01, 1.105972970079519868e+01, 1.126635108764189752e+01, 9.501105898935193750e+00
2.092000000000000000e+03, 9.155087301683725087e+00, 1.245527372640481012e+01, 8.764441891680093022e+00, 1.398432757169610241e+01, 1.110879882436725019e+01, 9.208963459963340981e+00, 8.080397125581857409e+00, 1.351178623935901513e+01, 1.154881963682218249e+01, 1.311335912245076862e+01, 9.375823461916407808e+00, 1.136485167801315654e+01, 1.102309323049045275e+01, 1.100939815074543304e+01, 1.156881653298195367e+01, 9.553482690590501036e+00
2.093000000000000000e+03, 9.401863924941475048e+00, 1.351551669696719671e+01, 9.358153636513973694e+00, 1.356061185329056684e+01, 1.135080860576653272e+01, 9.274935348476617492e+00, 7.729777012785990387e+00, 1.341192543313092322e+01, 1.148315213062631912e+01, 1.426371814277240091e+01, 9.292726915482694139e+00, 1.230005192265893932e+01, 1.055294640297758768e+01, 1.114441500586338485e+01, 1.140340539946894971e+01, 1.005055833858497039e+01
2.094000000000000000e+03, 8.860914135388453516e+00, 1.271056659314696979e+01, 8.769475320712686539e+00, 1.403567886872776782e+01, 1.155986896223000393e+01, 9.235213506408012307e+00, 7.649219704887650906e+00, 1.340814980474996432e+01, 1.199335921767617386e+01, 1.421363276571754142e+01, 9.312712584875725952e+00, 1.256997338320226554e+01, 1.040133324369234913e+01, 1.132859768470449957e+01, 1.168834564439695178e+01, 1.006508781394953367e+01
2.095000000000000000e+03, 9.008394401985052369e+00, 1.282819454207240817e+01, 9.340693747638068700e+00, 1.418982723118926970e+01, 1.142873963173898311e+01, 9.024285154579512636e+00, 7.889015583748106408e+00, 1.335765940760582104e+01, 1.139222236927558285e+01, 1.395283177588652812e+01, 9.255813486783530664e+00, 1.144212650826893629e+01, 1.064337387558441250e+01, 1.138396715983706287e+01, 1.135493898768967291e+01, 9.143523360008902756e+00
2.096000000000000000e+03, 8.884407000046774527e+00, 1.286789977940528829e+01, 8.850981736112940368e+00, 1.390506241979329971e+01, 1.105145195905304867e+01, 9.210761837731318735e+00, 7.333955981476909969e+00, 1.349044925345305401e+01, 1.109270266463806642e+01, 1.389872325201072734e+01, 9.087998698182996549e+00, 1.215040405413293634e+01, 1.051248503723082273e+01, 1.133655463391674267e+01, 1.128016252782506967e+01, 9.680323917068667683e+00
2.097000000000000000e+03, 9.253236609321279005e+00, 1.204633777276052697e+01, 9.386859477440980370e+00, 1.429848695273000736e+01, 1.095448961153228318e+01, 8.612321780189182263e+00, 7.648075408097484207e+00, 1.358103574391904544e+01, 1.150301003301813196e+01, 1.377518022763744021e+01, 9.181250278169406087e+00, 1.237382537908929869e+01, 1.037227234495853345e+01, 1.099358943176457259e+01, 1.114937379584531030e+01, 9.874775653796895369e+00
2.098000000000000000e+03, 9.024600748459132404e+00, 1.209150907929940288e+01, 9.181652976246299502e+00, 1.427201897715930201e+01, 1.060027633067326391e+01, 9.257199745028598770e+00, 7.722812546060174199e+00, 1.320961863094418298e+01, 1.135228506375278812e+01, 1.299860706113583220e+01, 9.352485790507897079e+00, 1.191122333561859037e+01, 1.062086602940398095e+01, 1.133192287022239952e+01, 1.134912406047826217e+01, 9.557612382344625956e+00
2.099000000000000000e+03, 9.601703183681591369e+00, 1.256897380598764080e+01, 8.976684284378967149e+00, 1.454313069449784912e+01, 1.154384186387319211e+01, 9.394442435847475181e+00, 7.936111880115092276e+00, 1.332302768452702857e+01, 1.134345165587272319e+01, 1.285130669957341709e+01, 9.234403019979563254e+00, 1.245955017919568064e+01, 1.072635859457579066e+01, 1.121173831833555212e+01, 1.125123592595707400e+01, 9.357504087627587452e+00
2.100000000000000000e+03, 9.155202367685516762e+00, 1.262862619916456985e+01, 8.685015706318505835e+00, 1.464879383239313171e+01, 1.095159867626371586e+01, 8.733659936564009740e+00, 7.522452174350550358e+00, 1.322943028030902646e+01, 1.154952093920454459e+01, 1.330956129610208727e+01, 9.232140732590709220e+00, 1.240575950930684179e+01, 1.106122326234120479e+01, 1.088392306762887785e+01, 1.078835684693330599e+01, 9.416728426395977181e+00
