year, CESM2-WACCM, ACCESS-ESM1-5, MPI-ESM1-2-LR, MIROC-ES2L, INM-CM5-0, CMCC-CM2-SR5, GFDL-ESM4, NorESM2-MM, CNRM-ESM2-1, TaiESM1, EC-Earth3-Veg, NorESM2-LM, UKESM1-0-LL, INM-CM4-8, IPSL-CM6A-LR, CanESM5
2.025000000000000000e+03, 1.899762943299419526e-01, 1.111108417939222909e-01, 1.489521632910525972e-01, 3.921134121436979370e-01, 5.278927197637954816e-01, 1.991914538202526896e-01, 1.296521878012000251e-01, 1.515119132313529418e-02, 3.517549711070840357e-01, -3.922622984029604243e-02, -1.259467072993482317e-01, 4.717430072962817689e-01, 4.565642984136821791e-01, 4.536853170168468341e-01, 5.825456845895653907e-02, 2.467451215120850527e-01
2.026000000000000000e+03, 7.007358200171009965e-01, 2.963831222516676855e-01, 4.144792774286744086e-01, 5.538413089381744037e-01, 5.929466723141897377e-01, 7.566155052946132997e-02, 1.512560045717001589e-01, 7.801689443149834036e-02, 3.021620002538872862e-01, -3.845080640329630595e-01, -1.991763669816577209e-01, 1.977012376953129758e-01, 2.026836812481513372e-01, 8.286999294450532183e-01, 3.301517208098069811e-01, 4.068150089161490790e-01
2.027000000000000000e+03, 4.149807403258793381e-01, 3.462866949359982849e-01, 3.259688229952908967e-01, 4.555272274228903684e-01, 1.564032588340605323e-01, 3.560570402634169462e-01, 1.647174982349879913e-01, 4.057033447447927488e-01, 5.387457767939370923e-01, 2.531158335665962822e-01, -1.171870364737905013e-01, 4.973015051956328758e-01, 6.335363692264366353e-01, 6.274496763415799983e-01, 3.650064120831137404e-01, 3.291714179899880022e-01
2.028000000000000000e+03, -7.308882513118897251e-02, 3.696564661592612877e-01, 3.170920488039319363e-01, 4.362056073403283163e-01, 2.915652366113541394e-01, 8.149049669714808486e-01, 1.605244447294794929e-01, 2.868239160961785217e-01, 4.823103228437408130e-01, 2.231181036637978551e-02, -1.461094207667556488e-01, 2.211736255914169835e-01, 1.256796093174577800e-01, 5.293533971119906978e-01, 1.688417591575449017e-01, 7.086901292481828651e-02
2.029000000000000000e+03, 5.108659748800824935e-02, 1.379882792534492808e-01, 3.021259148320212251e-01, 4.907050463250458572e-01, 5.984261568491164862e-01, 3.693405208022065844e-01, 1.320720413063136423e-01, 4.031477723697711180e-01, 3.864369628417985147e-01, 3.644977323134717673e-01, -9.292138978467254229e-02, 2.103086258033897149e-01, 4.486266585341457391e-01, 2.159470298143349731e-01, 1.853249218836750534e-01, 2.974325711919318382e-01
2.030000000000000000e+03, -8.950628578375766087e-02, 1.953113543550584197e-01, 1.455627183188193396e-01, 3.617573986137584963e-01, 5.843253721387595689e-01, -2.877756392668461838e-01, 1.345056530123649174e-01, 3.529943260240684944e-01, 3.069727550628116863e-01, 1.300706988757304415e-02, 5.126151466333378481e-01, 2.557825135314194531e-01, 3.058428067156194197e-01, 5.608326900270858006e-01, 2.150760308966024048e-01, 2.660274430878031837e-01
2.031000000000000000e+03, 2.704183621598721943e-01, 6.711960069179348509e-02, 5.187577872524038458e-01, 6.594691686712842449e-01, 5.215788220309837131e-01, 2.844548084914245711e-01, 2.262836486703966588e-01, 1.985884934831040061e-01, 5.399940590203804458e-01, -1.179278054455844410e-01, 6.979353518498151443e-01, 4.709128189636854755e-01, 4.784038795544984790e-01, 4.371166057133016314e-01, 9.900288110005149578e-02, 2.773226387715387875e-01
2.032000000000000000e+03, 3.075977696343562551e-01, 2.730356472180421878e-01, 1.296557120512907280e-01, 4.371867429180271714e-01, 3.935718121693910776e-01, 5.728200379827230737e-01, 2.357259056833729272e-01, 2.590289668769833464e-01, 5.615651874916303132e-01, -6.168089033669817145e-02, 1.736082497799084079e-01, 2.336203746830475270e-01, 1.318929832332562946e-01, 2.131382797746178281e-01, 1.649060575066058909e-01, 2.495887864651309129e-01
2.033000000000000000e+03, 4.534105160347797758e-01, 2.463470159372622703e-01, 6.142458496977835081e-01, 3.580434673508243737e-01, 3.059922599192359538e-01, -5.797740768091740743e-02, -6.736538464069186105e-02, 2.970199247958829059e-01, 3.488080460062933374e-01, 1.586766636514541085e-01, 4.382400309004293171e-02, 1.560510261608815397e-01, 4.676202146459836895e-01, 6.328731265870367606e-01, 1.631733304276437868e-01, 1.000021384194428320e-01
2.034000000000000000e+03, 4.464005283156802228e-01, 3.419784284428969978e-01, 3.587886988876190508e-01, 3.311040541641706025e-01, 3.121754291767844802e-01, 5.596748759543834773e-01, 2.682980058432982151e-01, 4.889305833307117655e-01, 5.725201279501535012e-01, 2.103702005945677633e-01, 5.966533164616485418e-01, 3.400655178695671799e-01, 2.737565126503871960e-01, 2.218309775114172822e-01, 2.773994951901465056e-01, 4.980967716791939170e-01
2.035000000000000000e+03, 4.052171461212415032e-02, 5.933972365921662967e-02, 2.210151097101961670e-01, 3.297637102521163155e-01, 4.134691722726238083e-01, 3.784641072223049463e-01, 1.708582928971919823e-01, 5.787405676640506869e-01, 2.555528720053533154e-01, 4.867190336917259774e-01, 3.714805455033111103e-01, 4.146434667326380219e-01, 1.943532562978618483e-01, 4.709905509536370105e-01, 3.776696510648464011e-01, 5.768383903947237046e-02
2.036000000000000000e+03, 2.400499251930472006e-02, 2.748265219644179802e-01, 5.477303042346562956e-01, 3.054401436708140682e-01, 1.180724728920521660e-01, 2.081695998544467741e-01, -1.446918928985533037e-01, 3.668180955183612535e-01, 4.472534047349947528e-01, 2.997813370162248289e-03, 2.680586283183551966e-01, 2.312028711300062878e-01, 3.121666448627918866e-01, 5.673166312963154878e-01, 2.596159615650108776e-01, 5.032651451200749193e-01
2.037000000000000000e+03, 4.076369224215203313e-01, 3.744269022371086719e-01, 2.568557148432339954e-01, 1.216941969386404476e-01, 4.534286759613833651e-01, -2.601429312248988435e-01, 1.260868023202142141e-01, 2.637556665659861466e-01, 4.516755509681864567e-01, -3.832556738068240709e-02, 6.755663009872775460e-01, 1.274245761965246970e-01, 4.763087837766080135e-01, 2.110015360396992612e-01, 2.080581429799277793e-01, 4.322326930751034801e-01
2.038000000000000000e+03, 4.512426737951606981e-01, 2.745627904619122872e-01, 3.868885529675374357e-01, 1.702891403459413644e-01, 4.281309734720363802e-01, 7.270776232687455876e-01, -5.431516886396195454e-02, 3.191867998828966102e-01, 5.162922529471847266e-01, 7.724806262446394511e-02, 1.386104855674685776e-01, 4.174580978207435566e-01, 5.155559517926706636e-01, 4.579092518300807990e-01, 1.177589698182841954e-01, 4.955412793439886165e-01
2.039000000000000000e+03, 2.006731199024507917e-01, -1.611604552756495945e-02, 3.943944448089583554e-01, 7.143732927948798390e-04, 2.235615743772786934e-01, 6.153713581441595526e-01, 2.835535492683161629e-01, 3.599419080694445383e-01, 4.739648618456017148e-01, 2.075157071490463800e-01, -7.161370434954329733e-02, 3.900759174823787978e-01, 5.480279537372921839e-01, 3.366165056572595904e-01, 2.150137405106646304e-01, 3.613327096360037793e-01
2.040000000000000000e+03, 2.320193641856103939e-01, 6.791690317121118481e-02, 4.447896188482089452e-01, 2.047098395090704293e-01, 5.454227349542919434e-01, 1.610395691612094907e-02, 2.181783024289320194e-01, 3.368057883626172089e-01, 4.340452083322174914e-01, 1.848868128790847609e-01, 2.406310003231818817e-01, 5.135659026967176466e-01, -2.991960989318637534e-02, 2.480201913639568656e-01, 2.795323764886584739e-01, 3.758605789228664507e-01
2.041000000000000000e+03, 4.011319005256512304e-01, 3.770428029004893045e-01, 5.945782086602876548e-01, 2.190283730856900368e-01, 3.515204593807221278e-01, 5.739476047346397936e-01, 2.468882178758192991e-01, 3.293457332974070728e-01, 5.076814075545021954e-01, 3.782469793341749348e-02, 8.223354633529715574e-02, 1.127538321833249230e-01, 5.368947239981188835e-01, 6.321670235573660923e-01, 2.143467571878120426e-01, 2.597685339673271865e-01
2.042000000000000000e+03, 6.062198513893690688e-01, 2.650540849043658831e-01, 4.935313645695838525e-01, 2.881930369467022301e-01, 5.206262703258254243e-01, 5.731114215419114838e-02, 1.917413570673359990e-01, 4.357716117076638751e-01, 3.010270071424197003e-01, -2.071895080200253647e-01, 5.182725884738373923e-01, 1.014929256341164931e-01, 1.862277173034115330e-01, 3.818642452386410979e-01, 2.252615943861537295e-01, 6.682530391500630940e-02
2.043000000000000000e+03, 2.748609160992027123e-01, 3.489037945083745540e-01, 4.854616985061817047e-01, 1.055140551653879905e-01, 3.614708997579128558e-01, 3.875801091827986156e-01, 3.833687806995494385e-01, 3.185375022845074455e-01, 4.317101065639422086e-01, 3.175784478463763993e-01, 5.209536975803219505e-01, 2.541676409014384519e-01, 3.739900642710534129e-01, 4.305369264651142669e-01, 3.218744858238405948e-01, 3.206326340911077599e-01
2.044000000000000000e+03, 2.887968275016946640e-01, 1.745350104885235454e-01, 3.025692381738575021e-01, 2.745993347685296015e-01, 9.536688618777290627e-02, 4.313923498658005506e-01, 2.725294429146764563e-01, 2.934650425030999599e-01, 4.772954234769353765e-01, 1.822822420785156217e-01, 1.839975803840404045e-01, 3.088171730615431598e-01, 3.453445930116105789e-01, 3.277118975980790605e-01, 1.446323025835026185e-02, 4.486619269037071533e-01
2.045000000000000000e+03, 4.532075367627884099e-01, 4.658330962588915214e-01, 4.908028451682219240e-01, 2.011420739888399312e-01, 5.954727928344161203e-01, 3.173956138736839239e-01, -3.884465118171455400e-02, 4.319232163552498838e-01, 4.155054313376796982e-01, 1.709246609353759772e-01, 2.910234766568635667e-01, 4.898172487449486412e-01, 2.374613818954989519e-01, 2.434249266572741932e-01, 3.400671511392239776e-01, 3.984673211459286990e-01
2.046000000000000000e+03, 3.935510749591775159e-01, 3.751011148721470900e-01, 5.658816677675940765e-01, 4.334596047186377588e-01, 7.099563364832297552e-01, 1.876694936284609705e-01, 4.520700713619387190e-01, 3.461095653438205910e-01, 5.353835079289471777e-01, 4.499649491669921453e-01, 5.317412336615316981e-01, 6.986955592181732788e-01, 2.950190417051070657e-01, 3.935280112472427372e-01, 3.592765572075204972e-01, 3.507289908030440939e-01
2.047000000000000000e+03, 3.962153139533705626e-01, 2.031078705923542727e-01, 2.788331878465281632e-01, 2.231609302962868358e-01, 5.080536065130140111e-01, 5.094610874395579803e-01, 1.567129470869161878e-01, 3.245258979394974874e-01, 6.747881420951670206e-01, -1.470098190963070872e-01, 3.188767305628529281e-01, 4.404128826970685195e-01, 5.955688048290879166e-01, 2.293730404201219930e-01, 1.603325039626962156e-01, 2.910716599520382641e-01
2.048000000000000000e+03, 6.737465452657555309e-02, 1.338287720195285024e-01, 8.040270729107358294e-01, 1.127396598900586022e-01, 4.842368463414636892e-01, 5.983611582027743570e-01, 1.910777518828926103e-01, 3.986758827214221812e-01, 3.561449083984185582e-01, -2.223762304495263964e-01, 6.650579678698706476e-02, 3.873255748425932787e-01, 2.240901852762530455e-01, 4.349710215407920355e-01, 2.951583464629229936e-01, 5.070921311572530454e-01
2.049000000000000000e+03, 2.931880483911172841e-01, 3.553012379994103381e-02, 5.144515377064459161e-01, 2.957220050156131874e-01, 4.011215917198108771e-01, -4.122226617208352151e-02, 1.774003989930280148e-02, 3.613902812732643910e-01, 3.239585139018618665e-01, 3.710006860923873995e-01, 4.483041618038450804e-01, 2.827205233447218080e-01, 2.180218875789219080e-01, 3.166183715752828309e-01, 1.782416203754331463e-01, 3.555377375709161125e-01
2.050000000000000000e+03, 3.582108730035785116e-01, 3.418067119405604481e-01, 2.875919472288259726e-01, 1.803387622325040296e-01, 1.793071836772771044e-01, 5.675326388570998137e-01, 4.899940818581417501e-01, 2.491711157207955052e-01, 7.055545730826960904e-01, 6.249353436637056225e-01, 2.778546633047123127e-01, 2.689896009258265774e-01, 4.480884278504206342e-01, 2.887693730734405273e-01, 2.953076308033319441e-01, 3.719788619066480839e-01
2.051000000000000000e+03, 1.193885915357599664e-01, 3.771019010494992552e-01, 3.417762555090825272e-01, 4.207664619365247133e-02, 2.446744401885833642e-01, 5.092005446945987446e-01, 1.662525743588526561e-01, 4.010513437315415541e-01, 5.128456167021421264e-01, 3.059134446355916623e-02, 5.402409347517339588e-01, 2.631233513945537839e-01, 2.498861822931001397e-01, 5.249156942734408693e-01, 1.595750655538943907e-01, 6.452566150669315492e-01
2.052000000000000000e+03, 4.801116821905961896e-01, 2.972373115413646794e-01, 2.548845136531295297e-01, 3.347686571762432117e-01, 2.490013835530471009e-01, 2.515131452763894604e-01, 1.920285232578145818e-01, 4.056882500757808541e-01, 2.669412800093758920e-01, 4.754206994159547450e-02, 5.076195771024690773e-01, 2.798060062942924198e-01, 4.879372075698694688e-01, 3.493253520584284622e-01, 3.112825754082095830e-01, 5.006284048038877055e-01
2.053000000000000000e+03, 3.733505620436325945e-01, 1.956295444818803853e-01, 4.606779007826362071e-01, 7.422316239113753433e-02, 4.090692548586704613e-01, 7.506428500443230734e-01, 2.065638518621821518e-01, 3.761211841279357149e-01, 4.047104684753238257e-01, 1.011162618362076993e-01, 1.525664047573590254e-01, 4.168599909275678139e-01, 4.174170173453768951e-01, 5.643139261378470328e-01, 1.884475310153354566e-01, 2.246443889717275322e-01
2.054000000000000000e+03, 2.412410754493585496e-01, 2.753763200165210701e-01, 5.915246097849885532e-01, 3.131311658797221731e-01, 3.359830326957182201e-01, -1.089862654775439754e-01, 3.603385243403292582e-01, 6.891453205017171735e-01, 3.424959174540567752e-01, 3.204962885261021244e-01, 2.317337731755176461e-02, 5.289462311928329052e-01, 2.851045259273963794e-01, 3.345981530824596040e-01, 3.047337130424584428e-01, 3.869493413764918954e-01
2.055000000000000000e+03, 3.588673903184123604e-01, 3.231591236847309867e-01, 4.884477676357691922e-01, 1.689691809410712731e-01, 1.618840479448130920e-01, -9.200019498579788124e-02, 4.157966862951578135e-01, 1.067461414608909809e-01, 5.870363406372698378e-01, -1.432471924817209918e-01, 2.795764424090543265e-01, 3.185284337235592678e-01, 4.959765515171953854e-01, 8.558676867335476834e-02, 3.614493484546872915e-01, 2.150445639800044606e-01
2.056000000000000000e+03, 6.331011566944015900e-01, 3.861978632953887436e-01, 2.821297934015964959e-01, 3.142576378418809879e-01, 2.205163535079437687e-01, 9.140362566287205670e-01, 3.510515609974496076e-01, 3.390842044432505475e-01, 3.362058629423669842e-01, 2.063818995483506780e-01, 2.728001341848461658e-01, 5.499427088267495600e-01, 4.206276009195645815e-01, 4.575512628087924361e-01, 1.818828847020605988e-01, 3.159524630548914970e-01
2.057000000000000000e+03, 6.062044192355876548e-01, 2.590037020437990223e-01, 4.892938831701104663e-01, 2.010582513024565809e-01, 8.070727720388200244e-02, 3.237261291978775768e-01, 4.255204702237633252e-01, 4.000390525187919599e-01, 4.266608439301161071e-01, 2.887206388436938109e-01, 5.093448667530812157e-01, 3.855592040864094794e-01, 4.353619746233736709e-01, 3.433879591456036051e-01, 2.375887697604225635e-01, 3.928292706047730731e-01
2.058000000000000000e+03, 7.709631974006515842e-02, 3.354890582594790560e-01, 2.303106483541887406e-01, 2.213716923228109534e-01, 2.280656406189757179e-01, 2.489657825903303368e-02, 7.026620959151677059e-01, 3.570508700173142813e-01, 2.782455877849578374e-01, 1.620950672004503046e-01, 3.557622939270693729e-01, 2.728181530456471049e-01, 3.100293612776887642e-01, -1.300630940917781309e-01, 2.883786234021026851e-01, 2.594924706580599705e-01
2.059000000000000000e+03, 4.512118181256056793e-01, 2.785919658874774218e-01, 2.332710305437817044e-01, 2.265418144463972050e-01, 3.969110101729518836e-01, 1.247525659824204186e-01, 4.520161226613181871e-01, 4.275183594912057572e-01, 3.494119402233258342e-01, 1.078594149823234177e-01, 4.859258970343673378e-01, 1.522758342885010274e-01, 3.080913450766155637e-01, 1.926131589174003012e-01, 1.496843331382179121e-01, 1.833128211759103288e-01
2.060000000000000000e+03, 3.997233154951366219e-01, 3.063414915283278472e-01, 8.146018857107507893e-02, 1.023694273749587436e-01, 1.657643645753308775e-02, 6.008315110377212553e-01, 4.107092709331332525e-01, 2.769488074617290629e-01, 2.409663925958549224e-01, 1.147847522978824308e-01, 5.566587650760177475e-01, 3.597555934085863716e-01, 2.487893722966177668e-01, 3.751257235336449281e-01, 2.294477699484958888e-01, 3.086536582264516881e-01
2.061000000000000000e+03, 3.242835551896491308e-01, 3.665249067012181228e-01, 3.921054886418852137e-01, 4.851899557527128426e-02, 3.826366849392735525e-01, 4.278470156830213034e-01, 4.840532629230955841e-01, 1.190887723649524527e-01, 4.760517924091186570e-01, 4.779102986533096536e-02, 2.415237592007784817e-01, 5.002064160565613538e-01, 2.432895098630267483e-01, 4.512550223218383394e-01, 1.789202160823616383e-01, 2.007243643904813302e-01
2.062000000000000000e+03, 2.196260025795700455e-01, 2.411105090142274809e-01, 2.872351108244269313e-01, -1.184707371326325712e-03, 2.481456327041693666e-01, 6.332490137915360862e-01, 2.753709485076522578e-01, 3.632752614995826690e-01, 4.039365194993743136e-01, 2.763302089012237284e-01, 3.025874938003474957e-01, 6.947557415016451798e-02, 4.898363893149103587e-01, 3.323230715830075011e-01, 1.248822909745018889e-01, 2.517406690524602864e-01
2.063000000000000000e+03, 3.025554291407708818e-01, 2.179402401681159729e-01, 4.626818139772544969e-01, 1.164697808743874324e-01, 2.359372438062632138e-01, 2.295790882606001115e-01, 6.966404846380740146e-02, 3.758511695089379878e-01, 2.827601680629276415e-01, -8.326535779397253867e-02, -2.568372455434704826e-01, 2.106463052823258075e-01, 2.460902862796581214e-01, 3.391110702755171791e-01, 2.192238935292440405e-01, 1.573790831914760324e-01
2.064000000000000000e+03, -1.981335368274874525e-02, 1.316239328737136283e-01, 2.559996747730839406e-01, -2.134218665269209114e-01, 3.049992243432090855e-01, 1.159826418710527690e-01, 2.508480688458648022e-01, 2.239275618950536673e-01, 4.033103086901345669e-01, 2.404439130148827430e-01, -3.718513461677130372e-01, 3.984259705999263490e-01, 4.738497844389423230e-01, 2.823102511390330194e-01, 2.253680091120490725e-01, 1.327997319902602946e-01
2.065000000000000000e+03, -9.065553387607090674e-02, 1.422337723871250903e-01, 1.982267020558696746e-01, 1.199382146119349485e-01, 3.510129375147355013e-01, 4.078111098285275987e-02, 4.547237794728520299e-01, 4.314602120195840662e-01, 3.397802564302536688e-01, -1.742239840517832983e-01, 3.984930142360622596e-01, 4.913140082239667583e-01, 2.490848846019579899e-01, 3.696826672161777211e-02, 1.802509175010539588e-01, 3.487327695064196265e-01
2.066000000000000000e+03, 4.522622941420197940e-01, 1.274446963911093911e-01, 4.126139773364267405e-01, 1.371715427048175173e-01, 2.052455457056477084e-01, 3.680254490686761248e-01, 3.365799093744482606e-01, 3.010835297687179390e-01, 2.667037879257971866e-01, 2.365721122665476739e-01, 4.360660900469641166e-01, 2.888709321311491163e-01, 3.300130409226434414e-01, 2.929855115241238872e-01, 2.352758516733225169e-01, 1.947192674992017369e-01
2.067000000000000000e+03, 4.218355382198032411e-01, 1.845485233937519121e-01, -5.018319147508318312e-02, 8.724334639418030932e-03, 2.536661117807697541e-01, 7.175705785157296956e-01, 6.514176667021988054e-01, 3.755066031646489555e-01, 1.859992427240865498e-01, 1.438044410682569885e-01, 5.206074522618872047e-01, 3.053851407941897134e-01, 5.182188465186609028e-01, 2.205841619628294004e-01, 2.930619674817194764e-01, 1.148255165826961577e-01
2.068000000000000000e+03, 3.431506805484399458e-01, 2.327846426023819082e-01, 2.241295424571204675e-01, 1.009182765005242760e-01, 1.546833739482177394e-01, 2.842532702315712645e-01, 2.460880206139166582e-01, 5.131745332876346266e-01, 1.792315216290241153e-01, -9.820736041626725032e-02, 4.430380020595908741e-02, 1.386695959241840415e-01, 4.931340402851642213e-01, 3.752288554726349035e-01, 2.049155981220908695e-01, 2.802508989462124123e-01
2.069000000000000000e+03, 5.332945517581635236e-02, 1.384698634484582969e-01, 2.018711393446548930e-01, 2.314697106003266724e-01, 1.939338438148373867e-01, 3.593437156674992305e-01, -1.583120620615460772e-02, 1.612099730583766710e-01, 1.888896641165226653e-01, 3.282869949068147053e-02, 1.289665951527409204e-01, 1.146403964713588880e-01, 3.122949728619900389e-01, 3.759126412023774955e-01, 2.245841961289591834e-02, 1.479792621610779603e-02
2.070000000000000000e+03, 4.231160980474146238e-01, -1.336037475808219410e-01, 5.404488520669598062e-01, -9.978486383222140432e-02, 2.496137954353339072e-01, -4.762130758096101701e-02, -8.155828873465772316e-03, 1.526023519921568261e-01, 2.001358694632191515e-01, 2.460849491793219435e-01, 5.164425434197307263e-01, 1.595960725531666013e-01, 3.488870819569293152e-02, 2.623972622420319700e-01, 1.188029867125049294e-01, 2.447336003320695064e-01
2.071000000000000000e+03, 3.041530066288380407e-01, 1.176210868248170061e-01, -1.782242121359773612e-01, 1.449047188507180534e-02, 1.007647386996060601e-01, 3.530959383408712182e-01, 1.381483426498577582e-01, 1.291759976321772696e-01, 2.507151175035482460e-01, -2.128467387088112117e-02, -5.019099712971199223e-02, 3.635316984880356678e-02, 2.287631558670683574e-01, 2.286086201937962414e-01, 1.416127529409019481e-01, 7.284099412220450959e-03
2.072000000000000000e+03, -2.062396532057091288e-03, 1.903979039128762540e-01, 1.038202943191467581e-01, 1.656730659199489863e-01, 1.542332107711852085e-01, 2.728641088774256818e-01, 2.735880271996034285e-02, -7.542055517474293216e-03, -5.564928903749793987e-02, -1.496504981883981233e-01, 9.523986167952437354e-01, 6.339585657561518095e-02, 2.747865790634968983e-02, 2.202316767221427773e-01, 7.305070974322978861e-02, 2.111193016448420501e-01
2.073000000000000000e+03, 3.156353725848264902e-01, 1.202277509137166939e-01, 1.907476350243722529e-01, -2.176107969005493803e-01, 2.446236412525309434e-01, 2.484803501011079163e-01, 3.090489904909682339e-01, 3.718088351779903489e-01, 2.493649596320381689e-01, 1.556358484385727547e-01, -2.258122686156066247e-02, 3.816736854849822613e-01, 3.966752267523276920e-01, -9.224359477633425897e-02, 1.917077852049803299e-01, 2.120996808453677329e-01
2.074000000000000000e+03, 2.644675960955619742e-01, 1.981164445389256845e-01, 9.003520788076517511e-02, -1.100367341357517091e-02, 5.162497226275366558e-01, 1.270139224910727949e-01, 3.397757330749107685e-01, 2.892716698743078019e-01, 1.635931127466972723e-01, 5.172209422084498298e-01, -9.833605366445566376e-02, 1.790954236787038190e-01, 3.363743252096625391e-01, 6.653435858230417888e-02, 1.509482436783098902e-01, -6.202722337525511803e-02
2.075000000000000000e+03, 2.663350532604324417e-01, 4.322495184042177141e-02, 6.089074981029143213e-02, 2.622148678632924557e-01, 2.674433887800126142e-01, 3.602696543828535769e-01, 8.835745921715115747e-02, 8.532557735010530553e-02, -1.117570125686410676e-01, -4.640120770981019938e-01, -5.779934642825499541e-02, 5.688010038798799184e-02, 6.481003003648638794e-02, 1.778822319851682543e-01, 1.117069202406511391e-01, 2.336383198124979479e-02
2.076000000000000000e+03, 1.954806066622563065e-01, 6.807080059885600720e-02, 1.120132726062500646e-02, 1.277486410591043287e-01, -6.741132339418301478e-02, 1.819743803451730202e-01, 9.485487517785044786e-02, -4.873562936153582464e-02, 1.328274206013872194e-01, 1.806154864514634417e-01, 3.330984638951688392e-01, 2.122208230555298891e-01, 3.477270190222557789e-01, 1.342103965215389327e-01, 1.992772329663306807e-01, 1.992152497758702401e-01
