year, CMCC-CM2-SR5, IPSL-CM6A-LR, CESM2-WACCM, TaiESM1, NorESM2-LM, EC-Earth3-Veg, CNRM-ESM2-1, NorESM2-MM, ACCESS-ESM1-5, MPI-ESM1-2-LR, MIROC-ES2L, GFDL-ESM4, CanESM5
2.088000000000000000e+03, 5.940608905964902320e+00, 8.520544056618794215e+00, 4.046006230969083184e+00, 1.991402370965578594e+00, 4.374133273695129276e+00, 4.968857637213660361e+00, 3.055766707160810824e+01, 4.167537643636619826e+00, 5.745990338760158522e+00, 2.792650407094501475e+01, 2.372408917311937770e+01, 1.637285584963604634e+01, 8.721389635647224026e+00
2.089000000000000000e+03, 5.529671299093339876e+00, 8.548500442200875682e+00, 4.117218058941237935e+00, 2.001013140556355818e+00, 4.382540229528061104e+00, 4.902951203640726341e+00, 3.057812901067985223e+01, 4.139890207289318447e+00, 5.750486136275910098e+00, 2.785954169646877787e+01, 2.367509562623353148e+01, 1.634689770398837538e+01, 8.729072658263667961e+00
2.090000000000000000e+03, 5.700749448221786864e+00, 8.572464580751091745e+00, 4.266991475408361545e+00, 1.913733065639171116e+00, 4.569384196521827590e+00, 4.947802444930461618e+00, 3.062883796297698424e+01, 4.089054174841071365e+00, 5.784307791602513404e+00, 2.789969446768674288e+01, 2.366679832642659065e+01, 1.641105835907194788e+01, 8.915037287022505197e+00
2.091000000000000000e+03, 6.262488794809220494e+00, 8.589632960052901112e+00, 4.278598129024240748e+00, 1.819987898803214321e+00, 4.479040154784797778e+00, 4.980654464868595532e+00, 3.069926225206384629e+01, 4.159896640967638781e+00, 5.792074483081937508e+00, 2.782779294452733510e+01, 2.369439081316233953e+01, 1.643116122172591531e+01, 8.994675515940837585e+00
2.092000000000000000e+03, 6.603679239312364224e+00, 8.619483348799017008e+00, 4.247781803448879678e+00, 1.743181853028646033e+00, 4.137406228677012798e+00, 5.059227113933639330e+00, 3.071945943496217524e+01, 4.247475108702564839e+00, 5.822174768367421649e+00, 2.785159038867118042e+01, 2.364585854094735495e+01, 1.652326631403370527e+01, 9.160057162252359220e+00
2.093000000000000000e+03, 5.991536203428044161e+00, 8.663452645649922346e+00, 4.076031939590146536e+00, 1.845407504532961429e+00, 4.076267430033698957e+00, 5.062563722594974891e+00, 3.066085695187349103e+01, 4.277839921402176060e+00, 5.831211708794696413e+00, 2.786552269699225093e+01, 2.365389288046670302e+01, 1.654097159373887038e+01, 9.084227026141762806e+00
2.094000000000000000e+03, 5.479536277881408068e+00, 8.613006400076576696e+00, 3.963617279212807709e+00, 1.800651217019058503e+00, 4.094857145108528940e+00, 4.984285355388859529e+00, 3.072557566680297114e+01, 4.173805150505423889e+00, 5.832336831068127836e+00, 2.799048541108414767e+01, 2.373280124391981971e+01, 1.661705816713914530e+01, 9.094751933765229168e+00
2.095000000000000000e+03, 6.130109909530476742e+00, 8.561761263376407527e+00, 4.050428654080082680e+00, 1.861849804439506206e+00, 4.182952050758416362e+00, 4.804634811812337425e+00, 3.063896656529815488e+01, 3.971776865498360287e+00, 5.834626490397493370e+00, 2.800612987688549538e+01, 2.380174462304567129e+01, 1.677302331379102185e+01, 9.145219983793346330e+00
2.096000000000000000e+03, 6.033212717743592357e+00, 8.550494788830128812e+00, 4.219268472773758383e+00, 1.809425422292552987e+00, 4.253822701787330907e+00, 4.746484996154216596e+00, 3.070294577837968930e+01, 3.988251879029484304e+00, 5.813934888206589768e+00, 2.797590022339343463e+01, 2.391016201499528293e+01, 1.687202529708619281e+01, 9.118697478447694849e+00
2.097000000000000000e+03, 5.580790109249531561e+00, 8.481039335926675804e+00, 4.260442620233420463e+00, 1.795375445312820784e+00, 4.312083126639323361e+00, 4.743179342838710788e+00, 3.064868024421124915e+01, 4.090404518918231425e+00, 5.809324605118780127e+00, 2.806878805073620242e+01, 2.389973641258874082e+01, 1.699434376506443556e+01, 9.055537062829479567e+00
2.098000000000000000e+03, 5.848529132622523719e+00, 8.500078602290225049e+00, 4.263214830115788168e+00, 1.922739636898266991e+00, 4.333742134370553778e+00, 4.782376328806890342e+00, 3.069671044923970982e+01, 3.931612140849229498e+00, 5.831594898815070316e+00, 2.800885571391148332e+01, 2.375087848119095923e+01, 1.697815433355812687e+01, 8.865331146047971345e+00
2.099000000000000000e+03, 5.827133667628167757e+00, 8.464299584127513043e+00, 4.108206181346225172e+00, 1.812277085303937607e+00, 4.277455043552516933e+00, 4.795358884134944155e+00, 3.070854331377769597e+01, 4.054825269509932717e+00, 5.862349613660305714e+00, 2.783424365309132043e+01, 2.364371262667068763e+01, 1.694733985429855494e+01, 8.965725359701284702e+00
2.100000000000000000e+03, 5.775965533282257702e+00, 8.507098402877746324e+00, 4.110513031298578923e+00, 1.836894881081652553e+00, 4.257534111214699379e+00, 4.752747715626709279e+00, 3.071651144211654483e+01, 4.073989239758216030e+00, 5.886126559632441690e+00, 2.783846706928234482e+01, 2.375179250003123244e+01, 1.707304075466479532e+01, 9.063597167299025870e+00
