year, TaiESM1, GFDL-ESM4, GFDL-ESM4, NorESM2-MM, CESM2-WACCM, NorESM2-LM, CNRM-ESM2-1, EC-Earth3-Veg, TaiESM1, CNRM-ESM2-1, NorESM2-MM, MPI-ESM1-2-LR
2.026000000000000000e+03, 1.742192444880445717e-10, 4.567314196018010448e-10, 4.585581294685680030e-10, 4.479146226333270620e-10, 9.273640694122803689e-11, 1.671798103124531735e-10, 2.479725545364714359e-10, 2.981252814470860985e-10, 1.742192444880445717e-10, 2.479725545364714359e-10, 4.479146226333270620e-10, 2.508486848340454439e-10
2.027000000000000000e+03, 1.788697190220144793e-10, 2.711057218279836109e-10, 2.729676297947164974e-10, 2.266505426593513564e-10, 2.250320166913505487e-10, 1.715197123666211376e-10, 3.216133451715024068e-10, 4.897792360581702221e-10, 1.788697190220144793e-10, 3.216133451715024068e-10, 2.266505426593513564e-10, 3.082299282073484743e-10
2.028000000000000000e+03, 1.145253825431112426e-10, 2.815159495728504221e-10, 2.834991476042335774e-10, 4.024400606120065504e-10, 4.576009388359647670e-10, 2.963310945372122137e-10, 4.090488268017803061e-10, 7.475501045939793483e-10, 1.145253825431112426e-10, 4.090488268017803061e-10, 4.024400606120065504e-10, 1.578229858997831226e-10
2.029000000000000000e+03, 1.181640947296273840e-10, 3.056199133703961449e-10, 3.074082574578912016e-10, 3.998455320558055334e-10, 7.079345223350198494e-10, 2.012347067178890141e-10, 4.014962776206835539e-10, 3.895436172797613176e-10, 1.181640947296273840e-10, 4.014962776206835539e-10, 3.998455320558055334e-10, 2.118395798446274137e-10
2.030000000000000000e+03, 1.387130388479906036e-10, 3.995763492362577341e-10, 4.013594980040516907e-10, 3.229171070534323765e-10, 3.913703246563835530e-10, 2.310625027406392560e-10, 5.307510722660346759e-10, 2.820317128807115675e-10, 1.387130388479906036e-10, 5.307510722660346759e-10, 3.229171070534323765e-10, 1.741963028342901277e-10
2.031000000000000000e+03, 2.021551523307479055e-10, 3.126416673239585452e-10, 3.143868713879527700e-10, 4.557212186193567275e-10, 2.833105483211286858e-10, 2.476583461350155887e-10, 2.976383694391843613e-10, 1.599974795194150783e-10, 2.021551523307479055e-10, 2.976383694391843613e-10, 4.557212186193567275e-10, 1.773751942934364451e-10
2.032000000000000000e+03, 1.386063641533264518e-10, 5.456620423576765501e-10, 5.473990247710122023e-10, 3.056720408164991043e-10, 1.794309710904867535e-10, 2.201499827369549693e-10, 3.698047509906900963e-10, 3.686513557049163403e-10, 1.386063641533264518e-10, 3.698047509906900963e-10, 3.056720408164991043e-10, 2.089075940705909985e-10
2.033000000000000000e+03, 2.137221743641901376e-10, 5.022113836431393825e-10, 5.039516550942047381e-10, 2.161305338728792379e-10, 2.046389400140116763e-10, 1.901464606422522980e-10, 2.211700650543209533e-10, 4.166779826198181048e-10, 2.137221743641901376e-10, 2.211700650543209533e-10, 2.161305338728792379e-10, 1.849852218819116380e-10
2.034000000000000000e+03, 1.574611225203161795e-10, 4.505700930757125103e-10, 4.522585592776885117e-10, 2.813945815360698782e-10, 2.919763139502330801e-10, 2.252745013574752217e-10, 3.432561195555171814e-10, 1.710527199118560602e-10, 1.574611225203161795e-10, 3.432561195555171814e-10, 2.813945815360698782e-10, 2.027570592056263419e-10
2.035000000000000000e+03, 1.553638412766834438e-10, 5.321480934684097077e-10, 5.337627685091218819e-10, 2.939140555530379045e-10, 5.801040761728860143e-10, 2.067252399383789074e-10, 5.299536402208438825e-10, 2.642471382474839422e-10, 1.553638412766834438e-10, 5.299536402208438825e-10, 2.939140555530379045e-10, 1.747802312278504158e-10
2.036000000000000000e+03, 1.517298351589275464e-10, 5.136248476090653820e-10, 5.153484056255668279e-10, 5.465023009039137469e-10, 3.250822998570667960e-10, 2.166630084272651101e-10, 4.215234442141941865e-10, 2.056935871403535495e-10, 1.517298351589275464e-10, 4.215234442141941865e-10, 5.465023009039137469e-10, 2.220869801050213003e-10
2.037000000000000000e+03, 1.177378459137726857e-10, 5.129911580091431507e-10, 5.146541879802322852e-10, 2.825015339432954511e-10, 1.902028103147647700e-10, 3.064456463954438178e-10, 3.417951346151845037e-10, 1.571985665977697696e-10, 1.177378459137726857e-10, 3.417951346151845037e-10, 2.825015339432954511e-10, 3.340704966623830137e-10
2.038000000000000000e+03, 1.110311989795863109e-10, 5.957192843304795014e-10, 5.974405011258128840e-10, 2.530996181909389889e-10, 2.452432380003985389e-10, 1.120705523409575825e-10, 3.100995350668713393e-10, 2.563994058160892065e-10, 1.110311989795863109e-10, 3.100995350668713393e-10, 2.530996181909389889e-10, 2.004416282922633485e-10
2.039000000000000000e+03, 1.006293236202466572e-10, 3.578092318248127614e-10, 3.595754714905488545e-10, 3.144790972410460898e-10, 4.041902309148953803e-10, 2.516066414533793389e-10, 3.732399328651467887e-10, 3.790033741795911788e-10, 1.006293236202466572e-10, 3.732399328651467887e-10, 3.144790972410460898e-10, 1.757387137557224753e-10
2.040000000000000000e+03, 1.168002672426913592e-10, 4.089973606811591016e-10, 4.106838721717819256e-10, 3.096730113866059573e-10, 3.274717564003920840e-10, 6.286416757338074609e-10, 3.946172459465782493e-10, 3.603802470933933384e-10, 1.168002672426913592e-10, 3.946172459465782493e-10, 3.096730113866059573e-10, 1.805981878705340489e-10
2.041000000000000000e+03, 2.077852589062569627e-10, 5.486394438934633188e-10, 5.502966101374051915e-10, 2.456728861915298082e-10, 2.242720384055726434e-10, 1.745792795746250883e-10, 4.304981059711280800e-10, 3.371395814036387764e-10, 2.077852589062569627e-10, 4.304981059711280800e-10, 2.456728861915298082e-10, 2.144526648339495670e-10
2.042000000000000000e+03, 1.518445750666187487e-10, 6.403536299503150920e-10, 6.420103841304471614e-10, 3.652639397781900327e-10, 1.897236081859854672e-10, 4.863932962401693604e-10, 4.342086905672577156e-10, 1.747590266694144376e-10, 1.518445750666187487e-10, 4.342086905672577156e-10, 3.652639397781900327e-10, 3.324921459753988650e-10
2.043000000000000000e+03, 1.996963989948152204e-10, 5.428070583934072597e-10, 5.444392491115422638e-10, 4.061704082293096469e-10, 2.027620797537489955e-10, 1.962229784521604414e-10, 3.345259042482673989e-10, 2.568503063626346938e-10, 1.996963989948152204e-10, 3.345259042482673989e-10, 4.061704082293096469e-10, 2.119175366248658342e-10
2.044000000000000000e+03, 1.906233466011307264e-10, 3.030066072979315690e-10, 3.047631618702071346e-10, 3.448311027024628332e-10, 2.922890487800585105e-10, 2.610125263056869053e-10, 4.053432417654705829e-10, 2.497023497148773575e-10, 1.906233466011307264e-10, 4.053432417654705829e-10, 3.448311027024628332e-10, 2.718878688198331432e-10
2.045000000000000000e+03, 1.700265801159330818e-10, 5.081204365667993732e-10, 5.098782868104083435e-10, 4.131379813234226293e-10, 3.753192265447307533e-10, 9.510805173303334609e-11, 4.681811956494395361e-10, 2.509990123676444404e-10, 1.700265801159330818e-10, 4.681811956494395361e-10, 4.131379813234226293e-10, 1.799087129411410354e-10
2.046000000000000000e+03, 9.782611422579421767e-11, 3.905135252899586155e-10, 3.922690280465010058e-10, 3.723676670239698910e-10, 2.849037191461367074e-10, 1.663042698714841598e-10, 3.709891876113703853e-10, 2.077415379628848654e-10, 9.782611422579421767e-11, 3.709891876113703853e-10, 3.723676670239698910e-10, 2.548685300118762318e-10
2.047000000000000000e+03, 1.877912144613201477e-10, 5.456499102976161567e-10, 5.473725112546026781e-10, 3.856337784993498981e-10, 3.104474200763514411e-10, 2.137880467152517429e-10, 3.952153800939264120e-10, 2.467560025196845323e-10, 1.877912144613201477e-10, 3.952153800939264120e-10, 3.856337784993498981e-10, 1.958377027460188890e-10
2.048000000000000000e+03, 1.853566250492366370e-10, 4.684715926286615826e-10, 4.702733513821104462e-10, 4.310027065199416505e-10, 3.456963479432826465e-10, 2.164035134212681733e-10, 4.118953766094900564e-10, 2.155492094055075598e-10, 1.853566250492366370e-10, 4.118953766094900564e-10, 4.310027065199416505e-10, 2.037790950550986758e-10
2.049000000000000000e+03, 1.741483361765554559e-10, 6.052049980117403726e-10, 6.069713187289986395e-10, 5.167397847430972335e-10, 4.401648135656274096e-10, 4.050709814049422308e-10, 4.930095326880324969e-10, 3.004507254974924301e-10, 1.741483361765554559e-10, 4.930095326880324969e-10, 5.167397847430972335e-10, 2.372069297884337976e-10
2.050000000000000000e+03, 1.241322613968837089e-10, 3.872270962483634030e-10, 3.889715353446935182e-10, 4.990258588021586652e-10, 4.521964058516935531e-10, 2.301917270993189854e-10, 3.541241668610208833e-10, 2.309647942334218495e-10, 1.241322613968837089e-10, 3.541241668610208833e-10, 4.990258588021586652e-10, 2.302587744737252429e-10
2.051000000000000000e+03, 1.604860877779069655e-10, 5.850722725582352394e-10, 5.868046178142788197e-10, 5.185838797031470034e-10, 3.552431425293624244e-10, 5.205587416970380382e-10, 4.246062291598720490e-10, 2.488415347504526416e-10, 1.604860877779069655e-10, 4.246062291598720490e-10, 5.185838797031470034e-10, 1.941757754556184153e-10
2.052000000000000000e+03, 1.435657348310713417e-10, 7.077271632244659982e-10, 7.094572384620284200e-10, 4.236198898029792858e-10, 2.479974379841562383e-10, 2.408117893671916636e-10, 4.692775834759103661e-10, 2.869303720559926760e-10, 1.435657348310713417e-10, 4.692775834759103661e-10, 4.236198898029792858e-10, 2.267713324010764360e-10
2.053000000000000000e+03, 1.344663959474273366e-10, 5.356645039941886980e-10, 5.373991839859478244e-10, 2.527044776477819235e-10, 3.993449863353417702e-10, 1.980951308032031147e-10, 5.345979984632891676e-10, 2.901221170542700562e-10, 1.344663959474273366e-10, 5.345979984632891676e-10, 2.527044776477819235e-10, 2.994076333141735109e-10
2.054000000000000000e+03, 9.550885329965795637e-11, 4.802261036680380273e-10, 4.820673049364735217e-10, 3.274049769028002282e-10, 3.734853306845776734e-10, 3.691263251445001949e-10, 4.414461129704760466e-10, 3.660786106901760348e-10, 9.550885329965795637e-11, 4.414461129704760466e-10, 3.274049769028002282e-10, 2.655774551237904349e-10
2.055000000000000000e+03, 1.517055432784371670e-10, 4.755988266596794064e-10, 4.773787699667132807e-10, 4.726525731953099796e-10, 1.983128981185867748e-10, 1.489416193689019923e-10, 3.198611188542492776e-10, 3.264503049337703975e-10, 1.517055432784371670e-10, 3.198611188542492776e-10, 4.726525731953099796e-10, 2.249372117966356242e-10
2.056000000000000000e+03, 1.801417118080230805e-10, 5.783381807129552928e-10, 5.802851412113923903e-10, 2.917135380006758391e-10, 2.257487943126275464e-10, 2.793745719203729219e-10, 6.047749664972946834e-10, 3.476880370156124019e-10, 1.801417118080230805e-10, 6.047749664972946834e-10, 2.917135380006758391e-10, 1.985594218423420891e-10
2.057000000000000000e+03, 1.643104134672732667e-10, 7.698221413100802322e-10, 7.718264381696763383e-10, 3.909021586899003551e-10, 2.515465344101124795e-10, 3.271741016593107971e-10, 6.591175964932790021e-10, 2.657005989003104811e-10, 1.643104134672732667e-10, 6.591175964932790021e-10, 3.909021586899003551e-10, 2.328838711923658597e-10
2.058000000000000000e+03, 1.620885329087106213e-10, 3.539448706037400536e-10, 3.560626052912786577e-10, 3.540227929753095239e-10, 3.450847862451814735e-10, 2.253650236617656565e-10, 5.462070926917465069e-10, 2.399390694320651781e-10, 1.620885329087106213e-10, 5.462070926917465069e-10, 3.540227929753095239e-10, 1.952317568958805084e-10
2.059000000000000000e+03, 1.512163370941864496e-10, 5.298964524533032417e-10, 5.321497282968705888e-10, 4.453972124278100590e-10, 1.425686620430098198e-10, 3.076583063473989437e-10, 4.961535060689433667e-10, 2.418894372915990367e-10, 1.512163370941864496e-10, 4.961535060689433667e-10, 4.453972124278100590e-10, 2.255276629582710876e-10
2.060000000000000000e+03, 1.954197367953630182e-10, 4.727253072080215946e-10, 4.751905073687977051e-10, 5.476051134967441878e-10, 2.195688918970374213e-10, 2.293219324338162617e-10, 4.734794468924239208e-10, 2.167880973313585644e-10, 1.954197367953630182e-10, 4.734794468924239208e-10, 5.476051134967441878e-10, 2.320892529417173179e-10
2.061000000000000000e+03, 1.874202248957826662e-10, 3.619021292400041218e-10, 3.646140733387378672e-10, 4.064026927179205905e-10, 3.128303487173752953e-10, 4.781927786032179135e-10, 3.643656815099806669e-10, 3.005941044296937389e-10, 1.874202248957826662e-10, 3.643656815099806669e-10, 4.064026927179205905e-10, 1.358362908275531639e-10
2.062000000000000000e+03, 1.194351770691865023e-10, 5.858931331754496072e-10, 5.887822066636964830e-10, 3.717275025527916568e-10, 3.297438475957301985e-10, 5.271134484109533864e-10, 6.038313291520372008e-10, 3.323351392400728664e-10, 1.194351770691865023e-10, 6.038313291520372008e-10, 3.717275025527916568e-10, 1.893036188776277630e-10
2.063000000000000000e+03, 2.384743176504911977e-10, 1.022770253566535469e-09, 1.025792395271996062e-09, 3.980610657098914753e-10, 3.207364751916287284e-10, 2.202355985443814281e-10, 3.929671416188763316e-10, 5.727028596242901394e-10, 2.384743176504911977e-10, 3.929671416188763316e-10, 3.980610657098914753e-10, 1.559126375561520655e-10
2.064000000000000000e+03, 1.598429354114041538e-10, 9.505253648774353619e-10, 9.535912841170755292e-10, 3.042003425912956343e-10, 7.119727894993791195e-10, 2.006249361109024898e-10, 3.676277962375017474e-10, 7.650821730085667898e-10, 1.598429354114041538e-10, 3.676277962375017474e-10, 3.042003425912956343e-10, 1.633786932928081047e-10
2.065000000000000000e+03, 2.269786509393089096e-10, 4.037052715703707186e-10, 4.068500196181345335e-10, 2.517468201718054482e-10, 4.894760656322880674e-10, 4.136332583131141807e-10, 3.466016519105303042e-10, 3.241688785475761062e-10, 2.269786509393089096e-10, 3.466016519105303042e-10, 2.517468201718054482e-10, 1.783364765203160274e-10
2.066000000000000000e+03, 1.438981033024856673e-10, 4.591401963283351404e-10, 4.623931632774850155e-10, 3.919064701268956952e-10, 2.491691779778437682e-10, 2.602524077679973968e-10, 4.249390982008524981e-10, 2.128898227972933509e-10, 1.438981033024856673e-10, 4.249390982008524981e-10, 3.919064701268956952e-10, 2.904140514243537107e-10
2.067000000000000000e+03, 1.619782315310692748e-10, 5.088974257408938631e-10, 5.122942635999388806e-10, 2.726763912707834410e-10, 3.324847612452321945e-10, 3.202690514152701269e-10, 6.051969984212142493e-10, 2.856062272200187560e-10, 1.619782315310692748e-10, 6.051969984212142493e-10, 2.726763912707834410e-10, 2.599752759802607340e-10
2.068000000000000000e+03, 1.979019137633812533e-10, 7.525322476210839581e-10, 7.559909223344685621e-10, 3.015656763563098942e-10, 3.400780277789607473e-10, 4.038174346380213246e-10, 4.289236461981116195e-10, 5.079204436951948140e-10, 1.979019137633812533e-10, 4.289236461981116195e-10, 3.015656763563098942e-10, 2.061743652431533115e-10
2.069000000000000000e+03, 1.275291720742182488e-10, 7.311888631302793505e-10, 7.348737557794989694e-10, 4.754404232789607747e-10, 3.036080394267891211e-10, 3.619880027328922385e-10, 5.197223048140207135e-10, 4.127944191252823734e-10, 1.275291720742182488e-10, 5.197223048140207135e-10, 4.754404232789607747e-10, 2.058864034314296685e-10
2.070000000000000000e+03, 1.497418010294928571e-10, 8.238487816331467798e-10, 8.276964492840195015e-10, 4.035855139307471798e-10, 4.478916872184985069e-10, 3.918733143748786671e-10, 2.767130096117538737e-10, 2.563076617451399914e-10, 1.497418010294928571e-10, 2.767130096117538737e-10, 4.035855139307471798e-10, 2.129659340195656724e-10
2.071000000000000000e+03, 1.668488339321330457e-10, 6.748996372000434280e-10, 6.790462391686660598e-10, 8.379569894941328382e-10, 3.640667169730605379e-10, 4.839194913561765963e-10, 3.634929828071432276e-10, 3.380112915250407509e-10, 1.668488339321330457e-10, 3.634929828071432276e-10, 8.379569894941328382e-10, 1.943959890019396612e-10
2.072000000000000000e+03, 2.083719325346775577e-10, 8.373861834673869441e-10, 8.417521733034313509e-10, 4.325587377038000501e-10, 3.688911776200161810e-10, 3.859469045058861032e-10, 5.545103167764291348e-10, 2.110123754624329800e-10, 2.083719325346775577e-10, 5.545103167764291348e-10, 4.325587377038000501e-10, 1.715692219186948781e-10
2.073000000000000000e+03, 1.637659383229663254e-10, 6.600540946268652912e-10, 6.647031751042086984e-10, 3.672593998743626350e-10, 2.966865593704844473e-10, 2.353828509744673032e-10, 3.467464431923849041e-10, 3.403066273455412949e-10, 1.637659383229663254e-10, 3.467464431923849041e-10, 3.672593998743626350e-10, 1.818017051871702709e-10
2.074000000000000000e+03, 1.059180876206216019e-10, 5.351451643802457074e-10, 5.399674579024614636e-10, 5.831909322986546196e-10, 2.601639887574916392e-10, 4.017230420726479337e-10, 4.955520453892757669e-10, 3.902551367732253677e-10, 1.059180876206216019e-10, 4.955520453892757669e-10, 5.831909322986546196e-10, 1.833462364424807175e-10
2.075000000000000000e+03, 2.712547204752827849e-10, 8.411112634514779342e-10, 8.463298868691192500e-10, 5.280283156452356463e-10, 1.572372131306868902e-10, 3.266959383607960606e-10, 7.402978829369244972e-10, 4.071810698222295744e-10, 2.712547204752827849e-10, 7.402978829369244972e-10, 5.280283156452356463e-10, 2.511793606811049085e-10
2.076000000000000000e+03, 1.259478339404038522e-10, 5.185810651872816217e-10, 5.237293463313436679e-10, 6.454020308782845653e-10, 3.991274876881063735e-10, 3.442132176600570759e-10, 5.288224783567305684e-10, 3.928123594757827951e-10, 1.259478339404038522e-10, 5.288224783567305684e-10, 6.454020308782845653e-10, 2.317471685954119926e-10
2.077000000000000000e+03, 1.380280385495008425e-10, 6.065571479783675261e-10, 6.116124081739847392e-10, 6.768054620503310364e-10, 2.170183936550107878e-10, 2.718173598646179075e-10, 5.055658107372612107e-10, 4.423100791125752449e-10, 1.380280385495008425e-10, 5.055658107372612107e-10, 6.768054620503310364e-10, 3.191819473459262562e-10
2.078000000000000000e+03, 2.112409224848008002e-10, 9.066906188630895377e-10, 9.118256310935157262e-10, 5.315709489083649361e-10, 1.404208749828046333e-10, 2.479542739303804270e-10, 6.167223427631294187e-10, 2.460132788562567907e-10, 2.112409224848008002e-10, 6.167223427631294187e-10, 5.315709489083649361e-10, 1.813220833156853844e-10
2.079000000000000000e+03, 1.612952474856803674e-10, 7.362838138832189067e-10, 7.413769808834490225e-10, 3.790928209519979073e-10, 3.204455004808894908e-10, 2.372688571038658168e-10, 3.979187886858105917e-10, 3.197028907293313430e-10, 1.612952474856803674e-10, 3.979187886858105917e-10, 3.790928209519979073e-10, 3.086098760573471788e-10
2.080000000000000000e+03, 1.738355943675072927e-10, 1.045515673806203625e-09, 1.050539465231275944e-09, 5.732988725911475153e-10, 4.603905685395169394e-10, 1.461062862124803283e-10, 4.563168470567298331e-10, 5.505171288378413411e-10, 1.738355943675072927e-10, 4.563168470567298331e-10, 5.732988725911475153e-10, 2.691831387196041034e-10
2.081000000000000000e+03, 2.127932044807298529e-10, 5.779078919340388819e-10, 5.828180055917487401e-10, 6.124861657364684701e-10, 3.606166635935645777e-10, 5.310832615433970504e-10, 4.379206243304649328e-10, 2.916898599751954380e-10, 2.127932044807298529e-10, 4.379206243304649328e-10, 6.124861657364684701e-10, 1.938469239656933203e-10
2.082000000000000000e+03, 1.764856718628734477e-10, 1.046855107798341934e-09, 1.051642155080719680e-09, 4.979446076833914627e-10, 3.747594081718140220e-10, 3.667673096012071037e-10, 4.130592989343169049e-10, 3.657101231322844002e-10, 1.764856718628734477e-10, 4.130592989343169049e-10, 4.979446076833914627e-10, 3.367116120875001924e-10
2.083000000000000000e+03, 1.853609147120848066e-10, 6.399731653620644498e-10, 6.444208867612873956e-10, 4.620095929280559213e-10, 6.817743473177422233e-10, 3.470972777926873043e-10, 4.903871412605914872e-10, 2.807081321293480290e-10, 1.853609147120848066e-10, 4.903871412605914872e-10, 4.620095929280559213e-10, 2.831123518623683963e-10
2.084000000000000000e+03, 2.476031137884076430e-10, 4.172215241734052926e-10, 4.214745680677608715e-10, 6.057011861388811813e-10, 5.182195120361970853e-10, 2.999244752480189025e-10, 4.808520393466944459e-10, 4.079560339718091975e-10, 2.476031137884076430e-10, 4.808520393466944459e-10, 6.057011861388811813e-10, 1.859808415460875293e-10
2.085000000000000000e+03, 1.858072723545393345e-10, 6.432371890056624578e-10, 6.474855153647832192e-10, 4.334521332678973792e-10, 4.817101790472797986e-10, 5.191355770219551856e-10, 6.115706913556543751e-10, 5.327305942354874625e-10, 1.858072723545393345e-10, 6.115706913556543751e-10, 4.334521332678973792e-10, 2.496057141549315222e-10
2.086000000000000000e+03, 1.323663549010745756e-10, 6.010496442282548382e-10, 6.052465985570460859e-10, 4.488857289933228917e-10, 4.052088531156361460e-10, 1.044137116325678083e-10, 3.679089699862550362e-10, 3.912443340329699381e-10, 1.323663549010745756e-10, 3.679089699862550362e-10, 4.488857289933228917e-10, 1.726581455234304147e-10
2.087000000000000000e+03, 1.223191771162371844e-10, 9.230043221776077935e-10, 9.270935841603822058e-10, 4.203310589840893440e-10, 3.777737196847538235e-10, 3.770464231274776469e-10, 5.256038264964995994e-10, 4.410732586660124467e-10, 1.223191771162371844e-10, 5.256038264964995994e-10, 4.203310589840893440e-10, 2.205552157896855971e-10
2.088000000000000000e+03, 1.960844004502025513e-10, 7.013106802469301223e-10, 7.053334545510663016e-10, 4.391944464534231937e-10, 2.745045979631195452e-10, 3.319069859854438435e-10, 4.969309563779251921e-10, 2.889523243277095121e-10, 1.960844004502025513e-10, 4.969309563779251921e-10, 4.391944464534231937e-10, 1.823431353114295917e-10
2.089000000000000000e+03, 2.431694685970689718e-10, 6.384405006491484669e-10, 6.423236001754327250e-10, 5.382757425226837054e-10, 4.552043502543275163e-10, 4.769366372847538243e-10, 4.593996363788634625e-10, 3.979513992682990749e-10, 2.431694685970689718e-10, 4.593996363788634625e-10, 5.382757425226837054e-10, 1.666890312255024740e-10
2.090000000000000000e+03, 1.840495634582941581e-10, 6.998934232137612721e-10, 7.037316439480204372e-10, 4.014681889888228438e-10, 3.299256307888579447e-10, 8.124575981687193844e-10, 4.445192453607082657e-10, 2.864412874866147105e-10, 1.840495634582941581e-10, 4.445192453607082657e-10, 4.014681889888228438e-10, 1.829032464815293734e-10
2.091000000000000000e+03, 1.266730165542541756e-10, 6.608076954173926337e-10, 6.643071851832715081e-10, 4.645340347649705168e-10, 4.477514410952507552e-10, 5.362085088410210443e-10, 4.705364269772978182e-10, 3.083791047076651362e-10, 1.266730165542541756e-10, 4.705364269772978182e-10, 4.645340347649705168e-10, 1.893800725102930570e-10
2.092000000000000000e+03, 1.817648536954091426e-10, 5.818782061096420370e-10, 5.850112795887652392e-10, 3.151216620367623197e-10, 3.658792860318724539e-10, 2.850715101014049858e-10, 5.256974797756676846e-10, 3.102681658456180021e-10, 1.817648536954091426e-10, 5.256974797756676846e-10, 3.151216620367623197e-10, 2.361722160683177871e-10
2.093000000000000000e+03, 1.602758970850356836e-10, 5.981472779036441501e-10, 6.010446965270780351e-10, 5.478993870176612151e-10, 2.396835308247306605e-10, 2.275454923856980482e-10, 4.941731829274650428e-10, 4.319932383775300856e-10, 1.602758970850356836e-10, 4.941731829274650428e-10, 5.478993870176612151e-10, 2.180174179741050684e-10
2.094000000000000000e+03, 1.301750919826487949e-10, 4.662690537213002780e-10, 4.690276023983260646e-10, 6.372287102375761186e-10, 2.353763877475168971e-10, 2.563905930779434771e-10, 5.964352656314529915e-10, 4.868686222923200844e-10, 1.301750919826487949e-10, 5.964352656314529915e-10, 6.372287102375761186e-10, 2.269454025474044487e-10
2.095000000000000000e+03, 1.452672389891090253e-10, 7.803386752041357751e-10, 7.829526427826830856e-10, 3.253298128953561898e-10, 2.404743312754742504e-10, 2.358002112262768091e-10, 3.750576752346215385e-10, 5.261228994570796254e-10, 1.452672389891090253e-10, 3.750576752346215385e-10, 3.253298128953561898e-10, 2.905334942170096879e-10
