year, NorESM2-MM, IPSL-CM6A-LR, ACCESS-ESM1-5, GFDL-ESM4, CNRM-ESM2-1, EC-Earth3-Veg, CanESM5, NorESM2-LM, TaiESM1, CMCC-CM2-SR5, UKESM1-0-LL, CESM2-WACCM, MPI-ESM1-2-LR, MIROC-ES2L
2.039000000000000000e+03, 4.528909764087858392e+00, 2.653001048703769627e+00, 4.161075200552203590e+00, 3.257315090473638097e+00, 3.587267743901940253e+00, 3.422959144630822959e+00, 4.815440524321842553e+00, 4.689616205713690533e+00, 4.556065516108207980e+00, 4.442514855763940673e+00, 5.925034922299273532e+00, 4.700195280163026013e+00, 5.554267103327375388e+00, 4.670113409097933044e+00
2.040000000000000000e+03, 4.430018007510782674e+00, 2.600403513991403237e+00, 4.179563088733717180e+00, 3.340908543761393457e+00, 3.570277804494968343e+00, 3.238751826708839321e+00, 4.929182351107638915e+00, 4.305742616427729708e+00, 4.703877656678392860e+00, 4.636024147112347116e+00, 6.613387070646708388e+00, 4.891845892675991792e+00, 5.676470802476340616e+00, 4.601190552601750916e+00
2.041000000000000000e+03, 4.500744208452034378e+00, 2.685643142998881405e+00, 4.139787731339096055e+00, 3.440568893482844004e+00, 3.371866573030978476e+00, 3.198949789330790328e+00, 4.931259596641845988e+00, 4.678369318336053517e+00, 4.652700091340881805e+00, 4.478057594381816386e+00, 6.235590123207695790e+00, 4.759234630086801587e+00, 5.765500222051073820e+00, 4.458972183050184945e+00
2.042000000000000000e+03, 4.559370431415068481e+00, 2.596227403176891713e+00, 4.164390853049875219e+00, 3.303261299744832513e+00, 3.505744378882997836e+00, 3.003677078742914119e+00, 4.855192506382545403e+00, 4.434422056591981409e+00, 4.875068416941449101e+00, 4.662909316388575753e+00, 6.407798006189544537e+00, 4.819352436241414850e+00, 5.534358187869242052e+00, 4.598423926143634155e+00
2.043000000000000000e+03, 4.445271270352399995e+00, 2.617730816404687300e+00, 4.180340427737935016e+00, 3.394708070525497501e+00, 3.531867914388068019e+00, 3.090791145843232890e+00, 5.031971133418779552e+00, 4.980758708134121804e+00, 4.524442745158419044e+00, 4.753611643527777098e+00, 6.096750471824243789e+00, 4.904225143102735274e+00, 5.717478532525694490e+00, 4.699058954192697257e+00
2.044000000000000000e+03, 4.407222979614306091e+00, 2.702644231660281449e+00, 4.231682996662285312e+00, 3.463049873559211900e+00, 3.436625644356650522e+00, 3.276898242061389244e+00, 4.905825292855283237e+00, 4.689498854744773126e+00, 4.543513209432555655e+00, 4.595549467081911921e+00, 5.994764324352163776e+00, 4.915353211885140183e+00, 5.846578535361278028e+00, 4.648032960990302165e+00
2.045000000000000000e+03, 4.283226018402634061e+00, 2.603618999606343465e+00, 4.140979698970027378e+00, 3.513496751054988376e+00, 3.609751564208394825e+00, 3.145361724100041112e+00, 4.744770423647955759e+00, 4.818837426305619509e+00, 4.694351057743448408e+00, 4.464896431147682421e+00, 6.465539328702694988e+00, 4.732742598499814157e+00, 5.837606878463739157e+00, 4.682582814496776713e+00
2.046000000000000000e+03, 4.448317726065630140e+00, 2.685164904787347151e+00, 4.199748964292925102e+00, 3.558313852620532014e+00, 3.625551647313987491e+00, 3.139234058955804318e+00, 5.164922846962166858e+00, 4.586346842649565048e+00, 4.590912461086563923e+00, 4.737588725152908964e+00, 6.496105329543873985e+00, 4.749782537919525538e+00, 5.636862289686003002e+00, 4.686732838585475847e+00
2.047000000000000000e+03, 4.503443078790953180e+00, 2.688770015765535426e+00, 4.242368847338131133e+00, 3.502162572092289317e+00, 3.636657367806425345e+00, 3.251380801003544097e+00, 5.036310092243893699e+00, 4.651886661314943439e+00, 4.688506859809146832e+00, 4.745093590585171661e+00, 6.059130877955533734e+00, 4.650959070929016725e+00, 5.969860912316062418e+00, 4.849938567394584510e+00
2.048000000000000000e+03, 4.433172376302238149e+00, 2.706919986282203983e+00, 4.301119072968459633e+00, 3.487887386043373894e+00, 3.693714389327315661e+00, 3.455116665211341420e+00, 5.070229393158358633e+00, 4.736541218405466935e+00, 4.814661127348267122e+00, 4.537060783161444455e+00, 6.586395856297809104e+00, 4.759191037753356390e+00, 5.612814454543321396e+00, 4.613702179460660524e+00
2.049000000000000000e+03, 4.327038851551681553e+00, 2.669243463442690700e+00, 4.248082697764563598e+00, 3.488885897675885861e+00, 3.534870948105021338e+00, 3.186371710990172357e+00, 5.080112685576834153e+00, 4.631548050179350895e+00, 4.586395491985085116e+00, 4.502827502350816857e+00, 6.626279100940349664e+00, 4.844382917964833446e+00, 5.688069371611600644e+00, 4.763018332923815379e+00
2.050000000000000000e+03, 4.206524627624502521e+00, 2.689673153601154443e+00, 4.161754991401824810e+00, 3.545103942971038702e+00, 3.791781824131762679e+00, 3.130143610932762943e+00, 5.109985781026018969e+00, 4.779667592768606532e+00, 4.378014315958915326e+00, 4.705965500101665810e+00, 6.323111413520136281e+00, 4.716896743946575654e+00, 5.671312757810815341e+00, 4.819408891459356248e+00
2.051000000000000000e+03, 4.437432286452456687e+00, 2.686203242374233024e+00, 4.225628918873157502e+00, 3.577728293320086017e+00, 3.603611029005817645e+00, 3.265150434098866405e+00, 5.204060423410438396e+00, 4.632275071878960482e+00, 4.726515897795240839e+00, 4.406199496729246157e+00, 6.450451419924555729e+00, 4.605803423816024811e+00, 5.999208685873482771e+00, 4.866455624246111888e+00
2.052000000000000000e+03, 4.278683538655607244e+00, 2.718329506881496549e+00, 4.269977135184436889e+00, 3.631385222420180803e+00, 3.613032204417168103e+00, 3.227589547948019444e+00, 5.020302678218026671e+00, 4.836272063935057375e+00, 4.752785780747579736e+00, 4.660617960823143946e+00, 5.934329782663115616e+00, 4.810500673052713339e+00, 5.830357107433454367e+00, 4.651058697485910720e+00
2.053000000000000000e+03, 4.556894758945757573e+00, 2.755414932525061200e+00, 4.293072226714366835e+00, 3.661098523465276422e+00, 3.469276771073138921e+00, 3.261023619320577716e+00, 5.315848796237234275e+00, 4.737881183299308852e+00, 4.727207308960965193e+00, 4.433280624822064198e+00, 6.064011444168941445e+00, 4.746895563148346930e+00, 5.869141246778644572e+00, 4.542245397995912093e+00
2.054000000000000000e+03, 4.325851317670812435e+00, 2.727246257160837128e+00, 4.253061161426317405e+00, 3.694317487267085198e+00, 3.683462152912787335e+00, 3.471774381691532074e+00, 5.214763734109514992e+00, 4.758996667916255419e+00, 4.694059750230267447e+00, 4.546484486059875429e+00, 6.398530394618818562e+00, 4.676207215374209802e+00, 5.596195222470191410e+00, 4.646654998166600770e+00
2.055000000000000000e+03, 4.479798677652723882e+00, 2.772362630493354185e+00, 4.254760467625116505e+00, 3.721749301013351108e+00, 3.789874081818363827e+00, 3.334088647151636664e+00, 5.154570640968544559e+00, 4.866135794878338139e+00, 4.822597949148719643e+00, 4.938019646685554598e+00, 6.241294796215353990e+00, 4.974355379742688932e+00, 5.785981740973766385e+00, 4.703824926017882824e+00
2.056000000000000000e+03, 4.575509924377959337e+00, 2.758514702761795778e+00, 4.211220883120566860e+00, 3.736549858608414709e+00, 3.418457097791241406e+00, 3.194619234945623276e+00, 5.348212548976214897e+00, 4.817704234379372785e+00, 4.707458334914879750e+00, 4.651761444463997641e+00, 6.432579126037475170e+00, 4.825465828682805380e+00, 5.918609655894714550e+00, 4.746336339661960224e+00
2.057000000000000000e+03, 4.527155888235001591e+00, 2.781950031022159209e+00, 4.300694710650454056e+00, 3.792693312231997460e+00, 3.463377769714346854e+00, 3.118593399225113583e+00, 5.451695379763394911e+00, 4.641612955305374655e+00, 4.690869189844322662e+00, 4.524323252999647771e+00, 6.587405399512005211e+00, 4.783007327154261468e+00, 5.822166570104291949e+00, 4.871513762355817789e+00
2.058000000000000000e+03, 4.488775852015706391e+00, 2.774004279329255862e+00, 4.326465458246240736e+00, 3.943977479585719426e+00, 3.454171040845450236e+00, 3.159324591246330804e+00, 5.116112102936834383e+00, 4.842211823324503506e+00, 4.683278296684094677e+00, 4.760203668605091920e+00, 6.268693090002031454e+00, 4.960496136832277081e+00, 5.887548801864549652e+00, 4.730837348435188439e+00
2.059000000000000000e+03, 4.497523167580975034e+00, 2.783987051857748085e+00, 4.325523100598926085e+00, 3.937559631306994490e+00, 3.784280095877123440e+00, 3.196469145627788055e+00, 5.256346585842664787e+00, 4.784664663710796795e+00, 4.708265769060092865e+00, 4.667995467342011651e+00, 6.597376544216819738e+00, 4.852835303919696308e+00, 6.131563989705966833e+00, 4.682036012184877194e+00
2.060000000000000000e+03, 4.391184921871995606e+00, 2.820496513977678976e+00, 4.377289857503734893e+00, 3.964492945886818553e+00, 3.776340713313131925e+00, 3.040066403709640763e+00, 5.457364952211340103e+00, 4.770611483085745341e+00, 4.786323442412921736e+00, 4.676499536591371964e+00, 6.871777781430383314e+00, 4.859906776949964424e+00, 6.037791789295620326e+00, 4.757741640013003703e+00
2.061000000000000000e+03, 4.574911988022683396e+00, 2.785610912112060245e+00, 4.321549685249988393e+00, 4.029854589857401415e+00, 3.746489631343289606e+00, 3.180222377719943427e+00, 5.485095869447785155e+00, 4.402759248947029747e+00, 4.714827043652207728e+00, 4.710075838174355489e+00, 6.829269795562628254e+00, 4.887099556341446771e+00, 6.017189913532895673e+00, 4.829730736112745504e+00
2.062000000000000000e+03, 4.544437060381729232e+00, 2.710489114761087670e+00, 4.277522209515736584e+00, 4.082749496608279571e+00, 3.436346274969282355e+00, 3.311169945059192266e+00, 5.202660466507382786e+00, 4.590289567083504885e+00, 4.641627947868237847e+00, 4.708877632190159090e+00, 6.312990275488221670e+00, 4.952064924387266309e+00, 5.828664392572530772e+00, 4.670097230080607176e+00
2.063000000000000000e+03, 4.488505896517124505e+00, 2.694103766595442373e+00, 4.346227913862954040e+00, 4.067430811657420264e+00, 3.859950998078690798e+00, 3.482740689846780313e+00, 5.441787583359671387e+00, 4.990058051000413997e+00, 4.800628470880874410e+00, 4.830072708333728926e+00, 6.568829874700013782e+00, 4.891499462383163355e+00, 5.857145133765631506e+00, 4.717737680971574754e+00
2.064000000000000000e+03, 4.658748645358192775e+00, 2.782438560353070134e+00, 4.319374778828230177e+00, 3.961709000181733220e+00, 3.811111894834326996e+00, 3.522773670490150888e+00, 5.483515715994951023e+00, 4.594509998998876910e+00, 4.661155960531083053e+00, 4.718481489425399467e+00, 6.834155429890332201e+00, 4.546574883982454907e+00, 5.977070548396064886e+00, 4.835648484461003704e+00
2.065000000000000000e+03, 4.495924181623239591e+00, 2.787558720538565904e+00, 4.332544577733330904e+00, 4.107820303301762621e+00, 3.897495973265942215e+00, 3.080297650595817061e+00, 5.422539787490205043e+00, 4.311641851592757924e+00, 4.786049166676956901e+00, 4.820929512068297562e+00, 6.955686725398387615e+00, 4.851444905996573631e+00, 5.986788160066687681e+00, 4.814971636340281691e+00
2.066000000000000000e+03, 4.568736902121328214e+00, 2.863804034691691758e+00, 4.336635324746787923e+00, 4.020394080051972630e+00, 3.794034819690595306e+00, 3.235144784752385760e+00, 5.329787611745663511e+00, 4.718211697349762090e+00, 4.749887709824369253e+00, 4.950976753599383606e+00, 6.481744970882719059e+00, 4.759789166931935434e+00, 5.615813760379515074e+00, 4.770771998248181767e+00
2.067000000000000000e+03, 4.762221408836651015e+00, 2.880678569405908274e+00, 4.303480124722220523e+00, 4.117442026710632419e+00, 3.460174833052966026e+00, 3.354226567602156095e+00, 5.498060991907506079e+00, 4.620446916042043384e+00, 4.710048934146337629e+00, 4.588239375749147975e+00, 6.556440182235844460e+00, 4.698303242713418371e+00, 5.826992323721513323e+00, 4.656155984626966671e+00
2.068000000000000000e+03, 4.514160976377803003e+00, 2.835715494730561836e+00, 4.312542869027536696e+00, 4.093301935839011918e+00, 3.764455807457548708e+00, 3.289150450011455007e+00, 5.283642381146411715e+00, 4.624206126342144785e+00, 4.685858073107587174e+00, 4.887786568093859252e+00, 6.227758638561549986e+00, 4.584821248243781788e+00, 5.934047954741945574e+00, 4.865198891483555776e+00
2.069000000000000000e+03, 4.466117483651532716e+00, 2.858436312458898065e+00, 4.360906768852295556e+00, 4.104224360227722634e+00, 3.715257271663063410e+00, 3.425597408417328182e+00, 5.461763033611672036e+00, 4.906836516307754970e+00, 4.858967182059659606e+00, 4.734800796759946806e+00, 6.159911383130574514e+00, 5.018107755045967622e+00, 5.892651444876078948e+00, 4.841496927805502004e+00
2.070000000000000000e+03, 4.624991487357524633e+00, 2.747498152821260309e+00, 4.373032541380228899e+00, 4.030366549468800130e+00, 4.143064530556884506e+00, 3.310197756776684042e+00, 5.550411960291272706e+00, 4.945646929960902938e+00, 4.588250226621371830e+00, 4.725056531632081835e+00, 6.581102406944367544e+00, 4.840915734439752427e+00, 5.719440880557522533e+00, 4.759292281293538096e+00
2.071000000000000000e+03, 4.522517184091941367e+00, 2.809871202103454202e+00, 4.283295721636761755e+00, 4.049477693004025269e+00, 3.881704468228521332e+00, 3.361007603814425870e+00, 5.453856414574559608e+00, 4.625044986862498320e+00, 4.699866958589959509e+00, 4.813732417615884884e+00, 6.749502942083370094e+00, 4.752447806091893767e+00, 6.066775334825284638e+00, 4.704471443774600026e+00
2.072000000000000000e+03, 4.591850913039428050e+00, 2.855664252681579196e+00, 4.310879496792729526e+00, 4.083372668801864336e+00, 3.768801119797521526e+00, 2.977368458664980899e+00, 5.621402565989832567e+00, 4.536108575647767260e+00, 4.735240969961572510e+00, 4.767721246851050587e+00, 7.010776031627193206e+00, 4.946866869217732443e+00, 5.869037311324252215e+00, 4.741346081163194448e+00
2.073000000000000000e+03, 4.478604225395641514e+00, 2.849965239736594658e+00, 4.370310616336680276e+00, 4.071482869000045746e+00, 3.912307197143852999e+00, 3.333155376830932770e+00, 5.519535241583575669e+00, 4.687323334194046787e+00, 4.775456063515945537e+00, 4.735162718702808249e+00, 6.967138273219458888e+00, 4.861130593657228438e+00, 6.117785222610580220e+00, 4.778719891594584546e+00
2.074000000000000000e+03, 4.304571351488360342e+00, 2.882652986764112413e+00, 4.295731172366854089e+00, 4.054029001429801937e+00, 3.768910547425276203e+00, 3.662735374332269700e+00, 5.596397292745784569e+00, 4.688689297583070292e+00, 4.524394715230653397e+00, 4.845997090766329229e+00, 6.688111003488129036e+00, 4.885868156494867165e+00, 5.952512617370494752e+00, 4.827895541734666729e+00
2.075000000000000000e+03, 4.448555449440173781e+00, 2.886160200775857998e+00, 4.393513010534455532e+00, 4.124735713961143801e+00, 3.576288803236101099e+00, 3.446213903100029619e+00, 5.883228577428367245e+00, 4.734608490541542203e+00, 4.774743717276125565e+00, 4.907594793921452592e+00, 6.685744789279426392e+00, 5.004218161626400985e+00, 5.806416008828486852e+00, 4.803865381418285452e+00
2.076000000000000000e+03, 4.540044967982055368e+00, 2.891648708425202496e+00, 4.393548949062452635e+00, 4.081611501621717153e+00, 3.807164465554195409e+00, 3.213146095814130021e+00, 5.563734010927266382e+00, 4.527854256220835261e+00, 4.756873414992454308e+00, 4.615567810238999868e+00, 6.569004655720472208e+00, 4.857255785681067195e+00, 6.102008176228491898e+00, 4.811996728497892839e+00
2.077000000000000000e+03, 4.427859598036122613e+00, 2.948287634363911724e+00, 4.338618020280447851e+00, 4.066163534343497865e+00, 3.808569857336135289e+00, 3.433852236407554770e+00, 5.635637261195379999e+00, 4.798009825974827613e+00, 4.604898673748035520e+00, 4.881807259531932175e+00, 6.298411101226631281e+00, 5.126318311129707261e+00, 6.028731181198878630e+00, 4.741570400837690435e+00
2.078000000000000000e+03, 4.310087279079244382e+00, 2.977634609156675882e+00, 4.352344611712702260e+00, 4.055639816162091904e+00, 3.656132498212149695e+00, 3.271201886808373871e+00, 5.401489809040521450e+00, 4.695990211402396142e+00, 4.757471565756025811e+00, 4.918066877297674111e+00, 6.633551009518329877e+00, 5.022498469148648503e+00, 5.876703870445607159e+00, 4.703401595268603685e+00
2.079000000000000000e+03, 4.373873276666106591e+00, 2.979465920843217042e+00, 4.428686754013193116e+00, 4.017278557680644013e+00, 4.006566472473298113e+00, 3.341611227561462449e+00, 5.761210915982882597e+00, 4.809609779073517721e+00, 5.003114498852611725e+00, 4.712206653204893847e+00, 6.648932365120856502e+00, 4.728525944785409330e+00, 5.934075475575973257e+00, 4.772383761157688475e+00
2.080000000000000000e+03, 4.245999547628301229e+00, 2.885355378164089046e+00, 4.412244943604391345e+00, 4.027289137731949076e+00, 3.788892856137281218e+00, 3.255583077336616338e+00, 5.757588967643485489e+00, 4.874628123233943455e+00, 4.565567443592614794e+00, 4.696072030739642855e+00, 6.516957615357259037e+00, 5.012905854129702909e+00, 6.167685269668352177e+00, 4.852819495924387105e+00
2.081000000000000000e+03, 4.587540588739626557e+00, 2.918812127666049250e+00, 4.340383013891028874e+00, 3.962185220429536248e+00, 3.957088284025984226e+00, 3.349501611858314298e+00, 5.883138609528695717e+00, 4.708382160933044958e+00, 4.959391250304233445e+00, 4.755869590561838223e+00, 6.729317913831974529e+00, 4.926666837628284945e+00, 5.949264971107125710e+00, 4.715556091392359761e+00
2.082000000000000000e+03, 4.370423640339136107e+00, 2.890137587879666903e+00, 4.341226898742099216e+00, 3.967836077601138101e+00, 3.923875294104517852e+00, 3.227177726216948095e+00, 5.670213181681890369e+00, 4.950593801572011898e+00, 4.576179948682484344e+00, 4.931154492707118919e+00, 6.957851344517040459e+00, 4.816197355050447548e+00, 6.130496302891940807e+00, 4.827521430169473327e+00
2.083000000000000000e+03, 4.494390049807633680e+00, 2.963620163631762061e+00, 4.379461172927335610e+00, 3.969109545407994766e+00, 3.886582925224766782e+00, 3.302771141795367793e+00, 5.629417963209108144e+00, 4.769526412708805729e+00, 4.602585029911119285e+00, 4.920565038647015221e+00, 6.651535360613739734e+00, 4.991486838464146203e+00, 6.074808276369930482e+00, 4.675293950586821623e+00
2.084000000000000000e+03, 4.475233187819819491e+00, 2.874711234411129190e+00, 4.429402631956190106e+00, 3.867665951223853593e+00, 3.791742647944456479e+00, 3.462809908430264372e+00, 5.393986878394918527e+00, 4.939023479611533318e+00, 4.582173362056731314e+00, 4.677713574734283064e+00, 6.743426206762432429e+00, 5.001780982738537773e+00, 6.090941595926479657e+00, 4.904908485114371608e+00
