year, CNRM-ESM2-1, MIROC-ES2L, MPI-ESM1-2-LR, CMCC-ESM2, GFDL-ESM4, CESM2-WACCM, CanESM5, UKESM1-0-LL
2.028000000000000000e+03, 1.311900558413490334e-09, 1.185325788908350040e-09, 8.639328911658637014e-10, 6.934927253599375013e-10, 4.362020131932719865e-10, -1.990002550259834843e-10, 1.925763154821783595e-10, 3.421877538527274379e-10
2.029000000000000000e+03, 1.051121743268215707e-09, 1.333420149509317886e-09, 8.216799699870526284e-10, -1.924933093985345234e-09, 3.588867128707107366e-10, 1.390943952139846115e-10, 8.082300895780369689e-10, 1.221475380421393618e-09
2.030000000000000000e+03, 8.349763828610879225e-10, 9.830235253503629671e-10, 3.970433345685027577e-10, -1.895364112695582540e-09, 3.654997014862404743e-10, -2.437003695903653646e-10, 7.228911860440646581e-10, 8.327179216294259003e-10
2.031000000000000000e+03, 1.468802291835495789e-09, 1.792012297554330098e-09, 1.408895383029491360e-09, -3.461598600250059478e-10, 6.148931601606676823e-10, 7.362729245809115108e-10, 7.535842502995463026e-10, 1.302549792032532805e-09
2.032000000000000000e+03, 1.527476498350893547e-09, 1.187991883252604087e-09, 3.577566606855145832e-10, -5.839820036059707342e-10, 6.405511309768231627e-10, 8.375019641209117554e-10, 6.782215089423209256e-10, 3.591049011580133507e-10
2.033000000000000000e+03, 9.487698037162449324e-10, 9.729314531025293984e-10, 1.665834709970352728e-09, 1.178267161404589769e-10, -1.830557112303315418e-10, 1.234508943883418530e-09, 2.717413797986021796e-10, 1.273189117748254968e-09
2.034000000000000000e+03, 1.557274310722368049e-09, 8.997274854073479038e-10, 9.720935188216579174e-10, -1.206580366737241886e-09, 7.290611126661296164e-10, 1.215422724597147084e-09, 1.353506096455808191e-09, 7.453565990149802473e-10
2.035000000000000000e+03, 6.951125439556722304e-10, 8.960852942520087828e-10, 6.040979394602150581e-10, -1.729062409982893911e-09, 4.642827543064788423e-10, 1.103291991276211390e-10, 1.567475082074753130e-10, 5.291654277707142880e-10
2.036000000000000000e+03, 1.216544543282086592e-09, 8.299895122128004043e-10, 1.486350826614126948e-09, -8.427901452837826798e-10, -3.931793383958270149e-10, 6.535882365962387693e-11, 1.367550405430969105e-09, 8.499358297933761744e-10
2.037000000000000000e+03, 1.228572932138673252e-09, 3.306864184332232936e-10, 7.032110713198819601e-10, -1.388107456305455577e-10, 3.426226896586748194e-10, 1.109880359607443913e-09, 1.174529967725751637e-09, 1.296845476732412673e-09
2.038000000000000000e+03, 1.404332569438723338e-09, 4.627361643831310655e-10, 1.048148464386721915e-09, -9.957886235662041147e-10, -1.475936331399235213e-10, 1.228606520937558318e-09, 1.346561914819204065e-09, 1.403703704104635804e-09
2.039000000000000000e+03, 1.289200619338738713e-09, 1.941206331619893993e-12, 1.070293204323279964e-09, -1.545000420321315155e-09, 7.705158503888767999e-10, 5.463763026121835264e-10, 9.818694943403833970e-10, 1.492115193198817743e-09
2.040000000000000000e+03, 1.180617797749724342e-09, 5.562694470914409711e-10, 1.213867695364044707e-09, -1.125217154785869214e-09, 5.928680514358648161e-10, 6.317232841139241474e-10, 1.021346882603695065e-09, -8.146209366102111616e-11
2.041000000000000000e+03, 1.380910775742774669e-09, 5.951779957715033627e-10, 1.611851787615391616e-09, 1.161818088668070130e-10, 6.708831035212062476e-10, 1.092169019824597118e-09, 7.058835037353279529e-10, 1.461802759079523081e-09
2.042000000000000000e+03, 8.188037453546848516e-10, 7.831229886282138696e-10, 1.343415648054830152e-09, -4.982472844828078180e-10, 5.210294675439067104e-10, 1.650565661874605839e-09, 1.815881197975878349e-10, 5.070420304077382976e-10
2.043000000000000000e+03, 1.174266241150872227e-09, 2.867192181283767967e-10, 1.325360817691002449e-09, -2.003850934908042322e-09, 1.041749337419655990e-09, 7.483687458683193699e-10, 8.712729124944186289e-10, 1.018262395556097164e-09
2.044000000000000000e+03, 1.298259860779425841e-09, 7.461840646726668629e-10, 8.203962079663357788e-10, -1.002534359845894840e-09, 7.405594322669003790e-10, 7.863123017831617830e-10, 1.219174039744421917e-09, 9.402693979524673349e-10
2.045000000000000000e+03, 1.130188970830596419e-09, 5.465745591561563008e-10, 1.333786535320056211e-09, 1.241263625606725016e-09, -1.055547338961927033e-10, 1.233956288579153271e-09, 1.082777442205127265e-09, 6.465358807118635417e-10
2.046000000000000000e+03, 1.456261435326801872e-09, 1.177863923060852395e-09, 1.539061671333986577e-09, -9.768904384028621164e-10, 1.228435180478715873e-09, 1.071528570093356182e-09, 9.530554186395313761e-10, 8.032480668352282528e-10
2.047000000000000000e+03, 1.835446803638612541e-09, 6.064076236200004657e-10, 7.560970513350263870e-10, -1.776597811179742165e-09, 4.258448183886466513e-10, 1.078782541385724616e-09, 7.909452312297574152e-10, 1.621554623665672343e-09
2.048000000000000000e+03, 9.687263201193788809e-10, 3.063537562372092957e-10, 2.186162465697051399e-09, -1.529854847099705568e-09, 5.192262162203620653e-10, 1.834421802376830920e-10, 1.377949687712822287e-09, 6.101301362771744375e-10
2.049000000000000000e+03, 8.811782272973437119e-10, 8.035818728465107640e-10, 1.403864248130728628e-09, 5.647526144900805875e-10, 4.820599835274660095e-11, 7.982683576549319095e-10, 9.661224940286869072e-10, 5.936079878551951394e-10
2.050000000000000000e+03, 1.919132547196720220e-09, 4.900445615941432429e-10, 7.760925586534338019e-10, -2.150398710176062530e-10, 1.331488206170126889e-09, 9.753071684056046370e-10, 1.010798876784553371e-09, 1.220009940246024349e-09
2.051000000000000000e+03, 1.394957601082542196e-09, 1.143372139303941703e-10, 9.317390812338841921e-10, -3.204356581871187134e-09, 4.517673788319780077e-10, 3.250614593977223022e-10, 1.753391734154882861e-09, 6.803648730457301943e-10
2.052000000000000000e+03, 7.260894028622527869e-10, 9.096855152520487219e-10, 6.935921994048542600e-10, -1.177426385091274689e-09, 5.218098002254424083e-10, 1.307208687858796697e-09, 1.360385444130981388e-09, 1.328506175236119964e-09
2.053000000000000000e+03, 1.100826302987043565e-09, 2.016907326179936275e-10, 1.252772102369744505e-09, -1.090177279767444204e-10, 5.613074581076161632e-10, 1.016528271283877731e-09, 6.104387084918824001e-10, 1.136500919767568987e-09
2.054000000000000000e+03, 9.316005983721997032e-10, 8.508887551704294824e-10, 1.605302847509403541e-09, -6.173224139015510878e-10, 9.791679392707414065e-10, 6.568314027622669063e-10, 1.051478994346830211e-09, 7.762538240703361161e-10
2.055000000000000000e+03, 1.596758905242329754e-09, 4.591493651843670564e-10, 1.329913123103221683e-09, -2.263483239826412512e-09, 1.129867491189217439e-09, 9.770946798732798040e-10, 5.843525694321926485e-10, 1.350394889425517476e-09
2.056000000000000000e+03, 9.144914351726995905e-10, 8.539497801658906429e-10, 7.748576112629235945e-10, -1.134003829088235117e-09, 9.539319565925699605e-10, 1.723755873942333967e-09, 8.585552231012127029e-10, 1.145242372639471790e-09
2.057000000000000000e+03, 1.160532074256337501e-09, 5.463467831024014862e-10, 1.329922368933428257e-09, -8.366772068348196796e-10, 1.156290470771311976e-09, 1.650523644472731097e-09, 1.067456853489296373e-09, 1.185359638037692438e-09
2.058000000000000000e+03, 7.568375062738162623e-10, 6.015456276328639916e-10, 6.256054134260106625e-10, -3.367998069503406396e-10, 1.909382844147676855e-09, 2.099115324716145522e-10, 7.051333415312218601e-10, 8.441166497903146199e-10
2.059000000000000000e+03, 9.504124166213066054e-10, 6.155946884009231295e-10, 6.356362155576294193e-10, -1.333367856075391020e-09, 1.228288582670142313e-09, 1.228522509652667302e-09, 4.981261375849869397e-10, 8.388400149059689360e-10
2.060000000000000000e+03, 6.554368215498560150e-10, 2.781741459106198097e-10, 2.172975778474367202e-10, -1.261884501401759888e-09, 1.116043174110250188e-09, 1.088333840099173215e-09, 8.387217742739292121e-10, 6.773785895019016312e-10
2.061000000000000000e+03, 1.294877141780774748e-09, 1.318433686764350751e-10, 1.067079299716406488e-09, -1.667037587722547899e-09, 1.315344888036549501e-09, 8.829326517103229788e-10, 5.454394936024880276e-10, 6.624041192368346447e-10
2.062000000000000000e+03, 1.098721135327049943e-09, -3.219271315894170676e-12, 7.795807056817024430e-10, -1.274784872879502978e-09, 7.482808136567863152e-10, 5.979796561953679578e-10, 6.840689393341872595e-10, 1.333677075583622646e-09
2.063000000000000000e+03, 7.691173188906197743e-10, 3.164898217165866978e-10, 1.258854437640709645e-09, -2.210141793058546164e-10, 1.893019984483766743e-10, 8.237730932251180158e-10, 4.276549471223694911e-10, 6.700297905470465991e-10
2.064000000000000000e+03, 1.097017820528638939e-09, -5.799431232756805211e-10, 6.926339456111520682e-10, -5.453212763988668762e-10, 6.816434270843249423e-10, -5.394617342267941800e-11, 3.608641072909465705e-10, 1.290150361553022384e-09
2.065000000000000000e+03, 9.242139075948114842e-10, 3.259147898670471581e-10, 5.395624353286764286e-10, -6.554819693907371029e-10, 1.235646249312241106e-09, -2.468294479829645322e-10, 9.476309753416006377e-10, 6.781831805771712999e-10
2.066000000000000000e+03, 7.254434162799447885e-10, 3.727438720096689750e-10, 1.128834271610300122e-09, -2.347291371499249216e-10, 9.146073317180035763e-10, 1.231382659542747794e-09, 5.291215093988287410e-10, 8.985261955277362729e-10
2.067000000000000000e+03, 5.059242957013607033e-10, 2.370712036973064046e-11, -1.438162529685699569e-10, -2.034888454267731368e-09, 1.770133502869425279e-09, 1.148539185492285204e-09, 3.120217707884788992e-10, 1.410953965065673752e-09
2.068000000000000000e+03, 4.875158630734825736e-10, 2.742308528256181137e-10, 6.098135178823749820e-10, -3.184664229027655359e-10, 6.687086829388338252e-10, 9.343025123048450816e-10, 7.615413747456011843e-10, 1.342655586772745942e-09
2.069000000000000000e+03, 5.137863406528965244e-10, 6.289855350521849428e-10, 5.538078012153883597e-10, -1.005936271901319587e-09, -4.301901825631596099e-11, 1.452010640660242062e-10, 4.021122899649134655e-11, 8.502852283158613240e-10
2.070000000000000000e+03, 5.443764034725635886e-10, -2.711509674628271316e-10, 1.476366454415708740e-09, -1.102010727935583578e-09, -2.216228799209328115e-11, 1.152025788701644555e-09, 6.650282412799502720e-10, 9.499145292655733954e-11
2.071000000000000000e+03, 6.819536864073513253e-10, 3.937576622078201722e-11, -4.902103905933580423e-10, -1.508375465637249271e-09, 3.753981848978504288e-10, 8.281228461042824858e-10, 1.979348898085294475e-11, 6.228532289011489662e-10
2.072000000000000000e+03, -1.513679676875999709e-10, 4.501926482783961157e-10, 2.797489622047729537e-10, -2.651807108043578901e-10, 7.434359822963869698e-11, -5.615324026722232292e-12, 5.736862354928661488e-10, 7.481611598672567715e-11
2.073000000000000000e+03, 6.782812108626919640e-10, -5.913259370594781526e-10, 5.197384198660587784e-10, 3.480903093436264661e-10, 8.397960326521655524e-10, 8.593860898278198961e-10, 5.763502744913052903e-10, 1.080027266066186550e-09
2.074000000000000000e+03, 4.449788565577214193e-10, -2.990089455603834984e-11, 2.448361233776403865e-10, -1.048217833478224968e-09, 9.232915214331696883e-10, 7.200706670911771512e-10, -1.685500283441023710e-10, 9.158460582613591224e-10
2.075000000000000000e+03, -3.039828928623694532e-10, 7.125310630660036559e-10, 1.645182809204261563e-10, -1.131550084352441194e-09, 2.400986445155774841e-10, 7.251552262066408615e-10, 6.348784176332319296e-11, 1.764582077057149908e-10
2.076000000000000000e+03, 3.612951226756950953e-10, 3.471384966108687082e-10, 3.643122706743315409e-11, 1.119541311249908459e-09, 2.577544347435853026e-10, 5.322385536858630091e-10, 5.413386924183313528e-10, 9.467560270065390790e-10
2.077000000000000000e+03, 1.659434490517665314e-10, -8.279899670069781107e-11, -1.163279423099550461e-10, -4.068755158240379698e-10, 6.409742803700242025e-10, 1.444458927229483781e-11, 3.977783548390024339e-10, 7.146739851879935888e-10
2.078000000000000000e+03, 1.342668895514920930e-10, -2.159226416544833777e-11, 2.926682258129059426e-10, -3.937739896062176874e-10, -1.201017761755074553e-10, 1.007403401296024623e-09, 3.954735098606992718e-10, -1.851207827779720792e-10
2.079000000000000000e+03, 4.562788824149722805e-10, -4.328917681514376192e-10, -2.490294460918387827e-10, 1.867707817529469721e-11, 3.894372803640864757e-10, 6.731625407606081065e-10, -4.578548353351507401e-10, 4.592915445587882506e-10
2.080000000000000000e+03, 1.082615168190506475e-10, -4.564604984686067315e-11, -8.915000610407117364e-12, -6.705301201548021745e-10, -5.720612112854830300e-10, -4.402860081909801400e-10, 7.435462019428501419e-11, 8.695461043630555015e-10
2.081000000000000000e+03, 2.571787509969528672e-10, 4.889603921105167105e-10, 1.225947533608789713e-09, 3.254276916211155231e-10, 4.352401515862141413e-10, 2.640363866742941848e-10, 2.125787450443930744e-10, -3.287263734567674850e-10
2.082000000000000000e+03, 7.543910379373273266e-10, -2.225665941854719606e-10, -8.384775375804896879e-11, 3.406745645122917162e-10, -6.135083831645618314e-10, 9.848000566894980873e-10, 3.612362754299726567e-10, 4.201889844202333487e-10
2.083000000000000000e+03, 4.865871403267813718e-10, 5.237685687905826446e-11, 1.166320683467510047e-10, 4.618223356272157725e-10, 3.320223688201473845e-10, -8.001355413124903469e-10, 3.218419938551894171e-10, 1.386941651949653411e-09
2.084000000000000000e+03, 3.243858554846652790e-10, -4.759155881726215906e-10, 1.042979258758248866e-11, -2.122172256510304142e-09, 8.916258858449273823e-10, -7.115265908090755484e-11, 1.023517447601196191e-10, 4.721460678775157973e-10
2.085000000000000000e+03, 1.602704563075002675e-10, -2.240802653442239041e-10, 2.386985224203540847e-10, 1.720020147575047468e-10, -2.148990814814346602e-10, 3.442142581139312131e-10, -4.191131585838809852e-10, 6.618317245815081424e-10
2.086000000000000000e+03, 1.672599426044860704e-10, -1.364794130336267018e-11, -3.343847131281922247e-10, 1.769851228997378043e-09, 3.455782438422902143e-10, -1.591805608721200945e-10, -2.192893564104884204e-10, 3.580308389601091404e-10
2.087000000000000000e+03, 6.710016453412547278e-11, -6.913495931586426562e-11, -1.987464430661157777e-10, -9.662952404123803016e-10, 3.505712463818234361e-10, 3.396883901550330402e-10, -1.965066883215331977e-10, 4.398225033313918083e-10
2.088000000000000000e+03, -2.144702109395234903e-10, 8.594565065657088307e-11, -9.444045061135897022e-10, -1.050767481702911996e-09, 6.589638554871072506e-11, 8.120321628236945959e-10, 3.741124066413628314e-10, 3.776281863538480577e-10
2.089000000000000000e+03, -7.149839502063839812e-11, 6.087064395330049721e-10, 2.843641594825609466e-11, 1.048451761939193441e-09, 3.657594786181633499e-10, -7.027612095728002969e-11, 5.368236392510158679e-10, 2.475874829254904098e-10
2.090000000000000000e+03, 5.273033809613313074e-10, 1.839221029407369574e-10, -3.510616837160534430e-10, 2.157084073103200633e-09, -2.155860499237580745e-10, 2.391827472409216888e-10, 1.061123885890890693e-11, 1.833525168384717285e-11
2.091000000000000000e+03, -5.511982886974738207e-11, -1.072611634406702250e-09, 3.470084308962325748e-10, -1.324177076281725634e-09, 4.574994430549646445e-10, -5.266861719048202750e-11, 1.985878458900136390e-10, 9.653402117409114102e-10
2.092000000000000000e+03, 2.059546334159720721e-10, -9.550805341278660546e-11, -3.229597308428055127e-10, -1.547779684795523380e-09, 2.052681587935656360e-10, -2.699564036403347184e-10, -2.556696740834084599e-10, 3.414473314886064742e-10
2.093000000000000000e+03, 7.674192434365954209e-10, 7.131768376739045258e-10, 1.552530903172898247e-09, -1.681648497199939721e-10, 4.618807561066603993e-10, 3.731237930223483638e-10, 5.216715169841309891e-10, 7.774910441366031171e-10
2.094000000000000000e+03, -3.543719593166605970e-10, -8.316735783737331446e-11, -9.701618915189378835e-11, 2.530376182010696101e-10, 7.610353087170124549e-10, 4.863724827789607596e-10, 5.030368535137688074e-11, 6.344119467776912321e-10
2.095000000000000000e+03, 3.577451059407095397e-10, 2.553673804229725821e-10, 2.329513382584778026e-10, 1.087808378305677484e-09, -2.541009739803312349e-10, 9.189538257430761916e-10, -7.125021210455590901e-10, 4.631408813551690737e-10
2.096000000000000000e+03, 4.202486613665510188e-10, -2.855269663159578829e-10, 8.221857727885724699e-10, -5.655559726828532452e-11, 1.006629481545263988e-10, 1.552874870304014896e-10, 2.408586607936519946e-10, -4.673264746692345559e-10
2.097000000000000000e+03, 6.953108705007396765e-10, 2.348111019240225602e-11, -9.983028686610729560e-11, -5.524630988059013293e-10, -6.719888714022951019e-10, -9.226144254405821360e-11, -3.519442185208498020e-10, 4.837913106311332085e-10
2.098000000000000000e+03, 5.305038637232022944e-10, -2.530218432229949037e-11, -6.353364060913738406e-10, -1.092079547429898425e-09, 4.356289477392722695e-10, 2.316975411281821122e-10, 2.338164844668724083e-10, -1.062991962744116221e-10
2.099000000000000000e+03, 3.230073748595066248e-10, 9.541310127408057227e-10, 3.442930352884464955e-10, -1.103205405346056243e-09, 5.299822858835799668e-10, 2.542707627385651720e-10, 4.057589675596548229e-10, -2.501373164275777786e-10
2.100000000000000000e+03, -1.582937275411366612e-11, 6.725848122772850854e-10, 7.571050350999763511e-10, 9.546479065032881435e-10, -4.718863108050256277e-10, -3.513770406941036694e-11, -7.738363313739349786e-10, 5.215563540960953637e-11
