year, CNRM-ESM2-1, IPSL-CM6A-LR, UKESM1-0-LL, MIROC-ES2L, NorESM2-LM, EC-Earth3-Veg, CMCC-CM2-SR5, CESM2-WACCM, TaiESM1, INM-CM5-0, ACCESS-ESM1-5, GFDL-ESM4, CanESM5, INM-CM4-8, MPI-ESM1-2-LR, NorESM2-MM
2.025000000000000000e+03, 4.721348451558600345e+01, 1.614050963754253942e+01, 3.580120964181932663e+01, 3.535574681394549401e+01, 3.444931341218983079e+01, 2.164121120779612539e+01, 3.394815471281427932e+01, 3.197110716829449473e+01, 3.245222249597225073e+01, 3.772392121808618981e+01, 4.876788948425404868e+01, 2.555194017560164355e+01, 3.237205699665822323e+01, 3.868506532326187397e+01, 3.336434409978473070e+01, 3.174590209756029680e+01
2.026000000000000000e+03, 4.765759769077531871e+01, 1.634349679311242554e+01, 3.596899215923305348e+01, 3.564140781480871567e+01, 3.460418789832333886e+01, 2.157407615262835421e+01, 3.366477007465163496e+01, 3.250614683516474201e+01, 3.188971660237196915e+01, 3.793268437216897837e+01, 4.897772127515320051e+01, 2.577129576195904193e+01, 3.270739669118159298e+01, 3.895436808878063317e+01, 3.343222980112957288e+01, 3.166472957682816514e+01
2.027000000000000000e+03, 4.812415427579352212e+01, 1.657293794173484969e+01, 3.619358238654022131e+01, 3.606912719142975021e+01, 3.479327372994536915e+01, 2.159957032798190468e+01, 3.363557191742474117e+01, 3.283552397755520502e+01, 3.198480158115041760e+01, 3.797804035490318597e+01, 4.929309585480685740e+01, 2.588124713191499993e+01, 3.294906516881309244e+01, 3.916890340758435229e+01, 3.375963942642868432e+01, 3.211151386493069992e+01
2.028000000000000000e+03, 4.845980157999817095e+01, 1.673348525463869052e+01, 3.631492007734918559e+01, 3.623554261245482877e+01, 3.491504188902895578e+01, 2.162255109587794877e+01, 3.491753201836374387e+01, 3.277596471839508041e+01, 3.219544964860084946e+01, 3.804785971689986468e+01, 4.958708786740580621e+01, 2.601142005195229956e+01, 3.319675015289553244e+01, 3.925740107195650808e+01, 3.402269408423972408e+01, 3.248448584383667281e+01
2.029000000000000000e+03, 4.874596294089074888e+01, 1.685095552184336043e+01, 3.645598922608392201e+01, 3.655399897505348150e+01, 3.500558000328716446e+01, 2.165186792768648161e+01, 3.565683646842875731e+01, 3.266222079836855841e+01, 3.259441193996251229e+01, 3.824574213828402236e+01, 4.981108724685589095e+01, 2.612661096504821501e+01, 3.336291841267610181e+01, 3.926850695208193542e+01, 3.433443140587704789e+01, 3.273007442367915587e+01
2.030000000000000000e+03, 4.915005962988195876e+01, 1.695597039227633118e+01, 3.661659980559637262e+01, 3.676637370099633273e+01, 3.530640464186041783e+01, 2.183624035900912830e+01, 3.476299682439729821e+01, 3.272852195738087744e+01, 3.276319470528801503e+01, 3.834624843153879681e+01, 4.998522200809646421e+01, 2.624671090038078347e+01, 3.358463165550003993e+01, 3.928301263634901375e+01, 3.458721933400241966e+01, 3.290427796971564334e+01
2.031000000000000000e+03, 4.971118646049586687e+01, 1.703583202021792076e+01, 3.673570240170813150e+01, 3.701505269799737619e+01, 3.562930468062669576e+01, 2.222086500830974032e+01, 3.467875001486407172e+01, 3.292162298305045454e+01, 3.255041786721486119e+01, 3.848723193977419754e+01, 5.018983739019889612e+01, 2.637500345360173881e+01, 3.388573963305035619e+01, 3.940965006174236862e+01, 3.475030752337210771e+01, 3.305595688694864265e+01
2.032000000000000000e+03, 5.024649544190727113e+01, 1.716755973052092443e+01, 3.683280977875620721e+01, 3.720010778495323223e+01, 3.586350505375492759e+01, 2.246255158319149103e+01, 3.525395937264563884e+01, 3.332184022584336702e+01, 3.232290546309483403e+01, 3.870366858054581627e+01, 5.036425681211787264e+01, 2.654942236290731827e+01, 3.400785230068147058e+01, 3.947079898572931000e+01, 3.483444594538855910e+01, 3.325315846019496036e+01
2.033000000000000000e+03, 5.063712867076550594e+01, 1.732239693798481284e+01, 3.699409988282849326e+01, 3.743345019512854321e+01, 3.601874130059363210e+01, 2.272396398365876635e+01, 3.493431499711020649e+01, 3.367880942790892362e+01, 3.233811628439994479e+01, 3.886487785279624774e+01, 5.055721784785653483e+01, 2.660776888377634464e+01, 3.419784265151244540e+01, 3.967555232668493659e+01, 3.520347002305616257e+01, 3.353437929560406872e+01
2.034000000000000000e+03, 5.122534597161639169e+01, 1.750334677547200712e+01, 3.714949044205793172e+01, 3.765636040220242364e+01, 3.614588505095116489e+01, 2.301096674455897784e+01, 3.547893198757312661e+01, 3.408172994338143269e+01, 3.231590573692987789e+01, 3.889047670570234772e+01, 5.082167109413774142e+01, 2.670977268453766129e+01, 3.458451739175993822e+01, 3.976446316063880460e+01, 3.551177428067224184e+01, 3.390009000380680959e+01
2.035000000000000000e+03, 5.155147926962585814e+01, 1.772709210695521520e+01, 3.732912295712753092e+01, 3.768544455580241959e+01, 3.654712534580178840e+01, 2.337069904250294528e+01, 3.592596273305950660e+01, 3.408199691720390234e+01, 3.295057822576661977e+01, 3.900705039288194342e+01, 5.103624643425811769e+01, 2.693418294919790412e+01, 3.474674753505658487e+01, 3.988296300540071115e+01, 3.573684370555049128e+01, 3.427145038453745229e+01
2.036000000000000000e+03, 5.192007008512615585e+01, 1.790312808845536452e+01, 3.745438268658552516e+01, 3.773608891354960804e+01, 3.666801840339792307e+01, 2.355752303331280473e+01, 3.610101635175563217e+01, 3.404893378520926461e+01, 3.345451930470097324e+01, 3.909819023781693659e+01, 5.123876867584549188e+01, 2.700269422931776830e+01, 3.505827265682530225e+01, 4.008771971143549706e+01, 3.607309065232670520e+01, 3.456638826268261511e+01
2.037000000000000000e+03, 5.238778149208206258e+01, 1.805747841670079623e+01, 3.766016010876280973e+01, 3.772193256322163535e+01, 3.680232500082797742e+01, 2.384928460846914433e+01, 3.538613661078255745e+01, 3.446559093365851112e+01, 3.336485132854141256e+01, 3.927719639735824586e+01, 5.154192660836526585e+01, 2.704734278781167944e+01, 3.547248516580264521e+01, 4.015238115502781824e+01, 3.619481005460182388e+01, 3.471759166725338019e+01
2.038000000000000000e+03, 5.290992726251332101e+01, 1.818700950827248164e+01, 3.787648652116328662e+01, 3.768322976494959420e+01, 3.705557134173481160e+01, 2.411596209301816529e+01, 3.601302311990682625e+01, 3.490570535224789239e+01, 3.340569181531784437e+01, 3.943875605999410539e+01, 5.174768479981339908e+01, 2.706296899354429186e+01, 3.586836331729863758e+01, 4.025302419518521901e+01, 3.658820454298921732e+01, 3.494887744989416234e+01
2.039000000000000000e+03, 5.337131532017877333e+01, 1.832871561124076365e+01, 3.804492055633559744e+01, 3.764043964737586379e+01, 3.757704634452040438e+01, 2.407511758294738868e+01, 3.702743423059047245e+01, 3.515012813211252052e+01, 3.360739964467341423e+01, 3.948382993998540513e+01, 5.183410439210125986e+01, 2.722987187404230269e+01, 3.615127270964829620e+01, 4.036166754460608530e+01, 3.686465632944324966e+01, 3.526842763437311135e+01
2.040000000000000000e+03, 5.386483035749934345e+01, 1.847690177400147959e+01, 3.820975258719365542e+01, 3.763391466463946955e+01, 3.783165765053636420e+01, 2.422905340027029197e+01, 3.695035046769141474e+01, 3.545497545934739492e+01, 3.378885297767278928e+01, 3.959546815304624801e+01, 5.192977530932058272e+01, 2.741766185100648556e+01, 3.640655248543279043e+01, 4.043486240511033003e+01, 3.720523894248553631e+01, 3.553237061328404423e+01
2.041000000000000000e+03, 5.427660652477097614e+01, 1.870372283139499459e+01, 3.840668556396035171e+01, 3.763321867097367601e+01, 3.775494184998495228e+01, 2.441754181496552789e+01, 3.750339304443912880e+01, 3.580726689885868552e+01, 3.389265360920571624e+01, 3.981446608681454791e+01, 5.217523282657545280e+01, 2.766777032755235766e+01, 3.658158560869755149e+01, 4.060609969883851278e+01, 3.763331152768843424e+01, 3.581256414467726046e+01
2.042000000000000000e+03, 5.463615280547868736e+01, 1.887734273452147704e+01, 3.852317438509487602e+01, 3.769252458592701771e+01, 3.791512704282854429e+01, 2.447865461527165110e+01, 3.745258708221037125e+01, 3.636924418659808822e+01, 3.343613537528681690e+01, 4.003548818650724428e+01, 5.246118630717437270e+01, 2.788183946000805236e+01, 3.664086779142372308e+01, 4.070916803919782012e+01, 3.780297732684672241e+01, 3.618820257860311074e+01
2.043000000000000000e+03, 5.509277238293838508e+01, 1.908708323037311061e+01, 3.873095892085134295e+01, 3.780761300424691029e+01, 3.821856151748232833e+01, 2.468888437478942066e+01, 3.737086588914797147e+01, 3.673245021749917072e+01, 3.360778765397115819e+01, 4.013319877894081600e+01, 5.273265436604599188e+01, 2.810130272799592177e+01, 3.683057509210629377e+01, 4.089437031248844789e+01, 3.808337148866504407e+01, 3.648995239906623311e+01
2.044000000000000000e+03, 5.542008023731844446e+01, 1.915886822590140426e+01, 3.886566889426997307e+01, 3.789688573408581362e+01, 3.868484391515497123e+01, 2.499035503915694534e+01, 3.796638422307739091e+01, 3.686332751126222007e+01, 3.385218694681677221e+01, 4.010914681775317092e+01, 5.296638898631795200e+01, 2.828644275960849086e+01, 3.719619403276259817e+01, 4.096220727146661034e+01, 3.834032634667238426e+01, 3.666723758273187883e+01
2.045000000000000000e+03, 5.588864605744862502e+01, 1.937005888080638627e+01, 3.910853859882403327e+01, 3.798348140097849068e+01, 3.909865865098454663e+01, 2.507007794937376133e+01, 3.824108361390182154e+01, 3.717574049350167797e+01, 3.390739510679714641e+01, 4.020993129012108369e+01, 5.320980595306564709e+01, 2.838556878612111589e+01, 3.740321569803646895e+01, 4.099971272076235351e+01, 3.866686020710289284e+01, 3.688748666629460615e+01
2.046000000000000000e+03, 5.645783282889885868e+01, 1.963065691933245560e+01, 3.932783505913286604e+01, 3.817469504274636449e+01, 3.969106473371098076e+01, 2.524510006237237292e+01, 3.805947437263947819e+01, 3.745344073662231210e+01, 3.439871190723305006e+01, 4.044511174145902999e+01, 5.351965116379037113e+01, 2.857978353643872893e+01, 3.761747279422170465e+01, 4.105529829717376344e+01, 3.904086815983706060e+01, 3.710411131914454330e+01
2.047000000000000000e+03, 5.713076713630139380e+01, 1.977901451865773907e+01, 3.955205930640732959e+01, 3.843615428469313855e+01, 4.006996053236749589e+01, 2.552667307718034806e+01, 3.865252505005942396e+01, 3.767998263865966635e+01, 3.460351202984305985e+01, 4.051496597550479351e+01, 5.374964111500774777e+01, 2.873992191797766438e+01, 3.793391886878468711e+01, 4.118711339253137993e+01, 3.932807209553075012e+01, 3.739896536526816107e+01
2.048000000000000000e+03, 5.758553808565203980e+01, 2.002547520722361796e+01, 3.977987897928861827e+01, 3.842055927222931189e+01, 4.030424298843298203e+01, 2.577904703844218304e+01, 3.911872865160527368e+01, 3.769010098993965840e+01, 3.407046517982928435e+01, 4.062254581170007839e+01, 5.393594775110815220e+01, 2.893784396722675822e+01, 3.830107956091076460e+01, 4.127562808026546293e+01, 3.967746374502330298e+01, 3.771751205369010762e+01
2.049000000000000000e+03, 5.806967818633853540e+01, 2.013364948823567957e+01, 4.000062436743476013e+01, 3.850816573035115198e+01, 4.054950318348574712e+01, 2.599255331258721569e+01, 3.883602048587706435e+01, 3.793311870308156131e+01, 3.421598642922434408e+01, 4.069989425961947660e+01, 5.406335439363422779e+01, 2.895668434266911362e+01, 3.857199879263686171e+01, 4.143594478774724621e+01, 3.998706521158518967e+01, 3.800147119195926138e+01
2.050000000000000000e+03, 5.866547436766918366e+01, 2.040281934484394100e+01, 4.020697397969502163e+01, 3.875121732576901223e+01, 4.053352730755688071e+01, 2.633520869173673873e+01, 3.899905351594126302e+01, 3.828626399649054690e+01, 3.493278439003952229e+01, 4.062038808261358014e+01, 5.424223520527005604e+01, 2.922347656206075683e+01, 3.891594248081493390e+01, 4.139708267753478310e+01, 4.027796892839373299e+01, 3.806640965898576212e+01
2.051000000000000000e+03, 5.914456990093050592e+01, 2.052056109306613152e+01, 4.044923425839598963e+01, 3.889176244834825980e+01, 4.088100639997020380e+01, 2.643490253214647367e+01, 3.969508834238826722e+01, 3.838944227807778731e+01, 3.527331789066658274e+01, 4.066951758243429538e+01, 5.449662936510269873e+01, 2.941283175466771027e+01, 3.934506279761021119e+01, 4.156263456145492796e+01, 4.057050716084134478e+01, 3.831044915405382056e+01
2.052000000000000000e+03, 5.953621796370264718e+01, 2.073682474789444541e+01, 4.060543068707630709e+01, 3.897565675474293556e+01, 4.107522744799464931e+01, 2.693233383331719466e+01, 3.974620619844485248e+01, 3.865967779719237996e+01, 3.531748962143925752e+01, 4.076249379717680199e+01, 5.479347415042899883e+01, 2.948770553911193204e+01, 3.965980553429159272e+01, 4.166294040739301607e+01, 4.081506275414575668e+01, 3.876167308649756649e+01
2.053000000000000000e+03, 5.982640899064121953e+01, 2.093590258926785452e+01, 4.066806498145645321e+01, 3.889966776060621356e+01, 4.153204801410549152e+01, 2.704106275995085795e+01, 4.094763105548794613e+01, 3.910734982317113406e+01, 3.542289863227927071e+01, 4.094425223738540609e+01, 5.503204485641135335e+01, 2.974683925949328511e+01, 3.984972745252942872e+01, 4.175308295573645267e+01, 4.096980799925253081e+01, 3.902378243382839429e+01
2.054000000000000000e+03, 6.032699040283489467e+01, 2.116222922401622952e+01, 4.082414757780243519e+01, 3.886388189167414708e+01, 4.197932599141304877e+01, 2.707921152892074446e+01, 4.069587880717816120e+01, 3.927877271598021736e+01, 3.545870151688468042e+01, 4.106508836049806632e+01, 5.527029142402110296e+01, 3.006540123714955470e+01, 4.011510498620489074e+01, 4.179796516054610578e+01, 4.117413537624561570e+01, 3.957928541034353742e+01
2.055000000000000000e+03, 6.081925122933282779e+01, 2.140911876937864022e+01, 4.106721164064990859e+01, 3.882168946757406047e+01, 4.220369154303603665e+01, 2.720436053256814901e+01, 3.956961302939157576e+01, 3.961742229036195795e+01, 3.549464933825132107e+01, 4.105265881584963239e+01, 5.554475798532696729e+01, 3.034111656511730359e+01, 4.022966204992959405e+01, 4.178488171138226193e+01, 4.141762925474493073e+01, 3.974426104805755955e+01
2.056000000000000000e+03, 6.119725034323191437e+01, 2.156568684831782790e+01, 4.129742168781309175e+01, 3.895058048960565600e+01, 4.270307964873523332e+01, 2.751814355594891026e+01, 4.085366267367081861e+01, 4.021928271848155134e+01, 3.545842929546985545e+01, 4.113932917242316023e+01, 5.576998973218651656e+01, 3.060211112888460150e+01, 4.030045060801809598e+01, 4.187259189412672811e+01, 4.151254179982322512e+01, 3.992191448644789631e+01
2.057000000000000000e+03, 6.147263330743679433e+01, 2.176139243906965604e+01, 4.163732730341513388e+01, 3.914263070969131775e+01, 4.301302298224820220e+01, 2.757655272646783473e+01, 4.145284381572256649e+01, 4.074391765871840221e+01, 3.570449709302137364e+01, 4.117799304902010249e+01, 5.602235676927694641e+01, 3.087043537454755437e+01, 4.054115063942248298e+01, 4.201278992215214458e+01, 4.173644915048569004e+01, 4.037393328596305508e+01
2.058000000000000000e+03, 6.187965134446807980e+01, 2.196973564814814850e+01, 4.185778586099227283e+01, 3.916872137330374670e+01, 4.312654900604191255e+01, 2.784046677121082425e+01, 4.098136789761162646e+01, 4.084765052054360979e+01, 3.602685158961870115e+01, 4.130652168339329933e+01, 5.629672378847185144e+01, 3.124585653919832851e+01, 4.064386661740906703e+01, 4.201009705669788730e+01, 4.186441899949990386e+01, 4.065020328932309468e+01
2.059000000000000000e+03, 6.205641552790588378e+01, 2.209307646840366246e+01, 4.207195555412666010e+01, 3.924977297423637168e+01, 4.332922715188831830e+01, 2.805419061970992445e+01, 4.093423727185381011e+01, 4.098877037461354433e+01, 3.610549970813084997e+01, 4.149287093354259781e+01, 5.654681840535914716e+01, 3.160701052222573892e+01, 4.065422081986012159e+01, 4.204935405440672724e+01, 4.207070891406259960e+01, 4.095267549862917633e+01
2.060000000000000000e+03, 6.237345770365617170e+01, 2.230413795569664970e+01, 4.237585922513591186e+01, 3.923423056412477905e+01, 4.347682228541715688e+01, 2.835475260133398123e+01, 4.136797031195551710e+01, 4.141307802538543825e+01, 3.616096030396352745e+01, 4.158027644600942097e+01, 5.682775003314479534e+01, 3.176362608966931589e+01, 4.077397013996466058e+01, 4.217432567252610198e+01, 4.233982961948683510e+01, 4.109382690041404373e+01
2.061000000000000000e+03, 6.266074063481173084e+01, 2.245495046448139931e+01, 4.271010784230042390e+01, 3.920565746001095420e+01, 4.371127716005558739e+01, 2.841841120382651908e+01, 4.206615724311914306e+01, 4.175101301309158686e+01, 3.615709866342232459e+01, 4.168804165310250909e+01, 5.706025846959650494e+01, 3.208091662934845800e+01, 4.093498229906322905e+01, 4.232795217275943855e+01, 4.257100285262090722e+01, 4.121380109158796756e+01
2.062000000000000000e+03, 6.295284668200224587e+01, 2.252652631193032207e+01, 4.292454936530443632e+01, 3.906167188554562131e+01, 4.379876590106945144e+01, 2.854117540040672907e+01, 4.307019007293379076e+01, 4.192052209042928013e+01, 3.625641391058997698e+01, 4.168760330098985634e+01, 5.725431266831524368e+01, 3.228337813862497541e+01, 4.098145793639974244e+01, 4.244272331220442851e+01, 4.271845702922457377e+01, 4.146615622246287103e+01
2.063000000000000000e+03, 6.328220618107000206e+01, 2.262472439921906187e+01, 4.308236437596257673e+01, 3.897871382968186538e+01, 4.400853040813851180e+01, 2.869083944639087846e+01, 4.341484083208186462e+01, 4.211594409553618590e+01, 3.640968801199848315e+01, 4.173728286260148934e+01, 5.740805114657389652e+01, 3.239433851284459109e+01, 4.091248330862622851e+01, 4.262178847436442908e+01, 4.291136276801493921e+01, 4.183543961476318884e+01
2.064000000000000000e+03, 6.348830373812263872e+01, 2.281212158059901185e+01, 4.341088102095370971e+01, 3.882591719631696492e+01, 4.442899333475792645e+01, 2.858983514534319426e+01, 4.292192244788845557e+01, 4.200445396568336776e+01, 3.638963114249568775e+01, 4.184136248688714943e+01, 5.752401071089752804e+01, 3.247523197137403628e+01, 4.090622673267947818e+01, 4.265609579128481244e+01, 4.304445855685729327e+01, 4.198742692363451567e+01
2.065000000000000000e+03, 6.372218385294610954e+01, 2.294844450597163288e+01, 4.372231444493637298e+01, 3.870683086754381463e+01, 4.461783027903204868e+01, 2.834410410906574995e+01, 4.244805054418206680e+01, 4.184237838424787981e+01, 3.634978452379998970e+01, 4.189318578084853328e+01, 5.758359325080855484e+01, 3.282598186363739501e+01, 4.098046396529837665e+01, 4.254058748387390665e+01, 4.311863220326178237e+01, 4.240545727291875977e+01
2.066000000000000000e+03, 6.397699164556596685e+01, 2.308916232537305646e+01, 4.391001670570888393e+01, 3.872182098355595770e+01, 4.468140724997370228e+01, 2.844577256105447205e+01, 4.263087014465132540e+01, 4.217983473702241781e+01, 3.637416509229769446e+01, 4.187036171316998434e+01, 5.760091397953493697e+01, 3.314397908569503670e+01, 4.105336162476002215e+01, 4.259490497298116907e+01, 4.325121802701467999e+01, 4.260572054936208986e+01
2.067000000000000000e+03, 6.396085570726822311e+01, 2.329996122546819493e+01, 4.416091174398560781e+01, 3.864797549209549032e+01, 4.497124454405683736e+01, 2.879164280226033767e+01, 4.386268333804513020e+01, 4.270611766214994276e+01, 3.665168914986717397e+01, 4.198477435993198981e+01, 5.770150825987970933e+01, 3.347957731757967537e+01, 4.098218308548611333e+01, 4.263992450893285024e+01, 4.324243196561639735e+01, 4.290382497875554435e+01
2.068000000000000000e+03, 6.406814489677429947e+01, 2.345406587247782682e+01, 4.433011838567459506e+01, 3.861859094289291505e+01, 4.507325369305299745e+01, 2.910216848529951150e+01, 4.403525521700228040e+01, 4.289306361885736152e+01, 3.652508927001065331e+01, 4.195856153408298894e+01, 5.776389201244310101e+01, 3.370166739003636280e+01, 4.111365750986482226e+01, 4.264381998325067968e+01, 4.324745670669967268e+01, 4.331201663550047698e+01
2.069000000000000000e+03, 6.418172035899500827e+01, 2.350696353956830009e+01, 4.440078214832836778e+01, 3.878478246048579337e+01, 4.517884782098280994e+01, 2.913460271399594603e+01, 4.422426538930974971e+01, 4.295784877025354831e+01, 3.641848629367888179e+01, 4.200518907650061351e+01, 5.789119783471900860e+01, 3.368740843309571886e+01, 4.107344804473328281e+01, 4.278069420404107603e+01, 4.337335686187480377e+01, 4.342815121996005701e+01
2.070000000000000000e+03, 6.436307037747130266e+01, 2.353425744805644726e+01, 4.453261787750829370e+01, 3.868689012362398927e+01, 4.548978872356722292e+01, 2.925471411390516963e+01, 4.383384944958223173e+01, 4.331041302948099769e+01, 3.669506864727352990e+01, 4.203203299589516462e+01, 5.782391562350098013e+01, 3.372021353356084461e+01, 4.111298912785711934e+01, 4.282708859475788188e+01, 4.348039195872233620e+01, 4.337077202131121112e+01
2.071000000000000000e+03, 6.450127973305670537e+01, 2.358869009861097865e+01, 4.468424839452234210e+01, 3.845323293646343643e+01, 4.546015299950384758e+01, 2.942385786184070184e+01, 4.382990286225704324e+01, 4.349627489299388827e+01, 3.673709382142383362e+01, 4.200734528415799218e+01, 5.773661705894020457e+01, 3.382579539170939142e+01, 4.104355145099906821e+01, 4.282095510426444207e+01, 4.351062818038050040e+01, 4.345564471383716665e+01
2.072000000000000000e+03, 6.439368317412818499e+01, 2.357515414250783437e+01, 4.484616700678068923e+01, 3.847425426023587391e+01, 4.522897557924228806e+01, 2.944219824914935657e+01, 4.427820993745179123e+01, 4.353620530838126967e+01, 3.648953999591893904e+01, 4.194265502569442106e+01, 5.781176935074543621e+01, 3.382394773213048467e+01, 4.099000356382454413e+01, 4.287238675966780477e+01, 4.338125142211708152e+01, 4.350406350253123833e+01
2.073000000000000000e+03, 6.438413365689099521e+01, 2.366784209051585819e+01, 4.510153087821039009e+01, 3.839858368284956214e+01, 4.549141973338303302e+01, 2.970489150967063097e+01, 4.453673846374813650e+01, 4.371818269490409392e+01, 3.640439831410300542e+01, 4.200706445815736600e+01, 5.789152667474074576e+01, 3.397412443233489654e+01, 4.095305683160916033e+01, 4.289871616315547698e+01, 4.342317271915533183e+01, 4.366647858462486909e+01
2.074000000000000000e+03, 6.441283582897916915e+01, 2.373500834340914167e+01, 4.528445911734125673e+01, 3.823891315825745352e+01, 4.576946041142596044e+01, 2.974553247297465219e+01, 4.482541838416565838e+01, 4.392402750173453541e+01, 3.695414462189012283e+01, 4.221684174077620355e+01, 5.789385915036719155e+01, 3.407665707070156458e+01, 4.076115739561541318e+01, 4.283052669492614939e+01, 4.334387205461355563e+01, 4.382016940537297245e+01
2.075000000000000000e+03, 6.418406342029634004e+01, 2.378708589479175117e+01, 4.541235605075709714e+01, 3.828339761074002467e+01, 4.570220016300306298e+01, 2.984702058471176755e+01, 4.499409096984977197e+01, 4.413782819878251473e+01, 3.682136031582133029e+01, 4.225050392926233656e+01, 5.795406347609029751e+01, 3.415333556070024201e+01, 4.070720715120737765e+01, 4.296859398577795730e+01, 4.319125230499422230e+01, 4.367258304988066442e+01
2.076000000000000000e+03, 6.417102120433037271e+01, 2.385979417140784875e+01, 4.551750775446786434e+01, 3.848005646256142853e+01, 4.575972899526003346e+01, 2.983111520584618148e+01, 4.523290983755692451e+01, 4.425242682710638320e+01, 3.644988492750258047e+01, 4.218406319100897406e+01, 5.798086990739330560e+01, 3.431891834710717148e+01, 4.074991000434184230e+01, 4.306056833972197495e+01, 4.323900212980903035e+01, 4.365985833675220817e+01
