year, MIROC-ES2L, CMCC-ESM2, CESM2-WACCM, UKESM1-0-LL, MPI-ESM1-2-LR, GFDL-ESM4, CanESM5, CNRM-ESM2-1
2.075000000000000000e+03, 1.254530331189043418e-09, 8.474967457665039120e-10, 1.243176240145169621e-09, 8.648283961460819885e-10, 6.166783368810937173e-10, 8.456680501939739937e-10, 9.148649773651975572e-10, 5.626387208458967302e-10
2.076000000000000000e+03, 2.112081039301824967e-10, -5.503352645279138426e-10, 5.661521642308181711e-10, 3.172955715898513163e-10, -1.644679936758358219e-10, 8.647312359936649712e-10, 3.853897431897404081e-10, 9.938684069733709040e-10
2.077000000000000000e+03, 7.305013209116134164e-10, 1.065857835099733193e-10, 8.170519467837452657e-10, 6.351264503831172448e-10, 6.823681775024689172e-10, 1.006584186227253115e-09, 7.543785519718990990e-10, 5.445897025894281984e-10
2.078000000000000000e+03, 9.647719985263160988e-10, 5.365992616202019743e-10, 6.558097011271377476e-10, 9.320024421618385984e-10, 4.610014936834666279e-10, 6.880445078928493767e-10, 7.965679761695607456e-10, 1.274464901285351065e-09
2.079000000000000000e+03, -2.111276906472497232e-10, -2.366343856372066741e-10, -2.207225981158113364e-10, 6.004565426776583020e-10, 2.591329042970521745e-10, 3.385607490438436270e-10, 6.660918001220234892e-10, 1.176407779694688990e-09
2.080000000000000000e+03, -3.961802882894322157e-13, 2.213659465529847987e-10, 3.333321513234997733e-10, 2.485268569311159741e-10, 6.313000159756935981e-10, 6.927066363295591231e-10, 7.093944851843252990e-10, 7.060831108294879343e-10
2.081000000000000000e+03, 6.006843892745234681e-10, -8.383458016412274429e-11, 1.012672879132927141e-09, 6.231478443595613865e-10, 5.674312536287491779e-10, 9.394258716153794477e-10, 1.087871917276054703e-09, 5.194353221950179034e-10
2.082000000000000000e+03, 7.477956196451346288e-10, 2.400605276992244021e-10, 1.092019703360097011e-09, 2.298088369590998478e-10, 2.352967934114548438e-10, 1.020279080585104917e-09, 8.872625130863857196e-10, 7.368183555217883822e-10
2.083000000000000000e+03, 3.949344815347550974e-10, 2.358800686259138478e-10, 5.403842962158803856e-10, 3.277388137966200665e-10, 7.750069119441435648e-10, 1.223960936189220722e-09, 9.081685599988815215e-10, 6.671165647611547714e-10
2.084000000000000000e+03, -7.921124168153849823e-11, 1.668482758565901982e-09, 5.209290384804121840e-10, 5.394467414142533253e-10, 2.633580245180659114e-10, 1.641742785569865670e-09, 6.790036151273434283e-10, 4.479520817897462381e-10
2.085000000000000000e+03, 6.404628065477917870e-10, -1.609256965170792900e-10, 1.481018849076580093e-10, 5.676931545885280244e-10, 2.130158134428840140e-10, 8.096541225995599775e-10, 5.443701603313296162e-10, 4.726759464977742758e-10
2.086000000000000000e+03, 6.999615570802121365e-10, -6.273609805448100148e-11, 8.738542123482040188e-10, 3.988882282058110569e-10, 2.279316617809083140e-10, 7.804832633162393738e-10, -1.634531131650848766e-11, -1.094945676745798721e-10
2.087000000000000000e+03, 7.589260815348029132e-10, 9.431239274497071262e-10, 5.766314442325932459e-10, 2.255308512885192040e-10, 1.975910820519025822e-11, 5.696503010324713154e-10, 7.736969154372707656e-10, 9.352055594262073402e-10
2.088000000000000000e+03, 2.683671436912502147e-10, 1.364534661521947464e-10, 7.117899556515935476e-11, 1.488274520581794066e-10, 3.480845438896872332e-10, 5.242497047790477057e-10, 7.135979426573822603e-10, 1.107818751377021029e-09
2.089000000000000000e+03, 7.450245681882619421e-10, 3.183946823954181564e-10, 4.195871236649373252e-10, 4.524616322818014282e-10, -5.377978419390190061e-11, 8.224814795096506554e-10, 4.048504030371669921e-10, 1.235283739608862903e-09
2.090000000000000000e+03, -3.693468498876267386e-10, 1.678137335449011086e-10, 6.990672456456882701e-10, 4.491172316817810341e-10, 2.447076339611354279e-10, 3.007439420859945763e-10, 8.973848113777321551e-10, 8.602727316167589692e-10
2.091000000000000000e+03, -1.252713242722519835e-10, 9.465818751858391844e-10, 9.296014342896920027e-10, 4.556324592876514494e-10, 8.861744186818797262e-10, -2.819761300951327373e-11, 8.626617369654887432e-10, 5.799576535937310526e-10
2.092000000000000000e+03, -3.294487412225945102e-10, -3.574624929044729278e-10, 9.404724366427061994e-10, 1.409935261879089676e-10, 6.054266480566504213e-10, 1.656369329202612006e-10, 7.592287201716285607e-10, 7.593052935507303150e-10
2.093000000000000000e+03, 1.916079121105246240e-10, -4.236940569284021110e-10, 3.344472421379863569e-10, 6.548807036229859763e-10, -1.499667453066846067e-10, 7.146020518326638581e-10, -1.958916241005514181e-10, 3.684283265904661986e-11
2.094000000000000000e+03, 3.653508891802424744e-10, 2.694819595428099440e-11, 6.700559323483107778e-10, 1.538495560476924355e-10, 5.491692940282968099e-10, 8.132302594344227144e-10, 5.463774956427277493e-10, 2.157883549423294321e-10
2.095000000000000000e+03, 6.730967199354765526e-10, -6.365836454450067466e-11, 7.143056353032715872e-10, 4.738852765276719461e-10, 5.900669732328915528e-10, 8.302885076325511994e-10, 1.694591909323851004e-10, 2.713063258654017686e-10
2.096000000000000000e+03, -1.570235448364823828e-10, 9.022675235790776891e-10, 9.031823473606630195e-10, -3.992586403191661042e-11, 1.301134258272990900e-10, 1.859750961937506958e-10, 8.067516842412190455e-10, 2.027872675517994792e-10
2.097000000000000000e+03, 3.686784817764519090e-10, 6.595891393462656054e-10, 4.390993720004090800e-10, 7.079267845908597222e-10, 1.233164419735751520e-09, 5.818400265999137534e-10, 5.027863452352906267e-10, 6.978410778821011260e-10
2.098000000000000000e+03, -5.710369283328885079e-11, 3.507854214242074153e-09, 3.260856605686612973e-10, 3.000342329987778448e-10, 3.711047430375764835e-10, 4.674833611222494807e-10, 5.696991560095035930e-10, 8.603990258661748846e-10
2.099000000000000000e+03, 5.182961318370972986e-10, -2.409663620931826031e-11, 7.362287892866685328e-10, 5.304721365816653127e-10, 8.618913456872757072e-11, 9.457516807761159144e-11, 3.001682804742331382e-10, -3.289513930586749792e-10
2.100000000000000000e+03, 4.417213682425590974e-10, -4.457665955012488407e-10, 3.467535122908560673e-10, 2.893845808623538517e-10, -2.873665737944572614e-10, 3.589534281366090591e-10, 4.789376661345592144e-10, 5.102719950791645263e-10
