year, MPI-ESM1-2-LR, IPSL-CM6A-LR, CESM2-WACCM, UKESM1-0-LL, CanESM5, NorESM2-MM, GFDL-ESM4, TaiESM1, NorESM2-LM, CNRM-ESM2-1, ACCESS-ESM1-5, MIROC-ES2L, CMCC-CM2-SR5, EC-Earth3-Veg
2.025000000000000000e+03, 5.992936357636502009e+00, 3.325757455074720426e+00, 4.705138832043686214e+00, 5.681431928773184481e+00, 5.943107102614559878e+00, 4.053590387395138883e+00, 4.911096027066694347e+00, 2.564607386060506755e+00, 3.785294251881212713e+00, 5.592321583843150812e+00, 4.658866929452948114e+00, 6.620958733846571853e+00, 4.805720889226993364e+00, 3.808484233754746207e+00
2.026000000000000000e+03, 5.775946203961528802e+00, 3.265064135107181187e+00, 4.670213897793127344e+00, 5.548138964034121656e+00, 6.027502404330022046e+00, 4.419787214298228406e+00, 4.894578583594669574e+00, 2.591358146352897407e+00, 3.990484370281062176e+00, 5.776709338905155811e+00, 4.844283120221159145e+00, 6.713968917944322712e+00, 4.771993804371753356e+00, 3.776614664231788154e+00
2.027000000000000000e+03, 6.082549055180593633e+00, 3.253295160369370276e+00, 4.718017172396510084e+00, 5.426654250950178948e+00, 6.037208946480511429e+00, 4.304689896893021839e+00, 4.758840938465767501e+00, 2.558886197147850261e+00, 4.123679641905359183e+00, 6.045576657073882920e+00, 4.846311626677421103e+00, 6.593979968392424063e+00, 4.710747411524445205e+00, 3.368855196257615425e+00
2.028000000000000000e+03, 6.145882760147738821e+00, 3.308601201530044111e+00, 4.765408485876825750e+00, 5.837383578202842926e+00, 6.112900662848725908e+00, 4.033153008528361561e+00, 4.751119634899772848e+00, 2.604620214267370226e+00, 4.030843219046543524e+00, 5.919102933261380706e+00, 4.665180559146345551e+00, 6.725529242893295567e+00, 4.840208369007207523e+00, 4.296495310775249266e+00
2.029000000000000000e+03, 6.223529088072154103e+00, 3.437034760621082263e+00, 4.487658037166354141e+00, 5.741079234816428567e+00, 6.167323748191170907e+00, 4.256016921732102887e+00, 5.003416049941671773e+00, 2.766472046407648211e+00, 4.005039493103457637e+00, 5.810578674221221540e+00, 4.702374568918053832e+00, 6.892724045492993667e+00, 5.139044970197451434e+00, 3.434208129261038689e+00
2.030000000000000000e+03, 6.041988443815069054e+00, 3.408841190134112242e+00, 4.560325815901363988e+00, 5.555743979076176231e+00, 6.356134631766048315e+00, 4.289799714512480655e+00, 4.927184230519450203e+00, 2.676523575637675734e+00, 4.090131958807798895e+00, 5.921599558091433124e+00, 4.925017667265755961e+00, 6.939883884763293764e+00, 4.840946116175287806e+00, 3.830317059353330666e+00
2.031000000000000000e+03, 6.225528373075315258e+00, 3.431292892281708529e+00, 4.777877214961537611e+00, 5.519856166426745148e+00, 6.069561221298231501e+00, 4.296909754520375380e+00, 5.219056607745742760e+00, 2.618636069488734286e+00, 4.072160070102435192e+00, 5.846630676639030355e+00, 4.842930875827160087e+00, 6.781590730270115053e+00, 5.057991928149307981e+00, 4.019029582572831494e+00
2.032000000000000000e+03, 5.963827228116817203e+00, 3.299200137498842889e+00, 4.647709327998041040e+00, 5.798525679175383196e+00, 6.051335572158095921e+00, 4.305043512464088451e+00, 5.218655527205210198e+00, 2.655630557998837737e+00, 3.901780990379691172e+00, 6.060948095436769378e+00, 4.828783175750912982e+00, 6.592373280046549766e+00, 5.076041863787956743e+00, 3.446000186700462375e+00
2.033000000000000000e+03, 5.932437396698575505e+00, 3.448030375439198103e+00, 4.930387092158125206e+00, 5.873919924393988801e+00, 6.328754417510339181e+00, 4.097906352377334471e+00, 5.154038610407067011e+00, 2.615204194939432014e+00, 4.264733515814222109e+00, 5.863715375277396724e+00, 4.837817261766108601e+00, 6.863216781231015418e+00, 4.901418969964167260e+00, 3.491372237062159822e+00
2.034000000000000000e+03, 5.954617472479106333e+00, 3.527666993867080159e+00, 4.918349661968603570e+00, 5.728466901937905753e+00, 6.106924430113443769e+00, 4.294619124819603506e+00, 5.203470904040053746e+00, 2.599580521902975061e+00, 3.931556391017715146e+00, 6.056868066336574152e+00, 4.916483981468347864e+00, 6.919036006273255879e+00, 5.234095616655188188e+00, 3.916016838819876611e+00
2.035000000000000000e+03, 5.845519476967932171e+00, 3.640005620059175495e+00, 5.055821948300293300e+00, 5.985654379363316124e+00, 6.162926627174536875e+00, 4.082176038086575254e+00, 5.083751782869569524e+00, 2.592888413831193173e+00, 4.220970747889250418e+00, 5.627197795177764306e+00, 4.932541759556777095e+00, 6.777606862531996512e+00, 5.078216366861721731e+00, 3.997058104189147532e+00
2.036000000000000000e+03, 6.288781634879677007e+00, 3.495386632012988937e+00, 4.919150154932316887e+00, 5.722476460157619016e+00, 6.751520864185720505e+00, 4.332267833651392230e+00, 5.014694347428507726e+00, 2.739335504740730176e+00, 4.396764851835718524e+00, 5.749887026778587540e+00, 4.876668736727545195e+00, 6.964104704112042299e+00, 5.333966676973670218e+00, 3.502074379334552123e+00
2.037000000000000000e+03, 6.145433497728377326e+00, 3.550182797062501283e+00, 4.890346527592445369e+00, 5.885952423581323423e+00, 6.623533461740652051e+00, 4.247714352806990057e+00, 5.252072553264392596e+00, 2.641731932657732429e+00, 4.278982804561319853e+00, 6.035787080010790007e+00, 4.800594045441834545e+00, 7.198180454571827092e+00, 5.098057839890754117e+00, 3.723799769270827120e+00
2.038000000000000000e+03, 6.108738606044128439e+00, 3.617736780592382573e+00, 4.728257330921698198e+00, 5.928328050180189379e+00, 6.605456721701633782e+00, 4.389162127393166912e+00, 5.096546552133627728e+00, 2.620370428793794115e+00, 4.416918737483392476e+00, 5.728556774159447862e+00, 4.828431165285588911e+00, 6.842205412812610632e+00, 5.118875061584135189e+00, 3.938260585773880607e+00
2.039000000000000000e+03, 6.069404464262889931e+00, 3.514020443005218652e+00, 5.079650232375197305e+00, 5.794286933349894753e+00, 6.896995029170058800e+00, 4.375068970959217651e+00, 5.256081950713293871e+00, 2.744222407949985953e+00, 4.406379062201205343e+00, 5.955254302999012594e+00, 5.020040616488271823e+00, 6.816040312385672983e+00, 5.038844872932078722e+00, 3.282586201270590642e+00
2.040000000000000000e+03, 6.099831182974121191e+00, 3.587408535874750282e+00, 5.020928008639185869e+00, 6.066845181953468114e+00, 6.740679296514068497e+00, 4.486086428641141488e+00, 5.480368567490050857e+00, 2.710835434424831991e+00, 4.211344680723411393e+00, 6.020010056097245155e+00, 4.985284056748858106e+00, 7.061713242577730476e+00, 4.984584110112398214e+00, 2.998908568047044643e+00
2.041000000000000000e+03, 6.165256556739712401e+00, 3.648811509817218024e+00, 5.093038460062468964e+00, 5.864431407857382261e+00, 6.629591387709800721e+00, 4.583462659123178184e+00, 5.343046180416624047e+00, 2.779779953292229600e+00, 4.397853356048801565e+00, 5.927956520077117375e+00, 4.915612002235851818e+00, 6.807424927555230987e+00, 5.020215857946439542e+00, 4.276146630128073056e+00
2.042000000000000000e+03, 6.442403238797119513e+00, 3.629412356055769173e+00, 5.009838242525343155e+00, 5.889785100446059296e+00, 6.553080948195234789e+00, 4.678451685936938276e+00, 5.017778817758532739e+00, 2.739290933854600318e+00, 4.112979672782557827e+00, 6.027090907437234968e+00, 5.067544338321043007e+00, 7.090411734298779578e+00, 5.353074554512796901e+00, 3.574343603220855314e+00
2.043000000000000000e+03, 6.040128013814112684e+00, 3.762296892999372755e+00, 4.944263371555982722e+00, 6.170336385735817331e+00, 6.635231158127021800e+00, 4.520310426956195116e+00, 5.340589007872561744e+00, 2.738596666490014986e+00, 4.226038008147837921e+00, 6.060252545195180751e+00, 4.918938112760073977e+00, 6.987000809560364623e+00, 5.196739714304837499e+00, 3.885767134660420119e+00
2.044000000000000000e+03, 6.076178664975481425e+00, 3.615372421750721710e+00, 5.252522866078126462e+00, 5.926593129657954151e+00, 6.601258236060204787e+00, 4.670073820232187423e+00, 5.364443380229548808e+00, 2.693156589632928366e+00, 4.298146440642613975e+00, 6.045852536506699515e+00, 4.895731139987844927e+00, 7.034367720975271077e+00, 5.145788987330493391e+00, 3.937844595051367413e+00
2.045000000000000000e+03, 6.723405511817354352e+00, 3.669305014625633632e+00, 5.156861023720085591e+00, 6.080157681763854960e+00, 6.270824166108917019e+00, 4.596198916816902624e+00, 5.042555851216871332e+00, 2.761095600773415537e+00, 4.346183027780978314e+00, 5.697897411546848367e+00, 4.969055496941394701e+00, 7.040257425012423020e+00, 5.270674456527026486e+00, 3.693512982254834487e+00
2.046000000000000000e+03, 6.452987758894526138e+00, 3.725446570576567140e+00, 5.030287905432881068e+00, 6.210966183635148852e+00, 6.781944812813713419e+00, 4.617072941536624064e+00, 5.350131769982580998e+00, 2.739125283598480287e+00, 4.461409340376765620e+00, 6.126768949948838028e+00, 4.982606039836742440e+00, 7.061872454663713938e+00, 5.119106415878523109e+00, 3.734743146273689085e+00
2.047000000000000000e+03, 6.298438187651623110e+00, 3.762921167379302823e+00, 4.975779364046930553e+00, 6.278540405669944313e+00, 6.394209212872268289e+00, 4.487386970606191738e+00, 5.318303057583485760e+00, 2.866319777720260475e+00, 4.272058455578855884e+00, 6.099121040862854670e+00, 4.972030030132502887e+00, 7.288566216965103095e+00, 5.310334625017744337e+00, 4.292757655733307587e+00
2.048000000000000000e+03, 6.271610460286343169e+00, 3.867379894843697485e+00, 5.662715733272124297e+00, 6.407060865815303430e+00, 6.880347512461874260e+00, 4.411038177239602120e+00, 5.116257502052461881e+00, 2.870743876995715205e+00, 4.305250241444188219e+00, 6.320897001982769048e+00, 5.064503158601790567e+00, 7.092897319436210601e+00, 5.487588329068546322e+00, 3.780332245829503446e+00
2.049000000000000000e+03, 6.325677873153169983e+00, 3.916792012389476163e+00, 5.142348919779655247e+00, 6.081257068890884021e+00, 6.779686158875510849e+00, 4.401669947378452186e+00, 5.309016601176923977e+00, 2.717630084832926673e+00, 4.249256440696686177e+00, 5.930561817871050856e+00, 5.018077962363539868e+00, 7.306152552642199538e+00, 5.464643432751758567e+00, 4.007113838922118809e+00
2.050000000000000000e+03, 6.245140295643260231e+00, 3.956866666236498631e+00, 5.219117226820850775e+00, 6.420772458165362018e+00, 6.835722409966739299e+00, 4.455483886010462413e+00, 5.357486836743690084e+00, 2.807391437350842178e+00, 4.211419055609296969e+00, 5.892829655472980654e+00, 4.970098890435481032e+00, 7.154281820233163280e+00, 5.208760229293675437e+00, 3.412824833559954474e+00
2.051000000000000000e+03, 6.371260548707462945e+00, 3.761255615138777042e+00, 5.223741211991892897e+00, 6.221200961597180168e+00, 6.955304474826453642e+00, 4.411303706441363381e+00, 5.076039012225963099e+00, 2.845467925716488100e+00, 4.515658027121605578e+00, 6.140373412893172400e+00, 5.038173786340195193e+00, 7.069900182492743212e+00, 5.377204985903458301e+00, 3.566187257948358891e+00
2.052000000000000000e+03, 6.224651656797488108e+00, 3.710396256299433038e+00, 5.206109697350519205e+00, 6.331350710787778446e+00, 6.836373751821644973e+00, 4.473286028666174197e+00, 5.503591724105420191e+00, 2.750243776990884292e+00, 4.289867531916230270e+00, 6.447747520907865848e+00, 5.132970843193621846e+00, 7.023665073544552939e+00, 5.542112301175223799e+00, 3.940916041515938772e+00
2.053000000000000000e+03, 6.471510653137221070e+00, 3.907188463031730841e+00, 5.130762075117003995e+00, 6.111365049354813728e+00, 7.207864439631774367e+00, 4.354291768431142629e+00, 5.295533469720223430e+00, 2.727097913915609517e+00, 4.240876574371694296e+00, 6.020191957121253878e+00, 5.027497182986447655e+00, 7.358956126151245947e+00, 5.456338905905782966e+00, 3.708429116300995254e+00
2.054000000000000000e+03, 6.409926483448868062e+00, 3.871339291424889861e+00, 5.234525074833440428e+00, 6.248469259272484422e+00, 7.322877165868676208e+00, 4.504751682164876314e+00, 5.300302955142348615e+00, 2.832895890975673403e+00, 4.472783025023495007e+00, 5.989784002566545418e+00, 5.000619086580457839e+00, 7.223102581716648096e+00, 5.334574549765908280e+00, 3.864019338945779758e+00
2.055000000000000000e+03, 6.405823908488771146e+00, 3.877018906990535196e+00, 4.937154105124746728e+00, 6.224250332403236108e+00, 6.848728943643661360e+00, 4.676801599880250571e+00, 5.634224823099350132e+00, 2.716200230881095301e+00, 4.641972257127717327e+00, 6.052751200876069326e+00, 5.141120875989658501e+00, 7.458938752752447776e+00, 5.505793517681908611e+00, 3.902357162013993630e+00
2.056000000000000000e+03, 6.120420952795985414e+00, 3.867231197489911843e+00, 4.999418768066691499e+00, 6.513213745846665681e+00, 7.047622117924479568e+00, 4.787822686504423331e+00, 5.774614780179047280e+00, 2.847856184167969484e+00, 4.319084284182267197e+00, 6.311011351857943374e+00, 5.179874844500924169e+00, 7.321129650542618883e+00, 5.146200408308769347e+00, 4.405972609774537752e+00
2.057000000000000000e+03, 6.383973003394813439e+00, 4.014854308882711109e+00, 5.015895878517302897e+00, 6.188931506471772259e+00, 7.373319262522318063e+00, 4.407045499661028209e+00, 5.379031826127474325e+00, 2.759329834999204589e+00, 4.285304811962200588e+00, 6.371519126570498237e+00, 5.134052716557077289e+00, 7.342748128955554066e+00, 5.434605253631551669e+00, 4.745161820130922692e+00
2.058000000000000000e+03, 6.454018288879375120e+00, 3.981267499700470225e+00, 4.946591693271111367e+00, 6.263831647927080581e+00, 6.783817784328465272e+00, 4.814783588270000081e+00, 5.610167472705709812e+00, 2.788964986932764401e+00, 4.518908851004919569e+00, 6.141348237583954983e+00, 5.103387263585129396e+00, 7.440210097006704437e+00, 5.434139901896700486e+00, 3.817794406703404864e+00
2.059000000000000000e+03, 6.248535087129742038e+00, 3.774357374556070344e+00, 5.211308290961468082e+00, 6.574783501305935474e+00, 7.072950461542833800e+00, 4.562927608725634521e+00, 5.613789841160646610e+00, 2.901798394436127637e+00, 4.457472909145995921e+00, 6.068067235208109089e+00, 5.099983149076603439e+00, 7.280459574570172343e+00, 5.682273321602302474e+00, 3.289419384837578786e+00
2.060000000000000000e+03, 6.428252034471348964e+00, 3.833695355049102638e+00, 4.928982245109579274e+00, 6.581126448788704231e+00, 7.354836620784643841e+00, 4.764852371708664158e+00, 5.779457718715644177e+00, 2.819920321034421917e+00, 4.252138865580376681e+00, 6.179266444081247478e+00, 5.024738224274393872e+00, 7.303915694110908241e+00, 5.553286693918261463e+00, 3.753854002479236840e+00
2.061000000000000000e+03, 6.787296685603125823e+00, 3.875105478788819280e+00, 4.891138488369000115e+00, 6.630089787054167516e+00, 7.338370423344717786e+00, 4.623723799530693235e+00, 5.583693145799224489e+00, 2.869522918292161773e+00, 3.992761056146055587e+00, 6.374925097349153802e+00, 5.057533446012508094e+00, 7.309106053962413974e+00, 5.688953942378912387e+00, 4.091864747510801870e+00
2.062000000000000000e+03, 6.331695296151107932e+00, 3.804040402724502279e+00, 5.197325179868891531e+00, 6.273854366005444660e+00, 7.329941111692466649e+00, 4.393347504482091992e+00, 5.570937551945172928e+00, 2.748327855717415780e+00, 4.204767857567552447e+00, 6.363858150403534530e+00, 4.969833637530168602e+00, 7.106390682992787866e+00, 5.506073809215984660e+00, 3.769325641046005870e+00
2.063000000000000000e+03, 6.535030387545957886e+00, 4.026412714844203045e+00, 5.254963486384103710e+00, 6.290336285228147695e+00, 7.471726359333687562e+00, 4.646001691421725255e+00, 5.777805006787673392e+00, 2.862826483209324646e+00, 4.613115971627565592e+00, 6.418588694078327883e+00, 5.042157961991273751e+00, 7.280799564197532270e+00, 5.300993778741511342e+00, 3.755458724703436335e+00
2.064000000000000000e+03, 6.309044523571667895e+00, 4.047310453928734120e+00, 5.322843783026764974e+00, 6.602003272531608680e+00, 7.252573299736069679e+00, 4.644572423777257875e+00, 5.674885657317141785e+00, 2.856426968447993264e+00, 4.521970672003613245e+00, 6.181385910602203992e+00, 4.939768240781158504e+00, 7.525205027437185556e+00, 5.682901602816360587e+00, 4.277679883427952134e+00
2.065000000000000000e+03, 6.331702687627063675e+00, 3.851758188607847355e+00, 5.076786070404513573e+00, 6.157222373817446304e+00, 7.271233390864745516e+00, 4.605646797695563954e+00, 5.527068386171794856e+00, 2.883441726825757279e+00, 4.439439292314885321e+00, 6.287619553547597384e+00, 5.070127593420687973e+00, 7.358014807244420474e+00, 5.401278839521071795e+00, 4.557433478722786369e+00
2.066000000000000000e+03, 6.484268780973692081e+00, 4.067191341069871235e+00, 5.319187190760025885e+00, 5.930469338135108792e+00, 7.099089012419488753e+00, 4.491876409480442867e+00, 5.757022191976324699e+00, 2.898542974554444651e+00, 4.422817578399799388e+00, 6.478625476426803864e+00, 4.897779433269053406e+00, 7.145345651199179748e+00, 5.518870030539860139e+00, 4.493835144748314470e+00
2.067000000000000000e+03, 6.432509825212606280e+00, 3.973787721424979047e+00, 5.244185827838308889e+00, 6.265665200297677373e+00, 7.203042418963278237e+00, 4.522527328044803951e+00, 5.787305409578907600e+00, 2.860821224024228560e+00, 4.371680778186811445e+00, 6.343241124631997963e+00, 4.876212363369439196e+00, 7.194882975463907648e+00, 5.628848774267249944e+00, 4.164785958370187835e+00
2.068000000000000000e+03, 6.593288780965771423e+00, 3.958891481978739968e+00, 5.317494639235385456e+00, 6.731471455054180097e+00, 6.996882225543918921e+00, 4.606335265622510278e+00, 5.646191451495882418e+00, 2.900191754886820128e+00, 4.321156514708763829e+00, 6.428419196586416362e+00, 5.109887891264041748e+00, 7.581112463362152276e+00, 5.606431203718102552e+00, 3.879262348212414224e+00
2.069000000000000000e+03, 6.449153244274381080e+00, 3.929507201893386092e+00, 4.925155237096594973e+00, 6.610449912167528197e+00, 7.360669528470880962e+00, 4.543828292446015382e+00, 5.613550200856710859e+00, 2.874183660597185330e+00, 4.292394802297970102e+00, 6.340827767615420996e+00, 5.221194629847565771e+00, 7.571716418934490989e+00, 5.533738580224444092e+00, 4.078086959498397057e+00
2.070000000000000000e+03, 6.596486262872492290e+00, 3.970418091801835025e+00, 5.464932885283623420e+00, 6.491409229406270853e+00, 7.083796640498842834e+00, 4.864540099079665225e+00, 5.747558587286785148e+00, 2.797294640404417443e+00, 4.601666654135681434e+00, 6.014601809320634374e+00, 5.094958463919267544e+00, 7.472064065963262891e+00, 5.308400619826186606e+00, 4.532607930763695947e+00
2.071000000000000000e+03, 6.648074537943945650e+00, 3.961649021123757386e+00, 5.245489332726646303e+00, 6.390742265978860637e+00, 6.987533401616849993e+00, 4.859063296804247756e+00, 5.578527067456475308e+00, 2.772863767825253234e+00, 4.433020831352590285e+00, 6.077474416346841046e+00, 5.093191545053426417e+00, 7.426630933334736895e+00, 5.623368140166517648e+00, 3.634084937180431130e+00
2.072000000000000000e+03, 6.116981418580372143e+00, 4.088166765184900520e+00, 5.428060900467683858e+00, 6.560972595163820920e+00, 7.072984311958965264e+00, 4.857947712443011490e+00, 5.624749705235675634e+00, 2.840066975782189029e+00, 4.452323614005191388e+00, 6.132901621953551263e+00, 5.066173660137917700e+00, 7.382704719726722153e+00, 5.097984094584107950e+00, 3.682697831821878154e+00
2.073000000000000000e+03, 6.378227941321173766e+00, 4.180748760022996890e+00, 5.307008976730086758e+00, 6.632659241448128462e+00, 7.373498800399250541e+00, 4.646639323174725611e+00, 5.758396967331917082e+00, 2.870873451500445039e+00, 4.475007219356687216e+00, 6.395318628098506153e+00, 5.122927821737051524e+00, 7.432746312557633850e+00, 5.404120944580593111e+00, 4.147185736888631347e+00
2.074000000000000000e+03, 6.388707401956968290e+00, 4.165669322775315209e+00, 5.474487877639260702e+00, 6.740557710789528478e+00, 7.372159609196027752e+00, 4.369306551169433561e+00, 5.960696573937614318e+00, 2.906137393558319459e+00, 4.484148830899116867e+00, 6.736763317254108152e+00, 5.014066835114420861e+00, 7.368540138077643853e+00, 5.401519474847106039e+00, 4.346483369366203497e+00
2.075000000000000000e+03, 6.109725805922072261e+00, 4.103288471867162279e+00, 5.269826924223004028e+00, 6.867810366589385040e+00, 7.329339821776578390e+00, 4.792214178027852434e+00, 5.757706983853720040e+00, 2.823935487490900620e+00, 4.759068525636531710e+00, 6.640493544648122359e+00, 5.122708107363717289e+00, 7.604611646630837107e+00, 5.557678197092742245e+00, 4.056852980789227736e+00
2.076000000000000000e+03, 6.840781395965285228e+00, 4.181393299270313335e+00, 5.399091661849392487e+00, 6.830599662421189322e+00, 7.419258863064499998e+00, 4.804434506353171486e+00, 5.647493865527462908e+00, 2.888474859207579293e+00, 4.599888063116162051e+00, 6.490331291753960841e+00, 5.149826041449202307e+00, 7.487980021632210992e+00, 5.566673344412593316e+00, 4.034966040204345461e+00
2.077000000000000000e+03, 6.229619934552601102e+00, 4.159170493363805399e+00, 5.291183089310634635e+00, 6.887004769514494029e+00, 7.459867090271376178e+00, 4.672380022684645695e+00, 5.794001459519417807e+00, 2.802753441655516653e+00, 4.462213404961795860e+00, 6.752072036500284646e+00, 5.208234971350609754e+00, 7.622132447475349792e+00, 5.597486670937519726e+00, 4.128331491170774470e+00
2.078000000000000000e+03, 6.576084424267913064e+00, 4.177170313753161501e+00, 5.310828864620112277e+00, 6.576275892140657220e+00, 7.306318571892716385e+00, 4.679260581457569401e+00, 5.726103188307057223e+00, 2.817902145573938810e+00, 4.399058936711268686e+00, 6.589061262377629014e+00, 5.179405380123317748e+00, 7.349296100031311951e+00, 5.388813004340519797e+00, 3.961473090751854276e+00
2.079000000000000000e+03, 6.437538132172835326e+00, 4.203380194647318824e+00, 5.181172625098215967e+00, 6.520655607898870443e+00, 7.362249124466943684e+00, 4.819459122844079957e+00, 5.733472725615565757e+00, 2.763337350534368575e+00, 4.467417247911325440e+00, 6.806012910615310219e+00, 5.298169970041261223e+00, 7.324335207422707050e+00, 5.509265768313793998e+00, 4.059585529776490453e+00
2.080000000000000000e+03, 6.510095452674943495e+00, 4.095006166775095657e+00, 5.391889628540482704e+00, 6.870847788437597359e+00, 7.191158098638222640e+00, 4.807050750559467289e+00, 5.758935976360747944e+00, 2.839639992239852972e+00, 4.371076468294027073e+00, 6.360150612231636025e+00, 5.222280982148169493e+00, 7.192343572295885501e+00, 5.308858991253260662e+00, 4.577476095969537973e+00
2.081000000000000000e+03, 6.830974666626444147e+00, 4.106251507955739122e+00, 5.188961628169302287e+00, 6.673421783534728924e+00, 7.552465418706156619e+00, 4.635641598537825203e+00, 5.642484162706407957e+00, 2.863272815315424324e+00, 4.504559023950751140e+00, 6.517526975490536501e+00, 4.984261321970443248e+00, 7.585830171641822162e+00, 5.512438480914723549e+00, 4.124527452713011577e+00
2.082000000000000000e+03, 6.520837214688866901e+00, 4.125642153918780863e+00, 5.145633522669837312e+00, 6.769430311893849250e+00, 7.357435566647786196e+00, 4.730513407050909613e+00, 5.623479024678766258e+00, 2.852413067502911126e+00, 4.424740079546047866e+00, 6.581636895669549681e+00, 5.126022980535701379e+00, 7.413025711432867482e+00, 5.618637768095848806e+00, 4.382947466230143085e+00
2.083000000000000000e+03, 6.506768935189767511e+00, 4.125203515861952219e+00, 5.134293261534054409e+00, 6.758119391693024447e+00, 7.382231257471479680e+00, 5.053225390221380842e+00, 5.596947246277229837e+00, 2.992642357416415155e+00, 4.541949970186198726e+00, 6.426656470081241856e+00, 5.341739889428906096e+00, 7.216637813777073696e+00, 5.528686328736622357e+00, 4.130053827165939495e+00
2.084000000000000000e+03, 6.620538650913719181e+00, 4.110988019524915771e+00, 5.195035006641044006e+00, 6.735311089460889633e+00, 7.171045981811781544e+00, 4.690233868750783408e+00, 5.766615299906442615e+00, 2.895167386539858168e+00, 4.507552011684481386e+00, 6.937284196207678555e+00, 5.097587967799637632e+00, 7.342230668216703116e+00, 5.563049614692205935e+00, 4.043840306644652216e+00
