year, INM-CM5-0, ACCESS-ESM1-5, CNRM-ESM2-1, CanESM5, CMCC-CM2-SR5, EC-Earth3-Veg, IPSL-CM6A-LR, NorESM2-MM, UKESM1-0-LL, TaiESM1, INM-CM4-8, CESM2-WACCM, NorESM2-LM, MPI-ESM1-2-LR, MIROC-ES2L, GFDL-ESM4
2.032000000000000000e+03, 2.706568409877575618e+02, 2.726050617951037793e+02, 2.708429701978365642e+02, 2.721095191118357093e+02, 2.719157432087645248e+02, 2.697518414056686993e+02, 2.700541790990328082e+02, 2.692883580692290479e+02, 2.698316483476977510e+02, 2.710916740088821939e+02, 2.706912540106831671e+02, 2.711383815789116625e+02, 2.706195714013366000e+02, 2.695541587948670212e+02, 2.714805961016047604e+02, 2.704166169946811351e+02
2.033000000000000000e+03, 2.717130520393499182e+02, 2.724376097708695283e+02, 2.720921785454000315e+02, 2.730199062755727937e+02, 2.709490291083781131e+02, 2.692587913793829557e+02, 2.708190146402957339e+02, 2.686483538832223985e+02, 2.704698554503700620e+02, 2.712052877236181985e+02, 2.699517082742599996e+02, 2.713964940263582548e+02, 2.727006735678720588e+02, 2.702830186555052023e+02, 2.717622192129883274e+02, 2.700171594209715522e+02
2.034000000000000000e+03, 2.725586835830919199e+02, 2.724654100942937021e+02, 2.725248524233563217e+02, 2.721639220695294625e+02, 2.725120404881141098e+02, 2.698413723421413124e+02, 2.711946199068420924e+02, 2.700472918639566728e+02, 2.693200308021507681e+02, 2.709290890708917345e+02, 2.698163655193918089e+02, 2.716854970059145558e+02, 2.722982084171013071e+02, 2.701732961913374993e+02, 2.717274356939637414e+02, 2.701734666882232432e+02
2.035000000000000000e+03, 2.714848290677624618e+02, 2.724796097338577852e+02, 2.716653556131598748e+02, 2.720115766676707949e+02, 2.713596177695608276e+02, 2.701007939558127191e+02, 2.715161854301882158e+02, 2.703032422769646246e+02, 2.704744607611041829e+02, 2.711499886608065708e+02, 2.700332184145491965e+02, 2.721062117626999566e+02, 2.721613477794349478e+02, 2.697557768437781647e+02, 2.711698768719898567e+02, 2.700793170787279109e+02
2.036000000000000000e+03, 2.710393586943970377e+02, 2.725173356704522689e+02, 2.705541925700911179e+02, 2.742636209277237072e+02, 2.727465116238560086e+02, 2.701298977248996493e+02, 2.709500993977413827e+02, 2.706297829622568543e+02, 2.705866357640328488e+02, 2.716503790146290953e+02, 2.700342795271702698e+02, 2.721806630869638752e+02, 2.721684015219714752e+02, 2.703355180203393502e+02, 2.722540360550666492e+02, 2.698636713450928823e+02
2.037000000000000000e+03, 2.718858275243499065e+02, 2.723607021284101961e+02, 2.715376041029556973e+02, 2.743829146152080511e+02, 2.723902552848130085e+02, 2.699259916494224854e+02, 2.708928073192390684e+02, 2.700525546016987732e+02, 2.694015694842451012e+02, 2.710582609104886842e+02, 2.702136380301578811e+02, 2.715608666046285862e+02, 2.717561718342465156e+02, 2.704102269926613644e+02, 2.723605001895597866e+02, 2.699801421769378180e+02
2.038000000000000000e+03, 2.711909395535108160e+02, 2.723684476725379113e+02, 2.712364690243527434e+02, 2.740347650953985976e+02, 2.718606993441907775e+02, 2.696496474384904900e+02, 2.714366835121031727e+02, 2.696046762882644430e+02, 2.705788121220509765e+02, 2.701987540619312540e+02, 2.697938005457068584e+02, 2.724651011892436259e+02, 2.716485649055240401e+02, 2.709970505474424840e+02, 2.713693660214624970e+02, 2.696785115013275913e+02
2.039000000000000000e+03, 2.714623749567002733e+02, 2.734292920881848659e+02, 2.717418573333159202e+02, 2.739171296204059445e+02, 2.718917259175568120e+02, 2.696188055573236966e+02, 2.713202316341348137e+02, 2.705012737308832129e+02, 2.700976972589914453e+02, 2.709365315209289520e+02, 2.705614554411005770e+02, 2.727018590927642663e+02, 2.710154853727345312e+02, 2.702531391978768625e+02, 2.713810949432399298e+02, 2.702747126131043842e+02
2.040000000000000000e+03, 2.713170432050491740e+02, 2.728560752597871897e+02, 2.708217591394565602e+02, 2.742321055840178587e+02, 2.706874259777525253e+02, 2.684883819183235687e+02, 2.707616853640845420e+02, 2.708363594789128683e+02, 2.702662153239588747e+02, 2.704458502290121373e+02, 2.694258130263045246e+02, 2.724766066092083747e+02, 2.720984620008620141e+02, 2.703852521368110047e+02, 2.719320948372919702e+02, 2.703424399766498709e+02
2.041000000000000000e+03, 2.709132196146014735e+02, 2.725042717331494941e+02, 2.710811096034005345e+02, 2.740094776071601359e+02, 2.721504285571859327e+02, 2.695148568475494812e+02, 2.720127640858875111e+02, 2.704007344256110628e+02, 2.714881027469261312e+02, 2.722576721685155121e+02, 2.693205894103131754e+02, 2.710976877345377716e+02, 2.724388529594727402e+02, 2.719455770853170407e+02, 2.713690669938413293e+02, 2.706213041041435190e+02
2.042000000000000000e+03, 2.709645283084267362e+02, 2.732541477752149035e+02, 2.712928608065600997e+02, 2.733282564480118708e+02, 2.726196948013817973e+02, 2.690877463581510938e+02, 2.711050306095635847e+02, 2.717357657263649457e+02, 2.707603606161663947e+02, 2.712243074774378897e+02, 2.691420378023317426e+02, 2.724025664729498430e+02, 2.718563451090996068e+02, 2.714590404173214893e+02, 2.718381831843274199e+02, 2.694635992621236369e+02
2.043000000000000000e+03, 2.721455363130206138e+02, 2.724238433632572196e+02, 2.718966899242046793e+02, 2.739026476059799506e+02, 2.719553762574712437e+02, 2.693971206644063159e+02, 2.732778424701626250e+02, 2.714161653667783867e+02, 2.713085505158095998e+02, 2.711930797484488380e+02, 2.709949206860549680e+02, 2.709418308846550190e+02, 2.714947107319921997e+02, 2.703276232195545390e+02, 2.716771500783530655e+02, 2.701519098256904385e+02
2.044000000000000000e+03, 2.711124863557180333e+02, 2.727095689139733281e+02, 2.719983354585982624e+02, 2.733592760905824548e+02, 2.723038825267218499e+02, 2.692832774838116165e+02, 2.720715503896277028e+02, 2.715645622036919917e+02, 2.708619172531691106e+02, 2.701614036566497248e+02, 2.695133430034701973e+02, 2.721655740326572754e+02, 2.715285064324463633e+02, 2.703637988363596492e+02, 2.721830145054437935e+02, 2.705447495859000924e+02
2.045000000000000000e+03, 2.710215808521802501e+02, 2.727770766841770751e+02, 2.717977771531471944e+02, 2.721451868435906931e+02, 2.725642174636398067e+02, 2.699922704400858606e+02, 2.712389154150146169e+02, 2.705494984777901664e+02, 2.696179061148145593e+02, 2.710613050955573726e+02, 2.705977644717467001e+02, 2.712481336885783207e+02, 2.723389897713265100e+02, 2.719563212573608553e+02, 2.718917207455681933e+02, 2.693064000679476635e+02
2.046000000000000000e+03, 2.704452876637387249e+02, 2.725090381800408750e+02, 2.713091124797106772e+02, 2.742616903182851047e+02, 2.722292146626007820e+02, 2.691064214803606660e+02, 2.720305690398901675e+02, 2.698101805506855158e+02, 2.703121304536712159e+02, 2.716551225070800228e+02, 2.704535584663247505e+02, 2.714839604491579053e+02, 2.725059141806025309e+02, 2.712857242791289423e+02, 2.716605664216768901e+02, 2.699472321156999897e+02
2.047000000000000000e+03, 2.706794734110270610e+02, 2.722118593258300621e+02, 2.712318508937438537e+02, 2.722435014884742372e+02, 2.731710916318800173e+02, 2.700309751877152848e+02, 2.723824274938664871e+02, 2.707960933779731363e+02, 2.705041857416444486e+02, 2.725398271137156030e+02, 2.700727280218342798e+02, 2.706292035839557002e+02, 2.724175418257144088e+02, 2.706883156079722426e+02, 2.721343845358151157e+02, 2.702366314980978359e+02
2.048000000000000000e+03, 2.711921591745173714e+02, 2.730215145640827927e+02, 2.725521746959223037e+02, 2.737525784793855337e+02, 2.729514446551363562e+02, 2.681413230093367019e+02, 2.726154472469432903e+02, 2.713189288564345816e+02, 2.711463206792781762e+02, 2.717586763386167945e+02, 2.696738404066277894e+02, 2.735187844017355019e+02, 2.722531306391509816e+02, 2.699338934067187665e+02, 2.725367003583645555e+02, 2.697924216673760611e+02
2.049000000000000000e+03, 2.707082317246721459e+02, 2.724735481029423454e+02, 2.706891388601094945e+02, 2.742330891721144326e+02, 2.735071692791978535e+02, 2.694872467007384103e+02, 2.731725818016995504e+02, 2.700856762365258419e+02, 2.700638011563638088e+02, 2.724234880432367731e+02, 2.708202886765914741e+02, 2.721082340642096824e+02, 2.724345903119082095e+02, 2.709706635431034556e+02, 2.725656466571576857e+02, 2.705987017534112624e+02
2.050000000000000000e+03, 2.717798432639643238e+02, 2.723857171492117573e+02, 2.699522915021170775e+02, 2.744291239976135444e+02, 2.732710121812679063e+02, 2.687859846638339718e+02, 2.734732632667834764e+02, 2.699334036676199844e+02, 2.708539282594439328e+02, 2.715282629382097639e+02, 2.701097369123789917e+02, 2.718340188646449178e+02, 2.728993218662911318e+02, 2.713127954880437755e+02, 2.718838232017895962e+02, 2.700955798691226732e+02
2.051000000000000000e+03, 2.710576449778899359e+02, 2.731852792317519629e+02, 2.716105506087564549e+02, 2.743258701858986797e+02, 2.731112688033566087e+02, 2.700892198101024064e+02, 2.722477486680192555e+02, 2.710899472602555420e+02, 2.709560922635018869e+02, 2.720557670522787816e+02, 2.700278335779756844e+02, 2.721183743277673557e+02, 2.726829064693364444e+02, 2.707741147468249210e+02, 2.719955929806390600e+02, 2.691974091561084492e+02
2.052000000000000000e+03, 2.709203732308301937e+02, 2.734056355758630161e+02, 2.717323706016359779e+02, 2.741447035198152662e+02, 2.729051029173891152e+02, 2.685885685569353427e+02, 2.714190111886424006e+02, 2.709608340173579109e+02, 2.718720070548997114e+02, 2.707121902161141520e+02, 2.712370013822055625e+02, 2.726672439583825849e+02, 2.716211407402029749e+02, 2.709330484502066270e+02, 2.720872605118044021e+02, 2.699149752794457413e+02
2.053000000000000000e+03, 2.706733602839456694e+02, 2.729026160559655523e+02, 2.715406181952129714e+02, 2.741981630501763902e+02, 2.733279235624527246e+02, 2.700741879775324605e+02, 2.723176150864499618e+02, 2.705227100034452405e+02, 2.712212224980537485e+02, 2.706890121115470151e+02, 2.697132047933102399e+02, 2.720123566983726278e+02, 2.712625355923228767e+02, 2.710101015368193771e+02, 2.726045430208654921e+02, 2.697742650558597575e+02
2.054000000000000000e+03, 2.708497914153545594e+02, 2.723919398069697309e+02, 2.713478751692758237e+02, 2.746097873130552216e+02, 2.731718471992147101e+02, 2.691587234876057551e+02, 2.725592586744087384e+02, 2.693134875900126417e+02, 2.706316505642787433e+02, 2.720828792751975698e+02, 2.699296418440158050e+02, 2.710493697109873210e+02, 2.716967773665244863e+02, 2.709805804781566394e+02, 2.722318861307263660e+02, 2.695002265646619435e+02
2.055000000000000000e+03, 2.715359235084432612e+02, 2.735511901347732646e+02, 2.717978683879520077e+02, 2.745033331870077973e+02, 2.732191189637374578e+02, 2.701365461612191439e+02, 2.724635425842047880e+02, 2.697807643316125450e+02, 2.704980831541597013e+02, 2.714677576159724595e+02, 2.712025450605551100e+02, 2.713586171917659726e+02, 2.733137728229715435e+02, 2.709919473765800149e+02, 2.730709048723678620e+02, 2.706966523232172790e+02
2.056000000000000000e+03, 2.717897774175541485e+02, 2.736755756451161687e+02, 2.728142129374346609e+02, 2.743607688967924787e+02, 2.722035975924414402e+02, 2.704789938404117038e+02, 2.721403078827707986e+02, 2.702612353376880492e+02, 2.710253942709443322e+02, 2.717758282614054792e+02, 2.708145593161423790e+02, 2.710752975129481683e+02, 2.721680886546918714e+02, 2.699364233768536110e+02, 2.721598778201155824e+02, 2.712070375719019353e+02
2.057000000000000000e+03, 2.713557362328343174e+02, 2.734717451627675473e+02, 2.710682903780742095e+02, 2.751414159802468475e+02, 2.726310359452487546e+02, 2.707535591385552607e+02, 2.729848739888286673e+02, 2.702071795455457277e+02, 2.714154668756603996e+02, 2.707656557199705389e+02, 2.708356056213420970e+02, 2.723954303790280846e+02, 2.710512317449736202e+02, 2.703839282455168700e+02, 2.721196405034341979e+02, 2.695133438416438025e+02
2.058000000000000000e+03, 2.706015180696715561e+02, 2.736081625880158867e+02, 2.703685080339600972e+02, 2.731762149466104574e+02, 2.733261726867364132e+02, 2.697864245224913589e+02, 2.726487480224947149e+02, 2.706349636941706081e+02, 2.711683232332473494e+02, 2.716474534905848941e+02, 2.711435884130630143e+02, 2.716558246550980016e+02, 2.724933877138528828e+02, 2.707900133225194850e+02, 2.724545382750691260e+02, 2.708883693262139900e+02
2.059000000000000000e+03, 2.715458940115702262e+02, 2.740073293709554036e+02, 2.707740236231443305e+02, 2.744434401311788747e+02, 2.739921240483218980e+02, 2.691235494972777929e+02, 2.717579344677241693e+02, 2.707229839198589048e+02, 2.725723953703629832e+02, 2.732196236601016039e+02, 2.713657739660882839e+02, 2.726920336413862174e+02, 2.728028958184960970e+02, 2.696188574959688822e+02, 2.720799215337272585e+02, 2.703287659880738829e+02
2.060000000000000000e+03, 2.704437620518289691e+02, 2.722665471689167020e+02, 2.715536800054321134e+02, 2.751204580664679611e+02, 2.732037571683073338e+02, 2.688588799007007992e+02, 2.724105229754386528e+02, 2.707076793786059170e+02, 2.717774945908801101e+02, 2.730927042545192762e+02, 2.705575707318739092e+02, 2.725007229480235651e+02, 2.710132118557461354e+02, 2.702593458431607587e+02, 2.722169681956004297e+02, 2.706789982631553926e+02
2.061000000000000000e+03, 2.723672364887005983e+02, 2.728992567587487770e+02, 2.723524550689057833e+02, 2.742267999905354259e+02, 2.742057530052820766e+02, 2.703894732099446401e+02, 2.724134155622664366e+02, 2.703953733483353972e+02, 2.717084139038402668e+02, 2.721359413343780602e+02, 2.709911752997222152e+02, 2.710715244003063162e+02, 2.710734076369727177e+02, 2.710140015201108099e+02, 2.722497202592578560e+02, 2.701288530114057380e+02
2.062000000000000000e+03, 2.717313428859808369e+02, 2.728218106706154344e+02, 2.714471361685306761e+02, 2.744545919063914994e+02, 2.749836057984797435e+02, 2.699479039779654954e+02, 2.711623360277170605e+02, 2.696629430496046211e+02, 2.708949627600954955e+02, 2.714439151355088597e+02, 2.714059449561830206e+02, 2.722201548757930141e+02, 2.716986078023842879e+02, 2.709288082931619783e+02, 2.718169457381654297e+02, 2.701029117038589220e+02
2.063000000000000000e+03, 2.716272163646907529e+02, 2.726250435876160623e+02, 2.712376841146283368e+02, 2.749853521096924283e+02, 2.736683183991323745e+02, 2.700394869781742386e+02, 2.714860713456193366e+02, 2.709203844800496768e+02, 2.703723853802978851e+02, 2.724232107851640876e+02, 2.702617382526088363e+02, 2.720595688919073609e+02, 2.724532504331557448e+02, 2.702734916601934287e+02, 2.717845814581772288e+02, 2.709519266662510972e+02
2.064000000000000000e+03, 2.721991155192345104e+02, 2.724648439005492264e+02, 2.712389403751665213e+02, 2.746026938215082964e+02, 2.741641826288910124e+02, 2.703837224229596359e+02, 2.734534181517696538e+02, 2.693149993627469598e+02, 2.715522259166133381e+02, 2.726615402669332866e+02, 2.711498247165022804e+02, 2.722113136288155033e+02, 2.711727336806883955e+02, 2.701945381969889581e+02, 2.723060262710810662e+02, 2.702831825709464511e+02
2.065000000000000000e+03, 2.714965294849646398e+02, 2.730299354331746713e+02, 2.719499343791756019e+02, 2.749142925182944168e+02, 2.728264093728189437e+02, 2.712473974391758134e+02, 2.717028494462443291e+02, 2.704281896165343255e+02, 2.707792409497324115e+02, 2.725797277739645779e+02, 2.716758742292798843e+02, 2.718778925412600529e+02, 2.723420787892533212e+02, 2.703245258359137324e+02, 2.728058101261394768e+02, 2.696525869034988432e+02
2.066000000000000000e+03, 2.721636169926951538e+02, 2.722267943866949054e+02, 2.720805397879350949e+02, 2.742147963964766291e+02, 2.730714928804508759e+02, 2.708869124104575121e+02, 2.727398755477183272e+02, 2.696988229533320123e+02, 2.707566629355374630e+02, 2.710851976290311995e+02, 2.714992306045284067e+02, 2.721681186755009776e+02, 2.712989080883332349e+02, 2.700707504929600304e+02, 2.719815442759456801e+02, 2.703105244413591777e+02
2.067000000000000000e+03, 2.720749757738744847e+02, 2.722821645079820883e+02, 2.716131460033434450e+02, 2.740075522164785298e+02, 2.733498470546859949e+02, 2.705633477524346517e+02, 2.733716948909946041e+02, 2.706885636230736623e+02, 2.711134336802050484e+02, 2.727763630793166953e+02, 2.712998016961112739e+02, 2.721707321628404657e+02, 2.714814608184569806e+02, 2.701474880574881468e+02, 2.719857946938877262e+02, 2.701370747592706039e+02
2.068000000000000000e+03, 2.704611961188946907e+02, 2.734562791319481221e+02, 2.729614688751527183e+02, 2.742880801819867997e+02, 2.743974434374624707e+02, 2.710011440806739529e+02, 2.731116687497990938e+02, 2.712614993154342642e+02, 2.714005925821303435e+02, 2.734745502835498314e+02, 2.711157030826999517e+02, 2.721815465215261156e+02, 2.711458845944490008e+02, 2.705240782608460677e+02, 2.725406240500353761e+02, 2.704079803737695329e+02
2.069000000000000000e+03, 2.696781959797012860e+02, 2.742071461469133737e+02, 2.731217921344548358e+02, 2.751468750259051603e+02, 2.741606048307421020e+02, 2.712849072213616637e+02, 2.725059086278766358e+02, 2.718977804386720436e+02, 2.710481647910379479e+02, 2.707440098168278837e+02, 2.705201025855647572e+02, 2.725638723541204627e+02, 2.720086569185606322e+02, 2.705948580468686941e+02, 2.720780754729124169e+02, 2.700672116593601118e+02
2.070000000000000000e+03, 2.713942427569527922e+02, 2.733029954300044437e+02, 2.730621333530950210e+02, 2.740451189475460296e+02, 2.727328555312640788e+02, 2.705982100321102735e+02, 2.720465395480625261e+02, 2.711678941957242728e+02, 2.710096655500805127e+02, 2.714862978250493484e+02, 2.714087117405622962e+02, 2.734313873296422344e+02, 2.713358163116440096e+02, 2.708467558317804560e+02, 2.724220519161851257e+02, 2.698100645127078678e+02
2.071000000000000000e+03, 2.708448531104970129e+02, 2.733983086522569010e+02, 2.715373121846969866e+02, 2.730491526004464617e+02, 2.733847222710752476e+02, 2.703812998901587434e+02, 2.715478740877363748e+02, 2.707985629700599475e+02, 2.717087427139260853e+02, 2.719153063457688972e+02, 2.710742771375744837e+02, 2.719210154375889488e+02, 2.721952388737402657e+02, 2.711233886204187229e+02, 2.722447816238719724e+02, 2.697168201518373962e+02
2.072000000000000000e+03, 2.710089017274675598e+02, 2.732888274280203404e+02, 2.706799323750739177e+02, 2.742703320750123339e+02, 2.718297475769570042e+02, 2.690794337152303797e+02, 2.726611288686107173e+02, 2.703202393664989245e+02, 2.723820467140757273e+02, 2.715658069520682147e+02, 2.714645128428352336e+02, 2.728290373771405370e+02, 2.717202004515104932e+02, 2.702441911187324308e+02, 2.717444661983873289e+02, 2.702139168177322404e+02
2.073000000000000000e+03, 2.709040541477150441e+02, 2.733750090866081450e+02, 2.718005723182527618e+02, 2.747996585733741313e+02, 2.723634552580019772e+02, 2.704518728727994699e+02, 2.732339683745965999e+02, 2.709608024014021908e+02, 2.717647298098908664e+02, 2.719598069237520690e+02, 2.713256217387037736e+02, 2.720086192665826275e+02, 2.722860158486826663e+02, 2.705969558059034057e+02, 2.722382768261459773e+02, 2.702821731210995040e+02
2.074000000000000000e+03, 2.710564922894544679e+02, 2.734497783305500320e+02, 2.726313979761549717e+02, 2.744103588237570079e+02, 2.724758347295091880e+02, 2.702905680217384088e+02, 2.729305127327502305e+02, 2.685406731017315565e+02, 2.714630240644909236e+02, 2.724651788563153900e+02, 2.710397026062403256e+02, 2.726040820983970434e+02, 2.723850880903989378e+02, 2.705436350537125350e+02, 2.718346289261875199e+02, 2.705076471254112107e+02
2.075000000000000000e+03, 2.711642836297433519e+02, 2.735164896541621147e+02, 2.730781991056767879e+02, 2.741290954851041874e+02, 2.736503373994486310e+02, 2.710394263696724124e+02, 2.721642989404174955e+02, 2.699917884181538739e+02, 2.722677382665914365e+02, 2.724652080298656642e+02, 2.702539839176637315e+02, 2.715112070998570175e+02, 2.724468271867785347e+02, 2.685324311470504313e+02, 2.726734880118727347e+02, 2.705363105667298100e+02
2.076000000000000000e+03, 2.710891857638922602e+02, 2.733735318336784417e+02, 2.725496708205997152e+02, 2.746950125855910869e+02, 2.735386336459467316e+02, 2.713138360050455731e+02, 2.724670391092050750e+02, 2.702495157411530613e+02, 2.715374614000274391e+02, 2.724483122630515481e+02, 2.713729132544097524e+02, 2.718129195476200834e+02, 2.722678963256868769e+02, 2.709905093667916844e+02, 2.728630474097901697e+02, 2.704407100445873766e+02
