year, MIROC-ES2L, CNRM-ESM2-1, NorESM2-LM, CESM2-WACCM, UKESM1-0-LL, CMCC-CM2-SR5, NorESM2-MM, INM-CM5-0, GFDL-ESM4, ACCESS-ESM1-5, INM-CM4-8, MPI-ESM1-2-LR, IPSL-CM6A-LR, EC-Earth3-Veg, TaiESM1, CanESM5
2.075000000000000000e+03, 1.388000943776557428e+01, 1.136548023280757036e+01, 1.153541247471008724e+01, 1.296729874194521059e+01, 1.482418443741629410e+01, 1.193136524998676862e+01, 1.145246125235463275e+01, 1.025825943290641895e+01, 1.292720311159890301e+01, 9.736870499367102028e+00, 9.659410890146356010e+00, 1.217974770915363969e+01, 1.153970415084278756e+01, 1.065931374248074093e+01, 8.367288128723773255e+00, 1.356986833048195962e+01
2.076000000000000000e+03, 1.283432737700027992e+01, 1.124385441717168455e+01, 1.172901397588596772e+01, 1.274355515495543756e+01, 1.427914790958496916e+01, 1.214790118475469249e+01, 1.154956303056856548e+01, 1.044620774199491464e+01, 1.271139609062685949e+01, 9.892068760659746829e+00, 1.045545667805922641e+01, 1.277901876234468936e+01, 1.157981783434634160e+01, 1.072911617108607629e+01, 8.238419695279569410e+00, 1.331259466914000278e+01
2.077000000000000000e+03, 1.347367386064538408e+01, 1.139619391678606952e+01, 1.075502205210993267e+01, 1.278969620445790767e+01, 1.461736805004866646e+01, 1.221396871067812917e+01, 1.154942196181638536e+01, 1.077053797424976622e+01, 1.324813737517970402e+01, 1.008540118124265739e+01, 1.064094881652146718e+01, 1.261184001031834256e+01, 1.145147280783917587e+01, 1.088049156015629393e+01, 8.043611221711115533e+00, 1.361821211257815634e+01
2.078000000000000000e+03, 1.322440766343538066e+01, 1.141792503047234320e+01, 1.124173878809111926e+01, 1.314773551487043690e+01, 1.423161944531556067e+01, 1.149261784955437804e+01, 1.165158640597535289e+01, 1.064384568010772725e+01, 1.267114356553220134e+01, 1.027891214032458578e+01, 1.040922028972888569e+01, 1.283186423028580592e+01, 1.136641535596815089e+01, 1.056985591966466487e+01, 8.241489182405413061e+00, 1.334667753981092631e+01
2.079000000000000000e+03, 1.222198665707855980e+01, 1.201734548722738793e+01, 1.114017819322645408e+01, 1.123433785116454153e+01, 1.404839533813423103e+01, 1.186849751590314916e+01, 1.207795945827033890e+01, 1.126304992033912455e+01, 1.220832965875517218e+01, 1.015948628854187952e+01, 1.019528758997414108e+01, 1.241367648153378767e+01, 1.107135476409315267e+01, 1.094105566733226453e+01, 8.205153766629567968e+00, 1.341198974695301871e+01
2.080000000000000000e+03, 1.216391797431047550e+01, 1.086573724993554890e+01, 1.009925246935265974e+01, 1.214825730073541976e+01, 1.419671380319159759e+01, 1.134506055666429525e+01, 1.217459004352221719e+01, 1.079795022824890616e+01, 1.278630056909555179e+01, 1.021323579914749224e+01, 1.047265745123583436e+01, 1.371658748088965574e+01, 1.115403489547952098e+01, 1.158129780380188656e+01, 8.017133707534602749e+00, 1.322118012143715227e+01
2.081000000000000000e+03, 1.328811988538325828e+01, 1.124259904209534255e+01, 1.064927072054840984e+01, 1.273714797513479802e+01, 1.447451925669295747e+01, 1.252438936087656707e+01, 1.190373992305077167e+01, 1.116593002118880129e+01, 1.265219342319057461e+01, 1.004326785199828542e+01, 9.957499188925991618e+00, 1.396627515033032019e+01, 1.127565665098409831e+01, 1.096178815462858047e+01, 8.314564781878294397e+00, 1.408759683001581742e+01
2.082000000000000000e+03, 1.312569187558135120e+01, 1.118483010453528159e+01, 1.016592147239838795e+01, 1.271053907037212838e+01, 1.398982626657206829e+01, 1.221776563632099943e+01, 1.163121889403073084e+01, 1.020890495563194911e+01, 1.272959835357517200e+01, 9.869057900325890031e+00, 9.716253508833077035e+00, 1.259828692638879311e+01, 1.079413448163361444e+01, 1.192691751322157145e+01, 8.272024686663463910e+00, 1.352361454384507056e+01
2.083000000000000000e+03, 1.247723702487067321e+01, 1.124117590883087381e+01, 1.087030094279292136e+01, 1.272934232886167649e+01, 1.409397387053140527e+01, 1.238540811409227160e+01, 1.217842942747999224e+01, 1.046101918959313970e+01, 1.277411646157726821e+01, 1.013549743183263274e+01, 1.027599022998690081e+01, 1.359061690399354028e+01, 1.136245807278161557e+01, 1.116883821752492700e+01, 8.389461363229157698e+00, 1.361069274609260837e+01
2.084000000000000000e+03, 1.233978978484540434e+01, 1.119527580456756155e+01, 1.083241652150185352e+01, 1.279117417807915480e+01, 1.424805317292691953e+01, 1.205819525444637819e+01, 1.141941247461708286e+01, 1.063347978992821830e+01, 1.374181190316001633e+01, 9.922235731320760976e+00, 1.034202950105949270e+01, 1.276925861867581702e+01, 1.092483404829863325e+01, 1.137323210945204188e+01, 8.233463235208679620e+00, 1.310644597714989956e+01
2.085000000000000000e+03, 1.295709898488728840e+01, 1.132786492377485210e+01, 1.164153764647236144e+01, 1.257482153156486149e+01, 1.411362539717133302e+01, 1.224661736780285892e+01, 1.185211376970883101e+01, 1.075556518697239916e+01, 1.322332800932741748e+01, 9.801913269607609891e+00, 1.015056242040827605e+01, 1.247756647617218739e+01, 1.124740288266273147e+01, 1.051747699962303528e+01, 8.347222429907874997e+00, 1.357092283621967432e+01
2.086000000000000000e+03, 1.311323230013918462e+01, 1.043170117114258311e+01, 1.143435916682984299e+01, 1.305463101192941799e+01, 1.409627095483323700e+01, 1.228143150467722755e+01, 1.155946178099893018e+01, 1.105470403625216136e+01, 1.304582942761215492e+01, 9.690690235207512160e+00, 1.015908620673625151e+01, 1.311640723644212159e+01, 1.138105420178722227e+01, 1.066135554601856938e+01, 8.522811926639235480e+00, 1.309634032522549951e+01
2.087000000000000000e+03, 1.363305519328634219e+01, 1.160150562014488429e+01, 1.100677031274938145e+01, 1.240518569924909009e+01, 1.436595051674529344e+01, 1.202442389243423726e+01, 1.141002038536689156e+01, 1.059591365342764924e+01, 1.319809707105384078e+01, 9.657171814848229729e+00, 9.749016624414535315e+00, 1.206200968511124927e+01, 1.142572652254911070e+01, 1.075562354862367798e+01, 8.487864149452851947e+00, 1.346674044377690116e+01
2.088000000000000000e+03, 1.306697271891577472e+01, 1.107871162733741244e+01, 1.090636550226695967e+01, 1.245596935951200734e+01, 1.387449394985241824e+01, 1.232605880793552444e+01, 1.147718821571260150e+01, 9.686597884910160161e+00, 1.303720787396607861e+01, 9.754144174412477497e+00, 1.003787519240489168e+01, 1.243663435535442829e+01, 1.142809443264440183e+01, 1.055915876691519628e+01, 8.145641286439976980e+00, 1.361757073711395272e+01
2.089000000000000000e+03, 1.345140208546535376e+01, 1.192191294601852825e+01, 1.139904292030108834e+01, 1.269418896764839921e+01, 1.377563464538833138e+01, 1.318537958774748020e+01, 1.064139303024149186e+01, 1.031649226784587015e+01, 1.323770350304039667e+01, 9.846701804671557312e+00, 1.033560074169474419e+01, 1.204145946219997398e+01, 1.134360024172238113e+01, 1.023003553052455850e+01, 8.463360564849706336e+00, 1.311469461667690872e+01
2.090000000000000000e+03, 1.223440847667828635e+01, 1.178828534012927776e+01, 1.144495082955929099e+01, 1.280490792066154171e+01, 1.409368498080919174e+01, 1.212692106658990454e+01, 1.158317791231592864e+01, 1.061826649965718516e+01, 1.277374479270705265e+01, 9.899944038310742656e+00, 1.034274072877814454e+01, 1.196378071316459568e+01, 1.172484734854273292e+01, 1.125765506844070529e+01, 8.315995534155133484e+00, 1.358726890150664879e+01
2.091000000000000000e+03, 1.261104770916139550e+01, 1.200892671056923078e+01, 1.125556232698987458e+01, 1.266643425538719114e+01, 1.348188704722380749e+01, 1.187659553646786392e+01, 1.056084163539226140e+01, 1.018939796389395624e+01, 1.257913617942160478e+01, 9.744733982252112625e+00, 9.997306643985639951e+00, 1.398463961560379865e+01, 1.126825948432603575e+01, 1.030569062666062230e+01, 7.995945418340575372e+00, 1.401470451316606081e+01
2.092000000000000000e+03, 1.256931103876575584e+01, 1.139229832490563332e+01, 1.187041995579014042e+01, 1.355609985143774132e+01, 1.387167231399821787e+01, 1.264353006193289986e+01, 1.102487582113379183e+01, 9.847190291141915353e+00, 1.222615575190761206e+01, 1.012408456177116989e+01, 1.011788172047302226e+01, 1.215302190302456609e+01, 1.059666446557049291e+01, 1.058083898242817966e+01, 8.447716000118468571e+00, 1.366384264959120109e+01
2.093000000000000000e+03, 1.240982431630685490e+01, 1.107607629702718910e+01, 1.082521479216763005e+01, 1.271031132807949859e+01, 1.410380117413058798e+01, 1.216911754959202341e+01, 1.119392441502499835e+01, 1.030973748634494491e+01, 1.311082699715798583e+01, 9.900579861201226350e+00, 9.535536009877541019e+00, 1.264823518815508407e+01, 1.119473806459331477e+01, 1.082391414999671220e+01, 7.991693919039326133e+00, 1.300155879257932057e+01
2.094000000000000000e+03, 1.285857819011467207e+01, 1.095701684837137968e+01, 1.140429285918074953e+01, 1.300703390447658059e+01, 1.426341765989698018e+01, 1.290308760573985580e+01, 1.142621836978611505e+01, 1.048223182751765847e+01, 1.337269894903839784e+01, 1.009698623653174820e+01, 9.991784418753871577e+00, 1.323155840813920925e+01, 1.084738248711243003e+01, 1.121275066192180248e+01, 7.993019928171546162e+00, 1.340059734105405020e+01
2.095000000000000000e+03, 1.309108530726303954e+01, 1.077746411476597643e+01, 1.051220297052128139e+01, 1.325871691842712075e+01, 1.418034054635055696e+01, 1.238631152764115662e+01, 1.157542889616297188e+01, 9.856767263732265860e+00, 1.258342088658910640e+01, 9.780699162643953670e+00, 1.017569609496031546e+01, 1.261622573484600096e+01, 1.100437907583103403e+01, 1.085649907509468015e+01, 8.380447441596098557e+00, 1.245301375318449821e+01
2.096000000000000000e+03, 1.244232482959258412e+01, 1.113379549887170583e+01, 1.144876728951912170e+01, 1.304086439274703402e+01, 1.378878848698007609e+01, 1.252397316583306974e+01, 1.142338690917216404e+01, 9.972547497656035986e+00, 1.215667555054706206e+01, 9.815763427203842539e+00, 9.954766555481546320e+00, 1.249898844458146563e+01, 1.036101868805810966e+01, 1.173891534580690710e+01, 8.186922207869207213e+00, 1.310181422026909814e+01
2.097000000000000000e+03, 1.313670232142927929e+01, 1.123798368963207217e+01, 1.175565871766237080e+01, 1.256934378165190935e+01, 1.427761882878251676e+01, 1.289518611256686142e+01, 1.105736415718531163e+01, 9.730394500344715425e+00, 1.270225636857906082e+01, 9.765267966059759885e+00, 1.027630764522393392e+01, 1.280374324107582140e+01, 1.088835262583831209e+01, 1.091525025781886171e+01, 7.792815528356558552e+00, 1.307101769838275196e+01
2.098000000000000000e+03, 1.277003484084945129e+01, 1.180475277779131282e+01, 1.127950681706495750e+01, 1.301721222756057550e+01, 1.363640627516296000e+01, 1.266950315910445291e+01, 1.144920776705217591e+01, 1.027802524046452248e+01, 1.229424169443957915e+01, 9.880049466704948102e+00, 1.012157055810170725e+01, 1.213411709685875195e+01, 1.090355228907262308e+01, 1.105986097469407170e+01, 8.383515801230577935e+00, 1.334501684419516820e+01
2.099000000000000000e+03, 1.284008866204976940e+01, 1.048329978462374967e+01, 1.179626560645195354e+01, 1.310430179252487903e+01, 1.418683770123396037e+01, 1.321415260133891501e+01, 1.140487201914164217e+01, 1.052034506159890270e+01, 1.206985073858311353e+01, 9.932224172586822775e+00, 9.732650129816930118e+00, 1.230270743528737931e+01, 1.118976379901048368e+01, 1.028384289596736423e+01, 8.225580698693917725e+00, 1.335743588542490734e+01
2.100000000000000000e+03, 1.260585666932912297e+01, 1.162374124850490098e+01, 1.052266670332082832e+01, 1.331309010989010133e+01, 1.396388166391356833e+01, 1.269475458052774464e+01, 1.101709220795973110e+01, 1.000831743557752596e+01, 1.163942871681996394e+01, 9.974080645072596951e+00, 9.807534389813328701e+00, 1.294007924612028404e+01, 1.071205774007997391e+01, 1.125369548744645876e+01, 8.374006992701769292e+00, 1.347025360310595232e+01
