year, IPSL-CM6A-LR, INM-CM5-0, EC-Earth3-Veg, NorESM2-LM, ACCESS-ESM1-5, GFDL-ESM4, UKESM1-0-LL, INM-CM4-8, CESM2-WACCM, MPI-ESM1-2-LR, MIROC-ES2L, CNRM-ESM2-1, CanESM5, TaiESM1, CMCC-CM2-SR5, NorESM2-MM
2.025000000000000000e+03, 1.817835576523918206e+01, 1.983049883315237238e+01, 2.319342112859418492e+01, 1.411003337347312048e+01, 1.659500455280220166e+01, 1.715318399752759149e+01, 1.899510453509952512e+01, 1.879736622925573641e+01, 1.617092034360796049e+01, 2.398112668349674692e+01, 1.899118403585066872e+01, 1.875752476548298020e+01, 1.809388317071430663e+01, 1.610579317478933703e+01, 1.749928661558167775e+01, 1.550142037286553354e+01
2.026000000000000000e+03, 1.810387480136307659e+01, 1.958740337259431286e+01, 2.310540863241424958e+01, 1.500881031739345062e+01, 1.666125973158262497e+01, 1.805650800919874399e+01, 1.879139194249929545e+01, 1.780043034434911320e+01, 1.533376576334356400e+01, 2.397210055024119768e+01, 1.899943987222865971e+01, 1.801956047296480889e+01, 1.861617404465843961e+01, 1.655424031609017987e+01, 1.725615897272395216e+01, 1.538811253101020959e+01
2.027000000000000000e+03, 1.801390796891055857e+01, 2.122400448813951357e+01, 2.288953167465514582e+01, 1.497485744941742603e+01, 1.616865514249940716e+01, 1.803158269943999770e+01, 2.066585751229759893e+01, 1.878122287462631590e+01, 1.510256383058220742e+01, 2.414720007480597275e+01, 1.930834849982347734e+01, 1.824372097656540248e+01, 1.853222101625846463e+01, 1.634135022366162460e+01, 1.896999785912923642e+01, 1.567361648466633106e+01
2.028000000000000000e+03, 1.810363121271522502e+01, 1.997343647737526950e+01, 2.359927068567276365e+01, 1.491627308030457399e+01, 1.651240876691457515e+01, 1.887461771256911192e+01, 1.998534361284192329e+01, 1.830193564144230223e+01, 1.608927603538818829e+01, 2.354449247965623471e+01, 2.018826131746319064e+01, 1.846356954906636005e+01, 1.825389185500389644e+01, 1.618443496912562196e+01, 1.864333096297841408e+01, 1.597397521358571204e+01
2.029000000000000000e+03, 1.911934222400731542e+01, 2.089239869939945748e+01, 2.376266602584487586e+01, 1.472594441992978709e+01, 1.697388870776953240e+01, 1.841311014896872322e+01, 1.989001898487541098e+01, 1.958929223281980825e+01, 1.588478689190991489e+01, 2.311857549918063626e+01, 1.855847841319544500e+01, 1.707748961300686474e+01, 1.845035427704216602e+01, 1.529269263953349700e+01, 1.801608264150056371e+01, 1.569500675174373505e+01
2.030000000000000000e+03, 1.868367557558972081e+01, 2.031904419432886044e+01, 2.343791868470332318e+01, 1.533983133795360665e+01, 1.617232630590646636e+01, 1.884381328147479806e+01, 1.964020971635063972e+01, 2.039782144718675738e+01, 1.633788401035613091e+01, 2.343921071181881288e+01, 1.919257561520159427e+01, 1.717359846616101038e+01, 1.889699324977443951e+01, 1.707333187406970509e+01, 1.749174552245699843e+01, 1.543645119397521981e+01
2.031000000000000000e+03, 1.984724482821042102e+01, 2.036976465923799395e+01, 2.345262967095167639e+01, 1.507699748848063059e+01, 1.537916678952879046e+01, 1.863172799363404764e+01, 1.949343381812806797e+01, 1.975923320331149924e+01, 1.564056194033771519e+01, 2.551315698493636575e+01, 1.867910126055533127e+01, 1.849374415011729766e+01, 1.862929078987152565e+01, 1.651443832499783326e+01, 1.768966647693934391e+01, 1.620778465513783217e+01
2.032000000000000000e+03, 1.936443219115419012e+01, 2.017323834202452204e+01, 2.297605463429253447e+01, 1.501679575989549420e+01, 1.582307865033750716e+01, 1.835468181061776960e+01, 1.906502864555033483e+01, 1.919425696309869878e+01, 1.600785542435366793e+01, 2.528633951372330912e+01, 2.035349115333294989e+01, 1.914660329847971454e+01, 1.929130206845742990e+01, 1.630482054962766014e+01, 1.735959244615826691e+01, 1.595968132574495080e+01
2.033000000000000000e+03, 1.976904392261928933e+01, 2.086830696945503050e+01, 2.404963471743113956e+01, 1.401504608213326009e+01, 1.573867740695169459e+01, 1.936777858182887613e+01, 1.861988160912531498e+01, 1.860929854783638504e+01, 1.647792962890719082e+01, 2.439042802383364261e+01, 2.091429140537787390e+01, 1.809537800545528441e+01, 1.906415579696404095e+01, 1.620568351006632213e+01, 1.801938123336972808e+01, 1.602560166968086364e+01
2.034000000000000000e+03, 1.992476041765188199e+01, 2.259247404926560066e+01, 2.251554632755849994e+01, 1.450983096797976302e+01, 1.609723583219711074e+01, 2.077005179268531521e+01, 2.146508536665368538e+01, 1.926418454290439897e+01, 1.681265612510393126e+01, 2.449767532435577877e+01, 1.867165014210879548e+01, 1.869269685113950885e+01, 1.836595573967633754e+01, 1.674029958001885632e+01, 1.827230674491080009e+01, 1.544589119293648594e+01
2.035000000000000000e+03, 1.850992855350252597e+01, 2.149140921282337047e+01, 2.464760017869294373e+01, 1.517906409486016273e+01, 1.619954876173096281e+01, 1.902653660903895982e+01, 1.933442579824374974e+01, 1.955519684536796987e+01, 1.713861867492246560e+01, 2.416133818024683677e+01, 1.948745748518351206e+01, 1.814555175360951367e+01, 1.856977493269465285e+01, 1.636563032950512309e+01, 1.840710401109253525e+01, 1.542689698935161147e+01
2.036000000000000000e+03, 1.924553339200988944e+01, 2.127619824082957223e+01, 2.399332220091559975e+01, 1.539552684818683304e+01, 1.622263727260737909e+01, 2.006313588990453312e+01, 2.101341532281666602e+01, 1.912349686312091279e+01, 1.660126733838706414e+01, 2.492379118393412085e+01, 1.851982063982604032e+01, 1.918647439604328397e+01, 1.969057181501147724e+01, 1.665818856097673262e+01, 1.814894776639539842e+01, 1.558756965963150343e+01
2.037000000000000000e+03, 1.915413177046401927e+01, 2.088924007796151017e+01, 2.405579902227544409e+01, 1.599723223410183692e+01, 1.666150203186389334e+01, 2.050749851449819516e+01, 2.092919950028928966e+01, 1.993965740616879145e+01, 1.735315239687896849e+01, 2.538358885237118656e+01, 2.061877373696773574e+01, 1.819354749724722353e+01, 1.894105741325111580e+01, 1.681772284584195631e+01, 1.819730590164881079e+01, 1.578864187232438532e+01
2.038000000000000000e+03, 2.001788391076388507e+01, 2.038931674675077943e+01, 2.411086084789914352e+01, 1.556680621497123163e+01, 1.644728251373914674e+01, 2.030015375378518527e+01, 2.038735888422868570e+01, 2.070794427273328253e+01, 1.743433777865016054e+01, 2.440051430986684267e+01, 2.062262149595116156e+01, 1.747260323301007290e+01, 1.961699622429507883e+01, 1.634616171587784095e+01, 1.839469843544890537e+01, 1.654846604657616638e+01
2.039000000000000000e+03, 2.051302436514405869e+01, 2.058336238273540530e+01, 2.371524215030833105e+01, 1.496912777879857437e+01, 1.677015210025566461e+01, 1.968129557698496512e+01, 2.001045493657959184e+01, 1.976341095016911353e+01, 1.706646919734971846e+01, 2.471671732661569010e+01, 2.023758081120450925e+01, 1.842501190262106547e+01, 1.974828540965195955e+01, 1.667648799294482842e+01, 1.920211625720279258e+01, 1.599341159113066624e+01
2.040000000000000000e+03, 2.048893971659688873e+01, 2.116755272839693447e+01, 2.315909540161518620e+01, 1.553388653725090762e+01, 1.704565359137401970e+01, 1.943572900347120225e+01, 1.913270611989297265e+01, 2.014889459926711979e+01, 1.684465471487930799e+01, 2.385111467062441903e+01, 1.936474444912309778e+01, 1.939518843586208874e+01, 1.934596817096516119e+01, 1.637025332391504406e+01, 1.876762191391386025e+01, 1.631939780088701752e+01
2.041000000000000000e+03, 2.049759965342061818e+01, 1.885330245517564407e+01, 2.392381267107560561e+01, 1.588043504722417865e+01, 1.663715556554265973e+01, 2.034540076172045886e+01, 1.939256889547781881e+01, 1.992053816633126218e+01, 1.711180681868455622e+01, 2.430420913107049685e+01, 1.994614151282375047e+01, 1.847023883491078067e+01, 1.950528174063625286e+01, 1.693912929461330563e+01, 1.756348540751271514e+01, 1.643675097985362399e+01
2.042000000000000000e+03, 2.006826170491190098e+01, 1.930279480860960462e+01, 2.400114408103034691e+01, 1.599271833124284647e+01, 1.661263994135044797e+01, 1.996622047944260459e+01, 2.190126914375162315e+01, 1.996484139230089738e+01, 1.602579825821195669e+01, 2.526681548038108360e+01, 2.007703478668068087e+01, 1.929842278481541484e+01, 1.993447037828396518e+01, 1.742400624607419601e+01, 1.845560662998213886e+01, 1.622363632248295673e+01
2.043000000000000000e+03, 1.914378739615825964e+01, 1.944844653509163734e+01, 2.365098390787286675e+01, 1.546283386243801772e+01, 1.680138095021506572e+01, 2.033031451502662890e+01, 2.245904022725071059e+01, 1.960895459574330602e+01, 1.612879180840880622e+01, 2.525892598893173258e+01, 2.036757913690655286e+01, 1.952567044147705033e+01, 2.037164026258935934e+01, 1.703347205929992469e+01, 1.936961822930201649e+01, 1.661396951642357678e+01
2.044000000000000000e+03, 1.926610362303243207e+01, 2.131869512400228217e+01, 2.359344193165933135e+01, 1.562998135146305856e+01, 1.690675316673171125e+01, 1.907007900050699689e+01, 2.115483423463230750e+01, 1.986841652926485580e+01, 1.692014278406574590e+01, 2.357131239105674680e+01, 2.019206844884666552e+01, 1.784769621640980120e+01, 1.966253694416303688e+01, 1.743695457855749709e+01, 1.761005011178244573e+01, 1.662525941415398023e+01
2.045000000000000000e+03, 1.976208316677175958e+01, 2.094564847633552773e+01, 2.489617380750345177e+01, 1.518254002521662294e+01, 1.692326948528842223e+01, 2.018378154106634170e+01, 2.148643372375740412e+01, 1.936524259792827962e+01, 1.659209666236338521e+01, 2.460836283008615766e+01, 1.998722926253570620e+01, 1.769367001517710847e+01, 2.047536000154496705e+01, 1.668673747588403700e+01, 1.826367393826374297e+01, 1.614624194120984768e+01
2.046000000000000000e+03, 1.921744103263779380e+01, 2.190401520074911801e+01, 2.378984335892345925e+01, 1.526208084451535463e+01, 1.682982628814455950e+01, 1.989508983185613289e+01, 2.315672359685936144e+01, 2.063078577999979046e+01, 1.755453510179343013e+01, 2.331205362449365737e+01, 2.062438184217126746e+01, 1.922793146701377154e+01, 1.963365168140918726e+01, 1.596904974927021392e+01, 1.970376344820953207e+01, 1.611902785288729589e+01
2.047000000000000000e+03, 1.894548851639190801e+01, 2.167535384692414269e+01, 2.419817467669582811e+01, 1.553470949952403046e+01, 1.620438182024339469e+01, 1.991452590271266132e+01, 2.259726121339834393e+01, 2.032515175646154404e+01, 1.684534092807187733e+01, 2.450429054509983118e+01, 2.034765486995729589e+01, 1.971322480548938927e+01, 2.028638670159062940e+01, 1.664488049296414829e+01, 1.935959034348463348e+01, 1.626889480126131460e+01
2.048000000000000000e+03, 1.998392896837048127e+01, 2.093179277712749808e+01, 2.388233135465198842e+01, 1.659555298676788837e+01, 1.636376819974996977e+01, 1.990670490319764951e+01, 2.118657908083654817e+01, 2.080463752860245918e+01, 1.736910287834240307e+01, 2.468323470127697306e+01, 2.073794608611462920e+01, 1.876990553295388864e+01, 1.977484856057676765e+01, 1.789177293765168386e+01, 1.941912453047861931e+01, 1.636566196482151980e+01
2.049000000000000000e+03, 2.018175207658923043e+01, 2.008378569670586344e+01, 2.419501837857558968e+01, 1.624138950482531385e+01, 1.666435502624696596e+01, 2.042365157706182188e+01, 2.112251416041210916e+01, 2.001167294532481122e+01, 1.702504031378363791e+01, 2.550761420891808484e+01, 2.087001464555005015e+01, 1.930373433523820381e+01, 2.041991189026630238e+01, 1.781328239877416664e+01, 1.874520374684206558e+01, 1.610804597475542366e+01
2.050000000000000000e+03, 2.052344512902838858e+01, 2.006759599546074213e+01, 2.379961801412722622e+01, 1.576553061324897698e+01, 1.747856668609883002e+01, 1.925732146857498606e+01, 2.088065945617753627e+01, 2.039249251263106899e+01, 1.787163673025142430e+01, 2.275457612431238630e+01, 2.104010397117607312e+01, 1.898074425672814769e+01, 1.962741860310254793e+01, 1.751394510153944140e+01, 1.874642713507475023e+01, 1.657128470376616036e+01
2.051000000000000000e+03, 1.884107231546472860e+01, 2.151220686205300225e+01, 2.376145739943590485e+01, 1.543976050600916672e+01, 1.684342889000657095e+01, 2.018533989127477923e+01, 2.199394078792963114e+01, 2.032119538201317610e+01, 1.701516935557966548e+01, 2.470887043523225302e+01, 2.030846086393001926e+01, 1.868729740412213047e+01, 2.029651178575179316e+01, 1.666561168835236373e+01, 1.977428721041431814e+01, 1.641830500128588710e+01
2.052000000000000000e+03, 1.873327319894629639e+01, 2.006185637334396432e+01, 2.323953730089951719e+01, 1.557693110335642217e+01, 1.654891228074938425e+01, 2.088766456735355348e+01, 2.136253597528404313e+01, 1.964483433628898723e+01, 1.748470512641886287e+01, 2.524349051104839603e+01, 1.984608009798712303e+01, 1.890919049326386769e+01, 2.054203402795436872e+01, 1.718031352665869349e+01, 1.967699470927684757e+01, 1.666864817200609394e+01
2.053000000000000000e+03, 1.923220519343546542e+01, 2.039163684267805365e+01, 2.324668817903445017e+01, 1.578344556801441634e+01, 1.688471179732917449e+01, 1.953924426417313853e+01, 2.144117488491251322e+01, 2.002755843641524791e+01, 1.635739409277349310e+01, 2.455094163333105328e+01, 2.003614942295471124e+01, 1.879934761670169507e+01, 2.019451738711918054e+01, 1.690010834298779585e+01, 1.872467118773422001e+01, 1.651647499124700502e+01
2.054000000000000000e+03, 1.968257714851653617e+01, 2.051817733159215607e+01, 2.291706144495939412e+01, 1.546586133287210174e+01, 1.689793711642415275e+01, 1.959417994689918174e+01, 1.995165220059143607e+01, 2.022430246656906760e+01, 1.694853777360120972e+01, 2.434657640989647831e+01, 1.937002595791317106e+01, 1.889453286555955103e+01, 2.046422677185105599e+01, 1.763764208064376859e+01, 1.940309020633588943e+01, 1.655230760643983601e+01
2.055000000000000000e+03, 2.000830713297585461e+01, 2.042975023739213469e+01, 2.440835038949317592e+01, 1.589898096176389686e+01, 1.657279726213687354e+01, 2.055475148519718331e+01, 2.175889063922506139e+01, 1.925109916643462427e+01, 1.750192100790485128e+01, 2.386823321169106293e+01, 2.038757438919141407e+01, 1.858624796252899358e+01, 2.063143803726715220e+01, 1.753233085524061963e+01, 1.991975235438426850e+01, 1.612507734106369028e+01
2.056000000000000000e+03, 1.988706273020654081e+01, 2.003808131991801389e+01, 2.427596235450777584e+01, 1.608425986212684577e+01, 1.695855879873355931e+01, 2.093772674636859676e+01, 2.249532125843051844e+01, 1.932632983985257269e+01, 1.703040529886380483e+01, 2.392884988805640489e+01, 2.054019965031678652e+01, 1.986690939565714586e+01, 1.984789252321160902e+01, 1.720698907105533948e+01, 1.959722165936714688e+01, 1.597837929551575975e+01
2.057000000000000000e+03, 2.047544688349219655e+01, 2.044691717889756788e+01, 2.478761827842145848e+01, 1.641301414562434857e+01, 1.767348824985522171e+01, 2.068901566071076203e+01, 2.120209447028386407e+01, 1.970797277696703276e+01, 1.662992877235532063e+01, 2.563849260693373822e+01, 2.013520055488691085e+01, 1.966780461123384427e+01, 2.086031887433869869e+01, 1.670244697663085987e+01, 1.895561260072022947e+01, 1.560731213538035256e+01
2.058000000000000000e+03, 2.067264272856291285e+01, 1.986303995589592120e+01, 2.529723620702252163e+01, 1.623896346795863721e+01, 1.789115814866778820e+01, 2.045810104325474654e+01, 2.162020892136354178e+01, 2.025621422163881391e+01, 1.755219234037632958e+01, 2.566124771932800996e+01, 1.969948857312217783e+01, 1.967039375438889337e+01, 2.075350463724899086e+01, 1.750310755864227019e+01, 1.919062779409990682e+01, 1.680507610143881791e+01
2.059000000000000000e+03, 2.025131828121485711e+01, 2.140362562411132075e+01, 2.539057307389900942e+01, 1.664984958896743095e+01, 1.793564762080184849e+01, 2.072666261693321843e+01, 2.181429117442512222e+01, 2.048610665275264964e+01, 1.680625879429346270e+01, 2.532489876781874116e+01, 2.063451366633288231e+01, 1.862701413964334307e+01, 2.087705440652310074e+01, 1.726525669178268174e+01, 1.944761073157869546e+01, 1.610724110377287488e+01
2.060000000000000000e+03, 1.913835213617178965e+01, 2.091647177604668073e+01, 2.502053052556433599e+01, 1.645829130400471030e+01, 1.681957982123215345e+01, 2.077905041870597458e+01, 2.154601678585315838e+01, 1.899118637066335680e+01, 1.685969155003501996e+01, 2.569843627192513935e+01, 1.946468794710331096e+01, 1.894428750044636445e+01, 2.153441255736427351e+01, 1.792359400060774988e+01, 2.036610653580360619e+01, 1.592563380709836984e+01
2.061000000000000000e+03, 1.943301263497814091e+01, 2.035628333790427291e+01, 2.464827176012922294e+01, 1.707212935628868777e+01, 1.721698909152006607e+01, 2.065022140037407183e+01, 2.053711339974479699e+01, 2.004170702803607185e+01, 1.683331146236884734e+01, 2.565264992141074174e+01, 1.901521307434830987e+01, 1.911909678947530722e+01, 2.049191039025335215e+01, 1.784695140058415674e+01, 1.918842825888914305e+01, 1.651160730126079912e+01
2.062000000000000000e+03, 2.026521007642263328e+01, 2.225985069623964918e+01, 2.374232680082271330e+01, 1.618582808098948078e+01, 1.731217394221577166e+01, 2.100353466431167249e+01, 1.976872091563807388e+01, 2.012247789454301383e+01, 1.686223721397254494e+01, 2.435559218215344046e+01, 1.936949366634505765e+01, 1.822514950386815613e+01, 1.997187732331816434e+01, 1.790399093208351999e+01, 1.850286927728357966e+01, 1.606563286063179063e+01
2.063000000000000000e+03, 2.104611717076197408e+01, 2.080283823295953383e+01, 2.417089096740589937e+01, 1.670698443944744227e+01, 1.724421201952080551e+01, 2.021412363499176479e+01, 2.244273549396046263e+01, 2.021606649223624430e+01, 1.776380020503995638e+01, 2.422218941410293880e+01, 2.047055891540726691e+01, 1.831548466457081048e+01, 2.060958588560320592e+01, 1.727863556484623686e+01, 1.846471252169847688e+01, 1.693472803302976715e+01
2.064000000000000000e+03, 2.095476773855292052e+01, 2.100949391818070566e+01, 2.398796136548957847e+01, 1.548253792479229141e+01, 1.741174608602068119e+01, 2.029281010039162680e+01, 2.105266275143959120e+01, 1.969004905329545707e+01, 1.787960429825811559e+01, 2.529802440850273726e+01, 1.913149575746533060e+01, 1.657912719636332000e+01, 2.042449482357145740e+01, 1.633616637667024563e+01, 1.844618874932547214e+01, 1.723671785311739768e+01
2.065000000000000000e+03, 2.065574232894766737e+01, 2.065899629113824076e+01, 2.427108260991550637e+01, 1.650666603667126608e+01, 1.638246919310306637e+01, 2.046202646311543205e+01, 1.856786063313256108e+01, 2.133791928762770240e+01, 1.759218016020152220e+01, 2.388248275149434718e+01, 1.923654501245274062e+01, 1.909948979395033675e+01, 2.039681778432942494e+01, 1.752345941345472369e+01, 2.008885734759181929e+01, 1.667753956687178984e+01
2.066000000000000000e+03, 1.948107505108994886e+01, 2.052467453936034758e+01, 2.365321719449007887e+01, 1.655438234693850319e+01, 1.654089774127542256e+01, 2.058294988340053422e+01, 2.149319262781992634e+01, 1.974744161346605509e+01, 1.722636892169937184e+01, 2.580356235772681472e+01, 1.922467269152956604e+01, 1.781635009991854446e+01, 1.993586538205328651e+01, 1.750979464789334372e+01, 1.982200610486660608e+01, 1.634326178058866930e+01
2.067000000000000000e+03, 1.877177095764803383e+01, 2.129418517498357488e+01, 2.425649937677712131e+01, 1.580865818674296897e+01, 1.662754194839013877e+01, 2.063128662914657241e+01, 2.165680625476956322e+01, 2.052867856746298969e+01, 1.710235684343603424e+01, 2.621928461606519889e+01, 2.020185413992500045e+01, 1.796517376741611471e+01, 2.027018849230735498e+01, 1.690078183176199289e+01, 1.835175782137077860e+01, 1.698546372436972618e+01
2.068000000000000000e+03, 1.996093319985148185e+01, 2.190146001987218582e+01, 2.409914222481395640e+01, 1.577794001942589830e+01, 1.666084816523628120e+01, 2.132623186219551670e+01, 2.166808301745689036e+01, 1.998160992322551976e+01, 1.743527551580955759e+01, 2.497928928833256279e+01, 1.899366229652897076e+01, 1.866879343458188600e+01, 2.055683629951903768e+01, 1.680737805332275059e+01, 1.777301926033955937e+01, 1.671568900778957811e+01
2.069000000000000000e+03, 2.074603357767038148e+01, 1.998784278875725562e+01, 2.447919559413211132e+01, 1.646810328477661400e+01, 1.665993597602955134e+01, 2.043138398094560060e+01, 2.213316577509172234e+01, 1.984525260464018714e+01, 1.748541467571642727e+01, 2.503632724487988881e+01, 1.951150809920667584e+01, 1.876889499718028276e+01, 2.080176345222003675e+01, 1.676262238767981216e+01, 1.942066479895704845e+01, 1.589911805908013065e+01
2.070000000000000000e+03, 2.140123436804497459e+01, 2.090448784806117999e+01, 2.347348517814393176e+01, 1.654200876603333015e+01, 1.678813266666145410e+01, 2.132665864437623426e+01, 2.245284915187425767e+01, 2.033639038396048804e+01, 1.713796005949439660e+01, 2.554828377866867939e+01, 1.920838876573448673e+01, 1.807693407619367321e+01, 2.129444229034427849e+01, 1.673487897065712460e+01, 1.887599057525758894e+01, 1.701717427425995055e+01
2.071000000000000000e+03, 1.994040974595889537e+01, 2.036530796958814449e+01, 2.476911046385955828e+01, 1.532147825011816522e+01, 1.696385915378079545e+01, 1.983992147612621082e+01, 2.300193413102342888e+01, 1.998767170388995140e+01, 1.776018128833707976e+01, 2.520857509001175245e+01, 1.912802385586199705e+01, 1.808993546612673597e+01, 2.124212372623336975e+01, 1.677622118476900326e+01, 1.901502276593422280e+01, 1.693717072028735160e+01
2.072000000000000000e+03, 2.114462106500925032e+01, 2.182358212995967861e+01, 2.462164478797945932e+01, 1.549984177047282152e+01, 1.648884524454300760e+01, 2.046002131810793756e+01, 2.067588074637291129e+01, 1.981751366952731175e+01, 1.746009307390128740e+01, 2.444063411199809366e+01, 1.964718345152667212e+01, 1.854914957692317401e+01, 2.062785024920939847e+01, 1.721856906951580513e+01, 2.026524467418265019e+01, 1.676034612435315907e+01
2.073000000000000000e+03, 2.102204915297372523e+01, 2.057377458577209950e+01, 2.432746959355227645e+01, 1.606991643866155428e+01, 1.698583477673754061e+01, 1.985033309238064803e+01, 1.990020234177021052e+01, 2.044700748319525019e+01, 1.722434132442899113e+01, 2.576357010856284191e+01, 1.980676002235469824e+01, 1.903889928760666450e+01, 2.062431134252764764e+01, 1.747311413661301316e+01, 2.074218247651895908e+01, 1.731564194268794665e+01
2.074000000000000000e+03, 2.046903953845941615e+01, 1.984134506498447337e+01, 2.377433198079840793e+01, 1.687710604336278664e+01, 1.756850371286122936e+01, 1.987329134441360168e+01, 2.165413431763580476e+01, 2.150881557998322435e+01, 1.717344564535788010e+01, 2.447622482032321400e+01, 1.974149467367192656e+01, 1.890120895444941240e+01, 2.151081588710389170e+01, 1.706578164845308265e+01, 1.962385816915697134e+01, 1.635312643953176348e+01
2.075000000000000000e+03, 2.053627276249284606e+01, 2.124018943591162056e+01, 2.391738080232251207e+01, 1.578832646866232636e+01, 1.672994895072761423e+01, 1.994784751380404231e+01, 2.179193098941414064e+01, 2.038642987009452412e+01, 1.782482934441896560e+01, 2.400867497966593334e+01, 1.986203898401537415e+01, 1.828934234645391044e+01, 2.041091377425594189e+01, 1.773633003136698960e+01, 1.923544751363044369e+01, 1.630382148581869117e+01
2.076000000000000000e+03, 2.091177863796169234e+01, 2.204360609321685160e+01, 2.460312841147452545e+01, 1.617320260941877663e+01, 1.690164076769858426e+01, 2.037036255054830747e+01, 2.180991996812331024e+01, 1.986374184700606449e+01, 1.727930028740855661e+01, 2.377814532775105150e+01, 1.986647769598954483e+01, 1.840688775085043716e+01, 2.064959278717001467e+01, 1.616592456402252154e+01, 1.809369619750995994e+01, 1.581879504378125567e+01
