year, NorESM2-LM, ACCESS-ESM1-5, MIROC-ES2L, NorESM2-MM, GFDL-ESM4, CanESM5, INM-CM5-0, CESM2-WACCM, CMCC-ESM2, INM-CM4-8, UKESM1-0-LL, EC-Earth3-Veg, MPI-ESM1-2-LR, TaiESM1, CNRM-ESM2-1, IPSL-CM6A-LR
2.074000000000000000e+03, 1.502497798857163502e+00, 1.302365289278489380e+00, 1.184714026725886660e+00, 1.490001128776654138e+00, 2.238184459126943970e+00, 1.409792831490789933e+00, 1.658335531943265773e+00, 1.536300430472368639e+00, 2.350311797665257441e+00, 1.678920630083695187e+00, 2.500308701569514014e+00, 1.662075211625148707e+00, 1.436836075450378836e+00, 1.792488512625191710e+00, 1.286681212461720625e+00, 1.617682617426875913e+00
2.075000000000000000e+03, 1.539727590249705846e+00, 1.279011100761832109e+00, 1.159852646853285707e+00, 1.466626970061794877e+00, 2.242121680608450074e+00, 1.358775705669653666e+00, 1.683463873090908836e+00, 1.564572091276598131e+00, 2.146502870539369834e+00, 1.636855149598341219e+00, 2.500949700635204387e+00, 1.617065734632629148e+00, 1.423495020184963877e+00, 1.814315151633247414e+00, 1.237833367619781910e+00, 1.617911700687883370e+00
2.076000000000000000e+03, 1.523321530448692895e+00, 1.274998630650034270e+00, 1.180341926657481499e+00, 1.424718612417972929e+00, 2.275231833473646326e+00, 1.380004978558876383e+00, 1.640406238767029734e+00, 1.546804104782395495e+00, 2.282862077704909787e+00, 1.667527215529239770e+00, 2.516575051339922098e+00, 1.646521777288525001e+00, 1.400044865702630315e+00, 1.774894918126425081e+00, 1.240513776197599283e+00, 1.628865359749328778e+00
2.077000000000000000e+03, 1.564306837359437319e+00, 1.274539554909339900e+00, 1.150324049102387169e+00, 1.414070658123165458e+00, 2.281419650225946061e+00, 1.387140139985546750e+00, 1.613845405472044137e+00, 1.521820184495630723e+00, 2.475385675315709744e+00, 1.663678242495418402e+00, 2.454795559936377103e+00, 1.721236737785294846e+00, 1.397545300094551024e+00, 1.567044706673353271e+00, 1.301324952985547512e+00, 1.588479295976996220e+00
2.078000000000000000e+03, 1.573317412608802535e+00, 1.286340976710101058e+00, 1.171626067429929474e+00, 1.470603273771302177e+00, 2.254300208726289778e+00, 1.356424915911228490e+00, 1.617523281419904757e+00, 1.503179385839220616e+00, 2.385570556185570013e+00, 1.650485979035556605e+00, 2.467019267183364839e+00, 1.663988959629280062e+00, 1.416098518569967490e+00, 1.682775478205749797e+00, 1.297487232412058544e+00, 1.619612783100304432e+00
2.079000000000000000e+03, 1.553289558827756212e+00, 1.275155184431977728e+00, 1.183321366444826106e+00, 1.495567533629572399e+00, 2.271339661182548042e+00, 1.391017287470218911e+00, 1.646976638346550059e+00, 1.546545679517443928e+00, 2.445269732406683438e+00, 1.622584185535090429e+00, 2.479574054841949149e+00, 1.656702863749848431e+00, 1.443760664699027751e+00, 1.825201331121282911e+00, 1.272622874497553624e+00, 1.624970892554649327e+00
2.080000000000000000e+03, 1.567369879291508061e+00, 1.283882065569847963e+00, 1.159279664846514457e+00, 1.470444136435882232e+00, 2.286523936359817100e+00, 1.410545817174137850e+00, 1.658585593859026597e+00, 1.565523872632174518e+00, 2.362249429684834645e+00, 1.627461625529568190e+00, 2.503725714038413486e+00, 1.719369369209652554e+00, 1.421667004267199053e+00, 1.752582548854589861e+00, 1.267913663027382398e+00, 1.622508124461624623e+00
2.081000000000000000e+03, 1.580128074467000543e+00, 1.317305940156416888e+00, 1.179411130848661449e+00, 1.470996375448543336e+00, 2.269019703918079056e+00, 1.408825411577688147e+00, 1.703186395718308654e+00, 1.542745186121506018e+00, 2.292531441543377735e+00, 1.589214115138927852e+00, 2.485703744594402131e+00, 1.719180223745409020e+00, 1.453219893232972071e+00, 1.759225783631445328e+00, 1.265144774207504597e+00, 1.674976349514551766e+00
2.082000000000000000e+03, 1.569719401547396309e+00, 1.307461085609670448e+00, 1.131034165932588431e+00, 1.465465590288447695e+00, 2.387839891387320002e+00, 1.377001290392810384e+00, 1.676187008734219885e+00, 1.499751325113219735e+00, 2.307327388468844998e+00, 1.628079186099941733e+00, 2.514714550024742756e+00, 1.746812626741252927e+00, 1.451288935887488085e+00, 1.765677896256633517e+00, 1.282554022097050384e+00, 1.672532678900161551e+00
2.083000000000000000e+03, 1.527856381604193903e+00, 1.309240460987209254e+00, 1.184444649128289617e+00, 1.476116093643534910e+00, 2.237892160771361105e+00, 1.395207754231155617e+00, 1.665365849583854141e+00, 1.499708596896904833e+00, 2.378423278033117594e+00, 1.648015436154720126e+00, 2.496614629994641010e+00, 1.724111311946718406e+00, 1.440563533357036796e+00, 1.741051275867161907e+00, 1.302641289597868290e+00, 1.637302397990301195e+00
2.084000000000000000e+03, 1.543181073168210293e+00, 1.305533038170483939e+00, 1.170209256202586534e+00, 1.477852217496527842e+00, 2.268347912874937755e+00, 1.389765440511284700e+00, 1.642930751192376748e+00, 1.530404921921271200e+00, 2.344505649297484062e+00, 1.695725640413007440e+00, 2.485712861067942647e+00, 1.705075621619841719e+00, 1.433480269893090187e+00, 1.797922858863966633e+00, 1.320863989686137163e+00, 1.610348610597569063e+00
2.085000000000000000e+03, 1.487683301603483832e+00, 1.295547767540293549e+00, 1.183704945806664632e+00, 1.458412382510595906e+00, 2.221093750365961128e+00, 1.398453582001132789e+00, 1.625258355060845261e+00, 1.503298307925468258e+00, 2.341478294229779600e+00, 1.653104804612902212e+00, 2.499963021500289262e+00, 1.665971797857837666e+00, 1.408859662239759780e+00, 1.840212605069552199e+00, 1.295863165076542201e+00, 1.602915977119008240e+00
2.086000000000000000e+03, 1.454561744841066817e+00, 1.272941095685410140e+00, 1.145004797038869482e+00, 1.478623447879084507e+00, 2.200725743781375421e+00, 1.370273502360968454e+00, 1.623494100214114777e+00, 1.541894893447321335e+00, 2.377317400187080931e+00, 1.614943372422245504e+00, 2.486208889093214136e+00, 1.668266707374756574e+00, 1.418504912992736955e+00, 1.764787275666021005e+00, 1.301435434851105244e+00, 1.591936852347706655e+00
2.087000000000000000e+03, 1.441971746557106027e+00, 1.273785415703802215e+00, 1.159981613691689395e+00, 1.413434849394934689e+00, 2.257991786427653302e+00, 1.370392255203408460e+00, 1.611960910995286378e+00, 1.552020774529823344e+00, 2.426915700178316371e+00, 1.623837795514805116e+00, 2.447204534028620149e+00, 1.632210958153728741e+00, 1.428635877596351023e+00, 1.770646003358101295e+00, 1.346477835524207745e+00, 1.596538082579148421e+00
2.088000000000000000e+03, 1.426275403450888435e+00, 1.243569504060890951e+00, 1.194128951487668733e+00, 1.431037668432721066e+00, 2.314622265868310880e+00, 1.376313438322531280e+00, 1.652658326577618908e+00, 1.530614982715827521e+00, 2.501630511493336151e+00, 1.641749486516474121e+00, 2.465376071009235392e+00, 1.611919870205525740e+00, 1.427971780355355325e+00, 1.715916281844053870e+00, 1.244486229534344179e+00, 1.554004200619173659e+00
2.089000000000000000e+03, 1.481996677388975003e+00, 1.205668383277080036e+00, 1.180568328364608677e+00, 1.442456629323961792e+00, 2.313883433412519341e+00, 1.365337407074684872e+00, 1.626545373039113951e+00, 1.516650087181012685e+00, 2.446937303279840936e+00, 1.644898856061197012e+00, 2.502586530000443510e+00, 1.639453825075891436e+00, 1.433099769670834966e+00, 1.696261796855352166e+00, 1.291643112202369048e+00, 1.588940914208060384e+00
2.090000000000000000e+03, 1.498006850846599347e+00, 1.243200927745538253e+00, 1.164225835900822847e+00, 1.461367073177025855e+00, 2.251939119669661427e+00, 1.396777468079586138e+00, 1.626965752744337079e+00, 1.561424815897961560e+00, 2.467837188623914102e+00, 1.640098763246214508e+00, 2.452962650287688895e+00, 1.645814563878555736e+00, 1.415842500569461926e+00, 1.812257144427069644e+00, 1.356918926921830026e+00, 1.578193780759790998e+00
2.091000000000000000e+03, 1.547139757431359008e+00, 1.278496745811232849e+00, 1.206768227682699868e+00, 1.474566479753196990e+00, 2.232556435064408706e+00, 1.401557718915883655e+00, 1.619321962967190220e+00, 1.580336740182137989e+00, 2.539972551447893245e+00, 1.654751156842776849e+00, 2.414600573594900990e+00, 1.678013686693870632e+00, 1.460573615930288227e+00, 1.823518171515319919e+00, 1.227164928930748022e+00, 1.572878196358151737e+00
2.092000000000000000e+03, 1.507313836926872819e+00, 1.283402410568177388e+00, 1.183619482488790897e+00, 1.448160391153060722e+00, 2.241859251601570513e+00, 1.379693097862765283e+00, 1.637785218619457694e+00, 1.590040482244162723e+00, 2.503131648610958937e+00, 1.676283424545386369e+00, 2.484154733870970411e+00, 1.595023356344855925e+00, 1.432842540626321659e+00, 1.644865982155234718e+00, 1.259192292951854197e+00, 1.551237097866915216e+00
2.093000000000000000e+03, 1.486166037956027974e+00, 1.211636928999460849e+00, 1.191314284094467046e+00, 1.450804118568866485e+00, 2.298618416610402004e+00, 1.417805532422467429e+00, 1.657180597208438799e+00, 1.585945197701358111e+00, 2.365035230414565870e+00, 1.645919381769826106e+00, 2.481483591635003094e+00, 1.534463981467425464e+00, 1.439173872500219664e+00, 1.633824492456773303e+00, 1.234030529870018267e+00, 1.610089860058244948e+00
2.094000000000000000e+03, 1.527325758253331278e+00, 1.224397578967848954e+00, 1.193292535203504423e+00, 1.477685787960526298e+00, 2.317582936427262652e+00, 1.382002619857856551e+00, 1.640235951193865338e+00, 1.578559516879561642e+00, 2.399651263542672108e+00, 1.602468241624750878e+00, 2.457400208940396791e+00, 1.529056360450141039e+00, 1.449763091161135886e+00, 1.781820001735782588e+00, 1.358116494767224847e+00, 1.589091280845535525e+00
2.095000000000000000e+03, 1.516876059139920185e+00, 1.254741487131645350e+00, 1.186517980247844717e+00, 1.479383840559194141e+00, 2.270915616569925355e+00, 1.375231608949367912e+00, 1.609190712107252841e+00, 1.538240698064316403e+00, 2.448398990376235762e+00, 1.631535885160626309e+00, 2.498593177738284155e+00, 1.564977089381533792e+00, 1.453483639884011858e+00, 1.817265498636004617e+00, 1.295579288673150975e+00, 1.629484070962971209e+00
2.096000000000000000e+03, 1.509604737101498229e+00, 1.264507049929770366e+00, 1.219110610695347763e+00, 1.457996075543047221e+00, 2.251939517200132634e+00, 1.386209407106264724e+00, 1.634151610395160770e+00, 1.567252614320762794e+00, 2.430373341561684164e+00, 1.670414042156835421e+00, 2.469505426231823897e+00, 1.639959110309773704e+00, 1.410894099544534264e+00, 1.848879041080228491e+00, 1.271366717400336244e+00, 1.602022410413722620e+00
2.097000000000000000e+03, 1.495410249405066727e+00, 1.259229051985410797e+00, 1.182743687147439271e+00, 1.462063817448634451e+00, 2.250285156140104714e+00, 1.382252194948886848e+00, 1.627587179027981668e+00, 1.600515679979146011e+00, 2.525648432219109285e+00, 1.593450084939215028e+00, 2.458776106860341315e+00, 1.725025150848855215e+00, 1.446588521328352916e+00, 1.829748242214114251e+00, 1.259744245715371580e+00, 1.586762943011052140e+00
2.098000000000000000e+03, 1.492834897559070617e+00, 1.232147365588463606e+00, 1.166278316506689450e+00, 1.481227043717344927e+00, 2.263155529679660383e+00, 1.375807559017945048e+00, 1.626439527125675300e+00, 1.626211660228943368e+00, 2.578863121140307690e+00, 1.614152854880438914e+00, 2.455227858714374545e+00, 1.604476660635281826e+00, 1.447631982521068394e+00, 1.782218127803616436e+00, 1.204296296552002543e+00, 1.627973502538641259e+00
2.099000000000000000e+03, 1.488133434094376373e+00, 1.207772146806006974e+00, 1.140558575060401258e+00, 1.456697272787517816e+00, 2.297902304686934460e+00, 1.400666068878166248e+00, 1.605650250650033639e+00, 1.619828665863712436e+00, 2.377298908290220059e+00, 1.595860689488993955e+00, 2.496662797222809260e+00, 1.578915449154847606e+00, 1.458756105080682541e+00, 1.780522101178603211e+00, 1.240463723759197112e+00, 1.613204078016678533e+00
2.100000000000000000e+03, 1.487919027249642312e+00, 1.239338562266508736e+00, 1.162513123586909725e+00, 1.445921047457710440e+00, 2.263287968563258978e+00, 1.432047865521098196e+00, 1.607333021918912808e+00, 1.581261404479095356e+00, 2.295406874577474277e+00, 1.616238053660410401e+00, 2.503821974941825346e+00, 1.632669774829881959e+00, 1.468434012625408736e+00, 1.715686697162176255e+00, 1.302234708202396396e+00, 1.628412409703525521e+00
