year, INM-CM5-0, CMCC-CM2-SR5, MIROC-ES2L, NorESM2-MM, TaiESM1, NorESM2-LM, MPI-ESM1-2-LR, INM-CM4-8, CNRM-ESM2-1, CESM2-WACCM, GFDL-ESM4, IPSL-CM6A-LR, UKESM1-0-LL, CanESM5, ACCESS-ESM1-5, EC-Earth3-Veg
2.075000000000000000e+03, 5.288191757027101980e-01, -1.715741004520359436e-01, 1.149281300991172872e-01, 2.067795822265770522e-01, 2.760648012549783425e-01, 2.021409080529274968e-02, 1.423928595582820977e-01, 3.055879193125769500e-01, 5.238275759759448702e-01, 3.752937847449447917e-01, 2.401955420633437310e-01, 5.309392119639012586e-01, 1.298812366177787003e-01, 1.150885626125600081e-01, -3.496484006832261682e-01, 1.408206379363648175e-01
2.076000000000000000e+03, 1.558251231049383456e+00, -1.290596618668842899e+00, 2.386192711964105762e-01, 1.121967375399395561e-01, -9.257482965052691304e-01, 2.202699910193511856e-01, -3.971150970952843640e-01, -5.002230009128347948e-02, 7.804022603258847779e-02, 1.178847042972312187e-01, 5.793094349066345572e-01, 5.005502884170838218e-01, 3.857163805415712576e-01, 5.989588414364364066e-01, 2.203380756187368061e-01, 9.069697507091005750e-01
2.077000000000000000e+03, 7.041521713422916884e-01, 3.529889149638699153e-01, -4.742912260793013396e-02, 2.448555078862003909e-01, -8.426018539757612613e-02, 3.833435611528632769e-01, -3.540635986845082957e-03, 4.141941460539669828e-01, 5.805243632160942413e-01, 2.019806883344311133e-01, 3.369736431434562363e-01, 2.803072360085924752e-01, -1.466842241172119365e-01, 2.684018705714179553e-01, 1.040379379647727170e-01, 3.252673278343841679e-01
2.078000000000000000e+03, -2.386906128361328816e-01, 8.144318966211547828e-01, 3.765653690787409968e-01, 5.173625462256837837e-01, 8.204441289698847228e-01, 5.020659166362466674e-01, 1.047284725291961205e-01, 6.095426205623184490e-01, 5.068302850636827728e-01, 4.997669545948234954e-02, 3.336856020425907898e-01, 3.740104562053552240e-01, 6.634518772777707463e-02, -8.656989854794813755e-02, 1.140024414919127566e-01, -4.434469815559870243e-02
2.079000000000000000e+03, 1.254041574310962748e+00, 7.154791052409248397e-01, -2.473570304117302977e-03, 2.847619030634505055e-01, -1.153641605233338419e-01, 2.467564783506429049e-01, 7.911246375235782002e-01, 6.115166215359534724e-02, 1.325011471565594179e-01, 3.060989481465287154e-01, 4.593415158194752435e-01, 5.225095868439193492e-01, 1.376038742979613372e-01, 3.221578644503442779e-01, -3.579985354406464149e-01, 5.664497206022380826e-01
2.080000000000000000e+03, -8.754548173224450947e-02, -3.553675356000859931e-01, -2.265754654274994839e-01, 9.176886549035133400e-02, -4.339535245961271825e-01, 3.880254688944659303e-01, -3.811123579430400476e-01, -4.122013575304451782e-01, 2.234079220837275337e-01, 4.644684974691291046e-01, 5.609069372509769558e-01, 5.739508271260442829e-01, 2.433438348938069540e-01, 1.236689127072867350e-01, 2.134058312989765838e-01, 5.958776609435744165e-01
2.081000000000000000e+03, 1.565494761845435956e-01, -3.902677384034054509e-01, 3.194845079157286882e-01, 2.192786643627852028e-01, -1.766093797320191297e-02, 7.857006116450554467e-02, 5.032622670708569723e-01, 3.355832766117702870e-01, 2.646224788905935515e-02, -4.391593188453974533e-02, 4.383698377771348409e-01, 7.820025226470507240e-01, -2.194900585645203628e-01, 4.094019220411288518e-01, 4.868004085542638748e-01, 2.906307429165693734e-01
2.082000000000000000e+03, 8.542449653561068335e-01, -2.777430564311128558e-01, -4.605525071324928499e-01, 1.955495747946067175e-01, 1.360147195614698490e-02, 1.904301136295248609e-01, -3.328275905616892016e-01, 3.096042086972651264e-01, -1.134345690787414741e-02, -1.775135303139404319e-01, 9.563543769914826242e-01, 5.194484381655501970e-01, 6.157198074649510716e-02, 1.749999020916144232e-01, 7.486459803414190206e-02, -5.502661201661264434e-02
2.083000000000000000e+03, 1.155313609728158830e-01, 8.895463640779234515e-02, 3.564728757371375401e-01, 3.709526615032386898e-01, -2.568258911646230103e-01, 4.694321653994884547e-02, 3.656209555240952924e-01, 1.236784443462170868e+00, 4.619205308399035315e-01, 2.717620712887730550e-01, -4.627391254260974085e-01, 2.687222435458029857e-01, 3.607842774726940233e-02, 4.324028002805213600e-01, 2.324273562349280786e-01, 1.851203403232215550e-01
2.084000000000000000e+03, 7.881958492642084924e-01, 1.275899490783162782e-01, -2.014252766528127070e-01, 3.518865818974832305e-01, 5.498710846565886268e-01, 1.855869002896590181e-01, 6.224579668359325746e-02, 3.484144457788777571e-01, 6.008776518264349331e-01, 2.674201090609679698e-01, 3.908591291640647336e-01, 5.222469131153878452e-02, -4.620798212888919954e-02, 4.543023158224008817e-01, 1.928354700677566980e-01, 2.119092354245483700e-01
2.085000000000000000e+03, -2.228491862892759967e-01, -8.404067365964027481e-01, -9.164320655096291554e-03, 1.159745568275300518e-03, -8.464445072452790597e-02, 1.314152851382495990e-01, -7.150805149571489404e-03, -3.337772677396910748e-02, 2.289786371499454576e-01, 2.976957241102534124e-01, 2.073860745645584192e-03, 3.891949894844094482e-01, 9.970246406337370318e-03, 1.028272729203917601e-01, 6.676565972525355663e-02, 1.439290682360751250e-01
2.086000000000000000e+03, 2.392695600689026536e-01, 3.307045892345175653e-01, -3.897336687812031492e-02, 4.879552334212847176e-01, -3.396993349974349874e-01, 1.484916088166222115e-01, 1.646153979547683444e-01, 4.031419377019870680e-03, 2.893930036073267820e-01, 2.261582016274748808e-01, -1.686714184672032102e-01, 4.850690711334947752e-02, 4.326510398558485598e-02, 2.538125497182716073e-01, -1.738142248078235197e-01, -5.754473081824460629e-02
2.087000000000000000e+03, 5.072784930729657971e-01, 5.112522767263427692e-01, 1.996410752736894334e-01, -4.275281551450788378e-03, -1.276709355652614064e-01, 5.367512915328953582e-02, 7.102557530359575599e-01, 1.030951567897248511e+00, 7.066086550363523955e-01, 2.350578448256913089e-01, 4.268143875967652101e-01, 2.106401866218145236e-01, -4.464900505742747661e-01, 8.604933199166746316e-02, 2.634817938960427874e-02, 5.040909259541886955e-01
2.088000000000000000e+03, -7.049988713828625464e-02, -2.654745341844774176e-01, 1.478492137955362551e-01, 2.477983540390255590e-01, 2.866859152496125523e-02, -6.122671296762578069e-02, -1.458746935011460966e-01, 7.453905747620566125e-01, -1.197780181171090447e-01, 1.349972613929491805e-01, 5.828683445856692735e-01, 3.295350334391725783e-02, -6.073440080029591376e-02, -1.392397622505391619e-01, -3.295368869052552330e-01, 8.000317141936511001e-03
2.089000000000000000e+03, 1.314521515565927612e-01, -5.689254043507685488e-01, 3.201768576899125529e-01, 2.328168881423502146e-01, 2.373698999459541992e-01, 3.198956651373687232e-01, -6.777133009326433144e-02, 5.891508121046278301e-01, 4.028286174889520593e-02, 2.599991205369311942e-01, 2.309893412030294690e-01, 3.118221912405641505e-01, 3.878808290170834838e-01, 8.242617882080389979e-02, -6.100059515916276265e-01, 1.625295159653967342e-02
2.090000000000000000e+03, -9.538079030295931737e-02, -5.798832710893033759e-01, 1.992173538592109105e-01, 3.608302635361032018e-01, 4.442991011573925730e-01, 4.899908143150774054e-01, -8.968152903205584003e-02, 7.177840328907124645e-01, 9.084890257293110061e-01, 5.649682312297398257e-01, -2.360389569706286203e-02, 9.919461925988175277e-02, -4.066213198004025031e-01, 3.166448209103562283e-01, 3.510498152362310220e-01, 8.032932559351055879e-01
2.091000000000000000e+03, 1.128485219555322716e-01, 1.571088947922221479e-01, 6.655874290648899905e-02, 2.498407264948594442e-01, -5.886841192697970238e-01, 4.362515249989239452e-01, 7.511127584333737728e-01, 2.190034317053671797e-01, -2.389795862284307126e-01, 3.819633513321072926e-01, 4.514568302022653468e-02, 1.243559231783244040e-01, -2.573642897844801714e-01, 2.302117648591235355e-01, 3.223751920138291926e-01, 2.520136058538315349e-01
2.092000000000000000e+03, -1.875055938156712509e-01, 1.157413036612792823e+00, -1.373325815260851845e-01, 2.975741508848895878e-01, -6.206114903651831494e-01, 1.163266205318297525e-01, 5.511785403723782478e-02, 6.222042042890210123e-01, 6.323638590818268790e-02, 2.751782333030331484e-01, 2.837347873896712280e-01, 6.867707051822728725e-02, 1.911116539282314286e-01, 2.390032854693789899e-01, 3.745799975856183295e-01, -9.326743069099954209e-01
2.093000000000000000e+03, 4.666953482949596360e-02, 1.175908981895680966e-01, 4.043278347924708083e-01, 3.012863780676931502e-01, 6.572371885132027858e-01, 1.938924719142471886e-01, 8.067303637062084309e-02, 5.790405280783809117e-01, -2.162660768924277999e-01, 1.140275397626143161e-01, 8.501556365322253672e-01, 6.058774710409398079e-01, 1.202115198955726605e-01, 2.158775940462351051e-01, -6.618346063373397037e-01, -7.454179865094073820e-01
2.094000000000000000e+03, 1.262504711737663932e-01, -3.421658139828644973e-01, 6.611806546645823124e-01, 3.114553041901224062e-01, 2.982687794112820479e-01, 2.766391380137895317e-01, 1.974704312313021182e-01, -5.410393007438845103e-01, 8.768455023380875568e-01, 2.745921572502027508e-01, 4.710815077773143345e-01, 2.954926709763764925e-01, -1.531720283872373481e-02, 2.924664060179486547e-01, 2.030564601558442483e-01, 3.401213638679974061e-01
2.095000000000000000e+03, 3.449570831595769049e-01, -2.875898398284456592e-01, 2.989132344283659259e-01, 4.302503567194700396e-01, -6.753842953595236287e-02, 3.766829471042036359e-01, 1.368944102714321209e-01, 3.597674043274213251e-01, -2.414842764152937138e-02, 1.602420320776336005e-01, 1.180831647115699046e-01, 5.818141863381699475e-01, -1.676851737987097857e-02, 2.903334186478604556e-02, 2.523570851729133868e-01, 1.313221786440552652e-01
2.096000000000000000e+03, 6.309701146843969821e-02, -6.246240185116562760e-01, 3.850489152729778541e-01, 3.434672062550461757e-01, -4.836307847270058385e-02, 1.485339930699276778e-01, -3.475190987464037429e-01, 2.168485220249663781e-01, 1.390889130725442568e-01, 3.861821077155929705e-01, 1.073554646323399975e-01, 6.209669190110824605e-02, -2.152957477218894744e-01, 2.036180584426980078e-01, 2.552596576831912545e-01, 1.057127250016136610e+00
2.097000000000000000e+03, -4.614640290445948811e-01, 1.914820537405472201e-01, -3.806882655764225465e-01, 3.947786413281608175e-01, -2.111534731051040517e-02, 2.333309161431556256e-01, 5.335548150428701675e-01, -5.581007495468076618e-01, -1.665576028248124674e-01, 3.052007706761551975e-01, 3.995789749263105595e-01, 1.408175175227676934e-01, -4.557845781699912391e-02, 3.731566981421601259e-01, -8.651975907269038313e-02, 3.667876917677657667e-01
2.098000000000000000e+03, -4.289805526971620514e-02, 4.894004636678328524e-02, -2.674891508045253996e-01, 3.908629919856189128e-01, -2.638130400843458501e-03, 4.095975302715860189e-01, 1.898075702008604204e-01, -1.343241260839852236e-01, -1.999888909623227518e-01, 5.328079248071755369e-01, 2.044700499479939482e-01, 5.593879945513786645e-01, -3.068804658203684865e-01, -4.101270414542265708e-02, -2.058386533642054816e-01, -2.818143675534198755e-01
2.099000000000000000e+03, 3.194814318308137335e-01, -5.572060814297684628e-01, -3.999390474957552344e-02, 1.007752440154976309e-01, -3.736326527294550615e-01, 2.185481150986733900e-01, 4.667682397045027076e-01, -1.149140922262418929e+00, 3.538316575209718984e-01, 3.433707303072157657e-01, 5.152539197526666559e-01, 2.984736432409439977e-01, 4.971050340987273608e-01, 1.504411707903237916e-01, -3.410302459787136198e-01, 4.834950633740082715e-01
2.100000000000000000e+03, 1.064212640484784256e+00, -6.636659822383004226e-01, 3.575629788397862718e-01, 3.878722232622682231e-01, 3.008710555595107278e-02, -2.770427563287914535e-02, 2.542667627012048515e-01, 1.815077928075039537e-01, 2.037721087651710172e-01, 1.310682136650369867e-01, 5.999601653241608268e-02, 4.560246535064357842e-01, 2.025779794672718515e-01, 5.248959419067754650e-01, 1.664649454437840959e-01, 1.624405637310711026e-01
