year, EC-Earth3-Veg, CNRM-ESM2-1, CMCC-CM2-SR5, ACCESS-ESM1-5, MPI-ESM1-2-LR, CanESM5, UKESM1-0-LL, TaiESM1, NorESM2-MM, GFDL-ESM4, CESM2-WACCM, NorESM2-LM, MIROC-ES2L, IPSL-CM6A-LR
2.085000000000000000e+03, 6.830955054353314182e+00, 9.215643008630365784e+00, 7.786802082983840023e+00, 7.877104769925069583e+00, 1.054302925757354359e+01, 1.209715924780020657e+01, 1.059723870848135796e+01, 5.499595982085666357e+00, 6.686910547880613009e+00, 8.429545309600499081e+00, 6.163547278994637502e+00, 6.124385844898371012e+00, 1.063678491640191837e+01, 7.314688286638040715e+00
2.086000000000000000e+03, 7.066588038631866020e+00, 9.067457670508325407e+00, 7.640734618847480952e+00, 7.991198736656499158e+00, 1.071007043104215128e+01, 1.157526894076656099e+01, 1.063167058947408350e+01, 5.713404912394490331e+00, 6.685950172682888493e+00, 8.545439660211625821e+00, 7.116960942038238258e+00, 6.109021963303550962e+00, 1.027456190835937200e+01, 7.428691446674858589e+00
2.087000000000000000e+03, 6.132827522413196064e+00, 9.267580992133193973e+00, 7.874563412994362466e+00, 7.756584959538280977e+00, 1.085702050086621639e+01, 1.146941984951416060e+01, 1.055045876805260541e+01, 5.534258024863536463e+00, 6.194965567519983729e+00, 8.455226108165577514e+00, 6.526022704870680258e+00, 6.215951653868352800e+00, 1.051314137282852457e+01, 7.427102460835404152e+00
2.088000000000000000e+03, 6.556775678849588118e+00, 8.858033685876899099e+00, 8.005249125294630730e+00, 7.864607182431003984e+00, 1.079396276562479962e+01, 1.144109136189378795e+01, 1.057344900373647789e+01, 5.418063265906408965e+00, 6.678084627924515182e+00, 8.493982631215414969e+00, 6.702856781839876987e+00, 6.247871651540624072e+00, 1.082366588356970460e+01, 7.171771695577596972e+00
2.089000000000000000e+03, 6.605379914719981649e+00, 9.226177030723626160e+00, 7.722879638694902127e+00, 7.658239330856798865e+00, 1.092454629206687144e+01, 1.138717123714406121e+01, 1.064358760257746361e+01, 5.436735601972350729e+00, 6.523029362300554190e+00, 8.593541301323408987e+00, 6.840104746271365777e+00, 6.879569484001892832e+00, 1.053236655218130302e+01, 7.326516733313293450e+00
2.090000000000000000e+03, 6.314901595039331461e+00, 9.396889881208085882e+00, 7.694628108925375187e+00, 7.603015719221163593e+00, 1.073223869965367072e+01, 1.170063556925849824e+01, 1.013531561843087658e+01, 5.216784228150030067e+00, 6.504144793470591601e+00, 8.674834134385092099e+00, 6.700705411240201137e+00, 6.346996803015916733e+00, 1.024416494457907767e+01, 7.401562156887278476e+00
2.091000000000000000e+03, 6.166334295023880863e+00, 8.761779516699169434e+00, 7.690199906031142341e+00, 7.664456206536312877e+00, 1.108383979889124404e+01, 1.169562560461932854e+01, 1.016691863836352638e+01, 5.548764613271549351e+00, 6.638150752055856252e+00, 8.445686760873361010e+00, 6.867036453094931936e+00, 6.523330519991973553e+00, 1.099711931803571652e+01, 7.328628706552676064e+00
2.092000000000000000e+03, 6.884151013371640815e+00, 8.908035590008314131e+00, 8.035954692148726153e+00, 7.777959822267106915e+00, 1.097386460746010073e+01, 1.146798269190078479e+01, 1.058068798494506879e+01, 5.608569440714567200e+00, 6.452643435649834558e+00, 8.261751479931284337e+00, 6.955494017732992695e+00, 6.315757220918243320e+00, 1.085734362739030701e+01, 7.297204870930539045e+00
2.093000000000000000e+03, 6.433730338678758542e+00, 8.913239136406037488e+00, 7.752844388052336555e+00, 7.709768799993429234e+00, 1.116897843822272485e+01, 1.196695435458077661e+01, 1.019189694424783355e+01, 5.328657969061921129e+00, 6.458163317161932149e+00, 8.475686316224594563e+00, 7.125266351694232725e+00, 6.445876006224658283e+00, 1.027369684681581141e+01, 7.321704066033952074e+00
2.094000000000000000e+03, 6.240866591156898124e+00, 9.298898612022126642e+00, 8.094585172797458483e+00, 7.371693443770072740e+00, 1.118837493973637010e+01, 1.135556230237809494e+01, 1.012830176663275772e+01, 5.447868589267462980e+00, 6.751267408749854759e+00, 8.376957727531561204e+00, 6.900858014617068825e+00, 6.794350236840316803e+00, 1.021992487358609836e+01, 7.421766171561221093e+00
2.095000000000000000e+03, 6.525860404067575615e+00, 9.058180781239375534e+00, 7.857835575176559395e+00, 7.515668310018357445e+00, 1.124363134659440000e+01, 1.134714890007349197e+01, 1.065546392959559974e+01, 5.400308699340828689e+00, 6.467201338495493168e+00, 8.425568854870226332e+00, 6.600800271699460708e+00, 6.208754344476679954e+00, 1.036680430191277047e+01, 7.425504450405924217e+00
2.096000000000000000e+03, 6.457675423573165929e+00, 9.022333648557655295e+00, 8.122827722139406958e+00, 7.731636678031466481e+00, 1.026598949494357349e+01, 1.173918116351524255e+01, 1.064734767616178424e+01, 5.554506776728180384e+00, 6.469650906524619494e+00, 8.296344805803023803e+00, 7.163920111737626328e+00, 6.388416222133108668e+00, 1.082544322941758885e+01, 7.430772320187464253e+00
2.097000000000000000e+03, 6.626591383272391944e+00, 8.935482282176094415e+00, 7.957184583498947639e+00, 7.817689269635492266e+00, 1.108745269778490616e+01, 1.130311275925133963e+01, 1.017728068285846277e+01, 5.605431125847084139e+00, 6.544052949335776859e+00, 8.719377197819087044e+00, 7.248760047835886233e+00, 6.404488843541757070e+00, 1.046193483184817197e+01, 7.246814174033891831e+00
2.098000000000000000e+03, 6.467584318781288921e+00, 8.946087510842033907e+00, 7.752478505864860203e+00, 7.619220778655108717e+00, 1.094913629679934175e+01, 1.157951277481241803e+01, 1.001512984437370868e+01, 5.430987725191934068e+00, 6.657930915567737529e+00, 8.468316337941772076e+00, 6.677406622048453144e+00, 6.381370734121813548e+00, 1.037613408082968824e+01, 7.413839282819512100e+00
2.099000000000000000e+03, 6.344073873685975862e+00, 8.551857809208797789e+00, 7.757260041863310640e+00, 7.561004937633798662e+00, 1.043817897204211853e+01, 1.165808428740085567e+01, 1.031221152807753150e+01, 5.648570600421141563e+00, 6.525282211047946035e+00, 8.607869288280026510e+00, 6.971469771721720221e+00, 6.106294779129388672e+00, 1.025999961056186116e+01, 7.480230931042664011e+00
2.100000000000000000e+03, 6.593311042318377169e+00, 9.149778658520485664e+00, 8.038760799741728746e+00, 7.605051045736804127e+00, 1.118119062987370427e+01, 1.183876584698439061e+01, 1.035726026363634844e+01, 5.385748960761047144e+00, 6.476823991510569201e+00, 8.505454986774157788e+00, 7.023230951890127471e+00, 6.520454617042747536e+00, 1.040316640833346717e+01, 7.576999278406275629e+00
