year, CMCC-CM2-SR5, EC-Earth3-Veg, CNRM-ESM2-1, UKESM1-0-LL, TaiESM1, CESM2-WACCM, MPI-ESM1-2-LR, GFDL-ESM4, ACCESS-ESM1-5, NorESM2-MM, MIROC-ES2L, IPSL-CM6A-LR, NorESM2-LM, CanESM5
2.085000000000000000e+03, 7.634421360371994751e+02, 2.629592037345828430e+02, 3.818837935185713945e+02, 3.872840945347118122e+02, 8.111709898701600707e+01, 5.343068049191579121e+02, 1.670628209335696397e+02, 8.439169641982195458e+01, 1.797056006167039754e+02, 3.289860778627159448e+02, 2.777417858870877012e+02, 1.011767895311241290e+02, 6.721748475801534823e+02, 2.163609040648097448e+02
2.086000000000000000e+03, 7.633556430318519688e+02, 2.629083882939456771e+02, 3.821251683460325808e+02, 3.872849447403191903e+02, 8.127642212267188881e+01, 5.343441040794318724e+02, 1.670652963430822524e+02, 8.438225878045199124e+01, 1.797437105742499455e+02, 3.290309294032063008e+02, 2.777143167403009443e+02, 1.013139238380427116e+02, 6.722250844834542249e+02, 2.165516018730974395e+02
2.087000000000000000e+03, 7.631509910998943269e+02, 2.628516134419606942e+02, 3.823275697585069111e+02, 3.871817361297287903e+02, 8.126356137129199908e+01, 5.343472271591830349e+02, 1.671322166462213659e+02, 8.433786039657337597e+01, 1.797444538575109618e+02, 3.290556495612593153e+02, 2.778525342327151861e+02, 1.014177339448784494e+02, 6.722913739327984786e+02, 2.166921473017881397e+02
2.088000000000000000e+03, 7.630431742087557723e+02, 2.628856246319517709e+02, 3.825735929971878022e+02, 3.869963735399883262e+02, 8.134918151739030634e+01, 5.344125561400588822e+02, 1.672253493937885196e+02, 8.440286175683145586e+01, 1.797406256636736259e+02, 3.291251414769217831e+02, 2.780356586696851764e+02, 1.015164584891663111e+02, 6.723485050817217825e+02, 2.168234347692925894e+02
2.089000000000000000e+03, 7.630435675161542122e+02, 2.629012457720167504e+02, 3.828623564076509069e+02, 3.870067894295340807e+02, 8.135321974869786743e+01, 5.344473279389414984e+02, 1.672783099011896581e+02, 8.445215012104235086e+01, 1.796817513324113804e+02, 3.291656948746224316e+02, 2.781143415162453607e+02, 1.016093387188299886e+02, 6.723465067546737828e+02, 2.169948601622679121e+02
2.090000000000000000e+03, 7.631169785918547177e+02, 2.628737415705855369e+02, 3.830537789732136389e+02, 3.871051752318749664e+02, 8.118555291456164014e+01, 5.344216162215442409e+02, 1.673108514201836101e+02, 8.441092595487350536e+01, 1.796008737624256639e+02, 3.292119234038676723e+02, 2.782358430290867659e+02, 1.016786938552770749e+02, 6.722366985200707177e+02, 2.171502628178510577e+02
2.091000000000000000e+03, 7.630907866358256797e+02, 2.628994592108875850e+02, 3.832732463571670110e+02, 3.870062280337516540e+02, 8.126473573645286308e+01, 5.344159532951185838e+02, 1.672322317818129989e+02, 8.427815949951312291e+01, 1.796082262804784762e+02, 3.292717833676237547e+02, 2.784185110990345606e+02, 1.017591291796417607e+02, 6.721857128170751139e+02, 2.172953414387091300e+02
2.092000000000000000e+03, 7.629012456514174119e+02, 2.629163760899031104e+02, 3.835469681964159463e+02, 3.869961142985962397e+02, 8.151471656443709435e+01, 5.344525355913043541e+02, 1.674019465288230606e+02, 8.432680113618738460e+01, 1.796205052811116616e+02, 3.293337655208910064e+02, 2.784938366215581595e+02, 1.018407399559859812e+02, 6.722063218458143865e+02, 2.173848567418619382e+02
2.093000000000000000e+03, 7.625934220786425612e+02, 2.628676789265049365e+02, 3.837236282745013796e+02, 3.870760435754338573e+02, 8.147656898787280966e+01, 5.344624212525253597e+02, 1.673197142260943622e+02, 8.437136982398352814e+01, 1.796198944795859518e+02, 3.293888774698887687e+02, 2.785080032870796458e+02, 1.019133595273984128e+02, 6.722483382034201895e+02, 2.175249896083381884e+02
2.094000000000000000e+03, 7.625172210090113367e+02, 2.628079303356425385e+02, 3.838296559404968775e+02, 3.872397903972498625e+02, 8.130906008427844256e+01, 5.344674082898759480e+02, 1.672923747786508955e+02, 8.436258888232664788e+01, 1.795704991083076720e+02, 3.294525638085259516e+02, 2.785823064768406994e+02, 1.020323563252978971e+02, 6.722588779471039970e+02, 2.176289712322455898e+02
2.095000000000000000e+03, 7.624507237052476967e+02, 2.627417565061971914e+02, 3.839526119037655576e+02, 3.873746581343117441e+02, 8.121505594058548638e+01, 5.344641317244647780e+02, 1.672782159633712240e+02, 8.437148334745573663e+01, 1.795915958372414138e+02, 3.294729825188177870e+02, 2.787495059342288641e+02, 1.021412570648972746e+02, 6.722309416737799665e+02, 2.177501370206854006e+02
2.096000000000000000e+03, 7.623910131082592443e+02, 2.626816825630044150e+02, 3.841297457137576430e+02, 3.872211176489560103e+02, 8.122179609483978879e+01, 5.345143324062584043e+02, 1.672796979764457603e+02, 8.439835246830773485e+01, 1.796563225217557545e+02, 3.295174721554370763e+02, 2.789310171147745336e+02, 1.022842348392725569e+02, 6.722548255985050218e+02, 2.179223570369859999e+02
2.097000000000000000e+03, 7.624119861463393590e+02, 2.626687732993614190e+02, 3.842896642924462185e+02, 3.870764409031657465e+02, 8.125432715610301670e+01, 5.344628493403776019e+02, 1.672215396340392033e+02, 8.440469632827664270e+01, 1.797003273121309519e+02, 3.295833212879169878e+02, 2.790139806002906653e+02, 1.023529540160645581e+02, 6.722777158052234654e+02, 2.180682888445116419e+02
2.098000000000000000e+03, 7.622667160660615764e+02, 2.626510303937586173e+02, 3.844898690131337275e+02, 3.871137633043421715e+02, 8.121331680331493885e+01, 5.344003582232430745e+02, 1.672774630243120271e+02, 8.440173105458778480e+01, 1.796943697169998018e+02, 3.296524762633940213e+02, 2.791152648715021201e+02, 1.024312087782569876e+02, 6.723113497987540086e+02, 2.181913598770528608e+02
2.099000000000000000e+03, 7.622097603015238292e+02, 2.626618756436437252e+02, 3.846065527430340012e+02, 3.870411647898090450e+02, 8.130226659935074451e+01, 5.344169358701517467e+02, 1.674560794511010329e+02, 8.444317599980814748e+01, 1.796628452871561308e+02, 3.296925968075352671e+02, 2.792253640006615001e+02, 1.025527795693718360e+02, 6.723262954184945102e+02, 2.183853288322987396e+02
2.100000000000000000e+03, 7.622196536293673717e+02, 2.626665505310413096e+02, 3.847318200135773623e+02, 3.873417579387654541e+02, 8.133721126494813802e+01, 5.344347679525645844e+02, 1.675665035353513019e+02, 8.440590665189763797e+01, 1.796033973868773899e+02, 3.297346169394917297e+02, 2.794340092286643085e+02, 1.026818753106038002e+02, 6.724127319462380683e+02, 2.185669732549473281e+02
