year, CanESM5, MPI-ESM1-2-LR, MIROC-ES2L, TaiESM1, CESM2-WACCM, NorESM2-LM, INM-CM5-0, CNRM-ESM2-1, GFDL-ESM4, INM-CM4-8, NorESM2-MM, EC-Earth3-Veg, UKESM1-0-LL, CMCC-CM2-SR5, ACCESS-ESM1-5, IPSL-CM6A-LR
2.074000000000000000e+03, 1.024337995863499771e+02, 4.765764063527763739e+01, 9.588971049273362723e+01, 3.906896813313657901e+01, 8.711291325548070574e+01, 8.162199224198674585e+01, 1.355029513608199352e+02, 1.270482688226232995e+02, 8.949385393242194198e+01, 1.323245997253690405e+02, 8.365771600709260269e+01, 6.306575326427842043e+01, 8.461016619945218054e+01, 6.671096742271787150e+01, 1.223295929861595397e+02, 7.811765455031545002e+01
2.075000000000000000e+03, 1.023859237291964774e+02, 4.746216166829732686e+01, 9.584594712321793963e+01, 3.934039056770078702e+01, 8.756203564514648008e+01, 8.180367160798192572e+01, 1.357270331949268609e+02, 1.270575591962538624e+02, 8.943379959840423510e+01, 1.326097192830283689e+02, 8.366629395743311193e+01, 6.273275114872577518e+01, 8.472958893650317691e+01, 6.656185980029052018e+01, 1.224757560387283633e+02, 7.841241441695835590e+01
2.076000000000000000e+03, 1.021881340622020957e+02, 4.731327058144483999e+01, 9.603061401810289510e+01, 3.886912055229198160e+01, 8.766256072566660862e+01, 8.187129314062039498e+01, 1.361920932404338487e+02, 1.268256309996214100e+02, 8.965232665677888235e+01, 1.324813418091897859e+02, 8.359328112435646574e+01, 6.296821917665564428e+01, 8.494775330163810168e+01, 6.532668557079797722e+01, 1.223355976332353663e+02, 7.877970468684925720e+01
2.077000000000000000e+03, 1.022139782028812363e+02, 4.715054143077762916e+01, 9.592035347936412393e+01, 3.767550336813432921e+01, 8.760323665875540655e+01, 8.235570073627440024e+01, 1.364026459571841201e+02, 1.269298261951097260e+02, 8.988244444795932964e+01, 1.326192325909905207e+02, 8.364545639703045765e+01, 6.369639102085322691e+01, 8.486378911344851872e+01, 6.542930517055107487e+01, 1.224411384342535314e+02, 7.894114612554550092e+01
2.078000000000000000e+03, 1.020464714992001092e+02, 4.715610438332674903e+01, 9.596674573764224192e+01, 3.888738929245906917e+01, 8.757359065144129318e+01, 8.296729433651327668e+01, 1.361050520951149565e+02, 1.270416443614311959e+02, 9.009491202721854108e+01, 1.326398518777362767e+02, 8.412314334823999218e+01, 6.382024551261323353e+01, 8.492588969365890250e+01, 6.639885986132917139e+01, 1.225080806423217723e+02, 7.929396922513866741e+01
2.079000000000000000e+03, 1.019422683598919264e+02, 4.737834144770073408e+01, 9.625906585529659765e+01, 3.935072688595487733e+01, 8.789811469302695457e+01, 8.301593451283824265e+01, 1.362248453706847613e+02, 1.268203136791746175e+02, 9.045492249529714002e+01, 1.325694509173105473e+02, 8.441435586766986887e+01, 6.357945490327341531e+01, 8.504100520214767300e+01, 6.803489480101703180e+01, 1.224202930813642780e+02, 7.960066143773285319e+01
2.080000000000000000e+03, 1.022652501598458628e+02, 4.732055166027168980e+01, 9.616425184380321411e+01, 3.855958304726867425e+01, 8.839827905934582475e+01, 8.322927711238304482e+01, 1.364802349129615493e+02, 1.268309480733777264e+02, 9.077091910307909473e+01, 1.322189087792967257e+02, 8.447042926863085199e+01, 6.411242899702753562e+01, 8.520753533256420553e+01, 6.775514031316730268e+01, 1.222358339401614842e+02, 7.994161249919413592e+01
2.081000000000000000e+03, 1.024465972587506997e+02, 4.760997117998324768e+01, 9.613942420664091060e+01, 3.866821687411086828e+01, 8.827007268052130939e+01, 8.331699705703050540e+01, 1.364405092810933979e+02, 1.268102767642992461e+02, 9.098737579702509493e+01, 1.321605701385842337e+02, 8.458790073212298921e+01, 6.428361870297183600e+01, 8.529145985278654507e+01, 6.677832011248018773e+01, 1.225836150548497159e+02, 8.053766283491991373e+01
2.082000000000000000e+03, 1.025481838335424669e+02, 4.774566301250116140e+01, 9.567269270432879580e+01, 3.881593754576373101e+01, 8.794672031102709298e+01, 8.343932971256609221e+01, 1.365732068344227059e+02, 1.268384827000954829e+02, 9.148665503412817657e+01, 1.323427316185222367e+02, 8.466322913739165301e+01, 6.460805389295269663e+01, 8.538671728326043819e+01, 6.657703076391925379e+01, 1.228722114176391642e+02, 8.096000924175631042e+01
2.083000000000000000e+03, 1.026488097048033126e+02, 4.795139166892676741e+01, 9.582389668854528963e+01, 3.852915197640786005e+01, 8.799548784615448938e+01, 8.334852529885844774e+01, 1.366483176526510022e+02, 1.268737219800386526e+02, 9.127555185598914989e+01, 1.328022618839520987e+02, 8.480318062624981224e+01, 6.481542073005208238e+01, 8.537403028070144728e+01, 6.700586680243385729e+01, 1.230816724734143008e+02, 8.105454980894714367e+01
2.084000000000000000e+03, 1.028447690921996980e+02, 4.793204984092855625e+01, 9.589952274391225728e+01, 3.884534765167303050e+01, 8.842192786045261244e+01, 8.346772312213803957e+01, 1.367573039395183798e+02, 1.270362723854651534e+02, 9.132743775390503060e+01, 1.330689933435219245e+02, 8.496684750049173829e+01, 6.477182971062140382e+01, 8.538650714264883845e+01, 6.692391321499435719e+01, 1.232300832131538755e+02, 8.116151338628159806e+01
2.085000000000000000e+03, 1.029638170296540238e+02, 4.784786066406132932e+01, 9.590457492147248786e+01, 3.931986775932644207e+01, 8.845325395290662129e+01, 8.344625185757034558e+01, 1.365693351311138031e+02, 1.270024880733665924e+02, 9.128992946509846718e+01, 1.329236328838683789e+02, 8.498232177839543056e+01, 6.465725148799857891e+01, 8.550906566461689806e+01, 6.648416969780919317e+01, 1.233143933346077290e+02, 8.129878437816516623e+01
2.086000000000000000e+03, 1.029878316242812133e+02, 4.792071447363124292e+01, 9.575020714078490869e+01, 3.866128075577093881e+01, 8.861601032663403998e+01, 8.326488509817033901e+01, 1.364917475942278315e+02, 1.271194740780997421e+02, 9.132452038695078045e+01, 1.327919172319380152e+02, 8.532132563278825899e+01, 6.464579834517728330e+01, 8.554189976272515139e+01, 6.657405007447189860e+01, 1.233194935924941547e+02, 8.146982394955617224e+01
2.087000000000000000e+03, 1.029441479722548536e+02, 4.818082622772302415e+01, 9.576321830977792615e+01, 3.873488140059802021e+01, 8.885843949105714046e+01, 8.320368682101151592e+01, 1.364833343855869146e+02, 1.274780831756496866e+02, 9.159886611120687405e+01, 1.327717986409641924e+02, 8.523144602058880537e+01, 6.484869825452166481e+01, 8.541639810684431211e+01, 6.752291510058878998e+01, 1.233019376987903968e+02, 8.172161680219250002e+01
2.088000000000000000e+03, 1.025617601776854855e+02, 4.818359048551180024e+01, 9.600957364394982108e+01, 3.849563687676526058e+01, 8.875494643007951368e+01, 8.321038694605246633e+01, 1.365671807273099887e+02, 1.272659110424937268e+02, 9.190047566359672260e+01, 1.330142556888840204e+02, 8.538303541327972823e+01, 6.476754964003055193e+01, 8.534129823178714958e+01, 6.724635455479850066e+01, 1.232419551089689520e+02, 8.169982920733174581e+01
2.089000000000000000e+03, 1.022130774940906548e+02, 4.813155150879661903e+01, 9.625728846470664735e+01, 3.862681597318282201e+01, 8.896441431123496102e+01, 8.368109508492233317e+01, 1.364510903862876603e+02, 1.272847676753597455e+02, 9.208668475302226852e+01, 1.330981485292501532e+02, 8.568997649006739437e+01, 6.485050157285661498e+01, 8.555328109918731627e+01, 6.669473729953904240e+01, 1.228811119326903594e+02, 8.197885222392771709e+01
2.090000000000000000e+03, 1.023557938003185654e+02, 4.804255838432324310e+01, 9.628117732186787237e+01, 3.943733331622772909e+01, 8.948011442942255655e+01, 8.431902496497706068e+01, 1.362627664902011020e+02, 1.275650269397406475e+02, 9.212199171023760869e+01, 1.330821885192019920e+02, 8.584733166803610516e+01, 6.496601317997745184e+01, 8.547340797091771947e+01, 6.596307614099781347e+01, 1.228530869085060431e+02, 8.215371716362470522e+01
2.091000000000000000e+03, 1.026009391012826768e+02, 4.846064987428796655e+01, 9.646453943399897923e+01, 3.898419623587855654e+01, 8.982621847311192198e+01, 8.464203665020735912e+01, 1.362720313593669914e+02, 1.275541578105453624e+02, 9.232595853791546858e+01, 1.331471315043006882e+02, 8.606982413422871048e+01, 6.536074074293199487e+01, 8.515623591509613277e+01, 6.616231715556618553e+01, 1.232249870274500694e+02, 8.235435534834400073e+01
2.092000000000000000e+03, 1.027322522947609542e+02, 4.854126609674731441e+01, 9.659988322685009621e+01, 3.793331091744878591e+01, 9.007823779946936327e+01, 8.459379609842579839e+01, 1.361771482228446359e+02, 1.276486078951794667e+02, 9.249275136154281540e+01, 1.332208388020208645e+02, 8.626737955946688885e+01, 6.507905981369358983e+01, 8.522245304579763570e+01, 6.776233917723249078e+01, 1.235708378198655026e+02, 8.241243207511189439e+01
2.093000000000000000e+03, 1.029596892172177007e+02, 4.873934859826570687e+01, 9.657549466837221530e+01, 3.835717558399282723e+01, 9.035664187240004708e+01, 8.464264959367997676e+01, 1.361207947532972753e+02, 1.278081942135054163e+02, 9.294806252732342955e+01, 1.333054704187395032e+02, 8.645864411656843629e+01, 6.446584456311711619e+01, 8.521548140562805429e+01, 6.872150368511920249e+01, 1.234151382707360938e+02, 8.287324128718412908e+01
2.094000000000000000e+03, 1.031205721342562498e+02, 4.898969580682602043e+01, 9.655747337290620180e+01, 3.915092363474225579e+01, 9.060643500284602680e+01, 8.497926621610358211e+01, 1.360733738832910262e+02, 1.284312113736358469e+02, 9.325488961097504159e+01, 1.330086012496865635e+02, 8.679401060820487146e+01, 6.358459289393238834e+01, 8.504193218981083646e+01, 6.795763784955977371e+01, 1.231479262396649830e+02, 8.308091514038875403e+01
2.095000000000000000e+03, 1.031381646052226984e+02, 4.924324930305503756e+01, 9.672095932267579599e+01, 3.944714796286130820e+01, 9.063662909696152781e+01, 8.528948268138871924e+01, 1.361824045491023867e+02, 1.286111185245136141e+02, 9.309594015180533688e+01, 1.328668088107973517e+02, 8.715690518164139178e+01, 6.372655363951574259e+01, 8.509553695664165218e+01, 6.817870264166685956e+01, 1.232512764114389512e+02, 8.351274441462128095e+01
2.096000000000000000e+03, 1.030712229952044368e+02, 4.898254720660423800e+01, 9.701231544721206035e+01, 3.931118580391926542e+01, 9.097085336352502338e+01, 8.535962697464425730e+01, 1.360584789161219987e+02, 1.289854491603609006e+02, 9.300746293979449320e+01, 1.328512591418723900e+02, 8.727228497390309769e+01, 6.423487495518170931e+01, 8.504617018616723101e+01, 6.773562235028256850e+01, 1.234663919276201653e+02, 8.368547612973756600e+01
2.097000000000000000e+03, 1.031894373696286351e+02, 4.931202838766951402e+01, 9.679676170023256532e+01, 3.921426556560957977e+01, 9.168241744592442899e+01, 8.548918402548426343e+01, 1.359262627059841577e+02, 1.293901575541597140e+02, 9.315275663147527041e+01, 1.325016372033397829e+02, 8.755724389490272586e+01, 6.489889596187570930e+01, 8.502867583495161341e+01, 6.750158277150303832e+01, 1.235883817944709051e+02, 8.378905935362416812e+01
2.098000000000000000e+03, 1.031571012043444568e+02, 4.959767085609598780e+01, 9.617962498266348348e+01, 3.925731339690170074e+01, 9.207236116459665709e+01, 8.575958272340272970e+01, 1.357844315358813674e+02, 1.294841923591552870e+02, 9.327911971117099199e+01, 1.321478603540307972e+02, 8.786485852180783240e+01, 6.501137436022263216e+01, 8.488761940322521582e+01, 6.810800644951387994e+01, 1.234680860135410256e+02, 8.419095574718132013e+01
2.099000000000000000e+03, 1.032982604055658840e+02, 4.967051597259914786e+01, 9.579293202311831124e+01, 3.895865924123976498e+01, 9.222097907477913736e+01, 8.583022940120275734e+01, 1.357833759147725061e+02, 1.299363996273117436e+02, 9.365520948592859440e+01, 1.316754148725417508e+02, 8.803847974934951992e+01, 6.448284522592014412e+01, 8.496127457413494710e+01, 6.741708681905052458e+01, 1.232741502380696090e+02, 8.450329294429623417e+01
2.100000000000000000e+03, 1.038307491637971225e+02, 4.976654023395970938e+01, 9.579385098623727401e+01, 3.883365530325956883e+01, 9.227118532645646098e+01, 8.570957207915211029e+01, 1.360466723062449432e+02, 1.306325052490018379e+02, 9.400774223298793686e+01, 1.314804272615873799e+02, 8.820320774784509865e+01, 6.478112536679122968e+01, 8.505255644192236275e+01, 6.692075728239024102e+01, 1.233481440674343901e+02, 8.486244745596802375e+01
