year, CMCC-CM2-SR5, TaiESM1, NorESM2-LM, ACCESS-ESM1-5, GFDL-ESM4, IPSL-CM6A-LR, CanESM5, CESM2-WACCM, INM-CM4-8, MPI-ESM1-2-LR, NorESM2-MM, CNRM-ESM2-1, INM-CM5-0, MIROC-ES2L, EC-Earth3-Veg, UKESM1-0-LL
2.080000000000000000e+03, 8.156186547656114172e+00, 5.536202447945436589e+00, 7.444035929700876686e+00, 8.018139720907006662e+00, 1.102064851274302448e+01, 9.208751676424883570e+00, 1.187210755717981492e+01, 8.139157442362236594e+00, 9.205702439392482006e+00, 1.158871874687628001e+01, 7.484666794668925149e+00, 9.737783995397183645e+00, 1.017502889243918496e+01, 1.097207389509208930e+01, 9.005448378534019582e+00, 1.146974056459749747e+01
2.081000000000000000e+03, 8.114432732620178612e+00, 5.838963805359290937e+00, 7.598301781122828835e+00, 8.376218571604546526e+00, 1.068912113153529120e+01, 9.704541960969283565e+00, 1.220359790143450596e+01, 7.345007105624861588e+00, 9.650354716695586532e+00, 1.264591858439094274e+01, 7.563432455964466783e+00, 9.914309890365249345e+00, 1.014204152248998803e+01, 1.154466430619997297e+01, 9.347590547173581399e+00, 1.103838322195449528e+01
2.082000000000000000e+03, 8.228945033478357374e+00, 5.617211370239906465e+00, 7.464621218922749435e+00, 8.156511518648118297e+00, 1.151551595948146200e+01, 9.502475791462085652e+00, 1.164903138414664596e+01, 7.097237048992410813e+00, 9.776199241784020444e+00, 1.206231326885846400e+01, 7.415501244077917775e+00, 9.811274065626875540e+00, 1.053804574479417333e+01, 1.058715060212949055e+01, 9.126078118938497852e+00, 1.107517290457781733e+01
2.083000000000000000e+03, 8.585078660345049073e+00, 5.474302207086215510e+00, 7.314868656229116084e+00, 8.116305060959907891e+00, 1.029263784771512391e+01, 9.063516197143993480e+00, 1.190891425153310301e+01, 7.905612345900959959e+00, 1.043187325802087351e+01, 1.231554707049932773e+01, 7.587625428509335634e+00, 1.012452856779688304e+01, 1.016684155323768657e+01, 1.194271233102448448e+01, 9.294460491121132151e+00, 1.102838551610862616e+01
2.084000000000000000e+03, 8.558752152830589210e+00, 6.229209116825408010e+00, 7.409240360808803771e+00, 8.125870112577175064e+00, 1.068572279376732048e+01, 8.768592052736110531e+00, 1.196582053855024341e+01, 8.040643824998550571e+00, 9.913100153996714070e+00, 1.183221425926856440e+01, 7.719363123065966725e+00, 1.040920837152101441e+01, 1.045143013284604905e+01, 1.119269088808591128e+01, 8.688888689688935685e+00, 1.108097288849285178e+01
2.085000000000000000e+03, 8.208066881170523743e+00, 5.712868394976508668e+00, 7.020652208598320065e+00, 8.003465728439840277e+00, 1.034483774928674116e+01, 8.950468423238334026e+00, 1.222163845587651032e+01, 7.321847209549980029e+00, 9.548021726746197757e+00, 1.138699984573618273e+01, 7.476613913470779416e+00, 1.014871538918520244e+01, 9.709150531348079483e+00, 1.139198594362000883e+01, 9.143599789305161707e+00, 1.105666974017723447e+01
2.086000000000000000e+03, 8.568794426736314307e+00, 5.664123702314298292e+00, 6.892276819078303696e+00, 7.871474297369640993e+00, 1.034512091397906275e+01, 8.696945325314167974e+00, 1.184276184442776625e+01, 8.096543226232187251e+00, 9.336578816220125532e+00, 1.176794761110340204e+01, 7.975194855725576737e+00, 1.011470303623025480e+01, 1.012999586567428345e+01, 1.099747654714914447e+01, 9.209632222751316988e+00, 1.113151910849190074e+01
2.087000000000000000e+03, 8.926087480380827444e+00, 5.710915575679602618e+00, 6.912579328372213894e+00, 7.832968856272081837e+00, 1.065155854894455523e+01, 8.909375545019699416e+00, 1.156878680117571001e+01, 7.519305677687264655e+00, 1.011960004389287349e+01, 1.242151449906266514e+01, 7.011161338460358827e+00, 1.063855125916992606e+01, 1.016692299442856395e+01, 1.147499991078998605e+01, 8.791138905141266946e+00, 1.053057640589645416e+01
2.088000000000000000e+03, 8.272491730760298978e+00, 5.720193269556720139e+00, 6.856861703726430335e+00, 7.583669806205359798e+00, 1.095342990466978428e+01, 8.376808366259249183e+00, 1.131510315774138320e+01, 7.613633605668558069e+00, 9.876397940311782975e+00, 1.154157815172534463e+01, 7.697043414362590319e+00, 9.587355359679282429e+00, 1.013519338706497841e+01, 1.173692654026763371e+01, 8.588780184622745395e+00, 1.096147003655002372e+01
2.089000000000000000e+03, 7.862373293584189682e+00, 5.924270979744065357e+00, 7.847583810595986087e+00, 7.094487188410877998e+00, 1.071053621803314115e+01, 8.880688067171242039e+00, 1.148279890184484842e+01, 7.882578220415784820e+00, 9.812998825593108876e+00, 1.184939730170347261e+01, 7.526878985016963064e+00, 1.006679496039375543e+01, 1.001818421141052262e+01, 1.162048764276064894e+01, 8.587759570595117964e+00, 1.150205010998937283e+01
2.090000000000000000e+03, 7.896581607518958990e+00, 5.927884783312018513e+00, 7.559741824898550178e+00, 7.999621391689707650e+00, 1.057396682885676498e+01, 8.757095299625268225e+00, 1.203047500341928533e+01, 8.061964338893259807e+00, 9.894945377937050424e+00, 1.156964533264723372e+01, 7.655267793137228161e+00, 1.091211011597232705e+01, 9.906067549138922956e+00, 1.118373720778843960e+01, 9.199316225590649765e+00, 1.014523334384823094e+01
2.091000000000000000e+03, 8.486672222925822240e+00, 5.242641184501804830e+00, 7.642160756838789482e+00, 8.030052732368261559e+00, 1.035809434457799227e+01, 8.674159480940996758e+00, 1.192985383518647780e+01, 7.947285042065980853e+00, 9.641225018676303549e+00, 1.273887248473585387e+01, 7.592724687916338588e+00, 9.315814821282272007e+00, 9.954202215646105856e+00, 1.179788829592184030e+01, 8.508422306393971013e+00, 1.032779254180935880e+01
2.092000000000000000e+03, 9.544222132464014408e+00, 5.274038689080001951e+00, 7.107531885635900437e+00, 8.194256750952671808e+00, 1.031409246477895891e+01, 8.539886417328414581e+00, 1.171064576162958915e+01, 7.943288649635056764e+00, 9.963883820465611052e+00, 1.188633389394071216e+01, 7.411971450290509189e+00, 9.732445105203462177e+00, 9.849007072808356966e+00, 1.144873937955606280e+01, 8.177031067385179597e+00, 1.122197443149974205e+01
2.093000000000000000e+03, 8.484454898281011737e+00, 6.231332291543571600e+00, 7.255517574060053931e+00, 7.088661615606670630e+00, 1.099629320259919041e+01, 9.234820626809778332e+00, 1.218648744011706242e+01, 7.949975947580909086e+00, 9.849908210809147135e+00, 1.211187087809498308e+01, 7.437182218971501335e+00, 9.518126005851543781e+00, 9.947300800176016367e+00, 1.139866316873915153e+01, 7.770731971908489299e+00, 1.075829763340947132e+01
2.094000000000000000e+03, 8.280606252610303031e+00, 5.996495209804441728e+00, 7.711989571330617466e+00, 7.614344983423297464e+00, 1.064091471064830863e+01, 8.932410116232555097e+00, 1.165167674980527401e+01, 7.887166656402464504e+00, 9.026537708894538881e+00, 1.231011224036722851e+01, 7.726803296620562200e+00, 1.063040206947770017e+01, 9.941667294154139967e+00, 1.159753544861954211e+01, 8.526203192158714472e+00, 1.055675710198855555e+01
2.095000000000000000e+03, 8.633463176009438911e+00, 5.605969200285993992e+00, 7.254327770335364356e+00, 7.806678093886455727e+00, 1.039761896921885942e+01, 9.237399426763687416e+00, 1.137978663480018149e+01, 7.474641246627063751e+00, 9.830357211133113893e+00, 1.223655731236359934e+01, 7.588939325375951839e+00, 9.682242871512588778e+00, 9.998029977690372050e+00, 1.137550020717271160e+01, 8.804627676140954762e+00, 1.111660227162398584e+01
2.096000000000000000e+03, 8.175093063530946225e+00, 5.762638699864253589e+00, 7.145533051537928060e+00, 8.024822406487386317e+00, 1.013913249554220641e+01, 8.633456624165457782e+00, 1.194703865896251216e+01, 8.197476984895496699e+00, 9.695962578734729220e+00, 1.077688486992009764e+01, 7.435214738745478336e+00, 9.904794390477713151e+00, 9.882856917659676554e+00, 1.191748770927858203e+01, 9.602280775413188252e+00, 1.088753648867287893e+01
2.097000000000000000e+03, 8.868066607466317919e+00, 5.836947566413566157e+00, 7.219228677128676885e+00, 7.766960127796344260e+00, 1.074158312677104199e+01, 8.530911345867322026e+00, 1.168056183847706997e+01, 8.210437521588497489e+00, 8.947906059596043349e+00, 1.243901996497420015e+01, 7.637533170079548128e+00, 9.401838176411052572e+00, 9.653764416081170197e+00, 1.077576183218129380e+01, 9.101282834077018435e+00, 1.053945827822154158e+01
2.098000000000000000e+03, 8.502286331186418522e+00, 5.716041272978795718e+00, 7.414167241874637604e+00, 7.449287353938131240e+00, 1.051257145926413195e+01, 9.178187139720222376e+00, 1.154270401760749465e+01, 7.899676703025060753e+00, 9.276486933264241230e+00, 1.202868981648767566e+01, 7.714920049316416062e+00, 9.398669771304742682e+00, 9.786205598672447437e+00, 1.079001457846090162e+01, 8.227355892263540582e+00, 1.006795282074175546e+01
2.099000000000000000e+03, 8.149136396222846912e+00, 5.547521897821893866e+00, 6.929320606863215382e+00, 7.254111415505358984e+00, 1.079908523350625238e+01, 9.001509726000165301e+00, 1.181268677502755615e+01, 8.000061508152585432e+00, 8.568689875825750590e+00, 1.195946738398000697e+01, 7.272528073232686019e+00, 9.577842332581097295e+00, 9.996481544680648312e+00, 1.088636784365939647e+01, 8.805872484837534486e+00, 1.124824722142542299e+01
2.100000000000000000e+03, 8.168707352640387498e+00, 5.673764727110731876e+00, 7.058970022723961790e+00, 7.804822181720183494e+00, 1.034995002436747136e+01, 9.245357822746980148e+00, 1.236789163280782766e+01, 7.826035642380046120e+00, 9.528304547683896786e+00, 1.227789277972982873e+01, 7.499813854668432533e+00, 1.004750349451222746e+01, 1.043195368709428550e+01, 1.141948313361933920e+01, 8.745542157333540345e+00, 1.100573892930416342e+01
