year, INM-CM5-0, ACCESS-ESM1-5, IPSL-CM6A-LR, MIROC-ES2L, CMCC-CM2-SR5, CESM2-WACCM, EC-Earth3-Veg, CanESM5, INM-CM4-8, MPI-ESM1-2-LR, GFDL-ESM4, TaiESM1, UKESM1-0-LL, NorESM2-MM, NorESM2-LM, CNRM-ESM2-1
2.030000000000000000e+03, 2.223484036076011972e+00, 2.482050817872299309e+00, 2.655366425796002794e+00, 2.427222159708042337e+00, 2.189672531612983697e+00, 2.205681479461063521e+00, 2.212191533088462503e+00, 2.315909614126383964e+00, 2.219194936725720879e+00, 2.220159691063126495e+00, 2.380301920550973893e+00, 2.205152188641660516e+00, 2.176306021777098199e+00, 1.993447808121651565e+00, 2.068856313782569067e+00, 2.299427575849005478e+00
2.031000000000000000e+03, 2.418717799929428480e+00, 2.354705729188082852e+00, 2.698461978511033532e+00, 2.326197922968301857e+00, 2.190255891277098410e+00, 2.125229525454032320e+00, 2.247971676710684985e+00, 2.286796078403461774e+00, 2.219672274562680681e+00, 2.277036447272197783e+00, 2.342721668171653615e+00, 2.131048940185643392e+00, 2.114270128868287468e+00, 2.066891416079001065e+00, 2.062565503166186698e+00, 2.347734342947608521e+00
2.032000000000000000e+03, 2.281832303565123343e+00, 2.480167417768440963e+00, 2.669590915778250029e+00, 2.427081572380927366e+00, 2.140722224363880599e+00, 2.004872923957710107e+00, 2.174568068833096390e+00, 2.328647626011641325e+00, 2.177130255335601561e+00, 2.314469909485224353e+00, 2.389621427133147957e+00, 2.101518387938566601e+00, 2.121095460531011057e+00, 2.035816479374071175e+00, 2.131884957189092766e+00, 2.421258830770238291e+00
2.033000000000000000e+03, 2.400373828777029761e+00, 2.410902334612187836e+00, 2.726653284998912241e+00, 2.381492716378155627e+00, 2.228480036100833672e+00, 2.146024458799148160e+00, 2.261534817540268083e+00, 2.393816347680282952e+00, 2.162476302266466810e+00, 2.262468501516905928e+00, 2.422189267832772774e+00, 2.137481622392097158e+00, 2.115299607575730434e+00, 2.044501012863612743e+00, 1.894157518723540656e+00, 2.357110333888513765e+00
2.034000000000000000e+03, 2.483218175133893979e+00, 2.488533022401318906e+00, 2.676898242940611627e+00, 2.268281741277999419e+00, 2.234357113433661723e+00, 2.197628352465765822e+00, 2.194817505229326837e+00, 2.229416421893645417e+00, 2.183695010051917684e+00, 2.378332518707920062e+00, 2.556410805451873713e+00, 2.141050244552652693e+00, 2.270119343153250480e+00, 1.974288438256135425e+00, 2.124057917692653064e+00, 2.329412386565937965e+00
2.035000000000000000e+03, 2.421957005943766728e+00, 2.355650313697700504e+00, 2.600460084621598611e+00, 2.333018842806207971e+00, 2.396704389827754689e+00, 2.169449675442461256e+00, 2.304166773557624115e+00, 2.257350015253431152e+00, 2.234987669884719974e+00, 2.310007156674724449e+00, 2.443568406653251479e+00, 2.135610667156719433e+00, 2.107130911257161898e+00, 1.932991883019429702e+00, 2.070862406715403115e+00, 2.270282021975779774e+00
2.036000000000000000e+03, 2.295533999866624875e+00, 2.486216195669105566e+00, 2.656228262957270658e+00, 2.382603512637239795e+00, 2.314646072084912465e+00, 2.196824108536408193e+00, 2.247577453500680722e+00, 2.421544606263164479e+00, 2.212806244376790410e+00, 2.295277431991472383e+00, 2.407497027215877772e+00, 2.215033435645763493e+00, 2.232109658184625367e+00, 1.910864573951966516e+00, 2.070087250567699044e+00, 2.399829383769030322e+00
2.037000000000000000e+03, 2.284241764676809616e+00, 2.516963904841273081e+00, 2.619639855512035709e+00, 2.446401278805039325e+00, 2.356075933926071286e+00, 2.058848166015385672e+00, 2.114080931204285196e+00, 2.339758349302949902e+00, 2.284426224851087817e+00, 2.309937019944753089e+00, 2.481740947829862876e+00, 2.212105647379018158e+00, 2.180543974979470168e+00, 2.119997644133289061e+00, 2.146772583298979242e+00, 2.306909791034364776e+00
2.038000000000000000e+03, 2.359933913641386383e+00, 2.496490732099562404e+00, 2.669893434500713258e+00, 2.367748904501477902e+00, 2.302189996029108787e+00, 2.181399637736853858e+00, 2.268295948209305468e+00, 2.372328101895353925e+00, 2.254922182632378203e+00, 2.272080659388515222e+00, 2.510309379656720630e+00, 2.129851450756290898e+00, 2.265704775677706007e+00, 2.044297865508160061e+00, 1.960837348396399671e+00, 2.296725518912034580e+00
2.039000000000000000e+03, 2.334266044559333064e+00, 2.535946193138769011e+00, 2.683233251454878676e+00, 2.372750719441901079e+00, 2.368562588443336558e+00, 2.130143505479565214e+00, 2.046648601372032417e+00, 2.345050030757152904e+00, 2.188895700398536981e+00, 2.269991697187612179e+00, 2.391181268670551141e+00, 2.245665505255909800e+00, 2.161333478818851628e+00, 2.045054609347139341e+00, 2.129673750503429996e+00, 2.380102706433982362e+00
2.040000000000000000e+03, 2.330610660685493940e+00, 2.520867902569097652e+00, 2.582526672976739324e+00, 2.338213537207520787e+00, 2.365884532142237706e+00, 2.056127858979618139e+00, 2.191249998105650132e+00, 2.311728179559582319e+00, 2.211916752290517874e+00, 2.232136014183096151e+00, 2.385356470817314722e+00, 2.108740447215699199e+00, 2.072846307821301970e+00, 2.049697205276273859e+00, 2.126845721153186819e+00, 2.317895802672812700e+00
2.041000000000000000e+03, 2.160054245465353961e+00, 2.370644929463870287e+00, 2.647687965741951199e+00, 2.393214230485070093e+00, 2.251923410623290156e+00, 2.070526387095846577e+00, 2.249121120104270233e+00, 2.466894274852330149e+00, 2.195672083549037534e+00, 2.248014081027195132e+00, 2.473538376964419250e+00, 2.262861878776141644e+00, 2.246825026482212273e+00, 2.056977737908092241e+00, 1.998336413190219485e+00, 2.357296395769356678e+00
2.042000000000000000e+03, 2.233916325894719890e+00, 2.451286611071173294e+00, 2.698080484421109038e+00, 2.362944042293676272e+00, 2.333300248727432358e+00, 2.120658978072045731e+00, 2.289031676563406670e+00, 2.446328452155107858e+00, 2.249822093332764616e+00, 2.160972824694027405e+00, 2.485395388060676058e+00, 2.351363192271107128e+00, 2.296998270457205393e+00, 2.027112750429064469e+00, 2.254864487772232362e+00, 2.374508979458443303e+00
2.043000000000000000e+03, 2.234799585693171942e+00, 2.555216435316088219e+00, 2.521819400341184014e+00, 2.385786614511169024e+00, 2.248760028991814153e+00, 2.138234201732092998e+00, 2.172323226326076995e+00, 2.463634366517970076e+00, 2.113338131818425669e+00, 2.297911520328325352e+00, 2.522730795124254577e+00, 2.246582499236530861e+00, 2.217845523344799563e+00, 2.109884712338931934e+00, 2.144938181346609074e+00, 2.400830197113640985e+00
2.044000000000000000e+03, 2.384881386100152767e+00, 2.540658452755282237e+00, 2.559816704823449474e+00, 2.457196898093723991e+00, 2.159599659428459884e+00, 2.129347820249841039e+00, 2.112922346350424085e+00, 2.453411294420101640e+00, 2.159700132459370092e+00, 2.173708792931492439e+00, 2.364525976384332928e+00, 2.221234566138252209e+00, 2.193826169451411623e+00, 2.126924366995579518e+00, 2.028668157108685310e+00, 2.204847601182782224e+00
2.045000000000000000e+03, 2.357394230023698078e+00, 2.461619240958551558e+00, 2.670325625997057362e+00, 2.360935671258413748e+00, 2.321267900635136439e+00, 2.119329710208098128e+00, 2.239281682181553990e+00, 2.391049609433463008e+00, 2.205482406072906354e+00, 2.231671242735756788e+00, 2.428814549984943394e+00, 2.141193564146140815e+00, 2.212799021671562283e+00, 2.055662231680728258e+00, 2.073741240566830957e+00, 2.293014669076295586e+00
2.046000000000000000e+03, 2.403136362120775971e+00, 2.518765708851650409e+00, 2.584178610725968994e+00, 2.402973890517959177e+00, 2.348043550581213612e+00, 2.121018854840071910e+00, 2.356343375046415112e+00, 2.348266199985357350e+00, 2.285465479323044669e+00, 2.207908588605299816e+00, 2.444129459133065119e+00, 2.116108114210284441e+00, 2.382450956928614971e+00, 1.970841200088608858e+00, 2.044341585917241577e+00, 2.383227361144840462e+00
2.047000000000000000e+03, 2.457252766672206157e+00, 2.361666051890833451e+00, 2.591737186151628070e+00, 2.400383964752113020e+00, 2.336004167037941670e+00, 2.064003814391369040e+00, 2.200527043980838204e+00, 2.342966416324372414e+00, 2.248408104212944902e+00, 2.202745489668026302e+00, 2.442121977168918878e+00, 2.218986781442571221e+00, 2.268423160015757833e+00, 2.019102774251098964e+00, 2.069489701133409021e+00, 2.356980399018960171e+00
2.048000000000000000e+03, 2.276235866270188257e+00, 2.495873674890108251e+00, 2.811544513758088559e+00, 2.482466437882125732e+00, 2.241241015718809848e+00, 2.189401082870554127e+00, 2.211274423134749423e+00, 2.407126370891725653e+00, 2.257590839822510187e+00, 2.259133520840227671e+00, 2.332850789036950534e+00, 2.357604610348853047e+00, 2.163569836090465159e+00, 1.917272482655599131e+00, 2.166165680519839043e+00, 2.241500458638901350e+00
2.049000000000000000e+03, 2.264138378253122585e+00, 2.527177484207914215e+00, 2.643883349804089011e+00, 2.442265722821479024e+00, 2.348272054104430406e+00, 2.297956439400496986e+00, 2.341094910982770116e+00, 2.324342776218050854e+00, 2.192332580930676400e+00, 2.251857423143454717e+00, 2.490774142578913608e+00, 2.238476195242891098e+00, 2.156765704927401384e+00, 1.998417676147526967e+00, 2.078954441571909673e+00, 2.426885193363488291e+00
2.050000000000000000e+03, 2.289621068452630581e+00, 2.578123899378307993e+00, 2.803154717329916501e+00, 2.513278356158317628e+00, 2.347045471237615644e+00, 2.176393024890941330e+00, 2.230423432053810995e+00, 2.319094753567008560e+00, 2.293721230194122107e+00, 2.202790758507684465e+00, 2.411646653164722931e+00, 2.175756721883796541e+00, 2.240656926405231175e+00, 1.982894234820263613e+00, 2.047837880965035495e+00, 2.336795946877616270e+00
2.051000000000000000e+03, 2.352878585867193895e+00, 2.439225143431924092e+00, 2.527088463598625712e+00, 2.274342717164377081e+00, 2.390837573977302011e+00, 2.124178462342015017e+00, 2.263805536903421345e+00, 2.441712421049893500e+00, 2.239095116743580416e+00, 2.228247272806622270e+00, 2.445145377416206856e+00, 2.253721544071147775e+00, 2.289609868464826725e+00, 2.044805101474933107e+00, 2.007785629645061132e+00, 2.390511892263155413e+00
2.052000000000000000e+03, 2.286125853048599055e+00, 2.416409610327336033e+00, 2.590322048868023863e+00, 2.400895461309284773e+00, 2.344260369820940770e+00, 2.184043039133707342e+00, 2.195248971387619985e+00, 2.347048093618539610e+00, 2.189186482497469388e+00, 2.321893040739973380e+00, 2.405306575231709765e+00, 2.315507935821162100e+00, 2.162891573557628178e+00, 2.165794722962159913e+00, 2.086581269682649786e+00, 2.361483075301387125e+00
2.053000000000000000e+03, 2.284709410616113878e+00, 2.505008057758787654e+00, 2.648592647956503843e+00, 2.260842042066573132e+00, 2.237598051132400290e+00, 2.116473534728557482e+00, 2.156943796530852442e+00, 2.340316155749670557e+00, 2.235940235978736368e+00, 2.176839900159302843e+00, 2.410038614865008810e+00, 2.135175496734904588e+00, 2.240301425939273283e+00, 2.068504412312274887e+00, 1.963407239575587937e+00, 2.363708281015881152e+00
2.054000000000000000e+03, 2.303234102791251292e+00, 2.448440527753834584e+00, 2.648684504630277381e+00, 2.348949140644629452e+00, 2.342557898943967931e+00, 2.107710350030119528e+00, 2.222498087981188863e+00, 2.506737809902154002e+00, 2.271487846770286367e+00, 2.133813973410509934e+00, 2.358778477052556610e+00, 2.191436460061348512e+00, 2.130613882656970937e+00, 1.991719255158609148e+00, 2.019545391154002445e+00, 2.228155533417428558e+00
2.055000000000000000e+03, 2.289897967804525258e+00, 2.507944542172259261e+00, 2.756332605425534155e+00, 2.360849843233058021e+00, 2.313476065010280358e+00, 2.175047416851478843e+00, 2.208409482639352550e+00, 2.398722204013878923e+00, 2.134020570634320269e+00, 2.282111518566201536e+00, 2.479404007978919466e+00, 2.210879742834528816e+00, 2.291673755128498247e+00, 1.944600336893879122e+00, 2.001885896983415680e+00, 2.333673114357356582e+00
2.056000000000000000e+03, 2.253878945678899015e+00, 2.471687770940524498e+00, 2.654053529072672557e+00, 2.465370771335913869e+00, 2.318627082147724838e+00, 2.099994857077157384e+00, 2.247802690467534337e+00, 2.299832574599547819e+00, 2.194393724761296127e+00, 2.202975442496949210e+00, 2.513087909629815542e+00, 2.158794029665444647e+00, 2.241970324610454313e+00, 2.002324686439433954e+00, 2.100478879813719946e+00, 2.412356267449486946e+00
2.057000000000000000e+03, 2.324080922501305491e+00, 2.559553180962840013e+00, 2.750914108380214884e+00, 2.379897436642701702e+00, 2.449758811269454828e+00, 1.994509656432627898e+00, 2.130945554488140381e+00, 2.409837842147024123e+00, 2.148501866916716185e+00, 2.193480346464420805e+00, 2.422718545083364816e+00, 2.173919118215274171e+00, 2.199883110592259605e+00, 2.000224329479073582e+00, 2.065214518640031027e+00, 2.443873550409874085e+00
2.058000000000000000e+03, 2.288743888165109652e+00, 2.612530527347483922e+00, 2.702222274434415539e+00, 2.425395428597228342e+00, 2.255751519514404002e+00, 2.224864114637472134e+00, 2.312125204439539505e+00, 2.412478496731085720e+00, 2.216660256663541162e+00, 2.319766933868981251e+00, 2.328583228091398727e+00, 2.340662684278180805e+00, 2.287135015244090575e+00, 2.118527826375198764e+00, 2.068254144797384342e+00, 2.331711181934223998e+00
2.059000000000000000e+03, 2.340919427420101506e+00, 2.609986996583023355e+00, 2.620526498329813325e+00, 2.399083301493272202e+00, 2.505258299005365785e+00, 2.046857143408951973e+00, 2.341265435441408194e+00, 2.428477860228537288e+00, 2.248541438742767351e+00, 2.223412768892644387e+00, 2.437550544405478803e+00, 2.323249988563933055e+00, 2.278960371432447563e+00, 1.975494068205664977e+00, 2.169619329910205341e+00, 2.269070156277493755e+00
2.060000000000000000e+03, 2.287185222420991870e+00, 2.454022007933141847e+00, 2.576915218679856956e+00, 2.303611861682802964e+00, 2.453978370398847808e+00, 2.187311892760363641e+00, 2.223722411598181292e+00, 2.473601416760260019e+00, 2.060188363372599252e+00, 2.340379062429611245e+00, 2.448872109046354772e+00, 2.299465532067071827e+00, 2.270722613828892289e+00, 2.013952597723117410e+00, 2.114279697748716824e+00, 2.307329210418720411e+00
2.061000000000000000e+03, 2.233024012861187568e+00, 2.587574965188763620e+00, 2.719966529426547375e+00, 2.218218357852277389e+00, 2.395529800053342928e+00, 2.090912644625769534e+00, 2.277461973634110404e+00, 2.368224483294540494e+00, 2.193412337649101485e+00, 2.233762192357637844e+00, 2.417363946193855639e+00, 2.235576362036582054e+00, 2.140533703763532358e+00, 1.978110659969607887e+00, 2.075205480109239886e+00, 2.347130608933742479e+00
2.062000000000000000e+03, 2.421232261317880941e+00, 2.638141674662597413e+00, 2.610122102310468595e+00, 2.329507680644903989e+00, 2.294950706324261791e+00, 2.091070566499564798e+00, 2.187834245531939281e+00, 2.387005461655097971e+00, 2.192985273504680865e+00, 2.177386614408059362e+00, 2.460336943356455475e+00, 2.224501298084412326e+00, 2.192097204338776972e+00, 2.072368450167076048e+00, 2.057251308273718937e+00, 2.272925263088673375e+00
2.063000000000000000e+03, 2.238813406478278978e+00, 2.533553290125055923e+00, 2.764449391945032364e+00, 2.300621793504687762e+00, 2.338095035229431851e+00, 2.099458439417956512e+00, 2.156707110010382511e+00, 2.425158970980906936e+00, 2.304524708581898729e+00, 2.091969527737224777e+00, 2.453422909278360375e+00, 2.139277183577349195e+00, 2.310126893314720320e+00, 2.188758417665957801e+00, 2.164430514251499904e+00, 2.228541521626008048e+00
2.064000000000000000e+03, 2.224995192614246609e+00, 2.605676499932936263e+00, 2.769490445104214160e+00, 2.337261108892710659e+00, 2.310465691135693778e+00, 2.158653874370336290e+00, 2.366281662337484715e+00, 2.410399032296739907e+00, 2.186921658696729942e+00, 2.173808176620934951e+00, 2.385244614159250709e+00, 2.199631154271544098e+00, 2.096983993406869917e+00, 2.118384858382150071e+00, 2.030381639709813335e+00, 2.157924004994665079e+00
2.065000000000000000e+03, 2.284533028126365828e+00, 2.319023354506110746e+00, 2.658093360231751134e+00, 2.307984758370477785e+00, 2.482558634279188325e+00, 2.124406058912773343e+00, 2.235815468250187621e+00, 2.410943989618032024e+00, 2.335405792246871393e+00, 2.268570951475865627e+00, 2.484900297790527901e+00, 2.253910124418693428e+00, 2.151848999608510837e+00, 2.031545883486607362e+00, 1.993794872545830987e+00, 2.249448546836002372e+00
2.066000000000000000e+03, 2.344942910041169615e+00, 2.501390031052947549e+00, 2.562904096782309349e+00, 2.307878013587897570e+00, 2.422853210950187464e+00, 2.149565290559587893e+00, 2.238104243779258429e+00, 2.336912590176840610e+00, 2.183665993351579182e+00, 2.240307150423371141e+00, 2.412741488317601934e+00, 2.263319095146786530e+00, 2.264096733369962866e+00, 1.964750806654306459e+00, 2.044210734887062841e+00, 2.299610672755048491e+00
2.067000000000000000e+03, 2.333848275368822112e+00, 2.498198881987641951e+00, 2.581660658427691324e+00, 2.343581091112452164e+00, 2.163267872765678224e+00, 2.207790425407442747e+00, 2.258704363084982791e+00, 2.344936204043068351e+00, 2.235480846001367539e+00, 2.246846542143393854e+00, 2.437091704553735472e+00, 2.093142663786873747e+00, 2.233241711928406037e+00, 2.100181834864413677e+00, 2.073835275243220533e+00, 2.255114808974981511e+00
2.068000000000000000e+03, 2.412551769848712002e+00, 2.522240648232140448e+00, 2.597910448367316771e+00, 2.225997924695597430e+00, 2.282526016083663123e+00, 2.073845019497181141e+00, 2.246635139280960036e+00, 2.348969100564947343e+00, 2.295105900585548753e+00, 2.377515122687893001e+00, 2.459823669150984937e+00, 2.209732662797350145e+00, 2.252397180626791062e+00, 1.923272343993774225e+00, 2.051345738172645650e+00, 2.226202059150355517e+00
2.069000000000000000e+03, 2.202709831705789156e+00, 2.587485437960419077e+00, 2.678533724676396943e+00, 2.328889890584889599e+00, 2.279561179561056417e+00, 2.118042405123345961e+00, 2.181892007535367828e+00, 2.463615818140757252e+00, 2.181000392066988258e+00, 2.189590874053976233e+00, 2.479495656909937562e+00, 2.185214319424682472e+00, 2.360157821615370022e+00, 2.023708798321026237e+00, 2.207017714003474129e+00, 2.357051399000528846e+00
2.070000000000000000e+03, 2.307384877280856283e+00, 2.605021847782823752e+00, 2.668129401002106160e+00, 2.357064478623103199e+00, 2.336186079433724139e+00, 2.078068327243136171e+00, 2.111370143288636481e+00, 2.381159200510263307e+00, 2.164066151759433509e+00, 2.244457670304869090e+00, 2.470275339756959898e+00, 2.097835223289247431e+00, 2.336453295463077673e+00, 2.162330159406239183e+00, 2.054474022415163859e+00, 2.242480558517389699e+00
2.071000000000000000e+03, 2.237285976505636764e+00, 2.544954733084171306e+00, 2.634085036400921176e+00, 2.326544789275931890e+00, 2.349597767394402847e+00, 2.246992549605385747e+00, 2.267512074824675317e+00, 2.354857966887769827e+00, 2.162614015084390662e+00, 2.238015597522378552e+00, 2.405648904214795714e+00, 2.135754245756380953e+00, 2.212341069720223263e+00, 2.079951448113160239e+00, 1.938470108413232751e+00, 2.284979253217326978e+00
2.072000000000000000e+03, 2.377846006028641934e+00, 2.447430912984481122e+00, 2.612975526698827711e+00, 2.326685753400941969e+00, 2.427756543359519181e+00, 2.071620945972844297e+00, 2.281360424358281236e+00, 2.458253323732471962e+00, 2.155952658094973717e+00, 2.251120633299304341e+00, 2.368639253115635501e+00, 2.360809836170785658e+00, 2.239145077965253527e+00, 2.178798996774833796e+00, 2.099268228841463468e+00, 2.280699847428373950e+00
2.073000000000000000e+03, 2.257274893841076047e+00, 2.550297029980361341e+00, 2.655280176079932275e+00, 2.383866493167739353e+00, 2.491763549877667572e+00, 2.019890311390309723e+00, 2.152263412462608105e+00, 2.481890715474295295e+00, 2.235517357985320697e+00, 2.244788968817663211e+00, 2.322348187474427839e+00, 2.233582736700211679e+00, 2.144642920227077809e+00, 2.042536237850654413e+00, 2.165998145409803843e+00, 2.306538632120075150e+00
2.074000000000000000e+03, 2.223664393896580993e+00, 2.622102355341574764e+00, 2.669735340675552848e+00, 2.293431276697709631e+00, 2.445908942631677352e+00, 2.178488832081442617e+00, 2.183702917504985130e+00, 2.454185615951868460e+00, 2.288813006482319778e+00, 2.187222584740823095e+00, 2.375412733497450635e+00, 2.207207124546914478e+00, 2.206897907430430905e+00, 2.054361123327690830e+00, 2.093596324678599352e+00, 2.316822795022269510e+00
2.075000000000000000e+03, 2.327703914940044694e+00, 2.570419776698947167e+00, 2.698737123731491216e+00, 2.394728440503856248e+00, 2.357102726157608963e+00, 2.255431127157699223e+00, 2.210286333898109135e+00, 2.491163245860876341e+00, 2.285906502751693381e+00, 2.216563188051305922e+00, 2.456160705334863970e+00, 2.218627052523708620e+00, 2.267234052264322841e+00, 2.021307749336290094e+00, 2.120565457376345275e+00, 2.268051759532014433e+00
2.076000000000000000e+03, 2.442470961093569759e+00, 2.538953104509592329e+00, 2.772075205171790291e+00, 2.467837929715893885e+00, 2.377800181437963456e+00, 2.221512158529816094e+00, 2.304730568255309642e+00, 2.323534150708520762e+00, 2.173535983257642634e+00, 2.213579238722919840e+00, 2.420566487488835961e+00, 2.097737549906637966e+00, 2.289752864396839893e+00, 2.107540405527951410e+00, 2.036058845319505206e+00, 2.254181206761002532e+00
