year, CESM2-WACCM, NorESM2-LM, MPI-ESM1-2-LR, CNRM-ESM2-1, IPSL-CM6A-LR, INM-CM4-8, GFDL-ESM4, TaiESM1, MIROC-ES2L, CanESM5, INM-CM5-0, CMCC-CM2-SR5, ACCESS-ESM1-5, NorESM2-MM, UKESM1-0-LL, EC-Earth3-Veg
2.025000000000000000e+03, 6.251686837117208029e+01, 5.204051420674424833e+01, 3.370556054391661860e+01, 6.066069586707885719e+01, 2.619643777545635999e+01, 7.169688115802928507e+01, 9.288146253024190457e+01, 2.038042462516482445e+01, 5.065412802602013187e+01, 4.840437165957418131e+01, 7.253918068160375299e+01, 4.327551247230412912e+01, 6.993459904955126660e+01, 5.684605002775462879e+01, 4.939098662289791974e+01, 1.772707208952097346e+01
2.026000000000000000e+03, 6.257840491464856569e+01, 5.228501117467790493e+01, 3.383231515013918056e+01, 6.100089529752958128e+01, 2.652257318062555314e+01, 7.167216748605986254e+01, 9.331269821700435330e+01, 2.048913469567668955e+01, 5.080072297531225445e+01, 4.877877174190273024e+01, 7.262953690900674530e+01, 4.279816665240162621e+01, 7.014338175025001476e+01, 5.708878102770947294e+01, 4.982591514659210929e+01, 1.780842298912439503e+01
2.027000000000000000e+03, 6.259752903419527570e+01, 5.249026219566578533e+01, 3.397241109208550114e+01, 6.150919246945054653e+01, 2.680336479121281812e+01, 7.162712508947498691e+01, 9.368240759837775045e+01, 2.058457337870226667e+01, 5.102439573868870326e+01, 4.905362525304027344e+01, 7.276201925895368561e+01, 4.307086844635219336e+01, 7.042219886251800176e+01, 5.727524614937973269e+01, 5.024237869542433543e+01, 1.789450727983110667e+01
2.028000000000000000e+03, 6.277971439438300649e+01, 5.271423337232963746e+01, 3.412588173709700357e+01, 6.189726938303250137e+01, 2.711418751492175616e+01, 7.174590260337376435e+01, 9.411246183482461447e+01, 2.073642958596039065e+01, 5.144597280285430685e+01, 4.943140859917834007e+01, 7.302188823811928842e+01, 4.347846234166840418e+01, 7.060053568864152851e+01, 5.736720470740478817e+01, 5.079127151319455891e+01, 1.811403244560213111e+01
2.029000000000000000e+03, 6.282821126088828834e+01, 5.283435643538675919e+01, 3.425352750748304231e+01, 6.209023457709584193e+01, 2.751589258226821144e+01, 7.197413330995539127e+01, 9.472280791908093533e+01, 2.088213131529278144e+01, 5.195477940214266255e+01, 4.991783863630858065e+01, 7.322639988893070040e+01, 4.362182390845129021e+01, 7.073637168942953224e+01, 5.740638694034881695e+01, 5.130028758103424025e+01, 1.837591568961386912e+01
2.030000000000000000e+03, 6.309544308970943405e+01, 5.292464007163842865e+01, 3.437655056302542533e+01, 6.230453909700305815e+01, 2.791005537284807403e+01, 7.228693198093668570e+01, 9.521709924280368398e+01, 2.102259217400088076e+01, 5.251738669148313932e+01, 5.046947313556365344e+01, 7.331516886239896280e+01, 4.364164946901680509e+01, 7.084334282871272137e+01, 5.772182983719753935e+01, 5.166230760500876329e+01, 1.860405538803449588e+01
2.031000000000000000e+03, 6.351799405063606940e+01, 5.335252831481123792e+01, 3.462196537055864098e+01, 6.279720905185595825e+01, 2.834380247282408760e+01, 7.246705543269443694e+01, 9.565628279273420276e+01, 2.109224589594656152e+01, 5.284745739199490799e+01, 5.086904860544160556e+01, 7.342862779222492975e+01, 4.360830531879042837e+01, 7.097261237206613771e+01, 5.823208499535957117e+01, 5.206445367396474211e+01, 1.886447855075986979e+01
2.032000000000000000e+03, 6.387652140797502653e+01, 5.360260478679215623e+01, 3.480128925703138520e+01, 6.312262777123726920e+01, 2.876314152641263888e+01, 7.257362170348159225e+01, 9.600769800137459242e+01, 2.125356906194909712e+01, 5.310659694274215781e+01, 5.122836953311810504e+01, 7.356750850128950958e+01, 4.399490885609617408e+01, 7.118004488169813726e+01, 5.853315531268616212e+01, 5.244589723883721177e+01, 1.902599746896836308e+01
2.033000000000000000e+03, 6.429677824449782975e+01, 5.388801926804114117e+01, 3.496453084365757746e+01, 6.356577121301944544e+01, 2.916759314562420968e+01, 7.262294458201610325e+01, 9.640381242263300976e+01, 2.145236751884744208e+01, 5.346216683723255159e+01, 5.172065441553809961e+01, 7.377982055949092910e+01, 4.440524987342868002e+01, 7.127582617129924358e+01, 5.874605345091964637e+01, 5.289864640068745416e+01, 1.909539782293833454e+01
2.034000000000000000e+03, 6.487145256087222833e+01, 5.414795809665198334e+01, 3.502934628461464683e+01, 6.388983508693731039e+01, 2.959277686842841248e+01, 7.266612217707016441e+01, 9.685241074396870431e+01, 2.165217433512026801e+01, 5.370472933000389304e+01, 5.205665323788198862e+01, 7.406689277419421558e+01, 4.452923490896484537e+01, 7.139330752509179945e+01, 5.892782865511046708e+01, 5.340264502399502788e+01, 1.915436789122318473e+01
2.035000000000000000e+03, 6.546339477570391807e+01, 5.433465013326930659e+01, 3.514158276954454152e+01, 6.404572836956143078e+01, 3.006445506457167838e+01, 7.279211838079861252e+01, 9.705542551684357022e+01, 2.180829990031552157e+01, 5.380559906991263830e+01, 5.230020150603172624e+01, 7.420460773400134258e+01, 4.446630750399428678e+01, 7.156490743660356202e+01, 5.901061474724379252e+01, 5.374853850995821603e+01, 1.925392308034225763e+01
2.036000000000000000e+03, 6.593314636556343089e+01, 5.466315427446527764e+01, 3.536818059580330242e+01, 6.432417793299293862e+01, 3.044418752580690324e+01, 7.293592815842150401e+01, 9.734325524537320007e+01, 2.187966635374739965e+01, 5.415371788191836799e+01, 5.277619135333281974e+01, 7.431560743646497258e+01, 4.451840926042810054e+01, 7.178091781033315044e+01, 5.906408077798943879e+01, 5.416310067439805920e+01, 1.942734164370523686e+01
2.037000000000000000e+03, 6.624568211655476091e+01, 5.515632104846859818e+01, 3.550310330301114448e+01, 6.460630395702744977e+01, 3.088172535388130413e+01, 7.307523630702998219e+01, 9.793473902657203212e+01, 2.191236875025033015e+01, 5.440762569429508488e+01, 5.340947992445431680e+01, 7.445621224419092243e+01, 4.452470698295029905e+01, 7.193869698178214378e+01, 5.925336625401296686e+01, 5.451244820341529618e+01, 1.954463043163517710e+01
2.038000000000000000e+03, 6.657169217098932279e+01, 5.548910665923133934e+01, 3.555267136089945268e+01, 6.490599607610728583e+01, 3.129939289191950991e+01, 7.311641828455147163e+01, 9.846421403046858245e+01, 2.196318753548815650e+01, 5.464661991624837611e+01, 5.408523711393273459e+01, 7.451306740323896349e+01, 4.430931582920110401e+01, 7.202080850241740961e+01, 5.949793615868941288e+01, 5.494394224044952324e+01, 1.971469628904475968e+01
2.039000000000000000e+03, 6.691655926480804339e+01, 5.559331885384925442e+01, 3.569451734807748977e+01, 6.514687635265086385e+01, 3.173633312608422230e+01, 7.337401976369758927e+01, 9.902956679559578390e+01, 2.214261724804843467e+01, 5.492415222972882560e+01, 5.470660413361390795e+01, 7.466637303308696971e+01, 4.451102318263537683e+01, 7.213172432059725736e+01, 5.986314437686050383e+01, 5.538529070546483268e+01, 1.997486452280024594e+01
2.040000000000000000e+03, 6.724144170953471189e+01, 5.579634208244204530e+01, 3.587402648651379877e+01, 6.549788049879990126e+01, 3.210003976489195310e+01, 7.351722320637747998e+01, 9.970455165230043804e+01, 2.236138262499671470e+01, 5.522018426198866337e+01, 5.515530157895493346e+01, 7.483794488451330551e+01, 4.457639445126491040e+01, 7.233040542542832441e+01, 6.015844994290038983e+01, 5.555146455645031267e+01, 1.999350549570694824e+01
2.041000000000000000e+03, 6.785911627061717866e+01, 5.600977791952178819e+01, 3.599967203230507806e+01, 6.574759247003525786e+01, 3.244649502167442989e+01, 7.353215092093566341e+01, 1.002495182466445982e+02, 2.253067171929845358e+01, 5.531315302484700425e+01, 5.570951304342435151e+01, 7.495672330469417943e+01, 4.453799548072935721e+01, 7.262519662873022241e+01, 6.049843700932043333e+01, 5.585321474509736817e+01, 2.006239392817890987e+01
2.042000000000000000e+03, 6.827992212020409113e+01, 5.607054520572449974e+01, 3.624089082655756044e+01, 6.607067336101466992e+01, 3.289547895675180200e+01, 7.364212340467952345e+01, 1.005026896907022973e+02, 2.259467604716702738e+01, 5.565635759742784217e+01, 5.614866864594130647e+01, 7.493059237907216641e+01, 4.485116869101631210e+01, 7.286448582429171950e+01, 6.117105636695857385e+01, 5.630014096240656585e+01, 2.032701620945578469e+01
2.043000000000000000e+03, 6.814980008627824759e+01, 5.601187364819124781e+01, 3.623140257269946574e+01, 6.655316339635562883e+01, 3.332811217861706865e+01, 7.377938241563578003e+01, 1.008989891120821909e+02, 2.269059960510558582e+01, 5.612948242516886665e+01, 5.665495501782027787e+01, 7.496051796065883366e+01, 4.541652180810362438e+01, 7.307297468630979154e+01, 6.165477798744518623e+01, 5.691350086992429880e+01, 2.042353885208589759e+01
2.044000000000000000e+03, 6.833722050949762661e+01, 5.613989361607372075e+01, 3.638437527131384286e+01, 6.678660376916187147e+01, 3.368095203090103951e+01, 7.386840656100363844e+01, 1.013010633405698115e+02, 2.276333914658292912e+01, 5.639831137841812136e+01, 5.727131671998318296e+01, 7.505803110692660596e+01, 4.567634829805125207e+01, 7.325659078501837485e+01, 6.203552489377815959e+01, 5.741049911384115489e+01, 2.061257264339067419e+01
2.045000000000000000e+03, 6.868291724991240699e+01, 5.656453795956410602e+01, 3.662766071210622698e+01, 6.707811372432323083e+01, 3.413577746068649077e+01, 7.402309955592926372e+01, 1.016662636618970481e+02, 2.285589043551410171e+01, 5.667595018876328083e+01, 5.777346465977738177e+01, 7.509462830200712347e+01, 4.567076823074069125e+01, 7.330366545581991033e+01, 6.234646746387536353e+01, 5.773646066113236941e+01, 2.083875209453680810e+01
2.046000000000000000e+03, 6.907624340617290670e+01, 5.694493803087181050e+01, 3.670537469746135173e+01, 6.739103657539435233e+01, 3.454877949528886916e+01, 7.418935355771925799e+01, 1.021262034885471905e+02, 2.306400613613537587e+01, 5.702451083312355706e+01, 5.816623566689288793e+01, 7.524219685223353338e+01, 4.582304916433756148e+01, 7.332763385496156161e+01, 6.238675415410860836e+01, 5.811416772364440675e+01, 2.102352063031382912e+01
2.047000000000000000e+03, 6.938875872460732808e+01, 5.705586752440076737e+01, 3.681576192037275774e+01, 6.768159816113266913e+01, 3.497371264952059278e+01, 7.426667068035480668e+01, 1.025468703118145726e+02, 2.330110647012153535e+01, 5.732411126232754128e+01, 5.842236575988774661e+01, 7.524685882548237714e+01, 4.598296048742613351e+01, 7.339620906327240846e+01, 6.268188575370976423e+01, 5.846325597943625496e+01, 2.131795180997662342e+01
2.048000000000000000e+03, 6.984348032391805816e+01, 5.731733302537065811e+01, 3.696628672523645065e+01, 6.817151267325058939e+01, 3.539663373595686124e+01, 7.425750461362916610e+01, 1.028276917533992503e+02, 2.347278758463790282e+01, 5.746574606254387163e+01, 5.882319670280792678e+01, 7.530409350145622227e+01, 4.622869172280694983e+01, 7.355509734983742476e+01, 6.310403794565102942e+01, 5.881191901830103319e+01, 2.151542532337746039e+01
2.049000000000000000e+03, 7.023931471035287188e+01, 5.762721900493909288e+01, 3.715488354809117766e+01, 6.831389564506139322e+01, 3.587422380343078743e+01, 7.438640867146490621e+01, 1.031274758244534411e+02, 2.356029673879346831e+01, 5.752823444856360169e+01, 5.929190091924148476e+01, 7.544608663806229742e+01, 4.637029881742466131e+01, 7.376631566818377905e+01, 6.322881316531974250e+01, 5.912518819653108437e+01, 2.165395916780158814e+01
2.050000000000000000e+03, 7.048408285491285596e+01, 5.797688143373368064e+01, 3.727177185041785634e+01, 6.844762871366842205e+01, 3.635853363373468738e+01, 7.455633941353093519e+01, 1.034633320053453076e+02, 2.367734694059686973e+01, 5.771233323844800367e+01, 5.971939489793648193e+01, 7.562275874736788239e+01, 4.619730192066144525e+01, 7.400217753652862029e+01, 6.320912459618829615e+01, 5.936103371426590058e+01, 2.189167756936793552e+01
2.051000000000000000e+03, 7.095638862040715367e+01, 5.835393475918576200e+01, 3.747528460622780244e+01, 6.863076742756653914e+01, 3.678110920727299060e+01, 7.466140304613415424e+01, 1.036245273355395398e+02, 2.381409438271279910e+01, 5.785095007197406858e+01, 6.026348925897174524e+01, 7.576386374774756405e+01, 4.639547940606880161e+01, 7.416607003010149413e+01, 6.315322664737910685e+01, 5.964139794050934995e+01, 2.198373695145750872e+01
2.052000000000000000e+03, 7.156644160081539496e+01, 5.852425523977012034e+01, 3.758983814033467752e+01, 6.888182170987788311e+01, 3.710723204831977995e+01, 7.483410484073779401e+01, 1.038622461210361649e+02, 2.392947618745336413e+01, 5.791350154096164005e+01, 6.076794371347271095e+01, 7.592118651674341834e+01, 4.682411849742150878e+01, 7.441300672291083629e+01, 6.327192868461612107e+01, 6.000832978129066930e+01, 2.207617849943314425e+01
2.053000000000000000e+03, 7.176551216101579200e+01, 5.848033763043071076e+01, 3.779276937572621620e+01, 6.912607917461488682e+01, 3.754597556955067716e+01, 7.493601409552299231e+01, 1.042116387227921877e+02, 2.407372010425185138e+01, 5.812729873789294288e+01, 6.137579929461304573e+01, 7.602924622478079186e+01, 4.695178923678425065e+01, 7.465616504325585367e+01, 6.344564103343538619e+01, 6.036231438798861149e+01, 2.210700477034615474e+01
2.054000000000000000e+03, 7.173603547240951173e+01, 5.859833513325666843e+01, 3.791934442304126662e+01, 6.936441534775866558e+01, 3.792858188447411294e+01, 7.503394137993726076e+01, 1.043874980366612135e+02, 2.416813078904976564e+01, 5.841032620607116144e+01, 6.196008705282402218e+01, 7.610327434869952867e+01, 4.718510225895293786e+01, 7.482396468101148912e+01, 6.349841523625415363e+01, 6.049981977212731721e+01, 2.210503641354638660e+01
2.055000000000000000e+03, 7.202525300840285638e+01, 5.900631669354609699e+01, 3.799077143503910037e+01, 6.955524977329145031e+01, 3.829356622539972932e+01, 7.514298049164770532e+01, 1.048214809687924145e+02, 2.424912170878692308e+01, 5.860743640834710533e+01, 6.244430529812306219e+01, 7.610244627666439499e+01, 4.742105588537842209e+01, 7.497771175877790029e+01, 6.370829841715491426e+01, 6.067689879524937169e+01, 2.214244743549935635e+01
2.056000000000000000e+03, 7.207132953504789441e+01, 5.939951020419986349e+01, 3.808356556530846149e+01, 6.983009161712968194e+01, 3.862278954979348811e+01, 7.515510073864092533e+01, 1.054738245974204602e+02, 2.435447424476133094e+01, 5.870120501842426108e+01, 6.287769291334581112e+01, 7.620139060090804151e+01, 4.750106707828574315e+01, 7.515305717556617537e+01, 6.400543414256605956e+01, 6.087681372657648637e+01, 2.217430214735968974e+01
2.057000000000000000e+03, 7.215962762445433043e+01, 5.955738536242492387e+01, 3.814923197488810303e+01, 7.002033454889709674e+01, 3.907364039820271984e+01, 7.511226737626382999e+01, 1.057787347738326673e+02, 2.440990737319003756e+01, 5.866122345647745107e+01, 6.361104338349870346e+01, 7.628748515272931741e+01, 4.739014390556733503e+01, 7.535498400155125864e+01, 6.415815662688184773e+01, 6.107446732621104246e+01, 2.252956807656278215e+01
2.058000000000000000e+03, 7.245651742085881608e+01, 5.976595473481162202e+01, 3.836909268225306135e+01, 7.030665425135630642e+01, 3.956148842539862187e+01, 7.522549050352506583e+01, 1.059511726149598161e+02, 2.439322377500361583e+01, 5.878532849570577667e+01, 6.405507822640898041e+01, 7.634452622677321187e+01, 4.730039105319474402e+01, 7.566686049134126790e+01, 6.447916820935911630e+01, 6.140509556341311281e+01, 2.300435174395718718e+01
2.059000000000000000e+03, 7.266168968076921431e+01, 5.994706126594300599e+01, 3.846057713521906862e+01, 7.045172899552395052e+01, 3.988786474886980216e+01, 7.526214397220310559e+01, 1.060423961941377229e+02, 2.453901948056840965e+01, 5.891424387711020216e+01, 6.438844772554048745e+01, 7.642878980924707832e+01, 4.716422913101343539e+01, 7.600840325342646508e+01, 6.499782511962149556e+01, 6.180305564155987952e+01, 2.347653278203811666e+01
2.060000000000000000e+03, 7.268003473088120359e+01, 6.028155469189670157e+01, 3.849531220722641223e+01, 7.063469915686306422e+01, 4.021944552916392013e+01, 7.528619191372393971e+01, 1.064192794309825700e+02, 2.478969548479390639e+01, 5.918511101455788292e+01, 6.480005861738082729e+01, 7.651190863076195114e+01, 4.749904054488303728e+01, 7.611391577345524695e+01, 6.512221950791958136e+01, 6.225722018150397474e+01, 2.370242171408040477e+01
2.061000000000000000e+03, 7.272957292910263050e+01, 6.046008340066301656e+01, 3.869070982433182593e+01, 7.093425440614547028e+01, 4.053056941018246562e+01, 7.534047069708591948e+01, 1.067288334679151802e+02, 2.486593866332961156e+01, 5.931001479428782375e+01, 6.527683311985489922e+01, 7.656936327437306034e+01, 4.746888892831972129e+01, 7.618395527168588899e+01, 6.531275863890000721e+01, 6.265811836191355866e+01, 2.406659781527259767e+01
2.062000000000000000e+03, 7.291048331411685979e+01, 6.050509326607323857e+01, 3.886081138711243455e+01, 7.114694617605424298e+01, 4.084591316135481520e+01, 7.538346604210138935e+01, 1.070601630269298710e+02, 2.484897151807788518e+01, 5.934343646796369853e+01, 6.586817773105012463e+01, 7.660925965858574216e+01, 4.764216024459778254e+01, 7.624440444525897931e+01, 6.553854088427350177e+01, 6.274999431419330165e+01, 2.412351175976514028e+01
2.063000000000000000e+03, 7.330084936340104207e+01, 6.079950440933063760e+01, 3.894028940113456372e+01, 7.152296392306315909e+01, 4.133955936093505557e+01, 7.540937742671219723e+01, 1.074700570450707033e+02, 2.500384700922140979e+01, 5.957806078826816787e+01, 6.654435376575962380e+01, 7.676053514405853662e+01, 4.751138591845545989e+01, 7.628389485396883174e+01, 6.560229257394480840e+01, 6.286704613953128984e+01, 2.413773661879275778e+01
2.064000000000000000e+03, 7.361921297015668131e+01, 6.092469913556997341e+01, 3.903243016176200086e+01, 7.169020915340675515e+01, 4.188821625820725814e+01, 7.546133951153504427e+01, 1.078314338257784613e+02, 2.509641512977658806e+01, 5.967506703989722183e+01, 6.687922396853477380e+01, 7.697407866481786698e+01, 4.733949884467342883e+01, 7.628723204829213955e+01, 6.578962032516730574e+01, 6.301798705508837628e+01, 2.408329524750230277e+01
2.065000000000000000e+03, 7.376253149754980143e+01, 6.109656732142015301e+01, 3.916421182186668659e+01, 7.189888821653173068e+01, 4.223318978103775834e+01, 7.566947797918911078e+01, 1.079521125162092545e+02, 2.514128434901531506e+01, 5.943483304160227476e+01, 6.723834002028642942e+01, 7.705450515786401411e+01, 4.749213905929075707e+01, 7.632305619055512125e+01, 6.601600738570819260e+01, 6.309487630750682996e+01, 2.415216912973138008e+01
2.066000000000000000e+03, 7.389634318102100963e+01, 6.148265871726518128e+01, 3.928861231767000817e+01, 7.195118960363720362e+01, 4.256693386006248403e+01, 7.570724278584238220e+01, 1.077246345837711630e+02, 2.524996886116047179e+01, 5.932478668628833418e+01, 6.749986759409347314e+01, 7.710832513101698282e+01, 4.771731155791774626e+01, 7.640321764893489842e+01, 6.623263462484855779e+01, 6.306864031261788028e+01, 2.428630498671368088e+01
2.067000000000000000e+03, 7.405347521901155972e+01, 6.169102129812861790e+01, 3.933268349319849477e+01, 7.218371475989331998e+01, 4.279617526753561663e+01, 7.570620627308362316e+01, 1.077216935682076695e+02, 2.541841807120404795e+01, 5.937165966700194275e+01, 6.774705820114101584e+01, 7.711934234098120555e+01, 4.788709757351349339e+01, 7.637341710936435391e+01, 6.636064769435432709e+01, 6.326308685583444458e+01, 2.449767716177036192e+01
2.068000000000000000e+03, 7.444762359791451445e+01, 6.174530645673682017e+01, 3.932116229418767261e+01, 7.247763461790060546e+01, 4.304991500471675892e+01, 7.577982316185585887e+01, 1.079872764491836108e+02, 2.554536828440508245e+01, 5.965388251904039407e+01, 6.798937766115594172e+01, 7.710531650260529091e+01, 4.806893058146928865e+01, 7.641327052436446365e+01, 6.654435909479713018e+01, 6.350431433339480236e+01, 2.480735715548695808e+01
2.069000000000000000e+03, 7.484417284261039072e+01, 6.179128111884504904e+01, 3.951378056659353177e+01, 7.269116501888159121e+01, 4.335891354950290832e+01, 7.580459154112095632e+01, 1.081809578778380541e+02, 2.552729201666151226e+01, 6.001453611976333491e+01, 6.834430477223891387e+01, 7.707873096173098304e+01, 4.815518654148116440e+01, 7.659831853059232287e+01, 6.675846543459499571e+01, 6.372299423776402705e+01, 2.497083953114276511e+01
2.070000000000000000e+03, 7.512206843349190422e+01, 6.194090240028927496e+01, 3.967911698236125062e+01, 7.298614539617618391e+01, 4.371127246702744173e+01, 7.586133794217374771e+01, 1.084317064186453052e+02, 2.552324991390188202e+01, 5.990647373699349743e+01, 6.876244288762671886e+01, 7.704835598533959740e+01, 4.801836388514388432e+01, 7.685233604602846924e+01, 6.683197999384798038e+01, 6.394844907343638596e+01, 2.508623824817036052e+01
2.071000000000000000e+03, 7.516524683399742912e+01, 6.203417853303145080e+01, 3.986992803075243330e+01, 7.308988503929924718e+01, 4.400790154103545859e+01, 7.597001333501388842e+01, 1.086464402783292513e+02, 2.567000659819817443e+01, 5.981771460051915312e+01, 6.895956213144833669e+01, 7.700544182626971690e+01, 4.787009883966838686e+01, 7.716939940674521381e+01, 6.703126558870758345e+01, 6.420820230582202726e+01, 2.536513705953684195e+01
2.072000000000000000e+03, 7.519416782153489009e+01, 6.213623326574632699e+01, 3.992589705969175640e+01, 7.320517003445645798e+01, 4.441241078895566829e+01, 7.612382456274683307e+01, 1.089042019307442786e+02, 2.580478619894864423e+01, 5.993905027992410339e+01, 6.922110135956394572e+01, 7.706134467603840221e+01, 4.789229662714518554e+01, 7.730352748265070773e+01, 6.721543085810117191e+01, 6.432996699782377448e+01, 2.545656060004489518e+01
2.073000000000000000e+03, 7.548597144512589807e+01, 6.220476832457657679e+01, 3.999995315993477618e+01, 7.346651852827680784e+01, 4.493372768164031328e+01, 7.621152682915902687e+01, 1.093177211139135920e+02, 2.589584157155622535e+01, 6.002900034578792088e+01, 6.964525743600236751e+01, 7.711958613749214919e+01, 4.800844221334828887e+01, 7.731632214516440627e+01, 6.753516525640792167e+01, 6.448729941487533779e+01, 2.579237045824956098e+01
2.074000000000000000e+03, 7.586654157618343675e+01, 6.247154150768655256e+01, 4.008533786117888553e+01, 7.379808684328381219e+01, 4.535757340723298370e+01, 7.629679758059324968e+01, 1.097613340241504005e+02, 2.598858257488902623e+01, 6.004197165678010606e+01, 7.015014406604198882e+01, 7.710137170251208261e+01, 4.801947467973883477e+01, 7.739977214017407903e+01, 6.741592717000077073e+01, 6.472843721867555189e+01, 2.609637503081340171e+01
2.075000000000000000e+03, 7.616385112326345563e+01, 6.290732924178097818e+01, 4.015413939858368053e+01, 7.407938911068150389e+01, 4.572677559961785221e+01, 7.630252818375734591e+01, 1.099816961793325305e+02, 2.607467851954055149e+01, 6.034267417307719228e+01, 7.042344111088046077e+01, 7.706513786472667960e+01, 4.822300759839012585e+01, 7.751040905029698536e+01, 6.749579827006486710e+01, 6.500834686808785534e+01, 2.620320206241668615e+01
2.076000000000000000e+03, 7.626690065531930429e+01, 6.320868568528360498e+01, 4.021540830084489215e+01, 7.421953186793020052e+01, 4.608043744604271552e+01, 7.638433409617846337e+01, 1.102549279299378213e+02, 2.614504824763610102e+01, 6.046949849007288691e+01, 7.060834391233807139e+01, 7.708192148635332330e+01, 4.811386236479741285e+01, 7.764262460305587865e+01, 6.782349577667811502e+01, 6.523612575999801777e+01, 2.631749469211545644e+01
