year, GFDL-ESM4, MIROC-ES2L, TaiESM1, NorESM2-LM, EC-Earth3-Veg, MPI-ESM1-2-LR, CMCC-CM2-SR5, CanESM5, UKESM1-0-LL, CNRM-ESM2-1, ACCESS-ESM1-5, NorESM2-MM, IPSL-CM6A-LR, CESM2-WACCM
2.086000000000000000e+03, 1.237439884227909630e+02, 3.715536360356275054e+02, 6.083448768248160832e+01, 1.328991905060369390e+03, 3.156962307127548115e+02, 1.572563650053635342e+02, 9.991650012510746137e+02, 2.239940247990295177e+02, 2.616833926114987321e+02, 4.521840363249530128e+02, 1.997026985022083636e+02, 7.348059662108365728e+02, 7.576927161022334190e+01, 9.312877853241715229e+02
2.087000000000000000e+03, 1.236588658659774467e+02, 3.719184485508501439e+02, 6.080547374669313143e+01, 1.328960368603891766e+03, 3.157509452120421543e+02, 1.573008552229840689e+02, 9.989443706521763033e+02, 2.242540924470471850e+02, 2.619303552279057499e+02, 4.524175204266430796e+02, 1.997472397135938422e+02, 7.348418252253478613e+02, 7.592135351754187411e+01, 9.312654432976137286e+02
2.088000000000000000e+03, 1.236065084333194619e+02, 3.722754126613168069e+02, 6.078606053500644890e+01, 1.328975357902816768e+03, 3.158180253048011537e+02, 1.573109873861920960e+02, 9.987210371578795503e+02, 2.245200846563915036e+02, 2.620443961001828939e+02, 4.526592970449964355e+02, 1.997926845096498596e+02, 7.349223583827621269e+02, 7.607469057771928078e+01, 9.312828256552305675e+02
2.089000000000000000e+03, 1.236065383724860141e+02, 3.726096716184605953e+02, 6.079979740804767374e+01, 1.328960887712572912e+03, 3.158507793693046324e+02, 1.573807403751904133e+02, 9.984955513194141759e+02, 2.247906885862164756e+02, 2.620649707848436947e+02, 4.529111322939324396e+02, 1.998365127058074506e+02, 7.349951649265419746e+02, 7.621176627645112944e+01, 9.312860335275150874e+02
2.090000000000000000e+03, 1.236184528196098142e+02, 3.728986327003163410e+02, 6.080763975420431677e+01, 1.328868006517649292e+03, 3.158829567141075358e+02, 1.574542649066009403e+02, 9.982954092939297652e+02, 2.250881352040156003e+02, 2.622978920337565683e+02, 4.530960728739329966e+02, 1.998753742841708458e+02, 7.350642827286212651e+02, 7.634139090536743311e+01, 9.312429582968957220e+02
2.091000000000000000e+03, 1.236614045258154846e+02, 3.731981975546799504e+02, 6.081975399228586809e+01, 1.328793733141542134e+03, 3.158927659964098211e+02, 1.575087545483557108e+02, 9.981388648647528044e+02, 2.253837424285939903e+02, 2.624952445524224913e+02, 4.532921060776696436e+02, 1.999170430004198522e+02, 7.351152851309907419e+02, 7.648018995001885401e+01, 9.312110457704799273e+02
2.092000000000000000e+03, 1.236436681681782233e+02, 3.734452075506432038e+02, 6.082453483581725351e+01, 1.328735130512036221e+03, 3.159504485071964268e+02, 1.576594841929556026e+02, 9.979726791971277180e+02, 2.256877041381858362e+02, 2.627410361359102922e+02, 4.534619677337825578e+02, 1.999516761869497543e+02, 7.351751946465931269e+02, 7.663091017270458849e+01, 9.312045926537110745e+02
2.093000000000000000e+03, 1.236401246868983606e+02, 3.736671936627387254e+02, 6.081546654862070511e+01, 1.328696016751096522e+03, 3.159982072741379966e+02, 1.576741683579966207e+02, 9.977673557251346210e+02, 2.259599884752706203e+02, 2.629745103821926477e+02, 4.536631043869472819e+02, 1.999887110878154033e+02, 7.352514059178778325e+02, 7.675524936018823041e+01, 9.311873109159921569e+02
2.094000000000000000e+03, 1.236313821692192221e+02, 3.739122927446955487e+02, 6.082582570753353224e+01, 1.328702733730150157e+03, 3.160378545018621708e+02, 1.575795794030021852e+02, 9.975493863204092122e+02, 2.262158333357345441e+02, 2.631210058061635095e+02, 4.538505955533312317e+02, 2.000409169701860321e+02, 7.352847310840916180e+02, 7.686270715861530789e+01, 9.312078923470992322e+02
2.095000000000000000e+03, 1.236139716830856941e+02, 3.741479302299734968e+02, 6.081332573110114481e+01, 1.328669890318482203e+03, 3.160720939826970834e+02, 1.575484888782231394e+02, 9.973429910874349389e+02, 2.264772742813614457e+02, 2.631385313373551753e+02, 4.540561269752501516e+02, 2.000863472622650363e+02, 7.352818998596700339e+02, 7.699341983660090705e+01, 9.312238228211432443e+02
2.096000000000000000e+03, 1.237050304633836788e+02, 3.743824854013534491e+02, 6.080256047890292592e+01, 1.328643030826983022e+03, 3.160399413703237883e+02, 1.576054774212192910e+02, 9.971621005174598622e+02, 2.267470494165698085e+02, 2.631581911255696014e+02, 4.542508697167104970e+02, 2.001368114804944582e+02, 7.353114281211222760e+02, 7.714202227040726711e+01, 9.312273144188703782e+02
2.097000000000000000e+03, 1.237828391628319054e+02, 3.746214634588176864e+02, 6.079055682598148991e+01, 1.328621808573448789e+03, 3.159652931278484402e+02, 1.577129345062172376e+02, 9.969730593398054452e+02, 2.270274204795655066e+02, 2.631260582316806449e+02, 4.544041731978443295e+02, 2.001864988960883522e+02, 7.353584077189126447e+02, 7.728041191375309893e+01, 9.312026888637581123e+02
2.098000000000000000e+03, 1.237676500693892905e+02, 3.748693254009709790e+02, 6.079995188913867565e+01, 1.328588660210164562e+03, 3.159422663383948588e+02, 1.578553622664416309e+02, 9.967869766620456176e+02, 2.272960651346310783e+02, 2.632666713771705531e+02, 4.546037061830293169e+02, 2.002271351752845305e+02, 7.353970114898536394e+02, 7.740391394707455675e+01, 9.311899467883624766e+02
2.099000000000000000e+03, 1.238215979771228632e+02, 3.751070895861350891e+02, 6.079701132567131339e+01, 1.328570704495737573e+03, 3.159869719269569259e+02, 1.578636978587738895e+02, 9.965840253980642274e+02, 2.275593588985026656e+02, 2.633763590073054388e+02, 4.547497970569665995e+02, 2.002610035802361210e+02, 7.354203714653502857e+02, 7.751271587920186334e+01, 9.311957230404013899e+02
2.100000000000000000e+03, 1.238692937090785335e+02, 3.753472022147676057e+02, 6.077157556782450598e+01, 1.328593852253814930e+03, 3.160421193547438747e+02, 1.578469206252325989e+02, 9.963331258461199695e+02, 2.278358114891734658e+02, 2.635086666103437665e+02, 4.549304356855211040e+02, 2.003022553696845875e+02, 7.354333151165594700e+02, 7.763488091934937074e+01, 9.312056481615178427e+02
