year, ACCESS-ESM1-5, CESM2-WACCM, INM-CM4-8, CanESM5, CMCC-CM2-SR5, NorESM2-LM, MPI-ESM1-2-LR, TaiESM1, GFDL-ESM4, INM-CM5-0, NorESM2-MM, MIROC-ES2L, CNRM-ESM2-1, UKESM1-0-LL, EC-Earth3-Veg, IPSL-CM6A-LR
2.027000000000000000e+03, 2.698911897106870015e+02, 2.690044089552970377e+02, 2.664904248910937099e+02, 2.692883519118897766e+02, 2.684829481804245574e+02, 2.688825718204831787e+02, 2.680611764104437498e+02, 2.664175410314612691e+02, 2.679324802968890822e+02, 2.682795811235502583e+02, 2.669806562079261312e+02, 2.696991646228395325e+02, 2.693113785284753021e+02, 2.658434445806923918e+02, 2.675316913659676175e+02, 2.676285440841390937e+02
2.028000000000000000e+03, 2.692700816140900884e+02, 2.678610878935887172e+02, 2.663639209639756587e+02, 2.693889460757332586e+02, 2.695665595596640287e+02, 2.681280845597303255e+02, 2.677324656350867826e+02, 2.675633244900790260e+02, 2.681328048692793118e+02, 2.683414038102495738e+02, 2.660071514951788458e+02, 2.698889912531993218e+02, 2.694675951120533455e+02, 2.669735103730670289e+02, 2.672305029206001450e+02, 2.683897505956628038e+02
2.029000000000000000e+03, 2.690748982849519280e+02, 2.671541656681022801e+02, 2.673392483085803519e+02, 2.694244139949630039e+02, 2.695019438927903366e+02, 2.680259097666311732e+02, 2.678328285948811640e+02, 2.677819333481249942e+02, 2.682336230607097605e+02, 2.681893071348312105e+02, 2.665741401724278035e+02, 2.705438607101789330e+02, 2.686757638285359917e+02, 2.666079155641498346e+02, 2.673536392898749909e+02, 2.685929205555792123e+02
2.030000000000000000e+03, 2.688481837425702565e+02, 2.683849072243639853e+02, 2.676554073340084301e+02, 2.698885441499047602e+02, 2.683316689189297222e+02, 2.684354064628950596e+02, 2.681607559707624091e+02, 2.673888898959853009e+02, 2.684901834600270263e+02, 2.682224543870237881e+02, 2.664831233631216492e+02, 2.706940911516730921e+02, 2.681536516382422519e+02, 2.662926982774735052e+02, 2.674761837046140727e+02, 2.685990207353977439e+02
2.031000000000000000e+03, 2.691060672734523678e+02, 2.683636620507477346e+02, 2.670281471578527999e+02, 2.693260619992137777e+02, 2.683496011562559147e+02, 2.685423147237989951e+02, 2.682891662254638163e+02, 2.676029711119308558e+02, 2.679566694531391136e+02, 2.683215521072040133e+02, 2.667363959169538248e+02, 2.701719451172806998e+02, 2.693636709888436371e+02, 2.668303475979906239e+02, 2.673685889479875186e+02, 2.685993297900874381e+02
2.032000000000000000e+03, 2.694312160612782350e+02, 2.689462712104657953e+02, 2.675392275720525959e+02, 2.697774024267802702e+02, 2.691441370385725236e+02, 2.681289635295075300e+02, 2.677966282207573840e+02, 2.671849171229033573e+02, 2.681368055605296945e+02, 2.676646725894154315e+02, 2.663613544556108650e+02, 2.698560741973677750e+02, 2.686967269456820873e+02, 2.670884710905214092e+02, 2.673437477864549692e+02, 2.685997732268893969e+02
2.033000000000000000e+03, 2.694317960246219741e+02, 2.688248972005551423e+02, 2.668435582378104982e+02, 2.700771618185339094e+02, 2.688386003152207877e+02, 2.692384081142144510e+02, 2.678906506874043885e+02, 2.677128189352775962e+02, 2.680411388466224594e+02, 2.684507934407840821e+02, 2.655377513309747997e+02, 2.705248312007088884e+02, 2.688666719457909835e+02, 2.672606948673311535e+02, 2.669874429695873346e+02, 2.690752470108054695e+02
2.034000000000000000e+03, 2.695455208056115453e+02, 2.692384128628497706e+02, 2.668783233747929557e+02, 2.694794116155183019e+02, 2.694880175649157081e+02, 2.687608968183761249e+02, 2.679172616173949564e+02, 2.682402693828939277e+02, 2.683210292197961735e+02, 2.690201868298846648e+02, 2.664172372602640735e+02, 2.703060027180330849e+02, 2.691464149768711991e+02, 2.673425126736390212e+02, 2.669163670736454606e+02, 2.695362826701181689e+02
2.035000000000000000e+03, 2.693498118030640853e+02, 2.692940782008885776e+02, 2.670460378155544845e+02, 2.696484839314825876e+02, 2.691802157120706624e+02, 2.687200181730378858e+02, 2.677339092250339831e+02, 2.673751280569533719e+02, 2.679669833058048312e+02, 2.686851303893163845e+02, 2.666893984192844869e+02, 2.696772480598777975e+02, 2.687375390209866737e+02, 2.674622244380069560e+02, 2.675703729112315727e+02, 2.690606582457817240e+02
2.036000000000000000e+03, 2.695927463215689954e+02, 2.692988282443971002e+02, 2.669807068800884622e+02, 2.708095824311081401e+02, 2.697869866651056441e+02, 2.694858493178632557e+02, 2.680409292098116225e+02, 2.680254439230281491e+02, 2.681259927591637506e+02, 2.680199154078521815e+02, 2.673327271691653095e+02, 2.698701956475557040e+02, 2.680928123732698509e+02, 2.675961074499193728e+02, 2.678043291849888874e+02, 2.686725174174317772e+02
2.037000000000000000e+03, 2.696430800482618793e+02, 2.691373450051822829e+02, 2.674019699673165746e+02, 2.709930937225082630e+02, 2.701056968530991185e+02, 2.693035255072660448e+02, 2.682914438192606212e+02, 2.680688615273598430e+02, 2.682002509955902383e+02, 2.689552668127261654e+02, 2.669766496448439739e+02, 2.702795076309349724e+02, 2.681965958428378372e+02, 2.670576531872719102e+02, 2.671379608643909478e+02, 2.694588320271411135e+02
2.038000000000000000e+03, 2.693257257942750584e+02, 2.701749687925437229e+02, 2.675040165834297454e+02, 2.709670894495878883e+02, 2.696601771648793715e+02, 2.689377545494306219e+02, 2.684293087974704690e+02, 2.672668788700191840e+02, 2.679974270375145693e+02, 2.683305861558568495e+02, 2.674171495832270580e+02, 2.701101499740084364e+02, 2.679576449720879054e+02, 2.676578336705341030e+02, 2.671293328777883858e+02, 2.691811863637169040e+02
2.039000000000000000e+03, 2.702636553894084273e+02, 2.696306139799590369e+02, 2.679065345612191891e+02, 2.708355685673956259e+02, 2.697117430734685968e+02, 2.681442047589322897e+02, 2.676292130501274755e+02, 2.678634321950906383e+02, 2.685855135575835106e+02, 2.684424427006144356e+02, 2.670400986811026769e+02, 2.703422917925269644e+02, 2.683162558030679179e+02, 2.671252103505162268e+02, 2.670657358040631379e+02, 2.691911894269236427e+02
2.040000000000000000e+03, 2.697750117148363529e+02, 2.694915452060792518e+02, 2.672637253235035359e+02, 2.708758728648560918e+02, 2.693087300628763501e+02, 2.687765156615862452e+02, 2.680598401063581377e+02, 2.675005866567874477e+02, 2.681672019014562807e+02, 2.683528881556204624e+02, 2.671406581091608246e+02, 2.709813696043193545e+02, 2.684807546248079007e+02, 2.671493020232539948e+02, 2.659817749439739600e+02, 2.682133023162409700e+02
2.041000000000000000e+03, 2.695527247098992802e+02, 2.695192188189316767e+02, 2.666882588965501100e+02, 2.709160980127172706e+02, 2.694180470893340384e+02, 2.691507372884685196e+02, 2.688562533864651414e+02, 2.681746590941741601e+02, 2.684629803241306263e+02, 2.682333898744315661e+02, 2.676696700983270603e+02, 2.701271515768654581e+02, 2.683267091597127205e+02, 2.675218728298963242e+02, 2.674182275055203490e+02, 2.694236572152367444e+02
2.042000000000000000e+03, 2.697807903195558765e+02, 2.691013579470328523e+02, 2.666765348643816083e+02, 2.705691969476843042e+02, 2.694919677865195240e+02, 2.684034588256640177e+02, 2.690821639361982420e+02, 2.684802344304613939e+02, 2.679956885161643072e+02, 2.678943023578643761e+02, 2.680019619959911665e+02, 2.708691719477184279e+02, 2.685085345400406709e+02, 2.679969718567745076e+02, 2.674149908042977586e+02, 2.692564605647489770e+02
2.043000000000000000e+03, 2.696635870435978859e+02, 2.685024877631516347e+02, 2.676820624516224711e+02, 2.707701738855757867e+02, 2.698379741337038240e+02, 2.684489709552274235e+02, 2.681051797355894450e+02, 2.677521235254324665e+02, 2.685845669922817933e+02, 2.689088867078340286e+02, 2.679845480419970158e+02, 2.709505184684532537e+02, 2.690744693056070105e+02, 2.685390766244991028e+02, 2.666972083550024308e+02, 2.699824150707975718e+02
2.044000000000000000e+03, 2.697646449307899843e+02, 2.695281440082137578e+02, 2.673374775609647713e+02, 2.705469301441486891e+02, 2.698766132985135187e+02, 2.687374820121480639e+02, 2.682240163298259290e+02, 2.678641959134759531e+02, 2.685054273940059488e+02, 2.684313404150244651e+02, 2.682444498850800869e+02, 2.712253310352527365e+02, 2.691713314150674705e+02, 2.680413330980853175e+02, 2.669755648489642681e+02, 2.693062046287816997e+02
2.045000000000000000e+03, 2.692707901136582791e+02, 2.687878180889937312e+02, 2.672652535976600916e+02, 2.704018160715062322e+02, 2.699873311979310984e+02, 2.688595033441390569e+02, 2.696637094929921545e+02, 2.678990796595336406e+02, 2.679678751352307131e+02, 2.681155730288893437e+02, 2.672094328391196996e+02, 2.703642424476987571e+02, 2.690312218023914852e+02, 2.674210106540968468e+02, 2.673396257835291294e+02, 2.693928866250041096e+02
2.046000000000000000e+03, 2.694522407338145058e+02, 2.696322705200361725e+02, 2.676731608458425171e+02, 2.710658696187430223e+02, 2.702662250356494269e+02, 2.690585979244832515e+02, 2.686890829376314400e+02, 2.679746311013021227e+02, 2.683743164609819587e+02, 2.679292063847972258e+02, 2.668914370202534769e+02, 2.705730733046689238e+02, 2.688581382555955201e+02, 2.686368448554865722e+02, 2.670291381079351254e+02, 2.692419559913473677e+02
2.047000000000000000e+03, 2.691508753330566606e+02, 2.685570755695740672e+02, 2.670339395632691435e+02, 2.701440254381373620e+02, 2.710046724416964707e+02, 2.689944237112615042e+02, 2.682385852032181788e+02, 2.689603059234793818e+02, 2.683110776036223797e+02, 2.681195423135405917e+02, 2.676732945957317042e+02, 2.706104249031930067e+02, 2.685886023051046436e+02, 2.679832515753894882e+02, 2.675056424174129006e+02, 2.703117083325502676e+02
2.048000000000000000e+03, 2.695545108086557775e+02, 2.705445789717783214e+02, 2.670465155069393290e+02, 2.705490930986108538e+02, 2.706038544573469267e+02, 2.692820296437940897e+02, 2.683848787467854322e+02, 2.688486947403476393e+02, 2.677742874601368612e+02, 2.684490098739029804e+02, 2.677369854515039833e+02, 2.706901480600057539e+02, 2.700366207578665581e+02, 2.682170452351995209e+02, 2.663320652629532219e+02, 2.699589337412246550e+02
2.049000000000000000e+03, 2.694861093915799870e+02, 2.692103953194972519e+02, 2.678051524574586324e+02, 2.710177189365412005e+02, 2.711619212510161674e+02, 2.693712475839752187e+02, 2.688478133291088739e+02, 2.692100758815967083e+02, 2.685211377782204067e+02, 2.680748745256610164e+02, 2.674251698817306533e+02, 2.707881688946991403e+02, 2.681365634694910227e+02, 2.676544788236590762e+02, 2.680204487032199836e+02, 2.705413250387700259e+02
2.050000000000000000e+03, 2.696745971904284147e+02, 2.698178686861802476e+02, 2.674061314001344840e+02, 2.710865259727767693e+02, 2.703833248965858616e+02, 2.695552583815467642e+02, 2.683884987894317078e+02, 2.691239835714006858e+02, 2.682322363431395615e+02, 2.688172232825488095e+02, 2.672221167879203563e+02, 2.704471058029777168e+02, 2.682733075759890085e+02, 2.683162079348476823e+02, 2.674347431027527477e+02, 2.704684618869890755e+02
2.051000000000000000e+03, 2.701571505726574856e+02, 2.693123883766451172e+02, 2.675244638850587080e+02, 2.708540302106887339e+02, 2.707563905987530006e+02, 2.688570574226258145e+02, 2.687339942244939834e+02, 2.687163298316631312e+02, 2.675960764197213848e+02, 2.689641648729247549e+02, 2.679925799143863401e+02, 2.703849951995790661e+02, 2.685438823758729541e+02, 2.683662662074682430e+02, 2.669031660266159633e+02, 2.706069041992125790e+02
2.052000000000000000e+03, 2.705007191631630121e+02, 2.698654830418839197e+02, 2.680780024476273979e+02, 2.708006814747245130e+02, 2.706191142488005994e+02, 2.681900754945512517e+02, 2.688194954120527882e+02, 2.681587811641245480e+02, 2.681346372613658104e+02, 2.684422140876131380e+02, 2.674818312884676175e+02, 2.702262189216568800e+02, 2.694486602593275393e+02, 2.689423625907771793e+02, 2.660616204902728441e+02, 2.690299739625172037e+02
2.053000000000000000e+03, 2.700257734333673056e+02, 2.689620293963984068e+02, 2.668944428880385544e+02, 2.713156618773053879e+02, 2.708648416989962584e+02, 2.684898678914006496e+02, 2.684885273003502562e+02, 2.679469687642609301e+02, 2.678105344888148238e+02, 2.677336219115257450e+02, 2.673661507485628590e+02, 2.709974717428307827e+02, 2.690707344610900691e+02, 2.687657086749289306e+02, 2.678466607550483332e+02, 2.697546119405074023e+02
2.054000000000000000e+03, 2.695262505500583075e+02, 2.689780736747277388e+02, 2.670480876039100053e+02, 2.713520489320915772e+02, 2.706587384872479447e+02, 2.691439696843872866e+02, 2.683603230418108296e+02, 2.686051322949073210e+02, 2.676263971812588238e+02, 2.676600834906361115e+02, 2.666953431917052626e+02, 2.706349451608650725e+02, 2.689705078675008849e+02, 2.678829784492145336e+02, 2.673235571115679363e+02, 2.701758121989400365e+02
2.055000000000000000e+03, 2.700330693229179246e+02, 2.696607844071966724e+02, 2.681223336412970184e+02, 2.715627776877034876e+02, 2.711315440209801864e+02, 2.702093148021135676e+02, 2.684076342937595427e+02, 2.688184580996828004e+02, 2.682569116279565833e+02, 2.683534906742198700e+02, 2.667531503786683516e+02, 2.716168635298315053e+02, 2.687516670246412218e+02, 2.683199303025854192e+02, 2.676964334207323759e+02, 2.700119066092158846e+02
2.056000000000000000e+03, 2.702186066770212278e+02, 2.689156715856689175e+02, 2.675242395881926996e+02, 2.717543027218246721e+02, 2.704064269779220808e+02, 2.692138375198368294e+02, 2.676993932059543795e+02, 2.691128089738353992e+02, 2.688687253401394059e+02, 2.685428687073339802e+02, 2.671438423652223833e+02, 2.714165373438329993e+02, 2.687785417521160980e+02, 2.686483683084194922e+02, 2.684382266673305253e+02, 2.701689292976851675e+02
2.057000000000000000e+03, 2.704104261444313124e+02, 2.695764669890990604e+02, 2.680453080312609018e+02, 2.724277260991283924e+02, 2.704694972777147086e+02, 2.690227479289634402e+02, 2.684875096219008128e+02, 2.681928236050090391e+02, 2.679491184108227344e+02, 2.681071120614348615e+02, 2.669580076919650082e+02, 2.710143848018315680e+02, 2.678217862863177174e+02, 2.687843485804207262e+02, 2.682950159117065709e+02, 2.702513815807392916e+02
2.058000000000000000e+03, 2.707317465870940509e+02, 2.696034167339902297e+02, 2.682118055531838081e+02, 2.709219224619830015e+02, 2.714526526819460059e+02, 2.694253861225249693e+02, 2.684924345762875078e+02, 2.679475198052668929e+02, 2.684033596251069866e+02, 2.677770795647501245e+02, 2.678300748431583997e+02, 2.708983879492762412e+02, 2.684736899699369133e+02, 2.686770805491685223e+02, 2.679572646889875500e+02, 2.700776520428610183e+02
2.059000000000000000e+03, 2.709826976158894354e+02, 2.697753159552999023e+02, 2.681100478585653377e+02, 2.716194210398692235e+02, 2.714632895040377889e+02, 2.698748776359150270e+02, 2.677453427564901745e+02, 2.693547776833373746e+02, 2.678689598229308331e+02, 2.685308431212972664e+02, 2.672048027901138312e+02, 2.706506078204652681e+02, 2.684601021584606997e+02, 2.695384958535538544e+02, 2.674781821192449911e+02, 2.696450439016061296e+02
2.060000000000000000e+03, 2.692301329089449382e+02, 2.698881182670328940e+02, 2.676770682327893383e+02, 2.722456818189993442e+02, 2.713057504347973463e+02, 2.687146759451023286e+02, 2.684205290694980022e+02, 2.694053732619203743e+02, 2.683191990785421126e+02, 2.682119896981369038e+02, 2.673347396050858720e+02, 2.711822517724921795e+02, 2.688569892773206789e+02, 2.694009188308168632e+02, 2.674910065405388764e+02, 2.695583634385317851e+02
2.061000000000000000e+03, 2.699720984760334090e+02, 2.691233079400681163e+02, 2.680793997396094142e+02, 2.712676773954973442e+02, 2.713816569527928664e+02, 2.687329411072676066e+02, 2.681887214554828915e+02, 2.688981525533803847e+02, 2.683175415811943481e+02, 2.692777354290712992e+02, 2.676182201170835810e+02, 2.711508008248507622e+02, 2.694380940467116261e+02, 2.693451648486498016e+02, 2.672738360976610466e+02, 2.697748554617927539e+02
2.062000000000000000e+03, 2.702790564218510099e+02, 2.695886786763018677e+02, 2.681371301131223390e+02, 2.713262527819862271e+02, 2.716722826849057810e+02, 2.690189132260640577e+02, 2.684677511974541630e+02, 2.692052613020905483e+02, 2.682083449670410005e+02, 2.692955216945468919e+02, 2.668927039462388962e+02, 2.703419129652442052e+02, 2.689254036346901557e+02, 2.680061847018027947e+02, 2.676874076566724057e+02, 2.695006148919948714e+02
2.063000000000000000e+03, 2.700513018491409412e+02, 2.698450182441042671e+02, 2.672438482211943551e+02, 2.721284709336565584e+02, 2.705305500304788779e+02, 2.693796917296532456e+02, 2.680572588098307847e+02, 2.695592042661430128e+02, 2.686393637780084305e+02, 2.690156369731010386e+02, 2.679152424035880813e+02, 2.709247889465669346e+02, 2.688154815175199133e+02, 2.686346609747620846e+02, 2.678113630366541429e+02, 2.706562823121912515e+02
2.064000000000000000e+03, 2.697503401332257340e+02, 2.699203960748976101e+02, 2.681315653696879622e+02, 2.717658510061816628e+02, 2.710995039239896869e+02, 2.683188502250937972e+02, 2.680038345216241851e+02, 2.687457822161790091e+02, 2.683235462430975531e+02, 2.691796501349236905e+02, 2.674199110427738901e+02, 2.711598503173034942e+02, 2.686591387035059029e+02, 2.686530494945626515e+02, 2.676920538525001803e+02, 2.706943738065588150e+02
2.065000000000000000e+03, 2.694547749399608279e+02, 2.696200710061079917e+02, 2.687672422158809127e+02, 2.715458018041550758e+02, 2.710066079447367997e+02, 2.696810801644683124e+02, 2.679795397763235201e+02, 2.698806558002031579e+02, 2.680847152095147976e+02, 2.688481852548702591e+02, 2.675141083732865468e+02, 2.711128791889825607e+02, 2.687336958580311261e+02, 2.681151080288645971e+02, 2.684416436060704427e+02, 2.697154375408838405e+02
2.066000000000000000e+03, 2.693997844339886569e+02, 2.693413281009341063e+02, 2.681176535967144900e+02, 2.710946740548664025e+02, 2.713326555893281125e+02, 2.693893886258289854e+02, 2.680891173247882762e+02, 2.679591043364899292e+02, 2.683858754110199243e+02, 2.689623039893748455e+02, 2.669994291805821831e+02, 2.705963347515679516e+02, 2.689867200366285260e+02, 2.681369364690101520e+02, 2.683043304337859354e+02, 2.704817857112399224e+02
2.067000000000000000e+03, 2.698097267093041296e+02, 2.695078221777557701e+02, 2.680975859308809959e+02, 2.709798351230675735e+02, 2.711562546967023195e+02, 2.685284349828886548e+02, 2.679331369682200261e+02, 2.689243150386066077e+02, 2.685889650751767022e+02, 2.691528895568833946e+02, 2.678550633690311429e+02, 2.707841211362816694e+02, 2.685012991745472846e+02, 2.687544129209369430e+02, 2.683412357304833904e+02, 2.702802598548035462e+02
2.068000000000000000e+03, 2.702928787203507568e+02, 2.698238032087241436e+02, 2.679578252819209752e+02, 2.710648956505741580e+02, 2.711830025608603023e+02, 2.689076660777547545e+02, 2.679891269721695153e+02, 2.695268885717214289e+02, 2.685885057870176524e+02, 2.683041405889070461e+02, 2.684044538763821492e+02, 2.716235804777520002e+02, 2.698271484665833668e+02, 2.690124812936518310e+02, 2.688018880945153342e+02, 2.700516767285530477e+02
2.069000000000000000e+03, 2.707484942008837834e+02, 2.699783744146419053e+02, 2.677274255355089849e+02, 2.715853754860203253e+02, 2.713753515790779716e+02, 2.687327219563202902e+02, 2.683438738297415966e+02, 2.681880009157194991e+02, 2.679624851684851023e+02, 2.676791570941940677e+02, 2.682054205904611308e+02, 2.709082184026939331e+02, 2.699667184405224702e+02, 2.686842513547017575e+02, 2.686610377463406394e+02, 2.701519873210705214e+02
2.070000000000000000e+03, 2.705230257101556504e+02, 2.704773027443697515e+02, 2.684639003613411319e+02, 2.715570468016036330e+02, 2.706230925398459135e+02, 2.687244619813178019e+02, 2.685600321808699391e+02, 2.684084616285503557e+02, 2.679855122558665812e+02, 2.687148527667663416e+02, 2.678133151559763405e+02, 2.708127140963455872e+02, 2.703299772680491060e+02, 2.683306903975981186e+02, 2.679354529262247411e+02, 2.701830188289689545e+02
2.071000000000000000e+03, 2.706774863707290706e+02, 2.692841237179080736e+02, 2.681408431881512797e+02, 2.712316727327423109e+02, 2.708707155862811078e+02, 2.691866001606520058e+02, 2.688129953359469368e+02, 2.683801906432541386e+02, 2.680285496032885248e+02, 2.679611948877885084e+02, 2.676667189060483452e+02, 2.703680373465651883e+02, 2.690769476160890008e+02, 2.691593572929935476e+02, 2.685191573703292534e+02, 2.696028102613438477e+02
2.072000000000000000e+03, 2.702533807317008723e+02, 2.701055740518567632e+02, 2.682867082275553798e+02, 2.714495537468032467e+02, 2.704786047716817734e+02, 2.688363390972527895e+02, 2.681718300109928919e+02, 2.680316984685990178e+02, 2.685611429458520547e+02, 2.682816528055695358e+02, 2.673021385125294955e+02, 2.704486971772133757e+02, 2.686559907852655442e+02, 2.688475983540285483e+02, 2.672982111129733767e+02, 2.699834597686853499e+02
2.073000000000000000e+03, 2.701011769481946772e+02, 2.696028939749992333e+02, 2.680950148080529516e+02, 2.717601252809838002e+02, 2.711564154185931557e+02, 2.689612548901923788e+02, 2.682864160179761939e+02, 2.688173834838135008e+02, 2.686657425459720798e+02, 2.686826409799384692e+02, 2.678576759877493600e+02, 2.712664709897313173e+02, 2.691282715555560117e+02, 2.684317627609772217e+02, 2.679418879872861794e+02, 2.705078917236842244e+02
2.074000000000000000e+03, 2.705918251099325289e+02, 2.696006988165391931e+02, 2.683527938367449224e+02, 2.719491371256107186e+02, 2.704117806381814830e+02, 2.697684615684484015e+02, 2.681948018198066848e+02, 2.689939906006674164e+02, 2.686502480608502310e+02, 2.684345660429999043e+02, 2.662505566975572151e+02, 2.710698384531130500e+02, 2.699205056353619625e+02, 2.691046380130731563e+02, 2.676412788744495401e+02, 2.703325916628741084e+02
2.075000000000000000e+03, 2.704643753316323682e+02, 2.695413252006702578e+02, 2.678232464165835722e+02, 2.711761970419779004e+02, 2.709073362281491200e+02, 2.690606047629410114e+02, 2.668476141298844482e+02, 2.691799227116110842e+02, 2.682848836030913731e+02, 2.684978631371249662e+02, 2.670910154648381081e+02, 2.714828029746659581e+02, 2.696402199136597915e+02, 2.697013673871361448e+02, 2.679011577407648019e+02, 2.702075012158746858e+02
2.076000000000000000e+03, 2.702034445403406266e+02, 2.687219246015440604e+02, 2.681867622071145547e+02, 2.714703146880293048e+02, 2.708769122072542928e+02, 2.691774061777610427e+02, 2.681077204555149365e+02, 2.689312153698145380e+02, 2.680275435000719426e+02, 2.683637243015817830e+02, 2.670834457362465173e+02, 2.710464989828826674e+02, 2.699614284608210255e+02, 2.689888096023815365e+02, 2.684729538516137382e+02, 2.704553548950110553e+02
