year, GFDL-ESM4, ACCESS-ESM1-5, CNRM-ESM2-1, CESM2-WACCM, MIROC-ES2L, UKESM1-0-LL, EC-Earth3-Veg, TaiESM1, CMCC-CM2-SR5, NorESM2-LM, IPSL-CM6A-LR, CanESM5, MPI-ESM1-2-LR, NorESM2-MM
2.085000000000000000e+03, 6.906467798963910276e+00, 3.529004554328485810e+00, 6.564652453772673368e+00, 5.317919344245718882e+00, 7.012269820965787659e+00, 7.282884332480350054e+00, 3.651693227404425812e+00, 2.336100592762697215e+00, 6.199611325922528948e+00, 4.467034536443660997e+00, 4.100508951213968523e+00, 5.190847439740031710e+00, 6.256858515431803269e+00, 4.982665959803299849e+00
2.086000000000000000e+03, 7.175512527656542794e+00, 3.593066838065593238e+00, 6.687668299684385254e+00, 5.652997769025911445e+00, 7.053309945724635988e+00, 7.114831086380189795e+00, 4.311397811941242608e+00, 2.378633078575838500e+00, 6.256483935193701384e+00, 4.228840363682204284e+00, 4.158405837650778203e+00, 5.089230019149641571e+00, 6.586349039770768243e+00, 4.729277770327984243e+00
2.087000000000000000e+03, 7.078965311722068776e+00, 3.505099849670743062e+00, 6.731377050164632614e+00, 5.310027331106727644e+00, 7.084476938408814206e+00, 7.252757007828378732e+00, 3.598497548210043195e+00, 2.284374468494076993e+00, 6.315520129892234991e+00, 4.303906101454302302e+00, 4.099047573554688739e+00, 5.001540392211588859e+00, 6.347215796198549143e+00, 4.503994396040118531e+00
2.088000000000000000e+03, 6.942717128273568683e+00, 3.520863902799333811e+00, 6.460767555807396256e+00, 5.599769249023275997e+00, 7.237138167313631243e+00, 7.455852912890323481e+00, 4.090056132403932843e+00, 2.232564126720207653e+00, 6.352371003008283168e+00, 4.263987772501067752e+00, 4.109185832691753859e+00, 5.025168491613598576e+00, 6.410837750333029383e+00, 4.710215333329220044e+00
2.089000000000000000e+03, 7.073036832351277781e+00, 3.511531396704850927e+00, 6.931314632823399435e+00, 5.648084520815005227e+00, 7.137884201636087944e+00, 7.167648416440282055e+00, 3.611681974711327126e+00, 2.274754805058345486e+00, 6.406346310336302530e+00, 4.577313754298322657e+00, 4.153243731471505384e+00, 5.029889346592923083e+00, 6.323747454368969123e+00, 4.473293438957059998e+00
2.090000000000000000e+03, 6.956865191421814920e+00, 3.494686135749024203e+00, 6.959532502655544128e+00, 5.376570701788934592e+00, 6.992318574754826876e+00, 7.076194492276279391e+00, 4.087991464522231944e+00, 2.210216361035544086e+00, 6.212943141539791547e+00, 4.311047241333565871e+00, 4.183259803679786337e+00, 5.147861641682272449e+00, 6.390878631571712987e+00, 4.566979921658091968e+00
2.091000000000000000e+03, 7.055063951557311697e+00, 3.558366960021844161e+00, 6.958144645904635439e+00, 5.367128944909915766e+00, 7.203988662500519169e+00, 6.947830740920318604e+00, 3.286820709921991046e+00, 2.243344687573661123e+00, 6.204044424249948619e+00, 4.588110517587773884e+00, 4.128197555294722321e+00, 5.264692070322646522e+00, 6.627361833243846867e+00, 4.589518700873450818e+00
2.092000000000000000e+03, 6.900567545516755885e+00, 3.600367591270875689e+00, 6.766368998853032224e+00, 5.498378515556708201e+00, 7.206320362568108706e+00, 7.010462280260535195e+00, 3.839394296317943045e+00, 2.291652926280018931e+00, 6.392647062337198705e+00, 4.538850859995490872e+00, 4.077541970966273688e+00, 5.156572709485082839e+00, 6.352337459690092558e+00, 4.568112739835179958e+00
2.093000000000000000e+03, 7.021459218306557837e+00, 3.500095402989497284e+00, 6.783448761876893052e+00, 5.401730369520921116e+00, 6.992861489159655441e+00, 6.986048890630097929e+00, 3.459118608616081669e+00, 2.229088350131456231e+00, 6.250754735381451432e+00, 4.177935875963694201e+00, 4.172665899585661364e+00, 5.104191610775356658e+00, 6.693951747644660166e+00, 4.753612587403164724e+00
2.094000000000000000e+03, 7.140410010809784325e+00, 3.542932496686057586e+00, 6.692103056631717450e+00, 5.624225828112308534e+00, 7.099542194728154954e+00, 7.176711996862350063e+00, 3.600073621757710729e+00, 2.257248937238931052e+00, 6.482062420082988830e+00, 4.668719907010934200e+00, 4.099523074095205111e+00, 5.149510845196457964e+00, 6.707734921188381882e+00, 4.969440375065289572e+00
2.095000000000000000e+03, 6.795829097395005292e+00, 3.522381060982556100e+00, 6.486858936765395711e+00, 5.547548217902841472e+00, 7.055578976045504547e+00, 7.335131520455647980e+00, 4.016562297351025101e+00, 2.280829781607840889e+00, 6.257779565477367356e+00, 4.418817910947878680e+00, 4.074325386929164239e+00, 4.906249191049272262e+00, 6.667563795552901240e+00, 4.742196410319964528e+00
2.096000000000000000e+03, 6.657489587666468367e+00, 3.567519961293935893e+00, 6.778587317053737848e+00, 5.632876108955279904e+00, 7.129711247337193747e+00, 7.255121105398085746e+00, 4.269362678875726402e+00, 2.233894449439786989e+00, 6.407765008647714033e+00, 4.432439494178459505e+00, 4.037233475995593679e+00, 5.111402858085045686e+00, 6.162644623254274201e+00, 4.838087524151069907e+00
2.097000000000000000e+03, 7.091635976444095490e+00, 3.522232458942495370e+00, 6.572227816523304789e+00, 5.639357905188981945e+00, 7.189231097205110999e+00, 7.253051371434554362e+00, 3.743533001401204707e+00, 2.238042317731100628e+00, 6.235182271252782904e+00, 4.577685713712246418e+00, 4.089052890771541549e+00, 5.033502762749789916e+00, 6.331137797858469973e+00, 4.747176252087825787e+00
2.098000000000000000e+03, 6.827220776821830484e+00, 3.518866464869339072e+00, 6.783696058877402457e+00, 5.605814848228742875e+00, 7.161365002348506259e+00, 7.153179421719728204e+00, 3.267313972168509828e+00, 2.336065138774448879e+00, 6.439172898992562288e+00, 4.375806499893643675e+00, 4.150788921054730629e+00, 5.096104142185176933e+00, 6.420815535930443296e+00, 4.866245612982706525e+00
2.099000000000000000e+03, 6.912537655786302082e+00, 3.545327272812506259e+00, 6.524451372611551392e+00, 5.523545975980040268e+00, 7.073628403969191680e+00, 7.148359246442432813e+00, 3.408110802600338829e+00, 2.304070324779123435e+00, 6.579093957444186458e+00, 4.534395491222263708e+00, 4.140706221006110965e+00, 5.137191490080217804e+00, 6.503839952432602267e+00, 4.861958631103709294e+00
2.100000000000000000e+03, 6.668119085018699543e+00, 3.593159568998291142e+00, 6.886177213029189836e+00, 5.865546835059779696e+00, 6.920403398203270662e+00, 7.273973839509571881e+00, 4.390889777802228444e+00, 2.259002490827889620e+00, 6.419978281352211269e+00, 4.498633665839021134e+00, 4.065795381717954626e+00, 5.155668175763211458e+00, 6.637108450159755257e+00, 4.759548288121535187e+00
