year, NorESM2-LM, CESM2-WACCM, CMCC-CM2-SR5, CNRM-ESM2-1, INM-CM5-0, MPI-ESM1-2-LR, NorESM2-MM, MIROC-ES2L, UKESM1-0-LL, IPSL-CM6A-LR, INM-CM4-8, ACCESS-ESM1-5, CanESM5, TaiESM1, EC-Earth3-Veg, GFDL-ESM4
2.037000000000000000e+03, 4.751683490680329136e+00, 5.381820591574274282e+00, 5.837801483614349252e+00, 7.137601301091726747e+00, 4.920644414897576091e+00, 6.567955140295689276e+00, 4.642676746718906955e+00, 7.070025236347650122e+00, 6.856184985325179504e+00, 4.262211774858966962e+00, 4.630484232273251344e+00, 3.581763459789214288e+00, 4.931376792421771960e+00, 2.241408316192624817e+00, 4.088775290569333087e+00, 7.599705435548930410e+00
2.038000000000000000e+03, 4.232410122991326240e+00, 5.417274624611321698e+00, 5.675399449215429826e+00, 7.182692753536036534e+00, 4.883611046511874498e+00, 6.528456001411885978e+00, 4.735356349489402206e+00, 7.380272299673010572e+00, 7.157646738745429005e+00, 4.224859355981864795e+00, 4.688286233608248921e+00, 3.448059581669887130e+00, 5.180293569157486289e+00, 2.258193186530571328e+00, 4.422207288246624124e+00, 7.416931952684300278e+00
2.039000000000000000e+03, 4.353039370522597373e+00, 5.410775031405349544e+00, 5.797032667213045443e+00, 7.033249878551276701e+00, 5.044989347184794859e+00, 6.606854953135488984e+00, 4.846707748814230499e+00, 7.158237958598458128e+00, 7.194725270302990694e+00, 4.320352706208409721e+00, 5.093052946652888657e+00, 3.558319139063241376e+00, 4.909076180244970722e+00, 2.388365056465952652e+00, 3.907900513335422321e+00, 7.769712702549479211e+00
2.040000000000000000e+03, 4.363557748847087581e+00, 5.574031633837804200e+00, 5.572442759080346697e+00, 7.272957979094853975e+00, 4.955150443331153731e+00, 6.691594780997554892e+00, 4.732497724436302455e+00, 7.523462575269611818e+00, 6.774217014124374714e+00, 4.157972294389495005e+00, 4.677747214886055716e+00, 3.668003213185600853e+00, 4.839188024963765322e+00, 2.474743626273454122e+00, 3.667042730015374286e+00, 7.940813710795612934e+00
2.041000000000000000e+03, 4.414956052437961631e+00, 5.897665171343991375e+00, 5.666613367592117534e+00, 7.173565308789767059e+00, 4.915047597363725984e+00, 6.825559559309695601e+00, 5.011273124028488901e+00, 6.944612347391213802e+00, 7.035807618339569913e+00, 4.094837835979065588e+00, 4.654360067679187196e+00, 3.788833696312386756e+00, 5.207801963571107251e+00, 2.334514792268717720e+00, 4.244968986966453528e+00, 7.597334213571935280e+00
2.042000000000000000e+03, 4.063202978540761734e+00, 5.439352369680340971e+00, 5.998101955262101548e+00, 7.354244335711075387e+00, 4.667386669428254642e+00, 7.032587427697188254e+00, 5.369723782264951062e+00, 7.757602159704029887e+00, 7.316864589743254932e+00, 4.392157229538732111e+00, 4.783252240712368319e+00, 3.669954567512416777e+00, 4.779805048665610734e+00, 2.348982171722488133e+00, 4.133617751602058910e+00, 7.183603387278707508e+00
2.043000000000000000e+03, 3.975141961793446477e+00, 5.018659066440578798e+00, 6.123100621750619865e+00, 7.732816956357192240e+00, 4.960795662110543347e+00, 6.532226340934086828e+00, 5.037942033256662455e+00, 7.518712631238942734e+00, 7.604091762419384004e+00, 4.198964573365121744e+00, 4.805761019043418791e+00, 3.680429858268757126e+00, 5.211591400979547650e+00, 2.347381656965322527e+00, 4.179694386961718244e+00, 7.651011318130387373e+00
2.044000000000000000e+03, 4.330524051128953111e+00, 5.642693396553052132e+00, 5.918582590465088167e+00, 7.192075902487157002e+00, 4.822723751357989919e+00, 6.804342979109789802e+00, 5.343378320900496803e+00, 7.367436784631791191e+00, 7.391927873901611434e+00, 4.213847925810394912e+00, 4.777978260312660375e+00, 3.665140349690902077e+00, 5.252017653331485292e+00, 2.310178351080041104e+00, 4.421666315832084138e+00, 7.654385849153852561e+00
2.045000000000000000e+03, 4.644959850717761185e+00, 5.324898094479289412e+00, 5.931508307949738601e+00, 7.435268023335091847e+00, 4.909078291746237888e+00, 7.312390576438382084e+00, 5.006513969354876359e+00, 7.628794200362651878e+00, 7.221527029396910713e+00, 4.388013170518412664e+00, 4.900653600199335713e+00, 3.460876976928715987e+00, 5.027052677140692261e+00, 2.348046143310342337e+00, 4.290949369654573076e+00, 7.538800921008872891e+00
2.046000000000000000e+03, 4.376819047864020540e+00, 5.760757481315799566e+00, 6.078468059387964750e+00, 7.408024470028259145e+00, 4.973807295449097055e+00, 6.716944213599031599e+00, 4.782567204066410227e+00, 7.525941948353302102e+00, 7.223536220269406449e+00, 4.255111582771575307e+00, 4.906117581011364415e+00, 3.495171815391273640e+00, 4.990843837851112852e+00, 2.477811795731212019e+00, 4.584486264573941483e+00, 7.729408759090595993e+00
2.047000000000000000e+03, 4.188474831149886057e+00, 5.319987598661575667e+00, 6.085805645770290262e+00, 7.496515001241211174e+00, 4.821885508759253369e+00, 6.833107403708623906e+00, 5.260456681104355603e+00, 7.591189290747109020e+00, 7.362668928708131943e+00, 4.386386360682357655e+00, 4.662080191559096143e+00, 3.522296442143433293e+00, 4.805782263625720141e+00, 2.449385038601379794e+00, 4.832243021016608964e+00, 7.661376423053268603e+00
2.048000000000000000e+03, 4.481242130851323502e+00, 6.043041242762322796e+00, 6.101347071550837775e+00, 7.861161082688636448e+00, 4.867753159036225519e+00, 6.828360505279792214e+00, 5.323829314812468461e+00, 7.336174636038899521e+00, 7.407961246619430007e+00, 4.376878873989989316e+00, 4.679401974773616857e+00, 3.639978795755004715e+00, 5.311625799904258649e+00, 2.404864856232195258e+00, 4.477291783636699662e+00, 7.412299388484350438e+00
2.049000000000000000e+03, 4.486891446505349990e+00, 5.288444599256175493e+00, 6.135941364589465152e+00, 7.227716594740393852e+00, 5.072482075990844663e+00, 7.086646424822609980e+00, 4.927906974761587122e+00, 7.392131203882313706e+00, 7.286733459171646388e+00, 4.601674279242367049e+00, 4.861224024484794626e+00, 3.694666583901248469e+00, 5.007570316836699398e+00, 2.406702746109929514e+00, 4.891044808295667679e+00, 7.769474053630800903e+00
2.050000000000000000e+03, 4.747075258471291193e+00, 5.697303388203633467e+00, 5.790164652692807223e+00, 7.150350902870536984e+00, 4.981515593432578548e+00, 6.777293954953017341e+00, 4.841600634823882032e+00, 7.596310341962255741e+00, 7.205063021145346802e+00, 4.525701385963214030e+00, 4.937033448012040360e+00, 3.649196135198724988e+00, 5.244429242673099623e+00, 2.466507132242569345e+00, 4.321484415091069842e+00, 7.680113655436311859e+00
2.051000000000000000e+03, 4.644764694123598936e+00, 5.873284504494304947e+00, 6.369526060941799628e+00, 7.249617793940418942e+00, 5.051049736495790476e+00, 6.923822034370544998e+00, 4.849919373740488204e+00, 7.385663839885518556e+00, 7.222714448230020956e+00, 4.408479723785105442e+00, 4.795407536360164258e+00, 3.643729837587704967e+00, 5.314852117380879371e+00, 2.406961167879891228e+00, 4.177856729977022177e+00, 7.326704933989618418e+00
2.052000000000000000e+03, 4.379431085639450494e+00, 6.089245180815490599e+00, 6.135146623045119263e+00, 7.332534542258983379e+00, 5.043273143335889053e+00, 6.675462261519931495e+00, 5.090159303019249570e+00, 7.396995790594401932e+00, 7.476688445444274578e+00, 4.353035143753796632e+00, 4.986722580224756562e+00, 3.784199064722728156e+00, 5.244373116051057160e+00, 2.515578638820524127e+00, 4.053522170493662813e+00, 7.716393576355048189e+00
2.053000000000000000e+03, 4.118455340153162503e+00, 5.352237516294626296e+00, 6.084283674169321365e+00, 7.380935237194807819e+00, 5.066610768565036338e+00, 7.151780232606271603e+00, 5.016964881028699530e+00, 7.785971800250916175e+00, 7.366535336238045240e+00, 4.486286454523079392e+00, 4.777770769871103163e+00, 3.778886236479929828e+00, 5.519705418380876694e+00, 2.427547873588987493e+00, 3.907454350648556840e+00, 7.521130666517294117e+00
2.054000000000000000e+03, 4.440209947172086835e+00, 5.696147031732371246e+00, 6.381005615741536907e+00, 7.361176171456166095e+00, 4.896986870962829030e+00, 6.865528252275257870e+00, 4.925465555046010913e+00, 7.545503256277307003e+00, 7.063249823980086717e+00, 4.372859038699371759e+00, 4.868034155500223115e+00, 3.657571592987324482e+00, 5.464811246521476207e+00, 2.446907974725599733e+00, 3.946563093310579085e+00, 7.372527023193812923e+00
2.055000000000000000e+03, 4.839317161335616291e+00, 5.802683086469015983e+00, 6.263081547205505473e+00, 7.288967719972974990e+00, 4.810494554383717869e+00, 6.807300365046399016e+00, 5.062746307082507613e+00, 7.602340212735362535e+00, 7.166948849639702246e+00, 4.391477938590397478e+00, 4.841041823651514697e+00, 3.656794844819622803e+00, 5.246177244853313049e+00, 2.439887028902580468e+00, 3.863879224173085269e+00, 7.911323615065400716e+00
2.056000000000000000e+03, 4.477429290833958575e+00, 5.335954178087238375e+00, 6.066710260672301125e+00, 7.518090357184877170e+00, 5.121351495782608509e+00, 6.757143107598517773e+00, 5.097657537926356675e+00, 7.428320981359825659e+00, 7.189161816969390273e+00, 4.373318832780379140e+00, 4.659621879367306541e+00, 3.759033603445946170e+00, 5.485458130691511336e+00, 2.450368437827411761e+00, 4.386617086803066279e+00, 8.141269245102707330e+00
2.057000000000000000e+03, 4.600014021283897137e+00, 5.725151227241219942e+00, 6.038323399349748044e+00, 7.405194900266873326e+00, 4.942916733979990873e+00, 6.752900312927620163e+00, 4.792465148861388968e+00, 7.311758525170091616e+00, 7.254771789645573676e+00, 4.521705990445386014e+00, 4.707883196465552977e+00, 3.757859597860933487e+00, 5.911219909786578519e+00, 2.342080604494729101e+00, 4.915244799918175644e+00, 7.832822694239157002e+00
2.058000000000000000e+03, 4.387480010416942910e+00, 5.727591469604832675e+00, 6.195621055590087245e+00, 7.581168481179155094e+00, 4.898051189487996560e+00, 7.108489352091675428e+00, 5.444183168166960129e+00, 7.755226981182622659e+00, 7.410957884609884694e+00, 4.624261918846142905e+00, 4.925220498456408080e+00, 3.964236012580823143e+00, 5.334472228901312896e+00, 2.353156125983994595e+00, 5.321764821754359609e+00, 7.728917260070573114e+00
2.059000000000000000e+03, 4.664501667038943644e+00, 5.534233334458212639e+00, 6.419327994257709058e+00, 7.356844514151152481e+00, 4.978482601965931842e+00, 6.792918935434952843e+00, 5.211618697898219743e+00, 7.406672270997207264e+00, 7.617049744768030983e+00, 4.332409420210378670e+00, 4.703296124327708938e+00, 3.881111631695088438e+00, 5.409233442158589256e+00, 2.534215660894193256e+00, 4.840413958106598358e+00, 7.770078695401386071e+00
2.060000000000000000e+03, 4.688458552755263575e+00, 5.476151928229986865e+00, 6.239906262622829658e+00, 7.351878237788073811e+00, 4.983529159043248669e+00, 6.733133026920326003e+00, 4.842024559878673529e+00, 7.891367624788165003e+00, 7.826074581707257671e+00, 4.440080880432168087e+00, 4.855223761063811594e+00, 3.643330783379974847e+00, 5.521039082275682297e+00, 2.516513735131902241e+00, 5.038367096908018539e+00, 8.155235804678474310e+00
2.061000000000000000e+03, 4.457086453139249116e+00, 5.428431806417068017e+00, 6.247591093320187916e+00, 7.552257621370742413e+00, 4.941597828369051371e+00, 6.956105520767152051e+00, 5.334866715798659342e+00, 7.461111865324131287e+00, 7.617016081039928999e+00, 4.363122273084564462e+00, 4.770760760477345208e+00, 3.637022629868625234e+00, 5.617935652997692486e+00, 2.374307828179442748e+00, 4.547087767359167643e+00, 7.894426522587777661e+00
2.062000000000000000e+03, 4.530756454752525642e+00, 5.765109291902710709e+00, 6.414543346493221776e+00, 7.428103121213334603e+00, 4.997464888399218985e+00, 7.035549135153983613e+00, 4.927058595127635776e+00, 7.553611025089371545e+00, 7.219461937719041877e+00, 4.449102490493635820e+00, 4.889811735470145138e+00, 3.615334762128890045e+00, 5.784544851805141441e+00, 2.422599780126670765e+00, 4.295342974879779341e+00, 8.072658328642276615e+00
2.063000000000000000e+03, 4.839518622542279935e+00, 5.811095066853787294e+00, 6.036212669766869432e+00, 7.713895201124516099e+00, 5.161694592199331133e+00, 6.747614165819353360e+00, 5.141370325250465001e+00, 7.886827724030493592e+00, 7.287295052569501053e+00, 4.690867562335194307e+00, 4.715065643747312407e+00, 3.568693337422487399e+00, 5.808305124111638129e+00, 2.563355523486938736e+00, 4.249282922204236534e+00, 8.063826348871163674e+00
2.064000000000000000e+03, 4.318569989794659669e+00, 5.681629685402620922e+00, 6.216042314585061845e+00, 7.366114642550052771e+00, 5.232755021810534757e+00, 6.961862789226085368e+00, 5.032651914950770689e+00, 7.361707846438807934e+00, 7.279506627393472762e+00, 4.831518693330667524e+00, 4.956690881683479155e+00, 3.490196528591785530e+00, 5.391042847965522355e+00, 2.377310278302090740e+00, 4.193288045412302267e+00, 7.994040148222431696e+00
2.065000000000000000e+03, 4.724327465145123028e+00, 5.611823455468629263e+00, 6.276228765666475695e+00, 7.485558712833738859e+00, 4.972280820254233902e+00, 6.847733472699820467e+00, 5.294143233969141882e+00, 7.201286760288603261e+00, 7.040203052576958775e+00, 4.489958558611434114e+00, 5.086154628158863211e+00, 3.607611283878944253e+00, 5.696919182451749109e+00, 2.506656872696374716e+00, 4.416049751345109797e+00, 7.947050184536133877e+00
2.066000000000000000e+03, 4.950529813621386666e+00, 5.520763917144563493e+00, 6.371936643267148703e+00, 7.115845235201832431e+00, 5.049000695068179390e+00, 6.868061791393190951e+00, 5.130938983934393072e+00, 7.497185266914748958e+00, 6.965569300924665974e+00, 4.457202859243042603e+00, 4.733244019540419956e+00, 3.500300728714348608e+00, 5.260567383635638805e+00, 2.466723195471492325e+00, 4.636931312300839103e+00, 7.653131622511385679e+00
2.067000000000000000e+03, 4.563142918115548952e+00, 5.698433272966438423e+00, 6.320365818908758371e+00, 7.495593812048887195e+00, 4.868648046841818733e+00, 6.860018462467315281e+00, 5.118299033922808938e+00, 7.441425676319468607e+00, 7.213035464250182827e+00, 4.293030778749114873e+00, 4.882146376834756829e+00, 3.396502733919930961e+00, 5.483704033850357540e+00, 2.560483672180416725e+00, 4.909636181981905878e+00, 8.065002890956238346e+00
2.068000000000000000e+03, 4.603267011803211517e+00, 5.922085694049815885e+00, 6.337414414240124749e+00, 7.561639174744991365e+00, 4.985935713524166424e+00, 6.674500038199723484e+00, 5.321160254856522442e+00, 7.979308328964455299e+00, 7.376489372357450947e+00, 4.326143183047456375e+00, 4.851542754935548984e+00, 3.582570510124504448e+00, 5.298543338198991037e+00, 2.491237875951521907e+00, 4.827194726957050541e+00, 7.932186208405346939e+00
2.069000000000000000e+03, 4.525476407352876151e+00, 5.928636967609211439e+00, 6.234237020709142207e+00, 7.433302206003347123e+00, 4.820077049937058433e+00, 6.962706175776104622e+00, 5.171518565984470683e+00, 7.761022432681153660e+00, 7.466193268406201788e+00, 4.387818655610224106e+00, 4.804010315565566458e+00, 3.726032784003509679e+00, 5.756095146314544664e+00, 2.335886434416784230e+00, 4.801276105399042926e+00, 7.728805329903799759e+00
2.070000000000000000e+03, 4.637093984017925941e+00, 5.985112889176940953e+00, 5.962537603688182308e+00, 7.684049392157223934e+00, 4.853742004579121527e+00, 6.916407746761050745e+00, 5.075641426401284129e+00, 7.117496251098824445e+00, 7.578729746313376481e+00, 4.532360648701093453e+00, 4.917623118847497032e+00, 3.791363474599814154e+00, 5.428689742154483966e+00, 2.414752640928206517e+00, 4.958331807743914688e+00, 7.851222585698552692e+00
2.071000000000000000e+03, 4.422005071271072119e+00, 5.460464194835455309e+00, 6.096173616274444207e+00, 7.338870506078611911e+00, 4.769535305331404906e+00, 7.068651556552149273e+00, 5.198172825204880887e+00, 7.633720332512772266e+00, 7.319352860298649510e+00, 4.393453926145144628e+00, 5.013084093079265280e+00, 3.883201443039299150e+00, 5.428829580809196642e+00, 2.539377539925197880e+00, 4.662023602532527455e+00, 7.881696061141090226e+00
2.072000000000000000e+03, 4.638297130843383798e+00, 5.847050583992282391e+00, 6.206972076258500337e+00, 7.383139883014918858e+00, 5.008893002654714266e+00, 6.797817361676641745e+00, 5.102861092977890145e+00, 7.535097572565434554e+00, 7.367952914053099711e+00, 4.624745020692517805e+00, 4.966487095381701522e+00, 3.571543201411776280e+00, 5.502181972942554289e+00, 2.435048871988138686e+00, 4.708682525047692025e+00, 7.928042722468924275e+00
2.073000000000000000e+03, 4.336407222925280358e+00, 5.850937566854770289e+00, 6.228134074807891274e+00, 7.635955306114627916e+00, 4.866841672074716740e+00, 6.786087814657135731e+00, 5.264980129243900464e+00, 7.549105837399952001e+00, 7.369953977767904618e+00, 4.809126183092367945e+00, 4.964124059982532700e+00, 3.597085456027944605e+00, 5.819945864418434311e+00, 2.438419150339880215e+00, 4.860234720097348138e+00, 8.363200574546974408e+00
2.074000000000000000e+03, 4.917871737868954263e+00, 5.909227772138815560e+00, 6.103387629377812651e+00, 7.821178797317139164e+00, 4.847534640174642639e+00, 6.885750140781954798e+00, 4.497414531486485068e+00, 7.418195738118765092e+00, 7.463030595366674014e+00, 4.719206557773474309e+00, 4.913385986711101161e+00, 3.617842512723035142e+00, 5.706738082305395920e+00, 2.441450976417842700e+00, 4.497041339911204361e+00, 8.204087213426589642e+00
2.075000000000000000e+03, 4.784606892553221691e+00, 5.901369636906630411e+00, 6.342331094316403295e+00, 7.829199638375474279e+00, 4.812292112228623964e+00, 6.712426187666619803e+00, 5.171055551565533648e+00, 8.071800897506193451e+00, 7.619648009069108774e+00, 4.691624166660017359e+00, 4.840525751403180088e+00, 3.678543823090699494e+00, 5.595764188703818753e+00, 2.458287827385635449e+00, 4.378345156388601112e+00, 7.851062828920666092e+00
2.076000000000000000e+03, 4.858863630062590033e+00, 5.542392848419543938e+00, 6.094213007446156460e+00, 7.579975360076648627e+00, 4.940850183452653255e+00, 6.819323790056665224e+00, 5.168527555158069831e+00, 7.363582313672321078e+00, 7.414042363961031334e+00, 4.662913100299540758e+00, 4.981080227359400148e+00, 3.734210141634592528e+00, 5.467739834272888011e+00, 2.459432963231117597e+00, 4.547450908976561124e+00, 8.031311629757048820e+00
