year, GFDL-ESM4, ACCESS-ESM1-5, MPI-ESM1-2-LR, IPSL-CM6A-LR, UKESM1-0-LL, INM-CM4-8, NorESM2-LM, EC-Earth3-Veg, INM-CM5-0, CESM2-WACCM, MIROC-ES2L, CMCC-ESM2, NorESM2-MM, CNRM-ESM2-1, TaiESM1, CanESM5
2.026000000000000000e+03, 6.965383387903436585e-01, 7.014669270758433495e-01, 1.369562430421287447e+00, 1.109025440270108742e+00, 1.517579493546945546e+00, 1.648106623704572282e+00, 9.809987515723530560e-01, 1.557841381570409522e+00, 1.493945120179884345e+00, 1.133742219092915837e+00, 9.400555091886219072e-01, 1.621459485173597947e+00, 1.065752643154366686e+00, 1.586459592465434998e+00, 1.632629039922383951e+00, 1.195406665851135086e+00
2.027000000000000000e+03, 7.234087242308582244e-01, 7.169263030554309246e-01, 1.379450398294335356e+00, 1.180073160178634062e+00, 1.489420349621409789e+00, 1.596002767529717703e+00, 9.421813793076950772e-01, 1.687553071281385542e+00, 1.522714400887462238e+00, 1.138427499586325276e+00, 9.458249319440287239e-01, 1.295846189670753379e+00, 1.007380992278921639e+00, 1.565068371705628181e+00, 1.627854368943602026e+00, 1.103035319848185924e+00
2.028000000000000000e+03, 6.568321172158038124e-01, 7.668459298599337171e-01, 1.307883300161886808e+00, 9.545840526218977162e-01, 1.455260158549399829e+00, 1.481295857690409168e+00, 9.145891330186134427e-01, 1.746460105808159469e+00, 1.582660666135294214e+00, 1.165023665034500056e+00, 9.598510711578356336e-01, 1.378057760876608029e+00, 1.021063220043089803e+00, 1.608685199281490563e+00, 1.667992646504446563e+00, 1.179569073789585643e+00
2.029000000000000000e+03, 6.249831844394074798e-01, 7.473704745673571681e-01, 1.305418562432418161e+00, 8.629496902039918149e-01, 1.442316007952582080e+00, 1.525098058574475557e+00, 1.039440532190779365e+00, 1.651090658758298080e+00, 1.503944722489737762e+00, 1.209909734539214021e+00, 9.473405082643971964e-01, 1.478161078331862166e+00, 1.065535889022529492e+00, 1.501299767695064347e+00, 1.698930591995083450e+00, 1.197269682346260744e+00
2.030000000000000000e+03, 6.152627251361559857e-01, 7.534348023783865589e-01, 1.358115729950186257e+00, 8.965729726498550267e-01, 1.485150723740679801e+00, 1.580937500283135400e+00, 1.014878795982136372e+00, 1.637553730323160206e+00, 1.521597944614233811e+00, 1.228829208902651571e+00, 9.489787038593850976e-01, 1.771982641954922055e+00, 1.103021224926925337e+00, 1.530200315488271068e+00, 1.743542256832656845e+00, 1.241968880615094806e+00
2.031000000000000000e+03, 6.639440096761176635e-01, 7.377309901205284515e-01, 1.480495674692238639e+00, 1.084803033305815401e+00, 1.485084626827829934e+00, 1.609395085386510216e+00, 1.040809092659332302e+00, 1.591384040566880431e+00, 1.535475609317234591e+00, 1.160686918575882576e+00, 9.498031314813017989e-01, 1.591635621329054784e+00, 1.127664154358836601e+00, 1.506337272499955970e+00, 1.817505510247124922e+00, 1.202812613166564848e+00
2.032000000000000000e+03, 6.157067549494337211e-01, 7.216658541785234693e-01, 1.348041474191103761e+00, 9.927891041933950556e-01, 1.573025124235996275e+00, 1.564946389576679531e+00, 1.053755497937505448e+00, 1.729901349330930316e+00, 1.523910207750712953e+00, 1.175604785112025708e+00, 8.803008996847895284e-01, 1.434718240287641500e+00, 1.108092050933436434e+00, 1.731812011833383957e+00, 1.916186436416364547e+00, 1.208878682634708213e+00
2.033000000000000000e+03, 6.632619530155384746e-01, 7.401178049242346235e-01, 1.320538375102506823e+00, 9.834718131972146615e-01, 1.644031583861771617e+00, 1.597831944055114528e+00, 1.023997543426311552e+00, 1.849083776445342497e+00, 1.447760876840663791e+00, 1.187833782941722038e+00, 9.022881310900792151e-01, 1.593689274904776187e+00, 1.106469284643213813e+00, 1.663972361212235240e+00, 1.814156832656179441e+00, 1.194275445183374140e+00
2.034000000000000000e+03, 6.080024773046480702e-01, 7.553583565105937980e-01, 1.306194535813558044e+00, 1.096401377698275281e+00, 1.574019568864879925e+00, 1.526314703562845709e+00, 9.673741523137391329e-01, 1.807598741853083002e+00, 1.493811140431654083e+00, 1.285660365589265997e+00, 9.833693330035201408e-01, 1.905129048710664019e+00, 1.109665539945686286e+00, 1.420937580293675229e+00, 1.981483989377892829e+00, 1.224289786902242216e+00
2.035000000000000000e+03, 5.495261628103275120e-01, 7.859462115329072240e-01, 1.421491142576966515e+00, 8.541632335238934504e-01, 1.518733063916005044e+00, 1.580790210679198449e+00, 1.011529982891157031e+00, 1.715826820288531396e+00, 1.529397707579231103e+00, 1.365505112159464574e+00, 9.816081286886855217e-01, 1.839477453469983814e+00, 1.164618598528039728e+00, 1.758844163015154338e+00, 2.023619896616118297e+00, 1.122079954217486186e+00
2.036000000000000000e+03, 5.222705379425045535e-01, 7.343248762311263000e-01, 1.265618760269779042e+00, 1.042120137837325045e+00, 1.512922069860072938e+00, 1.616858713910627632e+00, 9.685276904990720581e-01, 1.719196000975782290e+00, 1.505890521214609867e+00, 1.343930513687808581e+00, 9.761467130698144867e-01, 1.126158497619102583e+00, 1.124554027469656825e+00, 1.807419585971727471e+00, 1.695641729258756447e+00, 1.230896623399629020e+00
2.037000000000000000e+03, 5.851948675779380382e-01, 8.338334418798069025e-01, 1.247675981512314625e+00, 9.885238298962720771e-01, 1.465588180233871940e+00, 1.630567539814758549e+00, 9.672891496474470552e-01, 1.762932931639219936e+00, 1.523365239380896741e+00, 1.338976780362174823e+00, 9.537589374996517932e-01, 1.222090519254068974e+00, 1.097556493553845325e+00, 1.650977614635345203e+00, 1.705826477000294661e+00, 1.156935076033244192e+00
2.038000000000000000e+03, 5.950062936333765373e-01, 7.732282433109169961e-01, 1.240808047165529171e+00, 1.002052431718384096e+00, 1.510350561120768154e+00, 1.666309805704816016e+00, 9.716099177400279174e-01, 1.687141688666127459e+00, 1.491066040486587641e+00, 1.318436723671564614e+00, 9.588750980645488475e-01, 1.626453862015662777e+00, 1.054325925708369693e+00, 1.635152570659891502e+00, 1.775525396602622319e+00, 1.187764239963003954e+00
2.039000000000000000e+03, 6.424256430741426271e-01, 7.332507896521164303e-01, 1.217275188368514449e+00, 9.721199195085415967e-01, 1.477141984284699339e+00, 1.554625619083388699e+00, 1.022424336130726363e+00, 1.660358890810558874e+00, 1.481905954041873308e+00, 1.294441224271452251e+00, 1.018206460786182932e+00, 1.816421697789486034e+00, 1.141755249242969006e+00, 1.598269008759314103e+00, 1.763143530904814016e+00, 1.243148194095777370e+00
2.040000000000000000e+03, 5.851796542683143088e-01, 7.650686300551637897e-01, 1.384030276158284112e+00, 1.076572012932916600e+00, 1.593372106325326554e+00, 1.660924288159742357e+00, 1.015486066101899398e+00, 1.800319901017425339e+00, 1.435535782726188758e+00, 1.209412264391934055e+00, 1.033479123810468137e+00, 1.544026760399188847e+00, 1.114608336025203039e+00, 1.780936483049928132e+00, 1.898458480933083559e+00, 1.271143514878237291e+00
2.041000000000000000e+03, 6.142397985918877090e-01, 7.713877007298635124e-01, 1.503372557704830470e+00, 9.894108528663043689e-01, 1.679620359544390817e+00, 1.721869004105633483e+00, 1.022663715265910600e+00, 1.839410259112750357e+00, 1.524192896193633073e+00, 1.203712095034430662e+00, 9.824411119248697144e-01, 1.513196780493864413e+00, 1.135484786101113475e+00, 1.649493319522913559e+00, 1.698943406621522545e+00, 1.269668634586654132e+00
2.042000000000000000e+03, 5.829355868516293837e-01, 7.716070041122419232e-01, 1.420358021146622685e+00, 9.952583758830435556e-01, 1.625190298256848687e+00, 1.653935467921763713e+00, 1.004294772463010688e+00, 1.751984905765959555e+00, 1.512877366613766483e+00, 1.189766610544390479e+00, 1.001558737920794639e+00, 1.488420319955285676e+00, 1.114345765489336726e+00, 1.485871393827557840e+00, 2.060691756600555813e+00, 1.258332380299657993e+00
2.043000000000000000e+03, 5.860637211862244067e-01, 7.423982925756351658e-01, 1.410053668262809756e+00, 1.009544435341336532e+00, 1.604697236507648617e+00, 1.545896064565753791e+00, 9.640834187948310596e-01, 1.615062797194083632e+00, 1.535593732933385525e+00, 1.225200509632317747e+00, 9.959999862327280074e-01, 1.269191142115557502e+00, 1.170402901179812272e+00, 1.641300415201439433e+00, 2.090370474329546813e+00, 1.240600788275215027e+00
2.044000000000000000e+03, 5.918797020461283864e-01, 8.233486462985288856e-01, 1.310558311683362565e+00, 1.031650538939422157e+00, 1.610908140390410415e+00, 1.596725431001387863e+00, 1.024689429054762124e+00, 1.642099503126803528e+00, 1.583293119140989802e+00, 1.278182241434312472e+00, 1.018761183335207932e+00, 1.582497931461332108e+00, 1.213450387118058860e+00, 1.601832413444138847e+00, 1.739281502667809010e+00, 1.224826280919756760e+00
2.045000000000000000e+03, 5.461260170245730849e-01, 7.948858875080224706e-01, 1.199820036909924781e+00, 1.003325677057945065e+00, 1.580156952332030462e+00, 1.565786573326258369e+00, 1.103582629230648315e+00, 1.681862901011811129e+00, 1.544516886574913705e+00, 1.325117539890902307e+00, 1.009956558043909824e+00, 1.769467615755900169e+00, 1.183336825765042732e+00, 1.700188467716068796e+00, 1.892602246032041746e+00, 1.261262028674222879e+00
2.046000000000000000e+03, 5.699591870351051748e-01, 7.997591836241535468e-01, 1.138765883022464287e+00, 1.026837861191688850e+00, 1.547485033226224882e+00, 1.601330718532078423e+00, 1.089643467545217348e+00, 1.660300121735589052e+00, 1.508908199963787222e+00, 1.292991203894615415e+00, 9.623432368283272309e-01, 1.829459143473846749e+00, 1.106434604831733948e+00, 1.578889871322310956e+00, 2.149196818809854026e+00, 1.250422917139736079e+00
2.047000000000000000e+03, 5.998292266938211048e-01, 7.950803027845221305e-01, 1.228922595519189587e+00, 9.873186566724556634e-01, 1.518929873377031115e+00, 1.523702158141808871e+00, 1.075225870860086141e+00, 1.649901727874290236e+00, 1.453949203311475147e+00, 1.376978093562753580e+00, 1.001542597883155361e+00, 1.826566885342083557e+00, 1.087415679403099356e+00, 1.579137115613298059e+00, 1.879041390516976495e+00, 1.335230437762103817e+00
2.048000000000000000e+03, 5.597828388674813693e-01, 7.830710196411250212e-01, 1.387031519735098639e+00, 9.580542021676493603e-01, 1.497445865410246713e+00, 1.517999045223573207e+00, 1.120329209534720594e+00, 1.706797311237238546e+00, 1.541181654771262455e+00, 1.387968977566020445e+00, 1.009141074138812710e+00, 1.631295902215950333e+00, 1.158832396018674382e+00, 1.698550500991669043e+00, 1.706727699426793032e+00, 1.367741120118747267e+00
2.049000000000000000e+03, 5.704262236466348668e-01, 7.637397040035256435e-01, 1.274725974146895480e+00, 8.872400459456677435e-01, 1.498443183677349300e+00, 1.554403582986155552e+00, 9.849140820693866871e-01, 1.654996663145754221e+00, 1.498667830736661433e+00, 1.399910133324264949e+00, 1.004900713739016460e+00, 1.528165729016054186e+00, 1.184380245454702552e+00, 1.696062592350717768e+00, 1.953378254212327469e+00, 1.265603651616395986e+00
2.050000000000000000e+03, 5.767088047896041791e-01, 7.583212539419560416e-01, 1.455538627415282837e+00, 9.657247535409868577e-01, 1.574549456002293457e+00, 1.588366119487980788e+00, 1.031618356995393615e+00, 1.661682461301573044e+00, 1.535591830375052425e+00, 1.441039769934229220e+00, 9.818933486604465299e-01, 1.469559182262829999e+00, 1.207350115335767082e+00, 1.635911513966686659e+00, 2.124683160358399103e+00, 1.217427519095691135e+00
2.051000000000000000e+03, 5.216809687533067175e-01, 7.676415416306050510e-01, 1.320301415437947323e+00, 9.889883768984762957e-01, 1.575606208148426557e+00, 1.591698922675481187e+00, 1.083575645132959009e+00, 1.837026789079751143e+00, 1.530557834951930873e+00, 1.376598612702049529e+00, 9.859980708050417597e-01, 2.046235411412913319e+00, 1.183915052935076595e+00, 1.541309921284254258e+00, 2.263178452388604267e+00, 1.313931535161305453e+00
2.052000000000000000e+03, 5.381602010261807845e-01, 7.684237287840403052e-01, 1.303934097549226845e+00, 8.791069219146926406e-01, 1.554001971283121453e+00, 1.693449910267432967e+00, 1.127244463375742800e+00, 1.802548614517381020e+00, 1.534243933577449370e+00, 1.391155758653941810e+00, 1.021598277854535386e+00, 2.246682852000259967e+00, 1.138301985225662172e+00, 1.571428374258206251e+00, 1.791127903587712122e+00, 1.381565111481270369e+00
2.053000000000000000e+03, 4.899866925812300655e-01, 7.511199048030315906e-01, 1.432042627426383108e+00, 8.328081533733467934e-01, 1.560353794435015207e+00, 1.703463452768192443e+00, 1.152144527111963912e+00, 1.732559621358879864e+00, 1.535190949188466103e+00, 1.481052008922597585e+00, 9.955650328294953777e-01, 1.717737921258055023e+00, 1.187698303063339678e+00, 1.647137471076023596e+00, 1.623533292017516061e+00, 1.345693718127482175e+00
2.054000000000000000e+03, 5.487969396365242059e-01, 8.576872583964427754e-01, 1.513689275705242254e+00, 1.083765931009044614e+00, 1.616015442875512464e+00, 1.652941542571044087e+00, 1.147117929605901532e+00, 2.009417883788278125e+00, 1.612458641408219151e+00, 1.544469981765126620e+00, 1.010750457718898598e+00, 1.472943866637594246e+00, 1.267573677088824402e+00, 1.569382682717877397e+00, 1.764921616222291156e+00, 1.307793382782922009e+00
2.055000000000000000e+03, 5.446071541965153973e-01, 9.242031969158814864e-01, 1.360735497074800682e+00, 1.041541252557387498e+00, 1.630541059946131854e+00, 1.590545043798513802e+00, 1.113728793858023591e+00, 1.907726911579336937e+00, 1.544753557303140568e+00, 1.507353085268103632e+00, 1.009687578483602799e+00, 1.391407160732821779e+00, 1.266729728039874825e+00, 1.681607042176686884e+00, 1.790462798286172053e+00, 1.373558691015661859e+00
2.056000000000000000e+03, 4.911830006682614269e-01, 8.802649791554647551e-01, 1.259119887523175274e+00, 1.152044089810059679e+00, 1.522396987904395926e+00, 1.574357913393352737e+00, 1.182109807907660404e+00, 1.791068075628918344e+00, 1.524564477573406851e+00, 1.480020509909536930e+00, 1.042531879343767898e+00, 1.662335008946223880e+00, 1.247927524567765900e+00, 1.715887300639133528e+00, 1.904365947620207722e+00, 1.284234602184470830e+00
2.057000000000000000e+03, 5.009367502085777524e-01, 7.963385398200495402e-01, 1.262395266182096965e+00, 1.100490041337652380e+00, 1.497987358446753570e+00, 1.618469173456366317e+00, 1.157640072042608548e+00, 1.861728669730700059e+00, 1.548850263935917848e+00, 1.477949982325672762e+00, 1.041729563345904719e+00, 2.046425577571993060e+00, 1.178773494354276030e+00, 1.876594810185528095e+00, 2.051894735974972850e+00, 1.317969344619438044e+00
2.058000000000000000e+03, 4.993800757100955168e-01, 7.987378723828080229e-01, 1.365594172860260525e+00, 9.772462882238102111e-01, 1.563585515842619511e+00, 1.686490796666244352e+00, 1.138885318544910596e+00, 1.858995649196585997e+00, 1.486506660803488922e+00, 1.398037887807837443e+00, 1.023531605752801665e+00, 2.147616991651375873e+00, 1.258495959628661343e+00, 1.566930099754995531e+00, 1.927505965775548225e+00, 1.319726387607812024e+00
2.059000000000000000e+03, 5.077779601363130446e-01, 7.684579597573866216e-01, 1.445905368642175892e+00, 1.028638130448337407e+00, 1.597553692198886433e+00, 1.653094914982317309e+00, 1.149379685551898289e+00, 1.681462486621976504e+00, 1.536831034373450144e+00, 1.305309984083261599e+00, 9.878705883119047737e-01, 1.634089163160049596e+00, 1.302844891477416445e+00, 1.657303484046707576e+00, 1.687642707911614748e+00, 1.313433708544026413e+00
2.060000000000000000e+03, 4.992871692780315174e-01, 7.961326022764579902e-01, 1.384840340752122145e+00, 1.062309971934293884e+00, 1.538647687183763990e+00, 1.656420692370341730e+00, 1.169437875472681743e+00, 1.710088364992129017e+00, 1.560496598587172379e+00, 1.383623307932624336e+00, 1.010298970558667353e+00, 1.431925341653504713e+00, 1.291471495624462618e+00, 1.742611453118954268e+00, 2.049628345229399518e+00, 1.327988461947191556e+00
2.061000000000000000e+03, 5.270971303091165350e-01, 7.876677115234698157e-01, 1.338699126857580524e+00, 1.113291814387637801e+00, 1.545259942599781056e+00, 1.653529107317683433e+00, 1.089173242522147644e+00, 1.828885678161497941e+00, 1.512886938019556649e+00, 1.383033897559972969e+00, 1.029795931224328553e+00, 1.985800596529057716e+00, 1.293069087406619300e+00, 1.616790982127444209e+00, 2.558681388865727158e+00, 1.436004622964576649e+00
2.062000000000000000e+03, 5.117520151605760015e-01, 7.696776179611677371e-01, 1.273701147567332104e+00, 1.186057892550353321e+00, 1.595108593238603767e+00, 1.650942995395298984e+00, 1.131949188611437229e+00, 1.848685226777436519e+00, 1.501368646754708491e+00, 1.452606533559457791e+00, 1.022027481283232841e+00, 1.978414725436851596e+00, 1.370145729245884736e+00, 1.640972486043718259e+00, 2.186999571450504387e+00, 1.347175850110525319e+00
2.063000000000000000e+03, 5.235981067558732605e-01, 8.282615837336841924e-01, 1.367776170392484447e+00, 1.100182628206088697e+00, 1.579227081696601198e+00, 1.580850781495094726e+00, 1.182688772054717008e+00, 1.766145814011299997e+00, 1.497014328860308829e+00, 1.508391828231752774e+00, 9.547212711058598034e-01, 1.803596010213610157e+00, 1.393137192475353281e+00, 1.723024005629130828e+00, 1.761632214402405250e+00, 1.302339463960546118e+00
2.064000000000000000e+03, 4.879693284480137172e-01, 8.077211004303491704e-01, 1.527766554660899612e+00, 1.233321072587685086e+00, 1.521980474170610886e+00, 1.555979344347613980e+00, 1.232163495273860265e+00, 1.805642306058481417e+00, 1.520674378054697851e+00, 1.531370233387727930e+00, 1.007407230551107258e+00, 1.864240914171129804e+00, 1.295749043008116663e+00, 1.649140278299237483e+00, 1.964135769247792318e+00, 1.366301145839076137e+00
2.065000000000000000e+03, 5.016832939121796953e-01, 8.526882992070404788e-01, 1.463116295317278270e+00, 1.141808291162299316e+00, 1.528957519259231956e+00, 1.669142209827240375e+00, 1.155654196033642611e+00, 1.894455871257760826e+00, 1.551722748060122115e+00, 1.602719551032769196e+00, 1.031390288159840907e+00, 2.500813091190767334e+00, 1.238739201279768443e+00, 1.880047181674979528e+00, 2.653777295825878735e+00, 1.364359805462177722e+00
2.066000000000000000e+03, 5.551936257546991049e-01, 7.893869410490151894e-01, 1.398499037452630933e+00, 1.100175830794931864e+00, 1.500917141877266436e+00, 1.701996697781649859e+00, 1.193542249758091867e+00, 1.844139075350145429e+00, 1.527458946235716875e+00, 1.523173684768721614e+00, 1.005345722158000221e+00, 3.042108640346278037e+00, 1.211858455939730517e+00, 1.622729010414745598e+00, 2.176865833138963424e+00, 1.330656763639216367e+00
2.067000000000000000e+03, 5.484900718518143092e-01, 8.026555630645166861e-01, 1.356967728261086803e+00, 1.072313875508520642e+00, 1.604188182104354654e+00, 1.715846595242885853e+00, 1.203345239268698519e+00, 1.792834990725834077e+00, 1.555066383512112793e+00, 1.534265376725191476e+00, 9.989502648206456392e-01, 2.328108618847952727e+00, 1.248787030235968043e+00, 1.625329337061848900e+00, 1.590728529859585461e+00, 1.369194390119740978e+00
2.068000000000000000e+03, 5.034053912032535605e-01, 8.258851598695943208e-01, 1.413119723769875158e+00, 1.254891529742166334e+00, 1.607048767481332074e+00, 1.586876111065932182e+00, 1.174978373306023949e+00, 1.819243462524337884e+00, 1.497617989103254166e+00, 1.537084305985337629e+00, 1.066249609503827855e+00, 1.509862577238697989e+00, 1.277907357393313514e+00, 1.701311679592915738e+00, 2.043649917744439826e+00, 1.437229503624512850e+00
2.069000000000000000e+03, 5.077867163181676302e-01, 8.935673325660202782e-01, 1.297221644328335755e+00, 1.122930091058619961e+00, 1.675421329746068055e+00, 1.584407905710558895e+00, 1.202196805787698386e+00, 1.952240070213944856e+00, 1.539885416317492872e+00, 1.503662301389550260e+00, 1.063420861921114069e+00, 1.564665700257550585e+00, 1.287191527918036371e+00, 1.680300191268909726e+00, 2.216182768616689724e+00, 1.426400939223540609e+00
2.070000000000000000e+03, 5.286114703218932620e-01, 9.280531709284386421e-01, 1.296699350978363530e+00, 1.092270187160443884e+00, 1.628564820041345396e+00, 1.577672355303910257e+00, 1.224951116362292813e+00, 1.872212271219965141e+00, 1.538293024357777039e+00, 1.527421552583301922e+00, 1.069717309078963341e+00, 1.955323704627143666e+00, 1.300100887555603490e+00, 1.856611337925096361e+00, 1.822347221520509430e+00, 1.419534402321551703e+00
2.071000000000000000e+03, 5.802510221626860920e-01, 8.179599567563874407e-01, 1.430569891479916755e+00, 1.280456099713108475e+00, 1.693287006529819561e+00, 1.605321877683351994e+00, 1.184669677908553487e+00, 1.813869016259821887e+00, 1.513761221372551979e+00, 1.573877282949601941e+00, 1.040360856132580336e+00, 2.480224611109818511e+00, 1.222740872333932138e+00, 1.745750154242577512e+00, 1.896928204310471822e+00, 1.435925328324343386e+00
2.072000000000000000e+03, 5.333852467637301142e-01, 8.174675712518048032e-01, 1.403935073747053508e+00, 1.172094329508797328e+00, 1.616179540740219744e+00, 1.690436804525608405e+00, 1.180407427246009666e+00, 1.889959029132855406e+00, 1.522752825835471224e+00, 1.575661685893495090e+00, 1.053740211424118334e+00, 1.704163984725195036e+00, 1.276063162952108421e+00, 1.801105755167933031e+00, 1.788817349376737420e+00, 1.434645091068244227e+00
2.073000000000000000e+03, 5.062490791626859110e-01, 7.777514963529791325e-01, 1.375007126403739344e+00, 1.174919751971994497e+00, 1.649951255112251269e+00, 1.635079553305303746e+00, 1.277819034520491615e+00, 1.949919668022999764e+00, 1.515673085488822514e+00, 1.641828496842481000e+00, 1.097692928108653154e+00, 1.460930777930372848e+00, 1.280864725814495841e+00, 1.949877138229394014e+00, 1.914054403545391247e+00, 1.385766795105465965e+00
2.074000000000000000e+03, 5.276378986744666433e-01, 7.644950268783603509e-01, 1.322362670829309916e+00, 1.107865492282422037e+00, 1.638923777021317640e+00, 1.654488932726171591e+00, 1.286124880386685154e+00, 1.885382038903554047e+00, 1.574888062611642381e+00, 1.575628835849040010e+00, 1.088423932877512490e+00, 1.935863075402023181e+00, 1.336862359809242173e+00, 1.819081516527693454e+00, 2.265440203867450375e+00, 1.393732824628674205e+00
2.075000000000000000e+03, 5.445788707120842176e-01, 8.203723368719331166e-01, 1.431538145357399872e+00, 1.153127182845579801e+00, 1.620143604637857004e+00, 1.623081885134306068e+00, 1.166508152786249308e+00, 1.868985224626708019e+00, 1.535953408442147339e+00, 1.580570436453858196e+00, 1.031092335288599227e+00, 1.731165722023848774e+00, 1.370261470582396557e+00, 1.771410383481063722e+00, 2.259799336340332143e+00, 1.407762666704727161e+00
2.076000000000000000e+03, 5.982142186118410976e-01, 8.177618397844980125e-01, 1.464366333608120074e+00, 1.255512422449178267e+00, 1.652368922923191263e+00, 1.672570653945537833e+00, 1.237703408252887272e+00, 1.909228991003909970e+00, 1.555491499405198041e+00, 1.531132530616436283e+00, 1.017008199350878606e+00, 1.925433064222840107e+00, 1.327798060691457671e+00, 1.758421650781525347e+00, 1.850387372713987899e+00, 1.438920632351234685e+00
