year, MPI-ESM1-2-LR, CESM2-WACCM, TaiESM1, GFDL-ESM4, CMCC-CM2-SR5, IPSL-CM6A-LR, CanESM5, NorESM2-MM, INM-CM5-0, INM-CM4-8, NorESM2-LM, ACCESS-ESM1-5, UKESM1-0-LL, CNRM-ESM2-1, MIROC-ES2L, EC-Earth3-Veg
2.032000000000000000e+03, 4.163137495193789839e+00, 5.517475614372720827e+00, 3.937910065367999035e+00, 1.041621817469280620e+00, 3.865117794941921314e+00, 2.790223767184021320e+00, 5.884693992662890949e+00, 4.292730133303028772e+00, 2.194607327385596562e+01, 2.493803858091722958e+01, 3.825226511375103389e+00, 9.190446715763339824e+00, 7.499586785763548313e+00, 1.046351016696169900e+01, 9.505420581976167682e+00, 5.125978918561795439e+00
2.033000000000000000e+03, 4.145205632293234466e+00, 5.544363579145363374e+00, 3.733675205405960096e+00, 1.032325928964751727e+00, 4.024108493839342771e+00, 2.755680888407979534e+00, 5.887102743749089484e+00, 4.304870515623421490e+00, 2.191450726861466336e+01, 2.500178409050568717e+01, 3.783084200019235066e+00, 9.198085055021628875e+00, 7.548120323673548349e+00, 1.057005345629128890e+01, 9.413586434993620244e+00, 5.226990978914679786e+00
2.034000000000000000e+03, 4.055333055204494386e+00, 5.712064305723331792e+00, 3.966745000161194135e+00, 9.918255957924944077e-01, 3.537487896346181770e+00, 2.854503090906155283e+00, 5.931837229983615067e+00, 4.337034461681132491e+00, 2.200382220376748421e+01, 2.510468935086711895e+01, 3.705439129895629513e+00, 9.240566615563736264e+00, 7.541121093408855280e+00, 1.032041312131403643e+01, 9.574817186034987770e+00, 5.315332507088514902e+00
2.035000000000000000e+03, 4.172300252037354440e+00, 5.844903077783095924e+00, 3.989710424917435994e+00, 9.464028070666210546e-01, 4.357596311689543533e+00, 2.649981123534656202e+00, 5.821561552216255819e+00, 4.360975650944706850e+00, 2.226254724374690852e+01, 2.517280426538459182e+01, 3.696150587266952670e+00, 9.312352719995349304e+00, 7.526606476304316118e+00, 1.056624741457953576e+01, 9.769061102598760371e+00, 5.342149705930816950e+00
2.036000000000000000e+03, 4.123984260180199257e+00, 5.877429477459970464e+00, 3.563817402745065976e+00, 9.097738456794257633e-01, 4.749963574852488435e+00, 2.767776838220798563e+00, 5.879624479637920231e+00, 4.374029871153341631e+00, 2.239621248173664725e+01, 2.529062267057412328e+01, 3.718442637786046223e+00, 9.380198998182009973e+00, 7.533686726546041434e+00, 1.075746472257697839e+01, 9.889445120059511041e+00, 5.253188461029565381e+00
2.037000000000000000e+03, 4.032382367397572942e+00, 5.901077396517008467e+00, 3.718795101733586961e+00, 9.144074932746625306e-01, 4.137672504819189356e+00, 2.748164328385094723e+00, 5.807611770631321946e+00, 4.281695039810436754e+00, 2.257000166335700442e+01, 2.546088277427606528e+01, 3.696340170615217691e+00, 9.426137355142142127e+00, 7.513471133499890264e+00, 1.069660836313170016e+01, 9.964100208270949111e+00, 5.295782090981902890e+00
2.038000000000000000e+03, 4.070911793541548640e+00, 5.878879036197398378e+00, 3.776580135602140675e+00, 9.064881032512729364e-01, 3.717512073510666593e+00, 2.745902547285036910e+00, 5.836915082018069967e+00, 4.261797645992496442e+00, 2.269956352130984456e+01, 2.571311002746184826e+01, 3.704719831745546976e+00, 9.482121807616080034e+00, 7.544349044134914806e+00, 1.068642961138421121e+01, 1.002142800236275022e+01, 5.364277171419159274e+00
2.039000000000000000e+03, 4.051516221865692380e+00, 5.882381769886810829e+00, 3.691067933583062288e+00, 9.216411921075753355e-01, 3.687347125816669458e+00, 2.733116406966516365e+00, 5.898415049218885819e+00, 4.383762776301208142e+00, 2.281355838130934544e+01, 2.576678119494531316e+01, 3.730095670266877939e+00, 9.440119050343541929e+00, 7.537954947737573796e+00, 1.064856473707344264e+01, 1.017421747683969180e+01, 5.367640248656228685e+00
2.040000000000000000e+03, 4.104241285056344779e+00, 5.853309127173553783e+00, 3.793822100111416962e+00, 9.046097107285849814e-01, 4.216148580238447074e+00, 2.833275906997178684e+00, 5.968330703790701186e+00, 4.389357913168233871e+00, 2.276569157305618774e+01, 2.585662751394179892e+01, 3.717428221252963016e+00, 9.468140950058517191e+00, 7.584603546135335606e+00, 1.084112162937594626e+01, 1.032508005792077199e+01, 5.457301291509054408e+00
2.041000000000000000e+03, 4.335659344376373348e+00, 5.831593538019759215e+00, 3.526578691944772359e+00, 9.052883263361916066e-01, 4.878418467917686741e+00, 2.783379597936628702e+00, 6.075673886482802821e+00, 4.396733122510499747e+00, 2.295068399908467782e+01, 2.627355847334759176e+01, 3.755773651515611267e+00, 9.521370063065067058e+00, 7.623948853182457519e+00, 1.082634736995922964e+01, 1.038498556952849050e+01, 5.632519247040763233e+00
2.042000000000000000e+03, 4.296548227579344292e+00, 5.846049502412810739e+00, 4.142870350988679284e+00, 8.930475761788144728e-01, 5.085834676654489961e+00, 2.762934121444566404e+00, 6.148245104767723568e+00, 4.374818765320092950e+00, 2.312383280806777819e+01, 2.648730580977600368e+01, 3.744303309307109640e+00, 9.548094280069729933e+00, 7.629724361858110093e+00, 1.068764043556763177e+01, 1.050645674341457081e+01, 5.770793704609592290e+00
2.043000000000000000e+03, 4.246507994177773249e+00, 5.882428323286426064e+00, 3.969581491593130007e+00, 8.913806982185595862e-01, 4.366167500535669710e+00, 2.781687645947466869e+00, 6.134381850408519021e+00, 4.422718226175654799e+00, 2.331798633353430006e+01, 2.637567318800882887e+01, 3.718317989105982324e+00, 9.509911356686171047e+00, 7.658610181485141055e+00, 1.077059454649484316e+01, 1.065015269745979687e+01, 5.621416091830369943e+00
2.044000000000000000e+03, 4.191990980714566994e+00, 5.953906040443971648e+00, 3.456499374513026801e+00, 8.905584911010053784e-01, 4.133275113951631496e+00, 2.803435341408428538e+00, 6.103041076817929955e+00, 4.489624452702929425e+00, 2.362652827867951189e+01, 2.646390284732132869e+01, 3.765642384632937212e+00, 9.513986568996461557e+00, 7.682701421444665613e+00, 1.077743248660992492e+01, 1.074877659896016802e+01, 5.495867568859028829e+00
2.045000000000000000e+03, 4.061807183419966272e+00, 6.067867606928484037e+00, 3.880070899285191111e+00, 8.668246405920339015e-01, 4.655462131764245726e+00, 2.768102148384313566e+00, 6.141931386476343846e+00, 4.489396877226496052e+00, 2.379235929492692492e+01, 2.639274736423786649e+01, 3.861896265521674199e+00, 9.576405080530420832e+00, 7.690254143984764923e+00, 1.090393733216449235e+01, 1.082996711668357470e+01, 5.616427064136364500e+00
2.046000000000000000e+03, 3.968563338113405337e+00, 6.065491394106019563e+00, 4.025449705234648512e+00, 8.608084576468642002e-01, 5.401513341599256002e+00, 2.787555764331773211e+00, 6.137577632186183685e+00, 4.421882962597927680e+00, 2.395804479809114085e+01, 2.663009541171086525e+01, 3.870464695959051848e+00, 9.618356842664855577e+00, 7.692537255250140760e+00, 1.084886153671316400e+01, 1.081291991128258800e+01, 5.715262617620323837e+00
2.047000000000000000e+03, 3.967045725269866985e+00, 6.201834468352281249e+00, 3.714051683559805639e+00, 8.753638884150374277e-01, 4.475556380376689347e+00, 2.757979250203306698e+00, 6.309693868235608960e+00, 4.356363464103299776e+00, 2.387812093148709991e+01, 2.660908529109149256e+01, 3.844956743466275473e+00, 9.619505109061883275e+00, 7.682321911412794968e+00, 1.084030006517547307e+01, 1.079059859055265491e+01, 5.702451337202379733e+00
2.048000000000000000e+03, 4.200957948688377463e+00, 6.304825146227705623e+00, 3.468678774359720940e+00, 8.554615832922652929e-01, 4.474720715576087748e+00, 2.737954782409591559e+00, 6.513695190592868833e+00, 4.493094920006337922e+00, 2.409367932487040420e+01, 2.661540468981580432e+01, 3.909123131925143380e+00, 9.628697595533601827e+00, 7.676142911716341999e+00, 1.095281571839163526e+01, 1.089461884581998241e+01, 5.816449579631927769e+00
2.049000000000000000e+03, 4.125853089957721487e+00, 6.366094357823763872e+00, 3.877886271258716100e+00, 8.505992454750136433e-01, 4.533236948572658243e+00, 2.656698080796865646e+00, 6.558054558115459010e+00, 4.541709482609685544e+00, 2.417404115173943069e+01, 2.666799077953139729e+01, 3.838020669148974662e+00, 9.612856588001285729e+00, 7.658708403543673882e+00, 1.101726896809867640e+01, 1.098887689807698820e+01, 5.946071291343344001e+00
2.050000000000000000e+03, 4.266038069293387913e+00, 6.432394659827271433e+00, 4.070165262836685116e+00, 8.488057111874939276e-01, 4.689948320880764854e+00, 2.690992311892126398e+00, 6.489970685654763649e+00, 4.544237684176909653e+00, 2.432003337916366803e+01, 2.684187757590022727e+01, 3.796353967430695420e+00, 9.576505639368336986e+00, 7.697765237389271320e+00, 1.099865559492305600e+01, 1.102800328796051943e+01, 6.053954423884480462e+00
2.051000000000000000e+03, 4.212414186190821752e+00, 6.437141718997994033e+00, 4.002175681621221059e+00, 8.070526796632830902e-01, 4.860733016357132286e+00, 2.754693145076985594e+00, 6.508436093277508938e+00, 4.513767700551654549e+00, 2.446678935809960365e+01, 2.701811118690673297e+01, 3.905858064619159187e+00, 9.640108471053695283e+00, 7.709832682036840801e+00, 1.093504946133242939e+01, 1.099998268028259218e+01, 6.095534621901996353e+00
2.052000000000000000e+03, 4.181783621852638966e+00, 6.391414799533234437e+00, 3.511456042583651183e+00, 8.073337022695433740e-01, 4.214081611645460690e+00, 2.663128051088244241e+00, 6.713074265463452761e+00, 4.497902540682483519e+00, 2.465575948934889894e+01, 2.741687962170708559e+01, 3.957363912243891946e+00, 9.618114237428761371e+00, 7.705009393825064556e+00, 1.098046437433697697e+01, 1.115271836167262798e+01, 6.291193397176450652e+00
2.053000000000000000e+03, 4.310611403965434185e+00, 6.617887067746861973e+00, 3.329324264974824032e+00, 7.861493850923894078e-01, 4.438182765659238527e+00, 2.560182856233472748e+00, 6.869519957842599389e+00, 4.556315436175766287e+00, 2.470715248283656962e+01, 2.769820012191622993e+01, 3.997863227478523296e+00, 9.581651365648664154e+00, 7.723106702621384656e+00, 1.107290813998908163e+01, 1.126491638061147960e+01, 6.361363544657613112e+00
2.054000000000000000e+03, 4.422695217904835552e+00, 6.783568946155090096e+00, 3.507616789175079131e+00, 8.103978411476390198e-01, 4.130819016012504896e+00, 2.767591139102555609e+00, 6.836559294650701446e+00, 4.663125274625619099e+00, 2.505462156885614533e+01, 2.792973323675740716e+01, 3.944677684007536822e+00, 9.636907571451972743e+00, 7.772943392035282173e+00, 1.109159934733700048e+01, 1.134471165979598339e+01, 6.565248162749527161e+00
2.055000000000000000e+03, 4.373362826773033341e+00, 6.791520089778558145e+00, 3.586034064930047727e+00, 8.067981596956956825e-01, 4.917192906440567945e+00, 2.797181185328522446e+00, 6.930374903207018988e+00, 4.692972642792334170e+00, 2.507683788814481218e+01, 2.789108445570980521e+01, 3.999897828354323170e+00, 9.796141648976410821e+00, 7.807807335085310996e+00, 1.112680339631656246e+01, 1.137343141238669908e+01, 6.816848221188926082e+00
2.056000000000000000e+03, 4.243704947029815600e+00, 6.736365514100278951e+00, 3.718860544689682968e+00, 7.832156758399183571e-01, 5.078599118570793713e+00, 2.916916460208453188e+00, 6.925078735878682501e+00, 4.675174775634922675e+00, 2.519817462609180936e+01, 2.785162182315986712e+01, 4.025888828423235033e+00, 9.844454026283836257e+00, 7.771983420935970166e+00, 1.126221894004826929e+01, 1.147947657648491315e+01, 6.903309578834036841e+00
2.057000000000000000e+03, 4.242352240290893306e+00, 6.866250200662027403e+00, 3.808958945324723011e+00, 7.882263374851392612e-01, 4.779701187248151406e+00, 2.950454437226111448e+00, 6.928169766769947557e+00, 4.613176568237218333e+00, 2.532806331709741343e+01, 2.784878068345464897e+01, 4.057818624781590167e+00, 9.821466488805979722e+00, 7.757419653627847467e+00, 1.147452494925887478e+01, 1.156075710259511347e+01, 6.989485870864854178e+00
2.058000000000000000e+03, 4.378455724454413556e+00, 6.862500590248419741e+00, 3.548703223922338612e+00, 7.835056969841016627e-01, 4.641787931882062068e+00, 2.808451123423136853e+00, 6.992889598191434963e+00, 4.786310348843523244e+00, 2.539024679636228043e+01, 2.813313307312523293e+01, 4.077068124979892794e+00, 9.786336478745967682e+00, 7.788578815193313964e+00, 1.126601763750958973e+01, 1.158102528837677703e+01, 7.109970728457300382e+00
2.059000000000000000e+03, 4.564923118285133974e+00, 6.715334300503511322e+00, 3.380877797381475425e+00, 7.866744733423022273e-01, 4.749577610274786643e+00, 2.847160626434529274e+00, 7.039648017914618805e+00, 4.859565147656994100e+00, 2.546932867861885441e+01, 2.836380655531871753e+01, 4.080941476266310097e+00, 9.786280010223572745e+00, 7.828004604585037995e+00, 1.137174708701176407e+01, 1.151727901268992760e+01, 6.977432450868535696e+00
2.060000000000000000e+03, 4.528383737193258263e+00, 6.805960523420113262e+00, 4.030617626928288288e+00, 7.868929696844997324e-01, 4.603097285950380702e+00, 2.895104126166523795e+00, 7.084370515058474815e+00, 4.843204319472755870e+00, 2.561551833766226238e+01, 2.848088874120924885e+01, 4.155693213692218002e+00, 9.767674038679324156e+00, 7.818526139112448092e+00, 1.147663015423415267e+01, 1.148875272602505326e+01, 6.834765933651617331e+00
2.061000000000000000e+03, 4.502379147437519435e+00, 6.857316437078228688e+00, 4.465445362099599080e+00, 7.980636044908845372e-01, 4.580067125936072792e+00, 2.980507878818750456e+00, 7.235157038847090050e+00, 4.873073364698533361e+00, 2.570903162457405955e+01, 2.865008653447284814e+01, 4.110971585495487801e+00, 9.795558311982521360e+00, 7.822093774052828685e+00, 1.143839126699909770e+01, 1.150755495423234542e+01, 6.988079928317731948e+00
2.062000000000000000e+03, 4.408894381026865261e+00, 6.961488591425878170e+00, 3.848005446768123061e+00, 7.898439782640104267e-01, 5.081573303983249801e+00, 3.089969934559930298e+00, 7.346558045797847214e+00, 5.000001569511803190e+00, 2.565435919007345333e+01, 2.874632970909174645e+01, 4.078781140026729979e+00, 9.779735337534058104e+00, 7.866078382535033775e+00, 1.149198599208368776e+01, 1.158560385374878088e+01, 7.201475185075382868e+00
2.063000000000000000e+03, 4.492564986267782778e+00, 7.081798388543843359e+00, 3.365885191195876036e+00, 7.904730787938991643e-01, 5.257080123741677546e+00, 3.006630540723093326e+00, 7.285100481327730471e+00, 5.073418596077726050e+00, 2.571954787101390849e+01, 2.883846335753713319e+01, 4.203008548935406097e+00, 9.807463201780754147e+00, 7.879881771379778854e+00, 1.158154268964153566e+01, 1.152817937400873660e+01, 7.296458551516417756e+00
2.064000000000000000e+03, 4.780632661183736865e+00, 7.162990061251949037e+00, 3.974570436197194301e+00, 7.756035925706866729e-01, 5.203769412414260387e+00, 3.151469027359650177e+00, 7.323169944893407113e+00, 5.025110288536738246e+00, 2.578320781554749885e+01, 2.866325918565974717e+01, 4.311595955540403757e+00, 9.928336080549286180e+00, 7.869867066288069424e+00, 1.158098124751257352e+01, 1.155064611495578752e+01, 7.335358551744912248e+00
2.065000000000000000e+03, 4.791703429796364766e+00, 7.273872198885637630e+00, 4.686959594991293443e+00, 7.580184947821120289e-01, 4.902362780245163698e+00, 3.133500752433759917e+00, 7.397919683068233887e+00, 4.973834218620281078e+00, 2.608485704777597647e+01, 2.889616436987016712e+01, 4.293447837812776058e+00, 9.979173076877840387e+00, 7.878824027037155453e+00, 1.183782481365840766e+01, 1.165834621013136818e+01, 7.513855815422976647e+00
2.066000000000000000e+03, 4.719787171426960803e+00, 7.318990066012493578e+00, 3.853336772740233229e+00, 7.734019559286984258e-01, 4.763247955307789105e+00, 3.072230352379766494e+00, 7.400317684826152487e+00, 4.923279754550826226e+00, 2.623983440745118401e+01, 2.921092264154578899e+01, 4.297370123175429768e+00, 9.968010367100948343e+00, 7.868830250283337158e+00, 1.168644393340019150e+01, 1.175763562849117250e+01, 7.702008983176236612e+00
2.067000000000000000e+03, 4.683807468490136294e+00, 7.281377397612295965e+00, 3.221052724235895504e+00, 7.700784232017365838e-01, 4.676730603320121027e+00, 3.063071001992265785e+00, 7.472116997577403552e+00, 5.016829960223007312e+00, 2.631633810755700864e+01, 2.949092646078152313e+01, 4.364955869296974988e+00, 9.964677011700235454e+00, 7.920363593325928875e+00, 1.169561936599476581e+01, 1.175058700235911679e+01, 7.714233278185830045e+00
2.068000000000000000e+03, 4.746279961330420960e+00, 7.361524235333464894e+00, 4.229343234667356732e+00, 7.591163712440235356e-01, 4.845731574548588050e+00, 3.223258262093144477e+00, 7.601874198568666863e+00, 5.040057938600450704e+00, 2.630215200388160213e+01, 2.946968894163534358e+01, 4.385826835094141174e+00, 1.004429025424983024e+01, 7.944342486995869201e+00, 1.179696642075596280e+01, 1.184679047223826487e+01, 7.692326996947929096e+00
2.069000000000000000e+03, 4.740482350901173092e+00, 7.415263707901328161e+00, 4.116643763803373268e+00, 7.507438577919147704e-01, 5.360386696341112867e+00, 3.133979371130390490e+00, 7.739975345277857244e+00, 5.093341625365664704e+00, 2.638128024246716308e+01, 2.933808585581914841e+01, 4.356346958603035446e+00, 1.012617722724917968e+01, 7.994994452777956617e+00, 1.183952636490270294e+01, 1.203535399418013974e+01, 7.833902957353028995e+00
2.070000000000000000e+03, 4.667482697864874908e+00, 7.450651070822466693e+00, 3.567611406672999141e+00, 7.479745486245157338e-01, 6.118158043553076020e+00, 3.131359701158986653e+00, 7.825088446873081693e+00, 5.143256705108125715e+00, 2.658162048834713076e+01, 2.942749472410320877e+01, 4.418958091364125096e+00, 1.032213183268874523e+01, 7.998984188341322188e+00, 1.203892408082713139e+01, 1.216240304031277120e+01, 8.003653477101446256e+00
2.071000000000000000e+03, 4.793373623626712821e+00, 7.570281125138322409e+00, 3.803658401417134183e+00, 7.667473744323722862e-01, 5.796164360693573769e+00, 3.272199909007595497e+00, 7.864617970826462745e+00, 5.119211920069287380e+00, 2.654604764994407873e+01, 2.949981270093428876e+01, 4.421759869260133868e+00, 1.035765933831097563e+01, 8.058371256988253961e+00, 1.203212473320934706e+01, 1.221153604312941887e+01, 8.061071244939885361e+00
2.072000000000000000e+03, 4.861887510020788561e+00, 7.686757031422169817e+00, 3.543533658380354723e+00, 7.572879291159511084e-01, 5.951235744474199230e+00, 3.254291684093294723e+00, 7.941900169673339782e+00, 5.131352810021784450e+00, 2.666173832586819969e+01, 2.975458989192125614e+01, 4.424832011843794710e+00, 1.030308659659315573e+01, 8.054493525795949793e+00, 1.214183679944971672e+01, 1.223208185813360060e+01, 8.141244484558489702e+00
2.073000000000000000e+03, 4.899436652605297482e+00, 7.741160941130234896e+00, 3.750494619212722203e+00, 7.526669795318833289e-01, 5.733324653144614480e+00, 3.247633191659647256e+00, 8.013045025430795221e+00, 5.186355338225972389e+00, 2.676185405595485989e+01, 2.998727864465439907e+01, 4.519866731895215040e+00, 1.028803323834167216e+01, 8.102348903805586033e+00, 1.233828295524007146e+01, 1.234311592897741150e+01, 8.271232883745765818e+00
2.074000000000000000e+03, 4.884814387624543564e+00, 7.771879493711074893e+00, 4.290682133506390272e+00, 7.638059628771801668e-01, 5.130550251076802404e+00, 3.182409434981149143e+00, 8.037363943608781369e+00, 5.287834604829130924e+00, 2.694963148368738715e+01, 3.013936842184031661e+01, 4.560588425492905884e+00, 1.023682048667829037e+01, 8.140887448414165561e+00, 1.233797371262635068e+01, 1.236963740215841412e+01, 8.347210065651392341e+00
2.075000000000000000e+03, 5.006160132149269693e+00, 7.757888286519894372e+00, 4.116911039346032197e+00, 7.722425663455593225e-01, 5.193788369475799804e+00, 3.188505389396129708e+00, 8.064080491731328237e+00, 5.327725341893621014e+00, 2.717526028726076603e+01, 3.016089609713072051e+01, 4.489211078744664185e+00, 1.026964876878299116e+01, 8.161574759294506265e+00, 1.234602448743440206e+01, 1.235522818068823625e+01, 8.389757771703171940e+00
2.076000000000000000e+03, 5.064009488171117290e+00, 7.836658229123250052e+00, 3.555262068389549945e+00, 7.976369239041216641e-01, 5.455855749646653763e+00, 3.300087764296670834e+00, 8.168670958589286712e+00, 5.304455231037965568e+00, 2.728405914750165451e+01, 3.024523009574673793e+01, 4.537675621724492458e+00, 1.034922516295974582e+01, 8.201084662824968063e+00, 1.238599207917902589e+01, 1.227362142091187458e+01, 8.523254093084693395e+00
