year, CanESM5, INM-CM4-8, EC-Earth3-Veg, CESM2-WACCM, CMCC-CM2-SR5, IPSL-CM6A-LR, NorESM2-LM, UKESM1-0-LL, INM-CM5-0, CNRM-ESM2-1, GFDL-ESM4, NorESM2-MM, TaiESM1, ACCESS-ESM1-5, MIROC-ES2L, MPI-ESM1-2-LR
2.048000000000000000e+03, 2.973128014063242404e+02, 2.960006585883288608e+02, 2.958742411839882607e+02, 2.983423033100237376e+02, 2.977948738589608979e+02, 2.950962164142820257e+02, 2.982492622011430399e+02, 2.990686818407062333e+02, 2.958396593340296477e+02, 2.952193703353526644e+02, 2.960632869161714211e+02, 2.977370606166398375e+02, 2.977371161081529181e+02, 2.975580253407698592e+02, 2.965885521116288146e+02, 2.957392133984010911e+02
2.049000000000000000e+03, 2.979498343768827340e+02, 2.959236463869169143e+02, 2.965112438948494855e+02, 2.987760349134135254e+02, 2.977234359965681278e+02, 2.951873566904105815e+02, 2.995343671735827797e+02, 2.990730023692999566e+02, 2.959404916343319201e+02, 2.959702038537510020e+02, 2.958634056821884428e+02, 2.977327802150384173e+02, 2.979459426420583554e+02, 2.974986807063710330e+02, 2.969480722939115367e+02, 2.964862200372163556e+02
2.050000000000000000e+03, 2.989169899879815944e+02, 2.956095623723637686e+02, 2.961999512991943675e+02, 2.985584910240634144e+02, 2.975474580597035015e+02, 2.958027143417910452e+02, 2.988914008604367041e+02, 2.989401446745266071e+02, 2.958590509063736249e+02, 2.961135770259375022e+02, 2.956917282477897970e+02, 2.974641128660329628e+02, 2.981714004664352728e+02, 2.971450523546082536e+02, 2.986047287256773188e+02, 2.957013926682623719e+02
2.051000000000000000e+03, 2.980129605482629813e+02, 2.958361681614784402e+02, 2.958779307579440569e+02, 2.990397142519787508e+02, 2.977157788335443342e+02, 2.953537557983949000e+02, 2.984366042268424053e+02, 2.989976778691871004e+02, 2.957447977785231501e+02, 2.964198236287846271e+02, 2.958488364711386112e+02, 2.979429980267019573e+02, 2.972924156005816485e+02, 2.972864188462405082e+02, 2.981420679220004786e+02, 2.958642307390117026e+02
2.052000000000000000e+03, 2.973331700608531492e+02, 2.955787998241410151e+02, 2.966057357105869414e+02, 2.991761959107649318e+02, 2.983470628174463855e+02, 2.958734244529608191e+02, 2.981514637449326415e+02, 2.992315800924263840e+02, 2.958360347800315253e+02, 2.960687240851846695e+02, 2.958726795806192627e+02, 2.983856159693683594e+02, 2.982558024738460745e+02, 2.976045334960122091e+02, 2.973690243766255890e+02, 2.963396004581238117e+02
2.053000000000000000e+03, 2.981846128506448395e+02, 2.955059309816867881e+02, 2.963024194246115712e+02, 2.983215328858117914e+02, 2.989445600829694740e+02, 2.959007175731110806e+02, 2.984499785449357319e+02, 2.995467841254678660e+02, 2.957775146291911597e+02, 2.960939534025345097e+02, 2.961781336884263283e+02, 2.981853433768320087e+02, 2.984791604345255678e+02, 2.976145678740494986e+02, 2.978583871253553070e+02, 2.959201056863234385e+02
2.054000000000000000e+03, 2.984697941783638271e+02, 2.955304339647056509e+02, 2.953935367816494022e+02, 2.977120886091702232e+02, 2.991286230269413409e+02, 2.952507844785100133e+02, 2.984985915360451827e+02, 2.992477229289450520e+02, 2.956654069454333467e+02, 2.963033085042315520e+02, 2.955900054477661456e+02, 2.978383168960699550e+02, 2.986077026748429262e+02, 2.970512305770552075e+02, 2.977695099574596043e+02, 2.955303684683239567e+02
2.055000000000000000e+03, 2.980178475580536315e+02, 2.958751628368081583e+02, 2.961318183954884375e+02, 2.989966508284211386e+02, 2.980212882314884837e+02, 2.964208690486322553e+02, 2.984366080420192588e+02, 2.991673043797927107e+02, 2.960046627064029394e+02, 2.958858067964399083e+02, 2.954489705424585395e+02, 2.976645876160132502e+02, 2.980892029534243761e+02, 2.970485739468624047e+02, 2.986897870387617786e+02, 2.961862128736908062e+02
2.056000000000000000e+03, 2.985491998744028592e+02, 2.961401850072199409e+02, 2.961835716238585405e+02, 2.984753986365857372e+02, 2.978468008370609255e+02, 2.956161628713315963e+02, 2.981760217995025073e+02, 2.992966020341789317e+02, 2.961222682103843340e+02, 2.954910596155079361e+02, 2.964838632801171912e+02, 2.983311469205551134e+02, 2.982820772154920519e+02, 2.975170237044638384e+02, 2.983482660222167056e+02, 2.969630265360790418e+02
2.057000000000000000e+03, 2.984993631006360033e+02, 2.963691518342417908e+02, 2.960563049417884258e+02, 2.987996612136883527e+02, 2.981980056256401213e+02, 2.954319837524985246e+02, 2.987923461480659171e+02, 2.994305485335632966e+02, 2.959019296463335422e+02, 2.955639590199144209e+02, 2.968139741120758117e+02, 2.987106488303920742e+02, 2.981327860741635618e+02, 2.978081448908130255e+02, 2.979280067777738168e+02, 2.965986447438651794e+02
2.058000000000000000e+03, 2.989260904718995562e+02, 2.957118155116343701e+02, 2.962399713679154729e+02, 2.992142918643014013e+02, 2.986611773285864615e+02, 2.960217956784381954e+02, 2.988940571401684565e+02, 2.997538606727205206e+02, 2.959268950627349000e+02, 2.965460513325430725e+02, 2.962578495794854234e+02, 2.985042708974182233e+02, 2.986348653460698301e+02, 2.976008065320737046e+02, 2.979642326391405618e+02, 2.958321972616900553e+02
2.059000000000000000e+03, 2.988815964691956424e+02, 2.958933743417979372e+02, 2.969752426937010341e+02, 2.997926256714328019e+02, 2.981817069844188381e+02, 2.958834465916751810e+02, 2.987190801656478243e+02, 2.993964497525530533e+02, 2.957043107868749416e+02, 2.961533744620563766e+02, 2.961001251520215760e+02, 2.975657986649869713e+02, 2.988113834101731641e+02, 2.978222344107332447e+02, 2.987603625627933752e+02, 2.961042392846842972e+02
2.060000000000000000e+03, 2.990675509228363467e+02, 2.959550630583159432e+02, 2.967083652388591304e+02, 2.987165644430475595e+02, 2.986394844717225965e+02, 2.955303631539521803e+02, 2.984265767105401892e+02, 2.995931471658384453e+02, 2.962230875451589327e+02, 2.962517835989230548e+02, 2.967450370915386770e+02, 2.985099110553195487e+02, 2.983781624234787273e+02, 2.974703193975933573e+02, 2.984473135227576108e+02, 2.963941660094158124e+02
2.061000000000000000e+03, 2.983994343980386930e+02, 2.961929643221428137e+02, 2.965459428808977123e+02, 2.997061012794240469e+02, 2.989289739468687799e+02, 2.956918134317148201e+02, 2.990161749584817699e+02, 2.997916191974878757e+02, 2.962888259585694186e+02, 2.966831464042662105e+02, 2.965745152153952517e+02, 2.983660808605141028e+02, 2.980832416425942597e+02, 2.979302356590259251e+02, 2.972486408337617831e+02, 2.970421188456264190e+02
2.062000000000000000e+03, 2.994852088304205040e+02, 2.960388193637003837e+02, 2.964637743426793008e+02, 2.991105984628966894e+02, 2.986044126472108360e+02, 2.961006641141740943e+02, 2.992752051193908756e+02, 3.000457290902300542e+02, 2.961797097598614528e+02, 2.966577629016301216e+02, 2.965018989326352994e+02, 2.977798789629061957e+02, 2.991525221553566212e+02, 2.984184334557621128e+02, 2.976931739047246879e+02, 2.973666735345600500e+02
2.063000000000000000e+03, 2.995165010577641738e+02, 2.964048756510534872e+02, 2.968828983109142428e+02, 2.992686885673871870e+02, 2.981988387874620798e+02, 2.961026390111082378e+02, 2.985742190950609256e+02, 2.997554582255238529e+02, 2.963726406844409098e+02, 2.960476536048749381e+02, 2.967504530320202321e+02, 2.973858442265500912e+02, 2.993234509159202617e+02, 2.973811199458467058e+02, 2.987898560078156152e+02, 2.964327423940002859e+02
2.064000000000000000e+03, 2.990296892574353933e+02, 2.965043826291077380e+02, 2.966228021145412868e+02, 2.988495208458134016e+02, 2.982670178802512737e+02, 2.956699837848580614e+02, 2.981612172725997425e+02, 2.999774327371461027e+02, 2.961098392943602562e+02, 2.966869535224245169e+02, 2.969996176704200366e+02, 2.983697220214967274e+02, 2.988608041749303652e+02, 2.978015870116578299e+02, 2.982145574843830218e+02, 2.959193060869286569e+02
2.065000000000000000e+03, 2.994074882027443891e+02, 2.957447499804313225e+02, 2.967874400400141326e+02, 2.993289148133728190e+02, 2.988041233153327312e+02, 2.958010422670205344e+02, 2.990181220896966465e+02, 3.000949957685008371e+02, 2.961671271164680661e+02, 2.960675216395245570e+02, 2.965859030242768313e+02, 2.993566346259263469e+02, 2.979489051565891486e+02, 2.977622643029140477e+02, 2.976255570812355700e+02, 2.959559255988804125e+02
2.066000000000000000e+03, 2.993524871902164932e+02, 2.960863617353552399e+02, 2.971078577149045259e+02, 3.000643939910028166e+02, 2.993048222797631297e+02, 2.965879962551684912e+02, 2.989106635735951727e+02, 3.002395432788769085e+02, 2.962547004880431132e+02, 2.965669084562092053e+02, 2.963675546934999829e+02, 2.984850576404477351e+02, 2.994289663911669663e+02, 2.982631640172773473e+02, 2.980720242417206691e+02, 2.969971720539354010e+02
2.067000000000000000e+03, 2.996392588232782259e+02, 2.960440223320977680e+02, 2.970963689573792976e+02, 2.997902430569307057e+02, 2.990576762585159258e+02, 2.967202565635186602e+02, 2.992289817520317001e+02, 3.001820148803706161e+02, 2.961271037144692855e+02, 2.970910660343419636e+02, 2.964994658833012409e+02, 2.986767850011052587e+02, 2.996731100643129366e+02, 2.981949306352895519e+02, 2.992738128705487384e+02, 2.970209226833911771e+02
2.068000000000000000e+03, 2.999042534435629364e+02, 2.969018485656283701e+02, 2.972341637564182975e+02, 2.993780611568476502e+02, 2.989728667004484919e+02, 2.958712130271071601e+02, 2.992676836589002960e+02, 2.999856162751144666e+02, 2.962455080414673603e+02, 2.967614705880128554e+02, 2.969050962206009672e+02, 2.986469821719012430e+02, 2.986723407275450199e+02, 2.980059682329004431e+02, 2.980538447301881888e+02, 2.966781128219890320e+02
2.069000000000000000e+03, 2.994458457592379546e+02, 2.965579870396706497e+02, 2.967066216078154639e+02, 2.998610809467771787e+02, 2.990240123435127089e+02, 2.965317982059867177e+02, 2.991440841396266705e+02, 3.005951189539447910e+02, 2.962194426061649324e+02, 2.968054521078064454e+02, 2.972779517717032718e+02, 2.985244404166172103e+02, 2.988622921663256307e+02, 2.975614965387921984e+02, 2.979529705589821447e+02, 2.973907617505227563e+02
2.070000000000000000e+03, 2.994198169303841723e+02, 2.963325728469445721e+02, 2.970074785558203985e+02, 2.995675317809364628e+02, 2.980617399210566418e+02, 2.961212254903434200e+02, 2.991652158709947003e+02, 3.001732639720266889e+02, 2.966042341253884160e+02, 2.962732372207325398e+02, 2.966640781358192385e+02, 2.984913714826824958e+02, 2.993244699630687364e+02, 2.977368146580285497e+02, 2.981902935045461049e+02, 2.972060394308802529e+02
2.071000000000000000e+03, 2.994999569876181340e+02, 2.969277156011173133e+02, 2.969934462590695148e+02, 2.994134314285307141e+02, 2.980870526619699490e+02, 2.959275122798417215e+02, 2.996708037882794997e+02, 2.999149219203563916e+02, 2.966596100729530576e+02, 2.965684853751952232e+02, 2.959194996844910861e+02, 2.991288274209949805e+02, 2.999255255929816144e+02, 2.984995881955557024e+02, 2.994104147129098124e+02, 2.971615439895382451e+02
2.072000000000000000e+03, 2.995680513989490237e+02, 2.964483652777320231e+02, 2.974272816900208909e+02, 2.991891580172257363e+02, 2.979999978412557766e+02, 2.967361002640300285e+02, 2.997559982707377912e+02, 3.006307203984865168e+02, 2.962831501901750357e+02, 2.962172478943441547e+02, 2.969604581794558271e+02, 2.988795225034306782e+02, 2.993017776774071876e+02, 2.981009120245515192e+02, 2.987436534054965023e+02, 2.967504845676758123e+02
2.073000000000000000e+03, 2.999838442484241909e+02, 2.967088372966986185e+02, 2.974297045607560221e+02, 2.998603914318600232e+02, 2.982978531055878761e+02, 2.968596503035496426e+02, 2.995188358210515958e+02, 3.008557059876262088e+02, 2.967313327882266663e+02, 2.964948471550296745e+02, 2.975119699818605454e+02, 2.988507665475311796e+02, 2.995488110339466630e+02, 2.988988846274787647e+02, 2.982545027580179635e+02, 2.970561289681091921e+02
2.074000000000000000e+03, 3.003178957486659328e+02, 2.966265435486420188e+02, 2.971955021602194620e+02, 2.998362494054971989e+02, 2.991047582356786165e+02, 2.969772622124125405e+02, 2.991896973515828790e+02, 3.002295703308483326e+02, 2.964860029399827113e+02, 2.962352081056475299e+02, 2.972516515216815378e+02, 2.987664013693191691e+02, 2.987423736105109811e+02, 2.987862460998712777e+02, 2.987269062691550516e+02, 2.976675098450108976e+02
2.075000000000000000e+03, 3.000852224047849290e+02, 2.969467949706444756e+02, 2.976725061517187783e+02, 3.003046338937497808e+02, 2.989876245116690825e+02, 2.966969041548756536e+02, 2.999078311806449051e+02, 3.004058391500674361e+02, 2.962063208165815240e+02, 2.968561830634803300e+02, 2.966796389000191425e+02, 2.991178462201023649e+02, 2.991760118026547843e+02, 2.980847513359280470e+02, 2.983457589291534191e+02, 2.972623096356035717e+02
2.076000000000000000e+03, 2.996660998808993099e+02, 2.965454281851067435e+02, 2.979513307926150105e+02, 2.998171653907183440e+02, 2.992079588550031417e+02, 2.968566077885155892e+02, 2.992911678908994872e+02, 3.005718485200218879e+02, 2.965631862910707923e+02, 2.970485765639841702e+02, 2.966892271737721103e+02, 2.994963038798215393e+02, 2.994394194750767610e+02, 2.984072875464375443e+02, 2.993177173442354615e+02, 2.974145523505027313e+02
