year, NorESM2-MM, IPSL-CM6A-LR, MIROC-ES2L, CMCC-CM2-SR5, NorESM2-LM, CESM2-WACCM, EC-Earth3-Veg, CNRM-ESM2-1, UKESM1-0-LL, ACCESS-ESM1-5, TaiESM1, MPI-ESM1-2-LR, CanESM5
2.089000000000000000e+03, 1.637485245190489280e+01, 1.096232966112726004e+01, 1.659949139712959010e+01, 4.690360595769278262e+01, 1.647770379631251103e+01, 1.705812722978409113e+01, 2.694657342912325859e+01, 3.929914064187153144e+01, 3.300563104023548533e+01, 1.405142628761064394e+01, 1.413426913691955100e+01, 1.565024771210069865e+01, 2.362136344083913997e+01
2.090000000000000000e+03, 1.639810302280660537e+01, 1.095178670398522591e+01, 1.658901360702739680e+01, 4.715938091761955064e+01, 1.647558211461567268e+01, 1.706070683927085341e+01, 2.695653402146686517e+01, 3.928969689547648159e+01, 3.289159821590664734e+01, 1.406321887974030815e+01, 1.423093927176217122e+01, 1.565499827424670798e+01, 2.366978824357566324e+01
2.091000000000000000e+03, 1.641833796869644146e+01, 1.093293546859908716e+01, 1.660484212895298128e+01, 4.726331807805897256e+01, 1.648337903689144568e+01, 1.710080412783211656e+01, 2.697244197856575809e+01, 3.923474268764756090e+01, 3.280022326072246841e+01, 1.411142592112133798e+01, 1.426980543791018086e+01, 1.568407736611201386e+01, 2.369968950076314940e+01
2.092000000000000000e+03, 1.643845338664308997e+01, 1.094100002403807004e+01, 1.662802505468352265e+01, 4.735622220174151664e+01, 1.652017959985384010e+01, 1.710227586774120212e+01, 2.698652826846299035e+01, 3.919006713716195378e+01, 3.280784214478031657e+01, 1.417242139948136526e+01, 1.425439707041033088e+01, 1.568678510821644956e+01, 2.372944203028075094e+01
2.093000000000000000e+03, 1.643628980078804247e+01, 1.095207851983684222e+01, 1.664460826751371059e+01, 4.742518207974757161e+01, 1.657439487030499947e+01, 1.711826492848093295e+01, 2.698893910784023831e+01, 3.909947707967417330e+01, 3.280495238968364902e+01, 1.420758200658021764e+01, 1.422853429726001906e+01, 1.568218063944109453e+01, 2.374680622882264913e+01
2.094000000000000000e+03, 1.644755973620526035e+01, 1.094566214104007074e+01, 1.666239036699985476e+01, 4.741071958633246908e+01, 1.656881360930703906e+01, 1.715177382146716312e+01, 2.698381551993742278e+01, 3.905649154525301725e+01, 3.281304816948562575e+01, 1.422569708563233526e+01, 1.420731278311113677e+01, 1.572675403602101518e+01, 2.379360608430628332e+01
2.095000000000000000e+03, 1.648853177873676046e+01, 1.095593037786753854e+01, 1.666854966362617674e+01, 4.747148505819290421e+01, 1.654730881990805003e+01, 1.719547981091552913e+01, 2.697492736643570410e+01, 3.903408186107390065e+01, 3.279629011166208841e+01, 1.423498830791776193e+01, 1.431171957615915247e+01, 1.579440419937501794e+01, 2.385628753118087886e+01
2.096000000000000000e+03, 1.648763913242662227e+01, 1.096235768270924993e+01, 1.667466363111329741e+01, 4.767536074887868836e+01, 1.656235017004259902e+01, 1.725196596005972793e+01, 2.698506197001580276e+01, 3.900332717744127820e+01, 3.288623208036492684e+01, 1.425135977121251152e+01, 1.435835572132715932e+01, 1.585634989651300764e+01, 2.391720249257683406e+01
2.097000000000000000e+03, 1.648108227253091940e+01, 1.098291542648669505e+01, 1.664852656637289741e+01, 4.779146568664804562e+01, 1.660036182083029033e+01, 1.725878597289987226e+01, 2.699583582632353540e+01, 3.896073694075481342e+01, 3.285542842685718767e+01, 1.424452800612376713e+01, 1.435248000332767582e+01, 1.583984117797898783e+01, 2.392351253173593406e+01
2.098000000000000000e+03, 1.650887686976992796e+01, 1.098962742724064690e+01, 1.661240525819095026e+01, 4.788844106136660628e+01, 1.660060497727986117e+01, 1.728226021353363251e+01, 2.698786754344038741e+01, 3.890868844680372263e+01, 3.286628043719181846e+01, 1.421182894444063294e+01, 1.434106395226621089e+01, 1.583638712699685946e+01, 2.393877212696397550e+01
2.099000000000000000e+03, 1.657398705545135442e+01, 1.098574843019696878e+01, 1.664777297660966937e+01, 4.798935891155839073e+01, 1.660227032949244474e+01, 1.727907367231721381e+01, 2.697746927061575661e+01, 3.888308452497110324e+01, 3.287040886834635245e+01, 1.420427581426454111e+01, 1.437894516754228214e+01, 1.585705595641150367e+01, 2.398643150818741532e+01
2.100000000000000000e+03, 1.658317092674746007e+01, 1.098416770751470573e+01, 1.670888268367166418e+01, 4.812348112993740301e+01, 1.665058106763198964e+01, 1.729195825956755073e+01, 2.696416713220725114e+01, 3.880959967218086604e+01, 3.276909285021105234e+01, 1.418185576480922983e+01, 1.439690002066267205e+01, 1.583221785053714115e+01, 2.404983739883033778e+01
