year, CESM2-WACCM, CanESM5, UKESM1-0-LL, MPI-ESM1-2-LR, EC-Earth3-Veg, INM-CM4-8, TaiESM1, GFDL-ESM4, NorESM2-LM, INM-CM5-0, CMCC-CM2-SR5, CNRM-ESM2-1, ACCESS-ESM1-5, IPSL-CM6A-LR, NorESM2-MM, MIROC-ES2L
2.047000000000000000e+03, 3.593355773400400466e+00, 2.327809958470591578e+00, 2.190073163331379913e+00, 2.377014092658557232e+00, 2.628722767628070667e+00, 3.288228634122313920e+00, 3.575669004539009599e+00, 2.114817046980158377e+00, 2.859366843461990104e+00, 3.186470511219969382e+00, 4.059576513243046136e+00, 3.057213606911903359e+00, 2.597906243272020355e+00, 2.703789304158567663e+00, 3.229892502993239489e+00, 3.371001569516395957e+00
2.048000000000000000e+03, 3.016328556641583614e+00, 2.143184657607814625e+00, 1.796419466157968214e+00, 2.117245788700274023e+00, 2.413779013203379176e+00, 3.340724185180330874e+00, 3.822402527849551035e+00, 2.012921781286027390e+00, 2.217274699664255166e+00, 3.491448069432276924e+00, 3.712341483417934462e+00, 3.016153541561616080e+00, 2.295838678683117973e+00, 2.627731525250503353e+00, 3.350648472520812771e+00, 3.253243842726225132e+00
2.049000000000000000e+03, 3.642403081743875948e+00, 1.251848736300882114e+00, 2.289314333518629674e+00, 2.065368335296460245e+00, 2.129457599455896855e+00, 3.365763549402737365e+00, 4.169130005679076767e+00, 2.356260400963877899e+00, 1.646522568755513838e+00, 3.157095726314976147e+00, 3.645305308229125352e+00, 2.812085426922763975e+00, 2.464216166585202927e+00, 2.280194879622020387e+00, 2.848215104152079125e+00, 3.285298980242643108e+00
2.050000000000000000e+03, 3.159493527614024799e+00, 1.607694115832211779e+00, 2.438228606811267962e+00, 2.579458222313861349e+00, 2.359379966338129631e+00, 3.781414148449517842e+00, 3.984711220762524597e+00, 2.298270500156084584e+00, 2.651680077817156533e+00, 3.211672620756566676e+00, 3.767437634530831581e+00, 2.847198736198286007e+00, 2.727795331700956449e+00, 2.581065469918240041e+00, 2.585279546939413198e+00, 2.833075151908995171e+00
2.051000000000000000e+03, 2.342716391442331680e+00, 2.451027004139765708e+00, 2.170491093406897498e+00, 2.058110917581348787e+00, 2.454641582314853743e+00, 4.068176545198870286e+00, 3.820371670876134385e+00, 2.242730107003141793e+00, 2.236840775606873777e+00, 3.314212767786794078e+00, 3.517274401114937721e+00, 2.688899404089513112e+00, 2.376509470472074170e+00, 2.692682163548319352e+00, 2.572029530847434575e+00, 3.148863696566843728e+00
2.052000000000000000e+03, 4.371463999283220936e+00, 2.329777244450473184e+00, 2.010856073372208286e+00, 2.314096250955841150e+00, 2.114332753066217485e+00, 4.037308053682238551e+00, 3.345884077917680166e+00, 2.145474365151422980e+00, 2.728652027778647238e+00, 3.256037136668997523e+00, 3.175377508658296044e+00, 2.600365740520509839e+00, 2.595828274632271171e+00, 2.195883005496470197e+00, 2.425524341011854990e+00, 3.276094565243614642e+00
2.053000000000000000e+03, 4.220727622675397583e+00, 1.284060427553442851e+00, 2.624678720700692303e+00, 2.441835083299348064e+00, 3.036202972933836008e+00, 4.272500843996852815e+00, 3.425927238841696809e+00, 2.094386544370120173e+00, 1.887167531154720468e+00, 3.542052520249324044e+00, 3.606934390489374920e+00, 2.795342556099186915e+00, 2.530682264777769142e+00, 2.871558094035182140e+00, 3.223880952918474652e+00, 2.837333709735838649e+00
2.054000000000000000e+03, 3.680791451736971087e+00, 2.065076209059441226e+00, 2.315016482899692640e+00, 2.404802870558867767e+00, 2.701585566803806682e+00, 3.979164304940711272e+00, 3.810521908176970562e+00, 2.775813097475281932e+00, 2.717055760026273692e+00, 3.080165878929955969e+00, 3.565228153493842367e+00, 2.640911909112680256e+00, 2.720445779892126215e+00, 2.709299455785723953e+00, 2.969145967784062812e+00, 3.136981320937991757e+00
2.055000000000000000e+03, 2.908768145717913534e+00, 1.779605633255077812e+00, 2.380167449101540988e+00, 1.930171890967047332e+00, 2.356874198057960168e+00, 3.620771232885500623e+00, 3.823169351319548159e+00, 2.385948200628057236e+00, 2.254795967451095784e+00, 3.466785023922354103e+00, 4.186954526320370462e+00, 3.148746188656631695e+00, 2.389584514689393924e+00, 2.586567261423215580e+00, 2.782787539920907882e+00, 3.219064147766251605e+00
2.056000000000000000e+03, 4.001817357162321898e+00, 1.329126687544568863e+00, 2.010306349041022678e+00, 2.034750984319150025e+00, 2.690129617541261009e+00, 3.353838702664400984e+00, 3.572159550185660670e+00, 1.961886063215620757e+00, 3.042792439103006785e+00, 3.388769290371518750e+00, 4.188795225622531149e+00, 3.231205893438814147e+00, 2.386043980806628273e+00, 3.274249683243410924e+00, 2.352217587107555019e+00, 3.247021072758507820e+00
2.057000000000000000e+03, 3.093616395154944243e+00, 2.040279164197746908e+00, 2.003011902858196969e+00, 2.227251843304518086e+00, 2.621601112606631201e+00, 3.725371339864252729e+00, 3.858317690277397904e+00, 2.289500226968932406e+00, 2.099544957798415989e+00, 3.279192800744449077e+00, 3.821567070165489799e+00, 2.937211998964941007e+00, 2.611324444042390613e+00, 2.486594431384036241e+00, 3.673289203619409360e+00, 3.055019634848820775e+00
2.058000000000000000e+03, 2.210388796027828118e+00, 1.709332307806783691e+00, 2.561199103551772271e+00, 2.517462015800026265e+00, 2.211634046569304068e+00, 3.934961191793437507e+00, 3.643545011897742825e+00, 2.337535026019080142e+00, 2.307390173712728920e+00, 3.333493268899242246e+00, 3.994321950229684948e+00, 2.917198794032874520e+00, 2.805512948583650967e+00, 2.521736462618600072e+00, 3.784947227721066287e+00, 3.063633194047061359e+00
2.059000000000000000e+03, 2.798765847085926683e+00, 1.826753663486158086e+00, 2.130887448967936137e+00, 2.260040627895651522e+00, 2.278512827681641095e+00, 3.863636494116037490e+00, 4.149785583779447506e+00, 2.468227150942452486e+00, 2.803431139441710851e+00, 3.323907436218900280e+00, 3.567076318894299991e+00, 2.974936625157155845e+00, 2.303932497904512378e+00, 2.684419035417811017e+00, 3.049584076470148730e+00, 3.215008094640409819e+00
2.060000000000000000e+03, 2.663772012589989746e+00, 1.837644735002409213e+00, 2.099867789469323842e+00, 2.372841849262552483e+00, 2.424180030636983396e+00, 4.071527256279429352e+00, 4.459777953387623839e+00, 2.157444850447119755e+00, 2.123013938357870778e+00, 3.426581737389430948e+00, 3.243750508382661657e+00, 3.198621225395900769e+00, 2.806339556409775948e+00, 2.475330296573487576e+00, 2.509786687041624997e+00, 3.339653375775827548e+00
2.061000000000000000e+03, 2.840421904171888556e+00, 2.532061206856871749e+00, 2.520327175526465346e+00, 1.965594759705468375e+00, 2.541575323408608256e+00, 3.904672001809502913e+00, 3.528291704658019778e+00, 2.218751537833866472e+00, 1.812924622225011939e+00, 3.182247335235479646e+00, 3.875300780677761292e+00, 2.931964075672040870e+00, 2.625206958850422989e+00, 3.075174607155126250e+00, 3.705826695361716716e+00, 3.402998835659855725e+00
2.062000000000000000e+03, 3.169054892867359641e+00, 1.078859857987133797e+00, 2.407385566857463743e+00, 2.121688790974983974e+00, 2.318725200760445304e+00, 3.934745026369940391e+00, 3.396388725499248196e+00, 2.181039933408004838e+00, 2.527096316322714031e+00, 3.168840872983307300e+00, 3.957406688120995941e+00, 2.726959206529237179e+00, 2.413482940026488777e+00, 2.712801873929686192e+00, 4.040370940645177988e+00, 3.134005754677883893e+00
2.063000000000000000e+03, 3.110204027710417929e+00, 1.712988961423550505e+00, 2.249062291178332451e+00, 2.690022255464078249e+00, 2.402034607643288577e+00, 3.581675859758255420e+00, 4.425716736654118577e+00, 2.371870066213649153e+00, 3.038771178356725056e+00, 2.944251913070774940e+00, 4.357307469930018051e+00, 2.957570080660221645e+00, 2.800150101990643403e+00, 3.239550144568691614e+00, 2.945200149961101133e+00, 3.106995858155159329e+00
2.064000000000000000e+03, 3.449939875962682478e+00, 2.064469456205608289e+00, 2.201783078905329205e+00, 2.462685530440542614e+00, 2.718074210710544669e+00, 3.660142989091840882e+00, 4.144615494616787466e+00, 1.859976805173945591e+00, 2.427802318677498850e+00, 3.468357925648081874e+00, 3.831605572278972360e+00, 3.191573536326879346e+00, 2.819812365736519055e+00, 2.954642652142876802e+00, 2.710645869336866909e+00, 3.076986508489858885e+00
2.065000000000000000e+03, 3.108763265389851149e+00, 1.447424035004842846e+00, 2.091458801590027505e+00, 2.561765916012328503e+00, 2.386709041880783477e+00, 4.171524036041429184e+00, 4.322375771596827398e+00, 2.405736989325600206e+00, 2.074130581537049434e+00, 3.579939208659864924e+00, 3.590415389251861988e+00, 2.726452026605351797e+00, 2.477857570207109728e+00, 2.618892390167163242e+00, 2.222533302701693803e+00, 3.239741599075547374e+00
2.066000000000000000e+03, 2.758534182795044920e+00, 1.610418891283809550e+00, 2.294439667396918292e+00, 2.220508960722495484e+00, 2.430441195359961615e+00, 4.205588156389800325e+00, 3.311242047096123908e+00, 2.582661595975825897e+00, 2.645235331660027889e+00, 3.132309906571146385e+00, 3.194396895519998836e+00, 2.842340589241789672e+00, 2.339302406847031168e+00, 2.752735740247600926e+00, 2.953768727247509496e+00, 3.077462051570162949e+00
2.067000000000000000e+03, 3.376414012124484110e+00, 2.512916253348155937e+00, 2.308613757224126317e+00, 2.117314579915962280e+00, 2.445405945984958862e+00, 4.047906950837252715e+00, 4.399708097667466511e+00, 2.389357129148496295e+00, 2.657308539914665868e+00, 3.259284188486081923e+00, 3.253867379921177250e+00, 2.828400481840506853e+00, 2.933934183136591045e+00, 2.753740481119298700e+00, 2.530328765651896017e+00, 3.251178441449473322e+00
2.068000000000000000e+03, 2.893529522573642154e+00, 2.382896732596614164e+00, 2.834319679348850318e+00, 2.233115976338956088e+00, 2.983756728153940330e+00, 2.883389290634728042e+00, 3.934359560444545600e+00, 2.096114044596292914e+00, 1.937410635714359008e+00, 3.301554838012448645e+00, 3.755860644476779253e+00, 3.053647826348695027e+00, 2.813740409277362353e+00, 2.769047106069050468e+00, 3.206734316594876955e+00, 3.650317848127174081e+00
2.069000000000000000e+03, 2.959360481862571390e+00, 2.121660795118339493e+00, 2.310861094432283824e+00, 2.011812077874747029e+00, 2.573234363165327387e+00, 3.625711479318840080e+00, 3.236185210743472762e+00, 2.173481471529298936e+00, 2.217492933111210096e+00, 3.454341941418319184e+00, 4.535054297944127732e+00, 3.097715934456131137e+00, 3.307104330062700104e+00, 3.065808864246650334e+00, 2.940588452144159870e+00, 3.287176325582526815e+00
2.070000000000000000e+03, 3.272925782468802058e+00, 1.812200237571555350e+00, 2.870613626669022977e+00, 2.314917379556679755e+00, 2.290583905603254422e+00, 3.659087867660945292e+00, 4.078599954123333760e+00, 2.378845513502017894e+00, 2.375356217137155834e+00, 3.286466132162307652e+00, 4.332602452447136265e+00, 3.222657430080513308e+00, 2.663491274263221964e+00, 2.654388525734916460e+00, 3.129323206622551812e+00, 3.311630080073846294e+00
2.071000000000000000e+03, 3.565769170779334640e+00, 2.135339392980618811e+00, 2.547501414181911894e+00, 2.374393287183294898e+00, 2.668324848001285332e+00, 3.723718500236652851e+00, 3.566785714153022369e+00, 2.670158780379467522e+00, 1.707572058820843841e+00, 3.239994877971917653e+00, 4.774979057366053325e+00, 2.833559143905194144e+00, 2.479732654418996596e+00, 3.075714354213208601e+00, 2.057305481623148857e+00, 3.251101883318818331e+00
2.072000000000000000e+03, 3.087318245304252251e+00, 1.854952662225491711e+00, 2.369250534261654551e+00, 2.383915388213841968e+00, 2.568251167254098632e+00, 4.212330803571518345e+00, 3.428028937074265592e+00, 2.154519295910013010e+00, 2.795967582728725365e+00, 3.085028969243886809e+00, 4.772239457487640557e+00, 3.333390022637834349e+00, 2.611933316584336140e+00, 2.922532256183708821e+00, 2.789885274798725501e+00, 3.574715404032291044e+00
2.073000000000000000e+03, 3.294871540453375935e+00, 1.409887074729516465e+00, 3.111704043490020499e+00, 2.048274212950583095e+00, 2.854300358788667946e+00, 3.865633986071279615e+00, 4.145498771187300591e+00, 2.090718366465528000e+00, 2.837292773293938808e+00, 3.478040037276263874e+00, 4.012598832304099972e+00, 3.127831075247457626e+00, 2.389988860899912915e+00, 2.698368516289456398e+00, 3.014468461708469160e+00, 3.275357303257886432e+00
2.074000000000000000e+03, 2.924417064569519997e+00, 1.894787758759671759e+00, 2.509133015803354905e+00, 2.223455730072536163e+00, 2.597102279695483684e+00, 3.862794265228151058e+00, 4.095697940296173734e+00, 2.243815207914072740e+00, 2.360637581284284803e+00, 3.411169421665753987e+00, 3.313622359441826593e+00, 3.060995264106071811e+00, 2.750399155875212109e+00, 2.676712967131173571e+00, 2.802108466600631953e+00, 3.238371843238735615e+00
2.075000000000000000e+03, 3.544083389169382148e+00, 2.247586059655996671e+00, 2.555076019263719633e+00, 2.408153174383762529e+00, 2.517798717858911406e+00, 3.608280674246552966e+00, 3.579547840940372705e+00, 2.478720828109274521e+00, 1.764859437860878177e+00, 3.227041561335148856e+00, 4.165103577951999370e+00, 3.641736798307812162e+00, 2.856440667774408748e+00, 2.894212304536895264e+00, 2.703108557521795685e+00, 3.190081786670289965e+00
2.076000000000000000e+03, 2.953112996583759475e+00, 1.899441008333988989e+00, 2.738223804169842790e+00, 2.640066643466112417e+00, 3.319559045663408092e+00, 4.284457377148645385e+00, 4.065068412338352921e+00, 2.416841174538931547e+00, 3.831624932832328856e+00, 3.936930308807399914e+00, 3.585887789475813214e+00, 3.205175563493865898e+00, 2.638941190555653904e+00, 3.175142870944095197e+00, 3.852044283866054020e+00, 3.304973806943690917e+00
