year, MPI-ESM1-2-LR, MIROC-ES2L, CanESM5, NorESM2-LM, ACCESS-ESM1-5, NorESM2-MM, TaiESM1, CESM2-WACCM, EC-Earth3-Veg, IPSL-CM6A-LR, GFDL-ESM4, CNRM-ESM2-1, CMCC-CM2-SR5
2.027000000000000000e+03, 5.121297391999447335e+00, 4.420506027952029626e+00, 6.950870961318464936e+00, 7.155691358299233196e-01, 7.556650110255672681e-01, 7.002883946516206271e-01, 3.531915405850794554e-01, 6.907811544136218673e-01, 8.910901611953322421e-01, 2.247123345329723687e+00, 8.449925260820678741e-01, 7.760330288947360877e+00, 1.325733872099588373e+00
2.028000000000000000e+03, 5.155263822973464194e+00, 4.371418869262815754e+00, 6.770935977404429984e+00, 6.707540049514933989e-01, 7.635278079204749213e-01, 6.684310435444023035e-01, 3.255492980051460927e-01, 6.633493273911115207e-01, 9.035419264152133589e-01, 2.285935152998499920e+00, 8.385874587118823387e-01, 7.728400926311015162e+00, 1.031709626018112891e+00
2.029000000000000000e+03, 5.166788308347753045e+00, 4.311571914027969576e+00, 6.533188891446745750e+00, 6.116145713112530746e-01, 7.758602813763944006e-01, 6.275450260063895058e-01, 3.463920735610148127e-01, 6.110615423547286484e-01, 9.114402636461851337e-01, 2.245684928804458469e+00, 8.197538859821650314e-01, 7.812665678588875728e+00, 1.095733129895330782e+00
2.030000000000000000e+03, 5.166890905702039127e+00, 4.254554457270626422e+00, 6.381094487214923561e+00, 6.608485727239110652e-01, 7.730324602078616492e-01, 6.353029070741379458e-01, 3.374451625839017255e-01, 6.467100561739145270e-01, 9.270263517720946922e-01, 2.183536863385542759e+00, 7.939281342555927212e-01, 7.818940299830665630e+00, 1.389481729863341730e+00
2.031000000000000000e+03, 5.158303287511716739e+00, 4.259868490672773511e+00, 6.548465170939449465e+00, 6.643357810103058814e-01, 7.801762330213870555e-01, 6.424231578106227580e-01, 3.216009654119024730e-01, 7.340771563733874405e-01, 8.967847133444336594e-01, 2.191733706294240580e+00, 7.606753295437399531e-01, 7.836398649402370964e+00, 2.013299434857791503e+00
2.032000000000000000e+03, 5.199564378741863280e+00, 4.228745100592500528e+00, 6.767107385928058605e+00, 6.460309895373067546e-01, 7.711665669164824433e-01, 6.756104961845246226e-01, 3.612821494940656186e-01, 7.276273033686225800e-01, 8.849216907570448543e-01, 2.243319887446865391e+00, 7.716886625117505005e-01, 7.771168300971566190e+00, 1.373361497226443406e+00
2.033000000000000000e+03, 5.241966905009402211e+00, 4.163243253575764413e+00, 6.882303713877861107e+00, 6.814864028156146780e-01, 7.674345412693683866e-01, 6.605388937251491788e-01, 3.648158688369233515e-01, 6.989898290504436007e-01, 8.968006840041763406e-01, 2.233454637466703918e+00, 7.438339906606444840e-01, 7.892769539700734249e+00, 1.439625910737770909e+00
2.034000000000000000e+03, 5.262656894314497791e+00, 4.126931950685143846e+00, 7.020322270452378888e+00, 7.078057932433532429e-01, 7.765434895350762368e-01, 6.852754709939239408e-01, 2.598230794584549530e-01, 6.426419346890309692e-01, 1.011693725240205843e+00, 2.229511664258839510e+00, 7.615974698568527268e-01, 7.966342390099515391e+00, 1.537407348463727619e+00
2.035000000000000000e+03, 5.244978834067730133e+00, 4.164691124773760578e+00, 7.087988248744570008e+00, 6.545979047839499687e-01, 7.846452343740111246e-01, 6.793755606366709277e-01, 3.778067702628530311e-01, 6.626869980432348317e-01, 9.670578079363135737e-01, 2.262060231332737370e+00, 7.556977132290499943e-01, 7.830443029386432663e+00, 9.811077044789728863e-01
2.036000000000000000e+03, 5.289603023967043072e+00, 4.173172774855409273e+00, 7.171477743839695052e+00, 6.573476880075842521e-01, 7.893968207418360361e-01, 6.884714888391740839e-01, 4.505346250492829330e-01, 7.146408178260077459e-01, 9.316235117318969472e-01, 2.192693482355646317e+00, 7.411408732334910932e-01, 7.908236114354076918e+00, 1.220036819659993554e+00
2.037000000000000000e+03, 5.278931889222366891e+00, 4.167343468643330162e+00, 7.265140389047300751e+00, 6.822040222553089617e-01, 7.905710578534339561e-01, 7.384906293332199612e-01, 3.016901376596713424e-01, 7.190701607803442474e-01, 8.970895475637176153e-01, 2.236300543453280554e+00, 7.008317896920447376e-01, 7.991084923863189360e+00, 1.574544036386124501e+00
2.038000000000000000e+03, 5.251965365299974486e+00, 4.158654081651527612e+00, 7.219537616232099886e+00, 6.578864261135363156e-01, 8.055078961100794466e-01, 6.958484714270920524e-01, 3.692720933776716952e-01, 7.611521565103515075e-01, 9.294295504805583086e-01, 2.209920023147314616e+00, 6.938931051668405514e-01, 8.022967572232898803e+00, 1.577091564650281885e+00
2.039000000000000000e+03, 5.236775829856163966e+00, 4.189817220951121968e+00, 7.179001310449187656e+00, 6.903195544452946919e-01, 7.901583191158748631e-01, 6.322643781199708268e-01, 4.065707740423694649e-01, 7.432686053715251706e-01, 9.300081308004619629e-01, 2.205853576854801101e+00, 6.809479318999647202e-01, 8.007519448673310336e+00, 1.365390440736118371e+00
2.040000000000000000e+03, 5.218792361650208989e+00, 4.271136411344613748e+00, 7.009341651617988056e+00, 6.979575042773902283e-01, 7.857427296892470769e-01, 6.842827322674173152e-01, 3.145914656244176433e-01, 7.832243999141146329e-01, 9.056036124542885535e-01, 2.177285766302374803e+00, 7.089489420033479039e-01, 7.969275353748936475e+00, 1.152152460575098125e+00
2.041000000000000000e+03, 5.260818802397255745e+00, 4.369353375597590627e+00, 6.811949095520376751e+00, 6.781797055504605876e-01, 7.943157804896008312e-01, 6.915496296756442618e-01, 4.368327865090754214e-01, 7.568108080678298544e-01, 9.059003645764701629e-01, 2.200965663483759549e+00, 6.916949150949082137e-01, 8.021024888860655011e+00, 1.079404208490642114e+00
2.042000000000000000e+03, 5.361253696641057331e+00, 4.329374212014250212e+00, 6.974325952330539202e+00, 7.017240209680665197e-01, 8.032526263075890904e-01, 6.946168147545120908e-01, 1.884533804317757022e-01, 7.422619580884559642e-01, 9.488864588536132239e-01, 2.170974239061236322e+00, 6.916528118780178591e-01, 8.072610738873093439e+00, 1.287819924878400801e+00
2.043000000000000000e+03, 5.399547542294213187e+00, 4.339066743636343482e+00, 7.260360284378618800e+00, 6.912837195289591730e-01, 7.958304000901281761e-01, 6.500462689474252320e-01, 5.322522152447152211e-01, 7.355765782262397856e-01, 9.245097929622851929e-01, 2.157202072166566786e+00, 6.846207305387245201e-01, 8.038922016069539822e+00, 1.817292219256297248e+00
2.044000000000000000e+03, 5.454807715564646386e+00, 4.383998354585978419e+00, 7.141755753210612845e+00, 6.477503924119153433e-01, 7.957237468900507649e-01, 6.535827927592818831e-01, 3.855456048692497695e-01, 6.929094090193351763e-01, 8.928720475506669585e-01, 2.177492065193478599e+00, 6.802075652564418817e-01, 8.065111216725984633e+00, 1.580571139025925831e+00
2.045000000000000000e+03, 5.422103021832302971e+00, 4.405527075395845316e+00, 7.069503721716505318e+00, 6.285040903063890960e-01, 8.120044518429380132e-01, 6.970481687470045928e-01, 2.753443360270484419e-01, 7.056735476978085453e-01, 8.970108942439143362e-01, 2.197952965499905709e+00, 6.937398348131367243e-01, 8.074020023306564653e+00, 1.321224227133870999e+00
2.046000000000000000e+03, 5.414201948213364979e+00, 4.426543481209193054e+00, 6.882157449762146051e+00, 6.901677466875640876e-01, 8.181245080082617527e-01, 7.862644530787814556e-01, 3.478728216645781135e-01, 7.383732568055658696e-01, 8.820333440663172819e-01, 2.192940978912968131e+00, 6.783841751852389690e-01, 8.119989099631046869e+00, 1.247176539615176827e+00
2.047000000000000000e+03, 5.373693005376124709e+00, 4.405930770571950816e+00, 6.431256477931716731e+00, 7.007577041189706479e-01, 8.158570861428336984e-01, 7.185191758988062061e-01, 4.788300691192934333e-01, 6.908628112501975505e-01, 8.666849873938300419e-01, 2.176726993038208491e+00, 6.601547840330084238e-01, 8.099783906107857590e+00, 1.997126938060297840e+00
2.048000000000000000e+03, 5.374176165911788594e+00, 4.452249575159457073e+00, 6.180206242641077985e+00, 6.869695590912904271e-01, 8.088361600113208594e-01, 6.381614323516530130e-01, 3.741397022387139004e-01, 6.893685207704929319e-01, 8.947085671038005339e-01, 2.170993268708929946e+00, 6.765222928413234804e-01, 8.055548596715734533e+00, 1.613156415631081586e+00
2.049000000000000000e+03, 5.416590124310951104e+00, 4.538625910392069862e+00, 6.613459909270528847e+00, 7.709755468417160973e-01, 8.024619796823733164e-01, 6.808342518575088986e-01, 2.528309121939973925e-01, 7.049909594887716624e-01, 9.075688486247919240e-01, 2.154644202179611945e+00, 6.538223019031776939e-01, 8.131275969632980605e+00, 1.610527842570310453e+00
2.050000000000000000e+03, 5.400889383351208828e+00, 4.537081605536985585e+00, 6.876747601519366704e+00, 7.241737993339577573e-01, 7.902775902134866470e-01, 7.290870074447384219e-01, 3.668129193229714424e-01, 7.114016722682414695e-01, 8.896506880663616057e-01, 2.124942256764525528e+00, 6.255431184590146687e-01, 8.135180488934969034e+00, 1.511612067751999522e+00
2.051000000000000000e+03, 5.438482183380043189e+00, 4.516804456409907687e+00, 6.686073786290243071e+00, 6.462597272901627887e-01, 7.959420799588554640e-01, 7.654833875825974854e-01, 3.774650210389560723e-01, 7.802601372661597257e-01, 8.999104464495627509e-01, 2.124920067790131650e+00, 6.286794758247256087e-01, 8.116299227658178239e+00, 1.456354406629545295e+00
2.052000000000000000e+03, 5.418133061939308881e+00, 4.514125307246345642e+00, 6.097398647229253399e+00, 6.630409297823089965e-01, 7.914251433339877240e-01, 7.497096226068821201e-01, 5.413627039513769779e-01, 7.300010583356223437e-01, 9.081708763007190210e-01, 2.132060012465614385e+00, 5.983379425954392650e-01, 8.131818272119998525e+00, 1.822634342738910229e+00
2.053000000000000000e+03, 5.431417222979862736e+00, 4.551037404642269024e+00, 6.461260035912356869e+00, 7.399361136928386262e-01, 7.826348979949458995e-01, 6.874080319279914919e-01, 3.389312869219462954e-01, 6.523211333424001612e-01, 9.467718563647752328e-01, 2.061613161673227168e+00, 5.888674932997418621e-01, 8.113051608293217143e+00, 1.427673092759387696e+00
2.054000000000000000e+03, 5.450084856582917858e+00, 4.579383626850092703e+00, 6.887750457638825985e+00, 7.605141617761131956e-01, 7.908330180255749298e-01, 6.966917741736444736e-01, 2.908004443293086827e-01, 6.760714208635871802e-01, 9.390300288408154339e-01, 2.053542360627392593e+00, 5.736352766514675183e-01, 8.166398084641441457e+00, 1.662232548315718761e+00
2.055000000000000000e+03, 5.542714612065407387e+00, 4.581476908518197000e+00, 6.717159805773906811e+00, 7.003103777530140794e-01, 8.315404570918946137e-01, 7.276101619929177255e-01, 3.820244605066273613e-01, 7.892698865571261546e-01, 9.874208313723402686e-01, 2.131055427680868419e+00, 5.741496478488676836e-01, 8.107826171039786090e+00, 1.160008423843064129e+00
2.056000000000000000e+03, 5.566480775582567375e+00, 4.569991726922587816e+00, 7.168123980350268987e+00, 6.999131810019755262e-01, 8.514147976060097989e-01, 7.983574031583337005e-01, 3.796980880186441309e-01, 7.735074174861206187e-01, 1.030001769804765432e+00, 2.124523577928806084e+00, 5.985155375180067905e-01, 8.090248605466385357e+00, 1.505133255225751476e+00
2.057000000000000000e+03, 5.558901081718894410e+00, 4.606957031054117024e+00, 7.183869404969472683e+00, 6.980011440803209899e-01, 8.400741153403310513e-01, 7.395847095753950162e-01, 3.651492170687640759e-01, 7.329222212711012929e-01, 9.889731141309543450e-01, 2.208536837698399591e+00, 5.937526157214305655e-01, 8.085245250763577474e+00, 1.651992681428099852e+00
2.058000000000000000e+03, 5.530537889302288512e+00, 4.668555539662884613e+00, 6.997124063042673647e+00, 7.220102707770881256e-01, 8.180519861981858654e-01, 6.367045546287580793e-01, 3.914738952530467109e-01, 8.189082504949682928e-01, 9.839042609847392651e-01, 2.222817258492140180e+00, 5.894483569376799403e-01, 8.158822769705761146e+00, 1.631344302908718680e+00
2.059000000000000000e+03, 5.519211246785236114e+00, 4.650907142047868703e+00, 6.963119563348562302e+00, 6.979322863036652169e-01, 8.085234737652226000e-01, 6.966082501332414578e-01, 3.743160053047586699e-01, 8.685208653878062623e-01, 9.779444638942796919e-01, 2.185631381305369825e+00, 5.811521701094713999e-01, 8.079242043901645687e+00, 1.525410806612788273e+00
2.060000000000000000e+03, 5.529424318916387193e+00, 4.604427924227562308e+00, 6.854653270283169952e+00, 6.994915433637767244e-01, 7.966016317187668561e-01, 7.399475126918171330e-01, 2.413886250358872332e-01, 8.055276224014780162e-01, 9.361391894470548758e-01, 2.201611182726795679e+00, 5.871596742669660252e-01, 8.074007955253216906e+00, 1.639604451142498087e+00
2.061000000000000000e+03, 5.534674408664894685e+00, 4.619069661067296551e+00, 6.445850811484472587e+00, 7.903603088690285272e-01, 8.009380336092961628e-01, 6.841462368807973426e-01, 3.549111814980774327e-01, 7.948733938660464959e-01, 9.255459026322431226e-01, 2.204054216016051893e+00, 5.811834620303384380e-01, 8.093913074684595088e+00, 1.560898972607127844e+00
2.062000000000000000e+03, 5.533051954355910240e+00, 4.668114282150043870e+00, 6.455261196965449422e+00, 7.429033750030655803e-01, 7.882043111878768160e-01, 6.709250292487228817e-01, 5.682710619715377609e-01, 7.472602444097629082e-01, 9.463748248208058156e-01, 2.251332296067328098e+00, 5.948192681919542979e-01, 8.127012332446792442e+00, 1.343550301867909136e+00
2.063000000000000000e+03, 5.493774759851643985e+00, 4.665763034512530716e+00, 6.994174590306845296e+00, 6.804326939977236588e-01, 7.871223573236719728e-01, 7.144307905237419209e-01, 3.912019217411719096e-01, 7.490588655761591941e-01, 9.367885230110366557e-01, 2.275537704819410756e+00, 5.922497642905737436e-01, 8.129375231110373079e+00, 1.575340701100374829e+00
2.064000000000000000e+03, 5.489559977897894960e+00, 4.619483119271626137e+00, 7.027020598938372942e+00, 7.082439208024829957e-01, 8.073591364441514706e-01, 7.669694786433239875e-01, 2.402052160273148163e-01, 7.646318748699840739e-01, 9.354723363652889256e-01, 2.291919419996289786e+00, 6.141560262852940877e-01, 8.117994680926038598e+00, 1.617619480016515121e+00
2.065000000000000000e+03, 5.564396623169653999e+00, 4.651579007122735199e+00, 6.810836677374374482e+00, 7.710856828390899587e-01, 8.116737868825365521e-01, 8.244030987700253776e-01, 2.832234960328805506e-01, 7.383779972806192582e-01, 9.421404754890403410e-01, 2.361299486398499070e+00, 6.162861638460793712e-01, 8.145709937438962100e+00, 1.665698589665478568e+00
2.066000000000000000e+03, 5.635789965427442816e+00, 4.682802407544469858e+00, 7.246824076091296973e+00, 7.416367666141296944e-01, 8.128124772063600734e-01, 7.795056676984901678e-01, 7.100304454702075496e-01, 7.914341537927063186e-01, 9.558684178462211189e-01, 2.358172455274041290e+00, 6.126302092856268366e-01, 8.198294569440131241e+00, 1.654787781263045376e+00
2.067000000000000000e+03, 5.688973627394553034e+00, 4.672603864446930544e+00, 7.156801234849147875e+00, 6.729844971831805411e-01, 7.974409917010548687e-01, 7.265133675916621847e-01, 4.138215946208249618e-01, 8.008428463257577512e-01, 9.769258214985524491e-01, 2.347583438651979382e+00, 6.223607574088724226e-01, 8.174980601940713854e+00, 1.639942026762331029e+00
2.068000000000000000e+03, 5.680194429468691908e+00, 4.635579345977687282e+00, 6.495100039148415050e+00, 7.308095360747297597e-01, 8.054162573114267420e-01, 7.561569789929667440e-01, 1.860513261032765986e-01, 7.842029934867001950e-01, 9.502507751230103716e-01, 2.342171380934263691e+00, 6.502307634902348976e-01, 8.115824887245274510e+00, 1.530895239186524037e+00
2.069000000000000000e+03, 5.719723722160982682e+00, 4.659288879156859409e+00, 6.642973820869322310e+00, 7.852504806509135182e-01, 8.202764916136204842e-01, 7.533158843853984266e-01, 5.751277538966539371e-01, 7.843027740946628690e-01, 9.683084881375119135e-01, 2.398273441410931461e+00, 6.617392237383940001e-01, 8.135216729393674129e+00, 1.400570961044048213e+00
2.070000000000000000e+03, 5.686319803355494251e+00, 4.684321945338123072e+00, 6.826256621603342012e+00, 7.237827705332825490e-01, 8.541034534934044409e-01, 7.467796541147309064e-01, 4.505628334522641110e-01, 7.823178802645851526e-01, 9.921070255412723915e-01, 2.404238904875717342e+00, 6.543262372686076134e-01, 8.106340000001468482e+00, 1.355571317981209889e+00
2.071000000000000000e+03, 5.672717135093175322e+00, 4.709252257010611231e+00, 6.849494899552553306e+00, 7.837642145964941465e-01, 8.540768291057673212e-01, 8.039515449493445098e-01, 3.133623960831061761e-01, 7.327901260311010523e-01, 1.013120794574111416e+00, 2.400900134986098777e+00, 6.486241090967957978e-01, 8.161880870194595516e+00, 1.762803388207071276e+00
2.072000000000000000e+03, 5.676647144771566289e+00, 4.664671829043458118e+00, 6.688019134908076424e+00, 7.468730512781642794e-01, 8.292344215198483859e-01, 7.742464617137829741e-01, 4.301765482116975958e-01, 7.692488497020012472e-01, 9.799002006009713828e-01, 2.439236970925233283e+00, 6.774003148821087228e-01, 8.166898497342396368e+00, 1.612291287297674680e+00
2.073000000000000000e+03, 5.730225726553847210e+00, 4.697242054945794720e+00, 6.842218581541860800e+00, 6.857729484893878569e-01, 8.139364051455150184e-01, 7.297304866550863300e-01, 2.844828374478007293e-01, 7.949403049361738471e-01, 9.644574650641714042e-01, 2.433395106291348586e+00, 6.805255589936874960e-01, 8.130959243903321365e+00, 1.910269575731472713e+00
2.074000000000000000e+03, 5.755212028445468420e+00, 4.751374826028855303e+00, 7.221996735803792866e+00, 7.354560198988573383e-01, 7.895350615526028903e-01, 7.066275441287246384e-01, 2.944732143446502359e-01, 8.111687704712819968e-01, 9.994883527081881436e-01, 2.453919876464758953e+00, 6.720574011953303062e-01, 8.183543873265683999e+00, 2.091802987450750440e+00
2.075000000000000000e+03, 5.740194885188102170e+00, 4.806173407421899135e+00, 7.039982928739513923e+00, 8.101064740327397207e-01, 7.892770116118850154e-01, 7.631350503535192509e-01, 4.662011033173126817e-01, 8.189384990654806629e-01, 1.007372422688087577e+00, 2.442589474296792851e+00, 6.687160710711966827e-01, 8.167456520290743427e+00, 1.772003148014207774e+00
2.076000000000000000e+03, 5.730811496637310043e+00, 4.775144812860696142e+00, 6.928758960063482242e+00, 7.082559816188466195e-01, 8.084902635482973388e-01, 7.266281498824992413e-01, 4.506169502675215766e-01, 7.858997744907404437e-01, 9.603243024281945539e-01, 2.425060777668075929e+00, 6.769657784150805435e-01, 8.163804799400839585e+00, 1.736464183119570848e+00
2.077000000000000000e+03, 5.740928182799136970e+00, 4.734178195791908905e+00, 6.875686807557902291e+00, 6.647931055367707343e-01, 8.088042861871174161e-01, 6.794061677042644298e-01, 3.176768986808082840e-01, 7.672153174459802605e-01, 9.779751643591522159e-01, 2.452114330921367102e+00, 7.188193257952986137e-01, 8.086621691648435473e+00, 1.667937575505706649e+00
2.078000000000000000e+03, 5.751547166571136849e+00, 4.738273782511416066e+00, 6.613672629130519454e+00, 7.345215485756635410e-01, 8.125366275618902678e-01, 7.345669353739572305e-01, 3.128627917521558111e-01, 7.351909769245652537e-01, 1.018616629091573023e+00, 2.465366927896254889e+00, 7.288241772247646688e-01, 8.169445728126280670e+00, 1.707198943713021944e+00
2.079000000000000000e+03, 5.823839101342559665e+00, 4.774084744935034763e+00, 6.799922826391350483e+00, 7.433008251336306049e-01, 8.112538793241932389e-01, 8.226229021462551083e-01, 4.614852793717014179e-01, 7.281071646096193284e-01, 1.048620090394521753e+00, 2.410387746578234847e+00, 7.273234844220163309e-01, 8.036769900682021017e+00, 2.158454467874520333e+00
2.080000000000000000e+03, 5.837950901650912350e+00, 4.782617839856739828e+00, 7.282866938250439404e+00, 7.665882086805890783e-01, 8.218932687996104436e-01, 7.805501598368187466e-01, 3.644065989253021387e-01, 8.003397951220975193e-01, 1.016278170246484702e+00, 2.377834970065155318e+00, 7.283508198447735671e-01, 8.112410329761953420e+00, 1.519949974374383173e+00
2.081000000000000000e+03, 5.841716792301724581e+00, 4.763531185399557444e+00, 7.355107565294434657e+00, 7.428747173582871399e-01, 8.322621937206784448e-01, 7.341756872225609909e-01, 2.972187561679281442e-01, 8.046381712110000084e-01, 1.001661260543823762e+00, 2.403828316915463947e+00, 7.331373283444637678e-01, 8.007159497786133784e+00, 1.618546204552528289e+00
2.082000000000000000e+03, 5.876077297261141474e+00, 4.735885589405552487e+00, 7.379996764516413954e+00, 8.114680492027647185e-01, 8.338068753854100956e-01, 8.075968493602030396e-01, 3.910595089214495834e-01, 7.672243256147621704e-01, 1.034688962350355901e+00, 2.415646684262322985e+00, 7.221968337591389009e-01, 7.974681243218032733e+00, 1.486921357601350024e+00
2.083000000000000000e+03, 5.874646954199278959e+00, 4.737675634178069473e+00, 7.420713723297472697e+00, 8.383921069636445234e-01, 8.311563185459045489e-01, 7.455446314304531308e-01, 4.186677642730191606e-01, 8.231845272435059924e-01, 1.024449259415640467e+00, 2.420992603306244995e+00, 7.165458889887499350e-01, 7.946413601443789609e+00, 1.820454380306342657e+00
2.084000000000000000e+03, 5.894559135173443210e+00, 4.733216199207125996e+00, 7.266714449651582086e+00, 7.809493845752557561e-01, 8.292751568316806265e-01, 6.902665756612397230e-01, 2.340159033783814624e-01, 8.608276801281274926e-01, 1.014675778106281401e+00, 2.470046462007347010e+00, 7.308655863471889003e-01, 7.923874972816648210e+00, 1.871802395247566642e+00
2.085000000000000000e+03, 5.956231526792953090e+00, 4.781466800137909701e+00, 7.553719755935726532e+00, 6.743260166501816588e-01, 8.231685277901181763e-01, 7.534047021243372999e-01, 5.631512894351916598e-01, 8.089766741910094927e-01, 1.019523599939598402e+00, 2.443606138342504064e+00, 7.423768552224290218e-01, 7.917711761436263096e+00, 2.101380359326802338e+00
2.086000000000000000e+03, 5.980772086258361320e+00, 4.776877270431621803e+00, 7.229901917344085938e+00, 7.209415497520114124e-01, 7.984300124529933873e-01, 7.474576127829286598e-01, 4.294362487028710595e-01, 7.760518755434286930e-01, 1.030164736277695336e+00, 2.394674895697429751e+00, 7.498578739641489355e-01, 7.912341495407255287e+00, 1.639797342405943104e+00
2.087000000000000000e+03, 5.951141548229757383e+00, 4.764875827015532472e+00, 7.083745310699648634e+00, 8.007262122225025092e-01, 7.870174106582992213e-01, 7.596764087671536991e-01, 3.708569676312554741e-01, 7.729628840971999315e-01, 1.024216565381661503e+00, 2.397744821059323073e+00, 7.571200003837069703e-01, 7.844243105675032801e+00, 1.326455555778521367e+00
2.088000000000000000e+03, 5.961832407248081722e+00, 4.782039130233576074e+00, 6.943254710485490477e+00, 7.863155993925146081e-01, 7.773456422678448607e-01, 7.765207167795076248e-01, 3.408460080301911610e-01, 7.690578017115485832e-01, 9.839655660013124638e-01, 2.412026117478148546e+00, 7.709497137257835808e-01, 7.816188246459296884e+00, 1.720964646484876015e+00
2.089000000000000000e+03, 5.989940094210011168e+00, 4.799038547798994969e+00, 6.544574577543040839e+00, 6.952951618375265985e-01, 7.707316325556957670e-01, 7.796373455950519338e-01, 3.378260863342997800e-01, 7.691697581821919094e-01, 9.743898121235526899e-01, 2.413561715988336687e+00, 7.763219426649705657e-01, 7.876829825666564311e+00, 2.515140063504758938e+00
