year, ACCESS-ESM1-5, CNRM-ESM2-1, GFDL-ESM4, EC-Earth3-Veg, NorESM2-LM, TaiESM1, CESM2-WACCM, MIROC-ES2L, MPI-ESM1-2-LR, IPSL-CM6A-LR, CMCC-CM2-SR5, CanESM5, NorESM2-MM, UKESM1-0-LL
2.028000000000000000e+03, 9.159180995582775209e-01, 1.662066184318017559e+00, 7.096515309566473473e-01, 1.097191127952666490e+00, 9.963289337542733382e-01, 1.353911990297827384e+00, 1.159979686932485210e+00, 1.398900840617357533e+00, 1.574824311269568788e+00, 1.057787324913760596e+00, 1.420493479811287374e+00, 4.813584558584072859e+00, 1.149049962754934651e+00, 1.354346648134218345e+00
2.029000000000000000e+03, 9.471697695042955445e-01, 1.474935678907725256e+00, 6.885390374576616512e-01, 1.107637246394186148e+00, 1.075410862682842028e+00, 1.376860907883292739e+00, 1.234022004543198880e+00, 1.371157291920958921e+00, 1.567706906458197436e+00, 9.741642102397514158e-01, 1.459470708088199675e+00, 4.571909940141861917e+00, 1.102395748832771805e+00, 1.382037790211390060e+00
2.030000000000000000e+03, 9.521441585525712847e-01, 1.602930761390304104e+00, 6.493418486729676253e-01, 1.166863317032531100e+00, 9.540314680295767236e-01, 1.423163035690372169e+00, 1.122519767981526639e+00, 1.329202832723432648e+00, 1.713393946322914418e+00, 9.476121756795112816e-01, 1.497982103604036386e+00, 4.512969883833785723e+00, 1.169004490370442850e+00, 1.363981051960852175e+00
2.031000000000000000e+03, 9.502017810537759512e-01, 1.515564528312735026e+00, 6.587029917181375094e-01, 1.137404296671781445e+00, 1.091709878975046788e+00, 1.387625196046821996e+00, 1.109383566642575536e+00, 1.315550602221334353e+00, 1.712544330760897626e+00, 1.029988806917810251e+00, 1.732824617620506658e+00, 4.052687950505201364e+00, 1.143209668253122979e+00, 1.398105220234908241e+00
2.032000000000000000e+03, 9.438642751894296135e-01, 1.810826284687903964e+00, 6.779505905923287612e-01, 1.059735654750301403e+00, 1.113184250833967104e+00, 1.444663095032248323e+00, 1.168387048640325832e+00, 1.390200235698330511e+00, 1.672785300214339355e+00, 1.087731509272483299e+00, 1.556764902722297839e+00, 4.312665248737324042e+00, 1.161848854815383358e+00, 1.472820141823834028e+00
2.033000000000000000e+03, 9.406984645193441352e-01, 1.597562266744009918e+00, 6.579853247875372402e-01, 1.045381474695655122e+00, 9.800966677226303769e-01, 1.545231808662278272e+00, 1.218266328168812418e+00, 1.362507121939790178e+00, 1.609953465293355590e+00, 1.033038029563246640e+00, 1.537277824400956838e+00, 4.421825788752679287e+00, 1.169995920998441408e+00, 1.473634180962736018e+00
2.034000000000000000e+03, 9.429794139820946164e-01, 1.574687824786347168e+00, 6.712199417189526063e-01, 1.200451508275616419e+00, 1.012463517163920246e+00, 1.326852398640661734e+00, 1.390487602005450407e+00, 1.289344908101389908e+00, 1.651707801189876701e+00, 1.069549168554285723e+00, 1.721070073958600011e+00, 4.271468084481594651e+00, 1.143622476069219518e+00, 1.429160135737447934e+00
2.035000000000000000e+03, 9.712555947977919990e-01, 1.830313510854731929e+00, 6.415957811117306564e-01, 1.178386878420763617e+00, 1.093440057232038853e+00, 1.486104350991457768e+00, 1.337419845532391349e+00, 1.281114851677805921e+00, 1.671398834645372977e+00, 9.823338525771565521e-01, 1.379241925922026768e+00, 4.108851479595824863e+00, 1.275253956040480974e+00, 1.374781477476865854e+00
2.036000000000000000e+03, 9.974232593844416517e-01, 1.718262616609888216e+00, 6.180286124706921846e-01, 1.136494785127857288e+00, 9.264909565840454553e-01, 1.598570652711516438e+00, 1.277622635010263963e+00, 1.349595060420574200e+00, 1.612496946738636083e+00, 1.051933011782050675e+00, 1.486269414401605093e+00, 4.482498775613038333e+00, 1.144483633907081632e+00, 1.347741989009522579e+00
2.037000000000000000e+03, 9.883241429632402264e-01, 1.687506324144689485e+00, 6.057549794063888937e-01, 1.143371265532773462e+00, 9.765416130846951148e-01, 1.339141457242785771e+00, 1.345740283627050449e+00, 1.378025258680117604e+00, 1.558641268901585164e+00, 1.048187761633750270e+00, 1.702319211254214260e+00, 4.596728830394510190e+00, 1.083884851647700875e+00, 1.350031685275834281e+00
2.038000000000000000e+03, 1.028511699531796886e+00, 1.691420556729238633e+00, 6.212982838685620068e-01, 1.175298907860322650e+00, 1.001765016455766544e+00, 1.484687743154081030e+00, 1.254102719909780062e+00, 1.345128545072299620e+00, 1.603166239517349156e+00, 1.058323281607982391e+00, 1.690313890718659007e+00, 4.401710551080837419e+00, 1.171484802049269858e+00, 1.395846905953879391e+00
2.039000000000000000e+03, 9.814951293733611415e-01, 1.727711287543353125e+00, 6.355878926764850778e-01, 1.139727907731719947e+00, 1.007715350797942833e+00, 1.505973733940289438e+00, 1.289151203385912492e+00, 1.307044374060123859e+00, 1.559484174273304991e+00, 1.039797857273575765e+00, 1.631927154872007790e+00, 4.541511644794073987e+00, 1.216840378763736741e+00, 1.324061856965514483e+00
2.040000000000000000e+03, 9.777730255851679875e-01, 1.766062817292703757e+00, 6.387697533885552392e-01, 1.079233223406999898e+00, 1.098030119259298498e+00, 1.393732319068767156e+00, 1.179050406171433751e+00, 1.326452465645983070e+00, 1.741636765859166047e+00, 1.100541154567370450e+00, 1.522037547221149145e+00, 5.251331930231516232e+00, 1.154171300717463655e+00, 1.460547804876080269e+00
2.041000000000000000e+03, 9.876429982241224925e-01, 1.724369684789874624e+00, 6.461815406008393214e-01, 1.125187678221429843e+00, 1.031282088022627663e+00, 1.642628901489593174e+00, 1.234617672253668808e+00, 1.370591639694665798e+00, 1.766590844291741513e+00, 1.085966051314753988e+00, 1.519735738446552187e+00, 4.621831540423979590e+00, 1.194571744169411254e+00, 1.392688659058232359e+00
2.042000000000000000e+03, 9.999997184796255434e-01, 1.564221819528955226e+00, 6.400271240224123526e-01, 1.242578240436036152e+00, 1.020401528630151988e+00, 1.190546063694756906e+00, 1.159362432434524415e+00, 1.415529959269592464e+00, 1.656396938612728853e+00, 1.056731401959236427e+00, 1.610762234384892855e+00, 4.177374833499394313e+00, 1.199838187724467486e+00, 1.505781071853818709e+00
2.043000000000000000e+03, 1.004292512110669389e+00, 1.667173158147638112e+00, 6.270926262664813233e-01, 1.156674409547853166e+00, 9.795498254508299141e-01, 1.732260309792203357e+00, 1.144359791896495615e+00, 1.379125989781713857e+00, 1.822976183715471876e+00, 1.031357753351793916e+00, 1.800149435931306385e+00, 4.841197498422445733e+00, 1.254726356408215615e+00, 1.540819369239053938e+00
2.044000000000000000e+03, 9.899707472784640139e-01, 1.745754465938271105e+00, 6.305376599105192437e-01, 1.101381976151161624e+00, 1.131987258489430603e+00, 1.605571306419164568e+00, 1.303311118618104558e+00, 1.380532750827111244e+00, 1.525613802571837541e+00, 1.052211223663792605e+00, 1.854382257448558446e+00, 4.832217056648176801e+00, 1.305165994897843573e+00, 1.582888641137767838e+00
2.045000000000000000e+03, 1.033739655643665545e+00, 1.692586482721761598e+00, 6.258500064083566405e-01, 1.122710265456569267e+00, 1.135939259793848910e+00, 1.393319247377609038e+00, 1.263181019460558385e+00, 1.391799073373585438e+00, 1.666079892434626508e+00, 1.057942372701408562e+00, 1.726618662668367277e+00, 4.780687907987558383e+00, 1.165883196562505830e+00, 1.490838728952976089e+00
2.046000000000000000e+03, 1.040483112072059457e+00, 1.659976169281176972e+00, 6.059044200572293315e-01, 1.137136300758583296e+00, 1.035044758611566529e+00, 1.482677985869719661e+00, 1.319747889564667931e+00, 1.451252225089074477e+00, 1.382011126804994827e+00, 1.077625014897459099e+00, 1.491380233436423897e+00, 5.167006992074229643e+00, 1.116339466997313012e+00, 1.455447247053789361e+00
2.047000000000000000e+03, 1.041325430654336914e+00, 1.687025520880004459e+00, 6.187775133376207659e-01, 1.077228828197615229e+00, 1.172717612456635861e+00, 1.637784767475491954e+00, 1.339035039153634310e+00, 1.409931624190162269e+00, 1.644051625902075653e+00, 1.022977545033286084e+00, 1.989939210897536004e+00, 5.262584593540421629e+00, 1.284373147468597764e+00, 1.409592062031310489e+00
2.048000000000000000e+03, 1.044554020554151030e+00, 1.661456580655287452e+00, 6.157302766359182833e-01, 1.091559782022230696e+00, 1.070149554295832584e+00, 1.569657474302128763e+00, 1.363482937349435931e+00, 1.350375221214055177e+00, 1.666494949954744120e+00, 1.061679700030872642e+00, 1.745016836750647560e+00, 4.955014235766505237e+00, 1.261328685437133723e+00, 1.302423401502736056e+00
2.049000000000000000e+03, 1.027311388849030394e+00, 1.786288003911151723e+00, 6.061806903405094760e-01, 1.131675439271716987e+00, 9.913014841928272647e-01, 1.331865356349901885e+00, 1.416112583438634109e+00, 1.395867271320894165e+00, 1.585405440183853543e+00, 9.789773187071404426e-01, 1.777419456977087808e+00, 4.287771938754634249e+00, 1.207974177215580758e+00, 1.412147506837727828e+00
2.050000000000000000e+03, 1.022358655801897109e+00, 1.699582592317684160e+00, 6.072481313750666132e-01, 1.113733941095889080e+00, 1.183063584059582229e+00, 1.559920862656615448e+00, 1.370633514254155472e+00, 1.493587420024508283e+00, 1.845602141980413613e+00, 1.052422617182484199e+00, 1.792525188787222667e+00, 4.747742308021241087e+00, 1.237935110567123242e+00, 1.432375646962299243e+00
2.051000000000000000e+03, 1.028280127075805295e+00, 1.610182202192685263e+00, 5.981860590728574900e-01, 1.112224824303889026e+00, 1.099967275259277510e+00, 1.525205544146417402e+00, 1.245348350858491715e+00, 1.450449779472494871e+00, 1.626416641584074396e+00, 1.070180651345164602e+00, 1.716446453545839912e+00, 5.613835886726608493e+00, 1.262063604140129858e+00, 1.439877109890150386e+00
2.052000000000000000e+03, 1.021270437451042623e+00, 1.618537253591424419e+00, 5.710211895620787015e-01, 1.171322322760324663e+00, 1.161397153713641384e+00, 1.813634401017069520e+00, 1.497815834752020070e+00, 1.411334267583012059e+00, 1.703842615037032049e+00, 9.735736335613537351e-01, 1.884017987720727927e+00, 5.079191517602260397e+00, 1.229489363231861532e+00, 1.401956324343371252e+00
2.053000000000000000e+03, 1.012039634308684377e+00, 1.766013093173779636e+00, 5.466609995944067268e-01, 1.168546210867973612e+00, 1.066066932155389058e+00, 1.524213510049849285e+00, 1.496247185540329205e+00, 1.430861688337670135e+00, 1.858528314433006923e+00, 9.186869487420051827e-01, 1.699200727824636159e+00, 4.351707435200213858e+00, 1.306155879356247995e+00, 1.501049445905059843e+00
2.054000000000000000e+03, 1.016459176772437356e+00, 1.616593480040689812e+00, 5.296382638767274109e-01, 1.130937491791127902e+00, 1.277589354182696590e+00, 1.444224272758412031e+00, 1.548449735623824042e+00, 1.433094530530731214e+00, 1.783315117919098247e+00, 1.003584998702306219e+00, 1.863468394266109218e+00, 5.223485271709884081e+00, 1.305726446101342253e+00, 1.543162829149971271e+00
2.055000000000000000e+03, 1.078127655183475975e+00, 1.809992164549087068e+00, 5.309540320658520107e-01, 1.193194716838261504e+00, 1.140841042430860375e+00, 1.579648560248202660e+00, 1.392545040840156068e+00, 1.499285523461419301e+00, 1.667872880853080941e+00, 1.107581542164830068e+00, 1.607476029101150061e+00, 4.884044990412963472e+00, 1.322460487811279783e+00, 1.522018408701501846e+00
2.056000000000000000e+03, 1.119144633204495642e+00, 1.880358084014433384e+00, 5.372763835242214681e-01, 1.233468857041592592e+00, 1.284064489237298767e+00, 1.568307482186004131e+00, 1.512255547585030779e+00, 1.479465620795149761e+00, 1.641796583380000563e+00, 1.184979854293069179e+00, 1.821572514036101653e+00, 4.658836003881157595e+00, 1.258371719135224387e+00, 1.371989109207299107e+00
2.057000000000000000e+03, 1.115342437540838727e+00, 1.778731590731137402e+00, 5.197669288295548862e-01, 1.202342569769529135e+00, 1.143427075365053502e+00, 1.573333290652385585e+00, 1.436477496188836245e+00, 1.473820153003416955e+00, 1.648083691414635732e+00, 1.110069344427585092e+00, 1.904329627561732519e+00, 5.580667879346643545e+00, 1.398098221006297326e+00, 1.354103017263602826e+00
2.058000000000000000e+03, 1.072116279682142181e+00, 1.741949938823466271e+00, 5.124359807879478312e-01, 1.212490388136254982e+00, 1.170990754649085863e+00, 1.650902929447228606e+00, 1.246563421092089952e+00, 1.479375649087821820e+00, 1.805497075841911991e+00, 1.087253255723628076e+00, 1.936019384575500046e+00, 4.951328501906457902e+00, 1.368560258725137757e+00, 1.463174942071170603e+00
2.059000000000000000e+03, 1.069761764316060404e+00, 1.756929705195445779e+00, 5.211147033387359961e-01, 1.225548250202291189e+00, 1.228014706057112715e+00, 1.632623823380838335e+00, 1.278611051313514713e+00, 1.546064448416902826e+00, 1.823153121013309175e+00, 1.086210722586802957e+00, 1.836754892707313402e+00, 5.152258699715238421e+00, 1.331070176499929980e+00, 1.438128666102715947e+00
2.060000000000000000e+03, 1.031634808096554723e+00, 1.846528030955253641e+00, 5.202829375473413398e-01, 1.178611701005366719e+00, 1.123741557871611896e+00, 1.363212208800177017e+00, 1.362906511581676305e+00, 1.511183039024232677e+00, 1.842179691953798049e+00, 1.064017786078908845e+00, 1.830169398947983028e+00, 5.566266567280831801e+00, 1.315178758102220957e+00, 1.421578453740343528e+00
2.061000000000000000e+03, 1.054330787213795029e+00, 1.689414779672036238e+00, 5.216088128319612549e-01, 1.160098905455689611e+00, 1.113771971440681074e+00, 1.564845465354540943e+00, 1.373216802254851432e+00, 1.441207570572457630e+00, 1.687567116374903309e+00, 1.169302869714000659e+00, 1.944927470426705884e+00, 5.621355661142033000e+00, 1.470954348787378629e+00, 1.534841076757658795e+00
2.062000000000000000e+03, 1.061449292167809588e+00, 1.677549028247284912e+00, 5.261278954408749042e-01, 1.219601078480579526e+00, 1.235776899954484254e+00, 1.820244508337573341e+00, 1.459038937329417918e+00, 1.470035643909860745e+00, 1.702637479456728054e+00, 1.228988478369033466e+00, 1.771586076786322961e+00, 4.186207750568719632e+00, 1.455715090299067427e+00, 1.515391959313633574e+00
2.063000000000000000e+03, 1.036027489833189374e+00, 1.802484031828645916e+00, 5.209501211228246831e-01, 1.242096711814201893e+00, 1.259906693717471660e+00, 1.657709690825132531e+00, 1.395000736908066585e+00, 1.550700030027049481e+00, 1.846776509829096913e+00, 1.184037001549627766e+00, 1.910270629302979195e+00, 5.092825195636823565e+00, 1.415890648539424257e+00, 1.498004519854155614e+00
2.064000000000000000e+03, 1.077176406267697839e+00, 1.785490087648187174e+00, 5.292767757726370981e-01, 1.181436848986925359e+00, 1.240472282756113875e+00, 1.408055418363076905e+00, 1.515376734480978982e+00, 1.508064044285045702e+00, 1.900188753987146262e+00, 1.183222080356835404e+00, 1.860707931200799248e+00, 5.522692849728457531e+00, 1.323005177002267052e+00, 1.452878252700194661e+00
2.065000000000000000e+03, 1.095004809338799845e+00, 1.799798448778603843e+00, 5.206019766243250579e-01, 1.206793912034041849e+00, 1.153138750898348386e+00, 1.449955988648945482e+00, 1.541433151378636790e+00, 1.475166277165737894e+00, 1.895853574329412705e+00, 1.175631417719772864e+00, 1.905404106492683880e+00, 4.788137989167749353e+00, 1.259105601240030348e+00, 1.455302342157523077e+00
2.066000000000000000e+03, 1.097288305931334085e+00, 1.758056049217343819e+00, 5.243507384393014670e-01, 1.239371021403382400e+00, 1.315402837702712935e+00, 2.045510541518551939e+00, 1.413454876450071396e+00, 1.489710582291290164e+00, 1.779802518242154186e+00, 1.195968854828743266e+00, 1.826191345115933506e+00, 5.099729724881923332e+00, 1.345233581105070853e+00, 1.355556204320274905e+00
2.067000000000000000e+03, 1.069265349970836443e+00, 1.797120529729705041e+00, 5.386460444553506921e-01, 1.252165743072727988e+00, 1.227916441706571993e+00, 1.758200935438465784e+00, 1.509349747459444613e+00, 1.583306248755427914e+00, 1.785623572875992382e+00, 1.157795212502307880e+00, 1.880099000248971697e+00, 5.929504667324936307e+00, 1.266708757252821949e+00, 1.431625731229785092e+00
2.068000000000000000e+03, 1.089388670863618680e+00, 1.747169728358213048e+00, 5.438410448737615033e-01, 1.202762484853385105e+00, 1.113494319338353300e+00, 1.226766661198003483e+00, 1.458540892397407474e+00, 1.506978302973575490e+00, 1.799083201486312511e+00, 1.203378406070468198e+00, 1.904779212459261961e+00, 5.546702035822497656e+00, 1.380780550986436150e+00, 1.565051631440149249e+00
2.069000000000000000e+03, 1.105043884135414878e+00, 1.843043245119109885e+00, 5.420047805858998480e-01, 1.212921422840807839e+00, 1.235789423625566430e+00, 1.845565339081490341e+00, 1.460844706879340871e+00, 1.508449036926362563e+00, 1.812403735645541358e+00, 1.240048695034927873e+00, 1.912219207072444638e+00, 5.453500306668889408e+00, 1.345937046699478223e+00, 1.477271288909305147e+00
2.070000000000000000e+03, 1.170658759849095842e+00, 1.898728947893097763e+00, 5.321771842361449067e-01, 1.254688085558588462e+00, 1.252397823481956829e+00, 1.760938306925170727e+00, 1.503249273586238610e+00, 1.524974736680759335e+00, 1.804058214870558841e+00, 1.158342272620857871e+00, 1.788929524095747237e+00, 5.185752805616524519e+00, 1.345062954739175698e+00, 1.552735405002097835e+00
2.071000000000000000e+03, 1.194833249373895789e+00, 1.795584095773699485e+00, 5.459267509438695543e-01, 1.255863202743219054e+00, 1.085278568799551424e+00, 1.482485025970910586e+00, 1.559742745670255948e+00, 1.603615185233719709e+00, 1.913397990187768460e+00, 1.305440059103534223e+00, 2.138465069046958877e+00, 5.618725911080757029e+00, 1.220489787466300324e+00, 1.607864546866844657e+00
2.072000000000000000e+03, 1.125374666847525962e+00, 1.881236695805486692e+00, 5.658824646747681042e-01, 1.302093881373689754e+00, 1.323464384495104840e+00, 1.746690874524489567e+00, 1.521390083348841182e+00, 1.578949021556953047e+00, 1.838964025891761001e+00, 1.263852130768543747e+00, 2.022724813286805645e+00, 5.436039349673341903e+00, 1.419947650249966831e+00, 1.547131341599434107e+00
2.073000000000000000e+03, 1.135082103587190083e+00, 1.936696859152556405e+00, 5.515472928011011522e-01, 1.193350986742113928e+00, 1.315551048031524006e+00, 1.535935887562775992e+00, 1.536475653694313825e+00, 1.535726268379990600e+00, 1.740245626361378362e+00, 1.198347760897542136e+00, 2.113146831824697092e+00, 4.900098517700467227e+00, 1.418104788492346335e+00, 1.707393122329133428e+00
2.074000000000000000e+03, 1.096135606820780373e+00, 1.867518407298490724e+00, 5.434012927845479624e-01, 1.268484336401176860e+00, 1.275197582770227323e+00, 1.515048840462807300e+00, 1.503991283932443634e+00, 1.581227337098236596e+00, 1.793512155532188901e+00, 1.188532414710421703e+00, 2.111225460887429684e+00, 5.553035919430726608e+00, 1.369552168580407958e+00, 1.617268431737682644e+00
2.075000000000000000e+03, 1.081902344882726075e+00, 1.946794092810382404e+00, 5.384691557211537249e-01, 1.338551591492230797e+00, 1.150893028276773311e+00, 1.799931422393013625e+00, 1.547253001329009559e+00, 1.568033633616080502e+00, 1.963639856603072165e+00, 1.272121596306137192e+00, 2.116732645268749380e+00, 5.874212318302740599e+00, 1.414264222601538723e+00, 1.673568528392438637e+00
2.076000000000000000e+03, 1.130998007200140210e+00, 1.802577738905050797e+00, 5.503293586807960214e-01, 1.221169530668429815e+00, 1.437517169118974536e+00, 1.766231401297816195e+00, 1.510448437982513381e+00, 1.631002484474203706e+00, 1.985095118751075915e+00, 1.302556321282949847e+00, 1.965753093876022373e+00, 5.529860284933244330e+00, 1.523697101501075180e+00, 1.680684522436713291e+00
2.077000000000000000e+03, 1.133414215743761222e+00, 2.016796799361889381e+00, 5.740269584828318061e-01, 1.287935752744725493e+00, 1.396789130686879155e+00, 1.612715809331831451e+00, 1.599064268149134938e+00, 1.586726381432664645e+00, 2.011390100173764850e+00, 1.365384431714477209e+00, 2.116066759227774430e+00, 5.871882109920427695e+00, 1.467762377566554921e+00, 1.675861434347751366e+00
2.078000000000000000e+03, 1.137177592812921745e+00, 1.805793542389616535e+00, 5.667870834267059177e-01, 1.377175981127733984e+00, 1.331341744503260482e+00, 1.555944735826316094e+00, 1.711505579074593664e+00, 1.573233846359378241e+00, 1.966652938306297393e+00, 1.214386723959174130e+00, 1.896866933917820575e+00, 5.632800074752728925e+00, 1.483266588399668962e+00, 1.658104306099736913e+00
2.079000000000000000e+03, 1.136634369926106336e+00, 1.992520604319930166e+00, 5.484017775022319574e-01, 1.344342848739162655e+00, 1.342245283206769724e+00, 1.814900964607117695e+00, 1.660365737997277158e+00, 1.584088387232481798e+00, 1.965468710723140111e+00, 1.173140945368504662e+00, 2.338107544549433925e+00, 5.327671718655804689e+00, 1.359809591905072113e+00, 1.655638991733222154e+00
2.080000000000000000e+03, 1.164448503501493759e+00, 1.809374517270346372e+00, 5.492789248676690494e-01, 1.373058233406937445e+00, 1.315262203873130309e+00, 1.680071042941345238e+00, 1.572286684003249002e+00, 1.615591823331642418e+00, 1.994121870567627131e+00, 1.220118856308092692e+00, 2.017552999041113626e+00, 5.483310936571535343e+00, 1.531970216570374577e+00, 1.513470102547148199e+00
2.081000000000000000e+03, 1.175585389603009956e+00, 1.935328941737630259e+00, 5.497560540853103639e-01, 1.297848004572482283e+00, 1.392708398286071514e+00, 1.550147509484428365e+00, 1.670284635398353590e+00, 1.670134309185958399e+00, 2.046838905309971146e+00, 1.305190970005077888e+00, 2.026981065268179005e+00, 5.356197852216762811e+00, 1.395080840305420677e+00, 1.567041430606036956e+00
2.082000000000000000e+03, 1.192586409941821968e+00, 1.935856602306759155e+00, 5.466460100105472453e-01, 1.336791223334051093e+00, 1.188032880231539634e+00, 1.716509564155583423e+00, 1.620139965297447526e+00, 1.622192960177858634e+00, 1.958777335279468623e+00, 1.239945034802980128e+00, 1.991602330090893380e+00, 5.688184517972080023e+00, 1.254753524991247371e+00, 1.581089819313800104e+00
2.083000000000000000e+03, 1.189342544450448180e+00, 1.965756295184563962e+00, 5.601614642316419257e-01, 1.392040557774600007e+00, 1.279566935620050971e+00, 1.845160822996586569e+00, 1.525649428050376955e+00, 1.614525091102758880e+00, 2.104135102591713213e+00, 1.347747181189268284e+00, 2.125452328737734931e+00, 6.065285764841969574e+00, 1.515447220046052923e+00, 1.654850782108707730e+00
2.084000000000000000e+03, 1.182803164196481793e+00, 1.949076056049993566e+00, 5.742513718886119722e-01, 1.388442723453891192e+00, 1.378850910355948756e+00, 1.327514258185504836e+00, 1.499079048308485484e+00, 1.638982575254665619e+00, 2.055882571447377849e+00, 1.324986420019886646e+00, 2.050469558378968049e+00, 5.241556132943540725e+00, 1.476578791850483574e+00, 1.585284765783373073e+00
