year, TaiESM1, CESM2-WACCM, INM-CM4-8, GFDL-ESM4, CMCC-CM2-SR5, CanESM5, UKESM1-0-LL, MPI-ESM1-2-LR, EC-Earth3-Veg, NorESM2-LM, ACCESS-ESM1-5, INM-CM5-0, NorESM2-MM, MIROC-ES2L, IPSL-CM6A-LR, CNRM-ESM2-1
1.974000000000000000e+03, 1.152267133825884970e+00, 2.114424492843142378e+00, 2.109733198676432497e+00, 1.665269374016685955e+00, 1.810557544740449831e+00, 3.600044037801905183e+00, 2.331593537372445901e+00, 2.807934779306591633e+00, 1.737945381590348726e+00, 1.898509348477630310e+00, 2.682240108675443491e+00, 2.434330590892122004e+00, 1.881376077630717125e+00, 3.012348803414165666e+00, 1.983752703407478890e+00, 2.388606262621026044e+00
1.975000000000000000e+03, 1.407428975604847476e+00, 1.844074734742750854e+00, 2.238768908177624084e+00, 1.697835932528288128e+00, 2.045286402925465818e+00, 3.641559442201919516e+00, 2.342440792426414120e+00, 2.673865961438438354e+00, 1.910825926060935709e+00, 1.908164188653487914e+00, 2.623729927123028549e+00, 2.390542274098661490e+00, 1.870240425816017238e+00, 3.086638274644637470e+00, 1.940921413932310546e+00, 2.171467220301456891e+00
1.976000000000000000e+03, 1.165240796397418066e+00, 1.974411874600760175e+00, 2.260663176529142060e+00, 1.739079497219243819e+00, 2.197501743457818790e+00, 3.421273374042363091e+00, 2.460505932782697691e+00, 2.579830957260697666e+00, 1.824013013736791367e+00, 1.784067839661289012e+00, 2.680962736750311493e+00, 2.183331672855296723e+00, 2.110575415960366463e+00, 3.388291629085780965e+00, 2.167863332140155030e+00, 2.417351143522818102e+00
1.977000000000000000e+03, 1.242879885325967715e+00, 2.041579889347747923e+00, 2.130921175648971655e+00, 1.776747477427836897e+00, 1.976179175697838408e+00, 3.440998361055905619e+00, 2.467104866813194519e+00, 3.058962950036460793e+00, 2.019038888001438270e+00, 1.939479257792578348e+00, 2.756996176336412141e+00, 2.260035494956853963e+00, 2.009789944961341224e+00, 3.252966070175816515e+00, 2.051238561525373871e+00, 2.539259768563290720e+00
1.978000000000000000e+03, 1.175822210107544397e+00, 2.092743513315880044e+00, 1.957375768352444867e+00, 1.695464158310845404e+00, 2.187237304782990055e+00, 3.674763784950093370e+00, 2.419669676812031156e+00, 2.652591064781509189e+00, 2.061372857782289181e+00, 1.998556934548661568e+00, 2.738163519992371953e+00, 2.432376349893237144e+00, 2.075885134129674459e+00, 3.213174998838404850e+00, 2.038615736268648782e+00, 2.366192294342822855e+00
1.979000000000000000e+03, 1.043036970370340599e+00, 2.143973864707628074e+00, 1.997193455507708215e+00, 1.676273193648953441e+00, 1.891125852561092335e+00, 3.464505422797697243e+00, 2.297352847462591718e+00, 2.730314649057088872e+00, 1.929601514263785234e+00, 1.838133757293838544e+00, 2.757095100270478216e+00, 2.261998093442433078e+00, 1.995076940109293151e+00, 3.306441451356675554e+00, 2.154121592577301403e+00, 2.426919962527677832e+00
1.980000000000000000e+03, 1.170297440031385028e+00, 2.105308224714602883e+00, 2.215731672918836992e+00, 1.646388438868790605e+00, 2.309342471261310870e+00, 3.599828182031691970e+00, 2.247219644110507009e+00, 2.906302726562299821e+00, 1.991483064268877223e+00, 1.936230901849692376e+00, 2.807142482297095842e+00, 2.365860712323017978e+00, 1.959207516436521690e+00, 3.335394497884001108e+00, 2.239052700535165030e+00, 2.542246654620467172e+00
1.981000000000000000e+03, 1.203821006951612205e+00, 2.155919230883279081e+00, 2.198120083897083799e+00, 1.768606517402031786e+00, 1.962896437746963541e+00, 3.532498019357144692e+00, 2.233704435284700640e+00, 3.301706671800473725e+00, 1.862491230710245249e+00, 1.605766782992046116e+00, 2.747397654166463532e+00, 2.525486524702939217e+00, 1.997990291788467987e+00, 3.538736293934992450e+00, 2.302802617480613101e+00, 2.431905698194623433e+00
1.982000000000000000e+03, 1.313279230637494743e+00, 2.106226167075535560e+00, 2.081516185534401764e+00, 1.715023197932252108e+00, 2.149586134973127116e+00, 3.535220648465319471e+00, 2.429701685537250189e+00, 3.092085491925380403e+00, 2.124095628532210345e+00, 1.860342357796709534e+00, 2.855354250416095585e+00, 2.582039270185940261e+00, 2.066707772188556724e+00, 3.504856197465095580e+00, 2.186802591677116325e+00, 2.596966281713752434e+00
1.983000000000000000e+03, 1.168508198725555891e+00, 2.339398530522664554e+00, 2.370300567353827326e+00, 1.905879322130764386e+00, 2.372495196153258767e+00, 3.652655323246983610e+00, 2.321209859867751746e+00, 2.774989764162061334e+00, 2.113154361011968962e+00, 2.039854818263219016e+00, 2.899926580656065678e+00, 2.932427048456433205e+00, 2.024750829357923276e+00, 3.453903041976321031e+00, 1.970140685474661035e+00, 2.182548229598805012e+00
1.984000000000000000e+03, 1.199818376403797959e+00, 2.307570629127793982e+00, 2.444425967268902156e+00, 1.890162817451280564e+00, 1.987921727330003607e+00, 3.667138936806510152e+00, 2.550812259687517347e+00, 2.886507206538916570e+00, 2.068082993335569775e+00, 2.070544920292052726e+00, 2.936334152461810731e+00, 2.229211148066327031e+00, 2.059220323084971049e+00, 3.309200662341889920e+00, 2.150601355679911730e+00, 2.547671298925585415e+00
1.985000000000000000e+03, 1.121469258360694665e+00, 2.209564879983931807e+00, 2.160029505398892269e+00, 1.769660238078703873e+00, 2.165594317214728726e+00, 3.614423870753203705e+00, 2.293825394503894888e+00, 2.765984618114466276e+00, 2.134555374608195777e+00, 1.933557783182936252e+00, 2.859838702808062738e+00, 2.349926137939468695e+00, 2.110566460684051737e+00, 3.339624945198657269e+00, 2.013037058549275837e+00, 2.732615823151926637e+00
1.986000000000000000e+03, 1.206518761818802465e+00, 2.147435567366766218e+00, 2.279607977848685962e+00, 1.755998900985602518e+00, 2.146679080352317470e+00, 3.644542980506134011e+00, 2.505886104672964354e+00, 2.766555682681608896e+00, 2.075583548053791194e+00, 2.019783062765655224e+00, 2.874837088887101544e+00, 2.260359596601944077e+00, 2.054749072722025449e+00, 3.323039263112721908e+00, 2.256584275483204838e+00, 2.704963432658567868e+00
1.987000000000000000e+03, 1.284883654208347714e+00, 2.178282147948589653e+00, 2.386952233659529465e+00, 1.908032896574014758e+00, 1.984840308194706582e+00, 3.549891646058126238e+00, 2.394083245705350471e+00, 2.841218831449530136e+00, 2.074435317163211057e+00, 2.097413948696091435e+00, 2.988673170948526803e+00, 2.160434100040764083e+00, 2.073880932967185675e+00, 3.370969503908022968e+00, 2.319794998464751679e+00, 2.444345748552987807e+00
1.988000000000000000e+03, 1.317478356505621173e+00, 2.275374061551732385e+00, 2.088750723267541520e+00, 1.878449310496625113e+00, 2.303356593231922211e+00, 3.721380468012427389e+00, 2.217934960966236435e+00, 2.918929901582962394e+00, 2.037595988815249726e+00, 1.844438328545914274e+00, 2.818085462488940429e+00, 2.482437972104293067e+00, 2.076849639829745797e+00, 3.576912941905521226e+00, 2.144286183776887178e+00, 2.385376850137338689e+00
1.989000000000000000e+03, 1.228221276335783152e+00, 2.117027269338864759e+00, 2.278089286690901272e+00, 1.775893751095008355e+00, 2.032189859371347662e+00, 3.564408522020461323e+00, 2.560268159675156419e+00, 2.976820666032312879e+00, 2.105097989955671434e+00, 1.905716146563314339e+00, 2.760291188417110853e+00, 2.313138673470911844e+00, 2.205339329080001853e+00, 3.431237062048964059e+00, 2.355159384026302760e+00, 2.407224752174559335e+00
1.990000000000000000e+03, 1.238071346776591142e+00, 2.213367243122872807e+00, 2.392426701502635922e+00, 1.907557571197678437e+00, 2.021659711903216472e+00, 3.706991834119772289e+00, 2.562433329429025797e+00, 2.957133298065861116e+00, 2.195224847971936288e+00, 1.980643434465912955e+00, 2.833409623170185299e+00, 2.730114267133397998e+00, 2.211961205707493328e+00, 3.465783505555412702e+00, 2.587166803233567069e+00, 2.495641173472435970e+00
1.991000000000000000e+03, 1.294164836516914052e+00, 2.142222026254823497e+00, 2.288304479081995080e+00, 1.918697724068408217e+00, 2.099166278471890301e+00, 3.692679047781397550e+00, 2.587454986540046686e+00, 3.049079385263242070e+00, 2.124533709374286428e+00, 1.939888167952001696e+00, 2.856324825346185037e+00, 2.568660563244681505e+00, 2.074734605899422935e+00, 3.495227894159468107e+00, 2.381385521283140072e+00, 2.535379952623915578e+00
1.992000000000000000e+03, 1.099040647166322771e+00, 2.298564849485762451e+00, 2.760032612505377791e+00, 1.798865422368064682e+00, 2.423657786620757815e+00, 3.510890226667129355e+00, 2.258044148503802084e+00, 2.736496429310038003e+00, 2.205372140927869928e+00, 2.067959084317506413e+00, 2.920744048875281162e+00, 2.572661844440408796e+00, 2.209637751257496507e+00, 3.415693575573193197e+00, 2.208684292713356534e+00, 2.325907428125436383e+00
1.993000000000000000e+03, 1.365283781339035718e+00, 2.143665267870398683e+00, 2.456678408006813363e+00, 1.878435620795448235e+00, 2.127956596347509777e+00, 3.504653897682420638e+00, 2.327464430671672968e+00, 3.281400005160022726e+00, 2.127665885869237883e+00, 2.076851306579179823e+00, 2.952500568811954107e+00, 2.461094079740499208e+00, 2.195220891587804424e+00, 3.340337743428598571e+00, 2.401807701139040852e+00, 2.736468370693773799e+00
1.994000000000000000e+03, 1.282606555776737878e+00, 2.064788822658035539e+00, 2.514975450091246234e+00, 1.840344366666033071e+00, 1.910623679660536256e+00, 3.679863417127620551e+00, 2.645706405704226327e+00, 2.932865425607519061e+00, 1.764832869091310430e+00, 2.017084450999331313e+00, 2.719582980799660543e+00, 2.803987938010132908e+00, 2.123969635125243727e+00, 3.566499972901910898e+00, 2.305180050123623925e+00, 2.381508855734978614e+00
1.995000000000000000e+03, 1.300690996158671231e+00, 2.165572508155263698e+00, 2.358842344974544147e+00, 1.973359597618529637e+00, 2.146850799964397982e+00, 3.773596587662135349e+00, 2.497919385535663839e+00, 3.055300802535264815e+00, 2.330424874251691758e+00, 2.041890781456387138e+00, 2.815548191422401203e+00, 2.436300381324868258e+00, 1.923782845641091255e+00, 3.461328664871962335e+00, 2.431102987023067818e+00, 2.672254097127283234e+00
1.996000000000000000e+03, 1.358173908982992728e+00, 2.063706032114885680e+00, 2.269699536607155732e+00, 1.940160284004078362e+00, 2.134315991580565619e+00, 3.471808716014679774e+00, 2.556910992793403281e+00, 3.024081816205476336e+00, 2.232051579559920729e+00, 1.977614205138967352e+00, 2.909469260029745374e+00, 2.438093959483602635e+00, 1.886820107494863841e+00, 3.531618849571379393e+00, 2.531645680414078559e+00, 2.761344641715967718e+00
1.997000000000000000e+03, 1.107139685545019514e+00, 2.319289984358650969e+00, 2.454049885573846179e+00, 2.200561142820372851e+00, 2.369208946937154447e+00, 3.651166584870362719e+00, 2.424861281401819113e+00, 3.286917304787073224e+00, 2.079043212061665979e+00, 2.064669592422120559e+00, 2.945792251328910538e+00, 2.559558707798819555e+00, 2.108606331437368198e+00, 3.513735295202888853e+00, 2.335832357347226385e+00, 2.704045483880010980e+00
1.998000000000000000e+03, 1.383918891038913745e+00, 2.262204217957957564e+00, 2.304970672255804764e+00, 2.008943086996677341e+00, 1.812545762877801891e+00, 3.780155927273188610e+00, 2.539058850991719574e+00, 3.083795364824817753e+00, 2.192862477723075632e+00, 2.068761579359810643e+00, 2.981894918924451687e+00, 2.370776452586511596e+00, 2.245317173054339754e+00, 3.513824086018005222e+00, 2.434811816811063956e+00, 2.733030097668318614e+00
1.999000000000000000e+03, 1.241964503999976710e+00, 2.203864641992918649e+00, 2.335414042759762054e+00, 2.053731894633126664e+00, 2.221051485432925521e+00, 3.757405616109304347e+00, 2.657788222369831477e+00, 3.276389653645530142e+00, 2.082431714891064711e+00, 1.855219049045142343e+00, 2.972033848941333822e+00, 2.355181202756285952e+00, 2.073120397235822310e+00, 3.492574596734549175e+00, 2.483343553059517372e+00, 2.682021464417064127e+00
2.000000000000000000e+03, 1.287346214233978658e+00, 2.260905060087910812e+00, 2.365805970540532766e+00, 2.018690362289906837e+00, 2.102070001976485081e+00, 3.584380240697621733e+00, 2.620818341747297886e+00, 3.058418520698260146e+00, 2.323807931087868095e+00, 1.967920751653474687e+00, 2.950047249221384504e+00, 2.356375511619024810e+00, 2.111466744821531183e+00, 3.647534870826522724e+00, 2.487206557844834798e+00, 2.801667997564614598e+00
2.001000000000000000e+03, 1.383137398738898627e+00, 2.080171795153437309e+00, 2.309553980601138257e+00, 2.048295412121237113e+00, 2.073769721271500277e+00, 3.733862086681742021e+00, 2.738795141881440465e+00, 3.038324241577963658e+00, 2.233463335265025940e+00, 1.968615087431323074e+00, 2.886814876651808248e+00, 2.364320027520680156e+00, 2.089986888991031133e+00, 3.316012325435958807e+00, 2.240320910890092332e+00, 2.661352861838411688e+00
2.002000000000000000e+03, 1.200378823138984918e+00, 2.199226011603644171e+00, 2.156721703359905984e+00, 2.054285593291982348e+00, 2.448950210820871831e+00, 3.740858136789599886e+00, 2.908384358773442813e+00, 3.101389114136093639e+00, 2.330507042431219755e+00, 1.946062414091178638e+00, 2.983139730409776647e+00, 2.645154709772527646e+00, 1.962111974923553381e+00, 3.650793974748764104e+00, 2.204154190075696018e+00, 2.348721826899396348e+00
2.003000000000000000e+03, 1.334748540731290456e+00, 2.106921004620682769e+00, 2.348111190286529038e+00, 2.074002533359807998e+00, 2.006253142656575061e+00, 3.791059693568841205e+00, 2.781934371131825845e+00, 2.970160533774523159e+00, 2.335299613974593402e+00, 1.997160123522897734e+00, 2.758618917760316425e+00, 2.467917561597226417e+00, 1.992717948874936251e+00, 3.633485283405432309e+00, 2.183883791401437069e+00, 2.887950895471138590e+00
2.004000000000000000e+03, 1.189910553366891222e+00, 2.181860843373339520e+00, 2.557145678744919159e+00, 2.191863039665408408e+00, 1.890700127889854754e+00, 3.682370671159795439e+00, 2.659770542307326568e+00, 3.163790724432718804e+00, 2.548994686165772183e+00, 1.977414243134340666e+00, 2.563411887308767234e+00, 2.542591743853331199e+00, 2.154482044358621895e+00, 3.799804745801418360e+00, 2.457205795429802997e+00, 2.678733431967686318e+00
2.005000000000000000e+03, 1.378899651060947917e+00, 2.039177052601484075e+00, 2.402464593229275636e+00, 2.134179079641370880e+00, 1.994085056233847020e+00, 3.776999408654222012e+00, 2.928263486481704980e+00, 3.154407618341973141e+00, 2.256733576361143356e+00, 1.858100583839500164e+00, 2.816809451884960680e+00, 2.626238770134951661e+00, 2.132719852716566944e+00, 3.637995395582240832e+00, 2.616651083469907046e+00, 3.056830436251532834e+00
2.006000000000000000e+03, 1.366589422296522249e+00, 2.156955211642268999e+00, 2.266105014795059880e+00, 2.191367128920604035e+00, 2.412593169952238714e+00, 3.596302089884599873e+00, 2.551133965364613676e+00, 3.098770825375186000e+00, 2.162093823739648091e+00, 2.036860363542969399e+00, 2.939357560213677445e+00, 2.797279974599928387e+00, 2.136961188122285638e+00, 3.687737575226042619e+00, 2.395084005151757900e+00, 2.712347834435242522e+00
2.007000000000000000e+03, 1.289962694225448736e+00, 2.168068783172365066e+00, 2.355132122748232693e+00, 2.322032019736405939e+00, 2.377932363270226279e+00, 3.743736492086335410e+00, 2.767746445920500786e+00, 2.922449778144966537e+00, 2.465389697970647109e+00, 2.008381577120006867e+00, 3.204750725664381683e+00, 2.876470356419940977e+00, 2.078990243854439868e+00, 3.448470992854696604e+00, 2.345120357280670031e+00, 2.849751434949763684e+00
2.008000000000000000e+03, 1.187268416628277645e+00, 2.244257288254023930e+00, 2.373079246011581489e+00, 2.405304571873811526e+00, 1.964423279943644740e+00, 3.801170939791176817e+00, 2.952087093780488836e+00, 3.328760346885808463e+00, 2.428342451875356023e+00, 2.027775033962936124e+00, 3.255542785054672539e+00, 2.228011220335901932e+00, 2.127443154214103682e+00, 3.566059823260222306e+00, 2.372610900718264304e+00, 2.735732759002699410e+00
2.009000000000000000e+03, 1.429229325959167518e+00, 2.252466503516357577e+00, 2.178193767056893826e+00, 2.167831005394672328e+00, 2.086859410268025350e+00, 3.736078265031447465e+00, 3.077087958933148570e+00, 3.243199401199818865e+00, 2.347342036539385557e+00, 1.984216864499014132e+00, 3.001029119294873482e+00, 2.506428009007972246e+00, 2.095631597483090136e+00, 3.574189523886174946e+00, 2.366342139714173065e+00, 2.444485856301844340e+00
2.010000000000000000e+03, 1.214662035733072853e+00, 1.962817911012453287e+00, 2.265927375612310168e+00, 2.042715263566261985e+00, 2.111584610876396706e+00, 3.686590853594380768e+00, 2.947664384957916717e+00, 3.205644287764410016e+00, 2.345589297248724669e+00, 2.061159314462108316e+00, 2.730636320928290672e+00, 2.503301234313612955e+00, 2.069046655625331965e+00, 3.941163501706322680e+00, 2.348171584963105296e+00, 2.860343736805840642e+00
2.011000000000000000e+03, 1.272391124592956224e+00, 2.140655646418238689e+00, 2.458407129833362070e+00, 2.286115008124008252e+00, 2.454067205126615914e+00, 3.500704753202191988e+00, 2.745118118762602144e+00, 3.206286178648225516e+00, 2.072638255463340240e+00, 2.017049953484737923e+00, 2.661456758959262370e+00, 2.451112123154610245e+00, 2.305810831821202722e+00, 3.773004075790399980e+00, 2.326030916440030349e+00, 2.920007585486298129e+00
2.012000000000000000e+03, 1.357461320536456961e+00, 2.175813672131361454e+00, 2.476239213723783639e+00, 2.245446526711657675e+00, 2.288838122511176021e+00, 3.835703445891665897e+00, 2.541896711869023662e+00, 3.246440426717219108e+00, 2.552230713934506401e+00, 2.047435832650516652e+00, 2.861193320625480485e+00, 2.610969649539628623e+00, 2.027873647836488935e+00, 3.711871038133566003e+00, 2.584260067600023358e+00, 2.821276039726689167e+00
2.013000000000000000e+03, 1.341969660530073050e+00, 2.189872534712732577e+00, 2.184383231921100510e+00, 2.242350690177962846e+00, 2.174430779175976713e+00, 3.916458518499819075e+00, 2.824744757890403690e+00, 3.284536888979286307e+00, 2.156350026311693036e+00, 2.082142676049512975e+00, 3.047449287581302624e+00, 2.418227836161988886e+00, 2.075626434077187277e+00, 3.897926305062040964e+00, 2.375032943058573931e+00, 2.652654396578721929e+00
2.014000000000000000e+03, 1.250443202297826462e+00, 2.372601088722922302e+00, 2.273455189360376938e+00, 2.171073540907377364e+00, 1.792349025568091170e+00, 3.826273418873190391e+00, 2.833967157806062787e+00, 3.286863513971297390e+00, 2.283902334561896730e+00, 2.020675079717734857e+00, 3.181089599712161320e+00, 2.341610267856920391e+00, 2.278178123448182824e+00, 3.687573648886349087e+00, 2.578510283635118583e+00, 2.632294171516374792e+00
