year, CanESM5, CESM2-WACCM, CNRM-ESM2-1, MIROC-ES2L, GFDL-ESM4, NorESM2-LM, IPSL-CM6A-LR, ACCESS-ESM1-5, MPI-ESM1-2-LR, EC-Earth3-Veg, NorESM2-MM, CMCC-CM2-SR5, TaiESM1
1.991000000000000000e+03, 7.823104010020133003e+00, 1.776635670585983817e+00, 1.848914741645196358e+01, 2.071048621653114452e+01, 5.131867501179857349e+00, 1.679645981346941319e+00, 5.531548540951437332e+00, 3.946201501923153110e+00, 1.201026043900965057e+01, 2.445885286036016737e+00, 1.758555171411517071e+00, 2.676996096314880003e+00, 3.431251699835174418e-01
1.992000000000000000e+03, 7.897284769642477720e+00, 1.721909899071272010e+00, 1.851096623111855521e+01, 2.081311250594951190e+01, 5.153988099295240488e+00, 1.623343695522783348e+00, 5.544501491510305691e+00, 3.972617907576307061e+00, 1.206952437619259300e+01, 2.406607057844599940e+00, 1.745394106713274551e+00, 2.344810145738229323e+00, 4.934157805325519175e-01
1.993000000000000000e+03, 8.053884452022506579e+00, 1.791144529680453346e+00, 1.836296279228524853e+01, 2.106067651158319620e+01, 5.224741101404625887e+00, 1.608588739887817365e+00, 5.552444004442615544e+00, 3.966756483422084312e+00, 1.203335078331377161e+01, 2.391543980688358051e+00, 1.703684881710304300e+00, 2.361377332333375101e+00, 3.658556368702385320e-01
1.994000000000000000e+03, 8.060727295773089551e+00, 1.804813722338319382e+00, 1.849442905289096117e+01, 2.113359379749210731e+01, 5.228039170751522136e+00, 1.646636115182006588e+00, 5.582695392639400289e+00, 3.981485458120495480e+00, 1.208825735449338978e+01, 2.372633138926541818e+00, 1.673310197705066837e+00, 2.688603758506415975e+00, 3.616240338686702582e-01
1.995000000000000000e+03, 8.071336749168583680e+00, 1.752976768304467026e+00, 1.848920331979213927e+01, 2.125826020110712733e+01, 5.194706141027097601e+00, 1.599451654488857955e+00, 5.595347394809765618e+00, 3.948300695933407045e+00, 1.210999306119055774e+01, 2.343218135418099646e+00, 1.754317408646103971e+00, 2.428988951470736346e+00, 4.069315772163085709e-01
1.996000000000000000e+03, 8.187670401617456406e+00, 1.772236931940944782e+00, 1.854662296304454117e+01, 2.118281107046690437e+01, 5.201553917980894504e+00, 1.627461488749188279e+00, 5.617810738190353703e+00, 3.923039670049929484e+00, 1.213732826909651230e+01, 2.360995687403408816e+00, 1.789282819556918813e+00, 2.645279407228084079e+00, 3.363519744138596113e-01
1.997000000000000000e+03, 8.059451284296917706e+00, 1.668313136493739579e+00, 1.859418025955422848e+01, 2.110491852660999257e+01, 5.205197803384812971e+00, 1.579452979267366830e+00, 5.667612086121978088e+00, 3.959338051264468472e+00, 1.208293108502962454e+01, 2.420332265235569658e+00, 1.716747403877892486e+00, 2.386612581817486145e+00, 5.341433143420758478e-01
1.998000000000000000e+03, 7.870306347028344973e+00, 1.718875886550941923e+00, 1.864225043213653521e+01, 2.116953578236912392e+01, 5.260054417536982108e+00, 1.576415915213238206e+00, 5.657605683068268831e+00, 3.923498067222975560e+00, 1.211073663492005004e+01, 2.486865780912520751e+00, 1.635762584630784389e+00, 2.769604056220944077e+00, 3.671533009906483569e-01
1.999000000000000000e+03, 7.806052758426917926e+00, 1.757272840274786807e+00, 1.866711146388465892e+01, 2.129072230519611608e+01, 5.291906012238335677e+00, 1.641205160131691043e+00, 5.694459097394121372e+00, 3.934370575599107411e+00, 1.211693179250133845e+01, 2.441952125359386994e+00, 1.710451096139842919e+00, 2.563934701430056418e+00, 4.062120266047604122e-01
2.000000000000000000e+03, 7.871776220406464297e+00, 1.721482259056805297e+00, 1.858717515651170515e+01, 2.123633144522990079e+01, 5.323282529317836520e+00, 1.616142122035720829e+00, 5.751206559467171964e+00, 3.953026118709739301e+00, 1.215982947641125378e+01, 2.396585841069772016e+00, 1.732784652882654930e+00, 2.544733015514063723e+00, 4.045383127305723914e-01
2.001000000000000000e+03, 7.829566024438867622e+00, 1.826733165022662808e+00, 1.866411893518188236e+01, 2.119755338371923514e+01, 5.347117808749781709e+00, 1.585335994954030880e+00, 5.797434466394300046e+00, 3.949868692691400618e+00, 1.216144516575608314e+01, 2.355558472031763273e+00, 1.747330531511399165e+00, 2.695447899681935322e+00, 3.647509410896572768e-01
2.002000000000000000e+03, 7.954046382050192321e+00, 1.774778367536844703e+00, 1.859079409229014246e+01, 2.119074223632324561e+01, 5.352612000824072958e+00, 1.639178260119564801e+00, 5.759741737465486011e+00, 3.915051009693980788e+00, 1.214628528753563508e+01, 2.369495957100155259e+00, 1.776985779169185209e+00, 2.177946347817884210e+00, 4.204699511641510346e-01
2.003000000000000000e+03, 8.127864820338203344e+00, 1.744062175812652660e+00, 1.848646776815621351e+01, 2.124969862279110444e+01, 5.351752369949353216e+00, 1.567639384132112346e+00, 5.730869182099005421e+00, 3.868755602190739218e+00, 1.213592426363188181e+01, 2.390462192187952972e+00, 1.773567863381678711e+00, 2.439653525741828588e+00, 3.991289352882805841e-01
2.004000000000000000e+03, 8.083877744423983103e+00, 1.735459913945659682e+00, 1.855846489608479288e+01, 2.125646797687869594e+01, 5.395680243447168678e+00, 1.620363796064459683e+00, 5.690806769535003085e+00, 3.746004640916411166e+00, 1.213835096421235527e+01, 2.435297188544850666e+00, 1.721021430487428283e+00, 2.794038928087783979e+00, 4.895590751200480373e-01
2.005000000000000000e+03, 7.855011553804079227e+00, 1.755173096378451758e+00, 1.849185915893745147e+01, 2.113830434806071779e+01, 5.436100014315160323e+00, 1.702292216665406643e+00, 5.737474400713768574e+00, 3.720919097221433436e+00, 1.215674196722624778e+01, 2.566795036993499313e+00, 1.664254355684264386e+00, 2.599920875595535197e+00, 3.815414060770077609e-01
2.006000000000000000e+03, 7.890307894512846865e+00, 1.748522425381580092e+00, 1.858760141275196531e+01, 2.113468111285287065e+01, 5.475591323954641432e+00, 1.652105387321864738e+00, 5.764720088449251101e+00, 3.726885409739302712e+00, 1.218387187710025543e+01, 2.587206422155758911e+00, 1.742766065186870827e+00, 2.436162564582207590e+00, 3.573073927022782925e-01
2.007000000000000000e+03, 7.903060181618329239e+00, 1.737585557411781112e+00, 1.852069334332165695e+01, 2.119131200459822750e+01, 5.487251173640865787e+00, 1.676401646957663694e+00, 5.747932814507304755e+00, 3.810643403992084899e+00, 1.225547292814796663e+01, 2.467278704652226651e+00, 1.834979940031221446e+00, 2.179155817327810940e+00, 3.872732870575340547e-01
2.008000000000000000e+03, 7.834561636548922792e+00, 1.724175866605453411e+00, 1.859151115751420491e+01, 2.127540182453887496e+01, 5.509455725585216790e+00, 1.661127401826839378e+00, 5.737891427879176831e+00, 3.916264176351912152e+00, 1.216882252943738330e+01, 2.498023024540335424e+00, 1.763612730690723884e+00, 2.558127097374065517e+00, 4.954467578523961691e-01
2.009000000000000000e+03, 7.684384201214874643e+00, 1.785350327536242343e+00, 1.857333534385310614e+01, 2.130104341596793560e+01, 5.590794596354636603e+00, 1.614608011515182628e+00, 5.742811241202341321e+00, 3.923464877811571494e+00, 1.217573322031949701e+01, 2.555726992076545301e+00, 1.812119105596703639e+00, 2.652937743842262108e+00, 3.446440005167585308e-01
2.010000000000000000e+03, 7.720837028604131014e+00, 1.937043523432949721e+00, 1.845353997657685952e+01, 2.126740807382585174e+01, 5.614825818247880740e+00, 1.571540634516144008e+00, 5.760944772847933493e+00, 3.930871977742640411e+00, 1.218563204760098451e+01, 2.564671520412582062e+00, 1.790264750099247459e+00, 2.589511225142305140e+00, 4.428550372748095709e-01
2.011000000000000000e+03, 7.733685231724641618e+00, 1.814024774234660908e+00, 1.852352998403410567e+01, 2.137927529374076485e+01, 5.536082641755764477e+00, 1.600737420747864848e+00, 5.743504784256100670e+00, 3.828916742873759826e+00, 1.223440904595861944e+01, 2.543244410001896050e+00, 1.748312075225889162e+00, 2.316442297052093036e+00, 4.812449912920619410e-01
2.012000000000000000e+03, 7.684129665164380896e+00, 1.763039578276758723e+00, 1.858863331816290909e+01, 2.154443062881830784e+01, 5.579563324639114974e+00, 1.576405037960723288e+00, 5.752325691938366958e+00, 3.802337979205971052e+00, 1.221503898166770163e+01, 2.547089246173637189e+00, 1.780212999819117181e+00, 2.259531485238092774e+00, 3.493315663083274569e-01
2.013000000000000000e+03, 7.768500570316239973e+00, 1.746043845859462929e+00, 1.857289523790483088e+01, 2.165131907626713215e+01, 5.583625808473281715e+00, 1.638980653358776296e+00, 5.761388178478690669e+00, 3.871911206714734099e+00, 1.224627716459187532e+01, 2.489983506812653236e+00, 1.805761133814159480e+00, 2.500077022949500627e+00, 3.527107987765317754e-01
2.014000000000000000e+03, 7.799082299029108434e+00, 1.696171462350471559e+00, 1.858294410401962793e+01, 2.176015313271458496e+01, 5.631147188016023541e+00, 1.650941700113271793e+00, 5.752404408256533763e+00, 3.969465190220136996e+00, 1.234214496284800866e+01, 2.455697766120917613e+00, 1.729233883032415653e+00, 2.812516514576236748e+00, 3.798060459565323899e-01
