year, IPSL-CM6A-LR, MIROC-ES2L, MPI-ESM1-2-LR, CanESM5, CMCC-CM2-SR5, CESM2-WACCM, NorESM2-MM, ACCESS-ESM1-5, TaiESM1, GFDL-ESM4, EC-Earth3-Veg, CNRM-ESM2-1, UKESM1-0-LL, NorESM2-LM
1.981000000000000000e+03, 2.878573058025290266e+01, 6.512922272689039005e+01, 3.576863037327578354e+01, 7.219629396095125173e+01, 1.809147824321836424e+02, 4.031819086585384326e+01, 3.943031271467648224e+01, 5.323839728136402272e+01, 1.564976034948790762e+01, 1.165645304654430170e+01, 5.844041603514693861e+01, 9.362540881080904853e+01, 1.047812480522726588e+02, 3.863324094821138743e+01
1.982000000000000000e+03, 2.881822339537134070e+01, 6.527149657555078477e+01, 3.587428688232615315e+01, 7.214117514566154910e+01, 1.809642132686896616e+02, 4.041652100478604837e+01, 3.951129918687036024e+01, 5.330635588517088763e+01, 1.563467955594222225e+01, 1.167526147592929675e+01, 5.844186214664431844e+01, 9.367317846824441574e+01, 1.046988019334020947e+02, 3.873457566434847621e+01
1.983000000000000000e+03, 2.883878942035457627e+01, 6.540382718265604467e+01, 3.596009949764061986e+01, 7.208226590910614107e+01, 1.808855451133853762e+02, 4.048226635660073924e+01, 3.959958203615838812e+01, 5.338318558101496336e+01, 1.559473750447816442e+01, 1.165573652065909904e+01, 5.846138813234799869e+01, 9.374372691348729347e+01, 1.047497048533670068e+02, 3.877966202244006411e+01
1.984000000000000000e+03, 2.885909982388399442e+01, 6.553516995058203065e+01, 3.602757961407973397e+01, 7.201808285820459332e+01, 1.808795362294674760e+02, 4.054173956753363939e+01, 3.971318368986504055e+01, 5.345163075638091499e+01, 1.563530423849150708e+01, 1.164167393658250127e+01, 5.847766876498653943e+01, 9.383901964145512409e+01, 1.047555542305224066e+02, 3.881393834240706298e+01
1.985000000000000000e+03, 2.887167436669414755e+01, 6.571841952809023724e+01, 3.603732872316307834e+01, 7.195554528746471590e+01, 1.808941491551426282e+02, 4.060509956189641656e+01, 3.978747598499791138e+01, 5.353320849316985175e+01, 1.563906452314801854e+01, 1.161025277643179976e+01, 5.852338278755703271e+01, 9.389896773852726142e+01, 1.047602509580882639e+02, 3.887000901509308193e+01
1.986000000000000000e+03, 2.887913173937618083e+01, 6.592457502744927922e+01, 3.601787126573977815e+01, 7.188797576223998931e+01, 1.809001063608334618e+02, 4.068354206923831384e+01, 3.987404905013858780e+01, 5.360787538977246669e+01, 1.573013402031212316e+01, 1.160939668563541716e+01, 5.857589315589517298e+01, 9.395817732272855949e+01, 1.047783382311402534e+02, 3.895689607697933354e+01
1.987000000000000000e+03, 2.888960083495142683e+01, 6.614199921704761209e+01, 3.603621913394604093e+01, 7.184334969096948953e+01, 1.809595963620828059e+02, 4.076728401455886086e+01, 3.996094651114086815e+01, 5.367185414001099275e+01, 1.575159632545129007e+01, 1.162195599213139907e+01, 5.861311311088954312e+01, 9.405630668628553792e+01, 1.047878611601368277e+02, 3.903801551748735221e+01
1.988000000000000000e+03, 2.891525955577348128e+01, 6.637467195260086328e+01, 3.604269647625384465e+01, 7.181195766312745832e+01, 1.809759134201651705e+02, 4.086301513574788657e+01, 4.003904431402566644e+01, 5.374674866043532262e+01, 1.572404746509500306e+01, 1.159243780533221013e+01, 5.862022453840422997e+01, 9.416962155544432278e+01, 1.048676513038896445e+02, 3.912897167236161522e+01
1.989000000000000000e+03, 2.893018933420778893e+01, 6.656788508302703633e+01, 3.606782809237284226e+01, 7.175531741640493522e+01, 1.809879008353790653e+02, 4.093667549872132838e+01, 4.011565957886757872e+01, 5.380858654657863838e+01, 1.572419959438485471e+01, 1.157019265189304846e+01, 5.864024372485678072e+01, 9.426087958507937969e+01, 1.049412049437107441e+02, 3.922583354243214160e+01
1.990000000000000000e+03, 2.894662909717392552e+01, 6.671891119308457974e+01, 3.603862946396794342e+01, 7.170111527580166921e+01, 1.810543987084962509e+02, 4.098680506982310590e+01, 4.017832529277083609e+01, 5.385827720934583596e+01, 1.575407823465510937e+01, 1.155386836956158447e+01, 5.865167322415592821e+01, 9.430484966663875923e+01, 1.050831623592819142e+02, 3.931120430762016582e+01
1.991000000000000000e+03, 2.898803655278328151e+01, 6.688496591146186177e+01, 3.608519106357866235e+01, 7.164757572015899711e+01, 1.811124463904930906e+02, 4.105875564684241397e+01, 4.024127407886326324e+01, 5.391252522595847552e+01, 1.577511916369192768e+01, 1.157933520103407865e+01, 5.867448222330715168e+01, 9.438226094746380568e+01, 1.050801751798271084e+02, 3.937776857264493202e+01
1.992000000000000000e+03, 2.902149134151697041e+01, 6.702648622984399651e+01, 3.616306546183035664e+01, 7.159124479389065243e+01, 1.811297616496872251e+02, 4.111083983983339607e+01, 4.030267087125451297e+01, 5.397396285224063206e+01, 1.586462433811817085e+01, 1.156282896923277015e+01, 5.870972621739480957e+01, 9.446068510786423644e+01, 1.051296220177047047e+02, 3.943406259427500515e+01
1.993000000000000000e+03, 2.904556372537776809e+01, 6.718348341234047894e+01, 3.612665178374135877e+01, 7.154444888009274450e+01, 1.810270290002638944e+02, 4.117366524655621873e+01, 4.035002509571301488e+01, 5.403916308652755163e+01, 1.592477460590331795e+01, 1.156786363207890211e+01, 5.872553879573004565e+01, 9.449479429688109633e+01, 1.051416430059180271e+02, 3.947975035827057866e+01
1.994000000000000000e+03, 2.907327419229210008e+01, 6.735312236473812675e+01, 3.619312985933783722e+01, 7.151268658260630673e+01, 1.810415021963552533e+02, 4.124174876435535708e+01, 4.038259526118291376e+01, 5.409900549808826753e+01, 1.589114108923601876e+01, 1.158244634660240457e+01, 5.873666397697284225e+01, 9.454189066174673428e+01, 1.051222481529983668e+02, 3.953994481536198435e+01
1.995000000000000000e+03, 2.909390960701104945e+01, 6.752745952242494809e+01, 3.624306306714944981e+01, 7.146651827190098061e+01, 1.810737121441378576e+02, 4.129013097089530504e+01, 4.043006431706323411e+01, 5.414126865162158708e+01, 1.594289431665397316e+01, 1.158743713172509793e+01, 5.872750656182113715e+01, 9.461453650136856197e+01, 1.052233627175673547e+02, 3.958927028281660654e+01
1.996000000000000000e+03, 2.913005708617036049e+01, 6.775279654746991298e+01, 3.626842705044563786e+01, 7.141586635553250062e+01, 1.810783617423273029e+02, 4.135191516442242943e+01, 4.049984405866181447e+01, 5.417051029608951751e+01, 1.593231788857667297e+01, 1.159206165635996300e+01, 5.873776697567078742e+01, 9.468429921237988367e+01, 1.052690379404286602e+02, 3.963207414129048800e+01
1.997000000000000000e+03, 2.916964211028260934e+01, 6.793325389860906682e+01, 3.622010071958056443e+01, 7.140089654628165761e+01, 1.810609944482017966e+02, 4.137542051422645528e+01, 4.055421878049354945e+01, 5.421377023915665205e+01, 1.598499004888945230e+01, 1.160646335300332943e+01, 5.876170688217097648e+01, 9.475779253584887840e+01, 1.052865490841100922e+02, 3.968330628064577326e+01
1.998000000000000000e+03, 2.919184307507897103e+01, 6.808643226169228058e+01, 3.623524437649111007e+01, 7.138047439772422820e+01, 1.810619059963827056e+02, 4.139679680657316396e+01, 4.055373958936727519e+01, 5.425701943139896599e+01, 1.605196775159836520e+01, 1.158792195450716100e+01, 5.878735539783802011e+01, 9.484326083792230122e+01, 1.053654603566357650e+02, 3.971186987728081164e+01
1.999000000000000000e+03, 2.922648623762473008e+01, 6.823820107307614080e+01, 3.624038710853448464e+01, 7.134493228665785125e+01, 1.811124865101850219e+02, 4.144885007213575534e+01, 4.058038098267881111e+01, 5.428776950328951756e+01, 1.605132432963787537e+01, 1.158324620398214755e+01, 5.881966610927338479e+01, 9.492613339050046761e+01, 1.054111315829398734e+02, 3.973758928159315218e+01
2.000000000000000000e+03, 2.926713726497786183e+01, 6.841570168214455805e+01, 3.631358568930765784e+01, 7.130715050665884291e+01, 1.811028405500079543e+02, 4.147701846602726050e+01, 4.061936377111389618e+01, 5.433423494857301961e+01, 1.609755257519429250e+01, 1.159160865389671713e+01, 5.881250139717122494e+01, 9.497848609130136310e+01, 1.054317320892364336e+02, 3.979647891900433621e+01
2.001000000000000000e+03, 2.930830282740176784e+01, 6.858713932996893448e+01, 3.631350548369091769e+01, 7.129076441264506059e+01, 1.811612397324592223e+02, 4.153592549309468041e+01, 4.067422396691512887e+01, 5.437552653208796016e+01, 1.610777635927119533e+01, 1.157414591348737432e+01, 5.882228890007925060e+01, 9.503526338629912118e+01, 1.054249264289330625e+02, 3.982809394157070670e+01
2.002000000000000000e+03, 2.933454938833476078e+01, 6.875361848526583231e+01, 3.631114823954778359e+01, 7.125898898223981348e+01, 1.810934032233142830e+02, 4.159967266396746766e+01, 4.071613959320643517e+01, 5.439550169591473860e+01, 1.611357454144519963e+01, 1.158528308096755488e+01, 5.882284371278110768e+01, 9.509045630114142966e+01, 1.053396665972798871e+02, 3.986684782241970026e+01
2.003000000000000000e+03, 2.935079637911512762e+01, 6.891506646605942876e+01, 3.630989515990228256e+01, 7.123216307587968288e+01, 1.810190500359743737e+02, 4.164251873290797334e+01, 4.076906327945877706e+01, 5.440143168687789910e+01, 1.618260935888871543e+01, 1.160873950799366128e+01, 5.883407874295024698e+01, 9.511123397528662338e+01, 1.054656184637854466e+02, 3.990233483216538701e+01
2.004000000000000000e+03, 2.936094639577051524e+01, 6.907686856653558038e+01, 3.633781237398907393e+01, 7.123273580489089341e+01, 1.810753157596756182e+02, 4.167937241846908591e+01, 4.081755444296781832e+01, 5.435171402908969185e+01, 1.624012476305611941e+01, 1.160721972840002358e+01, 5.885858207424409017e+01, 9.516818186960885839e+01, 1.054746756689828686e+02, 3.992378502853035371e+01
2.005000000000000000e+03, 2.939649508021739166e+01, 6.924271432194740328e+01, 3.638593039621190428e+01, 7.126490567515332941e+01, 1.811255725115955784e+02, 4.169910548615638390e+01, 4.081363478000250211e+01, 5.428873809985852716e+01, 1.628465067275657319e+01, 1.160782684028537304e+01, 5.889528233668721668e+01, 9.521278664351176246e+01, 1.055133229097428398e+02, 3.998111632154169115e+01
2.006000000000000000e+03, 2.943443402881737470e+01, 6.930238213911709977e+01, 3.645547123588220728e+01, 7.126129699379205817e+01, 1.811802684938841708e+02, 4.172872447206982116e+01, 4.082063576031899998e+01, 5.426341901795879608e+01, 1.626248113740172130e+01, 1.162951224892487545e+01, 5.894401043602659485e+01, 9.526028018430895372e+01, 1.056021803896113482e+02, 4.003230361324801834e+01
2.007000000000000000e+03, 2.945964833206798872e+01, 6.936464194066003586e+01, 3.657959146619877089e+01, 7.125671662863045697e+01, 1.810569476331127419e+02, 4.175236921903678677e+01, 4.088753289452480999e+01, 5.427625176872126644e+01, 1.626365137510082448e+01, 1.163059017996037170e+01, 5.895115560715768055e+01, 9.530054625924937284e+01, 1.057397237044819036e+02, 4.007981599216017088e+01
2.008000000000000000e+03, 2.947802919847840997e+01, 6.942992491587710902e+01, 3.649519168400702540e+01, 7.126374106367934758e+01, 1.810267399760093951e+02, 4.176406101513614288e+01, 4.092824786334145415e+01, 5.434563651120169681e+01, 1.635171763946396339e+01, 1.164320289470278880e+01, 5.896398994971660557e+01, 9.534836278409460419e+01, 1.058268390470792895e+02, 4.012893015870421465e+01
2.009000000000000000e+03, 2.950230717254052948e+01, 6.951148281538999640e+01, 3.649733676588969189e+01, 7.127977864268471819e+01, 1.810749698710679638e+02, 4.178433508655955819e+01, 4.097449196072831512e+01, 5.441023145903266567e+01, 1.637181706804268444e+01, 1.165329116932118758e+01, 5.899978912783308260e+01, 9.541713816127590064e+01, 1.059451872666172534e+02, 4.015958960780307052e+01
2.010000000000000000e+03, 2.952456476049967549e+01, 6.966058792973150560e+01, 3.650492475175786922e+01, 7.127814146814479557e+01, 1.811083000585171305e+02, 4.186708800559604526e+01, 4.101663815213006359e+01, 5.443872699152831274e+01, 1.634977809462439069e+01, 1.166673970756144740e+01, 5.903479968821703494e+01, 9.544970441782326986e+01, 1.060584651387903108e+02, 4.017176556162293366e+01
2.011000000000000000e+03, 2.954423396458282980e+01, 6.978771361413875240e+01, 3.656225515440599594e+01, 7.126476203425066558e+01, 1.810797636501129659e+02, 4.192583958559571755e+01, 4.103202408263100409e+01, 5.440923557530903309e+01, 1.648887893936986160e+01, 1.165919278961529670e+01, 5.905227597055086619e+01, 9.549558334421169548e+01, 1.061859769838403054e+02, 4.019655333001360731e+01
2.012000000000000000e+03, 2.955801179758679353e+01, 6.990298524863726470e+01, 3.653302221708086961e+01, 7.125577297641461882e+01, 1.809960034238168021e+02, 4.194919245745759184e+01, 4.105925418497770352e+01, 5.435058072041751132e+01, 1.647076546928232688e+01, 1.167144014420787101e+01, 5.906396317347658709e+01, 9.556987987585928579e+01, 1.062710798035000863e+02, 4.020183041745116270e+01
2.013000000000000000e+03, 2.958302050416397577e+01, 7.003234472757858953e+01, 3.656797862750227068e+01, 7.123329665857575321e+01, 1.809588124320295321e+02, 4.196328293611576754e+01, 4.109357157871946953e+01, 5.434269622260866583e+01, 1.646628234946116720e+01, 1.163864627417061648e+01, 5.908442759136500655e+01, 9.565750331238943716e+01, 1.063671060408249218e+02, 4.022908775297649697e+01
2.014000000000000000e+03, 2.959505790475282794e+01, 7.016120808752974369e+01, 3.667689794353629651e+01, 7.121490090429504960e+01, 1.809976334046619115e+02, 4.196481085656586174e+01, 4.111804443801102593e+01, 5.438823238776487301e+01, 1.647349478132876399e+01, 1.163757847197417483e+01, 5.907868400421941857e+01, 9.570961158608029962e+01, 1.064472566393737765e+02, 4.026008091465538286e+01
